sensor,expected_active_delta_sum,expected_public_delta_vs_e95,actual_e101_public_delta_vs_e95,abs_error_to_actual_e101_delta,mean_support_probability,top10_support_probability,rank22_support_probability,rank23_support_probability,temporal_logloss_delta_vs_subject
s3_flank_beta,0.012598739929752818,7.199279959858753e-06,9.036200000034356e-06,1.8369200401756026e-06,0.5942393539811819,0.8290963661513384,0.0980392156862745,0.9666666666666668,0.014110494309774513
subject,0.010051940259772511,5.7439658627271494e-06,9.036200000034356e-06,3.292234137307206e-06,0.6044504263489225,0.8153778640059128,0.1041666666666666,0.9583333333333334,
motif_plus_subject,0.03564036559715163,2.036592319837236e-05,9.036200000034356e-06,1.1329723198338003e-05,0.5567240853177559,0.7661914995728831,0.21633599691594796,0.9843261097720162,0.3490653514863489
motif_no_s3,0.0484463652296637,2.7683637274093544e-05,9.036200000034356e-06,1.864743727405919e-05,0.546588168315774,0.705047735920705,0.7225484965250151,0.943564321960087,0.13518256311923338
motif_full,0.049696544802633254,2.8398025601504716e-05,9.036200000034356e-06,1.936182560147036e-05,0.5374207057663335,0.7180608826609489,0.6250891249328121,0.956190729578102,0.24623935518821882
