set,n_cells,observed_support_swing_weighted_visible_mean,null_mean,null_p05,null_p50,null_p95,z,p_low,p_high
top4_e95_edge,4,0.33069909410426507,0.468114375128527,0.2222261454046279,0.47125027439055683,0.6910018980737301,-0.9496660663553738,0.19466666666666665,0.8053333333333333
top16_swing,16,0.2660742658572699,0.349756586782749,0.24328394824575178,0.34618100538940944,0.46910766501594536,-1.2247803089808291,0.105,0.895
top33_expected_flip,33,0.2457711363703792,0.3357126230452836,0.2649347213924835,0.333266694856831,0.413421470306722,-1.9838112257069218,0.014666666666666666,0.9853333333333333
