candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,q3_scale,s4_mode,local_delta,q3_local_target_delta,subject_half_delta,subject_half_win_rate,geometry_delta,geometry_win_rate,geometry_vs_ungated_delta,keep_abs_share_oof,anchor,anchor_scale,e222_tail_survival_score,e222_decision,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,s4_top1_over_abs_expected,s4_expected_focus,s4_adverse_delta,e224_gate,e224_score,submission_file
e224_q3s0p25_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p25_s4closer_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,Q3 scale sweep with E211 S4 dependency-gated body.,355,250,"Q3,S4",-0.0005647517494976647,-0.0006809907543679681,-0.0004886046699171917,-0.0005246598242078348,-0.000313525566808922,-0.0035065109646492676,0.002062569433615504,0.005569080398264772,8.450886296516796e-05,0.0004055794473702427,0.0007451421477559167,0.0015686521903091498,0.4794508285228098,0.4717693039468053,0.005533559942782,0.02745321323088269,0.14789051018904398,2.0725612514085183,1,1,8,0.14963895736549182,0.7181552739429271,0.01517465307046015,0.0728270052442795,False,0.25,closer,-0.0007707107008811942,-0.001964839284628428,-0.0007787899113862543,0.9730769230769231,-0.00027932606949321315,0.75,0.0007789299800700505,0.37087912962785297,e154,0.5,0.5691056102870258,expected_good_but_low_support,0.7315283611315162,0.0008774317961125898,-5.377152473752539e-05,0.16538577986034095,-0.0005109802247601395,0.0011851376375029141,False,0.5754665971654597,
e224_q3s0p25_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p25_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,534,250,"Q1,Q3,S2,S3,S4",-0.0005945893075107857,-0.0007269153979895307,-0.000507733145276147,-0.0005491193792666791,-0.0002858141543020208,-0.004433823298806601,0.002820375579733036,0.007254198878539637,9.673998182827695e-05,0.00042022968017634585,0.0007611160528463043,0.0016101638684489826,0.48144075242412687,0.4707569980396371,0.004731557171120583,0.02377312366562616,0.16929496819948486,2.8340384792414226,1,1,8,0.16270050706642097,0.7067562010753498,0.013335722310352752,0.05792916450354384,False,0.25,closer,-0.0007707107008811942,-0.001964839284628428,-0.0007787899113862543,0.9730769230769231,-0.00027932606949321315,0.75,0.0007789299800700505,0.37087912962785297,e154,0.5,0.5987407071187131,expected_good_but_low_support,0.7315283611315162,0.0008774317961125898,-5.377152473752539e-05,0.16538577986034095,-0.0005109802247601395,0.0011851376375029141,False,0.6005754449998204,
e224_q3s0p25_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p25_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,358,250,"Q3,S4",-0.0005615551159514694,-0.0006777941208217728,-0.0004854080363709964,-0.000521463190661639,-0.00030967453289370477,-0.003561802632468706,0.0021240758956994187,0.005685878528168126,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4794554305184288,0.47233351861917866,0.005626639368950312,0.02779409895054251,0.1478905101890442,2.13436567260703,1,1,8,0.15049077208028055,0.722243348603548,0.01486293851451574,0.07133100810384572,False,0.25,toward,-0.0007736311058489376,-0.001964839284628428,-0.0007862455702290225,0.9923076923076923,-0.00031850992916511445,0.875,0.0007397461203981492,0.3863316049988737,e95,0.5,0.5660218196753051,expected_good_but_low_support,0.7215141017359827,0.0008766854739055541,-5.451784694456101e-05,0.16667189599432908,-0.0005070372690069084,0.0012473904217938643,False,0.5732409609154161,
e224_q3s0p25_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p25_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,358,250,"Q3,S4",-0.0005615551159514694,-0.0006777941208217728,-0.0004854080363709964,-0.000521463190661639,-0.00030967453289370477,-0.003561802632468706,0.0021240758956994187,0.005685878528168126,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4794554305184288,0.47233351861917866,0.005626639368950312,0.02779409895054251,0.1478905101890442,2.13436567260703,1,1,8,0.15049077208028055,0.722243348603548,0.01486293851451574,0.07133100810384572,False,0.25,toward,-0.0007736311058489376,-0.001964839284628428,-0.0007862455702290225,0.9923076923076923,-0.00031850992916511445,0.875,0.0007397461203981492,0.3863316049988737,e95,0.5,0.5660218196753051,expected_good_but_low_support,0.7215141017359827,0.0008766854739055541,-5.451784694456101e-05,0.16667189599432908,-0.0005070372690069084,0.0012473904217938643,False,0.5732409609154161,
e224_q3s0p25_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p25_s4toward_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,Q3 scale sweep with E211 S4 dependency-gated body.,358,250,"Q3,S4",-0.0005599919400206221,-0.0006762309448909254,-0.000483844860440149,-0.0005199000147307921,-0.000308111356962858,-0.0035602394565378585,0.002125639071630266,0.005685878528168124,8.450886296516796e-05,0.0004055794473702427,0.0007451421477559167,0.001575604474355616,0.4794554305184288,0.4723335186191788,0.005628798143857131,0.027794098950542516,0.14789051018904398,2.1359364211164413,1,1,8,0.1509108558992043,0.7242594372970921,0.01486293851451572,0.0713310081038457,False,0.25,toward,-0.0007736311058489376,-0.001964839284628428,-0.0007862455702290225,0.9923076923076923,-0.00031850992916511445,0.875,0.0007397461203981492,0.3863316049988737,e154,0.5,0.5644586437444579,expected_good_but_low_support,0.7315283611315162,0.0008774317961125898,-5.377152473752539e-05,0.16694084318568533,-0.0005062204152830968,0.0012482072755176754,False,0.571912261374196,
e224_q3s0p25_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p25_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,537,250,"Q1,Q3,S2,S3,S4",-0.000589829498033743,-0.000722155588512488,-0.0005029733357991043,-0.0005443595697896364,-0.00028039994445595677,-0.004487551790695192,0.0028834452177477973,0.007370997008442988,9.673998182827695e-05,0.00042022968017634585,0.0007611160528463043,0.0016165181661266694,0.4814327035279027,0.47120826555798817,0.0047995297675821865,0.02402093997164848,0.16929496819948486,2.897413648949345,1,1,8,0.1640134685545053,0.7124595863333802,0.013124409319047032,0.05701124009343656,False,0.25,toward,-0.0007736311058489376,-0.001964839284628428,-0.0007862455702290225,0.9923076923076923,-0.00031850992916511445,0.875,0.0007397461203981492,0.3863316049988737,e154,0.5,0.5940711511453406,expected_good_but_low_support,0.7315283611315162,0.0008774317961125898,-5.377152473752539e-05,0.16694084318568533,-0.0005062204152830968,0.0012482072755176754,False,0.5969928724200511,
e224_q3s0p5_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p5_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,354,250,"Q3,S4",-0.0005973800252668242,-0.000741801471159421,-0.0005364790442640177,-0.0005138595603770341,-0.00016912219617187403,-0.004633290686422995,0.002941001150307156,0.007574291836730151,8.45088629651681e-05,0.00040686829124299403,0.0007791279507804793,0.0016861557417129625,0.47935511523238455,0.4671566995102095,0.007742102467007068,0.037443533091180134,0.1478905101890442,2.9552484028572934,1,1,8,0.14146583312259492,0.6810878737722496,0.011157328604023116,0.05371700747916264,False,0.5,closer,-0.0010019239804970326,-0.0035833322419392966,-0.0010085535322453803,0.9769230769230769,-0.0004425749781645921,0.875,0.0006156810713986716,0.49278126750085116,e95,0.5,0.6008113651688661,expected_good_but_low_support,0.8086602897517372,0.0017651213023178298,-9.728533938240243e-05,0.1689857248047206,-0.0005000946858844218,0.0011758798479893264,True,0.6274466624239273,
e224_q3s0p5_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p5_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,354,250,"Q3,S4",-0.0005973800252668242,-0.000741801471159421,-0.0005364790442640177,-0.0005138595603770341,-0.00016912219617187403,-0.004633290686422995,0.002941001150307156,0.007574291836730151,8.45088629651681e-05,0.00040686829124299403,0.0007791279507804793,0.0016861557417129625,0.47935511523238455,0.4671566995102095,0.007742102467007068,0.037443533091180134,0.1478905101890442,2.9552484028572934,1,1,8,0.14146583312259492,0.6810878737722496,0.011157328604023116,0.05371700747916264,False,0.5,closer,-0.0010019239804970326,-0.0035833322419392966,-0.0010085535322453803,0.9769230769230769,-0.0004425749781645921,0.875,0.0006156810713986716,0.49278126750085116,e95,0.5,0.6008113651688661,expected_good_but_low_support,0.8086602897517372,0.0017651213023178298,-9.728533938240243e-05,0.1689857248047206,-0.0005000946858844218,0.0011758798479893264,False,0.6274466624239273,
e224_q3s0p5_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p5_s4closer_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,Q3 scale sweep with E211 S4 dependency-gated body.,355,250,"Q3,S4",-0.0006067712658192302,-0.0007483150933704976,-0.0005355370189543771,-0.000536461685132816,-0.00019761035844401175,-0.004661778848695133,0.0029517532381440562,0.00761353208683919,8.450886296516796e-05,0.0004068682912429938,0.0007791279507804793,0.0016861557417129618,0.4794508285228098,0.46739469452221516,0.007755773380637201,0.037531496202728394,0.14789051018904398,2.966052577620728,1,1,8,0.1392763100788377,0.6705464054789443,0.011099823577449767,0.053440149276616236,False,0.5,closer,-0.0010019239804970326,-0.0035833322419392966,-0.0010085535322453803,0.9769230769230769,-0.0004425749781645921,0.875,0.0006156810713986716,0.49278126750085116,e154,0.5,0.6102502047236733,expected_good_but_low_support,0.8212750364101359,0.001766615600641142,-9.579104105909082e-05,0.16538577986034095,-0.0005109802247601395,0.0011851376375029141,True,0.6349841257801379,
e224_q3s0p5_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p5_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,534,250,"Q1,Q3,S2,S3,S4",-0.000636608823832351,-0.0007942397369920602,-0.0005546654943133324,-0.0005609212401916604,-0.0001698989459371104,-0.0055411074913418665,0.003661575692750987,0.009202683184092854,9.673998182827695e-05,0.00042425027335546997,0.0007903797393802469,0.001705664949494202,0.4808118420057645,0.4670577515928066,0.0061449408013396194,0.03015860594037921,0.16929496819948486,3.6793136639247215,1,1,8,0.15196142153026948,0.6664222321040197,0.010512149543026239,0.046100714853337645,False,0.5,closer,-0.0010019239804970326,-0.0035833322419392966,-0.0010085535322453803,0.9769230769230769,-0.0004425749781645921,0.875,0.0006156810713986716,0.49278126750085116,e154,0.5,0.6400203741509123,expected_good_but_low_support,0.8212750364101359,0.001766615600641142,-9.579104105909082e-05,0.16538577986034095,-0.0005109802247601395,0.0011851376375029141,False,0.6602618143589384,
e224_q3s0p5_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p5_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,358,250,"Q3,S4",-0.0006043226083893108,-0.0007458664359405781,-0.0005330883615244576,-0.0005340130277028967,-0.0001945073006450709,-0.004717818492630847,0.003012511724111694,0.00773033021674254,8.45088629651681e-05,0.00040686829124299403,0.0007791279507804793,0.0016878473349422963,0.4794554305184288,0.4678757868153646,0.007829591015600313,0.037787927037149296,0.1478905101890442,3.0271053992413983,1,1,8,0.13984064437107177,0.673263395403015,0.010932115523621062,0.05263271811620526,False,0.5,toward,-0.001004844385464776,-0.0035833322419392966,-0.0010160091910881481,0.9961538461538462,-0.00048175883783646567,0.875,0.000576497211726798,0.5082337428718721,e95,0.5,0.6078977657523837,expected_good_but_low_support,0.8086602897517372,0.0017651213023178298,-9.728533938240243e-05,0.16667189599432908,-0.0005070372690069084,0.0012473904217938643,True,0.633878078500459,
e224_q3s0p5_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p5_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,358,250,"Q3,S4",-0.0006043226083893108,-0.0007458664359405781,-0.0005330883615244576,-0.0005340130277028967,-0.0001945073006450709,-0.004717818492630847,0.003012511724111694,0.00773033021674254,8.45088629651681e-05,0.00040686829124299403,0.0007791279507804793,0.0016878473349422963,0.4794554305184288,0.4678757868153646,0.007829591015600313,0.037787927037149296,0.1478905101890442,3.0271053992413983,1,1,8,0.13984064437107177,0.673263395403015,0.010932115523621062,0.05263271811620526,False,0.5,toward,-0.001004844385464776,-0.0035833322419392966,-0.0010160091910881481,0.9961538461538462,-0.00048175883783646567,0.875,0.000576497211726798,0.5082337428718721,e95,0.5,0.6078977657523837,expected_good_but_low_support,0.8086602897517372,0.0017651213023178298,-9.728533938240243e-05,0.16667189599432908,-0.0005070372690069084,0.0012473904217938643,False,0.633878078500459,
e224_q3s0p5_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p5_s4toward_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,Q3 scale sweep with E211 S4 dependency-gated body.,358,250,"Q3,S4",-0.0006020114563421875,-0.0007435552838934549,-0.0005307772094773344,-0.0005317018756557735,-0.00019219614859794775,-0.004715507340583724,0.0030148228761588177,0.007730330216742543,8.450886296516796e-05,0.0004068682912429938,0.0007791279507804793,0.0016878473349422954,0.4794554305184288,0.4678757868153646,0.00783238968139511,0.037787927037149296,0.14789051018904398,3.0294277473286506,1,1,8,0.14037749958886586,0.6758480872027243,0.010932115523621042,0.052632718116205214,False,0.5,toward,-0.001004844385464776,-0.0035833322419392966,-0.0010160091910881481,0.9961538461538462,-0.00048175883783646567,0.875,0.000576497211726798,0.5082337428718721,e154,0.5,0.6055866137052605,expected_good_but_low_support,0.8212750364101359,0.001766615600641142,-9.579104105909082e-05,0.16694084318568533,-0.0005062204152830968,0.0012482072755176754,True,0.6314090093940682,
e224_q3s0p5_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p5_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,537,250,"Q1,Q3,S2,S3,S4",-0.0006318490143553084,-0.0007894799275150177,-0.0005499056848362896,-0.0005561614307146177,-0.0001644847360910465,-0.005594835983230458,0.0037246453307657485,0.009319481313996207,9.673998182827695e-05,0.00042425027335546997,0.0007903797393802469,0.001705664949494202,0.48080730657556453,0.4674610311818938,0.006205017399867039,0.030370749161067714,0.16929496819948486,3.742688833632644,1,1,8,0.15310616876878919,0.6714424866015551,0.010380404077101444,0.0455229490849798,False,0.5,toward,-0.001004844385464776,-0.0035833322419392966,-0.0010160091910881481,0.9961538461538462,-0.00048175883783646567,0.875,0.000576497211726798,0.5082337428718721,e154,0.5,0.6353412205916872,expected_good_but_low_support,0.8212750364101359,0.001766615600641142,-9.579104105909082e-05,0.16694084318568533,-0.0005062204152830968,0.0012482072755176754,False,0.6566672447968531,
