candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,q3_scale,s4_mode,local_delta,q3_local_target_delta,subject_half_delta,subject_half_win_rate,geometry_delta,geometry_win_rate,geometry_vs_ungated_delta,keep_abs_share_oof,anchor,anchor_scale,e222_tail_survival_score,e222_decision,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,s4_top1_over_abs_expected,s4_expected_focus,s4_adverse_delta,e224_gate,e224_score,submission_file
e224_q3s0_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,104,104,S4,-0.0005000946858844218,-0.0005939064864150901,-0.00042936803945037484,-0.00047700953178780035,-0.0003877063061624237,-0.002309508611591996,0.0011758798479893264,0.003485388459581322,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015686521903091504,0.4846307264164406,0.4808573142733917,0.011216271610496664,0.05864836350257033,0.1478905101890442,1.18157622697958,1,1,7,0.1689857248047206,0.811005313229778,0.024246612377697385,0.11636563673564314,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e95,0.5,0.5062661487391001,expected_good_but_low_support,,,,0.1689857248047206,-0.0005000946858844218,0.0011758798479893264,False,0.15909713651078528,
e224_q3s0_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,104,104,S4,-0.0005000946858844218,-0.0005939064864150901,-0.00042936803945037484,-0.00047700953178780035,-0.0003877063061624237,-0.002309508611591996,0.0011758798479893264,0.003485388459581322,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015686521903091504,0.4846307264164406,0.4808573142733917,0.011216271610496664,0.05864836350257033,0.1478905101890442,1.18157622697958,1,1,7,0.1689857248047206,0.811005313229778,0.024246612377697385,0.11636563673564314,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e95,0.5,0.5062661487391001,expected_good_but_low_support,,,,0.1689857248047206,-0.0005000946858844218,0.0011758798479893264,False,0.15909713651078528,
e224_q3s0_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0_s4closer_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,Q3 scale sweep with E211 S4 dependency-gated body.,105,105,S4,-0.0005109802247601395,-0.0006019144069494785,-0.00042992031246404615,-0.0005011059548668938,-0.0004176887667578728,-0.0023394910721874444,0.0011851376375029141,0.0035246287096903587,8.450886296516796e-05,0.0004055794473702427,0.0007451421477559167,0.0015686521903091498,0.4849040845775539,0.48121887494131516,0.011224958920201276,0.058743811828172655,0.14789051018904398,1.1908788645086954,1,1,7,0.16538577986034095,0.7937282652388882,0.023976670998799226,0.11507011965690797,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e154,0.5,0.5172239997484025,expected_good_but_low_support,,,,0.16538577986034095,-0.0005109802247601395,0.0011851376375029141,False,0.16844023472212616,
e224_q3s0_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,379,178,"Q1,Q3,S2,S3,S4",-0.0005408177827732604,-0.0006478390505710414,-0.00044904878782300146,-0.0005255655099257382,-0.00038997735425097156,-0.0033989710775803083,0.0020751114548559755,0.005474082532436283,9.673998182827695e-05,0.00042022968017634585,0.0007611160528463043,0.0016101638684489826,0.482056718328759,0.47787537402454844,0.00486121170296246,0.025276106680114766,0.16929496819948486,2.0851640306477015,1,1,7,0.17887722059027691,0.7770263729521789,0.01767236450218847,0.07676714366038602,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e154,0.5,0.54639285757817,expected_good_but_low_support,,,,0.16538577986034095,-0.0005109802247601395,0.0011851376375029141,False,0.19296628380408717,
e224_q3s0_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,108,108,S4,-0.0005070372690069084,-0.0005979714511962474,-0.00042597735671081504,-0.0004971629991136628,-0.0004130914106356205,-0.0023940364177998472,0.0012473904217938643,0.0036414268395937115,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4847678600059551,0.48179677035513946,0.011377607016259842,0.059004601567490704,0.1478905101890442,1.2534332233636847,1,1,7,0.16667189599432908,0.7999006624594234,0.023207623464047707,0.11137926566595391,False,0.0,toward,-0.0004929397794734003,-1.1102230246251565e-16,-0.0005074167202585322,0.95,-0.00010588049517089304,0.375,0.0009523755543923706,0.2644294671258756,e95,0.5,0.5133966230779363,expected_good_but_low_support,,,,0.16667189599432908,-0.0005070372690069084,0.0012473904217938643,False,0.16558364478146503,
e224_q3s0_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,108,108,S4,-0.0005070372690069084,-0.0005979714511962474,-0.00042597735671081504,-0.0004971629991136628,-0.0004130914106356205,-0.0023940364177998472,0.0012473904217938643,0.0036414268395937115,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4847678600059551,0.48179677035513946,0.011377607016259842,0.059004601567490704,0.1478905101890442,1.2534332233636847,1,1,7,0.16667189599432908,0.7999006624594234,0.023207623464047707,0.11137926566595391,False,0.0,toward,-0.0004929397794734003,-1.1102230246251565e-16,-0.0005074167202585322,0.95,-0.00010588049517089304,0.375,0.0009523755543923706,0.2644294671258756,e95,0.5,0.5133966230779363,expected_good_but_low_support,,,,0.16667189599432908,-0.0005070372690069084,0.0012473904217938643,False,0.16558364478146503,
e224_q3s0_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0_s4toward_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,Q3 scale sweep with E211 S4 dependency-gated body.,108,108,S4,-0.0005062204152830968,-0.0005971545974724358,-0.0004251605029870035,-0.0004963461453898511,-0.0004122745569118089,-0.0023932195640760353,0.0012482072755176754,0.003641426839593711,8.450886296516796e-05,0.0004055794473702427,0.0007451421477559167,0.001575604474355616,0.4847678600059551,0.48179677035513946,0.011382561504022013,0.059004601567490704,0.14789051018904398,1.2542540342166177,1,1,7,0.16694084318568533,0.8011914081802252,0.023207623464047672,0.11137926566595387,False,0.0,toward,-0.0004929397794734003,-1.1102230246251565e-16,-0.0005074167202585322,0.95,-0.00010588049517089304,0.375,0.0009523755543923706,0.2644294671258756,e154,0.5,0.5125797693541247,expected_good_but_low_support,,,,0.16694084318568533,-0.0005062204152830968,0.0012482072755176754,False,0.16488931911622512,
e224_q3s0_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,382,179,"Q1,Q3,S2,S3,S4",-0.0005360579732962176,-0.0006430792410939987,-0.00044428897834595887,-0.0005208057004486956,-0.0003845631444049076,-0.003452699569468899,0.0021381810928707366,0.005590880662339636,9.673998182827695e-05,0.00042022968017634585,0.0007611160528463043,0.0016165181661266694,0.48204056609057505,0.47832161472891394,0.00495574657391627,0.0256126731913465,0.16929496819948486,2.1485392003556236,1,1,7,0.1804655217297176,0.783925808606774,0.017303174163584064,0.07516341441644916,False,0.0,toward,-0.0004929397794734003,-1.1102230246251565e-16,-0.0005074167202585322,0.95,-0.00010588049517089304,0.375,0.0009523755543923706,0.2644294671258756,e154,0.5,0.5417222962420004,expected_good_but_low_support,,,,0.16694084318568533,-0.0005062204152830968,0.0012482072755176754,False,0.18938245452082156,
e224_q3s0p25_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p25_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,354,250,"Q3,S4",-0.0005546125328289828,-0.0006737291560406156,-0.0004887987191105564,-0.0005013097233357766,-0.0002842894284205079,-0.0034772748262608547,0.0020525653218948807,0.005529840148155735,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015686521903091504,0.47935511523238455,0.4714743618029152,0.005514258711355372,0.02733678039342525,0.1478905101890442,2.062508676222925,1,1,7,0.15237460021702537,0.7312843171816767,0.015282333792840786,0.07334379231658411,False,0.25,closer,-0.0007707107008811942,-0.001964839284628428,-0.0007787899113862543,0.9730769230769231,-0.00027932606949321315,0.75,0.0007789299800700505,0.37087912962785297,e95,0.5,0.5589074051895658,expected_good_but_low_support,0.7215141017359827,0.0008766854739055541,-5.451784694456101e-05,0.1689857248047206,-0.0005000946858844218,0.0011758798479893264,False,0.5667745274611076,
e224_q3s0p25_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p25_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3 scale sweep with E211 S4 dependency-gated body.,354,250,"Q3,S4",-0.0005546125328289828,-0.0006737291560406156,-0.0004887987191105564,-0.0005013097233357766,-0.0002842894284205079,-0.0034772748262608547,0.0020525653218948807,0.005529840148155735,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015686521903091504,0.47935511523238455,0.4714743618029152,0.005514258711355372,0.02733678039342525,0.1478905101890442,2.062508676222925,1,1,7,0.15237460021702537,0.7312843171816767,0.015282333792840786,0.07334379231658411,False,0.25,closer,-0.0007707107008811942,-0.001964839284628428,-0.0007787899113862543,0.9730769230769231,-0.00027932606949321315,0.75,0.0007789299800700505,0.37087912962785297,e95,0.5,0.5589074051895658,expected_good_but_low_support,0.7215141017359827,0.0008766854739055541,-5.451784694456101e-05,0.1689857248047206,-0.0005000946858844218,0.0011758798479893264,False,0.5667745274611076,
