pred_index,filter,n_scenarios,tag,strategy,source,mask_name,alpha,local_delta,mean_pred_delta,p90_pred_delta,p95_pred_delta,mean_vs_e95,p90_vs_e95,p95_vs_e95,beat_e95_rate
10,broad,3452,e143_s3_non_e101_81b01438,active_q2s3_repair,,s3_non_e101,,-3.408765352896914e-05,-3.784006737588457e-05,-2.0161410830064953e-05,-1.703405845665635e-05,-2.252936737583604e-05,-4.850710830016427e-06,-1.7233584566078249e-06,0.970162224797219
10,tight,2790,e143_s3_non_e101_81b01438,active_q2s3_repair,,s3_non_e101,,-3.408765352896914e-05,-3.3751012767015495e-05,-1.9808264254681092e-05,-1.6785693446624656e-05,-1.8440312766966965e-05,-4.497564254632566e-06,-1.4749934465761273e-06,0.9655913978494624
10,e101_order,57,e143_s3_non_e101_81b01438,active_q2s3_repair,,s3_non_e101,,-3.408765352896914e-05,-2.6571601321495486e-05,-1.870763940661903e-05,-1.8086961111143474e-05,-1.1260901321446962e-05,-3.396939406570502e-06,-2.7762611110949453e-06,1.0
10,e101_sensor,57,e143_s3_non_e101_81b01438,active_q2s3_repair,,s3_non_e101,,-3.408765352896914e-05,-2.6571601321495486e-05,-1.870763940661903e-05,-1.8086961111143474e-05,-1.1260901321446962e-05,-3.396939406570502e-06,-2.7762611110949453e-06,1.0
11,broad,3452,e143_s3_non_e101_925d98ca,active_q2s3_repair,,s3_non_e101,,-3.493705209223208e-05,-4.087984874274573e-05,-2.133713772265113e-05,-1.7741543798728997e-05,-2.55691487426972e-05,-6.026437722602604e-06,-2.430843798680469e-06,0.9765353418308227
11,tight,2790,e143_s3_non_e101_925d98ca,active_q2s3_repair,,s3_non_e101,,-3.493705209223208e-05,-3.623081216187149e-05,-2.106065617679978e-05,-1.7861784747682832e-05,-2.0920112161822964e-05,-5.749956176751253e-06,-2.5510847476343047e-06,0.9734767025089606
11,e101_order,57,e143_s3_non_e101_925d98ca,active_q2s3_repair,,s3_non_e101,,-3.493705209223208e-05,-2.752225322799329e-05,-1.9073789077938358e-05,-1.8389789314861823e-05,-1.221155322794476e-05,-3.76308907788983e-06,-3.079089314813294e-06,1.0
11,e101_sensor,57,e143_s3_non_e101_925d98ca,active_q2s3_repair,,s3_non_e101,,-3.493705209223208e-05,-2.752225322799329e-05,-1.9073789077938358e-05,-1.8389789314861823e-05,-1.221155322794476e-05,-3.76308907788983e-06,-3.079089314813294e-06,1.0
12,broad,3452,e143_s3_non_e101_1fe623d9,active_q2s3_repair,,s3_non_e101,,-3.5699144079082146e-05,-4.360718208383582e-05,-2.2291339009256072e-05,-1.852745416210046e-05,-2.829648208378729e-05,-6.980639009207544e-06,-3.216754162051932e-06,0.9797219003476245
12,tight,2790,e143_s3_non_e101_1fe623d9,active_q2s3_repair,,s3_non_e101,,-3.5699144079082146e-05,-3.8455722032869695e-05,-2.202525887278091e-05,-1.8654504899605097e-05,-2.3145022032821164e-05,-6.714558872732385e-06,-3.343804899556569e-06,0.9774193548387097
12,e101_order,57,e143_s3_non_e101_1fe623d9,active_q2s3_repair,,s3_non_e101,,-3.5699144079082146e-05,-2.8375191096692552e-05,-1.9469681321240954e-05,-1.865859119961921e-05,-1.3064491096644027e-05,-4.158981321192429e-06,-3.3478911995706826e-06,1.0
12,e101_sensor,57,e143_s3_non_e101_1fe623d9,active_q2s3_repair,,s3_non_e101,,-3.5699144079082146e-05,-2.8375191096692552e-05,-1.9469681321240954e-05,-1.865859119961921e-05,-1.3064491096644027e-05,-4.158981321192429e-06,-3.3478911995706826e-06,1.0
13,broad,3452,e143_s3_non_e101_2b8b9e34,active_q2s3_repair,,s3_non_e101,,-3.6340158550585144e-05,-4.5901209800197736e-05,-2.3076848029862408e-05,-1.8925345849511087e-05,-3.059050980014921e-05,-7.76614802981388e-06,-3.6146458494625595e-06,0.9826187717265353
13,tight,2790,e143_s3_non_e101_2b8b9e34,active_q2s3_repair,,s3_non_e101,,-3.6340158550585144e-05,-4.032714890745813e-05,-2.277594888038855e-05,-1.911380284621242e-05,-2.5016448907409603e-05,-7.4652488803400214e-06,-3.8031028461638954e-06,0.9810035842293907
13,e101_order,57,e143_s3_non_e101_2b8b9e34,active_q2s3_repair,,s3_non_e101,,-3.6340158550585144e-05,-2.9092618292573463e-05,-1.9749439592537363e-05,-1.8884687131698163e-05,-1.378191829252494e-05,-4.4387395924888346e-06,-3.573987131649635e-06,1.0
13,e101_sensor,57,e143_s3_non_e101_2b8b9e34,active_q2s3_repair,,s3_non_e101,,-3.6340158550585144e-05,-2.9092618292573463e-05,-1.9749439592537363e-05,-1.8884687131698163e-05,-1.378191829252494e-05,-4.4387395924888346e-06,-3.573987131649635e-06,1.0
14,broad,3452,e143_top_tension_1_96c512e5,active_q2s3_repair,,top_tension_1,,-3.682528248472039e-05,-5.0484814355853245e-05,-2.4367385796759647e-05,-2.0376558683294918e-05,-3.517411435580472e-05,-9.056685796711118e-06,-5.06585868324639e-06,0.9895712630359212
14,tight,2790,e143_top_tension_1_96c512e5,active_q2s3_repair,,top_tension_1,,-3.682528248472039e-05,-4.395141767267244e-05,-2.414807252481908e-05,-2.0718182493092768e-05,-2.864071767262391e-05,-8.837372524770554e-06,-5.407482493044242e-06,0.9896057347670251
14,e101_order,57,e143_top_tension_1_96c512e5,active_q2s3_repair,,top_tension_1,,-3.682528248472039e-05,-2.963557187504923e-05,-1.9907552243524108e-05,-1.9055798008188887e-05,-1.4324871875000706e-05,-4.5968522434755815e-06,-3.7450980081403605e-06,1.0
14,e101_sensor,57,e143_top_tension_1_96c512e5,active_q2s3_repair,,top_tension_1,,-3.682528248472039e-05,-2.963557187504923e-05,-1.9907552243524108e-05,-1.9055798008188887e-05,-1.4324871875000706e-05,-4.5968522434755815e-06,-3.7450980081403605e-06,1.0
15,broad,3452,e143_top_tension_1_4c9681a1,active_q2s3_repair,,top_tension_1,,-3.6833342418773896e-05,-4.980284604598177e-05,-2.423110636097193e-05,-2.0281420960468176e-05,-3.449214604593324e-05,-8.920406360923402e-06,-4.970720960419647e-06,0.9892815758980301
15,tight,2790,e143_top_tension_1_4c9681a1,active_q2s3_repair,,top_tension_1,,-3.6833342418773896e-05,-4.34237760300976e-05,-2.3945881801474184e-05,-2.0507018544351295e-05,-2.8113076030049074e-05,-8.635181801425659e-06,-5.196318544302768e-06,0.989247311827957
15,e101_order,57,e143_top_tension_1_4c9681a1,active_q2s3_repair,,top_tension_1,,-3.6833342418773896e-05,-2.9644592601014175e-05,-1.9910179154814828e-05,-1.9058640874275906e-05,-1.433389260096565e-05,-4.599479154766301e-06,-3.7479408742273775e-06,1.0
15,e101_sensor,57,e143_top_tension_1_4c9681a1,active_q2s3_repair,,top_tension_1,,-3.6833342418773896e-05,-2.9644592601014175e-05,-1.9910179154814828e-05,-1.9058640874275906e-05,-1.433389260096565e-05,-4.599479154766301e-06,-3.7479408742273775e-06,1.0
16,broad,3452,e143_top_tension_1_21fcd551,active_q2s3_repair,,top_tension_1,,-3.6839546994182903e-05,-4.9113533402210044e-05,-2.4006826717216162e-05,-2.0091814791875535e-05,-3.380283340216152e-05,-8.696126717167637e-06,-4.781114791827009e-06,0.9889918887601391
16,tight,2790,e143_top_tension_1_21fcd551,active_q2s3_repair,,top_tension_1,,-3.6839546994182903e-05,-4.2890171451154534e-05,-2.3822098056780845e-05,-2.0381864473608197e-05,-2.757947145110601e-05,-8.51139805673232e-06,-5.071164473559669e-06,0.9888888888888889
16,e101_order,57,e143_top_tension_1_21fcd551,active_q2s3_repair,,top_tension_1,,-3.6839546994182903e-05,-2.9651536798587248e-05,-1.991220136356838e-05,-1.9060829326054482e-05,-1.4340836798538724e-05,-4.601501363519852e-06,-3.7501293260059544e-06,1.0
16,e101_sensor,57,e143_top_tension_1_21fcd551,active_q2s3_repair,,top_tension_1,,-3.6839546994182903e-05,-2.9651536798587248e-05,-1.991220136356838e-05,-1.9060829326054482e-05,-1.4340836798538724e-05,-4.601501363519852e-06,-3.7501293260059544e-06,1.0
17,broad,3452,e143_top_tension_1_47bf925b,active_q2s3_repair,,top_tension_1,,-3.685479782644663e-05,-4.8455892659244824e-05,-2.3858115996176017e-05,-1.976806939747879e-05,-3.3145192659196304e-05,-8.547415996127488e-06,-4.457369397430262e-06,0.9875434530706837
17,tight,2790,e143_top_tension_1_47bf925b,active_q2s3_repair,,top_tension_1,,-3.685479782644663e-05,-4.2382432598042574e-05,-2.366745271081314e-05,-2.0069425652952217e-05,-2.7071732597994044e-05,-8.356752710764614e-06,-4.7587256529036894e-06,0.9870967741935484
17,e101_order,57,e143_top_tension_1_47bf925b,active_q2s3_repair,,top_tension_1,,-3.685479782644663e-05,-2.9668605620450448e-05,-1.991717194809184e-05,-1.9066208535555886e-05,-1.4357905620401915e-05,-4.606471948043311e-06,-3.7555085355073588e-06,1.0
17,e101_sensor,57,e143_top_tension_1_47bf925b,active_q2s3_repair,,top_tension_1,,-3.685479782644663e-05,-2.9668605620450448e-05,-1.991717194809184e-05,-1.9066208535555886e-05,-1.4357905620401915e-05,-4.606471948043311e-06,-3.7555085355073588e-06,1.0
18,broad,3452,e143_top_tension_2_8fe4adfa,active_q2s3_repair,,top_tension_2,,-3.6796203405020655e-05,-5.0665435012318766e-05,-2.4382228420654215e-05,-2.047994329735624e-05,-3.5354735012270246e-05,-9.071528420605687e-06,-5.169243297307714e-06,0.9904403244495944
18,tight,2790,e143_top_tension_2_8fe4adfa,active_q2s3_repair,,top_tension_2,,-3.6796203405020655e-05,-4.412280112349571e-05,-2.4259109906416243e-05,-2.080831429045038e-05,-2.8812101123447182e-05,-8.948409906367717e-06,-5.497614290401853e-06,0.9903225806451613
18,e101_order,57,e143_top_tension_2_8fe4adfa,active_q2s3_repair,,top_tension_2,,-3.6796203405020655e-05,-2.9603026396693866e-05,-1.9898074726427833e-05,-1.9045541357331546e-05,-1.4292326396645339e-05,-4.587374726379305e-06,-3.734841357283019e-06,1.0
18,e101_sensor,57,e143_top_tension_2_8fe4adfa,active_q2s3_repair,,top_tension_2,,-3.6796203405020655e-05,-2.9603026396693866e-05,-1.9898074726427833e-05,-1.9045541357331546e-05,-1.4292326396645339e-05,-4.587374726379305e-06,-3.734841357283019e-06,1.0
19,broad,3452,e143_top_tension_2_2a1d2de1,active_q2s3_repair,,top_tension_2,,-3.6813016920822506e-05,-4.994404245113405e-05,-2.4324037551474547e-05,-2.0395214142601428e-05,-3.463334245108553e-05,-9.01333755142602e-06,-5.0845141425529e-06,0.9901506373117034
19,tight,2790,e143_top_tension_2_2a1d2de1,active_q2s3_repair,,top_tension_2,,-3.6813016920822506e-05,-4.355702431694722e-05,-2.4027088469164092e-05,-2.0740051728165057e-05,-2.824632431689869e-05,-8.716388469115566e-06,-5.429351728116529e-06,0.9899641577060931
19,e101_order,57,e143_top_tension_2_2a1d2de1,active_q2s3_repair,,top_tension_2,,-3.6813016920822506e-05,-2.9621844183235153e-05,-1.990355462417927e-05,-1.905147175000713e-05,-1.4311144183186628e-05,-4.592854624130746e-06,-3.740771749958601e-06,1.0
19,e101_sensor,57,e143_top_tension_2_2a1d2de1,active_q2s3_repair,,top_tension_2,,-3.6813016920822506e-05,-2.9621844183235153e-05,-1.990355462417927e-05,-1.905147175000713e-05,-1.4311144183186628e-05,-4.592854624130746e-06,-3.740771749958601e-06,1.0
20,broad,3452,e143_top_tension_2_3605ce71,active_q2s3_repair,,top_tension_2,,-3.682698732188072e-05,-4.921149068391469e-05,-2.408441633813624e-05,-2.0235422006177055e-05,-3.390079068386616e-05,-8.773716338087715e-06,-4.92472200612853e-06,0.9898609501738123
20,tight,2790,e143_top_tension_2_3605ce71,active_q2s3_repair,,top_tension_2,,-3.682698732188072e-05,-4.298214883352601e-05,-2.387011743778612e-05,-2.0401456656384554e-05,-2.7671448833477488e-05,-8.559417437737594e-06,-5.090756656336026e-06,0.9896057347670251
20,e101_order,57,e143_top_tension_2_3605ce71,active_q2s3_repair,,top_tension_2,,-3.682698732188072e-05,-2.9637479938903867e-05,-1.9908107887770772e-05,-1.9056399331191634e-05,-1.4326779938855338e-05,-4.597407887722245e-06,-3.7456993311431064e-06,1.0
20,e101_sensor,57,e143_top_tension_2_3605ce71,active_q2s3_repair,,top_tension_2,,-3.682698732188072e-05,-2.9637479938903867e-05,-1.9908107887770772e-05,-1.9056399331191634e-05,-1.4326779938855338e-05,-4.597407887722245e-06,-3.7456993311431064e-06,1.0
21,broad,3452,e143_top_tension_2_0344c585,active_q2s3_repair,,top_tension_2,,-3.684901406342256e-05,-4.850678740304761e-05,-2.3910998175479124e-05,-1.9766350259022683e-05,-3.319608740299908e-05,-8.600298175430597e-06,-4.455650258974155e-06,0.9881228273464658
21,tight,2790,e143_top_tension_2_0344c585,active_q2s3_repair,,top_tension_2,,-3.684901406342256e-05,-4.242999629826446e-05,-2.371706239782727e-05,-2.0153552592017532e-05,-2.7119296298215932e-05,-8.406362397778741e-06,-4.842852591969005e-06,0.9874551971326165
21,e101_order,57,e143_top_tension_2_0344c585,active_q2s3_repair,,top_tension_2,,-3.684901406342256e-05,-2.9662132398592803e-05,-1.991528689142885e-05,-1.906416851095428e-05,-1.4351432398544276e-05,-4.604586891380326e-06,-3.753468510905753e-06,1.0
21,e101_sensor,57,e143_top_tension_2_0344c585,active_q2s3_repair,,top_tension_2,,-3.684901406342256e-05,-2.9662132398592803e-05,-1.991528689142885e-05,-1.906416851095428e-05,-1.4351432398544276e-05,-4.604586891380326e-06,-3.753468510905753e-06,1.0
22,broad,3452,e143_top_tension_3_0e3bdad5,active_q2s3_repair,,top_tension_3,,-3.666823586623291e-05,-5.23668218782332e-05,-2.502123771663237e-05,-2.1501368935196527e-05,-3.705612187818468e-05,-9.710537716583842e-06,-6.190668935148001e-06,0.9942062572421785
22,tight,2790,e143_top_tension_3_0e3bdad5,active_q2s3_repair,,top_tension_3,,-3.666823586623291e-05,-4.558735626985371e-05,-2.4822919691368496e-05,-2.2010111503068603e-05,-3.027665626980519e-05,-9.512219691319969e-06,-6.699411503020076e-06,0.9946236559139785
22,e101_order,57,e143_top_tension_3_0e3bdad5,active_q2s3_repair,,top_tension_3,,-3.666823586623291e-05,-2.9459804368802655e-05,-1.9856367267005024e-05,-1.9000405184523738e-05,-1.4149104368754129e-05,-4.545667266956496e-06,-3.6897051844752123e-06,1.0
22,e101_sensor,57,e143_top_tension_3_0e3bdad5,active_q2s3_repair,,top_tension_3,,-3.666823586623291e-05,-2.9459804368802655e-05,-1.9856367267005024e-05,-1.9000405184523738e-05,-1.4149104368754129e-05,-4.545667266956496e-06,-3.6897051844752123e-06,1.0
23,broad,3452,e143_top_tension_3_38b103a9,active_q2s3_repair,,top_tension_3,,-3.67230584322753e-05,-5.1242373235383885e-05,-2.480762538689334e-05,-2.12798996438872e-05,-3.593167323533536e-05,-9.496925386844813e-06,-5.969199643838673e-06,0.9930475086906141
23,tight,2790,e143_top_tension_3_38b103a9,active_q2s3_repair,,top_tension_3,,-3.67230584322753e-05,-4.4673651820727565e-05,-2.4499902809515433e-05,-2.1764177030989315e-05,-2.936295182067903e-05,-9.189202809466906e-06,-6.453477030940788e-06,0.9935483870967742
23,e101_order,57,e143_top_tension_3_38b103a9,active_q2s3_repair,,top_tension_3,,-3.67230584322753e-05,-2.952116210965766e-05,-1.987423515733352e-05,-1.9019741969759262e-05,-1.4210462109609131e-05,-4.563535157284993e-06,-3.709041969710733e-06,1.0
23,e101_sensor,57,e143_top_tension_3_38b103a9,active_q2s3_repair,,top_tension_3,,-3.67230584322753e-05,-2.952116210965766e-05,-1.987423515733352e-05,-1.9019741969759262e-05,-1.4210462109609131e-05,-4.563535157284993e-06,-3.709041969710733e-06,1.0
24,broad,3452,e143_top_tension_3_6c655536,active_q2s3_repair,,top_tension_3,,-3.6768667989739434e-05,-5.00834636174845e-05,-2.434363053577246e-05,-2.075064087927636e-05,-3.477276361743597e-05,-9.032930535723933e-06,-5.439940879227835e-06,0.9921784472769409
24,tight,2790,e143_top_tension_3_6c655536,active_q2s3_repair,,top_tension_3,,-3.6768667989739434e-05,-4.373182159543714e-05,-2.420361107146677e-05,-2.118110328686228e-05,-2.8421121595388616e-05,-8.892911071418241e-06,-5.870403286813753e-06,0.9924731182795699
24,e101_order,57,e143_top_tension_3_6c655536,active_q2s3_repair,,top_tension_3,,-3.6768667989739434e-05,-2.9572208596705197e-05,-1.988910032380658e-05,-1.9035829181304398e-05,-1.426150859665667e-05,-4.578400323758053e-06,-3.725129181255869e-06,1.0
24,e101_sensor,57,e143_top_tension_3_6c655536,active_q2s3_repair,,top_tension_3,,-3.6768667989739434e-05,-2.9572208596705197e-05,-1.988910032380658e-05,-1.9035829181304398e-05,-1.426150859665667e-05,-4.578400323758053e-06,-3.725129181255869e-06,1.0
25,broad,3452,e143_top_tension_3_29f1ee00,active_q2s3_repair,,top_tension_3,,-3.682067828281177e-05,-4.894597353718938e-05,-2.4024711113084398e-05,-2.0270726468612982e-05,-3.3635273537140854e-05,-8.714011113035873e-06,-4.960026468564455e-06,0.9904403244495944
25,tight,2790,e143_top_tension_3_29f1ee00,active_q2s3_repair,,top_tension_3,,-3.682067828281177e-05,-4.2807451820720654e-05,-2.381096981063158e-05,-2.0490493069413517e-05,-2.7496751820672127e-05,-8.50026981058305e-06,-5.179793069364992e-06,0.9903225806451613
25,e101_order,57,e143_top_tension_3_29f1ee00,active_q2s3_repair,,top_tension_3,,-3.682067828281177e-05,-2.9630418824983412e-05,-1.990605163199327e-05,-1.9054174033429677e-05,-1.4319718824934885e-05,-4.595351631944742e-06,-3.7434740333811504e-06,1.0
25,e101_sensor,57,e143_top_tension_3_29f1ee00,active_q2s3_repair,,top_tension_3,,-3.682067828281177e-05,-2.9630418824983412e-05,-1.990605163199327e-05,-1.9054174033429677e-05,-1.4319718824934885e-05,-4.595351631944742e-06,-3.7434740333811504e-06,1.0
