variant,family,file,candidate_origin,gate_count,rank_mean,rank_median,rank_min,top1_count,top5_count,top10_count,score_mean,score_std,pred_mean,pred_std_mean,gate_rate,top1_rate,top5_rate,top10_rate
e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,e368_generated,98,2.0510204081632653,1.0,1.0,73,87,97,7.74976607859261,0.4581544876016848,0.0003453206763310085,0.00013898342971564858,1.0,0.7448979591836735,0.8877551020408163,0.9897959183673469
e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,e368_generated,98,3.0816326530612246,3.0,1.0,19,89,98,7.707706511175897,0.5131698319729696,0.0003275615891836727,0.00013009715922570017,1.0,0.19387755102040816,0.9081632653061225,1.0
e368_null_q2s1_validity_scale_perm_q2s1_1,null_q2s1_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_null_q2s1_validity_scale_perm_q2s1_1_f0400e8d.csv,e368_generated,98,4.112244897959184,4.0,1.0,4,85,98,7.6586785776581685,0.45387923152502574,0.0003490381385749228,0.0001329518911140374,1.0,0.04081632653061224,0.8673469387755102,1.0
e368_direct_q2s1_validity_scale_amp0.88,diagnostic_direct_q2s1_public_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp0_88_06867ecb.csv,e368_generated,98,5.928571428571429,6.0,1.0,1,23,97,7.5883976227853775,0.5103717618939367,0.0003294035445960466,0.00013051001630542418,1.0,0.01020408163265306,0.23469387755102042,0.9897959183673469
e368_null_q2s1_validity_scale_swap_q2_s1,null_q2s1_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_null_q2s1_validity_scale_swap_q2_s1_f7e35207.csv,e368_generated,98,7.653061224489796,8.0,1.0,1,13,98,7.504360843238393,0.47819431036880766,0.0003472089137307093,0.00013122740193793287,1.0,0.01020408163265306,0.1326530612244898,1.0
e368_direct_q2s1_validity_scale_amp1.00,diagnostic_direct_q2s1_public_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_00_c8f46dcf.csv,e368_generated,98,4.86734693877551,5.0,2.0,0,81,98,7.628522214746705,0.513456469127656,0.0003280936246151311,0.0001303099064399752,1.0,0.0,0.826530612244898,1.0
e368_q2_damp_s1_recover_amp1.00,learned_q2s1_lifestyle_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_00_bb59656b.csv,e368_generated,98,3.295918367346939,2.0,2.0,0,79,97,7.669309137574444,0.46018907070233955,0.0003467420969285676,0.00013889361559212248,1.0,0.0,0.8061224489795918,0.9897959183673469
e368_direct_q2s1_validity_scale_amp0.94,diagnostic_direct_q2s1_public_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp0_94_8bac3ba9.csv,e368_generated,98,6.8979591836734695,7.0,2.0,0,17,96,7.575413271535721,0.5155556652632077,0.0003287522128967962,0.00013043410207653954,1.0,0.0,0.17346938775510204,0.9795918367346939
e368_q2_damp_s1_recover_amp0.94,learned_q2s1_lifestyle_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp0_94_6568372d.csv,e368_generated,98,8.938775510204081,10.0,4.0,0,14,93,7.4465359696992355,0.4604921439838466,0.0003501899134843079,0.0001405456354823074,1.0,0.0,0.14285714285714285,0.9489795918367347
e368_null_s1_source_q2_mask_swap_q2_s1,null_q2s1_cell_gate,analysis_outputs/submission_e368_q2s1rowmask_e368_null_s1_source_q2_mask_swap_q2_s1_aca0d16b.csv,e368_generated,97,8.8659793814433,9.0,5.0,0,1,85,7.420848281157559,0.5041681650645757,0.0003585068469612094,0.0001337828350048943,0.9897959183673469,0.0,0.01020408163265306,0.8673469387755102
