band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,translator,base_anchor_delta,translator_anchor_delta,anchor_minus_base,mean_anchor_minus_base,max_set_minus_base,min_set_minus_base,hidden_core_minus_base,hidden_all_minus_base,q2_hidden_minus_base,s3_hidden_minus_base,mean_move_minus_base,beats_base,tail_neutral_vs_base
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,tail_soft_p90_m0.50,-4.877542871595253e-06,-5.050018203944795e-06,-1.7247533234954204e-07,-2.5238700140928216e-07,-4.8918314954349285e-09,-4.431392479631313e-07,-5.002973818418743e-06,-3.98613142879188e-06,-2.5869371150288867e-05,-9.151445578781114e-06,3.821378806540812e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,tail_soft_max_m0.50,-4.877542871595253e-06,-4.973779947681223e-06,-9.623707608596987e-08,-1.5332708391824212e-07,4.406382381194618e-08,-3.196800076876727e-07,-3.060286633327358e-06,-2.4175286905522213e-06,-1.527238764409411e-05,-6.14961878955822e-06,2.315152320048284e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,tail_max_nonpos_m1.00,-4.877542871595253e-06,-4.949889632621662e-06,-7.234676102640947e-08,-6.800157870134882e-08,-5.4251050762843533e-08,-1.0802055439018687e-07,-9.263674691228907e-07,-6.240903188839495e-07,0.0,-6.4845722840822795e-06,8.91428571428432e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,tail_max_nonpos_m0.50,-4.877542871595253e-06,-4.91689008219609e-06,-3.934721060083746e-08,-3.4755996525248634e-08,-2.8308315802583195e-08,-5.489457732821279e-08,-4.6385772173307416e-07,-3.1271914660964623e-07,0.0,-3.2470040522841748e-06,4.457142857139124e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,uniform_q20.20_s30.00,-4.877542871595253e-06,-4.8647861248252156e-06,1.2756746770037353e-08,-4.327352720601141e-08,2.8331457335717403e-07,-4.787573326670014e-07,-1.3782528303252217e-05,-1.014782587606595e-05,-9.647769812323737e-05,0.0,0.0001084253844180821,False,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,uniform_q20.05_s30.05,-4.877542871595253e-06,-4.853183078745715e-06,2.4359792849537598e-08,-6.932632967693309e-08,2.880443665809196e-07,-4.2841033898177727e-07,-5.032640208457728e-06,-4.327981635394377e-06,-2.4155827449690026e-05,-1.107265400958346e-05,4.192073411738795e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,uniform_q20.10_s30.10,-4.877542871595253e-06,-4.820834061169954e-06,5.670881042529885e-08,-1.3328290426883882e-07,5.819444226506931e-07,-8.514627085620674e-07,-1.005971785625337e-05,-8.650400710154423e-06,-4.8287388446061064e-05,-2.2130636548253757e-05,8.384146823478067e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,uniform_q20.00_s30.20,-4.877542871595253e-06,-4.755878920237322e-06,1.2166395135793096e-07,-2.018115962121314e-07,9.040201829346728e-07,-1.202820351320355e-06,-6.314655487921206e-06,-7.1307236228580805e-06,0.0,-4.420258841537905e-05,5.925755205148098e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,uniform_q20.20_s30.20,-4.877542871595253e-06,-4.729332045316781e-06,1.4821082627847204e-07,-2.450851234181428e-07,1.1873141058105219e-06,-1.6814959695743426e-06,-2.0097183791117912e-05,-1.7278549498844775e-05,-9.647769812323737e-05,-4.420258841537905e-05,0.00016768293646956308,False,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,uniform_q20.35_s30.35,-4.877542871595253e-06,-4.554288245084415e-06,3.2325462651083825e-07,-3.7250490680929005e-07,2.12914046193724e-06,-2.886376050947881e-06,-3.511165301967045e-05,-3.017904300813988e-05,-0.00016858108336473276,-7.720048777294652e-05,0.00029344513882174125,False,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,uniform_q21.00_s31.00,-4.877542871595253e-06,-3.3933292091781198e-06,1.4842136624171332e-06,-3.6580270579289476e-07,6.775993555474535e-06,-7.780635314702522e-06,-9.959544338300486e-05,-8.550227192137349e-05,-0.0004785022473781375,-0.00021866585630274382,0.0008384146823478349,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_meanneg_m1.00,-3.4670590575158755e-06,-3.959721880830713e-06,-4.926628233148378e-07,-1.1154315140426974e-06,9.422937559122602e-07,-3.0017679828464594e-06,-2.8174214611820236e-05,-2.4135196266586857e-05,-0.00013569787528894262,-6.152162699471497e-05,0.00023359999999999614,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_meanneg_m0.50,-3.4670590575158755e-06,-3.725981779334475e-06,-2.5892272181859965e-07,-5.934500804105625e-07,4.334219657620153e-07,-1.4982503291349758e-06,-1.4123660173781527e-05,-1.2104151001168795e-05,-6.801867388747662e-05,-3.0846947329646324e-05,0.00011679999999999677,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_p90_nonpos_m1.00,-3.4670590575158755e-06,-3.7153517440380313e-06,-2.4829268652215575e-07,-3.624496078824535e-07,-1.0752887391607402e-07,-4.950169086859191e-07,-5.956376698090793e-06,-4.896612022853297e-06,-3.0189738050079296e-05,-1.1504898837513822e-05,4.799999999999878e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_soft_p90_m1.00,-3.4670590575158755e-06,-3.6174763788920927e-06,-1.5041732137621722e-07,-2.2744890215697922e-07,-7.204345342515239e-09,-3.992486654613714e-07,-4.551824166032503e-06,-3.5457920206808183e-06,-2.4401632707005128e-05,-7.461136455791384e-06,3.618589955133142e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_p90_nonpos_m0.50,-3.4670590575158755e-06,-3.5963093871771434e-06,-1.2925032966126793e-07,-1.87277699459365e-07,-5.806307923350573e-08,-2.5389183144763905e-07,-2.98497220754812e-06,-2.4550898699253877e-06,-1.5123517259851837e-05,-5.771288193609503e-06,2.399999999999733e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_soft_max_m1.00,-3.4670590575158755e-06,-3.547153404781511e-06,-8.009434726563569e-08,-1.3526836095678618e-07,3.9542494056910016e-08,-2.8485012626422446e-07,-2.717484875985887e-06,-2.0963089292225234e-06,-1.4021201658442894e-05,-5.001192473957916e-06,2.140144069039075e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_soft_p90_m0.50,-3.4670590575158755e-06,-3.5434333230943693e-06,-7.63742655784938e-08,-1.1487675277699338e-07,-4.772197637059605e-09,-2.0084019125565788e-07,-2.2770510872960337e-06,-1.7740350146360341e-06,-1.2206987742763298e-05,-3.732369869141605e-06,1.8092949775665168e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_soft_max_m0.50,-3.4670590575158755e-06,-3.507622980403191e-06,-4.0563922887315584e-08,-6.812389230503868e-08,1.924558312715874e-08,-1.429761771198912e-07,-1.359238313708433e-06,-1.0486503403247724e-06,-7.013315831277955e-06,-2.501352365305576e-06,1.0700720345192989e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_max_nonpos_m1.00,-3.4670590575158755e-06,-3.4922475165011235e-06,-2.518845898524802e-08,-2.510548302581128e-08,-2.0586742310868544e-08,-3.9489888914445714e-08,-3.331621198920942e-07,-2.2465237367198646e-07,0.0,-2.33213483974426e-06,3.1999999999992104e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,tail_max_nonpos_m0.50,-3.4670590575158755e-06,-3.4797730228408597e-06,-1.2713965324984144e-08,-1.2649612801673982e-08,-1.0445291742655627e-08,-1.985814734872804e-08,-1.666675129852191e-07,-1.1241263987913611e-07,0.0,-1.1666725916181786e-06,1.5999999999980873e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,uniform_q20.20_s30.00,-3.4670590575158755e-06,-3.4498537869742663e-06,1.7205270541609252e-08,-1.655668380173836e-08,1.7786916073347925e-07,-2.75060990539977e-07,-7.044315416371294e-06,-5.252292539305493e-06,-4.9310207915237436e-05,0.0,6.143999999999594e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,uniform_q20.05_s30.05,-3.4670590575158755e-06,-3.4470792984464538e-06,1.9979759069421732e-08,-2.7975672223234938e-08,1.4684987958979434e-07,-2.0239521336673505e-07,-2.438636754059642e-06,-2.088444310393325e-06,-1.2337971313891583e-05,-4.732485965580624e-06,2.2079999999994205e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,uniform_q20.10_s30.10,-3.4670590575158755e-06,-3.4257130956394377e-06,4.13459618764378e-08,-5.460021512693203e-08,2.951137308970786e-07,-4.034132002894708e-07,-4.875883290261784e-06,-4.1754984028775964e-06,-2.466899659897548e-05,-9.462186433356612e-06,4.415999999999535e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,uniform_q20.00_s30.20,-3.4670590575158755e-06,-3.3960296872415086e-06,7.102937027436695e-08,-8.7239106827397e-08,4.1801566386112654e-07,-5.262706189723687e-07,-2.70189016346456e-06,-3.093143265773884e-06,0.0,-1.8913231144779274e-05,2.687999999999649e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,uniform_q20.20_s30.20,-3.4670590575158755e-06,-3.3788212641105986e-06,8.823779340527693e-08,-1.0379579051811305e-07,5.958835451735922e-07,-8.013175326615496e-07,-9.74620557986361e-06,-8.345435805126974e-06,-4.9310207915237436e-05,-1.8913231144779274e-05,8.8319999999992e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,uniform_q20.35_s30.35,-3.4670590575158755e-06,-3.298084595426687e-06,1.6897446208918865e-07,-1.6745491737690799e-07,1.0576442860399382e-06,-1.3878450625393057e-06,-1.7041261577921407e-05,-1.4589914472086724e-05,-8.621992238194709e-05,-3.3068908664293795e-05,0.0001545599999999939,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.08,uniform_q21.00_s31.00,-3.4670590575158755e-06,-2.8201117293624733e-06,6.469473281534022e-07,-3.027640462782699e-07,3.2057090548764933e-06,-3.834540239888717e-06,-4.850855726767911e-05,-4.150470839379771e-05,-0.00024543934901274933,-9.412055186198975e-05,0.00044159999999999664,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_meanneg_m1.00,-4.666726583169023e-06,-5.278795645269341e-06,-6.120690621003178e-07,-1.5659256341615801e-06,1.5336494991746719e-06,-4.329093810095941e-06,-4.215164289439466e-05,-3.609311537647715e-05,-0.0002030374417443248,-9.202405851586881e-05,0.0003503999999999942,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_meanneg_m0.50,-4.666726583169023e-06,-5.025141256664867e-06,-3.5841467349584377e-07,-8.633755497200468e-07,6.853017869845601e-07,-2.2200013208850677e-06,-2.1158076891319988e-05,-1.8128813132361208e-05,-0.00010190071882693053,-4.620581941167101e-05,0.00017519999999999775,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_p90_nonpos_m1.00,-4.666726583169023e-06,-5.021668579963112e-06,-3.549419967940892e-07,-5.255119746028214e-07,-1.42358734689374e-07,-7.235035076602614e-07,-8.914208684429603e-06,-7.3245616715178485e-06,-4.519862040133771e-05,-1.720084038919767e-05,7.199999999999741e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_soft_p90_m1.00,-4.666726583169023e-06,-4.887630349004191e-06,-2.2090376583516758e-07,-3.3771622998113315e-07,-3.4789761071962744e-09,-5.952280390797426e-07,-6.8243226036268645e-06,-5.315273242688173e-06,-3.6583956671887297e-05,-1.1186301553223199e-05,5.427887829346015e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_p90_nonpos_m0.50,-4.666726583169023e-06,-4.855657442903727e-06,-1.8893085973470392e-07,-2.763771127511916e-07,-8.077532787087449e-08,-3.7611167291728975e-07,-4.4723707176286265e-06,-3.677547211184621e-06,-2.2663792340754663e-05,-8.642802682423678e-06,3.599999999999784e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_soft_max_m1.00,-4.666726583169023e-06,-4.784597101403776e-06,-1.1787051823475281e-07,-2.014333201350027e-07,6.31917482785127e-08,-4.2559857194035544e-07,-4.074741396353776e-06,-3.1429768769797306e-06,-2.1023668730496547e-05,-7.499521043591306e-06,3.210217580104993e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_soft_p90_m0.50,-4.666726583169023e-06,-4.7798055509140625e-06,-1.1307896774503945e-07,-1.714509605399428e-07,-4.385244056770432e-09,-3.0034923170774164e-07,-3.41472423265321e-06,-2.6601995521322833e-06,-1.8305865064793814e-05,-5.5972045632374234e-06,2.713943914672964e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_soft_max_m0.50,-4.666726583169023e-06,-4.726828845114106e-06,-6.010226194508306e-08,-1.0181858101088181e-07,3.040022988898272e-08,-2.1403896943716916e-07,-2.0384864934386293e-06,-1.5726042337396804e-06,-1.0517943489968262e-05,-3.7514619634637647e-06,1.6051087900525833e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_max_nonpos_m1.00,-4.666726583169023e-06,-4.704157178458956e-06,-3.743059528993342e-08,-3.736711129409542e-08,-3.04002514273094e-08,-5.892802323881341e-08,-4.994833749105698e-07,-3.367187555447515e-07,0.0,-3.496383624290722e-06,4.799999999997948e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,tail_max_nonpos_m0.50,-4.666726583169023e-06,-4.685711534113679e-06,-1.898495094465602e-08,-1.8901797016468436e-08,-1.554210782295229e-08,-2.9719148475493284e-08,-2.499364576413754e-07,-1.685541479406311e-07,0.0,-1.74955520347575e-06,2.399999999999191e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,uniform_q20.05_s30.05,-4.666726583169023e-06,-4.636216134557003e-06,3.0510448612020014e-08,-4.1456836852304946e-08,2.2083859285704222e-07,-3.030486677157995e-07,-3.657433801623755e-06,-3.1321451360152223e-06,-1.8504352228249088e-05,-7.097684382492697e-06,3.311999999999673e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,uniform_q20.20_s30.00,-4.666726583169023e-06,-4.634724955709935e-06,3.200162745908841e-08,-1.900082258199376e-08,2.7354835829829227e-07,-4.0653625221764855e-07,-1.0560518802327223e-05,-7.872484486684897e-06,-7.392363161579096e-05,0.0,9.215999999999652e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,uniform_q20.10_s30.10,-4.666726583169023e-06,-4.602586086810412e-06,6.414049635861119e-08,-7.98735981799581e-08,4.4485894190593456e-07,-6.029989365607946e-07,-7.311739576298937e-06,-6.261162245224661e-06,-3.699307556329079e-05,-1.418910147060748e-05,6.623999999999866e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,uniform_q20.00_s30.20,-4.666726583169023e-06,-4.557975516017443e-06,1.0875106715158012e-07,-1.2858565834328317e-07,6.289001628356772e-07,-7.870996167058664e-07,-4.050447810682867e-06,-4.637327464061607e-06,0.0,-2.835313467401679e-05,4.031999999999734e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,uniform_q20.20_s30.20,-4.666726583169023e-06,-4.525966874946441e-06,1.40759708222582e-07,-1.4758648081425463e-07,9.024455696060585e-07,-1.1936043995408596e-06,-1.4610966612843557e-05,-1.2509811950635536e-05,-7.392363161579096e-05,-2.835313467401679e-05,0.00013247999999999299,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,uniform_q20.35_s30.35,-4.666726583169023e-06,-4.387639051306458e-06,2.790875318625652e-07,-2.2635265550796646e-07,1.6126928411575037e-06,-2.056275345774239e-06,-2.553634426874507e-05,-2.185932360995339e-05,-0.00012920222441020757,-4.955218547078588e-05,0.00023183999999999878,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.07,0.12,uniform_q21.00_s31.00,-4.666726583169023e-06,-3.468048363708398e-06,1.198678219460625e-06,-2.514052617197393e-07,5.021498553081649e-06,-5.485195475829485e-06,-7.255422861429661e-05,-6.204845530344283e-05,-0.00036711643739933963,-0.00014076316290066726,0.0006623999999999927,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_meanneg_m1.00,-4.363048869970854e-06,-4.948420894823613e-06,-5.853720248527594e-07,-1.4445087321846017e-06,1.3557347863235591e-06,-3.957157674427947e-06,-3.816555499114305e-05,-3.268403009399582e-05,-0.0001838322316733143,-8.332665326475641e-05,0.0003170285714285716,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_meanneg_m0.50,-4.363048869970854e-06,-4.695291883849428e-06,-3.322430138785748e-07,-7.880773038593247e-07,6.102941425556452e-07,-2.0156474592747387e-06,-1.915010863556832e-05,-1.6409346186962992e-05,-9.22287957598189e-05,-4.182196468871524e-05,0.00015851428571428492,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_p90_nonpos_m1.00,-4.363048869970854e-06,-4.688736897184853e-06,-3.256880272139995e-07,-4.801586119818069e-07,-1.3377696883587475e-07,-6.595151653687736e-07,-8.070499058432379e-06,-6.632246999133888e-06,-4.09162216026826e-05,-1.5577271806330173e-05,6.514285714285693e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_soft_p90_m1.00,-4.363048869970854e-06,-4.56380852154048e-06,-2.0075965156962639e-07,-3.064464372259934e-07,-4.06329936364358e-09,-5.394815697501443e-07,-6.175267214719726e-06,-4.809937874566137e-06,-3.3104535524491885e-05,-1.0122334978060477e-05,4.910943510538302e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_p90_nonpos_m0.50,-4.363048869970854e-06,-4.534995333482783e-06,-1.7194646351192944e-07,-2.5122898628104906e-07,-7.390898237868981e-08,-3.4151313677011075e-07,-4.047745865015662e-06,-3.3286198353664432e-06,-2.0510889983227365e-05,-7.823331071979411e-06,3.257142857142825e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_soft_max_m1.00,-4.363048869970854e-06,-4.470083504237721e-06,-1.070346342668671e-07,-1.8262898149323803e-07,5.67621796232487e-08,-3.8549861758330195e-07,-3.687053724721334e-06,-2.8440292255048306e-06,-1.9023509542942518e-05,-6.785866529995799e-06,2.9044812365533988e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_soft_p90_m0.50,-4.363048869970854e-06,-4.465579213519533e-06,-1.0253034354867907e-07,-1.5534566610853062e-07,-4.197508007841577e-09,-2.719799226946762e-07,-3.089731565736331e-06,-2.407066895661542e-06,-1.656363508792391e-05,-5.064485872188773e-06,2.4554717552688256e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_soft_max_m0.50,-4.363048869970854e-06,-4.417521481503428e-06,-5.447261153257443e-08,-9.221649988067071e-08,2.7402352165140087e-08,-1.9376418181060728e-07,-1.8444402275774596e-06,-1.4229279779216114e-06,-9.516755573896196e-06,-3.3943260190488767e-06,1.4522406182763958e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_max_nonpos_m1.00,-4.363048869970854e-06,-4.39700571219781e-06,-3.3956842226956496e-08,-3.3883638672627114e-08,-2.762900497277343e-08,-5.3395331045535954e-08,-4.5198073131413885e-07,-3.0471750429264966e-07,0.0,-3.1638651194210166e-06,4.342857142856753e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,tail_max_nonpos_m0.50,-4.363048869970854e-06,-4.380247969670847e-06,-1.719909969999378e-08,-1.7120404649517695e-08,-1.4094409195308799e-08,-2.69064186486645e-08,-2.26149744736448e-07,-1.5251813118802738e-07,0.0,-1.5830482131828916e-06,2.1714285714283764e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,uniform_q20.20_s30.00,-4.363048869970854e-06,-4.335613897232804e-06,2.7434972738049623e-08,-1.8699412018818862e-08,2.4599947789916143e-07,-3.6938432290689605e-07,-9.556294350149264e-06,-7.1242633026427724e-06,-6.689406045112811e-05,0.0,8.338285714285529e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,uniform_q20.05_s30.05,-4.363048869970854e-06,-4.335579510295062e-06,2.7469359675791338e-08,-3.763954337099307e-08,1.9967362496764451e-07,-2.743276072969536e-07,-3.309241538712593e-06,-2.83398036511021e-06,-1.674270630658281e-05,-6.421984464349828e-06,2.9965714285712028e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,uniform_q20.10_s30.10,-4.363048869970854e-06,-4.305556449257786e-06,5.7492420713067816e-08,-7.279050695530032e-08,4.0195186001845684e-07,-5.461187992938932e-07,-6.6159225015349765e-06,-5.665400154342137e-06,-3.3472618970187273e-05,-1.2838838540779607e-05,5.9931428571426224e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,uniform_q20.00_s30.20,-4.363048869970854e-06,-4.265289720528642e-06,9.775914944221142e-08,-1.169269762124614e-07,5.683255703825552e-07,-7.127335147627534e-07,-3.6653080291715323e-06,-4.196294382244749e-06,0.0,-2.565715620379827e-05,3.647999999999759e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,uniform_q20.20_s30.20,-4.363048869970854e-06,-4.237848988064563e-06,1.251998819062905e-07,-1.3562638823128026e-07,8.143226489787381e-07,-1.0820920288701075e-06,-1.322160237923753e-05,-1.1320557684903405e-05,-6.689406045112811e-05,-2.565715620379827e-05,0.00011986285714285245,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,uniform_q20.35_s30.35,-4.363048869970854e-06,-4.11713355041865e-06,2.4591531955220347e-07,-2.1121394788714554e-07,1.4524164825280295e-06,-1.8670293157052598e-06,-2.311091587767211e-05,-1.9784087662566563e-05,-0.00011693025213574404,-4.4846159007988495e-05,0.00020975999999999504,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,uniform_q21.00_s31.00,-4.363048869970854e-06,-3.3359074644856435e-06,1.0271414054852102e-06,-2.79873863862079e-07,4.488490919496435e-06,-5.027211950392463e-06,-6.569823066746028e-05,-5.6193007195726175e-05,-0.00033242250583262467,-0.00012746510883974993,0.0005993142857142852,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_meanneg_m1.00,-5.420034530967399e-06,-6.178719930360899e-06,-7.586853993934994e-07,-1.969247911959293e-06,2.255292193997782e-06,-5.960589124498483e-06,-5.7046288316681126e-05,-4.882400097101184e-05,-0.0002748099030353557,-0.0001245141151820922,0.0004755428571428552,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_p90_nonpos_m1.00,-5.420034530967399e-06,-5.935127010192609e-06,-5.150924792252098e-07,-6.867795431242385e-07,-1.7460487311549144e-07,-1.1217831227261499e-06,-1.2068247658980624e-05,-9.910869570076554e-06,-6.121589017515916e-05,-2.3261843438177054e-05,9.771428571428474e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_meanneg_m0.50,-5.420034530967399e-06,-5.918810668692487e-06,-4.987761377250877e-07,-1.1327516676873373e-06,9.71147204320566e-07,-3.1308070328472937e-06,-2.8674667787442765e-05,-2.456352411463387e-05,-0.0001381087090737143,-6.261396543902342e-05,0.00023777142857142781,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_soft_p90_m1.00,-5.420034530967399e-06,-5.729498553042056e-06,-3.0946402207465695e-07,-4.533016794150413e-07,4.26450430524028e-10,-8.465964794757141e-07,-9.256611170321838e-06,-7.208615609100022e-06,-4.9622728630793755e-05,-1.5173549561930955e-05,7.366419196969988e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_p90_nonpos_m0.50,-5.420034530967399e-06,-5.698891518579607e-06,-2.7885698761220823e-07,-3.6848180495763216e-07,-1.0497559144173607e-07,-5.879393050189918e-07,-6.06224729338134e-06,-4.983558248929305e-06,-3.072675714452244e-05,-1.1708973909785314e-05,4.885714285714259e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_soft_max_m1.00,-5.420034530967399e-06,-5.5822567681662605e-06,-1.622222371988613e-07,-2.7123718771004945e-07,8.807314366698904e-08,-5.885027954954936e-07,-5.52784265989148e-06,-4.26330509791954e-06,-2.8520276424026658e-05,-1.0174622195893712e-05,4.356723858714093e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_soft_p90_m0.50,-5.420034530967399e-06,-5.579525849674916e-06,-1.5949131870751643e-07,-2.314267609770937e-07,-4.659340024915082e-09,-4.280971352965679e-07,-4.633026416817065e-06,-3.60902863622795e-06,-2.4836943541967083e-05,-7.594241376182587e-06,3.683209598484647e-05,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_soft_max_m0.50,-5.420034530967399e-06,-5.503227643366415e-06,-8.319311239901594e-08,-1.376482866577433e-07,4.183430946103073e-08,-2.9633158116215697e-07,-2.765976587548735e-06,-2.13370780656675e-06,-1.4271390936765327e-05,-5.090445176728076e-06,2.178361929356786e-05,True,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_max_nonpos_m1.00,-5.420034530967399e-06,-5.469447076245082e-06,-4.9412545277682796e-08,-5.0288452180247134e-08,-4.056019875520178e-08,-7.690448411423745e-08,-6.774918442364886e-07,-4.565970037300588e-07,0.0,-4.742442910043998e-06,6.514285714285129e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,tail_max_nonpos_m0.50,-5.420034530967399e-06,-5.4452328199783295e-06,-2.5198289010930353e-08,-2.5546745940907556e-08,-2.0910300602139387e-08,-3.890760802427451e-08,-3.3910515240265227e-07,-2.2865773214545294e-07,0.0,-2.373736067137755e-06,3.2571428571414804e-06,True,True
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,uniform_q20.05_s30.05,-5.420034530967399e-06,-5.3836281153074594e-06,3.640641565993974e-08,-5.5526102271663547e-08,3.0045514065601964e-07,-4.2776882069883726e-07,-4.962902097033206e-06,-4.250010336691106e-06,-2.510926188939444e-05,-9.631052790545769e-06,4.494857142856804e-05,False,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.12,uniform_q20.20_s30.00,-5.420034530967399e-06,-5.359669474458428e-06,6.036505650897084e-08,-1.7302929977702775e-08,3.796621659279964e-07,-5.17744409900267e-07,-1.432347408780732e-05,-1.0675427516632855e-05,-0.00010026431861534513,0.0,0.00012507428571428185,False,False
