solution_id,mask_index,mask_kind,mask_name,prior_name,lambda,target,n_cells,solution_rate,prior_rate,rate_delta_vs_prior,mean_abs_shift_vs_prior,confidence_abs_y_minus_half,solution_score
0d90297c,243,subject_contiguous,frac0.40_rep052,entropy_g075,3e-10,S3,101,0.6631497786652968,0.6551951106856219,0.007954667979674866,0.015606241923631838,0.23560853490016773,0.00041922256073627227
0d90297c,243,subject_contiguous,frac0.40_rep052,entropy_g075,3e-10,S4,101,0.5707241565587574,0.5712103100689723,-0.00048615351021467733,0.011425881420249676,0.17374059536650874,0.00041922256073627227
4e1f92a7,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,Q1,100,0.49043381115824347,0.49968187200273173,-0.00924806084448844,0.020984078885462214,0.20851051700742557,0.0004417868613757983
4e1f92a7,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,Q2,100,0.544484909208634,0.5440697389316589,0.00041517027697519747,0.006045085742107152,0.12124092244517476,0.0004417868613757983
4e1f92a7,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,Q3,100,0.6147942958251691,0.6129933308788653,0.0018009649463037163,0.011962671692129636,0.15787422867792664,0.0004417868613757983
4e1f92a7,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,S1,100,0.6369434217884198,0.6415301076205034,-0.004586685832083753,0.020910143398478086,0.26675975253896966,0.0004417868613757983
4e1f92a7,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,S2,100,0.6226218797242923,0.6225384446712648,8.343505302738891e-05,0.014086669441487364,0.20904664314386465,0.0004417868613757983
4e1f92a7,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,S3,100,0.6536482692731943,0.644847186402613,0.008801082870581269,0.016105267388658657,0.25286719864648893,0.0004417868613757983
4e1f92a7,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,S4,100,0.5486799127560579,0.5482140253010229,0.00046588745503508584,0.012989668875503275,0.173041261732272,0.0004417868613757983
3216ad61,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,Q1,100,0.4972331990605885,0.5095645597311329,-0.012331360670544527,0.023119431845781583,0.19205204843804163,0.0004492902892611913
3216ad61,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,Q2,100,0.5521758374059725,0.5518241311326425,0.00035170627332997803,0.008824975990720865,0.10978172205007959,0.0004492902892611913
3216ad61,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,Q3,100,0.6209380523788882,0.6211305208701962,-0.00019246849130788224,0.01094327459707122,0.15801597541999454,0.0004492902892611913
3216ad61,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,S1,100,0.681066047667518,0.6851307768188599,-0.004064729151341976,0.015869765233064003,0.2712273701652021,0.0004492902892611913
3216ad61,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,S2,100,0.6450776178769586,0.6453289272223398,-0.00025130934538115907,0.016507558834694472,0.22549836758024455,0.0004492902892611913
3216ad61,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,S3,100,0.6595220939193251,0.6488228322870313,0.010699261632293827,0.018616705705026392,0.2518071845106437,0.0004492902892611913
3216ad61,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,S4,100,0.5779785680715036,0.5771026026433698,0.0008759654281338579,0.01095267584961662,0.1830257737550156,0.0004492902892611913
8ed337f8,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,Q1,75,0.4726446896145824,0.4848900630235147,-0.012245373408932286,0.021630962646563025,0.17931797144315167,0.0004521782577252681
8ed337f8,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,Q2,75,0.5516871851116995,0.5539271618085292,-0.0022399766968297374,0.008419990319899743,0.11830178427852434,0.0004521782577252681
8ed337f8,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,Q3,75,0.6046271454815837,0.6032918526779995,0.0013352928035841338,0.014894805144375231,0.15568306398201137,0.0004521782577252681
8ed337f8,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,S1,75,0.6561007823080396,0.6613419996755971,-0.0052412173675575715,0.016420227365100532,0.23471185081872814,0.0004521782577252681
8ed337f8,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,S2,75,0.66182136445594,0.660089353996265,0.0017320104596750697,0.01585921422504768,0.2224605923265782,0.0004521782577252681
8ed337f8,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,S3,75,0.6719724404618668,0.6648016484096422,0.0071707920522245325,0.018179019487323495,0.24870670117743462,0.0004521782577252681
8ed337f8,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,S4,75,0.5729746932057141,0.5716106085011232,0.0013640847045909275,0.010104028431718577,0.17656920948124316,0.0004521782577252681
a2066891,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,Q1,50,0.47423159692077277,0.48284718977486407,-0.008615592854091247,0.01763366533075885,0.25080509971331466,0.00045745466899101546
a2066891,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,Q2,50,0.5582767518347823,0.5638984488306304,-0.005621696995848051,0.013774045262640186,0.1271086475622465,0.00045745466899101546
a2066891,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,Q3,50,0.6446347475974852,0.6393232080157314,0.005311539581753841,0.015864910828233755,0.1629126231762815,0.00045745466899101546
a2066891,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,S1,50,0.6613346431761977,0.667273749310246,-0.00593910613404837,0.018537675666321456,0.25945985023800155,0.00045745466899101546
a2066891,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,S2,50,0.648015046966037,0.649715116516419,-0.0017000695503821511,0.01523528836351498,0.20613519413205467,0.00045745466899101546
a2066891,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,S3,50,0.6793331118045326,0.6746085924625433,0.004724519341989475,0.012891945217275014,0.23739149521977143,0.00045745466899101546
a2066891,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,S4,50,0.569021950664435,0.5687008518155887,0.0003210988488463107,0.01280188295533281,0.20807695889404193,0.00045745466899101546
b823da73,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,Q1,126,0.49529590355626246,0.5036959650398728,-0.008400061483610433,0.022414227134850275,0.21047871178824815,0.0004631309358342825
b823da73,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,Q2,126,0.5385997025642246,0.5386911860833696,-9.148351914489353e-05,0.006419888272922721,0.12093877650895109,0.0004631309358342825
b823da73,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,Q3,126,0.5990710161018057,0.5973245071173044,0.0017465089845014087,0.013652678842038045,0.1484722992421387,0.0004631309358342825
b823da73,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,S1,126,0.6511552414309746,0.6544153738655687,-0.0032601324345942783,0.019149696828250653,0.2711909907755975,0.0004631309358342825
b823da73,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,S2,126,0.6305044870634402,0.6311341155945301,-0.0006296285310901686,0.016294246603619382,0.20060168183547317,0.0004631309358342825
b823da73,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,S3,126,0.6646848888037116,0.6559765962847233,0.008708292518988307,0.01688822224448724,0.23356443105995464,0.0004631309358342825
b823da73,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,S4,126,0.5603393873602298,0.5611882192280684,-0.0008488318678382189,0.013244904405230599,0.1778431328733894,0.0004631309358342825
9090ba05,243,subject_contiguous,frac0.40_rep052,entropy_g050,3e-10,Q1,101,0.4976897446250045,0.5087156093202777,-0.011025864695273101,0.023433091392450093,0.21926197584680962,0.0004757557860389579
9090ba05,243,subject_contiguous,frac0.40_rep052,entropy_g050,3e-10,Q2,101,0.5399571701617836,0.5394358316558129,0.0005213385059707784,0.007545286568871637,0.1210836214935973,0.0004757557860389579
9090ba05,243,subject_contiguous,frac0.40_rep052,entropy_g050,3e-10,Q3,101,0.6004227784798839,0.5989901692523514,0.0014326092275324983,0.013609918060114077,0.14716849628646186,0.0004757557860389579
9090ba05,243,subject_contiguous,frac0.40_rep052,entropy_g050,3e-10,S1,101,0.6564416859795568,0.6597762577609054,-0.0033345717813484015,0.017536727866032536,0.26358967656928445,0.0004757557860389579
9090ba05,243,subject_contiguous,frac0.40_rep052,entropy_g050,3e-10,S2,101,0.6371351079900726,0.6360253949426178,0.0011097130474546936,0.018497983758723816,0.2054315171181361,0.0004757557860389579
9090ba05,243,subject_contiguous,frac0.40_rep052,entropy_g050,3e-10,S3,101,0.6635666549795219,0.6515639648693177,0.012002690110204247,0.01901236021019592,0.23610487463718674,0.0004757557860389579
9090ba05,243,subject_contiguous,frac0.40_rep052,entropy_g050,3e-10,S4,101,0.5707057183422065,0.5722472000574924,-0.0015414817152858819,0.011374300969737489,0.17412924224975884,0.0004757557860389579
3b2bec2a,800,random_rows,frac0.20_rep115,entropy_g075,3e-10,Q1,50,0.466465244689833,0.4780357666031238,-0.011570521913290688,0.019898494359735786,0.21970810409244798,0.00048142166301435565
3b2bec2a,800,random_rows,frac0.20_rep115,entropy_g075,3e-10,Q2,50,0.5608384616855845,0.5655216163265954,-0.004683154641010739,0.012055452176191665,0.12917890343784902,0.00048142166301435565
3b2bec2a,800,random_rows,frac0.20_rep115,entropy_g075,3e-10,Q3,50,0.6248658293470866,0.6230155548939059,0.001850274453180585,0.017355122495096062,0.16461722898272196,0.00048142166301435565
3b2bec2a,800,random_rows,frac0.20_rep115,entropy_g075,3e-10,S1,50,0.6492265933875112,0.6547913578253063,-0.005564764437795025,0.01839619471789566,0.2683890917608571,0.00048142166301435565
3b2bec2a,800,random_rows,frac0.20_rep115,entropy_g075,3e-10,S2,50,0.6299053982350109,0.6273751264589522,0.0025302717760586953,0.017576577808253818,0.1920100649034534,0.00048142166301435565
3b2bec2a,800,random_rows,frac0.20_rep115,entropy_g075,3e-10,S3,50,0.6792734132550683,0.6689559451861414,0.010317468068927034,0.014081563495757407,0.2173476544537375,0.00048142166301435565
3b2bec2a,800,random_rows,frac0.20_rep115,entropy_g075,3e-10,S4,50,0.5467776961478988,0.5464320742077061,0.00034562194019260585,0.012968307402745531,0.1874128120812821,0.00048142166301435565
6e78b756,21,global_order,rowmod4_rem3,entropy_g075,3e-10,Q1,62,0.5128730059129586,0.520434964862234,-0.00756195894927541,0.0238793590575681,0.22902306828260258,0.00048222348255645453
6e78b756,21,global_order,rowmod4_rem3,entropy_g075,3e-10,Q2,62,0.5573368348094824,0.5560954266623276,0.0012414081471545523,0.007550682057216469,0.129295363958689,0.00048222348255645453
6e78b756,21,global_order,rowmod4_rem3,entropy_g075,3e-10,Q3,62,0.606397323848408,0.6043069651866056,0.0020903586618023708,0.016480797943385344,0.1591875944570117,0.00048222348255645453
6e78b756,21,global_order,rowmod4_rem3,entropy_g075,3e-10,S1,62,0.6705606141571594,0.6696486436483912,0.0009119705087678718,0.018865854910195212,0.26694406629351003,0.00048222348255645453
6e78b756,21,global_order,rowmod4_rem3,entropy_g075,3e-10,S2,62,0.6338773524330787,0.6365025578165983,-0.0026252053835196486,0.01657092978469836,0.21159009202724216,0.00048222348255645453
6e78b756,21,global_order,rowmod4_rem3,entropy_g075,3e-10,S3,62,0.6459621954414017,0.6403629480030765,0.00559924743832529,0.01594031781021711,0.2296910034884424,0.00048222348255645453
6e78b756,21,global_order,rowmod4_rem3,entropy_g075,3e-10,S4,62,0.55895268063463,0.5590796508073081,-0.0001269701726781283,0.01323085889289381,0.1741954760863965,0.00048222348255645453
6c71f82c,981,random_rows,frac0.30_rep056,entropy_g075,3e-10,Q1,75,0.4528101500717948,0.46585574028390275,-0.013045590212107886,0.020634219112030477,0.1920549018981571,0.0004913706376522165
6c71f82c,981,random_rows,frac0.30_rep056,entropy_g075,3e-10,Q2,75,0.5490931125410438,0.5473007054596674,0.0017924070813765058,0.007747747523875366,0.11733627458846833,0.0004913706376522165
6c71f82c,981,random_rows,frac0.30_rep056,entropy_g075,3e-10,Q3,75,0.6082190306126206,0.6048000026567538,0.0034190279558666712,0.01757749989957071,0.16322271016132373,0.0004913706376522165
6c71f82c,981,random_rows,frac0.30_rep056,entropy_g075,3e-10,S1,75,0.6354366780937639,0.6406253894565485,-0.005188711362784524,0.02156825310763476,0.26255481226234834,0.0004913706376522165
6c71f82c,981,random_rows,frac0.30_rep056,entropy_g075,3e-10,S2,75,0.6328355555701648,0.6309861041188881,0.0018494514512768213,0.016339315011784237,0.1997394390270354,0.0004913706376522165
6c71f82c,981,random_rows,frac0.30_rep056,entropy_g075,3e-10,S3,75,0.6830925580958581,0.6736042782029226,0.009488279892935844,0.016545391018160018,0.23697215808218156,0.0004913706376522165
6c71f82c,981,random_rows,frac0.30_rep056,entropy_g075,3e-10,S4,75,0.5765380585617575,0.5761773470453798,0.0003607115163776977,0.014240708131019018,0.17252405339856705,0.0004913706376522165
bce02ad3,128,subject_contiguous,frac0.25_rep099,entropy_g075,3e-10,Q1,64,0.49907913547973476,0.5134461855719746,-0.014367050092239899,0.02049893677126463,0.2030970334204726,0.0004930779151476976
bce02ad3,128,subject_contiguous,frac0.25_rep099,entropy_g075,3e-10,Q2,64,0.5406791795852803,0.5506448144367043,-0.009965634851423969,0.016404030582619522,0.12105081402260592,0.0004930779151476976
bce02ad3,128,subject_contiguous,frac0.25_rep099,entropy_g075,3e-10,Q3,64,0.61853667239731,0.6175249875936103,0.001011684803699826,0.011948875394116218,0.15975652438581756,0.0004930779151476976
bce02ad3,128,subject_contiguous,frac0.25_rep099,entropy_g075,3e-10,S1,64,0.6653546319683409,0.6732578375468723,-0.007903205578531514,0.013848957885458583,0.2434607187750993,0.0004930779151476976
bce02ad3,128,subject_contiguous,frac0.25_rep099,entropy_g075,3e-10,S2,64,0.6351430163564433,0.6309386674821397,0.0042043488743036175,0.020018702251944964,0.20606724591517453,0.0004930779151476976
bce02ad3,128,subject_contiguous,frac0.25_rep099,entropy_g075,3e-10,S3,64,0.6632743193525061,0.6568110669695029,0.006463252383003158,0.018578751345331768,0.23466583313049574,0.0004930779151476976
bce02ad3,128,subject_contiguous,frac0.25_rep099,entropy_g075,3e-10,S4,64,0.5798028546759386,0.5782423366551996,0.0015605180207389833,0.013753251097384796,0.15680575887288847,0.0004930779151476976
f66db3d9,1167,random_rows,frac0.40_rep002,entropy_g050,3e-10,Q1,100,0.4904812735715861,0.500932587074479,-0.010451313502892877,0.023674818913334526,0.2079155479591631,0.0004946621866481619
f66db3d9,1167,random_rows,frac0.40_rep002,entropy_g050,3e-10,Q2,100,0.5445717902571328,0.5437101480291482,0.0008616422279846675,0.00844964083972197,0.12157162515848675,0.0004946621866481619
f66db3d9,1167,random_rows,frac0.40_rep002,entropy_g050,3e-10,Q3,100,0.615268873893983,0.6141450498398896,0.0011238240540936031,0.012029613005026904,0.15826131052074122,0.0004946621866481619
f66db3d9,1167,random_rows,frac0.40_rep002,entropy_g050,3e-10,S1,100,0.6369577451529219,0.6410794682736056,-0.00412172312068369,0.021819652125811623,0.2668486214068178,0.0004946621866481619
f66db3d9,1167,random_rows,frac0.40_rep002,entropy_g050,3e-10,S2,100,0.6229380270841984,0.6219336524687887,0.0010043746154096236,0.01600124601441667,0.20965376317498446,0.0004946621866481619
f66db3d9,1167,random_rows,frac0.40_rep002,entropy_g050,3e-10,S3,100,0.6540740439375999,0.6407464265328224,0.013327617404777486,0.019937630563911197,0.2532040827281508,0.0004946621866481619
f66db3d9,1167,random_rows,frac0.40_rep002,entropy_g050,3e-10,S4,100,0.5486276412402408,0.5481574540127881,0.0004701872274526368,0.013508560309266568,0.17375508354636438,0.0004946621866481619
5ba6da1b,799,random_rows,frac0.20_rep114,entropy_g050,3e-10,Q1,50,0.4741605090031708,0.48217543221936887,-0.008014923216197954,0.018882016138012204,0.2502007986447799,0.0004989552928012997
5ba6da1b,799,random_rows,frac0.20_rep114,entropy_g050,3e-10,Q2,50,0.5583633021885361,0.5636741214004665,-0.005310819211930389,0.015142149863744483,0.1273624189695074,0.0004989552928012997
5ba6da1b,799,random_rows,frac0.20_rep114,entropy_g050,3e-10,Q3,50,0.6451555198492975,0.6414547963999121,0.0037007234493854724,0.015087229984978159,0.1633468199782774,0.0004989552928012997
5ba6da1b,799,random_rows,frac0.20_rep114,entropy_g050,3e-10,S1,50,0.6617475389589891,0.6671800089662997,-0.005432470007310914,0.019644451885736845,0.26014596401761203,0.0004989552928012997
5ba6da1b,799,random_rows,frac0.20_rep114,entropy_g050,3e-10,S2,50,0.6478060311691288,0.648758953612528,-0.0009529224433993444,0.01801902392644457,0.20622178343026396,0.0004989552928012997
5ba6da1b,799,random_rows,frac0.20_rep114,entropy_g050,3e-10,S3,50,0.6796439952354578,0.6710452063597541,0.008598788875703596,0.016644685022548164,0.23827057135328097,0.0004989552928012997
5ba6da1b,799,random_rows,frac0.20_rep114,entropy_g050,3e-10,S4,50,0.5692768588566082,0.568948424380723,0.0003284344758850888,0.013003335972480913,0.2089239342825314,0.0004989552928012997
c8f5a2d9,1362,random_rows,frac0.40_rep197,entropy_g075,3e-10,Q1,100,0.47668906054459126,0.4895037205388516,-0.01281465999426027,0.02489863713726727,0.19272623700498992,0.0005008051361175266
c8f5a2d9,1362,random_rows,frac0.40_rep197,entropy_g075,3e-10,Q2,100,0.5522077241537083,0.5487361602537493,0.003471563899959106,0.008804509510731797,0.11460944661138019,0.0005008051361175266
c8f5a2d9,1362,random_rows,frac0.40_rep197,entropy_g075,3e-10,Q3,100,0.5927716777300546,0.5922174866138,0.0005541911162545951,0.016092225112732044,0.1540432198965324,0.0005008051361175266
c8f5a2d9,1362,random_rows,frac0.40_rep197,entropy_g075,3e-10,S1,100,0.64515330778277,0.6523998456299949,-0.007246537847224682,0.019980764096908347,0.250300548919943,0.0005008051361175266
c8f5a2d9,1362,random_rows,frac0.40_rep197,entropy_g075,3e-10,S2,100,0.6477655075710235,0.6485217509440783,-0.0007562433730549567,0.016840378364050973,0.21202200290501902,0.0005008051361175266
c8f5a2d9,1362,random_rows,frac0.40_rep197,entropy_g075,3e-10,S3,100,0.6716471339794308,0.6638589123219734,0.007788221657457386,0.017396798261586136,0.23963339288242078,0.0005008051361175266
c8f5a2d9,1362,random_rows,frac0.40_rep197,entropy_g075,3e-10,S4,100,0.5572170931030768,0.5577402836454902,-0.0005231905424133338,0.012841201131683548,0.17308821852876333,0.0005008051361175266
cbc67fbf,1146,random_rows,frac0.30_rep221,entropy_g050,3e-10,Q1,75,0.4727739488741466,0.48475951833456815,-0.011985569460421485,0.024412832424448687,0.17902620230763347,0.0005059593153930516
cbc67fbf,1146,random_rows,frac0.30_rep221,entropy_g050,3e-10,Q2,75,0.5518743586584124,0.5539085872560982,-0.0020342285976854605,0.010413957130340944,0.11859352677777374,0.0005059593153930516
cbc67fbf,1146,random_rows,frac0.30_rep221,entropy_g050,3e-10,Q3,75,0.6051375386460891,0.6052862898493782,-0.00014875120328914284,0.014535146170785879,0.1561186905563028,0.0005059593153930516
cbc67fbf,1146,random_rows,frac0.30_rep221,entropy_g050,3e-10,S1,75,0.6564334908331844,0.6607297975214786,-0.004296306688294321,0.01755282895990448,0.23523193371496626,0.0005059593153930516
cbc67fbf,1146,random_rows,frac0.30_rep221,entropy_g050,3e-10,S2,75,0.6621860245059231,0.6597358224436117,0.0024502020623114107,0.01899340876915627,0.222968013374843,0.0005059593153930516
cbc67fbf,1146,random_rows,frac0.30_rep221,entropy_g050,3e-10,S3,75,0.6729036882385298,0.6618135333385069,0.011090154900022938,0.02140516379725727,0.24944295135051509,0.0005059593153930516
cbc67fbf,1146,random_rows,frac0.30_rep221,entropy_g050,3e-10,S4,75,0.572974597065701,0.5722722750367232,0.0007023220289777458,0.01074382404507368,0.17690682691410572,0.0005059593153930516
d4c3b9aa,200,subject_contiguous,frac0.40_rep009,entropy_g075,3e-10,Q1,101,0.4636255191936951,0.47490079533498913,-0.011275276141293929,0.025468549718654726,0.1986694142952971,0.0005086540597683987
d4c3b9aa,200,subject_contiguous,frac0.40_rep009,entropy_g075,3e-10,Q2,101,0.5443062693129913,0.5448836338809818,-0.0005773645679905697,0.008053971587227617,0.11620959736885904,0.0005086540597683987
d4c3b9aa,200,subject_contiguous,frac0.40_rep009,entropy_g075,3e-10,Q3,101,0.6143484593227424,0.6068122858594787,0.007536173463263699,0.017390527494910005,0.15814484282130062,0.0005086540597683987
d4c3b9aa,200,subject_contiguous,frac0.40_rep009,entropy_g075,3e-10,S1,101,0.644041795115124,0.6522047230754596,-0.008162927960335468,0.019217666386970967,0.266794750206176,0.0005086540597683987
d4c3b9aa,200,subject_contiguous,frac0.40_rep009,entropy_g075,3e-10,S2,101,0.632328355669674,0.6352561064553668,-0.0029277507856929254,0.016467636927747723,0.20489132226336143,0.0005086540597683987
d4c3b9aa,200,subject_contiguous,frac0.40_rep009,entropy_g075,3e-10,S3,101,0.6655787933019772,0.6550291163094843,0.010549676992492438,0.020334157646196168,0.2391374669144493,0.0005086540597683987
d4c3b9aa,200,subject_contiguous,frac0.40_rep009,entropy_g075,3e-10,S4,101,0.5699604109257128,0.5679433160998566,0.002017094825856273,0.011753417435824287,0.16732450160003734,0.0005086540597683987
970b0802,1167,random_rows,frac0.40_rep002,a2c8,3e-10,Q1,100,0.49077372438472316,0.50085511997217,-0.010081395587446912,0.02482790730166105,0.20117605289587576,0.000509306828517815
970b0802,1167,random_rows,frac0.40_rep002,a2c8,3e-10,Q2,100,0.5443534701735813,0.5435542847743545,0.0007991853992266273,0.011664088784248787,0.12613264484831224,0.000509306828517815
970b0802,1167,random_rows,frac0.40_rep002,a2c8,3e-10,Q3,100,0.6128651727976117,0.6131542207935965,-0.0002890479959849626,0.012994819586315733,0.15645383197478535,0.000509306828517815
970b0802,1167,random_rows,frac0.40_rep002,a2c8,3e-10,S1,100,0.63523380226343,0.6384241821226466,-0.003190379859216602,0.015855764856106652,0.263617471403986,0.000509306828517815
970b0802,1167,random_rows,frac0.40_rep002,a2c8,3e-10,S2,100,0.6246203376364403,0.6210103363046079,0.003610001331832343,0.016500304027770397,0.21069478693187618,0.000509306828517815
970b0802,1167,random_rows,frac0.40_rep002,a2c8,3e-10,S3,100,0.6519812110989431,0.6341504196021127,0.017830791496830402,0.023429554242965587,0.2529298149888151,0.000509306828517815
970b0802,1167,random_rows,frac0.40_rep002,a2c8,3e-10,S4,100,0.5489451823457514,0.5483665841467031,0.0005785981990481753,0.013565809800348338,0.1700213543785343,0.000509306828517815
ff47ddac,27,subject_order,per_subject_prefix_frac0.25,entropy_g075,3e-10,Q1,64,0.4287707943556286,0.4439882174807831,-0.015217423125154513,0.02830515950559787,0.19045610342046143,0.0005123887659038912
ff47ddac,27,subject_order,per_subject_prefix_frac0.25,entropy_g075,3e-10,Q2,64,0.5407409673831273,0.5385826355314477,0.0021583318516796256,0.010377995147370696,0.10128712897916695,0.0005123887659038912
ff47ddac,27,subject_order,per_subject_prefix_frac0.25,entropy_g075,3e-10,Q3,64,0.5998563441636953,0.604797994106339,-0.004941649942643868,0.01394577632389997,0.15635294935936378,0.0005123887659038912
ff47ddac,27,subject_order,per_subject_prefix_frac0.25,entropy_g075,3e-10,S1,64,0.6524202189262792,0.6543723107331538,-0.0019520918068745576,0.02164208712989983,0.26622337918710626,0.0005123887659038912
ff47ddac,27,subject_order,per_subject_prefix_frac0.25,entropy_g075,3e-10,S2,64,0.6346853125881595,0.631218298263744,0.0034670143244154537,0.013938102570644203,0.2170181005871963,0.0005123887659038912
ff47ddac,27,subject_order,per_subject_prefix_frac0.25,entropy_g075,3e-10,S3,64,0.666546214623591,0.6557209545299123,0.010825260093678648,0.0185255859517459,0.23336064130137665,0.0005123887659038912
ff47ddac,27,subject_order,per_subject_prefix_frac0.25,entropy_g075,3e-10,S4,64,0.561482105609505,0.5610158778903873,0.0004662277191175414,0.012822659331708439,0.16495169394142153,0.0005123887659038912
3c81d16b,1257,random_rows,frac0.40_rep092,entropy_g050,3e-10,Q1,100,0.4834520494654281,0.4944535269455699,-0.011001477480141877,0.024808001962236856,0.19280496167696126,0.0005147065282565983
3c81d16b,1257,random_rows,frac0.40_rep092,entropy_g050,3e-10,Q2,100,0.5575942923124895,0.5552393464898586,0.0023549458226308955,0.009571688702054177,0.11814335209800275,0.0005147065282565983
3c81d16b,1257,random_rows,frac0.40_rep092,entropy_g050,3e-10,Q3,100,0.6096740394962781,0.609976164669797,-0.00030212517351897337,0.014869538208943007,0.15963688218567867,0.0005147065282565983
3c81d16b,1257,random_rows,frac0.40_rep092,entropy_g050,3e-10,S1,100,0.675682321663218,0.6794531246615513,-0.0037708029983333923,0.019088206454532162,0.26599729995259297,0.0005147065282565983
3c81d16b,1257,random_rows,frac0.40_rep092,entropy_g050,3e-10,S2,100,0.6662590352029835,0.666185124535821,7.39106671626985e-05,0.018660301829618624,0.22071282746924006,0.0005147065282565983
3c81d16b,1257,random_rows,frac0.40_rep092,entropy_g050,3e-10,S3,100,0.6880607620808492,0.6767296500869975,0.011331111993851435,0.020593042145805093,0.24819399708466286,0.0005147065282565983
3c81d16b,1257,random_rows,frac0.40_rep092,entropy_g050,3e-10,S4,100,0.5764268427746111,0.5777873923673335,-0.001360549592722349,0.012507393853918764,0.17390829696595297,0.0005147065282565983
