basename,actual__min_prob,actual__max_prob,actual__mean_prob,actual__prob_span,actual__mean_abs_move_vs_stage2,actual__mean_abs_move_vs_raw05,actual__mean_abs_move_vs_a2c8,actual__rms_move_vs_a2c8,actual__max_abs_move_vs_a2c8,actual__move_abs_a2c8_Q1,actual__mean_prob_Q1,actual__move_abs_a2c8_Q2,actual__mean_prob_Q2,actual__move_abs_a2c8_Q3,actual__mean_prob_Q3,actual__move_abs_a2c8_S1,actual__mean_prob_S1,actual__move_abs_a2c8_S2,actual__mean_prob_S2,actual__move_abs_a2c8_S3,actual__mean_prob_S3,actual__move_abs_a2c8_S4,actual__mean_prob_S4,actual__proj_a2c8,actual__cos_a2c8,actual__proj_raw05,actual__cos_raw05,actual__proj_final9,actual__cos_final9,actual__proj_ordinal,actual__cos_ordinal,actual__proj_q2_bad,actual__cos_q2_bad,actual__proj_resid_bad,actual__cos_resid_bad,actual__proj_lejepa_bad,actual__cos_lejepa_bad,actual__bad_axis_abs_load,actual__bad_axis_positive_load,actual__good_axis_load,actual__good_span_residual_ratio,actual__bad_to_good_load_ratio,actual__raw05_a2c8_compat_energy,policy,recipe,group_key,base_variant,meta_source_count,meta_weight,meta_nonzero_rows,meta_nonzero_cells,meta_mean_abs_delta,meta_max_abs_delta,meta_l1_delta,meta_signed_delta_sum,meta_q_abs_share,meta_s_abs_share,meta_abs_Q1,meta_abs_Q2,meta_abs_Q3,meta_abs_S1,meta_abs_S2,meta_abs_S3,meta_abs_S4,mix_actual,mix_row,mix_subject,mix_dateblock,mix_actual_share,mix_row_share,mix_subject_share,mix_dateblock_share,previously_null_evaluated,old_strict_promote,old_info_sensor,actual_p90,actual_mean,actual_beats_current_rate,incremental_bad_axis_vs_current,pred_target_worst_placement_dominance,pred_null_strict_rate,pred_target_adversarial_health,pred_row_p90_dominance,pred_subject_p90_dominance,pred_dateblock_p90_dominance,pred_worst_placement_dominance,pred_adversarial_health,pred_ready_score,selection_reason,fresh_old_strict_promote,fresh_actual_mean,fresh_actual_p10,fresh_actual_p90,fresh_actual_beats_current_rate,fresh_null_count,fresh_null_strict_rate,fresh_p90_dominance,fresh_mean_dominance,fresh_worst_mode_p90_dominance,fresh_dateblock_p90_dominance,fresh_q_s_swap_p90_dominance,fresh_row_p90_dominance,fresh_sign_flip_p90_dominance,fresh_subject_p90_dominance,fresh_target_perm_p90_dominance,fresh_public_free_submission_ready,fresh_final_decision
submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_maxmean__c128__w8_00_c5f91ab9.csv,0.063156583280465,0.9739108279799866,0.594095262601353,0.9107542446995216,0.08476736766339175,0.06863478970713281,0.06577679230272095,0.10929858102647894,0.48516942021426024,0.08518482366945244,0.4936516879944411,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.08699510079156783,0.6603247701823711,0.03301601284580745,0.6346331809966811,0.12052870515843396,0.6476725603990661,0.04142229484797425,0.5654989620215859,1.1017477716410802,0.506837581346223,1.146923251312502,0.4767065554295653,0.17074038490294408,0.31529259188884184,0.17874236129447119,0.2638683335275013,-0.01264962033049761,-0.01198884419330741,-0.08221210028191119,-0.0926145759261707,0.021841151679511894,0.026810655320393385,0.2060740529391563,0.11121233232674749,2.248671022953582,0.8550303688550599,0.09164259722475535,0.10329808149572309,human_regime_only,policy_recipe,human_regime_only__recipe_family_consensus,selected_maxmean,18.0,8.0,98.0,128.0,0.0255999999999999,0.35,44.8,-5.6000000000000005,0.2265624999999999,0.7734375,10.149999999999997,0.0,0.0,13.999999999999991,0.0,20.65000000000001,0.0,0.0,1.0,15.0,2.0,0.0,0.05555555555555555,0.8333333333333334,0.1111111111111111,False,True,False,-0.0010149233825333405,-0.0018873743153020126,1.0,0.006513788116731506,0.7212497938135474,0.1765516301555692,0.5446981636579784,0.8008708493356859,0.9740123690533493,1.0912105772494458,0.7212497938135474,0.5446981636579784,0.5005602561190858,guided_global,True,-0.0018873743153020126,-0.0026964366354887354,-0.0010149233825333405,1.0,22,0.45454545454545453,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_l1sum__c128__w5_00_30a616b1.csv,0.0681101766719186,0.9774416229396972,0.5942096906160964,0.9093314462677786,0.06864515857955616,0.05158244788241836,0.04865722031933224,0.06574951426378718,0.3910297698431524,0.05500289118399399,0.4939965397249206,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.05183144244492799,0.6592229403450465,0.03301601284580745,0.6346331809966811,0.06370711879587528,0.6483931580730772,0.04375246815891029,0.5663363385576236,1.0774946940523664,0.6912950281773035,1.12414002913029,0.6516266594865624,0.17225314109654863,0.4436151045792823,0.1762266177346493,0.3628214491217066,-0.01264962033049761,-0.016720104228247285,-0.09570567789750739,-0.15036368729231173,0.016091168637572754,0.027547433606425368,0.2125597757329024,0.10420447750489739,2.2016347231826563,0.708453367046922,0.09654634049788342,0.0788854053006474,human_regime_only,policy_recipe,human_regime_only__recipe_family_consensus,selected_l1sum,18.0,5.0,106.0,128.0,0.0075952410296789,0.3475061989216285,13.291671801938206,-3.175888436658896,0.1252611519397563,0.8747388480602438,1.664930121115956,0.0,0.0,5.016188944985442,0.0,5.501755335097088,1.1087974007397197,0.0,1.0,15.0,2.0,0.0,0.05555555555555555,0.8333333333333334,0.1111111111111111,False,True,False,-0.0005989180164861831,-0.0008109594811076468,1.0,0.01299951091047763,0.6143302804961548,0.47255105106614964,0.1417792294300047,1.0978452420066016,0.7613493243408692,0.6591549471174404,0.6143302804961548,0.1417792294300047,0.023641466663467628,guided_variant,True,-0.0008109594811076468,-0.0011266576031591952,-0.0005989180164861831,1.0,22,0.45454545454545453,0.8636363636363636,0.8636363636363636,0.4,0.4,1.0,1.0,1.0,1.0,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_identity_action_p90_rank__all__selected_l1sum__c32__w8_00_b3f78db7.csv,0.0681101766719186,0.9715428750543724,0.5942216227861591,0.9034326983824539,0.06981104160968031,0.05297471652302267,0.049841673103295646,0.0736815809357483,0.44218650105558144,0.052634323734430506,0.4951471199280472,0.025741513597124482,0.5486605446144907,0.07225262593757403,0.609171128851793,0.06796886995002228,0.658393836044198,0.03301601284580745,0.6346331809966811,0.05585607081013656,0.6480465870463183,0.04142229484797425,0.5654989620215859,1.0521441243364644,0.6397497524806961,1.094907072332659,0.6015092237193893,0.17228447522933504,0.42050573020515997,0.17014565339168367,0.3319929837799083,-0.01264962033049761,-0.0158462162908824,-0.10777209995893754,-0.16047160920269415,0.006145829369283593,0.009971503735422025,0.21164037635456057,0.09121865606512543,2.1470511966691235,0.7558012780757478,0.0985725801901329,0.08115192053525203,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_l1sum,67.0,8.0,32.0,32.0,0.006021227457676,0.35,10.537148050933135,-5.236319806136923,0.1115940173316467,0.8884059826683532,0.0,0.0,1.17588268222196,8.803347527990848,0.0,0.5579178407203271,0.0,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,False,True,False,-0.0005151302120705087,-0.000718211685442015,1.0,0.012080111532135784,0.5641394506687123,0.6012049699000033,-0.0370655192312916,0.8318207294980464,0.8209265487172268,0.7731582666860071,0.5641394506687123,-0.0370655192312916,-0.18736676170629196,guided_recipe,True,-0.000718211685442015,-0.0010637820192813067,-0.0005151302120705087,1.0,22,0.45454545454545453,0.7727272727272727,0.7272727272727273,0.2,0.8,1.0,1.0,1.0,0.2,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_identity_action_p90_rank__all__blend35_maxmean__c128__w3_00_11473046.csv,0.0681101766719186,0.9741825775129612,0.5948081235104651,0.9060724008410426,0.08069679341060472,0.06534229513099389,0.06252551805443986,0.09944740153856857,0.4321085000000031,0.06921733153419792,0.4952446285041901,0.025741513597124482,0.5486605446144907,0.07941920765657007,0.6069608059758891,0.10652630850424369,0.6622565262873202,0.03301601284580745,0.6346331809966811,0.07154458528961442,0.6478117926703538,0.05221366695352094,0.5680893855243316,1.0193927700354197,0.5126313332689528,1.064636540808892,0.48372118133072334,0.16662446032320385,0.33635139722247087,0.1801676517399244,0.29074588126286177,-0.01264962033049761,-0.013105520855968241,-0.07859532600004661,-0.09678705790982406,0.03130626752331924,0.04200878843539532,0.2126350397238257,0.12139009339328144,2.0840293108443118,0.8524388721565834,0.10203073369234389,0.09894014076747105,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,blend35_maxmean,67.0,3.0,91.0,128.0,0.0213025869414333,0.35,37.2795271475083,3.905008033229381,0.2480039697954054,0.7519960302045946,5.455303223832473,0.0,3.7901675008451705,19.574920518464484,0.0,5.528129519426424,2.9310063849397467,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,False,True,False,-0.0013177808643963483,-0.00242964171070507,1.0,0.01307477490140091,0.42700136097816566,0.5674877439184418,-0.1404863829402763,0.7542113637526314,0.613982617230123,0.5955585417536347,0.42700136097816566,-0.1404863829402763,-0.28235831891988666,guided_variant,True,-0.00242964171070507,-0.0034469102856236437,-0.0013177808643963483,1.0,22,0.5,0.8181818181818182,0.7727272727272727,0.6,0.8,1.0,0.6,1.0,0.8,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_identity_action_p90_rank__all__selected_tbal__c64__w5_00_49444db7.csv,0.0681101766719186,0.9724329898749636,0.5950000884557298,0.904322813203045,0.07395205891550839,0.05737674067398736,0.05444048982210767,0.08523151696630057,0.5158211410597998,0.057989295492727216,0.49367913436129474,0.025741513597124482,0.5486605446144907,0.08734635255679654,0.6079244003675547,0.04254709404672792,0.6597277778710515,0.03301601284580745,0.6346331809966811,0.06819895976408517,0.6482622423866276,0.0662442004514849,0.5721133385924083,1.0429467159471228,0.5805387167419289,1.0869672517225588,0.5466579463381122,0.17173212598437765,0.38371740222517947,0.1601984531904495,0.2861544739856284,-0.01264962033049761,-0.014506403550698873,-0.09220317751111719,-0.12568166509811465,0.020800854615862396,0.030895520182160165,0.20575287905270195,0.10090008121108715,2.1299139676696814,0.8049868951210616,0.09660149756246385,0.08756707424872617,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_tbal,67.0,5.0,50.0,64.0,0.0115898878801617,0.35,20.282303790283045,4.09417184354655,0.3544811495938397,0.6455188504061603,1.531446121016371,0.0,5.658248242974656,1.8261905690198437,0.0,3.972074079207466,7.29434477806471,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,False,True,False,-0.0012422642305750051,-0.0021025150150277123,0.9705882352941176,0.006192614230277171,0.57950681217832,0.5139993959073155,0.0655074162710039,1.026460632893187,0.6486280854379626,0.7320374627097643,0.57950681217832,0.0655074162710039,-0.0629924327058245,guided_recipe,True,-0.0021025150150277123,-0.003003668531067575,-0.0012422642305750051,0.9705882352941176,22,0.5,0.9545454545454546,1.0,0.8,1.0,1.0,1.0,1.0,0.8,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_maxmean__c128__w5_00_14b24973.csv,0.063156583280465,0.9739108279799866,0.5940896677390526,0.9107542446995216,0.08460727472235924,0.0684746967661003,0.06561669936168842,0.10882446665790077,0.48516942021426024,0.08481024927945038,0.4935827965890211,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.0869002634873122,0.6603023349531181,0.03301601284580745,0.6346331809966811,0.119877466265464,0.647724722997636,0.04142229484797425,0.5654989620215859,1.1021263804521972,0.5086143007141299,1.1472923775424548,0.47836722378433094,0.17070461900436604,0.3162229046199299,0.17861547076227766,0.2645144465832324,-0.01264962033049761,-0.01202673817775485,-0.08331669265430997,-0.09415560131846584,0.02179499367054991,0.026838558245218636,0.20706904203649631,0.11110272905168873,2.2494187579946523,0.8539181080379824,0.09205446571853212,0.1030857582536185,human_regime_only,policy_recipe,human_regime_only__recipe_family_consensus,selected_maxmean,18.0,5.0,98.0,128.0,0.0254399070589674,0.35,44.51983735319308,-5.614749763235666,0.2258848414633351,0.7741151585366649,10.056356402499484,0.0,0.0,13.976290673936084,0.0,20.487190276757516,0.0,0.0,1.0,15.0,2.0,0.0,0.05555555555555555,0.8333333333333334,0.1111111111111111,False,True,False,-0.001043929098880208,-0.001902620871676081,1.0,0.0075087772140715325,0.6857166116671813,0.1818769452202707,0.5038396664469108,0.7622535996626804,0.9385285006142083,1.0941795723849097,0.6857166116671813,0.5038396664469108,0.4583704301418431,guided_global,True,-0.001902620871676081,-0.002704537112612088,-0.001043929098880208,1.0,22,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_tbal__c128__w8_00_53bc1fa6.csv,0.063156583280465,0.9715428750543724,0.594610620408291,0.9083862917739074,0.08370775729362184,0.06812776576075345,0.06508259718787135,0.10659836880380975,0.47181042044685273,0.0960617177405963,0.4944269024254261,0.025741513597124482,0.5486605446144907,0.08478984794735607,0.609502064190022,0.0815265601668716,0.6614412071339779,0.03301601284580745,0.6346331809966811,0.09302023316936933,0.648111481475854,0.04142229484797425,0.5654989620215859,1.072861217315402,0.5059969704007037,1.1139315753427417,0.4746713535409805,0.17586153227240034,0.33294009922648754,0.1554891195773235,0.2353301269288888,-0.01264962033049761,-0.012291221846288537,-0.09904697280436876,-0.1143938158435703,0.010011843336639382,0.01259980085443186,0.1994529962601675,0.08775640312530114,2.1867927926581436,0.8546884037124567,0.09120799960499025,0.10244535375753551,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_tbal,10.0,8.0,88.0,128.0,0.0239669856836591,0.35,41.94222494640354,1.045890609987589,0.4199858888464171,0.5800141111535829,12.71514262431166,0.0,4.8999999999999995,12.838427865314165,0.0,11.488654456777718,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.001018995663965929,-0.0017816095496752528,1.0,-0.00010726856225728998,0.913601662329923,0.3576165604916465,0.5559851018382767,0.7606555332839295,1.20863871477428,1.1885266740629672,0.913601662329923,0.5559851018382767,0.4665809617153649,guided_global,True,-0.0017816095496752528,-0.0022927556244788706,-0.001018995663965929,1.0,22,0.5,0.9090909090909091,1.0,0.6,1.0,1.0,1.0,1.0,0.6,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_identity_action_p90_rank__all__selected_row2__c32__w8_00_0162dc1f.csv,0.0681101766719186,0.973785479082648,0.5943642389952353,0.9056753024107294,0.07007542427489093,0.053261917791730604,0.05014272444671447,0.0746396757424337,0.4538598117835362,0.052634323734430506,0.4951471199280472,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.07180003929404542,0.6600258439064133,0.03301601284580745,0.6346331809966811,0.05883579159893298,0.6483588894985923,0.04142229484797425,0.5654989620215859,1.058992543049194,0.6373971103357778,1.101789505908434,0.5991643399093142,0.17403120016793275,0.42047016474106214,0.169761426668188,0.3278908963462658,-0.01264962033049761,-0.015685843418287885,-0.10075216103414053,-0.14850070946629534,0.013002017737379901,0.020882053683081995,0.21128451243611204,0.0978827310714739,2.160782048957628,0.7577522939370798,0.0977815011191227,0.08155866197399314,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_row2,67.0,8.0,32.0,32.0,0.0062579876767537,0.35,10.951478434319103,-2.829365116225851,0.0,1.0,0.0,0.0,0.0,9.648630396399671,0.0,1.3028480379194312,0.0,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,False,True,False,-0.000565053405795159,-0.0008967471504189534,1.0,0.011724247613687261,0.4825728313016307,0.5740983308769942,-0.09152549957536427,0.8769954523200238,0.6238851725088825,0.7907885394054858,0.4825728313016307,-0.09152549957536427,-0.23505008229461227,guided_recipe,True,-0.0008967471504189534,-0.00137738162512433,-0.000565053405795159,1.0,22,0.5,0.9545454545454546,0.8636363636363636,0.8,1.0,1.0,1.0,1.0,0.8,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_l1sum__c64__w5_00_69912a58.csv,0.0681101766719186,0.9774416229396972,0.5941710773764933,0.9093314462677786,0.0680365104323829,0.05105507854926628,0.048057067571937034,0.06481412360474179,0.3910297698431524,0.0549202399013963,0.49430343047990655,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.049380699280701296,0.6590575027827897,0.03301601284580745,0.6346331809966811,0.0627723125007981,0.648098691541695,0.04301959966904541,0.5662190592190557,1.071098207740981,0.694198294226581,1.1174482549801852,0.6543525651432299,0.17236401622145184,0.4484269817564257,0.17605399471832608,0.36616201362836714,-0.01264962033049761,-0.01689059453924771,-0.09545461703248564,-0.15149843946213057,0.016556727916272062,0.028633472965862376,0.21268796263841838,0.10458372527543511,2.188546462721166,0.7054767855604455,0.09718229252340704,0.07812013949462497,human_regime_only,policy_recipe,human_regime_only__recipe_family_consensus,selected_l1sum,18.0,5.0,55.0,64.0,0.00532191188908,0.3475061989216285,9.313345805890116,-3.551157301813618,0.0996848224616001,0.9003151775383998,0.9283992231836448,0.0,0.0,4.1848644669990875,0.0,3.368484065152593,0.83159805055479,0.0,1.0,15.0,2.0,0.0,0.05555555555555555,0.8333333333333334,0.1111111111111111,False,True,False,-0.0003667314244626013,-0.000599079088358956,1.0,0.0131276978159936,0.617480787829623,0.5158476236761691,0.10163316415345346,1.0523077916231829,0.7990661111040975,0.6930031884524521,0.617480787829623,0.10163316415345346,-0.027328741765588447,guided_variant,True,-0.000599079088358956,-0.0009415087934852386,-0.0003667314244626013,1.0,22,0.5,0.6818181818181818,0.7727272727272727,0.0,0.2,0.0,1.0,1.0,0.6,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_identity_action_p90_rank__all__blend35_maxmean__c64__w8_00_777d98a1.csv,0.0681101766719186,0.9779215454302864,0.594669106509233,0.9098113687583678,0.07471132011298426,0.0587104179592286,0.0557345548705475,0.08787665245981856,0.4321085000000031,0.057249167314407,0.49398150333429575,0.025741513597124482,0.5486605446144907,0.06959261151979376,0.6091022142555877,0.09512344000139063,0.6625028889209338,0.03301601284580745,0.6346331809966811,0.06799684396733494,0.6483044514210559,0.04142229484797425,0.5654989620215859,1.025320381960095,0.5621081708181965,1.074383384999865,0.5321691920786683,0.1681923631530388,0.3701327055479218,0.1699576504341545,0.2990020600837217,-0.01264962033049761,-0.014287327331163332,-0.08341822456622576,-0.11198973579910466,0.003562586233142226,0.005211598596357664,0.18460925634694286,0.08854141145021947,2.09970376695996,0.820573985113509,0.08792157215887,0.08919239086025946,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,blend35_maxmean,67.0,8.0,58.0,64.0,0.0127999999999999,0.35,22.39999999999999,3.5,0.109375,0.890625,1.4,0.0,1.0499999999999998,16.09999999999999,0.0,3.850000000000001,0.0,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,False,True,False,-0.001281701958199674,-0.0024158178258316225,0.9705882352941176,-0.01495100847548192,0.3011961814673816,0.6486639984091537,-0.34746781694177264,0.6675743623754137,0.5520989309799564,0.5968862436417662,0.3011961814673816,-0.34746781694177264,-0.5096338165440606,guided_variant,True,-0.0024158178258316225,-0.0030250554731872208,-0.001281701958199674,0.9705882352941176,22,0.5454545454545454,0.8636363636363636,0.5454545454545454,0.6,0.8,1.0,0.6,1.0,1.0,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_tbal__c128__w5_00_607aa700.csv,0.063156583280465,0.9715428750543724,0.5945726176134744,0.9083862917739074,0.07972003725743153,0.06412146197652845,0.061076293403646356,0.09627568931028468,0.47181042044685273,0.08679481043843765,0.4946492621837042,0.025741513597124482,0.5486605446144907,0.08478984794735607,0.609502064190022,0.06842930407214458,0.6607592590049829,0.03301601284580745,0.6346331809966811,0.08734027007668005,0.6483050502828539,0.04142229484797425,0.5654989620215859,1.0753595895394337,0.5457022426046563,1.1180577004507075,0.5126209856819253,0.17477491559342834,0.3560180432680891,0.1538772367123195,0.250581820082966,-0.01264962033049761,-0.013224909641915961,-0.099236341681386,-0.1233189283986853,0.0077833779996261164,0.010539388513909448,0.19660795836766948,0.08472199635578587,2.1934172899901414,0.8291244971669672,0.0896354556769805,0.09673852901498939,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_tbal,10.0,5.0,88.0,128.0,0.0199606818994341,0.35,34.93119332400981,0.7685249466121151,0.4379585792237076,0.5620414207762926,10.398415798771998,0.0,4.8999999999999995,9.56411384163242,0.0,10.068663683605395,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.000775457753178719,-0.0013657689255084356,1.0,-0.0029523064547553046,0.8409029772856264,0.416253881555949,0.42464909572967735,0.7802334996833357,1.11852130423279,1.1565567680866602,0.8409029772856264,0.42464909572967735,0.3205856253406901,guided_global,True,-0.0013657689255084356,-0.0017758562345873193,-0.000775457753178719,1.0,22,0.5454545454545454,0.9545454545454546,0.9545454545454546,0.8,1.0,1.0,1.0,1.0,0.8,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_tbal__c64__w5_00_43599c81.csv,0.063156583280465,0.9715428750543724,0.5944148621691114,0.9083862917739074,0.07513538434175175,0.058335936078917225,0.05530350117252567,0.08752311204411073,0.47181042044685273,0.0737039084239657,0.49473092489200476,0.025741513597124482,0.5486605446144907,0.08478984794735607,0.609502064190022,0.05069241249601505,0.6591655161588549,0.03301601284580745,0.6346331809966811,0.07775851804943668,0.6487128423101413,0.04142229484797425,0.5654989620215859,1.0884341732204625,0.5872584881118147,1.1358484608833004,0.5537040063203741,0.17255379745281185,0.373716727262328,0.1482154816184842,0.25662198377544737,-0.01264962033049761,-0.014061052220465225,-0.09768243641477746,-0.12906265278991697,0.002320939313785615,0.003341459367720134,0.1867607368683028,0.07642868012302771,2.224282634103763,0.8004552215796922,0.08396448091660366,0.08849812475812267,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_tbal,10.0,5.0,50.0,64.0,0.0125814245706481,0.35,22.017492998634214,-0.4865914294941567,0.490899774539952,0.509100225460048,5.90838234896451,0.0,4.8999999999999995,4.209110649669709,0.0,6.999999999999997,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.00046632061388660604,-0.0007501500809299032,1.0,-0.01279952795412198,0.8811746381422758,0.45271932025303097,0.42845531788924474,0.8858910393148735,1.1383972184544238,1.2589668259930753,0.8811746381422758,0.42845531788924474,0.31527548782598713,guided_global,True,-0.0007501500809299032,-0.0009727573788375592,-0.00046632061388660604,1.0,22,0.5454545454545454,0.9090909090909091,0.9090909090909091,0.0,1.0,0.0,1.0,1.0,0.8,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_tbal__c64__w3_00_a25c8594.csv,0.0671476261070757,0.9726398169144562,0.5944647022285402,0.9054921908073805,0.07321579382550192,0.05641634556266739,0.05338391065627583,0.0807746760866687,0.47181042044685273,0.06908746704947753,0.49492658687869906,0.025741513597124482,0.5486605446144907,0.08478984794735607,0.609502064190022,0.04516615457695382,0.6595294867330047,0.03301601284580745,0.6346331809966811,0.07446408372923724,0.6485020901652992,0.04142229484797425,0.5654989620215859,1.080426401716821,0.615199537517932,1.1272126727490595,0.5799049459121411,0.17045100070957234,0.3895930931599467,0.14951490876797427,0.2731985981895033,-0.01264962033049761,-0.014839234545694007,-0.0957933694723729,-0.13357132429536342,0.003238019520106509,0.00491977838501175,0.18643846370696415,0.07799547390409364,2.2076390744658805,0.7781628941844225,0.08445151464245569,0.08567892018981262,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_tbal,10.0,3.0,50.0,64.0,0.0106618340543982,0.35,18.658209595197015,0.2064693068079327,0.5174275675318637,0.4825724324681364,4.754272005342471,0.0,4.8999999999999995,2.8275461699043984,0.0,6.176391419950148,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.00038861943384179006,-0.0006496777498809577,1.0,-0.01312180111546063,0.8911851327961342,0.5597523943883278,0.33143273840780607,0.9142499739964639,1.1666617757482773,1.2360915153091456,0.8911851327961342,0.33143273840780607,0.19149463981072437,guided_global,True,-0.0006496777498809577,-0.0008358497668927937,-0.00038861943384179006,1.0,22,0.5454545454545454,0.7727272727272727,0.7272727272727273,0.0,1.0,0.0,1.0,1.0,0.2,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_action_p90_rank__top24__selected_maxmean__c64__w8_00_17ed7ded.csv,0.0681101766719186,0.9797766514642752,0.594595768913451,0.9116664747923566,0.07517275481283008,0.05923740703081201,0.056158886467713866,0.08907992477278918,0.47181042044685273,0.053591799428685236,0.49480094908124467,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.10836708989846415,0.6620969284283608,0.03301601284580745,0.6346331809966811,0.06342439944725528,0.6482546852509583,0.04142229484797425,0.5654989620215859,1.0413685801552384,0.5629371628500301,1.0862444452352915,0.530533920542886,0.17812667439500798,0.3865229550701268,0.17272582120279506,0.2996303974495699,-0.01264962033049761,-0.01408789600333224,-0.08287699795550608,-0.10971005462611551,0.02460535787990535,0.03549199416726108,0.2064948867673066,0.11096826848130288,2.12761302539053,0.8182792530411039,0.0970547201046342,0.09017323312643251,human_action_p90_rank,policy_top,human_action_p90_rank__top24,selected_maxmean,24.0,8.0,63.0,64.0,0.0127999999999999,0.35,22.40000000000001,2.1,0.0156249999999999,0.984375,0.35,0.0,0.0,19.600000000000005,0.0,2.45,0.0,5.0,8.0,10.0,1.0,0.20833333333333334,0.3333333333333333,0.4166666666666667,0.041666666666666664,False,True,False,-0.0011305859186055203,-0.0022560895564737275,0.9411764705882353,0.006934621944881814,0.701058547250102,0.551167050035433,0.1498914972146687,0.7976784583613512,0.9230775920220381,0.9597683612786483,0.701058547250102,0.1498914972146687,0.012099734705810702,guided_recipe,True,-0.0022560895564737275,-0.0030832374681326368,-0.0011305859186055203,0.9411764705882353,24,0.5833333333333334,0.9583333333333334,0.6666666666666666,0.8,1.0,1.0,0.8,1.0,1.0,1.0,False,blocked_by_e322_nulls
