candidate,n_changed_cells_vs_e176,n_changed_rows_vs_e176,n_overlap_e176_cells,n_off_e176_cells,off_e176_abs_share,rollback_abs_share_in_overlap,amplify_abs_share_in_overlap,e176_body_rollback_fraction,expected_focus_delta_on_e176_cells,expected_visible_delta_on_e176_cells,metric_focus_delta_on_e176_cells,metric_visible_delta_on_e176_cells,changed_e176_cell_count,rollback_e176_cell_count,top33_changed_count,top33_rollback_count,total_follow_abs,in_e176_follow_abs,off_e176_follow_abs,rollback_abs,amplify_abs,e176_total_abs,role
e172_safety,75,65,75,0,0.0,1.0,0.0,0.089780161993901,0.0031118958558559173,-0.0035515450228630896,1.7782262033462385e-06,-2.0294542987789084e-06,75,75,3,3,0.02302755945915988,0.02302755945915988,0.0,0.02302755945915988,0.0,0.2564882814616017,safety_rollback_costs_e176_body
e154_counterworld,1027,238,904,123,0.29250095919385166,0.6268578548662456,0.3731421451337542,0.8775761177039181,0.14353231469162037,0.10393774719704241,8.201846553806877e-05,5.9392998398309945e-05,904,817,33,31,0.8792521499648538,0.6220700527268779,0.257182097237976,0.38994949882890295,0.23212055389797479,0.2564882814616017,counterworld_body_exit
e174_q2_reopen,21,21,21,0,0.0,0.0,1.0,0.0,-0.0001441101881073381,0.0003336475539786887,-8.234867891847892e-08,1.9065574513067928e-07,21,0,0,0,0.002231522605001035,0.002231522605001035,0.0,0.0,0.002231522605001035,0.2564882814616017,same_family_amplitude_probe
e144_tail_control,982,228,904,78,0.29356701396453844,0.6312617707194068,0.3687382292805931,0.9147239622680663,0.14219094697650897,0.103105750335376,8.125196970086226e-05,5.891757162021486e-05,904,837,33,31,0.8397896517676133,0.5932551113398755,0.2465345404277378,0.3744992720727487,0.2187558392671268,0.2564882814616017,counterworld_body_exit
e95,904,193,904,0,0.0,1.0,0.0,1.0,0.1365734211185537,0.08894190773621302,7.804195492488783e-05,5.082394727783601e-05,904,904,33,33,0.2564882814616017,0.2564882814616017,0.0,0.2564882814616017,0.0,0.2564882814616017,safety_rollback_costs_e176_body
