file,oof_mean_loss,good_axis_coef,bad_axis_coef,two_axis_public_delta_vs_stage2,one_axis_bad_projection,one_axis_public_delta_vs_stage2,two_axis_residual_ratio
submission_anchor578_presleep_core_prectx_s2charge_s3light_q3hr_ble.csv,0.5702902349857544,-0.6507291778232167,0.7165891376312443,0.000570714876424832,0.9951355081984616,0.0003566461172154929,0.42518216366252953
submission_anchor578_presleep_core_all_s2quiet_q3hr_ble.csv,0.5709839941285189,-0.6592982138605725,0.5573856978792999,0.0005177915420073475,0.8396000673142634,0.0003009038483247255,0.5296006909880824
submission_anchor578_presleep_core_all_s2charge_q3hr_ble.csv,0.5713200510316155,-0.699590528323249,0.5792718984253005,0.0005450714162807218,0.8787335011760885,0.00031492886011974807,0.46620674641959364
submission_anchor578_presleep_core_prectx_s2wlight_s3light.csv,0.5724200539982861,-0.7598040157622494,0.6314746531964479,0.0005928259429134866,0.9567108008069481,0.0003428751055458021,0.34068310976217897
submission_anchor578_presleep_core_q1_s1_s4_q3hr_ble.csv,0.5724438294819476,-0.6947474113709959,0.5693673790831576,0.0005391855318355622,0.8667558726277539,0.00031063620381312473,0.4072202623741966
submission_anchor578_presleep_core_soft_q3hr_ble.csv,0.5725097312206568,-0.7084473190248888,0.5450607154242209,0.0005370828005245202,0.8483134911988891,0.0003040266479540246,0.4069841703034411
submission_anchor578_presleep_core_prectx_s2charge_s3light.csv,0.5725782615116594,-0.7881158622984034,0.5530775112480539,0.0005783862168369272,0.8904326207331117,0.00031912170172822984,0.41804068523507965
submission_anchor578_presleep_core_q1_s1_s4_s2quiet_s3act.csv,0.5732720206544238,-0.7966848983357587,0.3938740714961093,0.0005254628824194424,0.7348971798489133,0.0002633794328374624,0.5015304709054237
submission_anchor578_presleep_core_q1_s1_s4_q3hr.csv,0.5732849390036161,-0.7592168868071537,0.5721444034775577,0.0005712793868191732,0.8971292289634777,0.0003215216958036066,0.35658687981873943
submission_anchor578_presleep_core_q1_s1_s4_s2charge_s3act.csv,0.5736080775575205,-0.8369772127984353,0.4157602720421102,0.0005527427566928169,0.7740306137107386,0.000277404444632485,0.4329274290160887
submission_anchor578_presleep_core_q1_s1_s4.csv,0.5747318560078526,-0.8321340958461821,0.40585575269996704,0.0005468568722476572,0.762052985162404,0.00027311178832586166,0.3663116374824878
submission_anchor578_presleep_core_q1_s1_s4_soft.csv,0.5747977577465618,-0.8458340035000752,0.3815490890410303,0.0005447541409366153,0.7436106037335392,0.0002665022324667615,0.35868011165646524
