file,oof_mean_loss,good_axis_coef,bad_axis_coef,two_axis_public_delta_vs_stage2,one_axis_bad_projection,one_axis_public_delta_vs_stage2,two_axis_residual_ratio
submission_publicgated_q3off650_presleep_core_prectx_s2wlight_s3light_q3hr_ble_ambnext.csv,0.5623851178987495,-0.004851963087705147,0.9903162820451143,0.000357259433047562,0.9923931778633216,0.00035566329481784726,0.10511299526547858
submission_publicgated_q3off650_presleep_core_prectx_s2charge_s3light_q3hr_ble_ambnext.csv,0.5624047829610622,-0.03316185322603499,0.9114808141545984,0.00034266167183425974,0.9256758344060255,0.0003317524994548586,0.4179354561406674
submission_publicgated_q3off650_presleep_core_prectx_s2wlight_s3light_q3hr_ble.csv,0.5636969395169388,-0.07030633542755801,0.7913123149807185,0.00031751219110495423,0.8214071305024956,0.00029438369079722444,0.3975723445282643
submission_publicgated_q3off650_presleep_core_prectx_s2charge_s3light_q3hr_ble.csv,0.5637166045792515,-0.09861622556588787,0.7124768470902023,0.00030291442989165184,0.7546897870451995,0.00027047289543423583,0.563798778128479
submission_publicgated_q3off650_presleep_core_all_s2quiet_q3hr_ble.csv,0.5647864669803143,-0.11360242051847631,0.5524867163546927,0.00025280464419368193,0.6011145372692621,0.00021543313845466243,0.7143085540452223
submission_publicgated_q3off650_presleep_core_all_s2charge_q3hr_ble.csv,0.5647903390727723,-0.14774991826521633,0.5730059708169648,0.0002766305004761169,0.6362507197646747,0.00022802557733110211,0.6477266473550732
submission_publicgated_q3off650_presleep_core_q1_s1_s4_q3hr_ble.csv,0.565696515084089,-0.14105160422674173,0.5616439089707371,0.00026932734351130976,0.622021426621738,0.00022292594807625158,0.5704336109849516
submission_publicgated_q3off650_presleep_core_soft_q3hr_ble.csv,0.5658002974005284,-0.15725886963240626,0.5366629887041149,0.0002681924576727297,0.6039780697984348,0.00021645939844602637,0.5704715017607277
submission_publicgated_q3off650_presleep_core_prectx_s2wlight_s3light.csv,0.5659849660428438,-0.20769301990274447,0.6278006885975279,0.00032518353151704933,0.716704243037146,0.0002568592753099615,0.5790365476234673
submission_publicgated_q3off650_presleep_core_prectx_s2charge_s3light.csv,0.5660046311051565,-0.23600291004107418,0.5489652207070118,0.0003105857703037469,0.6499868995798495,0.0002329484799469727,0.6723937679561397
submission_publicgated_q3off650_presleep_core_q1_s1_s4_q3hr.csv,0.5665376246057575,-0.20552107966289912,0.5644209333651375,0.00030142119849492065,0.652394782957462,0.00023381144006673357,0.5898441883532907
submission_publicgated_q3off650_presleep_core_q1_s1_s4_s2quiet_s3act.csv,0.5670744935062193,-0.2509891049936626,0.3889750899715023,0.000260475984605777,0.4964116498039123,0.0001779087229673994,0.775725956195638
submission_publicgated_q3off650_presleep_core_q1_s1_s4_s2charge_s3act.csv,0.5670783655986773,-0.28513660274040276,0.4094943444337746,0.0002843018408882121,0.5315478322993249,0.0001905011618438391,0.716812104059409
submission_publicgated_q3off650_presleep_core_q1_s1_s4.csv,0.567984541609994,-0.278438288701928,0.39813228258754685,0.0002769986839234048,0.5173185391563881,0.00018540153258898856,0.6665657610390067
submission_publicgated_q3off650_presleep_core_q1_s1_s4_soft.csv,0.5680883239264334,-0.29464555410759263,0.3731513623209242,0.0002758637980848247,0.4992751823330849,0.0001789349829587633,0.6588588879018263
submission_anchor578_presleep_core_prectx_s2wlight_s3light_q3hr_ble_ambnext.csv,0.5688202058541918,-0.5569629589472103,0.9939902466440349,0.0006249018444439995,1.232399735633124,0.00044167912505368794,0.20665172879225432
submission_anchor578_presleep_core_prectx_s2charge_s3light_q3hr_ble_ambnext.csv,0.5689784133675649,-0.5852748054833635,0.9155931046956408,0.0006104621183674397,1.1661215555592879,0.00041792572123611584,0.3521129527923642
submission_anchor578_presleep_core_prectx_s2wlight_s3light_q3hr_ble.csv,0.5701320274723811,-0.6224173312870631,0.7949862795796384,0.0005851546025013915,1.061413688272298,0.0003803995210330651,0.32822439902932765
