pred_index,filter,tag,strategy,fallback,selector,target_scope,graft_alpha,n_scenarios,local_delta,mean_pred_delta,median_pred_delta,p90_pred_delta,p95_pred_delta,mean_vs_e95,median_vs_e95,p90_vs_e95,p95_vs_e95,beat_e95_rate
4,broad_plausible,e101_control_28925de5,control,,,,,3452,-2.6932385085221e-05,-1.9384001653974126e-06,-4.113040668232785e-06,9.904993197414655e-06,1.593359880983134e-05,1.3372299834651114e-05,1.1197659331815742e-05,2.521569319746318e-05,3.124429880987986e-05,0.002607184241019699
4,broad_q2s3,e101_control_28925de5,control,,,,,368,-2.6932385085221e-05,5.843104420419096e-06,5.970845137343394e-06,1.630298468762468e-05,1.894923506277917e-05,2.1153804420467624e-05,2.128154513739192e-05,3.161368468767321e-05,3.4259935062827696e-05,0.002717391304347826
4,broad_not_q2s3,e101_control_28925de5,control,,,,,3084,-2.6932385085221e-05,-2.866932489515595e-06,-4.793227626936986e-06,7.742208585790035e-06,1.437861855158031e-05,1.2443767510532931e-05,1.051747237311154e-05,2.3052908585838564e-05,2.9689318551628838e-05,0.0025940337224383916
4,tight_plausible,e101_control_28925de5,control,,,,,2790,-2.6932385085221e-05,-3.0098603560129998e-06,-4.677077674438888e-06,7.2254249726626185e-06,1.1880826138467272e-05,1.2300839644035527e-05,1.0633622325609639e-05,2.2536124972711147e-05,2.71915261385158e-05,0.0025089605734767025
4,near_unit_tail,e101_control_28925de5,control,,,,,2354,-2.6932385085221e-05,-3.625782807051655e-06,-4.9583482476225885e-06,5.4349030914514005e-06,9.628211743180838e-06,1.1684917192996872e-05,1.0352351752425939e-05,2.074560309149993e-05,2.4938911743229367e-05,0.002973661852166525
53,broad_plausible,e101_e95_q2s3_tail_graft_28f34e5c,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.75,3452,-2.6223244055101347e-05,-1.55701622377707e-05,-1.536669950010896e-05,-1.5326375939135774e-05,-1.5321012878629344e-05,-2.5946223772217604e-07,-5.5999500060433536e-08,-1.567593908724636e-08,-1.031287858081716e-08,1.0
53,broad_q2s3,e101_e95_q2s3_tail_graft_28f34e5c,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.75,368,-2.6223244055101347e-05,-1.6033374256914265e-05,-1.5409272565955552e-05,-1.537450015299585e-05,-1.5366552412235182e-05,-7.226742568657373e-07,-9.857256590702459e-08,-6.38001529473247e-08,-5.585241218665439e-08,1.0
53,broad_not_q2s3,e101_e95_q2s3_tail_graft_28f34e5c,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.75,3084,-2.6223244055101347e-05,-1.5514889208249033e-05,-1.5360776587054085e-05,-1.5325174142220676e-05,-1.5320157212610865e-05,-2.0418920820050595e-07,-5.007658700555785e-08,-1.4474142172150673e-08,-9.457212562338612e-09,1.0
53,tight_plausible,e101_e95_q2s3_tail_graft_28f34e5c,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.75,2790,-2.6223244055101347e-05,-1.5551866498430507e-05,-1.5357100172409256e-05,-1.5326037419471745e-05,-1.5321778399797284e-05,-2.4116649838198e-07,-4.640017236072876e-08,-1.533741942321966e-08,-1.1078399748756715e-08,1.0
53,near_unit_tail,e101_e95_q2s3_tail_graft_28f34e5c,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.75,2354,-2.6223244055101347e-05,-1.5538305217775247e-05,-1.5352144834652367e-05,-1.5326657341436964e-05,-1.5323220704997273e-05,-2.2760521772671885e-07,-4.144483460383956e-08,-1.5957341388438776e-08,-1.2520704948746727e-08,1.0
54,broad_plausible,e101_e95_q2s3_tail_graft_2afc359a,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,1.0,3452,-2.6222346882875947e-05,-1.56342230226749e-05,-1.5363530273851903e-05,-1.532548877768423e-05,-1.532042923331914e-05,-3.235230226263718e-07,-5.283027380337577e-08,-1.4788777635704682e-08,-9.729233270613377e-09,1.0
54,broad_q2s3,e101_e95_q2s3_tail_graft_2afc359a,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,1.0,368,-2.6222346882875947e-05,-1.6238153533452027e-05,-1.5403693966793767e-05,-1.5370889457905593e-05,-1.5363391510244426e-05,-9.27453533403501e-07,-9.299396674524005e-08,-6.018945785706746e-08,-5.269151019589934e-08,1.0
54,broad_not_q2s3,e101_e95_q2s3_tail_graft_2afc359a,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,1.0,3084,-2.6222346882875947e-05,-1.5562158681570496e-05,-1.535794256113903e-05,-1.532435499506096e-05,-1.5319621992718923e-05,-2.514586815219672e-07,-4.724256109050448e-08,-1.36549950124333e-08,-8.92199267039526e-09,1.0
54,tight_plausible,e101_e95_q2s3_tail_graft_2afc359a,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,1.0,2790,-2.6222346882875947e-05,-1.561391573328627e-05,-1.535447420888424e-05,-1.5325169416144945e-05,-1.532115143071126e-05,-3.0321573323774226e-07,-4.377420883571229e-08,-1.446941609641637e-08,-1.0451430662732703e-08,1.0
54,near_unit_tail,e101_e95_q2s3_tail_graft_2afc359a,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,1.0,2354,-2.6222346882875947e-05,-1.559788591766523e-05,-1.5349799312676213e-05,-1.5325754254351078e-05,-1.532251211033416e-05,-2.871859176167026e-07,-3.9099312627685525e-08,-1.505425430255203e-08,-1.1812110285633629e-08,1.0
52,broad_plausible,e101_e95_q2s3_tail_graft_0fb124d5,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.5,3452,-2.622105257243934e-05,-1.5494895645906623e-05,-1.535895817219256e-05,-1.5324208909345495e-05,-1.5319587234208055e-05,-1.8419564585809565e-07,-4.825817214403321e-08,-1.3508909296967694e-08,-8.887234159529104e-09,1.0
52,broad_q2s3,e101_e95_q2s3_tail_graft_0fb124d5,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.5,368,-2.622105257243934e-05,-1.5810550997183243e-05,-1.5395645970085566e-05,-1.5365680468810293e-05,-1.5358831417633563e-05,-4.998509971347125e-07,-8.494597003703855e-08,-5.4980468761767074e-08,-4.8131417585036544e-08,1.0
52,broad_not_q2s3,e101_e95_q2s3_tail_graft_0fb124d5,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.5,3084,-2.622105257243934e-05,-1.545722989711616e-05,-1.5353854038093365e-05,-1.5323173247913732e-05,-1.5318849854803357e-05,-1.4652989706763034e-07,-4.31540380448379e-08,-1.247324786520469e-08,-8.149854754829283e-09,1.0
52,tight_plausible,e101_e95_q2s3_tail_graft_0fb124d5,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.5,2790,-2.622105257243934e-05,-1.5480653603445385e-05,-1.5350685848187895e-05,-1.5323917186380043e-05,-1.5320246930317135e-05,-1.6995360339685903e-07,-3.998584813936736e-08,-1.3217186331514908e-08,-9.546930268609368e-09,1.0
52,near_unit_tail,e101_e95_q2s3_tail_graft_0fb124d5,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.5,2354,-2.622105257243934e-05,-1.54705861168909e-05,-1.5346415532519992e-05,-1.5324451410808514e-05,-1.5321489852353113e-05,-1.5988611684237268e-07,-3.5715532471464835e-08,-1.3751410759986379e-08,-1.0789852304584753e-08,1.0
51,broad_plausible,e101_e95_q2s3_tail_graft_79e0f957,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.25,3452,-2.6215769341586537e-05,-1.5408412023542206e-05,-1.534029536312787e-05,-1.5318984629525525e-05,-1.5316150287741508e-05,-9.771202349367898e-08,-2.9595363079341485e-08,-8.284629476997398e-09,-5.450287692980326e-09,1.0
51,broad_q2s3,e101_e95_q2s3_tail_graft_79e0f957,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.25,368,-2.6215769341586537e-05,-1.5569665680409547e-05,-1.5362794945084456e-05,-1.5344417956261622e-05,-1.5340217628165447e-05,-2.5896568036101994e-07,-5.20949450359291e-08,-3.371795621309455e-08,-2.9517628116921007e-08,1.0
51,broad_not_q2s3,e101_e95_q2s3_tail_graft_79e0f957,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.25,3084,-2.6215769341586537e-05,-1.538917034204831e-05,-1.5337165142998105e-05,-1.531834948785442e-05,-1.5315698073945564e-05,-7.847034199978096e-08,-2.6465142949577778e-08,-7.649487805891226e-09,-4.998073897035393e-09,1.0
51,tight_plausible,e101_e95_q2s3_tail_graft_79e0f957,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.25,2790,-2.6215769341586537e-05,-1.5400267870044375e-05,-1.533522218232656e-05,-1.5318805724136036e-05,-1.531655486058375e-05,-8.956786999584626e-08,-2.452218227803405e-08,-8.105724087507298e-09,-5.854860535221726e-09,1.0
51,near_unit_tail,e101_e95_q2s3_tail_graft_79e0f957,e95_q2s3_tail_graft,e89,q2_e72_pos_q0.25,q2,0.25,2354,-2.6215769341586537e-05,-1.5394720463563525e-05,-1.533260331930218e-05,-1.5319133348768856e-05,-1.5317317109282934e-05,-8.402046351499658e-08,-2.190331925365209e-08,-8.433348720329051e-09,-6.6171092344069124e-09,1.0
71,broad_plausible,e101_e95_q2s3_tail_graft_bf6aea9e,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.25,3452,-2.621252134860086e-05,-1.5478106517817465e-05,-1.533145745780307e-05,-1.5316265877271283e-05,-1.5314290377236978e-05,-1.6740651776893877e-07,-2.0757457754542053e-08,-5.565877222755635e-09,-3.590377188450342e-09,1.0
71,broad_q2s3,e101_e95_q2s3_tail_graft_bf6aea9e,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.25,368,-2.621252134860086e-05,-1.5826621969358843e-05,-1.534852936772098e-05,-1.53344329778642e-05,-1.5330895200028273e-05,-5.159219693103178e-07,-3.782936767245289e-08,-2.3732977815673204e-08,-2.019519997974621e-08,1.0
71,broad_not_q2s3,e101_e95_q2s3_tail_graft_bf6aea9e,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.25,3084,-2.621252134860086e-05,-1.5436519719449364e-05,-1.53292457367956e-05,-1.5315830858324786e-05,-1.531404782934218e-05,-1.258197194008365e-07,-1.8545736747071844e-08,-5.1308582762607304e-09,-3.3478292936521347e-09,1.0
71,tight_plausible,e101_e95_q2s3_tail_graft_bf6aea9e,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.25,2790,-2.621252134860086e-05,-1.547485808346682e-05,-1.5327977830530235e-05,-1.5316090434051866e-05,-1.5314552718353582e-05,-1.6415808341829218e-07,-1.7277830481707713e-08,-5.390434003340159e-09,-3.852718305054563e-09,1.0
71,near_unit_tail,e101_e95_q2s3_tail_graft_bf6aea9e,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.25,2354,-2.621252134860086e-05,-1.5466371938925555e-05,-1.5325906935346023e-05,-1.5316208547934954e-05,-1.5314920368925186e-05,-1.5567193887702748e-07,-1.520693529749633e-08,-5.508547886425706e-09,-4.220368876659874e-09,1.0
43,broad_plausible,e101_e95_q2s3_tail_graft_fbee9498,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.25,3452,-2.6211417853971852e-05,-1.5434248929148553e-05,-1.5325904014716472e-05,-1.5314923009310435e-05,-1.531346563114165e-05,-1.235489291000269e-07,-1.5204014667944592e-08,-4.223009261906132e-09,-2.7656310931240604e-09,1.0
43,broad_q2s3,e101_e95_q2s3_tail_graft_fbee9498,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.25,368,-2.6211417853971852e-05,-1.5692987781814458e-05,-1.53387566490333e-05,-1.5328104425507476e-05,-1.5325150096656952e-05,-3.822877817659308e-07,-2.8056648984772434e-08,-1.7404425458949696e-08,-1.4450096608426666e-08,1.0
43,broad_not_q2s3,e101_e95_q2s3_tail_graft_fbee9498,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.25,3084,-2.6211417853971852e-05,-1.5403374772929017e-05,-1.5324420769575498e-05,-1.5314601950544527e-05,-1.5313281841047324e-05,-9.267477288048972e-08,-1.3720769526970355e-08,-3.901950496001564e-09,-2.5818409987951293e-09,1.0
43,tight_plausible,e101_e95_q2s3_tail_graft_fbee9498,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.25,2790,-2.6211417853971852e-05,-1.5428209799732344e-05,-1.5323273460526415e-05,-1.5314783061415897e-05,-1.531366188383509e-05,-1.1750979968381527e-07,-1.2573460477887906e-08,-4.08306136737068e-09,-2.961883786562294e-09,1.0
43,near_unit_tail,e101_e95_q2s3_tail_graft_fbee9498,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.25,2354,-2.6211417853971852e-05,-1.542235127770829e-05,-1.5321786554146184e-05,-1.5314924993416595e-05,-1.5313962489288022e-05,-1.1165127765976078e-07,-1.1086554097656886e-08,-4.224993368067562e-09,-3.2624892394957494e-09,1.0
72,broad_plausible,e101_e95_q2s3_tail_graft_4690c44f,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.5,3452,-2.6209442822833218e-05,-1.561571844132591e-05,-1.5319001148725097e-05,-1.531292585905736e-05,-1.531213583362678e-05,-3.050184412773825e-07,-8.301148676570025e-09,-2.2258590088348615e-09,-1.4358335782531823e-09,1.0
72,broad_q2s3,e101_e95_q2s3_tail_graft_4690c44f,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.5,368,-2.6209442822833218e-05,-1.629446538544252e-05,-1.5325828403963448e-05,-1.5320191093789947e-05,-1.5318776295304272e-05,-9.83765385393994e-07,-1.512840391492082e-08,-9.491093741419392e-09,-8.076295255745403e-09,1.0
72,broad_not_q2s3,e101_e95_q2s3_tail_graft_4690c44f,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.5,3084,-2.6209442822833218e-05,-1.5534726588072048e-05,-1.5318116655781367e-05,-1.5312751889923138e-05,-1.5312038835903957e-05,-2.2402658802351963e-07,-7.416655732839445e-09,-2.0518898746101134e-09,-1.338835855430097e-09,1.0
72,tight_plausible,e101_e95_q2s3_tail_graft_4690c44f,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.5,2790,-2.6209442822833218e-05,-1.561463337370569e-05,-1.5317609605325328e-05,-1.53128556972741e-05,-1.5312240746889392e-05,-3.039333736571622e-07,-6.909605276800941e-09,-2.1556972255743093e-09,-1.5407468408663214e-09,1.0
72,near_unit_tail,e101_e95_q2s3_tail_graft_4690c44f,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.75,q2,0.5,2354,-2.6209442822833218e-05,-1.560038818153713e-05,-1.531678143026565e-05,-1.5312902932389036e-05,-1.5312387774627064e-05,-2.896881814886013e-07,-6.081430217122084e-09,-2.2029323405094047e-09,-1.687774578535609e-09,1.0
35,broad_plausible,e101_e95_q2s3_tail_graft_ae519dc8,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.75,q2s3,0.25,3452,-2.620865550850837e-05,-1.555175096024183e-05,-1.531658964234557e-05,-1.5312160763718678e-05,-1.5311649809167507e-05,-2.41050960193302e-07,-5.889642297043159e-09,-1.4607636701500825e-09,-9.498091189786667e-10,1.0
35,broad_q2s3,e101_e95_q2s3_tail_graft_ae519dc8,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.75,q2s3,0.25,368,-2.620865550850837e-05,-1.6061802160408834e-05,-1.610479551219047e-05,-1.5317083217612505e-05,-1.5316040650812872e-05,-7.511021603603072e-07,-7.940955121419436e-07,-6.383217563976108e-09,-5.340650764343861e-09,1.0
35,broad_not_q2s3,e101_e95_q2s3_tail_graft_ae519dc8,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.75,q2s3,0.25,3084,-2.620865550850837e-05,-1.5490888819625277e-05,-1.5315885945274226e-05,-1.5312054777320885e-05,-1.5311570742511693e-05,-1.8018881957674625e-07,-5.185945225699251e-09,-1.3547772723577919e-09,-8.70742463163782e-10,1.0
35,tight_plausible,e101_e95_q2s3_tail_graft_ae519dc8,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.75,q2s3,0.25,2790,-2.620865550850837e-05,-1.555164345564772e-05,-1.531544382892006e-05,-1.531210813979487e-05,-1.531168682042595e-05,-2.409434555991891e-07,-4.74382887153199e-09,-1.4081397463429268e-09,-9.868203774250452e-10,1.0
35,near_unit_tail,e101_e95_q2s3_tail_graft_ae519dc8,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.75,q2s3,0.25,2354,-2.620865550850837e-05,-1.5543739315962305e-05,-1.531487292789593e-05,-1.531213040875682e-05,-1.5311757954306225e-05,-2.3303931591377827e-07,-4.172927847404418e-09,-1.4304087082937351e-09,-1.0579542576965034e-09,1.0
44,broad_plausible,e101_e95_q2s3_tail_graft_c90ba297,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.5,3452,-2.6208507894476263e-05,-1.5532656041151785e-05,-1.531491638723472e-05,-1.5311871127709664e-05,-1.5311466966652784e-05,-2.2195604110325834e-07,-4.216387186193238e-09,-1.1711276611363882e-09,-7.669666042562369e-10,1.0
44,broad_q2s3,e101_e95_q2s3_tail_graft_c90ba297,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.5,368,-2.6208507894476263e-05,-1.603475310626769e-05,-1.5318480688100453e-05,-1.5315526606579115e-05,-1.531470731019069e-05,-7.240531062191601e-07,-7.780688051926073e-09,-4.826606530589246e-09,-4.0073101421630555e-09,1.0
44,broad_not_q2s3,e101_e95_q2s3_tail_graft_c90ba297,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.5,3084,-2.6208507894476263e-05,-1.5472743032084777e-05,-1.5314505052732535e-05,-1.531178209148498e-05,-1.5311415997864997e-05,-1.620430320362506e-07,-3.805052684007881e-09,-1.082091436454287e-09,-7.159978164689459e-10,1.0
44,tight_plausible,e101_e95_q2s3_tail_graft_c90ba297,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.5,2790,-2.6208507894476263e-05,-1.552515980380248e-05,-1.53141868802447e-05,-1.5311832317269145e-05,-1.531152139157682e-05,-2.1445980375395025e-07,-3.48688019617357e-09,-1.1323172206183058e-09,-8.213915282928444e-10,1.0
44,near_unit_tail,e101_e95_q2s3_tail_graft_c90ba297,e95_q2s3_tail_graft,e89,q2s3_diff_abs_q0.90,q2s3,0.5,2354,-2.6208507894476263e-05,-1.5515744487575903e-05,-1.5313774530405026e-05,-1.531187167794327e-05,-1.5311604755675547e-05,-2.0504448752737403e-07,-3.0745303564989705e-09,-1.171677894741811e-09,-9.047556270198822e-10,1.0
67,broad_plausible,e101_e95_q2s3_tail_graft_391347b5,e95_q2s3_tail_graft,e89,q2_e89_tail_adv_q0.75,q2,0.25,3452,-2.6208249961690022e-05,-1.5489579966279954e-05,-1.5314175433606508e-05,-1.5311617308740406e-05,-1.5311293739681097e-05,-1.7887996623142765e-07,-3.4754335579806036e-09,-9.173086918806965e-10,-5.937396325688348e-10,1.0
67,broad_q2s3,e101_e95_q2s3_tail_graft_391347b5,e95_q2s3_tail_graft,e89,q2_e89_tail_adv_q0.75,q2,0.25,368,-2.6208249961690022e-05,-1.5854850276854172e-05,-1.5316884071779068e-05,-1.5314566052640937e-05,-1.5314065087127866e-05,-5.441502768056421e-07,-6.184071730540894e-09,-3.866052592410617e-09,-3.365087079338958e-09,1.0
67,broad_not_q2s3,e101_e95_q2s3_tail_graft_391347b5,e95_q2s3_tail_graft,e89,q2_e89_tail_adv_q0.75,q2,0.25,3084,-2.6208249961690022e-05,-1.544599388512194e-05,-1.5313790538534605e-05,-1.5311547540156444e-05,-1.531125374099932e-05,-1.3529388507341502e-07,-3.0905384860776945e-09,-8.475401079153562e-10,-5.537409507939252e-10,1.0
67,tight_plausible,e101_e95_q2s3_tail_graft_391347b5,e95_q2s3_tail_graft,e89,q2_e89_tail_adv_q0.75,q2,0.25,2790,-2.6208249961690022e-05,-1.548760004713073e-05,-1.5313583405818773e-05,-1.5311596127056707e-05,-1.5311344436147053e-05,-1.7690004708220464e-07,-2.8834057702454403e-09,-8.961270081794318e-10,-6.444360985261565e-10,1.0
67,near_unit_tail,e101_e95_q2s3_tail_graft_391347b5,e95_q2s3_tail_graft,e89,q2_e89_tail_adv_q0.75,q2,0.25,2354,-2.6208249961690022e-05,-1.548323087363801e-05,-1.531324549740558e-05,-1.5311617446962546e-05,-1.5311409927649523e-05,-1.7253087358948786e-07,-2.5454973570537723e-09,-9.174469140197802e-10,-7.09927600997278e-10,1.0
63,broad_plausible,e101_e95_q2s3_tail_graft_adc5b569,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.50,q2,0.25,3452,-2.6207943437994707e-05,-1.5585890007775097e-05,-1.5313385984291892e-05,-1.531134847230136e-05,-1.5311117764959036e-05,-2.751900077265712e-07,-2.6859842433652414e-09,-6.484722528357251e-10,-4.1776491050791197e-10,1.0
63,broad_q2s3,e101_e95_q2s3_tail_graft_adc5b569,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.50,q2,0.25,368,-2.6207943437994707e-05,-1.618400988311036e-05,-1.617115746290661e-05,-1.5313670041593993e-05,-1.5313217354773144e-05,-8.733098830618336e-07,-8.60457462858083e-07,-2.9700415454662118e-09,-2.517354724616139e-09,1.0
63,broad_not_q2s3,e101_e95_q2s3_tail_graft_adc5b569,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.50,q2,0.25,3084,-2.6207943437994707e-05,-1.5514519023947804e-05,-1.531307517091792e-05,-1.531130855119443e-05,-1.5311084271196554e-05,-2.0381902389927663e-07,-2.3751708693917593e-09,-6.085511459027785e-10,-3.8427114802536055e-10,1.0
63,tight_plausible,e101_e95_q2s3_tail_graft_adc5b569,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.50,q2,0.25,2790,-2.6207943437994707e-05,-1.558764859819131e-05,-1.531285968296472e-05,-1.531132756482392e-05,-1.5311133216832672e-05,-2.769485981427864e-07,-2.159682916193001e-09,-6.275647753943721e-10,-4.332167841437038e-10,1.0
63,near_unit_tail,e101_e95_q2s3_tail_graft_adc5b569,e95_q2s3_tail_graft,e89,q2_diff_abs_q0.50,q2,0.25,2354,-2.6207943437994707e-05,-1.557762610182752e-05,-1.531260143508282e-05,-1.531132931056874e-05,-1.5311163506207976e-05,-2.6692610177899303e-07,-1.901435034292289e-09,-6.293105202140304e-10,-4.63506159446969e-10,1.0
39,broad_plausible,e101_e95_q2s3_tail_graft_d4cac02f,e95_q2s3_tail_graft,e89,q2s3_e89_tail_adv_q0.90,q2s3,0.25,3452,-2.6207942798173178e-05,-1.543446358086791e-05,-1.5312795124880805e-05,-1.531126886325288e-05,-1.531107270126531e-05,-1.2376358081938318e-07,-2.0951248322776794e-09,-5.6886320435096e-10,-3.727012167806347e-10,1.0
39,broad_q2s3,e101_e95_q2s3_tail_graft_d4cac02f,e95_q2s3_tail_graft,e89,q2s3_e89_tail_adv_q0.90,q2s3,0.25,368,-2.6207942798173178e-05,-1.5681381521324896e-05,-1.531440898730867e-05,-1.5313007664034908e-05,-1.5312676590583183e-05,-3.706815212763688e-07,-3.7089872601426144e-09,-2.3076639863817222e-09,-1.9765905346551353e-09,1.0
39,broad_not_q2s3,e101_e95_q2s3_tail_graft_d4cac02f,e95_q2s3_tail_graft,e89,q2s3_e89_tail_adv_q0.90,q2s3,0.25,3084,-2.6207942798173178e-05,-1.540499996151377e-05,-1.5312584112573914e-05,-1.53112271561968e-05,-1.531104302666841e-05,-9.429996146524221e-08,-1.8841125253864807e-09,-5.271561482709928e-10,-3.430266198810635e-10,1.0
39,tight_plausible,e101_e95_q2s3_tail_graft_d4cac02f,e95_q2s3_tail_graft,e89,q2s3_e89_tail_adv_q0.90,q2s3,0.25,2790,-2.6207942798173178e-05,-1.5433185247386596e-05,-1.5312431583668087e-05,-1.531125015430166e-05,-1.5311103489110598e-05,-1.2248524733806943e-07,-1.7315836195599477e-09,-5.501542531332836e-10,-4.034890620707037e-10,1.0
