prior,strategy,targets,weight,base_loss,candidate_loss,delta,changed_blocks,mean_abs_shift,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
exact_value,nearest,Q3,1.0,0.5636475137535021,0.5628104475641666,-0.0008370661893354336,50,0.19159101516753096,0.0,0.0,-0.0058594633253482575,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,1.0,0.5636475137535021,0.5628104475641666,-0.0008370661893354336,50,0.19159101516753096,0.0,0.0,-0.0058594633253482575,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.75,0.5636475137535021,0.5629789800587007,-0.0006685336948013543,50,0.19159101516753096,0.0,0.0,-0.004679735863610146,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.75,0.5636475137535021,0.5629789800587007,-0.0006685336948013543,50,0.19159101516753096,0.0,0.0,-0.004679735863610146,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.5,0.5636475137535021,0.5631745540266684,-0.00047295972683369936,50,0.19159101516753096,0.0,0.0,-0.0033107180878358955,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.5,0.5636475137535021,0.5631745540266684,-0.00047295972683369936,50,0.19159101516753096,0.0,0.0,-0.0033107180878358955,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.25,0.5636475137535021,0.5633973123678756,-0.00025020138562648064,50,0.19159101516753096,0.0,0.0,-0.0017514096993853645,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.25,0.5636475137535021,0.5633973123678756,-0.00025020138562648064,50,0.19159101516753096,0.0,0.0,-0.0017514096993853645,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.1,0.5636475137535021,0.5635441185412813,-0.00010339521222080261,50,0.19159101516753096,0.0,0.0,-0.0007237664855460624,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.1,0.5636475137535021,0.5635441185412813,-0.00010339521222080261,50,0.19159101516753096,0.0,0.0,-0.0007237664855460624,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.1,0.5636475137535021,0.5636475137535021,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.25,0.5636475137535021,0.5636475137535021,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.5,0.5636475137535021,0.5636475137535021,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.75,0.5636475137535021,0.5636475137535021,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,1.0,0.5636475137535021,0.5636475137535021,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
