pred_index,base_index,tag,pool,pool_size,pool_support_mean,pool_support2_count,base_agg,delta_agg,gate,alpha_q2,alpha_s3,alpha_sum,alpha_max,alpha_gap,dominant_axis,gate_active_q2,gate_active_s3,mean_abs_q2_delta_unit,mean_abs_s3_delta_unit,mean_abs_q2s3_delta_unit,weight_max,weight_entropy,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,mean_abs_logit_delta_vs_e73,mean_abs_q2s3_logit_delta_vs_e73,mean_abs_logit_delta_vs_e74,mean_abs_q2s3_logit_delta_vs_e74
37,0,e75_q2a16.0_s3a18.0_e7cc9be7,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,16.0,18.0,34.0,18.0,2.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.094069202778325e-05,-6.175159575128042e-06,-2.5362789601857116e-06,-4.99483542143464e-05,-1.42467432737714e-05,-7.824648571297388e-06,6.937759018943446e-06,-3.019659370107064e-06,-2.5362789601857116e-06,1.0188519112053207e-05,-1.2590760813946389e-06,-2.5362789601857116e-06,-4.99483542143464e-05,1.0188519112053207e-05,3,3,36,-0.0002862958389921956,-0.0001633198029739047,-0.00011672111242475025,-0.00048727783470475794,-0.00032976995226835504,-0.0004085238934865565,-0.0005006006678394979,0.0,0.7222222222222222,1.0,True,0.006778526030320866,0.005133625200720674,True,True,True,True,True,True,True,True,True,True,True,9.430438638498554e-05,0.00033006535234714413,0.00024880703135617653,0.0008708246097463127
14,0,e75_q2a8.0_s3a16.0_754c38c7,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,8.0,16.0,24.0,16.0,8.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.090072387088803e-05,-6.1351914182328215e-06,-3.5211666042922474e-06,-4.8757859620773836e-05,-1.3056248680198834e-05,-7.075534142808593e-06,6.541541322513389e-06,-3.4158770665371208e-06,-3.5211666042922474e-06,9.514146685596359e-06,-1.9334485078514874e-06,-3.5211666042922474e-06,-4.8757859620773836e-05,9.514146685596359e-06,3,3,13,-0.00016350967593679595,-9.804151329861899e-05,-7.742240533456513e-05,-0.00024714806728404204,-0.00029480877005784445,-0.00027097841867094324,-0.0003639470309835092,0.0,0.7222222222222222,1.0,True,0.006375216353993577,0.0037220413335751655,True,True,True,True,True,True,True,True,True,True,True,0.00030900528994251444,0.0010815185147984951,0.0006521167076834643,0.00228240847689182
25,0,e75_q2a12.0_s3a16.0_50802996,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,12.0,16.0,28.0,16.0,4.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.0848768285054433e-05,-6.083235832399225e-06,-3.1272468654641727e-06,-4.881861184224956e-05,-1.3117000901674558e-05,-7.237484689337492e-06,6.636004023730102e-06,-3.3214143653204076e-06,-3.1272468654641727e-06,9.636302963578203e-06,-1.8112922298696432e-06,-3.1272468654641727e-06,-4.881861184224956e-05,9.636302963578203e-06,3,3,24,-0.0002217790703373968,-0.00012869185562880414,-9.470006532785735e-05,-0.0003680916872371709,-0.00029480877005784445,-0.00033145022864750767,-0.0004171777315992271,0.0,0.7222222222222222,1.0,True,0.006529718998964781,0.004262800590974378,True,True,True,True,True,True,True,True,True,True,True,0.00015450264497131127,0.0005407592573992843,0.0004976140627122612,0.0017416492194926093
60,0,e75_q2a20.0_s3a20.0_55455b60,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,20.0,20.0,40.0,20.0,0.0,equal,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.0726078925937799e-05,-5.960546473282591e-06,-1.6063293331036732e-06,-5.076325442487928e-05,-1.5061643484304277e-05,-8.185967829810181e-06,7.548361460107955e-06,-2.4090569289425545e-06,-1.6063293331036732e-06,1.1036656187179972e-05,-4.1093900626787416e-07,-1.6063293331036732e-06,-5.076325442487928e-05,1.1036656187179972e-05,3,3,59,-0.00035111471289970284,-0.0001976360000734978,-0.00013843040927596917,-0.0006047036596022459,-0.0003643092053294966,-0.00048450643246587127,-0.0005830422182868586,0.0,0.7222222222222222,1.0,True,0.007027333061676942,0.006004449810466943,True,True,True,True,True,True,True,True,True,True,True,0.00034311141774106245,0.0012008899620934133,1.097722483348448e-16,7.896526314776775e-17
48,0,e75_q2a18.0_s3a18.0_aa87cbf0,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,18.0,18.0,36.0,18.0,0.0,equal,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.0702866364176167e-05,-5.937333911520959e-06,-2.119718395032777e-06,-4.9756625435493085e-05,-1.4055014494918083e-05,-7.738793874612071e-06,7.194448458425207e-06,-2.762969930625303e-06,-2.119718395032777e-06,1.0453577884761422e-05,-9.940173086864235e-07,-2.119718395032777e-06,-4.9756625435493085e-05,1.0453577884761422e-05,3,3,47,-0.00031606921376133306,-0.00017842516262900343,-0.0001251401309114164,-0.0005462109641114765,-0.00032976995226835504,-0.0004379904581899158,-0.0005265408726641466,0.0,0.7222222222222222,1.0,True,0.006855777352806467,0.005404004829420277,True,True,True,True,True,True,True,True,True,True,True,0.00017155570887058668,0.0006004449810467482,0.00017155570887057538,0.0006004449810467086
4,0,e75_q2a0.0_s3a18.0_56d54631,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,0.0,18.0,18.0,18.0,18.0,s3_only,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.062885746794251e-05,-5.863325015287302e-06,-3.6123697482182138e-06,-4.9203658530450056e-05,-1.3502047589875055e-05,-6.796668109654291e-06,7.187430935529093e-06,-2.7699874535214164e-06,-3.6123697482182138e-06,1.0129655191093434e-05,-1.3179400023544119e-06,-3.6123697482182138e-06,-4.9203658530450056e-05,1.0129655191093434e-05,3,3,3,-5.250775550574307e-05,-4.021795438291509e-05,-4.710999318122133e-05,0.0,-0.00032976995226835504,-0.00016488497613417752,-0.00028614094657979924,6.69011009493277e-05,0.5833333333333334,0.9444444444444444,True,0.0061605154504360575,0.002970588171123847,True,True,True,True,True,True,True,True,True,True,True,0.000712314966269793,0.0024931023819439705,0.0008668176112409856,0.003033861639343144
36,0,e75_q2a16.0_s3a16.0_4e48cba2,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,16.0,16.0,32.0,16.0,0.0,equal,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.0545787970772658e-05,-5.78025551811745e-06,-2.482531328951154e-06,-4.8625834348281494e-05,-1.2924223407706492e-05,-7.208858053608935e-06,6.972173102193224e-06,-2.9852452868572854e-06,-2.482531328951154e-06,1.0016297333992341e-05,-1.4312978594555048e-06,-2.482531328951154e-06,-4.8625834348281494e-05,1.0016297333992341e-05,3,3,35,-0.00028095661097282134,-0.00015909113046108647,-0.00011172665782327451,-0.00048727783470475794,-0.00029480877005784445,-0.0003910433023813012,-0.0004696373070771537,0.0,0.7222222222222222,1.0,True,0.006684221643935983,0.0048035598483735864,True,True,True,True,True,True,True,True,True,True,True,1.1008350728996292e-16,8.005466949068119e-17,0.0003431114177410586,0.0012008899620933999
59,0,e75_q2a20.0_s3a18.0_e454a96b,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,20.0,18.0,38.0,20.0,2.0,q2_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.0400713393199368e-05,-5.63518094054416e-06,-1.6402744029697658e-06,-4.950124808045242e-05,-1.3799637139877419e-05,-7.605205432525963e-06,7.515759730125637e-06,-2.4416586589248723e-06,-1.6402744029697658e-06,1.0783348170839702e-05,-6.642470226081443e-07,-1.6402744029697658e-06,-4.950124808045242e-05,1.0783348170839702e-05,3,3,58,-0.0003457576477038759,-0.0001934676031533078,-0.00013349623026726043,-0.0006047036596022459,-0.00032976995226835504,-0.0004672368059353005,-0.0005522878050044768,0.0,0.7222222222222222,1.0,True,0.006933028675292069,0.005674384458119883,True,True,True,True,True,True,True,True,True,True,True,0.0002488070313561883,0.0008708246097463539,9.430438638497444e-05,0.00033006535234710526
71,0,e75_q2a22.0_s3a20.0_94b01642,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,22.0,20.0,42.0,22.0,2.0,q2_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.0355919771054545e-05,-5.590387318399337e-06,-1.0639412266755244e-06,-5.0444162241203294e-05,-1.4742551300628293e-05,-8.004616317780489e-06,7.934354428362766e-06,-2.023063960687743e-06,-1.0639412266755244e-06,1.1442048499565871e-05,-5.546693881974818e-09,-1.0639412266755244e-06,-5.0444162241203294e-05,1.1442048499565871e-05,3,3,70,-0.00038061892923703096,-0.0002126154714283679,-0.00014672353946257322,-0.0006627555709084465,-0.0003643092053294966,-0.0005135323881189716,-0.0006085957164852613,0.0,0.7222222222222222,1.0,True,0.007104584384162543,0.006274829439166543,True,True,True,True,True,True,True,True,True,True,True,0.0004203627402266627,0.0014712695907930142,7.725132248571006e-05,0.00027037962869967994
47,0,e75_q2a18.0_s3a16.0_bd2be32d,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,18.0,16.0,34.0,18.0,2.0,q2_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.0307663352082663e-05,-5.542130899427455e-06,-2.0659707637982194e-06,-4.843410057520092e-05,-1.2732489634625921e-05,-7.123003357145663e-06,7.2288683226062744e-06,-2.7285500664442353e-06,-2.0659707637982194e-06,1.028224219645768e-05,-1.1653529969901655e-06,-2.0659707637982194e-06,-4.843410057520092e-05,1.028224219645768e-05,3,3,46,-0.0003107299857419755,-0.00017419649011629623,-0.0001201456763098574,-0.0005462109641114765,-0.00029480877005784445,-0.0004205098670846605,-0.000495577511901802,0.0,0.7222222222222222,1.0,True,0.006761472966421584,0.005073939477073191,True,True,True,True,True,True,True,True,True,True,True,7.725132248571124e-05,0.0002703796286996841,0.0002658600952554574,0.0009305103333937958
3,0,e75_q2a0.0_s3a16.0_0f41c702,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,0.0,16.0,16.0,16.0,16.0,s3_only,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.021859519689805e-05,-5.4530627442428425e-06,-3.5586221169836563e-06,-4.7890684251594706e-05,-1.2189073311019705e-05,-6.180877592409928e-06,7.263608029384194e-06,-2.6938103596663154e-06,-3.5586221169836563e-06,9.971290631627383e-06,-1.4763045618204629e-06,-3.5586221169836563e-06,-4.7890684251594706e-05,9.971290631627383e-06,3,3,2,-4.6060265051439675e-05,-3.5989281869985845e-05,-4.211553857971784e-05,0.0,-0.00029480877005784445,-0.00014740438502892222,-0.0002551775858174539,5.7604062992039854e-05,0.5833333333333334,0.9444444444444444,True,0.006066211064051176,0.0026405228187767592,True,True,True,True,True,True,True,True,True,True,True,0.0006180105798849175,0.0021630370295969066,0.0009611219976258676,0.0033639269916902314
70,0,e75_q2a22.0_s3a18.0_74f88ef0,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,22.0,18.0,40.0,22.0,4.0,q2_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.0034169270034532e-05,-5.268636817379324e-06,-1.097886296541617e-06,-4.918215710814078e-05,-1.3480546167565777e-05,-7.4238539204962706e-06,7.901753793282396e-06,-2.055664595768114e-06,-1.097886296541617e-06,1.1177895505087854e-05,-2.6969968835999225e-07,-1.097886296541617e-06,-4.918215710814078e-05,1.1177895505087854e-05,3,3,69,-0.0003753610732678714,-0.00020844707450839994,-0.00014178936045380897,-0.0006627555709084465,-0.00032976995226835504,-0.0004962627615884008,-0.0005778413032028793,0.0,0.7222222222222222,1.0,True,0.007010279997777669,0.005944764086819484,True,True,True,True,True,True,True,True,True,True,True,0.0003260583538417886,0.0011412042384459549,0.0001715557088705747,0.0006004449810467063
58,0,e75_q2a20.0_s3a16.0_f841f3d0,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,20.0,16.0,36.0,20.0,4.0,q2_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.000550477348039e-05,-5.239972320825181e-06,-1.5865267715131637e-06,-4.8178720976843614e-05,-1.2477110036268613e-05,-6.989414914837511e-06,7.550183216298301e-06,-2.407235172752209e-06,-1.5865267715131637e-06,1.061202344032619e-05,-8.355717531216555e-07,-1.5865267715131637e-06,-4.8178720976843614e-05,1.061202344032619e-05,3,3,57,-0.00034041841968451836,-0.0001892389306406006,-0.00012850177566581245,-0.0006047036596022459,-0.00029480877005784445,-0.0004497562148300452,-0.0005213244442421324,0.0,0.7222222222222222,1.0,True,0.006838724288907187,0.005344319105772795,True,True,True,True,True,True,True,True,True,True,True,0.00015450264497131284,0.0005407592573992898,0.0001886087727698565,0.0006601307046941925
21,0,e75_q2a8.0_s3a32.0_6e288e14,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,8.0,32.0,40.0,32.0,24.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.2315122002060086e-05,-7.549589549404878e-06,-1.4825107368388046e-06,-5.753839155153706e-05,-2.183678061096206e-05,-1.1018054988154447e-05,8.076424350189626e-06,-1.8809940388608837e-06,-1.4825107368388046e-06,1.2516601195167176e-05,1.0690060017193304e-06,-1.4825107368388046e-06,-5.753839155153706e-05,1.2516601195167176e-05,2,3,20,-0.00021230163264422956,-0.00013017851161523097,-0.00011568566036068706,-0.00024714806728404204,-0.0005626515552406008,-0.00040489981126232144,-0.0006057792547122582,0.0,0.7222222222222222,1.0,True,0.007129651445072619,0.006362564152351809,True,True,False,True,True,True,True,True,False,True,False,0.0010634403810215486,0.003722041333575115,0.0010293342532229992,0.0036026698862801918
32,0,e75_q2a12.0_s3a32.0_00a2aae3,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,12.0,32.0,44.0,32.0,20.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.2277792880599492e-05,-7.512260427944284e-06,-1.0885909977886854e-06,-5.7626562642076884e-05,-2.1924951701501882e-05,-1.1180005534683346e-05,8.213030232240293e-06,-1.744388156810217e-06,-1.0885909977886854e-06,1.2580153767927094e-05,1.1325585744792477e-06,-1.0885909977886854e-06,-5.7626562642076884e-05,1.2580153767927094e-05,2,3,31,-0.0002712394945363905,-0.00016082885394541613,-0.00013296332035397929,-0.0003680916872371709,-0.0005626515552406008,-0.00046537162123888587,-0.0006590099553279762,0.0,0.7222222222222222,1.0,True,0.0072841540900438215,0.00690332340975102,True,True,False,True,True,True,True,True,False,True,False,0.0009089377360503455,0.0031812820761759047,0.0008748316082517961,0.0030619106288809813
42,0,e75_q2a16.0_s3a28.0_0b5ff803,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,16.0,28.0,44.0,28.0,12.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.2005727370034691e-05,-7.240194917379483e-06,-1.4848991192195626e-06,-5.5562830629241056e-05,-1.9861219688666054e-05,-1.037710232765221e-05,7.733275210974888e-06,-2.2241431780756216e-06,-1.4848991192195626e-06,1.1812373308051072e-05,3.6477811460322584e-07,-1.4848991192195626e-06,-5.5562830629241056e-05,1.1812373308051072e-05,2,3,41,-0.0003183541798746359,-0.00018355736502151387,-0.00014078758491581356,-0.00048727783470475794,-0.0004982352597059647,-0.0004927565472053613,-0.000652274646890657,0.0,0.7222222222222222,1.0,True,0.00725004796224526,0.0067839519624560566,True,True,False,True,True,True,True,True,False,True,False,0.0005658263183093802,0.0019803921140825256,0.0005317201905108294,0.0018610206667875975
43,0,e75_q2a16.0_s3a32.0_1897625c,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,16.0,32.0,48.0,32.0,16.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.1976791132406461e-05,-7.2112586797512535e-06,-4.438754612756668e-07,-5.745319990835274e-05,-2.1751588967777735e-05,-1.1151378898954789e-05,8.597493547757296e-06,-1.3599248412932141e-06,-4.438754612756668e-07,1.2925332963709124e-05,1.4777377702612782e-06,-4.438754612756668e-07,-5.745319990835274e-05,1.2925332963709124e-05,2,3,42,-0.0003294343806474198,-0.00019122812877769846,-0.0001499899128493687,-0.00048727783470475794,-0.0005626515552406008,-0.0005249646949726794,-0.0007114695308059025,0.0,0.7222222222222222,1.0,True,0.007438656735015024,0.00744408266715023,True,True,False,True,True,True,True,True,False,True,False,0.0007544350910791444,0.0026405228187767,0.0007203289632805933,0.0025211513714817717
53,0,e75_q2a18.0_s3a28.0_423dfe85,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,18.0,28.0,46.0,28.0,10.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.1747109220139329e-05,-6.981576767484121e-06,-1.068338554066628e-06,-5.537792371990147e-05,-1.9676312779326466e-05,-1.0291247631188938e-05,8.034367132259135e-06,-1.923051256791375e-06,-1.068338554066628e-06,1.210222892744639e-05,6.546337339985442e-07,-1.068338554066628e-06,-5.537792371990147e-05,1.210222892744639e-05,2,3,52,-0.0003477843845022977,-0.00019866272467672363,-0.00014920660340253522,-0.0005462109641114765,-0.0004982352597059647,-0.0005222231119087206,-0.0006782148517153046,0.0,0.7222222222222222,1.0,True,0.007327299284730862,0.007054331591155659,True,True,False,True,True,True,True,True,False,True,False,0.0006430776407949815,0.00225077174278213,0.0004544688680252282,0.0015906410380879933
54,0,e75_q2a18.0_s3a32.0_bd00727e,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,18.0,32.0,50.0,32.0,14.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.1728358992213472e-05,-6.9628265395582645e-06,-2.731489612273208e-08,-5.726829257468591e-05,-2.1566681634110907e-05,-1.1065524202491517e-05,8.856258057909905e-06,-1.1011603311406049e-06,-2.731489612273208e-08,1.3226957540357631e-05,1.7793623469097852e-06,-2.731489612273208e-08,-5.726829257468591e-05,1.3226957540357631e-05,2,3,53,-0.00035794634268532244,-0.0002063334884327972,-0.00015840893133597933,-0.0005462109641114765,-0.0005626515552406008,-0.0005544312596760387,-0.000737409735630551,0.0,0.7222222222222222,1.0,True,0.007515908057500625,0.0077144622958498325,True,True,False,True,True,True,True,True,False,True,False,0.0008316864135647455,0.002910902447476304,0.0006430776407949923,0.0022507717427821677
9,0,e75_q2a0.0_s3a28.0_0866f850,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,0.0,28.0,28.0,28.0,28.0,s3_only,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.1710927869001964e-05,-6.945395416346756e-06,-2.5609899072520648e-06,-5.4703319778748316e-05,-1.9001708838173315e-05,-9.349121866231158e-06,7.742651700115566e-06,-2.2147666889349438e-06,-2.5609899072520648e-06,1.182788447162686e-05,3.802892781790135e-07,-2.5609899072520648e-06,-5.4703319778748316e-05,1.182788447162686e-05,2,3,8,-8.064202074364868e-05,-6.045551643052427e-05,-7.11764656723124e-05,0.0,-0.0004982352597059647,-0.00024911762985298236,-0.0004378149256309576,0.00012038215626438498,0.5833333333333334,0.9444444444444444,True,0.0066320373823604535,0.004620914932859229,True,True,False,True,True,True,True,True,False,True,False,0.0011838368981941878,0.004143429143679352,0.0011497307703956384,0.0040240576963844294
52,0,e75_q2a18.0_s3a26.0_8a4b785c,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,18.0,26.0,44.0,26.0,8.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.1658076797482764e-05,-6.892544344827556e-06,-1.4554185607806858e-06,-5.434091909750638e-05,-1.8639308156931378e-05,-9.851136250516035e-06,7.712891390565524e-06,-2.244526998484986e-06,-1.4554185607806858e-06,1.1653797314714609e-05,2.0620212126676307e-07,-1.4554185607806858e-06,-5.434091909750638e-05,1.1653797314714609e-05,2,3,51,-0.00034140327104938985,-0.00019473626331922844,-0.00014451435995643802,-0.0005462109641114765,-0.0004653895555831872,-0.0005058002598473318,-0.0006483005362184034,0.0,0.7222222222222222,1.0,True,0.007232994898345984,0.006724266238808589,True,True,False,True,True,True,True,True,False,True,False,0.0005487732544101041,0.001920706390435059,0.00036016448164035087,0.0012605756857409227
10,0,e75_q2a0.0_s3a32.0_ef1c22b7,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,0.0,32.0,32.0,32.0,32.0,s3_only,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.1654859806919937e-05,-6.889327354264729e-06,-1.519966249308169e-06,-5.657919684987078e-05,-2.087758590929578e-05,-1.0123398437533737e-05,8.599079794335829e-06,-1.3583385947146809e-06,-1.519966249308169e-06,1.301553763510821e-05,1.5679424416603638e-06,-1.519966249308169e-06,-5.657919684987078e-05,1.301553763510821e-05,2,3,9,-9.237924384298277e-05,-6.812628018659783e-05,-8.037879360578426e-05,0.0,-0.0005626515552406008,-0.0002813257776203004,-0.0004970098095462035,0.00014504081117509962,0.5833333333333334,0.9444444444444444,True,0.0068206461551302165,0.005281045637553403,True,True,False,True,True,True,True,True,False,True,False,0.0013724456709639518,0.004803559848373526,0.0013383395431654024,0.004684188401078603
64,0,e75_q2a20.0_s3a28.0_cf5825b7,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,20.0,28.0,48.0,28.0,8.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.1433721968434618e-05,-6.66818951577941e-06,-5.888945620036168e-07,-5.5127452622927287e-05,-1.9425841682352285e-05,-1.0157659188880785e-05,8.358461427993014e-06,-1.598956961057496e-06,-5.888945620036168e-07,1.2467825289741441e-05,1.020230096293595e-06,-5.888945620036168e-07,-5.5127452622927287e-05,1.2467825289741441e-05,2,3,63,-0.0003766354704101138,-0.00021370516520091698,-0.00015756270275829598,-0.0006047036596022459,-0.0004982352597059647,-0.0005514694596541053,-0.0007039617840556359,0.0,0.7222222222222222,1.0,True,0.007404550607216463,0.0073247112198552644,True,True,False,True,True,True,True,True,False,True,False,0.0007203289632805831,0.0025211513714817357,0.0003772175455396272,0.00132026140938839
65,0,e75_q2a20.0_s3a32.0_d31ea0ae,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,20.0,32.0,52.0,32.0,12.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.1415102149303635e-05,-6.6495696966484275e-06,4.5212909594027906e-07,-5.701781580380594e-05,-2.1316204863230936e-05,-1.0931935760183364e-05,9.179962997762914e-06,-7.774553912875959e-07,4.5212909594027906e-07,1.3592546357910074e-05,2.1449511644622277e-06,4.5212909594027906e-07,-5.701781580380594e-05,1.3592546357910074e-05,2,1,64,-0.0003863733638966361,-0.00022137592895699054,-0.00016676503069182336,-0.0006047036596022459,-0.0005626515552406008,-0.0005836776074214234,-0.0007631566679708814,0.0,0.7222222222222222,1.0,True,0.007593159379986228,0.007984841924549438,True,True,False,False,True,True,True,True,False,True,False,0.0009089377360503472,0.0031812820761759103,0.0005658263183093913,0.0019803921140825642
63,0,e75_q2a20.0_s3a26.0_2058a249,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,20.0,26.0,46.0,26.0,6.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-1.1340684599181472e-05,-6.575152146526264e-06,-9.7597456849563e-07,-5.4090449621013725e-05,-1.8388838680438724e-05,-9.717547808207883e-06,8.059743014987575e-06,-1.8976753740629348e-06,-9.7597456849563e-07,1.2008652808925824e-05,5.610576154779778e-07,-9.7597456849563e-07,-5.4090449621013725e-05,1.2008652808925824e-05,2,3,62,-0.00037074853485031807,-0.0002097787038435328,-0.00015287045931217103,-0.0006047036596022459,-0.0004653895555831872,-0.0005350466075927165,-0.0006740474685587335,0.0,0.7222222222222222,1.0,True,0.007310246220831585,0.0069946458675081945,True,True,False,True,True,True,True,True,False,True,False,0.0006260245768957058,0.002191086019134665,0.0002829131591547499,0.0009901960570413194
