candidate_id,basename,source_path,contrast_policy_id,parent_policy_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,rule,base_block_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,train_selected_null_max,test_selected_blocks,test_selected_rows,test_null_mean_rate,test_null_max_rate,test_contrast_score,test_delta_mean,test_delta_p90_abs,test_delta_l1
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_3898f1f3.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_3898f1f3.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,contrast_half,0.35,raw,0.5,-0.008391382269369863,0.9791666666666666,0.9375,0.4527777777777778,10,62,0.3435185185185185,0.4916666666666666,0.383609462087224,0.005999247568442087,0.04,2.206178407780137
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35_centered_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_eccd4f46.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_eccd4f46.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,contrast_half,0.35,centered,0.25,-0.008391382269369863,0.9791666666666666,0.9375,0.4527777777777778,10,20,0.3435185185185185,0.4916666666666666,0.383609462087224,-0.001254009700109341,0.0,0.3135024250273353
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35_centered_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_7cddfa37.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_7cddfa37.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,contrast_half,0.35,centered,0.5,-0.008391382269369863,0.9791666666666666,0.9375,0.4527777777777778,10,20,0.3435185185185185,0.4916666666666666,0.383609462087224,-0.002508019400218682,0.0,0.6270048500546705
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_raw_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_79f28f33.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_79f28f33.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_third,0.7,raw,0.25,-0.008046197595308557,0.9444444444444444,0.875,0.8709150326797386,17,68,0.7489106753812635,0.872549019607843,0.11571223985914364,-0.0011973764002527088,0.02,1.2755185315315085
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_raw_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_f64e2483.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_f64e2483.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_third,0.7,raw,0.5,-0.008046197595308557,0.9444444444444444,0.875,0.8709150326797386,17,68,0.7489106753812635,0.872549019607843,0.11571223985914364,-0.0023947528005054176,0.04,2.551037063063017
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_6490a981.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_6490a981.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_third,0.7,centered,0.25,-0.008046197595308557,0.9444444444444444,0.875,0.8709150326797386,17,33,0.7489106753812635,0.872549019607843,0.11571223985914364,0.0022902747368106287,0.02,0.5725686842026572
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_39ca8145.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70_39ca8145.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_third_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_third,0.7,centered,0.5,-0.008046197595308557,0.9444444444444444,0.875,0.8709150326797386,17,33,0.7489106753812635,0.872549019607843,0.11571223985914364,0.004580549473621257,0.04,1.1451373684053143
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70_raw_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__dac07606.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__dac07606.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_half,0.7,raw,0.25,-0.007854845756983475,0.9236111111111112,0.8541666666666666,0.8807870370370371,24,95,0.7600308641975309,0.9004629629629629,0.02328850999849169,-0.0017186097897426852,0.02,1.762204132761687
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70_raw_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__9e45fa01.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__9e45fa01.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_half,0.7,raw,0.5,-0.007854845756983475,0.9236111111111112,0.8541666666666666,0.8807870370370371,24,95,0.7600308641975309,0.9004629629629629,0.02328850999849169,-0.0034372195794853703,0.04,3.524408265523374
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__a8a7bf85.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__a8a7bf85.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_half,0.7,centered,0.25,-0.007854845756983475,0.9236111111111112,0.8541666666666666,0.8807870370370371,24,47,0.7600308641975309,0.9004629629629629,0.02328850999849169,0.0032162868396052834,0.02,0.8040717099013208
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__8b38a126.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70__8b38a126.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_contrast_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,contrast_half,0.7,centered,0.5,-0.007854845756983475,0.9236111111111112,0.8541666666666666,0.8807870370370371,24,47,0.7600308641975309,0.9004629629629629,0.02328850999849169,0.006432573679210567,0.04,1.6081434198026416
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70_raw_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__2f24b13a.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__2f24b13a.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax35,0.7,raw,0.25,-0.007737495166443842,0.9652777777777778,0.9375,0.7268518518518517,12,49,0.4251543209876543,0.6689814814814815,-0.12681484445890315,-0.0006581900064998439,0.02,0.8826850261905426
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70_raw_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__6a33fb2b.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__6a33fb2b.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax35,0.7,raw,0.5,-0.007737495166443842,0.9652777777777778,0.9375,0.7268518518518517,12,49,0.4251543209876543,0.6689814814814815,-0.12681484445890315,-0.0013163800129996877,0.04,1.7653700523810851
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__06636bce.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__06636bce.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax35,0.7,centered,0.25,-0.007737495166443842,0.9652777777777778,0.9375,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.0018255349443689925,0.0009961398345840146,0.45638373609224814
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__13858713.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70__13858713.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax35,0.7,centered,0.5,-0.007737495166443842,0.9652777777777778,0.9375,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.003651069888737985,0.001992279669168029,0.9127674721844963
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70_raw_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__2f24b13a.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__2f24b13a.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax50,0.7,raw,0.25,-0.007737495166443842,0.9583333333333334,0.9166666666666666,0.7268518518518517,12,49,0.4251543209876543,0.6689814814814815,-0.12681484445890315,-0.0006581900064998439,0.02,0.8826850261905426
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70_raw_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__6a33fb2b.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__6a33fb2b.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax50,0.7,raw,0.5,-0.007737495166443842,0.9583333333333334,0.9166666666666666,0.7268518518518517,12,49,0.4251543209876543,0.6689814814814815,-0.12681484445890315,-0.0013163800129996877,0.04,1.7653700523810851
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__06636bce.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__06636bce.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax50,0.7,centered,0.25,-0.007737495166443842,0.9583333333333334,0.9166666666666666,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.0018255349443689925,0.0009961398345840146,0.45638373609224814
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__13858713.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70__13858713.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax50,0.7,centered,0.5,-0.007737495166443842,0.9583333333333334,0.9166666666666666,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.003651069888737985,0.001992279669168029,0.9127674721844963
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70_raw_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__2f24b13a.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__2f24b13a.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax25,0.7,raw,0.25,-0.007737495166443842,0.9513888888888888,0.875,0.7268518518518517,12,49,0.4251543209876543,0.6689814814814815,-0.12681484445890315,-0.0006581900064998439,0.02,0.8826850261905426
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70_raw_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__6a33fb2b.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__6a33fb2b.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax25,0.7,raw,0.5,-0.007737495166443842,0.9513888888888888,0.875,0.7268518518518517,12,49,0.4251543209876543,0.6689814814814815,-0.12681484445890315,-0.0013163800129996877,0.04,1.7653700523810851
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__06636bce.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__06636bce.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax25,0.7,centered,0.25,-0.007737495166443842,0.9513888888888888,0.875,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.0018255349443689925,0.0009961398345840146,0.45638373609224814
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__13858713.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70__13858713.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax25,0.7,centered,0.5,-0.007737495166443842,0.9513888888888888,0.875,0.7268518518518517,12,26,0.4251543209876543,0.6689814814814815,-0.12681484445890315,0.003651069888737985,0.001992279669168029,0.9127674721844963
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70_raw_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_4ef2ca5a.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_4ef2ca5a.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax35,0.7,raw,0.25,-0.007404938694985819,0.8541666666666666,0.7708333333333334,0.7027777777777777,9,50,0.48456790123456794,0.7037037037037037,-0.1600804781115849,0.0018824209801319735,0.02,0.9004913174607503
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_f83c007a.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_f83c007a.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax35,0.7,raw,0.5,-0.007404938694985819,0.8541666666666666,0.7708333333333334,0.7027777777777777,9,50,0.48456790123456794,0.7037037037037037,-0.1600804781115849,0.003764841960263947,0.04,1.8009826349215006
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70_centered_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_c3578ca0.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_c3578ca0.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax35,0.7,centered,0.25,-0.007404938694985819,0.8541666666666666,0.7708333333333334,0.7027777777777777,9,19,0.48456790123456794,0.7037037037037037,-0.1600804781115849,-0.001257806875012513,0.0,0.3144517187531282
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70_centered_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_52c2e287.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lo_52c2e287.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax35,0.7,centered,0.5,-0.007404938694985819,0.8541666666666666,0.7708333333333334,0.7027777777777777,9,19,0.48456790123456794,0.7037037037037037,-0.1600804781115849,-0.002515613750025026,0.0,0.6289034375062564
