basename,source_path,parent_basename,parent_source_path,parent_highrep_actual_mean,parent_highrep_actual_p90,parent_highrep_null_strict_rate,parent_highrep_p90_dominance,parent_highrep_mean_dominance,parent_highrep_worst_mode_p90_dominance,support_target_count,support_targets,support_feature_count,semantic_q,semantic_policy,semantic_scale,semantic_type,semantic_active_cells,semantic_kept_cells,semantic_kept_frac,semantic_l1_retained_frac,semantic_alignment_mean_active,semantic_alignment_mean_kept,semantic_alignment_p10_kept,nonzero_rows,nonzero_cells,mean_abs_delta,max_abs_delta,l1_delta,q_abs_share,s_abs_share,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_50__s1_25_1061eab3.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_50__s1_25_1061eab3.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,anti_keep,1.25,anti_control,640,321,0.5015625,0.5009442014429243,0.1354078699496463,-0.6901182481683393,-1.3931787452549202,203,321,0.012723451443933961,0.35,22.266040026884433,0.25404500704494576,0.7459549929550544,5.6565762954929,0.0,0.0,5.708268285298258,0.0,10.901195446093277,0.0,promote_candidate,True,False,-0.0006210670903751915,-0.0009376386740236784,-0.00010705940899678322,0.9705882352941176,-0.00805391836073921
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s1_25_cea863bd.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s1_25_cea863bd.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.7,anti_damp25,1.25,anti_control,640,640,1.0,0.563378937384846,0.16719808526702,0.16719808526702,-1.0766287320986736,249,640,0.011556616929101598,0.35,20.2240796259278,0.23870704837839207,0.7612929516216079,4.827630353674801,0.0,0.0,5.233346633260567,0.0,10.163102638992433,0.0,promote_candidate,True,False,-0.0004394233809658853,-0.000668670900903351,-8.267047856262202e-05,0.9411764705882353,-0.007373311676872302
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s1_25_1af7dabf.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s1_25_1af7dabf.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,keep_l1,1.25,semantic_censor,640,195,0.3046875,0.6399112230361644,0.1354078699496463,1.318638576943546,0.832620028095106,141,195,0.016253066411941866,0.35,28.442866220898267,0.27928568681264154,0.7207143131873585,7.943685427423655,0.0,0.0,7.415621979476275,0.0,13.083558813998337,0.0,promote_candidate,True,False,-0.0006327074768928962,-0.0010709387981789223,-8.163105836003349e-05,0.9117647058823529,-0.004523202732370946
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_80__s1_00_36638b84.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_80__s1_00_36638b84.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,damp50,1.0,semantic_censor,640,640,1.0,0.6491299371760397,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.016487211974254706,0.35,28.852620954945742,0.24953970888983948,0.7504602911101607,7.199874633806043,0.0,0.0,7.65501250253568,0.0,13.99773381860402,0.0,promote_candidate,True,False,-0.0005478154634862355,-0.0008730336250245025,-7.04035322947857e-05,0.9117647058823529,-0.006390479284030304
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s1_25_ab7dad78.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s1_25_ab7dad78.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.7,anti_keep,1.25,anti_control,640,193,0.3015625,0.33531774099452116,0.16719808526702,-0.9636731803485463,-1.5830737839770803,142,193,0.006878387573723346,0.35,12.037178254015856,0.21649076793221753,0.7835092320677824,2.605937963948882,0.0,0.0,3.036895230386004,0.0,6.39434505968097,0.0,promote_candidate,True,False,-0.00033032878519186336,-0.0005039195306110403,-6.372326879593844e-05,0.9705882352941176,-0.005974741283168272
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_80__s1_00_34fba282.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_80__s1_00_34fba282.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,damp25,1.0,semantic_censor,640,640,1.0,0.47369490576405965,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.012031348232732431,0.35,21.054859407281754,0.2400138652806707,0.7599861347193293,5.053458189282785,0.0,0.0,5.630373818344395,0.0,10.371027399654574,0.0,promote_candidate,True,False,-0.0003827802965341316,-0.0006460046051542423,-5.8357169685730335e-05,0.9117647058823529,-0.003382369582694611
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_50__s1_00_28f84e2f.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_50__s1_00_28f84e2f.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,3,Q1|S1|S3,17,0.5,damp25,1.0,semantic_censor,643,643,1.0,0.6957282238539775,0.15817728411014778,0.15817728411014778,-1.1295142122074997,249,643,0.020612286825438884,0.35,36.07150194451804,0.27298935885316644,0.7270106411468337,9.847136188704726,0.0,0.0,9.70630528827072,0.0,16.518060467542597,0.0,too_small_to_submit,False,True,-0.0007075899654780702,-0.0011608312255189822,-4.8581353280281075e-05,0.9117647058823529,-0.007499252997855171
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s0_75_b3d7c76a.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s0_75_b3d7c76a.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,anti_damp25,0.75,anti_control,640,640,1.0,0.3344845487983559,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.008495552804331502,0.26250000000000007,14.867217407580124,0.23998483051637814,0.7600151694836217,3.567906649808263,0.0,0.0,3.823387360736005,0.0,7.475923397035856,0.0,too_small_to_submit,False,True,-0.0003213467866208907,-0.0004974378076246079,-4.8011945519359854e-05,0.9411764705882353,-0.005543379109624991
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s0_75_2942f788.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s0_75_2942f788.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.7,anti_keep,0.75,anti_control,640,193,0.3015625,0.20265312866322052,0.16719808526702,-0.9636731803485463,-1.5830737839770803,142,193,0.004157032544234008,0.26250000000000007,7.274806952409515,0.2149284219633425,0.7850715780366576,1.5635627783693298,0.0,0.0,1.8746371382316025,0.0,3.8366070358085826,0.0,too_small_to_submit,False,True,-0.00017225419218104576,-0.0002500767152303968,-4.7545184916645885e-05,0.9411764705882353,-0.0037915101500620163
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s1_00_f50c9c29.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s1_00_f50c9c29.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,anti_keep,1.0,anti_control,640,193,0.3015625,0.2613058645304105,0.1354078699496463,-1.0405632679865762,-1.540125660197948,148,193,0.006636891833045139,0.35,11.614560707828995,0.216283913855123,0.7837160861448771,2.5120426475971827,0.0,0.0,2.8957031287801467,0.0,6.206814931451666,0.0,too_small_to_submit,False,True,-0.00038598103585350807,-0.0005951305310513901,-4.713410915115582e-05,0.9117647058823529,-0.005719329965988507
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s0_75_e2437982.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s0_75_e2437982.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.7,anti_damp25,0.75,anti_control,640,640,1.0,0.3394898464974154,0.16719808526702,0.16719808526702,-1.0766287320986736,249,640,0.006963970157460959,0.26250000000000007,12.186947775556678,0.23767872526823627,0.7623212747317637,2.896578212204879,0.0,0.0,3.192507979956338,0.0,6.097861583395461,0.0,too_small_to_submit,False,True,-0.00021930409633314467,-0.0003233000290023752,-4.660861120125825e-05,0.9411764705882353,-0.004630652386284351
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_60__s1_25_b920d773.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_60__s1_25_b920d773.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.6,anti_keep,1.25,anti_control,640,257,0.4015625,0.42338469708157517,0.1354078699496463,-0.8581963054843957,-1.4847293561311137,177,257,0.010753522288321916,0.35,18.818664004563352,0.247654780876753,0.7523452191232471,4.660532110443376,0.0,0.0,4.561361702114872,0.0,9.596770192005106,0.0,too_small_to_submit,False,True,-0.0005205600416387739,-0.000816382474013057,-4.6512338256763654e-05,0.9117647058823529,-0.006397811680001281
