candidate_id,basename,source_path,policy_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,block_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,test_selected_rows,test_delta_mean,test_delta_p90_abs,test_delta_l1,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_centered_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_ce_3d83871b.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_ce_3d83871b.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.35,centered,0.5,-0.012412492468113823,0.9097222222222222,0.8125,26,-0.0036797820892707227,0.0014985701352020226,0.9199455223176807,below_selector_resolution,False,0.0001390213157462816,2.5087477868362128e-05,0.00024240125379486284,0.058823529411764705,-0.000353694149751671,15,0.0,0.3333333333333333,0.3333333333333333,0.0,False,below_selector_resolution
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf35_centered_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf35_c_613d94b2.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf35_c_613d94b2.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.35,centered,0.5,-0.014382602498575037,0.9444444444444444,0.8958333333333334,21,-0.002838004826898325,0.0,0.7095012067245812,below_selector_resolution,False,0.00014111802463830577,2.0927053208898958e-05,0.00024481253779302643,0.029411764705882353,-0.001548556400216089,15,0.0,0.2,0.2,0.0,False,below_selector_resolution
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_centered_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ce_4820401f.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ce_4820401f.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.7,centered,0.25,-0.014734683630404422,0.9375,0.8541666666666666,57,-0.0037976739981356914,0.02,0.9494184995339229,below_selector_resolution,False,0.00017052425682863385,2.4071770190659896e-05,0.00029549321361914584,0.029411764705882353,-0.0013722382527147081,15,0.0,0.4666666666666667,0.6,0.0,False,below_selector_resolution
S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_bf70_centered_s025,submission_e291_lifeblock_S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_bf70_centered_s_9211cdc1.csv,analysis_outputs/submission_e291_lifeblock_S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_bf70_centered_s_9211cdc1.csv,S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv,S4,raw_human_context,dateblock5,cluster6,subject_weekday,strong35,subject_cv,0.7,centered,0.25,-0.014015037377880013,0.8888888888888888,0.6875,50,-0.0036092785083051294,0.02,0.9023196270762823,below_selector_resolution,False,0.0001713215159886252,2.1819303340440903e-05,0.00029622623002578403,0.029411764705882353,-0.0016040531277030368,15,0.0,0.2,0.13333333333333333,0.0,False,below_selector_resolution
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_bf70_centered_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_bf70_1cb1290d.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_bf70_1cb1290d.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,0.7,centered,0.25,-0.014676205569045586,0.8055555555555556,0.6458333333333334,62,-0.004197042206144257,0.02,1.0492605515360642,below_selector_resolution,False,0.00018519306774267275,2.485017994770891e-05,0.00032055772304032077,0.029411764705882353,-0.0014263200045628033,15,0.0,0.4,0.4,0.0,False,below_selector_resolution
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf50_centered_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf50_ce_45fc38dd.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf50_ce_45fc38dd.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.5,centered,0.5,-0.014732944897266176,0.9375,0.8958333333333334,40,-0.00551147050148165,0.04,1.3778676253704125,below_selector_resolution,False,0.00023787409160831407,3.6177559070004636e-05,0.000412913006368511,0.029411764705882353,-0.0010944260319917243,15,0.0,0.4,0.4,0.0,False,below_selector_resolution
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_centered_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_c_340abac2.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_c_340abac2.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.5,centered,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,40,-0.005361513047441839,0.03570665251288984,1.3403782618604596,below_selector_resolution,False,0.00024020926475629226,4.416130575211525e-05,0.0004184472494542524,0.058823529411764705,-0.0010632021757485122,15,0.0,0.2,0.4666666666666667,0.0,False,below_selector_resolution
S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_bf70_centered_s050,submission_e291_lifeblock_S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_bf70_centered_s_ae949353.csv,analysis_outputs/submission_e291_lifeblock_S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_bf70_centered_s_ae949353.csv,S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv,S4,raw_human_context,dateblock5,cluster6,subject_weekday,strong35,subject_cv,0.7,centered,0.5,-0.014015037377880013,0.8888888888888888,0.6875,50,-0.007218557016610259,0.04,1.8046392541525647,block_or_reject,False,0.0003470823410060432,5.070493180573242e-05,0.0006019109575329505,0.029411764705882353,-0.0032081062554060735,15,0.0,0.4,0.4,0.2,False,block_or_reject
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_centered_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ce_f136654d.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ce_f136654d.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.7,centered,0.5,-0.014734683630404422,0.9375,0.8541666666666666,57,-0.007595347996271383,0.04,1.8988369990678458,block_or_reject,False,0.00034694610073668375,5.758785082455816e-05,0.0006035675290698034,0.058823529411764705,-0.0027444765054293607,15,0.0,0.4,0.4,0.0,False,block_or_reject
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_bf70_centered_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_bf70_7d0d9578.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_bf70_7d0d9578.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,0.7,centered,0.5,-0.014676205569045586,0.8055555555555556,0.6458333333333334,62,-0.008394084412288514,0.04,2.0985211030721285,block_or_reject,False,0.00037619321840954656,5.914343292730144e-05,0.000653542881639408,0.029411764705882353,-0.0028526400091256066,15,0.0,0.4,0.4,0.0,False,block_or_reject
