view_id,split,rep,mode,null_rep,null_delta_mean
family_jepa_context,dateblock5,pc,row,7,0.008064539176572873
family_jepa_context,dateblock5,pc,row,8,0.004780837720781956
family_jepa_context,dateblock5,pc,row,9,0.009571837795891895
family_jepa_context,dateblock5,pc,row,10,0.00891598164527696
family_jepa_context,dateblock5,pc,row,11,0.00874546075683986
family_jepa_context,dateblock5,pc,subject,0,0.0138886308773226
family_jepa_context,dateblock5,pc,subject,1,0.0058836901531801
family_jepa_context,dateblock5,pc,subject,2,0.011463813972633583
family_jepa_context,dateblock5,pc,subject,3,0.01110442219474699
family_jepa_context,dateblock5,pc,subject,4,0.0128794771185554
family_jepa_context,dateblock5,pc,subject,5,0.004930311703236339
family_jepa_context,dateblock5,pc,subject,6,0.01031825605040561
family_jepa_context,dateblock5,pc,subject,7,0.006508550809609802
family_jepa_context,dateblock5,pc,subject,8,0.008862688663105038
family_jepa_context,dateblock5,pc,subject,9,0.01028125872173499
family_jepa_context,dateblock5,pc,subject,10,0.00782832348131208
family_jepa_context,dateblock5,pc,subject,11,0.015569375143459145
family_jepa_context,dateblock5,pc,dateblock,0,0.008643192136106457
family_jepa_context,dateblock5,pc,dateblock,1,0.006883094173456149
family_jepa_context,dateblock5,pc,dateblock,2,0.009820871739353056
family_jepa_context,dateblock5,pc,dateblock,3,0.010970479230111518
family_jepa_context,dateblock5,pc,dateblock,4,0.017029321955723375
family_jepa_context,dateblock5,pc,dateblock,5,0.007592024701257939
family_jepa_context,dateblock5,pc,dateblock,6,0.006262033219044695
family_jepa_context,dateblock5,pc,dateblock,7,0.01190150630019057
family_jepa_context,dateblock5,pc,dateblock,8,0.0030714313787670072
family_jepa_context,dateblock5,pc,dateblock,9,0.010480916053659781
family_jepa_context,dateblock5,pc,dateblock,10,0.0066281722041952994
family_jepa_context,dateblock5,pc,dateblock,11,0.008170392358626393
family_jepa_context,dateblock5,cluster6,row,0,0.003111684571029822
family_jepa_context,dateblock5,cluster6,row,1,0.008270877143982796
family_jepa_context,dateblock5,cluster6,row,2,0.008778217687157872
family_jepa_context,dateblock5,cluster6,row,3,0.004740764036274817
family_jepa_context,dateblock5,cluster6,row,4,0.0098212615910119
family_jepa_context,dateblock5,cluster6,row,5,0.012042459829109722
family_jepa_context,dateblock5,cluster6,row,6,0.008027282442060682
family_jepa_context,dateblock5,cluster6,row,7,0.009013217003712921
family_jepa_context,dateblock5,cluster6,row,8,0.008604067360814252
family_jepa_context,dateblock5,cluster6,row,9,0.008262336292002601
family_jepa_context,dateblock5,cluster6,row,10,0.004018643939990804
family_jepa_context,dateblock5,cluster6,row,11,0.005509302080955569
family_jepa_context,dateblock5,cluster6,subject,0,0.009746046164895763
family_jepa_context,dateblock5,cluster6,subject,1,0.004184447294411253
family_jepa_context,dateblock5,cluster6,subject,2,0.007680366175557166
family_jepa_context,dateblock5,cluster6,subject,3,0.007171692401459222
family_jepa_context,dateblock5,cluster6,subject,4,0.007844637726580981
family_jepa_context,dateblock5,cluster6,subject,5,0.009285745184621155
family_jepa_context,dateblock5,cluster6,subject,6,0.009180152303647089
family_jepa_context,dateblock5,cluster6,subject,7,0.006279500175247477
family_jepa_context,dateblock5,cluster6,subject,8,0.004544632501146958
family_jepa_context,dateblock5,cluster6,subject,9,0.00913518564154116
family_jepa_context,dateblock5,cluster6,subject,10,0.008857510123681776
family_jepa_context,dateblock5,cluster6,subject,11,0.0018370024324971018
family_jepa_context,dateblock5,cluster6,dateblock,0,0.009605663704146459
family_jepa_context,dateblock5,cluster6,dateblock,1,0.008875074641121234
family_jepa_context,dateblock5,cluster6,dateblock,2,0.008664899280364497
family_jepa_context,dateblock5,cluster6,dateblock,3,0.00565377668783367
family_jepa_context,dateblock5,cluster6,dateblock,4,0.01237371310725423
family_jepa_context,dateblock5,cluster6,dateblock,5,0.005620229503125843
family_jepa_context,dateblock5,cluster6,dateblock,6,0.007616995568325339
family_jepa_context,dateblock5,cluster6,dateblock,7,0.007288618348580332
family_jepa_context,dateblock5,cluster6,dateblock,8,0.009824364862455462
family_jepa_context,dateblock5,cluster6,dateblock,9,0.005931520514306946
family_jepa_context,dateblock5,cluster6,dateblock,10,0.011359027865891031
family_jepa_context,dateblock5,cluster6,dateblock,11,0.0032254143022844178
raw_human_context,subject5,pc,row,0,0.009440146326004952
raw_human_context,subject5,pc,row,1,0.0168873581183685
raw_human_context,subject5,pc,row,2,0.01209880301026072
raw_human_context,subject5,pc,row,3,0.011696865886024508
raw_human_context,subject5,pc,row,4,0.012612689115782933
raw_human_context,subject5,pc,row,5,0.015223025902596705
raw_human_context,subject5,pc,row,6,0.009038021691285996
raw_human_context,subject5,pc,row,7,0.01110479228564135
raw_human_context,subject5,pc,row,8,0.00885790607821976
raw_human_context,subject5,pc,row,9,0.009838495452399818
raw_human_context,subject5,pc,row,10,0.009590308662613298
raw_human_context,subject5,pc,row,11,0.012817238422194843
raw_human_context,subject5,pc,subject,0,0.020954568638500173
raw_human_context,subject5,pc,subject,1,0.028612113465509403
raw_human_context,subject5,pc,subject,2,0.04096343948090707
raw_human_context,subject5,pc,subject,3,0.02977618938541912
raw_human_context,subject5,pc,subject,4,0.018984800292328345
raw_human_context,subject5,pc,subject,5,0.02908616460522378
raw_human_context,subject5,pc,subject,6,0.03251643053882915
raw_human_context,subject5,pc,subject,7,0.037090296033583714
raw_human_context,subject5,pc,subject,8,0.04517591893335872
raw_human_context,subject5,pc,subject,9,0.02973198670267937
raw_human_context,subject5,pc,subject,10,0.026835381103310248
raw_human_context,subject5,pc,subject,11,0.0216578516820192
raw_human_context,subject5,pc,dateblock,0,0.053540765712140934
raw_human_context,subject5,pc,dateblock,1,0.06718153596336678
raw_human_context,subject5,pc,dateblock,2,0.05275307215578641
raw_human_context,subject5,pc,dateblock,3,0.06916485436536778
raw_human_context,subject5,pc,dateblock,4,0.0654034784472205
raw_human_context,subject5,pc,dateblock,5,0.04774671223241424
raw_human_context,subject5,pc,dateblock,6,0.05308141678136553
raw_human_context,subject5,pc,dateblock,7,0.033026703899730205
raw_human_context,subject5,pc,dateblock,8,0.052864358070831056
raw_human_context,subject5,pc,dateblock,9,0.059980977320211806
raw_human_context,subject5,pc,dateblock,10,0.04807121170461247
raw_human_context,subject5,pc,dateblock,11,0.06529861355139978
raw_human_context,subject5,cluster6,row,0,0.007659463953955591
raw_human_context,subject5,cluster6,row,1,0.008762144045127604
raw_human_context,subject5,cluster6,row,2,0.00730591880472404
raw_human_context,subject5,cluster6,row,3,0.005985321639348665
raw_human_context,subject5,cluster6,row,4,0.01591583125141067
raw_human_context,subject5,cluster6,row,5,0.00709751669017005
raw_human_context,subject5,cluster6,row,6,0.008836335035057954
raw_human_context,subject5,cluster6,row,7,0.006145700582225315
raw_human_context,subject5,cluster6,row,8,0.00904630928201874
raw_human_context,subject5,cluster6,row,9,0.006890413393475244
raw_human_context,subject5,cluster6,row,10,0.006541670951659441
raw_human_context,subject5,cluster6,row,11,0.008113760805921475
raw_human_context,subject5,cluster6,subject,0,0.09079402227974476
raw_human_context,subject5,cluster6,subject,1,0.10422101655994719
raw_human_context,subject5,cluster6,subject,2,0.08140171242719411
raw_human_context,subject5,cluster6,subject,3,0.11820474406389414
raw_human_context,subject5,cluster6,subject,4,0.09156993006780638
raw_human_context,subject5,cluster6,subject,5,0.09256261425866097
raw_human_context,subject5,cluster6,subject,6,0.0903877185255045
raw_human_context,subject5,cluster6,subject,7,0.10982668423564247
raw_human_context,subject5,cluster6,subject,8,0.08841869227726969
raw_human_context,subject5,cluster6,subject,9,0.1082665419718515
raw_human_context,subject5,cluster6,subject,10,0.10709033382916258
raw_human_context,subject5,cluster6,subject,11,0.11257003950264924
raw_human_context,subject5,cluster6,dateblock,0,0.13687735674180784
raw_human_context,subject5,cluster6,dateblock,1,0.13772395167957377
raw_human_context,subject5,cluster6,dateblock,2,0.08015471969411554
raw_human_context,subject5,cluster6,dateblock,3,0.08403122209329991
raw_human_context,subject5,cluster6,dateblock,4,0.09347394879480099
raw_human_context,subject5,cluster6,dateblock,5,0.14699300958623018
raw_human_context,subject5,cluster6,dateblock,6,0.09047055721171109
raw_human_context,subject5,cluster6,dateblock,7,0.08531666654648072
raw_human_context,subject5,cluster6,dateblock,8,0.13345925352561847
raw_human_context,subject5,cluster6,dateblock,9,0.09403864687384884
raw_human_context,subject5,cluster6,dateblock,10,0.1765424533110927
raw_human_context,subject5,cluster6,dateblock,11,0.08072968965253748
raw_human_context,dateblock5,pc,row,0,0.014112559176121546
raw_human_context,dateblock5,pc,row,1,0.02493366330781288
raw_human_context,dateblock5,pc,row,2,0.010992461151512025
raw_human_context,dateblock5,pc,row,3,0.013508196084807213
raw_human_context,dateblock5,pc,row,4,0.020643211857621142
raw_human_context,dateblock5,pc,row,5,0.012574894486027872
raw_human_context,dateblock5,pc,row,6,0.01784820905861847
raw_human_context,dateblock5,pc,row,7,0.014681600654613547
raw_human_context,dateblock5,pc,row,8,0.0056597543285957
raw_human_context,dateblock5,pc,row,9,0.012509730493596891
raw_human_context,dateblock5,pc,row,10,0.01430764146943908
raw_human_context,dateblock5,pc,row,11,0.01626728965602407
raw_human_context,dateblock5,pc,subject,0,0.01433902159188343
raw_human_context,dateblock5,pc,subject,1,0.013594698305172
raw_human_context,dateblock5,pc,subject,2,0.012801892882157098
raw_human_context,dateblock5,pc,subject,3,0.01676537603168233
raw_human_context,dateblock5,pc,subject,4,0.01013146929982486
raw_human_context,dateblock5,pc,subject,5,0.008807735159948276
raw_human_context,dateblock5,pc,subject,6,0.014707832518062323
raw_human_context,dateblock5,pc,subject,7,0.011620519703643908
raw_human_context,dateblock5,pc,subject,8,0.015777798850574287
raw_human_context,dateblock5,pc,subject,9,0.011310256531165004
raw_human_context,dateblock5,pc,subject,10,0.009677415692564592
raw_human_context,dateblock5,pc,subject,11,0.011821489287534983
raw_human_context,dateblock5,pc,dateblock,0,0.015804082136731474
raw_human_context,dateblock5,pc,dateblock,1,0.015661543877938913
raw_human_context,dateblock5,pc,dateblock,2,0.02299358948318475
raw_human_context,dateblock5,pc,dateblock,3,0.014847467182650287
raw_human_context,dateblock5,pc,dateblock,4,0.012040585177685834
raw_human_context,dateblock5,pc,dateblock,5,0.014762826660166801
raw_human_context,dateblock5,pc,dateblock,6,0.009440341381642736
raw_human_context,dateblock5,pc,dateblock,7,0.01134594367984725
raw_human_context,dateblock5,pc,dateblock,8,0.014068720137834667
raw_human_context,dateblock5,pc,dateblock,9,0.019020265883633942
raw_human_context,dateblock5,pc,dateblock,10,0.022111943632592994
raw_human_context,dateblock5,pc,dateblock,11,0.011382272615123066
raw_human_context,dateblock5,cluster6,row,0,0.007207399845533503
raw_human_context,dateblock5,cluster6,row,1,0.004992839865518953
raw_human_context,dateblock5,cluster6,row,2,0.004749086016213758
raw_human_context,dateblock5,cluster6,row,3,0.005707931020059477
raw_human_context,dateblock5,cluster6,row,4,0.005249720070563394
raw_human_context,dateblock5,cluster6,row,5,0.005491663776336285
raw_human_context,dateblock5,cluster6,row,6,0.002928618092429756
raw_human_context,dateblock5,cluster6,row,7,0.005556263005741825
raw_human_context,dateblock5,cluster6,row,8,0.0070634984967025615
raw_human_context,dateblock5,cluster6,row,9,0.0008241932857277875
raw_human_context,dateblock5,cluster6,row,10,0.008320461849310932
raw_human_context,dateblock5,cluster6,row,11,0.006380166363492447
raw_human_context,dateblock5,cluster6,subject,0,0.0033485450565180963
raw_human_context,dateblock5,cluster6,subject,1,0.0054542134178944745
raw_human_context,dateblock5,cluster6,subject,2,0.005892804826569794
raw_human_context,dateblock5,cluster6,subject,3,0.005358472820348514
raw_human_context,dateblock5,cluster6,subject,4,0.005801763793722452
raw_human_context,dateblock5,cluster6,subject,5,0.006057257714714865
raw_human_context,dateblock5,cluster6,subject,6,0.0032989580805590224
raw_human_context,dateblock5,cluster6,subject,7,0.004598027079031611
raw_human_context,dateblock5,cluster6,subject,8,0.008034964971186402
raw_human_context,dateblock5,cluster6,subject,9,0.007330747731791336
raw_human_context,dateblock5,cluster6,subject,10,0.0035822297758496863
raw_human_context,dateblock5,cluster6,subject,11,0.003411501531052646
raw_human_context,dateblock5,cluster6,dateblock,0,0.004020057699160727
raw_human_context,dateblock5,cluster6,dateblock,1,0.004978884973119079
raw_human_context,dateblock5,cluster6,dateblock,2,0.002435061720462103
raw_human_context,dateblock5,cluster6,dateblock,3,0.006034312586393912
raw_human_context,dateblock5,cluster6,dateblock,4,0.009917817330951349
raw_human_context,dateblock5,cluster6,dateblock,5,0.003736674632044301
raw_human_context,dateblock5,cluster6,dateblock,6,0.006718619656408076
raw_human_context,dateblock5,cluster6,dateblock,7,0.009825938096309463
raw_human_context,dateblock5,cluster6,dateblock,8,0.013419004261611562
raw_human_context,dateblock5,cluster6,dateblock,9,0.008943373103729486
raw_human_context,dateblock5,cluster6,dateblock,10,0.0033664396104221878
raw_human_context,dateblock5,cluster6,dateblock,11,0.004623159149230537
hybrid_context,subject5,pc,row,0,0.012303838482070015
hybrid_context,subject5,pc,row,1,0.009253622459442565
hybrid_context,subject5,pc,row,2,0.01352193482874334
hybrid_context,subject5,pc,row,3,0.019654746958027602
hybrid_context,subject5,pc,row,4,0.012721564208285407
hybrid_context,subject5,pc,row,5,0.0033755979665687696
hybrid_context,subject5,pc,row,6,0.015108841873713672
hybrid_context,subject5,pc,row,7,0.008872531309015996
hybrid_context,subject5,pc,row,8,0.010464546757966329
hybrid_context,subject5,pc,row,9,0.015326740517755146
hybrid_context,subject5,pc,row,10,0.010487296038051637
hybrid_context,subject5,pc,row,11,0.00815781013783604
hybrid_context,subject5,pc,subject,0,0.019205482287029625
hybrid_context,subject5,pc,subject,1,0.015823771528763575
hybrid_context,subject5,pc,subject,2,0.01079779341315823
hybrid_context,subject5,pc,subject,3,0.03386353715916516
hybrid_context,subject5,pc,subject,4,0.011408700853706424
hybrid_context,subject5,pc,subject,5,0.008201600592210534
hybrid_context,subject5,pc,subject,6,0.024459043430834715
hybrid_context,subject5,pc,subject,7,0.01866620466277028
hybrid_context,subject5,pc,subject,8,0.03565465352749553
hybrid_context,subject5,pc,subject,9,0.019389128122496872
hybrid_context,subject5,pc,subject,10,0.022352007522652508
hybrid_context,subject5,pc,subject,11,0.014361753128622836
hybrid_context,subject5,pc,dateblock,0,0.04474179636151917
hybrid_context,subject5,pc,dateblock,1,0.02120628541861442
hybrid_context,subject5,pc,dateblock,2,0.0286360070495015
hybrid_context,subject5,pc,dateblock,3,0.009045759686570938
hybrid_context,subject5,pc,dateblock,4,0.041521550215332895
hybrid_context,subject5,pc,dateblock,5,0.03411056348415412
hybrid_context,subject5,pc,dateblock,6,0.015469732558208462
hybrid_context,subject5,pc,dateblock,7,0.020072722858337166
hybrid_context,subject5,pc,dateblock,8,0.03244943821259801
hybrid_context,subject5,pc,dateblock,9,0.022980170245839808
hybrid_context,subject5,pc,dateblock,10,0.026169450054215653
hybrid_context,subject5,pc,dateblock,11,0.01990904405365035
hybrid_context,subject5,cluster6,row,0,0.003760914233989086
hybrid_context,subject5,cluster6,row,1,0.01094595328566991
hybrid_context,subject5,cluster6,row,2,0.015547773706093202
hybrid_context,subject5,cluster6,row,3,0.0026710012049805387
hybrid_context,subject5,cluster6,row,4,0.008592643892510419
hybrid_context,subject5,cluster6,row,5,0.01004883809565195
hybrid_context,subject5,cluster6,row,6,0.010550222052562175
hybrid_context,subject5,cluster6,row,7,0.009907190542810942
hybrid_context,subject5,cluster6,row,8,0.0072345877499705126
hybrid_context,subject5,cluster6,row,9,0.006446244321428961
hybrid_context,subject5,cluster6,row,10,0.007482420047268845
hybrid_context,subject5,cluster6,row,11,0.01123715724572186
hybrid_context,subject5,cluster6,subject,0,0.1147184126489575
hybrid_context,subject5,cluster6,subject,1,0.07705191708895183
hybrid_context,subject5,cluster6,subject,2,0.07592013933082288
hybrid_context,subject5,cluster6,subject,3,0.13517920349602283
hybrid_context,subject5,cluster6,subject,4,0.0971079978734649
hybrid_context,subject5,cluster6,subject,5,0.1288379926550504
hybrid_context,subject5,cluster6,subject,6,0.08602299764553431
hybrid_context,subject5,cluster6,subject,7,0.09537095157217065
hybrid_context,subject5,cluster6,subject,8,0.12358953268028997
hybrid_context,subject5,cluster6,subject,9,0.1119313124103881
hybrid_context,subject5,cluster6,subject,10,0.07734263834648435
hybrid_context,subject5,cluster6,subject,11,0.08492433470216168
hybrid_context,subject5,cluster6,dateblock,0,0.07320219823946071
hybrid_context,subject5,cluster6,dateblock,1,0.10498102713482378
hybrid_context,subject5,cluster6,dateblock,2,0.08851587448584129
hybrid_context,subject5,cluster6,dateblock,3,0.09017022239318233
hybrid_context,subject5,cluster6,dateblock,4,0.09461525528910535
hybrid_context,subject5,cluster6,dateblock,5,0.08623512680678301
hybrid_context,subject5,cluster6,dateblock,6,0.09321171956297448
hybrid_context,subject5,cluster6,dateblock,7,0.06968761036737883
hybrid_context,subject5,cluster6,dateblock,8,0.09079042746870065
hybrid_context,subject5,cluster6,dateblock,9,0.08662283921935152
hybrid_context,subject5,cluster6,dateblock,10,0.08581334475716851
hybrid_context,subject5,cluster6,dateblock,11,0.08771189303980582
hybrid_context,dateblock5,pc,row,0,0.015605960507362229
hybrid_context,dateblock5,pc,row,1,0.022193205326571572
hybrid_context,dateblock5,pc,row,2,0.01472764517392874
hybrid_context,dateblock5,pc,row,3,0.01224201038128958
hybrid_context,dateblock5,pc,row,4,0.014584135723516514
hybrid_context,dateblock5,pc,row,5,0.011982634708680964
hybrid_context,dateblock5,pc,row,6,0.010200259927513595
hybrid_context,dateblock5,pc,row,7,0.010333782098833668
hybrid_context,dateblock5,pc,row,8,0.007507805683348285
hybrid_context,dateblock5,pc,row,9,0.021469494434672626
hybrid_context,dateblock5,pc,row,10,0.014264087112890258
hybrid_context,dateblock5,pc,row,11,0.009729518166701059
hybrid_context,dateblock5,pc,subject,0,0.013366651217612411
hybrid_context,dateblock5,pc,subject,1,0.007373076181027972
hybrid_context,dateblock5,pc,subject,2,0.014090169599716176
hybrid_context,dateblock5,pc,subject,3,0.005751909990891353
hybrid_context,dateblock5,pc,subject,4,0.018936850864530373
hybrid_context,dateblock5,pc,subject,5,0.014431605628033044
hybrid_context,dateblock5,pc,subject,6,0.010952633885650567
hybrid_context,dateblock5,pc,subject,7,0.01506963197968517
hybrid_context,dateblock5,pc,subject,8,0.019299009669696696
hybrid_context,dateblock5,pc,subject,9,0.007179844700124132
hybrid_context,dateblock5,pc,subject,10,0.006999264203873106
hybrid_context,dateblock5,pc,subject,11,0.01190659597717644
hybrid_context,dateblock5,pc,dateblock,0,0.012323401573216273
hybrid_context,dateblock5,pc,dateblock,1,0.007026734384981311
hybrid_context,dateblock5,pc,dateblock,2,0.011961582070789043
hybrid_context,dateblock5,pc,dateblock,3,0.00850985090235934
hybrid_context,dateblock5,pc,dateblock,4,0.006310231052451162
hybrid_context,dateblock5,pc,dateblock,5,0.004827162162417726
hybrid_context,dateblock5,pc,dateblock,6,0.009356175245979663
hybrid_context,dateblock5,pc,dateblock,7,0.018664759185781983
hybrid_context,dateblock5,pc,dateblock,8,0.010188341169656136
hybrid_context,dateblock5,pc,dateblock,9,0.01056527273800383
hybrid_context,dateblock5,pc,dateblock,10,0.012541752512262147
hybrid_context,dateblock5,pc,dateblock,11,0.01226420555658674
hybrid_context,dateblock5,cluster6,row,0,0.007586234827899266
hybrid_context,dateblock5,cluster6,row,1,0.008072248633566401
hybrid_context,dateblock5,cluster6,row,2,0.002829399262570436
hybrid_context,dateblock5,cluster6,row,3,0.00687564696478563
hybrid_context,dateblock5,cluster6,row,4,0.009581701464951806
hybrid_context,dateblock5,cluster6,row,5,0.006372572512199867
hybrid_context,dateblock5,cluster6,row,6,0.008726200779232378
hybrid_context,dateblock5,cluster6,row,7,0.007108558518093254
hybrid_context,dateblock5,cluster6,row,8,0.008787315377521279
hybrid_context,dateblock5,cluster6,row,9,0.008204488043555305
hybrid_context,dateblock5,cluster6,row,10,0.004000117723591308
hybrid_context,dateblock5,cluster6,row,11,0.009027696816832766
hybrid_context,dateblock5,cluster6,subject,0,0.012640179882622862
hybrid_context,dateblock5,cluster6,subject,1,0.007416701330506822
hybrid_context,dateblock5,cluster6,subject,2,0.008890689507758256
hybrid_context,dateblock5,cluster6,subject,3,0.009395144721584758
hybrid_context,dateblock5,cluster6,subject,4,0.007914284635713436
hybrid_context,dateblock5,cluster6,subject,5,0.0029037192629103
hybrid_context,dateblock5,cluster6,subject,6,0.007915366414392642
hybrid_context,dateblock5,cluster6,subject,7,0.008032610876889588
hybrid_context,dateblock5,cluster6,subject,8,0.008539754977191394
hybrid_context,dateblock5,cluster6,subject,9,0.009323383328817627
hybrid_context,dateblock5,cluster6,subject,10,0.009466170850810236
hybrid_context,dateblock5,cluster6,subject,11,0.005996395959644851
hybrid_context,dateblock5,cluster6,dateblock,0,0.008316864919719644
hybrid_context,dateblock5,cluster6,dateblock,1,0.0072681640501187006
hybrid_context,dateblock5,cluster6,dateblock,2,0.006729031901406676
hybrid_context,dateblock5,cluster6,dateblock,3,0.008734777529901403
hybrid_context,dateblock5,cluster6,dateblock,4,0.004654706726376087
hybrid_context,dateblock5,cluster6,dateblock,5,0.00616983782946201
hybrid_context,dateblock5,cluster6,dateblock,6,0.009150819237907297
hybrid_context,dateblock5,cluster6,dateblock,7,0.00566972025283801
hybrid_context,dateblock5,cluster6,dateblock,8,0.004301168225610298
hybrid_context,dateblock5,cluster6,dateblock,9,0.005865391123947984
hybrid_context,dateblock5,cluster6,dateblock,10,0.00450604400205482
hybrid_context,dateblock5,cluster6,dateblock,11,0.007733562110781689
