mode,hidden_block_id,subject_id,n_rows,len_bin,context_type,start,end,expected_mixmin_delta_vs_a2c8,expected_raw05_delta_vs_a2c8,expected_mixmin_delta_vs_raw05,support_min,support_mean,dominant_stage,rate_Q1,mixmin_delta_vs_a2c8_Q1,rate_Q2,mixmin_delta_vs_a2c8_Q2,rate_Q3,mixmin_delta_vs_a2c8_Q3,rate_S1,mixmin_delta_vs_a2c8_S1,rate_S2,mixmin_delta_vs_a2c8_S2,rate_S3,mixmin_delta_vs_a2c8_S3,rate_S4,mixmin_delta_vs_a2c8_S4
strict_subject,id04_b10,id04,1,1-2,between_train_runs,2024-10-21,2024-10-21,-0.0016079170605126805,0.0007351691058313633,-0.002343086166344044,5.0,15.0,exact_len_both_edges,0.49909255898366606,0.0,0.524671052631579,0.0,0.7213622291021672,-0.0005859472009988043,0.8289473684210527,0.005249632521996395,0.7973684210526315,0.0,0.5953947368421053,-0.015919104744586354,0.565015479876161,0.0
strict_subject,id04_b12,id04,3,3-5,between_train_runs,2024-10-23,2024-10-25,0.0009373485842339832,0.0002394053230113816,0.0006979432612226015,8.0,11.0,lenbin_both_edges,0.5855661881977672,-0.0023241281251432655,0.46685855263157894,-0.0018746087642693698,0.7335872576177285,0.0001639484288346038,0.713390092879257,0.01006779068793573,0.6674148606811144,0.0015011246574589965,0.405195681511471,-0.0027326379924682564,0.4803007518796993,0.0017599511972894444
strict_subject,id04_b14,id04,3,3-5,after_train_run,2024-10-27,2024-10-29,0.0008741448583027436,0.0009245403282757295,-5.039546997298583e-05,66.0,66.0,lenbin,0.41526315789473683,0.003858756545595088,0.4759941520467837,-0.006209986960971747,0.6008479532163743,0.008355564695523121,0.7167251461988305,0.0028728720944224406,0.6660233918128655,-8.304156928740092e-05,0.6133625730994153,-0.0029878036507955397,0.6251169590643275,0.000312652853633244
strict_subject,id05_b2,id05,7,6-10,between_train_runs,2024-09-28,2024-10-06,-0.0053749238203194705,0.001248307476763268,-0.006623231297082739,5.0,24.571428571428573,lenbin_both_edges,0.5853535353535353,-0.0007866165930229263,0.517739898989899,-0.0019517928582343247,0.6386897140418267,0.0009909036275144167,0.5041797283176593,0.0030918447497391144,0.57981220657277,-0.012322250467099338,0.5148740930431072,-0.026064117936014375,0.4518702651515152,-0.0005824372651188625
strict_subject,id05_b4,id05,5,3-5,between_train_runs,2024-10-10,2024-10-17,-0.0002058334636436676,0.000767515105540644,-0.0009733485691843116,5.0,9.428571428571429,lenbin_both_edges,0.6257177033492823,0.000810404632066275,0.43753665689149557,-0.0016052930670270582,0.6052785923753665,0.0022685971520269854,0.6073815073815074,0.007899441342458013,0.33218390804597697,-0.004251466665169179,0.20297979797979795,-0.006404705121243248,0.4356902356902357,-0.0001578125186174617
strict_subject,id05_b6,id05,2,1-2,between_train_runs,2024-11-06,2024-11-07,0.0012711354792559154,0.0004426911488834641,0.0008284443303724512,6.0,7.571428571428571,exact_len_both_edges,0.5636363636363636,0.005882872655442406,0.4954545454545454,-0.0048469493886681425,0.6787878787878788,-0.004502422518884441,0.5298295454545454,0.007029412697780568,0.4264705882352941,-5.7386933493441816e-05,0.2424242424242424,0.008759093044313881,0.4272727272727273,-0.0033666712016994227
strict_subject,id05_b8,id05,2,1-2,between_train_runs,2024-11-12,2024-11-13,-0.005048706611323743,0.0007009218086742518,-0.005749628419997995,5.0,9.857142857142858,exact_len_both_edges,0.6075757575757575,0.0032456945992742625,0.5965909090909091,-0.00352597517520703,0.6787878787878788,-0.005119101902586243,0.4639498432601881,-0.010771825000481017,0.34375,-0.010436368990258238,0.2424242424242424,-0.008745049460291643,0.46343873517786566,1.1679650283702436e-05
strict_subject,id05_b10,id05,5,3-5,after_train_run,2024-11-15,2024-11-19,-0.0011521713885723445,0.0008168927882109862,-0.0019690641767833306,6.0,12.571428571428571,exact_len_left_edge,0.5917355371900826,0.0013822736339094144,0.48550368550368544,-0.0007942498201044534,0.7043062200956939,-0.006914507775069967,0.6533596837944664,0.007155461587979195,0.3533333333333334,0.0,0.22242424242424244,-0.008590963718115852,0.5670995670995671,-0.0003032136286047482
strict_subject,id06_b2,id06,8,6-10,between_train_runs,2024-07-06,2024-07-13,0.0005473425781205497,0.0004734544075761,7.388817054444972e-05,8.0,11.714285714285714,lenbin_both_edges,0.23214285714285712,-0.005150369984640024,0.40773809523809523,-0.0017675413449957933,0.5886054421768707,0.00818564798375443,0.8428571428571429,0.005717813911578218,0.8224537037037037,-0.0024869028544862726,0.8351851851851851,-0.0014778769716365936,0.7887806637806638,0.0008106273072698844
strict_subject,id06_b4,id06,5,3-5,between_train_runs,2024-07-15,2024-07-20,-0.002078898585891347,0.0004497939628580948,-0.0025286925487494416,5.0,10.857142857142858,exact_len_both_edges,0.309375,0.0004958544458761871,0.3896551724137931,0.001002600197833714,0.5675675675675675,0.004218288558000771,0.86,-0.006652846333075224,0.8516129032258064,-0.006708765757854729,0.8108333333333334,-0.0011439028191608802,0.7241666666666666,-0.005763518392859268
strict_subject,id06_b6,id06,1,1-2,between_train_runs,2024-08-09,2024-08-09,0.00171809409611481,0.0002868510118601564,0.0014312430842546536,11.0,19.428571428571427,exact_len_both_edges,0.18571428571428572,-0.004820332429152141,0.61,-0.0007358940428147109,0.6521739130434783,0.007479008740993387,0.8928571428571429,0.0029470369392606277,0.7872340425531915,-0.012778580676966023,0.813953488372093,0.011850014553058341,0.8170731707317073,0.008085405588424188
strict_subject,id06_b8,id06,4,3-5,between_train_runs,2024-08-11,2024-08-14,0.0021676395992296094,0.0005374789765583064,0.001630160622671303,5.0,14.428571428571429,exact_len_both_edges,0.15517241379310345,-0.00046434213395657453,0.5075757575757576,0.001626870385692647,0.6157407407407407,0.006463260711275676,0.8434640522875817,-0.0010220573974961678,0.853448275862069,-0.006743456586507768,0.9166666666666666,-4.149956265891985e-05,0.7127906976744186,0.015354701778258373
strict_subject,id06_b10,id06,6,6-10,after_train_run,2024-08-19,2024-08-24,0.0016301142911828398,0.00014789710089365852,0.0014822171902891812,9.0,10.714285714285714,exact_len_left_edge,0.2333333333333333,0.0021260611606377378,0.5,-0.002218498667873159,0.5454545454545454,0.011196213000879252,0.8484848484848485,-0.002933332363894925,0.8194444444444444,-0.003622101797719268,0.8333333333333333,-0.002171661297997618,0.7761904761904762,0.009034120004247859
strict_subject,id07_b2,id07,15,11-16,between_train_runs,2024-07-13,2024-07-27,0.00044001812632795046,0.0007353048023823591,-0.00029528667605440865,7.0,14.714285714285714,lenbin_both_edges,0.4936742405060378,-0.001274069916449072,0.5621296220786016,0.001429637318645316,0.5113622426680463,-0.0004945175949818692,0.7814119553915472,0.0017192195544420974,0.718018468018468,0.00020286575081152058,0.8026801495208088,-0.0009586495150230578,0.5073862586992839,0.0024556412868507183
strict_subject,id07_b4,id07,15,11-16,after_train_run,2024-08-14,2024-09-01,-3.4369752223182915e-05,0.0010792210695769347,-0.0011135908218001176,6.0,34.285714285714285,lenbin,0.5192260970322196,-0.0014088837155793454,0.5621296220786016,0.001445227777214897,0.5575290639066149,-0.0008474484103487834,0.7040105586023954,0.003471456739880474,0.6732414410985839,-0.002386812961655993,0.7677973811902383,-0.0007449424650307623,0.49631037896344016,0.0002308147699572327
strict_subject,id08_b2,id08,2,1-2,between_train_runs,2024-07-31,2024-08-02,-0.0001774843785507439,0.0006813355243330583,-0.0008588199028838022,5.0,10.571428571428571,exact_len_both_edges,0.4369747899159664,0.008693170035535047,0.5589285714285714,0.0,0.326007326007326,-0.0033558204721422236,0.4503968253968254,0.0016667692185197147,0.5021645021645021,-0.006077692922279665,0.5467980295566502,0.00018786112863256044,0.5506912442396312,-0.002356677638120641
strict_subject,id08_b4,id08,6,6-10,between_train_runs,2024-08-05,2024-08-10,0.0009697227268466049,0.0013988842719445354,-0.0004291615450979304,6.0,9.285714285714286,exact_len_both_edges,0.33910533910533913,0.0035142337908339316,0.7405812324929971,-0.0020136482523004373,0.5357142857142857,-0.0034406081577224024,0.4706349206349207,0.00580744557349655,0.6687074829931972,0.0026623102868790216,0.7182539682539683,-0.0011653662878190474,0.5959677419354839,0.0014236921345586184
strict_subject,id08_b6,id08,2,1-2,between_train_runs,2024-08-12,2024-08-13,-0.0015017837638732212,0.002065246479347725,-0.003567030243220946,6.0,9.857142857142858,exact_len_both_edges,0.4285714285714286,-0.01662460253302278,0.6986607142857143,0.0004973238400159952,0.5057915057915058,0.004078540398513297,0.47689075630252103,0.008062827751313617,0.5178571428571428,-0.004981813287662229,0.5637065637065637,0.00033206091015325345,0.5448979591836735,-0.0018768234264237016
strict_subject,id08_b8,id08,1,1-2,between_train_runs,2024-09-04,2024-09-04,-0.0028522251397618786,0.0006022145845128168,-0.0034544397242746955,9.0,17.714285714285715,exact_len_both_edges,0.27714285714285714,0.0036495501500590777,0.7655677655677656,0.0,0.30827067669172936,0.0,0.4503968253968254,0.008696992894245192,0.6536796536796536,0.004335395274007725,0.8111380145278451,-0.018988556857381544,0.583011583011583,-0.0176589574392636
strict_subject,id08_b10,id08,4,3-5,between_train_runs,2024-09-06,2024-09-10,0.000788351284789744,0.0012643404728824384,-0.00047598918809269426,5.0,9.714285714285714,exact_len_both_edges,0.3316326530612245,-0.0020430096106596185,0.770935960591133,-0.0026028626202897476,0.4166040100250627,-0.012555186782804428,0.46380952380952384,0.009636561675134714,0.7242063492063492,0.003599738403199493,0.5978231292517007,-0.002268293620223294,0.6915584415584415,0.01175151154917109
strict_subject,id08_b12,id08,2,1-2,between_train_runs,2024-09-13,2024-09-14,0.0021066650157943734,0.0007207860778341489,0.0013858789379602246,8.0,13.571428571428571,exact_len_both_edges,0.4369747899159664,0.0,0.7380952380952381,-0.001192061149250745,0.326007326007326,0.00010972437896461518,0.4503968253968254,0.01677793130408678,0.5178571428571428,-0.008077753412240485,0.38831168831168833,0.0035757227075734477,0.560924369747899,0.003553091281427001
strict_subject,id08_b14,id08,2,1-2,after_train_run,2024-09-17,2024-09-19,-0.005494876599989326,-0.00013452094031804078,-0.005360355659671285,5.0,20.714285714285715,exact_len_left_edge,0.5583090379008746,-0.00929022413953895,0.5481049562682215,0.0,0.518796992481203,-0.02427251768150973,0.44684385382059805,0.003164574429788458,0.39413265306122447,-0.006176138690436428,0.5467980295566502,-0.005032750491543503,0.5116618075801749,0.0031429203733148725
strict_subject,id09_b2,id09,14,11-16,between_train_runs,2024-08-05,2024-08-20,0.0011622298278712226,0.0011783673436669576,-1.613751579573489e-05,5.0,6.857142857142857,lenbin_both_edges,0.49394510299998107,0.008285950292517219,0.4667788057190917,-0.00134147007484553,0.4643157515318996,0.0004502792042501147,0.5750931154631744,0.006575114588471931,0.751601017347072,0.00038652284437823425,0.7541534261808651,-0.005963813054323253,0.5594145831740449,-0.0002569750053501574
strict_subject,id09_b4,id09,13,11-16,after_train_run,2024-09-04,2024-09-21,-0.0005657445656167866,0.0007168072223404019,-0.0012825517879571885,5.0,5.571428571428571,exact_len,0.4918073796122577,9.608412727213356e-05,0.4720838455068901,-4.334561939078885e-05,0.47173233270794246,-0.0015188791551614678,0.5744215134459038,0.005340116524676586,0.7372107567229519,-0.0029056149182495883,0.7102620781237265,-0.004046061622062225,0.5778767244810138,-0.0008825112964021553
strict_subject,id10_b2,id10,11,11-16,between_train_runs,2024-08-04,2024-08-22,-0.0006974024079208536,0.0007229811147380876,-0.0014203835226589412,5.0,5.714285714285714,exact_len,0.49062604062604065,-0.0012918368076074715,0.5893416927899686,-0.001885397189773208,0.6165696372592925,-0.0006237725717197495,0.5545454545454546,0.003834656445291129,0.39393939393939387,-0.0014071490113209961,0.47878787878787876,-0.0018974198613858073,0.6272366522366523,-0.0016108978589298717
strict_subject,id10_b4,id10,11,11-16,after_train_run,2024-09-15,2024-09-26,0.0014235650300506361,0.0015595939137313466,-0.0001360288836807103,6.0,6.0,exact_len,0.5636363636363637,0.003965316906114569,0.603030303030303,-0.002135600748459421,0.6545454545454545,0.005318928538265766,0.5545454545454546,0.008435063207633098,0.39393939393939387,-0.005652368337470293,0.47878787878787876,-0.0017917212218178102,0.6413537851037852,0.001825336866088545
local_nonoverlap,id01_b2,id01,14,11-16,between_train_runs,2024-07-30,2024-08-16,0.0014995787718715206,0.0011897725670057219,0.0003098062048657987,5.0,8.571428571428571,lenbin_both_edges,0.43944548528199445,0.0029049705551438265,0.5822548770719503,0.00014946762011713854,0.6101072136704758,-0.0007909122003922908,0.6824620127412168,0.011528780167512909,0.6099410345751809,-0.0028271961785103494,0.8517962273218792,-0.0018837190513727453,0.48414722134234334,0.0014156604906021553
local_nonoverlap,id01_b4,id01,13,11-16,after_train_run,2024-09-01,2024-09-14,0.0018043409347998324,0.001032527479542768,0.0007718134552570644,6.0,8.142857142857142,lenbin_both_edges,0.4358453199916615,0.00392635548613729,0.5633359559402046,-0.0007888909012080392,0.5554721701063164,0.0029609864854085455,0.6193454242234729,0.008521311952766286,0.5966199112540576,-0.001027358107524745,0.8135382418525613,-0.0012403523355147827,0.5056517210824842,0.00027833396353427187
local_nonoverlap,id02_b2,id02,16,11-16,between_train_runs,2024-08-25,2024-09-09,0.0005618458321862378,0.0005607355526911495,1.1102794950883826e-06,6.0,11.857142857142858,lenbin_both_edges,0.5228791369920401,0.00902425394498918,0.6508112383112383,-0.0011522058282911196,0.6632949158684454,0.001033849297665479,0.8345801128695866,-0.003768073398757732,0.8518929788160557,-0.0008149194261966031,0.8595829765472622,-0.00023860278214321573,0.6939033189033189,-0.00015138098196232352
local_nonoverlap,id02_b4,id02,16,11-16,after_train_run,2024-09-28,2024-10-15,-0.0003597821326532762,0.0007501508453766943,-0.0011099329780299705,5.0,5.428571428571429,exact_len,0.5452586206896551,-0.00016848842103245332,0.6702586206896551,-0.0014141236797837742,0.7349137931034483,0.00288449871875196,0.875,-0.001729249893581919,0.8616605616605617,-0.001741293881464101,0.8461896973993748,0.00012199023269859888,0.75,-0.0004718080041612449
local_nonoverlap,id03_b2,id03,11,11-16,between_train_runs,2024-08-16,2024-08-28,-0.001414656868920632,0.0009348569572446643,-0.0023495138261652965,5.0,10.428571428571429,lenbin_both_edges,0.8016532946220446,-0.0011642929538606683,0.7490913365913366,-0.0005352777565942324,0.6619580174727233,-0.003416072223645039,0.76010101010101,0.005104909969857019,0.5015673981191222,-0.0018797735236038005,0.6247344916987775,-0.012580094399893493,0.2098664776084131,0.00456800280529579
local_nonoverlap,id03_b4,id03,10,6-10,after_train_run,2024-09-15,2024-10-09,0.0004636129855687478,0.00037825789131158097,8.535509425716681e-05,5.0,5.857142857142857,exact_len,0.8521212121212121,0.0011401719461784365,0.8150470219435737,-0.001419208682700901,0.7284848484848484,-0.001210251130697726,0.8212121212121212,0.005983960743358718,0.5121212121212121,0.0012785073347001408,0.47787878787878785,-0.0024184903869450824,0.15121212121212124,-0.0001093989249123517
local_nonoverlap,id04_b2,id04,1,1-2,between_train_runs,2024-09-09,2024-09-09,-0.0012404919381972127,0.0011236165241405424,-0.002364108462337755,12.0,33.142857142857146,exact_len_both_edges,0.3235867446393762,-0.0022304416525201765,0.5219298245614036,0.0015838332932528454,0.8162511542012927,-0.0035447356343984993,0.8276125095347063,0.012209109598274481,0.7681365576102418,-0.007873226921718657,0.736842105263158,-0.008827982250270483,0.6108033240997229,0.0
local_nonoverlap,id04_b4,id04,5,3-5,between_train_runs,2024-09-11,2024-09-15,-0.00164963556678867,0.0006477467124622763,-0.0022973822792509463,6.0,13.428571428571429,exact_len_both_edges,0.5187134502923977,-0.002380318203089815,0.4796992481203008,-0.0009108173470169234,0.7539473684210527,-0.0005681569750105586,0.7751196172248804,0.0014594344360085998,0.7637698898408811,-0.0013156375980909463,0.6726817042606517,-0.004190196751901021,0.5136842105263159,-0.003641756528420026
local_nonoverlap,id04_b6,id04,8,6-10,between_train_runs,2024-09-18,2024-09-26,0.0012918861674116044,0.000952063753319846,0.00033982241409175843,5.0,11.0,lenbin_both_edges,0.5324561403508772,-0.0006545345168904593,0.5195458157589095,-0.001210189434466158,0.7419732842745161,0.004985833262435735,0.728588713162216,0.009590744762060566,0.677514619883041,-0.000725252853806313,0.5446506892230577,0.0005411823030231355,0.44453842940685045,-0.003484580350475275
local_nonoverlap,id04_b8,id04,6,6-10,between_train_runs,2024-10-14,2024-10-19,-0.0007040432573118023,0.0010575338883191954,-0.0017615771456309976,5.0,12.142857142857142,exact_len_both_edges,0.5623109497882637,0.0011467977172952004,0.5194627192982456,-0.00036831964940742257,0.7654798761609908,-0.0015911012196759833,0.7746999076638966,0.008683724728893782,0.7335526315789473,-0.00036209583190904837,0.6407588739290087,-0.01200246993419829,0.5867709815078236,-0.0004348386121808545
local_nonoverlap,id04_b10,id04,1,1-2,between_train_runs,2024-10-21,2024-10-21,-0.0016615680520178286,0.0009513215380885708,-0.0026128895901063993,12.0,23.571428571428573,exact_len_both_edges,0.5803698435277382,0.0,0.5219298245614036,0.0,0.757085020242915,-0.002422341029707953,0.8276125095347063,0.005143925660169635,0.7681365576102418,0.0,0.5763157894736842,-0.014352560994586483,0.6108033240997229,0.0
local_nonoverlap,id04_b12,id04,3,3-5,between_train_runs,2024-10-23,2024-10-25,0.0013830351180831155,0.00021063612872597646,0.001172398989357139,5.0,13.0,lenbin_both_edges,0.5901116427432217,-0.002286161142581955,0.465114709851552,-0.001942091729554063,0.756813545491636,-0.0009432402372959725,0.6897149122807018,0.011167993353342509,0.6842105263157895,0.0024170957348783606,0.40612041467304627,-0.0027179555819620838,0.5121675155631012,0.0039856054297550125
local_nonoverlap,id04_b14,id04,3,3-5,after_train_run,2024-10-27,2024-10-29,0.001304978465654186,0.0006063841567508975,0.0006985943089032887,7.0,12.142857142857142,exact_len_left_edge,0.5563250230840258,0.0033715887212519835,0.5126705653021442,-0.0048685001010772,0.7619617224880383,0.0042629054570847424,0.7560837577815506,0.0038865110456954843,0.7346491228070176,0.0030836932550732943,0.5292397660818714,-0.0002510761753604651,0.533625730994152,-0.0003502729430885365
local_nonoverlap,id05_b2,id05,7,6-10,between_train_runs,2024-09-28,2024-10-06,-0.0007026791971697643,0.0006390572565484555,-0.00134173645371822,5.0,8.285714285714286,lenbin_both_edges,0.5754296208841663,-0.0008196599906240554,0.5230519480519481,-0.0021860704240251883,0.6847402597402596,-0.0005539977365789372,0.48365427675772504,0.002868800784583292,0.2350230414746544,-0.0009632020707115441,0.14679260133805586,-0.002668927084914563,0.45116423980060344,-0.0005956978579173544
local_nonoverlap,id05_b4,id05,5,3-5,between_train_runs,2024-10-10,2024-10-17,0.000407912651685906,0.0007097360482090245,-0.0003018233965231186,9.0,11.714285714285714,exact_len_both_edges,0.6402203856749311,-5.153732038654102e-05,0.43896103896103894,-0.0016974779743634816,0.6048128342245989,0.0023061340570346145,0.5192513368983958,0.009433342192777139,0.2648648648648649,-0.004236614824226437,0.14545454545454545,-0.00274043475091712,0.4373205741626795,-0.00015802281811683194
local_nonoverlap,id05_b6,id05,2,1-2,between_train_runs,2024-11-06,2024-11-07,0.0004426467131635351,0.0005714030540953889,-0.0001287563409318539,10.0,17.857142857142858,exact_len_both_edges,0.5543237250554324,0.005118225870520021,0.4832535885167464,-0.004663695791579436,0.696969696969697,-0.005747132786683151,0.5346320346320346,0.007046892834450702,0.29,-0.00194943979106732,0.21390374331550802,0.006608270585475973,0.4260042283298098,-0.0033145939289720427
local_nonoverlap,id05_b8,id05,2,1-2,between_train_runs,2024-11-12,2024-11-13,-0.00412889826055821,0.0007057610442996147,-0.004834659304857825,10.0,17.285714285714285,exact_len_both_edges,0.6788537549407114,0.005093186443343889,0.5992578849721707,-0.0036170212135669955,0.696969696969697,-0.0066119837207681,0.4461722488038277,-0.0100419791932711,0.325,-0.00904804998451525,0.21390374331550802,-0.006884026424795908,0.4004914004914005,0.0022075862696659954
local_nonoverlap,id05_b10,id05,5,3-5,after_train_run,2024-11-15,2024-11-19,-0.0008395798176321792,0.0007024120676505057,-0.001541991885282685,20.0,24.428571428571427,exact_len_left_edge,0.6256198347107437,0.0023372507265374542,0.5058585858585859,-0.001961745763796041,0.6912727272727273,-0.006093680885884689,0.6290271132376396,0.006895979108191952,0.3130434782608696,0.0,0.19734848484848486,-0.006532030877206663,0.5473098330241187,-0.0005228310312672679
local_nonoverlap,id06_b2,id06,8,6-10,between_train_runs,2024-07-06,2024-07-13,0.0007238552839761951,0.00046086541593632583,0.00026298986803986935,5.0,9.857142857142858,exact_len_both_edges,0.23520923520923517,-0.005024471957775667,0.4335034013605442,-0.0016602811443277021,0.6031155015197569,0.0074347136492285415,0.91796875,0.004894818976359683,0.90625,-0.0008895673860604969,0.9612068965517241,4.153582207289119e-05,0.8405172413793104,0.0002702390283361167
local_nonoverlap,id06_b4,id06,5,3-5,between_train_runs,2024-07-15,2024-07-20,-0.0011023405922043286,0.0005220574388273756,-0.001624398031031704,5.0,13.714285714285714,exact_len_both_edges,0.3,0.0008518613547910947,0.37812500000000004,0.0011231169605571134,0.5804878048780489,0.003793944035917818,0.875,-0.005533853170851422,0.8837209302325582,-0.004289574183140188,0.9095238095238096,-0.0005046441718709604,0.803448275862069,-0.0031572349708337555
local_nonoverlap,id06_b6,id06,1,1-2,between_train_runs,2024-08-09,2024-08-09,0.0011456059037746205,0.00016389487668348548,0.000981711027091135,30.0,39.57142857142857,exact_len_both_edges,0.1388888888888889,-0.002204972168692032,0.6228070175438597,-0.0001190488527802458,0.7017543859649122,0.003408030480123836,0.8913043478260869,0.0030745346100680693,0.8378378378378378,-0.00862357895183663,0.875,0.006837577053058541,0.8467741935483871,0.0056466991564808056
local_nonoverlap,id06_b8,id06,4,3-5,between_train_runs,2024-08-11,2024-08-14,0.002251001206044751,0.0004791941038520978,0.0017718071021926535,8.0,14.285714285714286,exact_len_both_edges,0.15625,-0.00039798289365489126,0.5328947368421053,0.001446477160309323,0.546875,0.009980768858094291,0.918918918918919,0.005173428519302692,0.8841463414634146,-0.0043818779849053024,0.936046511627907,-4.149956265891985e-05,0.8513513513513513,0.003977694345826066
local_nonoverlap,id06_b10,id06,6,6-10,after_train_run,2024-08-19,2024-08-24,0.0015179038569554143,0.00021931833751841806,0.0012985855194369963,5.0,15.571428571428571,exact_len_left_edge,0.20833333333333331,0.0015311775306628972,0.46551724137931033,-0.0024890343121382053,0.5769230769230769,0.009524462327724859,0.897063492063492,-0.001249133772797728,0.8446969696969698,-0.00290815617743434,0.8645833333333334,-0.001560263363482084,0.7945736434108528,0.007776274766152502
