candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,source_scope,view,model,split,target_kind,tail_q,policy,q3_dropped_cells,s4_dropped_cells,oof_loss_vs_full,oof_active_policy_delta,oof_tail_auc,oof_subject_win_rate,e230_q3_risk_top21_overlap,e230_q3_risk_top21_jaccard,e230_q3_swing_top25_overlap,e230_q3_swing_top25_jaccard,e230_q3_expected_positive_overlap,e230_q3_expected_positive_jaccard,baseline_expected_focus,baseline_adverse_delta,baseline_support_prob_focus_swing_weighted,expected_loss_vs_e224,adverse_reduction_vs_e224,support_gain_vs_e224,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,s4_top1_over_abs_expected,s4_adverse_delta,s4_expected_focus,actual_expected_focus,actual_adverse_delta,actual_support_prob_focus_swing_weighted,actual_expected_delta_vs_e224,actual_adverse_reduction_vs_e224,actual_support_gain_vs_e224,e237_gate,e237_score
q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top75,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top75,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,493,232,"Q1,Q3,S2,S3,S4",-0.0006230482085372284,-0.0007796482147695214,-0.0005351273677912404,-0.0005543690430509229,-0.00015639290888577785,-0.005456454009170674,0.003587159167020967,0.009043613176191642,9.833848841696186e-05,0.0004647981016855185,0.0008521335814987469,0.0018415055716890462,0.4813383573646771,0.46554483186455303,0.006520718353198145,0.03210207516903727,0.17209235472968332,3.604536638153459,1,1,7,0.15783447744410928,0.7460066417280228,0.01087380524808926,0.05139517719633932,False,q3s4,human_late,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_top75,38,37,-0.0006904491098407,-0.0045365734679971,0.5538705296514259,0.7,5,0.09259259259259259,3,0.05,17,0.12878787878787878,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,3.0338633676086843e-07,-0.0001863845975066166,-0.0004393002153812442,0.9112737681373122,0.0018781177017351204,-0.00010791322197057257,0.17413828714702423,0.000981034032483266,-0.0004852974285535351,-0.0006230482085372284,0.003587159167020967,0.46554483186455303,3.0140944349881394e-05,0.0005069101698445813,-0.0002446752238568495,False,-0.02016220900154827
all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top75,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top75,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,502,238,"Q1,Q3,S2,S3,S4",-0.0006422335134515829,-0.0007838587936222027,-0.0005479866355048372,-0.0005948551112277089,-0.0003284683605884734,-0.005462015963106994,0.003636973886500635,0.009098989849607629,9.673998182827695e-05,0.000449354830114821,0.0008330396629582643,0.001806035307697625,0.48058598147353343,0.47029477674785486,0.006432526432235808,0.031719586129110265,0.16929496819948486,3.6545926778002635,1,1,8,0.15063054138729565,0.6996751503979203,0.010631947438918026,0.04938513368428456,False,all3,human_core,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_top75,38,37,-0.0004538992951014,-0.0043000236532578,0.5571525577184246,0.7,7,0.1346153846153846,5,0.08620689655172414,16,0.12030075187969924,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-1.8881918577593653e-05,-0.00023619931698628475,0.004310644667920582,0.7329387871227959,0.0018556441151042396,-0.00012829387921689335,0.17456827209823628,0.0010360498412698943,-0.0004841020762215689,-0.0006422335134515829,0.003636973886500635,0.47029477674785486,1.0955639435526873e-05,0.00045709545036491314,0.004505269659444977,False,-0.020631611524331715
q3s4_latent_human_late_hgb_shallow_dateblock5_contrast_q0p10_drop_global_top75,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_latent_human_late_hgb_shallow_dateblock5_contrast_q0p10_drop_global_top75,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,500,232,"Q1,Q3,S2,S3,S4",-0.0006260397798795433,-0.0007745930208752859,-0.0005315326239419939,-0.0005719936948213499,-0.00019758346709744659,-0.005491212482168217,0.0036151112206759747,0.00910632370284419,9.833848841696186e-05,0.0004523085819444272,0.0008396440617576557,0.0018172344240241342,0.47869742070129745,0.46573690316223587,0.00647504022968459,0.03187213295995467,0.17209235472968332,3.632624101469111,1,1,8,0.15708025524493544,0.7224917592799872,0.010798922993067736,0.04966972366720909,False,q3s4,latent_human_late,hgb_shallow,dateblock5,contrast,0.1,drop_global_top75,35,40,-0.000376861767685,-0.0042229861258414,0.5784857401539157,0.7,3,0.05660377358490566,3,0.05263157894736842,14,0.10606060606060606,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-2.6881850055541015e-06,-0.0002143366511616245,-0.0002472289176984055,0.7841918847411895,0.001831534451980112,-0.0001254010534034243,0.17950011305422187,0.0010614787406867587,-0.0004708011684629984,-0.0006260397798795433,0.0036151112206759747,0.46573690316223587,2.7149373007566424e-05,0.0004789581161895734,-5.260392617401077e-05,False,-0.021077097528800746
all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_p10,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_p10,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,512,240,"Q1,Q3,S2,S3,S4",-0.0006572028103163155,-0.0008001127724099448,-0.000559398192930983,-0.0006120974656080189,-0.000296612879352866,-0.005587000973171875,0.0037105387143625754,0.00929753968753445,9.673998182827695e-05,0.000449354830114821,0.0008330396629582643,0.001806035307697625,0.4810777687114,0.4697739048680675,0.006468572077283414,0.03177870010387751,0.16929496819948486,3.7285138797769326,1,1,8,0.1471995863525225,0.6837384488641245,0.010404901197461923,0.04833050949137516,False,all3,human_core,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_p10,25,25,-0.0005083149550841,-0.0043544393132406,0.5571525577184246,0.7,6,0.15,5,0.1111111111111111,12,0.0967741935483871,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.3851215442326304e-05,-0.00030976414484822513,0.00378977278813325,0.7109326963707031,0.0019050851011037126,-0.0001322650663115334,0.17069042863698555,0.001077170868651299,-0.0004951001859916615,-0.0006572028103163155,0.0037105387143625754,0.4697739048680675,-4.013657429205778e-06,0.00038353062250297276,0.003984397779657645,False,-0.025934062499846172
all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,512,240,"Q1,Q3,S2,S3,S4",-0.0006572028103163155,-0.0008001127724099448,-0.000559398192930983,-0.0006120974656080189,-0.000296612879352866,-0.005587000973171875,0.0037105387143625754,0.00929753968753445,9.673998182827695e-05,0.000449354830114821,0.0008330396629582643,0.001806035307697625,0.4810777687114,0.4697739048680675,0.006468572077283414,0.03177870010387751,0.16929496819948486,3.7285138797769326,1,1,8,0.1471995863525225,0.6837384488641245,0.010404901197461923,0.04833050949137516,False,all3,human_core,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_top50,25,25,-0.0004086996813972,-0.0042548240395536,0.5571525577184246,0.8,6,0.15,5,0.1111111111111111,12,0.0967741935483871,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.3851215442326304e-05,-0.00030976414484822513,0.00378977278813325,0.7109326963707031,0.0019050851011037126,-0.0001322650663115334,0.17069042863698555,0.001077170868651299,-0.0004951001859916615,-0.0006572028103163155,0.0037105387143625754,0.4697739048680675,-4.013657429205778e-06,0.00038353062250297276,0.003984397779657645,False,-0.025934062499846172
all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,512,240,"Q1,Q3,S2,S3,S4",-0.0006572028103163155,-0.0008001127724099448,-0.000559398192930983,-0.0006120974656080189,-0.000296612879352866,-0.005587000973171875,0.0037105387143625754,0.00929753968753445,9.673998182827695e-05,0.000449354830114821,0.0008330396629582643,0.001806035307697625,0.4810777687114,0.4697739048680675,0.006468572077283414,0.03177870010387751,0.16929496819948486,3.7285138797769326,1,1,8,0.1471995863525225,0.6837384488641245,0.010404901197461923,0.04833050949137516,False,all3,human_core,lr_l2_c0p10,dateblock5,contrast,0.1,drop_each_top25,25,25,-0.0004086996813972,-0.0042548240395536,0.5571525577184246,0.8,6,0.15,5,0.1111111111111111,12,0.0967741935483871,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.3851215442326304e-05,-0.00030976414484822513,0.00378977278813325,0.7109326963707031,0.0019050851011037126,-0.0001322650663115334,0.17069042863698555,0.001077170868651299,-0.0004951001859916615,-0.0006572028103163155,0.0037105387143625754,0.4697739048680675,-4.013657429205778e-06,0.00038353062250297276,0.003984397779657645,False,-0.025934062499846172
q3s4_human_late_hgb_shallow_subject5_contrast_q0p10_drop_global_top75,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_human_late_hgb_shallow_subject5_contrast_q0p10_drop_global_top75,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,502,231,"Q1,Q3,S2,S3,S4",-0.0006236180598799903,-0.0007509095197265577,-0.0005367880127889473,-0.000583156647124466,-0.00022497484758745735,-0.0055001013952564615,0.003683775631788895,0.009183877027045356,9.833848841696186e-05,0.000441209226110682,0.0008230158044288264,0.0017920118361590615,0.481865889250983,0.4690169172544619,0.006557879115590968,0.032015507564401136,0.17209235472968332,3.701621147340175,1,1,8,0.15769025104225848,0.707499116038411,0.010707731400079449,0.0480417175460186,False,q3s4,human_late,hgb_shallow,subject5,contrast,0.1,drop_global_top75,38,37,-0.0004743414985906,-0.004320465856747,0.5190194420963652,0.8,3,0.05357142857142857,4,0.06779661016949153,23,0.18253968253968253,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-2.664650060011124e-07,-0.00028300106227454463,0.003032785174527597,0.8020137917706256,0.0018544868965870115,-0.0001226144605317292,0.17936110744674147,0.0010793952383950994,-0.00047116604133514046,-0.0006236180598799903,0.003683775631788895,0.4690169172544619,2.9571093007119413e-05,0.00041029370507665325,0.0032274101660519916,False,-0.0280201783126521
q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,507,239,"Q1,Q3,S2,S3,S4",-0.0006590206907163445,-0.000816101300369721,-0.0005695592871948398,-0.000591401484584473,-0.00017121892736854323,-0.005682061871841681,0.0037321514577601097,0.009414213329601791,9.833848841696186e-05,0.0004647981016855185,0.0008521335814987469,0.0018415055716890462,0.4822193102519623,0.4664406886413944,0.006611479559195826,0.032494819185016045,0.17209235472968332,3.7502313229680913,1,1,8,0.1492191213451425,0.7052860528252773,0.01044574676332743,0.0493719533871216,False,q3s4,human_late,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_top50,25,25,-0.0005195833316962,-0.0043657076898526,0.5538705296514259,0.7,4,0.09523809523809523,3,0.06382978723404255,11,0.088,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.566909584235532e-05,-0.0003313768882457595,0.0004565565614600975,0.8057046343296671,0.001964499256887718,-0.0001220527774409264,0.16664130255318352,0.0010504061960353965,-0.0005071303552622975,-0.0006590206907163445,0.0037321514577601097,0.4664406886413944,-5.831537829234794e-06,0.0003619178791054384,0.0006511815529844922,False,-0.028107490881729397
q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,507,239,"Q1,Q3,S2,S3,S4",-0.0006590206907163445,-0.000816101300369721,-0.0005695592871948398,-0.000591401484584473,-0.00017121892736854323,-0.005682061871841681,0.0037321514577601097,0.009414213329601791,9.833848841696186e-05,0.0004647981016855185,0.0008521335814987469,0.0018415055716890462,0.4822193102519623,0.4664406886413944,0.006611479559195826,0.032494819185016045,0.17209235472968332,3.7502313229680913,1,1,8,0.1492191213451425,0.7052860528252773,0.01044574676332743,0.0493719533871216,False,q3s4,human_late,lr_l2_c0p10,dateblock5,contrast,0.1,drop_each_top25,25,25,-0.0005195833316962,-0.0043657076898526,0.5538705296514259,0.7,4,0.09523809523809523,3,0.06382978723404255,11,0.088,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.566909584235532e-05,-0.0003313768882457595,0.0004565565614600975,0.8057046343296671,0.001964499256887718,-0.0001220527774409264,0.16664130255318352,0.0010504061960353965,-0.0005071303552622975,-0.0006590206907163445,0.0037321514577601097,0.4664406886413944,-5.831537829234794e-06,0.0003619178791054384,0.0006511815529844922,False,-0.028107490881729397
q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top21,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top21,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,511,241,"Q1,Q3,S2,S3,S4",-0.0006674503098899928,-0.0008242088604492256,-0.0005737963669499209,-0.0006043457022708319,-0.00021963887227228308,-0.005761151225996344,0.0038009528229676695,0.009562104048964012,9.833848841696186e-05,0.0004647981016855185,0.0008521335814987469,0.0018415055716890462,0.48173444502711543,0.4673033372128787,0.0066730401554342044,0.03274693167453429,0.17209235472968332,3.8193659863879974,1,1,8,0.14733454604758475,0.6963785839909569,0.01028418932835354,0.04860835013982892,False,q3s4,human_late,lr_l2_c0p10,dateblock5,contrast,0.1,drop_each_top21,21,21,-0.0005217009483977,-0.0043678253065542,0.5538705296514259,0.7,4,0.10526315789473684,2,0.045454545454545456,10,0.08196721311475409,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-4.4098715016003555e-05,-0.00040017825345331926,0.0013192051329444232,0.7212447341148887,0.002000481467315576,-0.0001363455201342202,0.1685904396171549,0.0010866404228855285,-0.000501267231742652,-0.0006674503098899928,0.0038009528229676695,0.4673033372128787,-1.426115700288303e-05,0.00029311651389787863,0.001513830124468818,False,-0.03373846883245587
