policy_id,slice_id,target,view_id,split,rep,label_mode,gate_group,model,n_rows,n_good,base_loss,aug_loss,full_aug_delta,benefit_mean,benefit_good_rate,slice_train_delta,slice_train_dominance,prevalence,auc,ap,ap_lift,top_frac,selected_rows,actual_delta,selected_benefit_mean,selected_good_rate,null_q20,null_median,null_best,dominance,placebo_adjusted_vs_median,row_dominance,row_null_best,subject_dominance,subject_null_best,dateblock_dominance,dateblock_null_best,train_gate,train_gate_bool
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.6653372637419803,0.4752655188944707,0.12415440778335962,0.7,315.0,-0.015035196276591556,-0.021478851823702197,0.5777777777777777,-0.0099685438122189,-0.0063950427785392505,-0.014885075378141766,1.0,-0.008640153498052305,1.0,-0.013931576432371529,1.0,-0.014885075378141766,1.0,-0.011333212046149788,1.0,True
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l2,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.6703658748049246,0.4641520085047822,0.11304089739367112,0.5,225.0,-0.014861037583915992,-0.029722075167832103,0.5955555555555555,-0.01136752034651467,-0.0071243159818132895,-0.018788556649938837,0.9583333333333334,-0.007736721602102703,1.0,-0.01428098061910732,0.875,-0.018788556649938837,1.0,-0.014189543816400585,1.0,True
Q3_raw_human_context_subject5_pc_good_subject5_lr_l2,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,good,subject5,lr_l2,450,244,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.5422222222222223,0.5575759987267229,0.590858614172934,0.04863639195071168,0.25,112.0,-0.013713755524436766,-0.05509991058925396,0.5803571428571429,-0.011676321501740694,-0.004763312815941667,-0.02050043441019911,0.8854166666666666,-0.008950442708495099,0.90625,-0.02050043441019911,1.0,-0.012855960898216834,0.75,-0.02006056623404462,1.0,True
S4_family_jepa_context_dateblock5_cluster6_strong35_dateblock5_lr_l2,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,strong35,dateblock5,lr_l2,450,158,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,0.5822222222222222,-0.0111307039018355,1.0,0.3511111111111111,0.7356944685278307,0.5174675266797581,0.16635641556864705,0.7,315.0,-0.013574240433575246,-0.01939177204796452,0.6095238095238096,-0.012660383845616296,-0.01037642095105834,-0.017258690850907143,0.8854166666666666,-0.003197819482516906,0.875,-0.017258690850907143,0.90625,-0.015837945202451964,0.875,-0.015256829193450838,1.0,True
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.6653372637419803,0.4752655188944707,0.12415440778335962,0.5,225.0,-0.013269890157206365,-0.026539780314412797,0.5777777777777777,-0.009764904664255503,-0.005109606555706414,-0.01737144612140107,0.9166666666666666,-0.008160283601499951,0.96875,-0.014221908059235622,0.8125,-0.01737144612140107,0.96875,-0.013885888601996133,1.0,True
S4_raw_human_context_dateblock5_cluster6_strong35_subject5_hgb_shallow,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,strong35,subject5,hgb_shallow,450,158,0.670939855156744,0.6610034099550242,-0.009936445201719879,-0.009936445201719926,0.5755555555555556,-0.0099364452017201,1.0,0.3511111111111111,0.6344503207907057,0.4219176399633794,0.07080652885226829,0.7,315.0,-0.01319244651056628,-0.0188463521579519,0.580952380952381,-0.01249460605635222,-0.009600459441079845,-0.017696447032053086,0.875,-0.0035919870694864353,0.9375,-0.015207754692537101,0.96875,-0.016069759933289185,0.71875,-0.017696447032053086,1.0,True
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l2,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.6703658748049246,0.4641520085047822,0.11304089739367112,0.35,158.0,-0.013021877102077362,-0.037087624657815656,0.6139240506329114,-0.00793233437717078,-0.005419362512514236,-0.015127398183961804,0.9895833333333334,-0.007602514589563125,1.0,-0.012300314502146747,0.96875,-0.015127398183961804,1.0,-0.01022585155216127,1.0,True
S4_family_jepa_context_dateblock5_cluster6_strong35_subject5_lr_l2,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,strong35,subject5,lr_l2,450,158,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,0.5822222222222222,-0.0111307039018355,1.0,0.3511111111111111,0.7064765042483094,0.4682104287804746,0.11709931766936349,0.5,225.0,-0.012482203011736859,-0.024964406023473593,0.6577777777777778,-0.010402683928373069,-0.007069193272353336,-0.01626420796914274,0.9270833333333334,-0.005413009739383523,0.90625,-0.01626420796914274,0.90625,-0.01553317199586901,0.96875,-0.014209537670099026,1.0,True
S4_raw_human_context_dateblock5_cluster6_good_subject5_hgb_shallow,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,good,subject5,hgb_shallow,450,259,0.670939855156744,0.6610034099550242,-0.009936445201719879,-0.009936445201719926,0.5755555555555556,-0.0099364452017201,1.0,0.5755555555555556,0.5960096221876326,0.6699260345702664,0.09437047901471085,0.35,158.0,-0.012366196018722353,-0.03522017853433558,0.6582278481012658,-0.006085579803541408,-0.003271519735711992,-0.013122395659263875,0.9895833333333334,-0.009094676283010361,1.0,-0.010386269526586722,1.0,-0.011565139160992222,0.96875,-0.013122395659263875,1.0,True
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.6653372637419803,0.4752655188944707,0.12415440778335962,0.35,158.0,-0.011782289081247788,-0.03355715244659166,0.5949367088607594,-0.008298685839604247,-0.00559112322281452,-0.017534752461255465,0.9583333333333334,-0.006191165858433267,0.96875,-0.015969951051980624,0.90625,-0.017534752461255465,1.0,-0.010816941434094396,1.0,True
S4_raw_human_context_dateblock5_cluster6_good_subject5_hgb_shallow,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,good,subject5,hgb_shallow,450,259,0.670939855156744,0.6610034099550242,-0.009936445201719879,-0.009936445201719926,0.5755555555555556,-0.0099364452017201,1.0,0.5755555555555556,0.5960096221876326,0.6699260345702664,0.09437047901471085,0.5,225.0,-0.011747368762571875,-0.02349473752514371,0.6577777777777778,-0.009259967946624759,-0.005146453675473728,-0.01544264854977584,0.9270833333333334,-0.006600915087098147,0.90625,-0.014830755167057896,0.9375,-0.012788653928772376,0.9375,-0.01544264854977584,1.0,True
S4_family_jepa_context_dateblock5_cluster6_strong35_subject5_hgb_shallow,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,strong35,subject5,hgb_shallow,450,158,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,0.5822222222222222,-0.0111307039018355,1.0,0.3511111111111111,0.7460117912259407,0.532547146196589,0.18143603508547795,0.5,225.0,-0.011504365084692436,-0.023008730169384897,0.6355555555555555,-0.010254100289856627,-0.006704991243125513,-0.014257341247190691,0.8541666666666666,-0.004799373841566923,0.84375,-0.014257341247190691,0.9375,-0.013547437800178974,0.78125,-0.013446254647835998,1.0,True
S4_raw_human_context_dateblock5_cluster6_strong35_dateblock5_hgb_shallow,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,strong35,dateblock5,hgb_shallow,450,158,0.670939855156744,0.6610034099550242,-0.009936445201719879,-0.009936445201719926,0.5755555555555556,-0.0099364452017201,1.0,0.3511111111111111,0.6933197503034506,0.49977570174158414,0.14866459063047305,0.5,225.0,-0.010996680494328448,-0.02199336098865692,0.5822222222222222,-0.00807625282393043,-0.004479287854906533,-0.01758845130296427,0.9375,-0.006517392639421915,0.8125,-0.01758845130296427,1.0,-0.010842977185226976,1.0,-0.009646108898084593,1.0,True
S4_family_jepa_context_dateblock5_cluster6_strong35_subject5_hgb_shallow,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,strong35,subject5,hgb_shallow,450,158,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,0.5822222222222222,-0.0111307039018355,1.0,0.3511111111111111,0.7460117912259407,0.532547146196589,0.18143603508547795,0.35,158.0,-0.010932866815816622,-0.03113791181719879,0.6708860759493671,-0.008660215624572865,-0.005841574948854178,-0.018571830144782142,0.90625,-0.005091291866962444,0.9375,-0.015331869546556964,0.96875,-0.014923068315353727,0.8125,-0.018571830144782142,1.0,True
Q3_family_jepa_context_dateblock5_pc_good_subject5_lr_l1,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,good,subject5,lr_l1,450,251,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.5577777777777778,0.5944663556827965,0.626347617979917,0.06856984020213919,0.5,225.0,-0.010728870030109139,-0.021457740060217993,0.6444444444444445,-0.007897358223518114,-0.0029917698078680832,-0.01683732073974642,0.9270833333333334,-0.007737100222241056,0.9375,-0.012793986038287963,0.84375,-0.01683732073974642,1.0,-0.00814485863125991,1.0,True
Q3_family_jepa_context_dateblock5_pc_good_subject5_lr_l2,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,good,subject5,lr_l2,450,251,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.5577777777777778,0.5769484874572063,0.6107261799173023,0.05294840213952445,0.7,315.0,-0.010596390942232081,-0.015137701346045716,0.6095238095238096,-0.010184600063686378,-0.006826807250770894,-0.022210992011945097,0.8020833333333334,-0.003769583691461187,0.84375,-0.022210992011945097,0.78125,-0.01865328008932443,0.78125,-0.01701927293129435,1.0,True
Q3_family_jepa_context_dateblock5_pc_good_dateblock5_lr_l1,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,good,dateblock5,lr_l1,450,251,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.5577777777777778,0.5683997677631183,0.5932140778856975,0.03543630010791965,0.7,315.0,-0.009316705145691606,-0.013309578779559404,0.6158730158730159,-0.009003245843399843,-0.00523877047034732,-0.017299487306643657,0.8229166666666666,-0.004077934675344286,0.875,-0.016808862740344432,0.71875,-0.017299487306643657,0.875,-0.014914248025310717,1.0,True
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_hgb_shallow,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,hgb_shallow,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.682027050459511,0.5026984822391414,0.15158737112803028,0.35,158.0,-0.009048289873030968,-0.02577044584091128,0.6075949367088608,-0.0072751544863616235,-0.0035371454155865845,-0.013689949460588102,0.8958333333333334,-0.0055111444574443835,0.9375,-0.009373946960077983,0.75,-0.013689949460588102,1.0,-0.008899113612689247,1.0,True
Q3_family_jepa_context_dateblock5_pc_good_subject5_hgb_shallow,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,good,subject5,hgb_shallow,450,251,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.5577777777777778,0.5792908766942281,0.6111909136279938,0.05341313585021601,0.7,315.0,-0.008493205692720718,-0.012133150989601087,0.6031746031746031,-0.00834824653244759,-0.004432040757924249,-0.015945391710024293,0.8229166666666666,-0.0040611649347964685,0.78125,-0.015945391710024293,0.875,-0.010722240870080335,0.8125,-0.014331581871680932,1.0,True
Q3_family_jepa_context_dateblock5_pc_strong35_subject5_hgb_shallow,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,subject5,hgb_shallow,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.6512484827466621,0.46529884022979184,0.11418772911868075,0.35,158.0,-0.008238447651481406,-0.02346393318459874,0.5949367088607594,-0.005708137430927018,-0.0018183719921738284,-0.010827021676536042,0.9270833333333334,-0.006420075659307578,0.96875,-0.010827021676536042,0.9375,-0.010741291566507383,0.875,-0.010673915084539631,1.0,True
S4_family_jepa_context_dateblock5_cluster6_strong35_subject5_lr_l1,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,strong35,subject5,lr_l1,450,158,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,0.5822222222222222,-0.0111307039018355,1.0,0.3511111111111111,0.6895916421016126,0.45619976617373226,0.10508865506262116,0.35,158.0,-0.008214317760189771,-0.02339520881066708,0.5949367088607594,-0.007382491098781863,-0.0037362133843580336,-0.014732645242928943,0.8229166666666666,-0.004478104375831737,0.71875,-0.011955693610193885,0.875,-0.014732645242928943,0.875,-0.010648851286916838,1.0,True
Q3_family_jepa_context_dateblock5_pc_strong35_subject5_lr_l1,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,subject5,lr_l1,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.6378316282295821,0.45816925686103754,0.10705814574992645,0.7,315.0,-0.00797582978154554,-0.011394042545065083,0.5682539682539682,-0.007710086920180492,-0.004500798959314101,-0.01573456984052668,0.8229166666666666,-0.0034750308222314397,0.71875,-0.01573456984052668,0.875,-0.00962833294272869,0.875,-0.011011964830385135,1.0,True
S4_family_jepa_context_dateblock5_cluster6_strong35_subject5_hgb_shallow,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,strong35,subject5,hgb_shallow,450,158,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,0.5822222222222222,-0.0111307039018355,1.0,0.3511111111111111,0.7460117912259407,0.532547146196589,0.18143603508547795,0.15,68.0,-0.007849167334883833,-0.05194301912790763,0.6764705882352942,-0.007265508030269707,-0.0033900001232706756,-0.013225574352243252,0.8333333333333334,-0.0044591672116131575,0.96875,-0.008358069324874373,0.84375,-0.010677386391157118,0.6875,-0.013225574352243252,1.0,True
S4_raw_human_context_dateblock5_cluster6_strong35_dateblock5_hgb_shallow,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,strong35,dateblock5,hgb_shallow,450,158,0.670939855156744,0.6610034099550242,-0.009936445201719879,-0.009936445201719926,0.5755555555555556,-0.0099364452017201,1.0,0.3511111111111111,0.6933197503034506,0.49977570174158414,0.14866459063047305,0.35,158.0,-0.007645111171710739,-0.0217740508055052,0.5949367088607594,-0.006496086523050337,-0.0031338768539558304,-0.01331051444954634,0.8854166666666666,-0.004511234317754909,0.9375,-0.008950585419659096,0.78125,-0.01331051444954634,0.9375,-0.010467890150156034,1.0,True
S4_raw_human_context_dateblock5_cluster6_good_subject5_hgb_shallow,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,good,subject5,hgb_shallow,450,259,0.670939855156744,0.6610034099550242,-0.009936445201719879,-0.009936445201719926,0.5755555555555556,-0.0099364452017201,1.0,0.5755555555555556,0.5960096221876326,0.6699260345702664,0.09437047901471085,0.25,112.0,-0.007557291536957611,-0.030364117782419018,0.6696428571428571,-0.004308820325723772,-0.001460098981740765,-0.014009990605383216,0.9375,-0.006097192555216846,0.90625,-0.014009990605383216,0.9375,-0.008004268461610509,0.96875,-0.010876682276016902,1.0,True
S1_raw_human_context_dateblock5_pc_strong35_subject5_lr_l1,S1_raw_human_context_dateblock5_pc,S1,raw_human_context,dateblock5,pc,strong35,subject5,lr_l1,450,158,0.578495581151938,0.5748414285822542,-0.0036541525696838217,-0.0036541525696837753,0.5288888888888889,-0.0036541525696837,0.9629629629629628,0.3511111111111111,0.6517686838911045,0.46956885922514013,0.11845774811402904,0.15,68.0,-0.006888481207695807,-0.04558553740386898,0.6029411764705882,-0.004333139954665444,-0.0009619861443602717,-0.009337042749472446,0.90625,-0.005926495063335535,0.96875,-0.007028211119210703,0.8125,-0.009337042749472446,0.9375,-0.008972283507148071,1.0,True
Q3_family_jepa_context_dateblock5_pc_strong35_subject5_lr_l2,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,subject5,lr_l2,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.6183457603606728,0.42546272775840177,0.07435161664729067,0.35,158.0,-0.006664374190212929,-0.018980812567062293,0.5822784810126582,-0.006288979250334337,-0.0027853680303798756,-0.01330865479148069,0.8333333333333334,-0.003879006159833054,0.8125,-0.011875707840195981,0.875,-0.011140335802918844,0.8125,-0.01330865479148069,1.0,True
S4_raw_human_context_dateblock5_cluster6_strong35_dateblock5_hgb_shallow,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,strong35,dateblock5,hgb_shallow,450,158,0.670939855156744,0.6610034099550242,-0.009936445201719879,-0.009936445201719926,0.5755555555555556,-0.0099364452017201,1.0,0.3511111111111111,0.6933197503034506,0.49977570174158414,0.14866459063047305,0.25,112.0,-0.006648669517746564,-0.02671340431237455,0.6517857142857143,-0.005009765934720356,-0.002566677034982534,-0.011707213120502935,0.8645833333333334,-0.00408199248276403,0.84375,-0.011707213120502935,0.8125,-0.010403104088596349,0.9375,-0.009129152327266965,1.0,True
Q3_family_jepa_context_dateblock5_pc_good_subject5_hgb_shallow,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,good,subject5,hgb_shallow,450,251,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.5577777777777778,0.5792908766942281,0.6111909136279938,0.05341313585021601,0.5,225.0,-0.006498183131279256,-0.012996366262558562,0.6266666666666667,-0.006390960029576065,-0.001797961542870763,-0.013455604358751705,0.8020833333333334,-0.004700221588408493,0.65625,-0.013455604358751705,0.875,-0.007384648883325462,0.875,-0.009069491653460493,1.0,True
Q3_family_jepa_context_dateblock5_pc_strong35_subject5_lr_l1,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,strong35,subject5,lr_l1,450,158,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,0.5577777777777778,-0.0061996010196776,0.9814814814814816,0.3511111111111111,0.6378316282295821,0.45816925686103754,0.10705814574992645,0.25,112.0,-0.006399960604970278,-0.02571412743068424,0.6071428571428571,-0.0049254729829198984,-0.0009146885741877497,-0.010961811029385427,0.8958333333333334,-0.005485272030782529,0.84375,-0.010961811029385427,0.84375,-0.01040183375467496,1.0,-0.006280139141708774,1.0,True
