policy_id,slice_id,target,view_id,split,rep,label_mode,gate_group,model,n_rows,n_good,base_loss,aug_loss,full_aug_delta,benefit_mean,benefit_good_rate,slice_train_delta,slice_train_dominance,prevalence,auc,ap,ap_lift,top_frac,selected_rows,actual_delta,selected_benefit_mean,selected_good_rate,null_q20,null_median,null_best,dominance,placebo_adjusted_vs_median,row_dominance,row_null_best,subject_dominance,subject_null_best,dateblock_dominance,dateblock_null_best,train_gate,train_gate_bool
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,450,158,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.3511111111111111,0.751235477718051,0.566109468485866,0.21499835737475487,0.35,158.0,-0.02439916679475762,-0.06949129783317039,0.6075949367088608,-0.01795215963627317,-0.00982314755687791,-0.026080948506467916,0.96875,-0.014576019237879712,1.0,-0.022948236370722408,1.0,-0.021153277979299445,0.90625,-0.026080948506467916,1.0,True
Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,strong35,dateblock5,lr_l1,450,158,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.3511111111111111,0.7162302757066066,0.4997342991289201,0.148623188017809,0.5,225.0,-0.024375984797601502,-0.048751969595202706,0.6044444444444445,-0.02141825772005912,-0.014842361571507146,-0.032242835047478935,0.8645833333333334,-0.009533623226094357,1.0,-0.019802731305492594,0.96875,-0.02569544343367436,0.625,-0.032242835047478935,1.0,True
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,450,244,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.5422222222222223,0.5745861849434983,0.5817693702667833,0.039547148044561053,0.5,225.0,-0.02281324244872729,-0.045626484897454356,0.6355555555555555,-0.017205194218586017,-0.010690298335332582,-0.02691706757289536,0.9583333333333334,-0.012122944113394707,1.0,-0.02236069547723163,0.9375,-0.02691706757289536,0.9375,-0.026109321522045037,1.0,True
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,450,244,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.5422222222222223,0.5702092949228076,0.5896874753162862,0.04746525309406391,0.5,225.0,-0.020271177539041507,-0.04054235507808278,0.6,-0.014453661933344297,-0.00892486401220155,-0.022191990686922347,0.9895833333333334,-0.011346313526839957,1.0,-0.019987574843680744,0.96875,-0.022191990686922347,1.0,-0.019464763319436473,1.0,True
Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,strong35,subject5,hgb_shallow,450,158,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.3511111111111111,0.7232313161088955,0.5267743275315321,0.175663216420421,0.5,225.0,-0.020096584652324223,-0.040193169304648106,0.5955555555555555,-0.016979873008976964,-0.012492662989390835,-0.03123529826471627,0.8958333333333334,-0.007603921662933388,1.0,-0.01979510357996772,0.96875,-0.0204883998947043,0.71875,-0.03123529826471627,1.0,True
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,450,244,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.5422222222222223,0.5702092949228076,0.5896874753162862,0.04746525309406391,0.7,315.0,-0.019908213873707892,-0.02844030553386817,0.5746031746031746,-0.01637417330956159,-0.010952037889044752,-0.02930192116020769,0.9166666666666666,-0.00895617598466314,0.9375,-0.026833002043678333,0.875,-0.023292794219269664,0.9375,-0.02930192116020769,1.0,True
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,450,158,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.3511111111111111,0.751235477718051,0.566109468485866,0.21499835737475487,0.25,112.0,-0.01989338557057352,-0.07992878131034023,0.6428571428571429,-0.013905144794808755,-0.008488861618926369,-0.02447234234549478,0.9479166666666666,-0.01140452395164715,1.0,-0.018664898833087862,0.96875,-0.024256771530360988,0.875,-0.02447234234549478,1.0,True
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,450,244,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.5422222222222223,0.5745861849434983,0.5817693702667833,0.039547148044561053,0.25,112.0,-0.01887677414508182,-0.07584418183291768,0.5803571428571429,-0.016049338476083475,-0.009574082624884295,-0.026540427379031617,0.90625,-0.009302691520197526,1.0,-0.011750675510917796,0.96875,-0.0207564353317784,0.75,-0.026540427379031617,1.0,True
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,450,244,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.5422222222222223,0.5702092949228076,0.5896874753162862,0.04746525309406391,0.35,158.0,-0.018466115852563414,-0.05259336793451578,0.6075949367088608,-0.013732603660808085,-0.009008243988554654,-0.022802125188656874,0.9375,-0.00945787186400876,0.96875,-0.020238340234029706,0.90625,-0.022802125188656874,0.9375,-0.021184388753299532,1.0,True
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,450,244,0.6943832259829936,0.6799173282834925,-0.014465897699501129,-0.014465897699501027,0.5422222222222223,-0.0144658976995005,0.9629629629629628,0.5422222222222223,0.5702092949228076,0.5896874753162862,0.04746525309406391,0.25,112.0,-0.016562553208593456,-0.06654597271309835,0.625,-0.012226758727522324,-0.006225792979980549,-0.022788697419429904,0.9479166666666666,-0.010336760228612907,1.0,-0.014856390824642296,1.0,-0.013969673782774361,0.84375,-0.022788697419429904,1.0,True
