method,blocks,weighted_row_logloss,weighted_count_nll_per_row,rate_mae_weighted,count_mae_mean,is_subject_mean,transition_residual_mse,family,context,base,k,alpha,strength,pseudo_support_mean,hidden_support_mean,pseudo_dist_median,hidden_dist_median,pseudo_residual_l2_mean,hidden_residual_l2_mean,delta_weighted_row_logloss_vs_subject,delta_weighted_row_logloss_vs_raw,delta_transition_residual_mse_vs_raw,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate,s3_delta_vs_subject,s3_delta_vs_raw,row_beats_raw,transition_mse_beats_raw,fixes_s3_vs_subject,hidden_mixmin_negative,joint_gate
transition_topology_basesubject_k16_a12_w0.35,369,0.6251953423584566,0.30296329867827787,0.19641373573854462,0.905419415965486,0.0,29.354259470382058,transition_residual,topology,subject,16.0,12.0,0.35,16.0,16.0,1.0810207959473,1.055867493764832,1.6327062043865586,1.3848889891744447,0.01219356878188671,0.019926742458365232,-1.3742345931701188,36.0,0.00012981104936762768,-0.00039214640106958185,0.0006546408461040608,0.5555555555555556,0.02337858716523067,0.015576223177464876,False,True,False,False,False
transition_raw_topology_basesubject_k4_a24_w1.00,369,0.6252766960821302,0.3030446524019515,0.1969441312722204,0.9078644100109673,0.0,29.81306771816026,transition_residual,raw_topology,subject,4.0,24.0,1.0,4.0,4.0,1.0478958236715337,1.0008553823107418,0.4914644124654422,0.37683586570419575,0.012274922505560282,0.020008096182038804,-0.9154263453919178,36.0,0.00024298408647170362,-0.0003825070029634326,0.0006325874634632718,0.4444444444444444,0.014292490266764712,0.00649012627899892,False,True,False,False,False
transition_raw_residual_baseedge_shrink025_k8_a12_w0.35,369,0.6255691397868778,0.3033370961066989,0.20020885410113717,0.9229139859784129,0.0,29.236362991193527,transition_residual,raw_residual,edge_shrink025,8.0,12.0,0.35,8.0,8.0,0.8090438808390987,0.8262027578890381,0.9154528118277965,0.874800508204959,0.012567366210307851,0.020300539886786373,-1.4921310723586494,36.0,-0.0001380019986879386,-0.00030923038503433245,0.0006369964503494264,0.5,0.021321634333321238,0.013519270345555445,False,True,False,True,False
transition_full_transition_baseraw_k16_a12_w0.35,369,0.6256151617263538,0.3033831180461749,0.202327339472471,0.9326796868365128,0.0,30.837192684510278,transition_residual,full_transition,raw,16.0,12.0,0.35,16.0,16.0,1.0867368938493098,1.0514561665182682,1.3005472792218258,1.1671568465586306,0.012613388149783855,0.020346561826262377,0.10869862095810134,36.0,0.00030495638954874303,-0.0003027921049541141,0.0005719267803593833,0.4722222222222222,0.03610472940098686,0.028302365413221064,False,False,False,False,False
transition_full_transition_basesubject_k4_a12_w0.65,369,0.6259159592047383,0.30368391552455937,0.19784829749555385,0.9120323957721869,0.0,29.896945606615528,transition_residual,full_transition,subject,4.0,12.0,0.65,4.0,4.0,1.0458259569187434,1.0023991815472786,0.6701274098473565,0.5304507628874934,0.012914185628168373,0.020647359304646895,-0.8315484569366483,36.0,0.00021763206526374064,-0.00030109261694731126,0.0006312091563831468,0.5,0.016417432941097987,0.008615068953332194,False,True,False,False,False
transition_full_transition_baseraw_k4_a24_w1.00,369,0.6259187633853168,0.3036867197051379,0.20067390243502453,0.9250577453712105,0.0,30.92504767242831,transition_residual,full_transition,raw,4.0,24.0,1.0,4.0,4.0,1.0276573084477332,0.9858103654897716,0.4518753739796639,0.29326185615367084,0.012916989808746893,0.020650163485225415,0.19655360887613327,36.0,0.00020109998696965237,-0.0004163744861065804,0.0006041581849976005,0.5,0.035144591042747364,0.02734222705498157,False,False,False,False,False
transition_topology_baseraw_k8_a24_w0.65,369,0.6264072165281727,0.3041751728479937,0.19862848446152898,0.9156288673958288,0.0,30.625769827282518,transition_residual,topology,raw,8.0,24.0,0.65,8.0,8.0,1.0421498575026162,0.9895623153475519,0.8580388494159054,0.7387685893203544,0.01340544295160273,0.021138616628081253,-0.10272423626965832,36.0,0.00016402359929117936,-0.0004158914141257845,0.000624061497994538,0.5,0.04227325116561664,0.03447088717785085,False,True,False,False,False
transition_full_transition_baseedge_shrink025_k8_a24_w0.65,369,0.6264894764860448,0.304257432805866,0.1981198128386945,0.9132840152808119,0.0,29.33647280639258,transition_residual,full_transition,edge_shrink025,8.0,24.0,0.65,8.0,8.0,1.0643838921101245,1.0255988415210244,0.6422419260641437,0.5604915026312367,0.013487702909474875,0.021220876585953397,-1.3920212571595947,36.0,8.047654421505523e-05,-0.0005539229826044828,0.0006098087465415685,0.4722222222222222,0.024260124853204834,0.01645776086543904,False,True,False,False,False
transition_raw_residual_basesubject_k8_a4_w0.35,369,0.6265139267404877,0.30428188306030873,0.2024328472619616,0.9331660520124571,0.0,29.741085504064156,transition_residual,raw_residual,subject,8.0,4.0,0.35,8.0,8.0,0.6191523017999272,0.5291272038142144,0.9734695407681919,1.043048814484123,0.01351215316391774,0.02124532684039626,-0.9874085594880206,36.0,0.00022615006275482385,-0.00011371112640928186,0.0008163699326082158,0.4722222222222222,0.003139480172147824,-0.004662883815617969,False,True,False,False,False
transition_raw_residual_baseraw_k16_a12_w0.65,369,0.6268512494054574,0.3046192057252786,0.20497805365425847,0.9448988326988991,0.0,30.5909540930147,transition_residual,raw_residual,raw,16.0,12.0,0.65,16.0,16.0,0.7339085396278408,0.6875356841767861,0.756437205128239,0.7716745034974446,0.013849475828887514,0.021582649505366036,-0.1375399705374747,36.0,0.00048806805588126004,0.00012538080643128852,0.0007013703217724002,0.4166666666666667,0.026998245570352353,0.01919588158258656,False,True,False,False,False
transition_raw_topology_baseedge_shrink025_k8_a24_w0.65,369,0.6273681232841682,0.3051360796039892,0.19788377523541373,0.9121959394998339,0.0,29.22223423650745,transition_residual,raw_topology,edge_shrink025,8.0,24.0,0.65,8.0,8.0,1.0568040564134005,1.021158036968838,0.7312413030094075,0.6092090298233119,0.014366349707598314,0.022099523384076836,-1.506259827044726,36.0,9.840287424942545e-05,-0.0004605152887132587,0.000604931073135063,0.4166666666666667,0.025788159341109673,0.01798579535334388,False,True,False,False,False
transition_raw_topology_baseraw_k8_a24_w0.65,369,0.6277099092360559,0.30547786555587697,0.20135993030440616,0.9282201665251896,0.0,30.740313140792498,transition_residual,raw_topology,raw,8.0,24.0,0.65,8.0,8.0,1.030501993017853,0.9827319568819819,0.8008563928948486,0.6753439328863116,0.014708135659485921,0.022441309335964443,0.011819077240321718,36.0,0.0002493382017954285,-0.000373207646959134,0.0006085011795538291,0.4722222222222222,0.0333034077313592,0.02550104374359341,False,False,False,False,False
transition_full_transition_baseedge_shrink025_k16_a12_w0.35,369,0.6278617807612522,0.30562973708107327,0.1995157982245834,0.9197191674255187,0.0,29.249849484102004,transition_residual,full_transition,edge_shrink025,16.0,12.0,0.35,16.0,16.0,1.1003228603024546,1.0628708356298235,1.271880150229291,1.1357788982488832,0.014860007184682278,0.0225931808611608,-1.4786445794501724,36.0,-9.103810151214909e-05,-0.0005783300872194095,0.0005881095044798193,0.5277777777777778,0.03207965333424878,0.02427728934648299,False,True,False,True,False
transition_full_transition_baseedge_shrink025_k4_a24_w1.00,369,0.62810008566051,0.30586804198033113,0.198445795071265,0.9147867138651,0.0,29.318544830415473,transition_residual,full_transition,edge_shrink025,4.0,24.0,1.0,4.0,4.0,1.0275227770433089,1.0041096184973763,0.4543517824784837,0.3710631075721637,0.01509831208394008,0.0228314857604186,-1.4099492331367038,36.0,-0.00014854278443377406,-0.0009079177780148013,0.0006011052124559554,0.5277777777777778,0.027192872130990864,0.01939050814322507,False,True,False,True,False
transition_topology_basesubject_k4_a24_w1.00,369,0.628287828685103,0.306055785004924,0.19613877811339558,0.9041519283763845,0.0,29.50643467978319,transition_residual,topology,subject,4.0,24.0,1.0,4.0,4.0,1.003983909504755,0.95468657847973,0.5962303315814468,0.4813802393626816,0.015286055108533092,0.023019228785011614,-1.2220593837689862,36.0,0.00017813957814754428,-0.0005240684484841537,0.0007286934748104112,0.5833333333333334,0.025254235677182324,0.01745187168941653,False,True,False,False,False
transition_full_transition_basesubject_k4_a4_w0.35,369,0.6283784574151917,0.3061464137350128,0.19899875838549377,0.9173357398745932,0.0,29.92409326579119,transition_residual,full_transition,subject,4.0,4.0,0.35,4.0,4.0,1.0458259569187434,1.0023991815472786,1.340254819694713,1.0609015257749868,0.015376683838621785,0.023109857515100307,-0.8044007977609873,36.0,0.0002043704410668334,-0.00033420942693244006,0.0006220946522427613,0.5,0.018646926590237256,0.010844562602471464,False,True,False,False,False
transition_raw_residual_basesubject_k8_a24_w1.00,369,0.6286658661258523,0.30643382244567335,0.20362355176648986,0.9386549093625995,0.0,29.753877950154266,transition_residual,raw_residual,subject,8.0,24.0,1.0,8.0,8.0,0.6191523017999272,0.5291272038142144,0.36505107778807194,0.3911433054315462,0.01566409254928236,0.023397266225760882,-0.9746161133979108,36.0,0.00021519837758160004,-0.00013515973296522198,0.0008200968320285481,0.4722222222222222,0.003977983350888392,-0.0038243806368774003,False,True,False,False,False
transition_raw_topology_baseedge_shrink025_k16_a12_w0.35,369,0.6288177339115987,0.30658569023141974,0.19864699411183934,0.9157141923692107,0.0,29.12460708094555,transition_residual,raw_topology,edge_shrink025,16.0,12.0,0.35,16.0,16.0,1.0936273456561316,1.0532807979498415,1.3948442477835994,1.2656511984813845,0.015815960335028745,0.023549134011507267,-1.6038869826066247,36.0,-0.00011421292946956133,-0.0006132738511563638,0.0006268259030983905,0.6111111111111112,0.03433644383755752,0.026534079849791725,False,True,False,True,False
transition_raw_residual_basesubject_k16_a12_w0.65,369,0.6292225628307737,0.30699051915059494,0.20540825924798317,0.9468819755577765,0.0,29.67402137960901,transition_residual,raw_residual,subject,16.0,12.0,0.65,16.0,16.0,0.6561869398233995,0.5858583169185899,0.7129563953059712,0.799729317727221,0.016220789254203782,0.023953962930682304,-1.0544726839431675,36.0,0.00026096506549878906,-6.286362889886701e-05,0.0007987045961444514,0.4722222222222222,0.0046029598278630734,-0.003199404159902719,False,True,False,False,False
transition_topology_baseedge_shrink025_k8_a24_w0.65,369,0.6296818217729513,0.3074497780927724,0.19743017615345884,0.9101049583659446,0.0,29.13265288721143,transition_residual,topology,edge_shrink025,8.0,24.0,0.65,8.0,8.0,1.0421498575026162,0.9895623153475519,0.8246831800126475,0.7146312868855739,0.01668004819638136,0.02441322187285988,-1.5958411763407447,36.0,-8.081069471748659e-05,-0.0006185819166544677,0.0006220515851520273,0.4722222222222222,0.033918347866248144,0.02611598387848235,False,True,False,True,False
transition_raw_topology_basesubject_k4_a12_w0.65,369,0.6299584689397977,0.30772642525961885,0.1988316130814072,0.9165652407899012,0.0,29.853979016184972,transition_residual,raw_topology,subject,4.0,12.0,0.65,4.0,4.0,1.0478958236715337,1.0008553823107418,0.8600627218145237,0.6594627649823427,0.016956695363227747,0.02468986903970627,-0.8745150473672041,36.0,0.00022142672415701933,-0.0004535964295214899,0.000616329231566345,0.4444444444444444,0.018247343896535373,0.01044497990876958,False,True,False,False,False
transition_raw_residual_basesubject_k8_a12_w0.65,369,0.6300262920976791,0.30779424841750014,0.2043485447393725,0.9419969501400342,0.0,29.762394141759533,transition_residual,raw_residual,subject,8.0,12.0,0.65,8.0,8.0,0.6191523017999272,0.5291272038142144,0.5840817244609151,0.6258292886904739,0.0170245185211092,0.024757692197587722,-0.9660999217926438,36.0,0.00020914719363784816,-0.00014760478228682366,0.0008223097019411665,0.4722222222222222,0.004517637995727908,-0.0032847259920378846,False,True,False,False,False
transition_topology_baseraw_k16_a12_w0.35,369,0.6300573773711443,0.30782533369096526,0.2018149157828926,0.9303175386089443,0.0,30.499712208619613,transition_residual,topology,raw,16.0,12.0,0.35,16.0,16.0,1.0810207959473,1.055867493764832,1.6688967774286994,1.4117341431147716,0.01705560379457438,0.024788777471052903,-0.22878185493256353,36.0,-6.761866352785445e-06,-0.000587402618799691,0.0006089715492937054,0.5,0.04563015907174106,0.03782779508397527,False,True,False,True,False
transition_raw_residual_baseedge_shrink025_k8_a24_w0.65,369,0.6300961856746078,0.3078641419944289,0.20280760775572615,0.9348936064837131,0.0,29.268378064341388,transition_residual,raw_residual,edge_shrink025,8.0,24.0,0.65,8.0,8.0,0.8090438808390987,0.8262027578890381,0.5721580073923728,0.5467503176280994,0.01709441209803786,0.02482758577451638,-1.4601159992107888,36.0,-0.0001643281934500483,-0.0003203961186518972,0.000626324598492111,0.5,0.0243763054924363,0.01657394150467051,False,True,False,True,False
transition_raw_residual_baseraw_k16_a24_w1.00,369,0.6304661745872846,0.30823413090710583,0.206899201716743,0.9537548566942543,0.0,30.601944452841387,transition_residual,raw_residual,raw,16.0,24.0,1.0,16.0,16.0,0.7339085396278408,0.6875356841767861,0.5295060435897673,0.5401721524482113,0.01746440101071467,0.02519757468719319,-0.1265496107107893,36.0,0.0005018451683578776,0.00013752454263259734,0.0007012926573633932,0.4166666666666667,0.030677862884341822,0.02287549889657603,False,True,False,False,False
transition_topology_baseraw_k4_a24_w1.00,369,0.6307315579614341,0.30849951428125516,0.19989024965366964,0.9214452971839895,0.0,30.626970827166218,transition_residual,topology,raw,4.0,24.0,1.0,4.0,4.0,1.003983909504755,0.95468657847973,0.6034858738513814,0.4880428677429557,0.017729784384864167,0.02546295806134269,-0.10152323638595817,36.0,4.5020372959607275e-05,-0.0007234620862507915,0.0006906182221891902,0.6111111111111112,0.0440450206296199,0.03624265664185411,False,True,False,False,False
transition_raw_residual_baseedge_shrink025_k4_a24_w1.00,369,0.6308586600321386,0.30862661635195976,0.2025012079349558,0.9334811780416256,0.0,29.281982552454792,transition_residual,raw_residual,edge_shrink025,4.0,24.0,1.0,4.0,4.0,0.757642832540868,0.7598132807702529,0.409228888523359,0.38222539298257635,0.01785688645556871,0.025590060132047232,-1.446511511097384,36.0,-0.00018404450231868663,-0.0004422985110132485,0.000613919032257681,0.5277777777777778,0.031108938403899833,0.02330657441613404,False,True,False,True,False
transition_raw_topology_baseraw_k16_a12_w0.35,369,0.6308729602853093,0.3086409166051303,0.20304210565540812,0.9359745846066376,0.0,30.702264395905136,transition_residual,raw_topology,raw,16.0,12.0,0.35,16.0,16.0,1.066725699364597,1.0306588839566286,1.5277536980113344,1.3594432221423496,0.01787118670873933,0.02560436038521785,-0.0262296676470406,36.0,0.00013872782558609892,-0.0005724740480072178,0.0006001308982772232,0.4444444444444444,0.04086629099692696,0.033063927009161165,False,True,False,False,False
transition_raw_topology_baseedge_shrink025_k4_a24_w1.00,369,0.6312408274579657,0.3090087837777869,0.20063995139619897,0.9249012393629658,0.0,29.29281200658407,transition_residual,raw_topology,edge_shrink025,4.0,24.0,1.0,4.0,4.0,1.0244771390144631,0.9803198272969225,0.5097917769011987,0.42151094919560417,0.018239053881395795,0.025972227557874317,-1.4356820569681048,36.0,-0.0002040687572178462,-0.0009147565392107019,0.0005987193959143863,0.5277777777777778,0.029777465236505485,0.021975101248739692,False,True,False,True,False
transition_full_transition_basesubject_k16_a24_w0.65,369,0.6313437183887061,0.3091116747085271,0.20285394515597524,0.9351072105970567,0.0,29.84153978870106,transition_residual,full_transition,subject,16.0,24.0,0.65,16.0,16.0,1.1133081166509995,1.063900099970913,0.8831565370372474,0.7707880839982106,0.018341944812136135,0.026075118488614657,-0.8869542748511172,36.0,0.0004380475655969155,-0.00036005100122414786,0.0006001058843367078,0.5277777777777778,0.028471620722558155,0.020669256734792363,False,True,False,False,False
transition_raw_residual_baseraw_k4_a12_w1.00,369,0.6313727769169539,0.3091407332367751,0.20732411440137977,0.9557136005331899,0.0,30.906221697868865,transition_residual,raw_residual,raw,4.0,12.0,1.0,4.0,4.0,0.6628873608602655,0.6163110897860833,0.5025375995505527,0.5197976010874952,0.018371003340383996,0.026104177016862518,0.17772763431668892,36.0,-0.00012659279123523878,-0.0002008905917728201,0.0007200717461384982,0.5277777777777778,0.027732136725219125,0.019929772737453333,False,False,False,True,False
transition_full_transition_baseraw_k4_a12_w0.65,369,0.6315808229952823,0.30934877931510335,0.20328063916660336,0.9370741659143426,0.0,30.982270006908433,transition_residual,full_transition,raw,4.0,12.0,0.65,4.0,4.0,1.0276573084477332,0.9858103654897716,0.7907819044644119,0.513208248268924,0.018579049418712357,0.02631222309519088,0.2537759433562563,36.0,0.00019134371865058326,-0.0004637503609344879,0.0005898127308714889,0.5,0.0410579353940671,0.03325557140630131,False,False,False,False,False
transition_topology_baseedge_shrink025_k16_a12_w0.35,369,0.6317733990459833,0.30954135536580435,0.19881038041244964,0.9164673633647065,0.0,28.994629525586298,transition_residual,topology,edge_shrink025,16.0,12.0,0.35,16.0,16.0,1.0810207959473,1.055867493764832,1.5943906945446236,1.352888903454303,0.018771625469413356,0.026504799145891877,-1.7338645379658786,36.0,-0.00021301787952008995,-0.000759782602173411,0.0006099969102114018,0.6111111111111112,0.036205285640379614,0.02840292165261382,False,True,False,True,False
transition_full_transition_basesubject_k8_a4_w0.35,369,0.6320173187753884,0.30978527509520953,0.20172224943975747,0.9298903693686377,0.0,29.865710007521507,transition_residual,full_transition,subject,8.0,4.0,0.35,8.0,8.0,1.0762484342518293,1.028576214194492,1.6085063345736341,1.3906746830424284,0.01901554519881843,0.02674871887529695,-0.8627840560306694,36.0,0.00034590618256864113,-0.0003912725038369199,0.0005823037273599078,0.5,0.020772862171708373,0.01297049818394258,False,True,False,False,False
transition_raw_residual_baseedge_shrink025_k16_a12_w0.35,369,0.6323914352567921,0.31015939157661326,0.20461165018339905,0.9432098020649373,0.0,29.294615694942838,transition_residual,raw_residual,edge_shrink025,16.0,12.0,0.35,16.0,16.0,0.8707179846737859,0.8940312449297867,1.092134926972427,1.083171129588578,0.01938966168022216,0.02712283535670068,-1.4338783686093386,36.0,-0.00010720702139456325,-0.00016309224335135075,0.0006334431479635844,0.4166666666666667,0.029386072020859744,0.02158370803309395,False,True,False,True,False
transition_raw_topology_baseraw_k4_a24_w1.00,369,0.632532246444578,0.3103002027643992,0.202453901852997,0.933263108541864,0.0,30.897251818564946,transition_residual,raw_topology,raw,4.0,24.0,1.0,4.0,4.0,1.0017797184441535,0.948641397267046,0.5495911939929555,0.42327280618255,0.01953047286800802,0.02726364654448654,0.1687577550127699,36.0,0.00015577957895373254,-0.00036163072346045375,0.0005712178581064203,0.5277777777777778,0.03647221957489477,0.02866985558712898,False,False,False,False,False
transition_raw_residual_basesubject_k16_a24_w1.00,369,0.6325428571396692,0.3103108134594902,0.20724458431017304,0.9553469862103103,0.0,29.691355081648464,transition_residual,raw_residual,subject,16.0,24.0,1.0,16.0,16.0,0.6561869398233995,0.5858583169185899,0.4990694767141798,0.5598105224090546,0.01954108356309925,0.02727425723957777,-1.0371389819037127,36.0,0.00026628849354866667,-7.241079213844762e-05,0.0008006943930132917,0.4722222222222222,0.005961246968978484,-0.0018411170187873083,False,True,False,False,False
transition_full_transition_baseedge_shrink025_k4_a12_w0.65,369,0.632888483215288,0.31065643953510913,0.20056525829081379,0.9245569223649709,0.0,29.36564933069875,transition_residual,full_transition,edge_shrink025,4.0,12.0,0.65,4.0,4.0,1.0275227770433089,1.0041096184973763,0.7951156193373465,0.6493604382512864,0.01988670963871808,0.027619883315196603,-1.362844732853425,36.0,-0.00016978160041201634,-0.0009947296869968396,0.0005871423143872031,0.5555555555555556,0.03097414256550013,0.023171778577734337,False,True,False,True,False
transition_raw_topology_basesubject_k16_a24_w0.65,369,0.632895363821263,0.31066332014108405,0.2016523433295445,0.929568119250827,0.0,29.700099738598627,transition_residual,raw_topology,subject,16.0,24.0,0.65,16.0,16.0,1.113050514793156,1.0701312345582465,0.9744006406849577,0.866681402418983,0.01989359024469306,0.027626763921171582,-1.028394324953549,36.0,0.00030862249779231343,-0.0003041073373252695,0.000583975107367791,0.4444444444444444,0.029473916337686368,0.021671552349920575,False,True,False,False,False
transition_raw_topology_basesubject_k4_a4_w0.35,369,0.6332759577127417,0.3110439140325629,0.20011577659821653,0.9224849213917786,0.0,29.884000627719857,transition_residual,raw_topology,subject,4.0,4.0,0.35,4.0,4.0,1.0478958236715337,1.0008553823107418,1.7201254436290474,1.3189255299646854,0.02027418413617177,0.02800735781265029,-0.8444934358323195,36.0,0.00020861803464265679,-0.0004962864975750718,0.0006062602896702481,0.4722222222222222,0.021000239073742377,0.013197875085976585,False,True,False,False,False
transition_topology_baseedge_shrink025_k4_a24_w1.00,369,0.6335174449782235,0.31128540129804444,0.1992102477930493,0.9183106544606415,0.0,29.128010727846906,transition_residual,topology,edge_shrink025,4.0,24.0,1.0,4.0,4.0,1.003983909504755,0.95468657847973,0.5871861580031117,0.47969821379942257,0.020515671401653557,0.02824884507813208,-1.6004833357052703,36.0,-0.0002010945633270489,-0.0009209044341361508,0.000680683312649167,0.5555555555555556,0.03770045314154591,0.029898089153780116,False,True,False,True,False
transition_topology_basesubject_k4_a12_w0.65,369,0.6345509349438828,0.3123188912637038,0.1983198165657223,0.9142059836810126,0.0,29.519917841104537,transition_residual,topology,subject,4.0,12.0,0.65,4.0,4.0,1.003983909504755,0.95468657847973,1.043403080267532,0.8424154188846927,0.021549161367312886,0.029282335043791408,-1.2085762224476397,36.0,0.000151875189764424,-0.0006050641837396852,0.0007253972398287584,0.5555555555555556,0.031373831057528445,0.023571467069762653,False,True,False,False,False
transition_full_transition_basesubject_k16_a4_w0.35,369,0.6351016450954271,0.31286960141524817,0.20461163331939725,0.943209724326002,0.0,29.874359462036857,transition_residual,full_transition,subject,16.0,4.0,0.35,16.0,16.0,1.1133081166509995,1.063900099970913,1.7663130740744948,1.5415761679964213,0.022099871518857173,0.029833045195335695,-0.8541346015153195,36.0,0.00044432647991490625,-0.00039079012420597,0.0005888371023425183,0.5,0.032582603712259295,0.024780239724493502,False,True,False,False,False
transition_full_transition_basesubject_k8_a24_w1.00,369,0.6354215969943121,0.31318955331413323,0.20319023875239586,0.9366574420537269,0.0,29.896659316495803,transition_residual,full_transition,subject,8.0,24.0,1.0,8.0,8.0,1.0762484342518293,1.028576214194492,0.6031898754651128,0.5215030061409106,0.02241982341774218,0.0301529970942207,-0.831834747056373,36.0,0.0003420509920756759,-0.00042709115377446977,0.0005703379274091849,0.5,0.023706424653374136,0.015904060665608344,False,True,False,False,False
transition_full_transition_baseraw_k4_a4_w0.35,369,0.6354974005243591,0.3132653568441803,0.20501847907786822,0.94508518404188,0.0,31.022485141708177,transition_residual,full_transition,raw,4.0,4.0,0.35,4.0,4.0,1.0276573084477332,0.9858103654897716,1.5815638089288238,1.026416496537848,0.02249562694778917,0.030228800624267693,0.2939910781560009,36.0,0.0001857205524766356,-0.0004922056936888529,0.0005808460514391487,0.4722222222222222,0.04506798424152314,0.03726562025375735,False,False,False,False,False
transition_raw_topology_basesubject_k8_a4_w0.35,369,0.6358177048639384,0.31358566118375947,0.20212410357965968,0.9317428189403824,0.0,29.846061886320395,transition_residual,raw_topology,subject,8.0,4.0,0.35,8.0,8.0,1.0757965226678172,1.0264446853780913,1.9083567412392184,1.5639537840083133,0.022815931287368474,0.030549104963846996,-0.8824321772317809,36.0,0.00047309911457052775,-0.00027528574375177317,0.0005697047143568743,0.4166666666666667,0.021394789446273377,0.013592425458507584,False,True,False,False,False
transition_full_transition_baseedge_shrink025_k4_a4_w0.35,369,0.6362354050837844,0.3140033614036054,0.20191831652290132,0.9307941908006914,0.0,29.39939585215526,transition_residual,full_transition,edge_shrink025,4.0,4.0,0.35,4.0,4.0,1.0275227770433089,1.0041096184973763,1.590231238674693,1.2987208765025728,0.02323363150721447,0.03096680518369299,-1.3290982113969179,36.0,-0.00018261615821036592,-0.0010486511463333563,0.0005785035922570929,0.5277777777777778,0.03357798151086089,0.025775617523095096,False,True,False,True,False
transition_raw_residual_baseedge_shrink025_k4_a12_w0.65,369,0.6367119952079651,0.31447995152778613,0.205653117310004,0.9480107115022132,0.0,29.32874118617146,transition_residual,raw_residual,edge_shrink025,4.0,12.0,0.65,4.0,4.0,0.757642832540868,0.7598132807702529,0.7161505549158782,0.6688944377195086,0.023710221631395134,0.031443395307873656,-1.3997528773807169,36.0,-0.00021156270403701832,-0.0004686615454548318,0.0006029676952826158,0.5277777777777778,0.03586056851982944,0.028058204532063646,False,True,False,True,False
transition_raw_topology_baseedge_shrink025_k4_a12_w0.65,369,0.6369124389412224,0.3146803952610436,0.20314651951051796,0.9364559070118997,0.0,29.34198196535225,transition_residual,raw_topology,edge_shrink025,4.0,12.0,0.65,4.0,4.0,1.0244771390144631,0.9803198272969225,0.8921356095770978,0.7376441610923073,0.023910665364652472,0.031643839041130994,-1.3865120981999262,36.0,-0.00023035077518570134,-0.0010011747263231352,0.0005843434134065759,0.5555555555555556,0.03422331516563992,0.02642095117787413,False,True,False,True,False
transition_raw_topology_basesubject_k16_a4_w0.35,369,0.637126078107067,0.31489403442688807,0.20356295984187936,0.9383755953686632,0.0,29.726761889796748,transition_residual,raw_topology,subject,16.0,4.0,0.35,16.0,16.0,1.113050514793156,1.0701312345582465,1.9488012813699154,1.733362804837966,0.024124304530497076,0.0318574782069756,-1.0017321737554283,36.0,0.0003081554497961253,-0.00032891702268009215,0.0005721933491774961,0.4444444444444444,0.03369286284694628,0.02589049885918049,False,True,False,False,False
transition_full_transition_basesubject_k8_a12_w0.65,369,0.6375796830199543,0.3153476393397754,0.20408854525622214,0.9407984159372188,0.0,29.916661953040375,transition_residual,full_transition,subject,8.0,12.0,0.65,8.0,8.0,1.0762484342518293,1.028576214194492,0.9651038007441806,0.8344048098254571,0.024577909443384338,0.03231108311986286,-0.8118321105118014,36.0,0.00033992943555864285,-0.00044800019124587183,0.0005632640199529905,0.5277777777777778,0.02555229808259296,0.01774993409482717,False,True,False,False,False
transition_raw_residual_basesubject_k4_a12_w1.00,369,0.6376049376117748,0.3153728939315959,0.20791776202415665,0.9584501712820882,0.0,29.88411502875591,transition_residual,raw_residual,subject,4.0,12.0,1.0,4.0,4.0,0.590393460940331,0.48635300599592235,0.40901655581817364,0.45407581462879126,0.024603164035204905,0.03233633771168343,-0.8443790347962654,36.0,0.00013363427337388875,-0.00011908087840446464,0.0008259753304092777,0.4722222222222222,0.012947858523114197,0.005145494535348405,False,True,False,False,False
transition_topology_baseraw_k4_a12_w0.65,369,0.6385362273572288,0.3163041836770498,0.2028851616821183,0.9352511111687893,0.0,30.660736667886304,transition_residual,topology,raw,4.0,12.0,0.65,4.0,4.0,1.003983909504755,0.95468657847973,1.0561002792399172,0.8540750185501725,0.025534453780658883,0.033267627457137405,-0.06775739566587191,36.0,1.885642773408839e-05,-0.0007995727728371785,0.0006883104042480175,0.5833333333333334,0.05224901610659749,0.0444466521188317,False,True,False,False,False
transition_full_transition_baseedge_shrink025_k16_a24_w0.65,369,0.638971844873031,0.31673980119285194,0.2046729147967146,0.9434922169897332,0.0,29.341298643648514,transition_residual,full_transition,edge_shrink025,16.0,24.0,0.65,16.0,16.0,1.1003228603024546,1.0628708356298235,0.8903161051605036,0.7950452287742183,0.025970071296461117,0.03370324497293964,-1.3871954199036622,36.0,-0.00011000627112795452,-0.0006563314216428872,0.0005553510551612289,0.5277777777777778,0.043549089097451144,0.03574672510968535,False,True,False,True,False
transition_topology_basesubject_k4_a4_w0.35,369,0.6389887491265281,0.3167567054463492,0.1998852687683044,0.9214223365173059,0.0,29.534339801375886,transition_residual,topology,subject,4.0,4.0,0.35,4.0,4.0,1.003983909504755,0.95468657847973,2.086806160535064,1.6848308377693855,0.025986975549958213,0.033720149226436735,-1.1941542621762906,36.0,0.00013653082593446185,-0.0006534259650977447,0.0007235148128024315,0.5555555555555556,0.03557315788044635,0.027770793892680556,False,True,False,False,False
