method,blocks,weighted_row_logloss,weighted_count_nll_per_row,rate_mae_weighted,count_mae_mean,is_subject_mean,transition_residual_mse,family,context,base,k,alpha,strength,pseudo_support_mean,hidden_support_mean,pseudo_dist_median,hidden_dist_median,pseudo_residual_l2_mean,hidden_residual_l2_mean,delta_weighted_row_logloss_vs_subject,delta_weighted_row_logloss_vs_raw,delta_transition_residual_mse_vs_raw,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate,s3_delta_vs_subject,s3_delta_vs_raw,row_beats_raw,transition_mse_beats_raw,fixes_s3_vs_subject,hidden_mixmin_negative,joint_gate
raw_phone_base,369,0.6052685999000914,0.2830365562199124,0.1908421859994161,0.8797359305826741,0.0,30.728494063552176,baseline,,raw_phone_base,,,,,,,,,,-0.007733173676478522,0.0,0.0,36.0,0.00031079790455357655,3.386465748035595e-05,0.0007161868539675224,0.5,0.007802363987765792,0.0,True,True,False,False,False
transition_raw_residual_baseraw_k4_a24_w0.35,369,0.6054547658193715,0.28322272213919264,0.1909320641445131,0.8801502469100723,0.0,30.71141990575896,transition_residual,raw_residual,raw,4.0,24.0,0.35,4.0,4.0,0.6628873608602655,0.6163110897860833,0.2871643426003158,0.2970272006214259,-0.0075470077571984095,0.0001861659192801124,-0.017074157793217637,36.0,0.00022982222090870265,-1.880129150342938e-05,0.0007144295553257273,0.5,0.00778256321958104,-1.9800768184752293e-05,False,True,False,False,False
transition_raw_residual_baseraw_k8_a24_w0.35,369,0.6065419509970392,0.2843099073168603,0.19160365929298234,0.8832461367408209,0.0,30.71470678813543,transition_residual,raw_residual,raw,8.0,24.0,0.35,8.0,8.0,0.6946479310550522,0.6514844272287765,0.4064422569933364,0.384455552154988,-0.006459822579530705,0.0012733510969478168,-0.01378727541674607,36.0,0.00024257124744143455,-4.219352236581561e-05,0.0007108445183742834,0.5,0.007714345983583559,-8.801800418223316e-05,False,True,False,False,False
transition_topology_baseraw_k4_a24_w0.35,369,0.6073280342915955,0.28509599061141677,0.19079451954644824,0.8795161998604565,0.0,30.62354233340158,transition_residual,topology,raw,4.0,24.0,0.35,4.0,4.0,1.003983909504755,0.95468657847973,0.6034858738513814,0.4880428677429557,-0.005673739284974388,0.0020594343915041335,-0.10495173015059578,36.0,0.00020273831780478674,-0.00027249966132855983,0.0007056331238501468,0.5277777777777778,0.015478445366260196,0.007676081378494404,False,True,False,False,False
transition_raw_residual_baseraw_k4_a12_w0.35,369,0.6073285385490876,0.28509649486890865,0.19250818938581243,0.8874157998516717,0.0,30.71588012144198,transition_residual,raw_residual,raw,4.0,12.0,0.35,4.0,4.0,0.6628873608602655,0.6163110897860833,0.5025375995505527,0.5197976010874952,-0.005673235027482293,0.002059938648996229,-0.012613942110196064,36.0,0.00016441670881161709,-5.7487891169642476e-05,0.0007138731036477441,0.4722222222222222,0.009107291264490835,0.001304927276725043,False,True,False,False,False
transition_raw_residual_baseraw_k16_a24_w0.35,369,0.6075380977001414,0.2853060540199626,0.19279908645748584,0.8887567644015811,0.0,30.615500110973713,transition_residual,raw_residual,raw,16.0,24.0,0.35,16.0,16.0,0.7339085396278408,0.6875356841767861,0.5295060435897673,0.5401721524482113,-0.0054636758764284865,0.0022694978000500354,-0.11299395257846356,36.0,0.00037174576773215746,4.655024177499702e-05,0.0007077588549850807,0.4444444444444444,0.008406801858424573,0.0006044378706587805,False,True,False,False,False
transition_raw_residual_baseraw_k4_a24_w0.65,369,0.6077154599852038,0.28548341630502494,0.19282359896859497,0.8888697610991327,0.0,30.717725400115853,transition_residual,raw_residual,raw,4.0,24.0,0.65,4.0,4.0,0.6628873608602655,0.6163110897860833,0.2871643426003158,0.2970272006214259,-0.00528631359136611,0.0024468600851124123,-0.010768663436323322,36.0,0.00015484772545588176,-6.290242462208512e-05,0.0007138551701735807,0.4722222222222222,0.009390251981801878,0.0015878879940360857,False,True,False,False,False
transition_full_transition_baseraw_k4_a24_w0.35,369,0.6081078726825325,0.2858758290023536,0.19188424291306458,0.8845395587943711,0.0,30.75336606191751,transition_residual,full_transition,raw,4.0,24.0,0.35,4.0,4.0,1.0276573084477332,0.9858103654897716,0.4518753739796639,0.29326185615367084,-0.004893900894037406,0.0028392727824411157,0.02487199836533449,36.0,0.00026453493707720064,-0.00014480814095134414,0.0006757313533850721,0.5,0.014090622311174306,0.006288258323408513,False,False,False,False,False
transition_raw_topology_baseraw_k4_a24_w0.35,369,0.6088683349184942,0.2866362912383153,0.19209979403927946,0.8855331969127758,0.0,30.728054552197307,transition_residual,raw_topology,raw,4.0,24.0,0.35,4.0,4.0,1.0017797184441535,0.948641397267046,0.5495911939929555,0.42327280618255,-0.004133438658075694,0.0035997350184028276,-0.0004395113548696372,36.0,0.00024726882134482227,-0.00012481051797291423,0.0006612319885131684,0.5277777777777778,0.013857566589961179,0.006055202602195386,False,True,False,False,False
transition_raw_residual_baseraw_k8_a12_w0.35,369,0.6095976798295651,0.2873656361493862,0.19382803749116875,0.8934999777031927,0.0,30.72949037282326,transition_residual,raw_residual,raw,8.0,12.0,0.35,8.0,8.0,0.6946479310550522,0.6514844272287765,0.6503076111893382,0.6151288834479808,-0.0034040937470047883,0.004329079929473734,0.0009963092710840726,36.0,0.00020642932639537462,-8.066563685445879e-05,0.0007082450288875691,0.4444444444444444,0.009758382122174836,0.0019560181344090433,False,False,False,False,False
transition_topology_baseraw_k8_a24_w0.35,369,0.6103254097337724,0.2880933660535933,0.191745915115993,0.8839019013883582,0.0,30.60834814238891,transition_residual,topology,raw,8.0,24.0,0.35,8.0,8.0,1.0421498575026162,0.9895623153475519,0.8580388494159054,0.7387685893203544,-0.002676363842797569,0.005056809833680953,-0.12014592116326739,36.0,0.00021765802706056686,-0.00024369003061840708,0.0006652239066399529,0.5277777777777778,0.021742748044371707,0.013940384056605915,False,True,False,False,False
transition_raw_residual_baseraw_k16_a12_w0.35,369,0.6107513475954026,0.2885193039152238,0.19520938284303066,0.8998676428617757,0.0,30.589723006735586,transition_residual,raw_residual,raw,16.0,12.0,0.35,16.0,16.0,0.7339085396278408,0.6875356841767861,0.756437205128239,0.7716745034974446,-0.0022504259811673144,0.0054827476953112075,-0.13877105681659074,36.0,0.0004012127239472283,6.141419031067014e-05,0.0007050792931037858,0.3888888888888889,0.011195045749729848,0.003392681761964056,False,True,False,False,False
transition_full_transition_baseraw_k8_a24_w0.35,369,0.6110092346094329,0.28877719092925386,0.19402651345482494,0.894414903486876,0.0,30.76886431787131,transition_residual,full_transition,raw,8.0,24.0,0.35,8.0,8.0,1.053270784937275,1.0180064534301758,0.6571721287475221,0.5514501286569969,-0.0019925389671370253,0.005740634709341497,0.040370254319132215,36.0,0.00033436804485891935,-0.00015889405048688326,0.0006370003731696037,0.5,0.017089769296390722,0.00928740530862493,False,False,False,False,False
transition_raw_residual_baseraw_k8_a24_w0.65,369,0.6114168285388343,0.28918478485865534,0.19505512893033097,0.8991565699471361,0.0,30.741119652726226,transition_residual,raw_residual,raw,8.0,24.0,0.65,8.0,8.0,0.6946479310550522,0.6514844272287765,0.4064422569933364,0.384455552154988,-0.0015849450377356522,0.00614822863874287,0.012625589174049878,36.0,0.00019191265173607798,-9.554628952986042e-05,0.0007073013493737345,0.4444444444444444,0.011108375776729518,0.0033060117889637253,False,False,False,False,False
transition_raw_topology_baseraw_k8_a24_w0.35,369,0.6116540720600682,0.28942202837988934,0.19373629008079588,0.8930770445187909,0.0,30.67655997651335,transition_residual,raw_topology,raw,8.0,24.0,0.35,8.0,8.0,1.030501993017853,0.9827319568819819,0.8008563928948486,0.6753439328863116,-0.0013477015165017647,0.006385472159976757,-0.05193408703882696,36.0,0.0002692734039700671,-0.0002088766571339685,0.0006556055209233127,0.4722222222222222,0.017125069002513094,0.009322705014747301,False,True,False,False,False
transition_topology_basesubject_k4_a24_w0.35,369,0.6118243071947926,0.2895922635146137,0.19119777522824352,0.8813751101984884,0.0,29.594582033275294,transition_residual,topology,subject,4.0,24.0,0.35,4.0,4.0,1.003983909504755,0.95468657847973,0.5962303315814468,0.4813802393626816,-0.0011774663817772923,0.00655570729470123,-1.133912030276882,36.0,0.00033796953562408114,-5.3915207859829515e-05,0.0007493386996952117,0.5555555555555556,0.004818087065015519,-0.002984276922750273,False,True,False,False,False
transition_topology_basesubject_k8_a24_w0.35,369,0.6124936411277384,0.2902615974475595,0.1909950699840761,0.8804406884631797,0.0,29.551860678143044,transition_residual,topology,subject,8.0,24.0,0.35,8.0,8.0,1.0421498575026162,0.9895623153475519,0.8425263035072266,0.7248053517848232,-0.000508132448831522,0.007225041227647,-1.1766333854091329,36.0,0.00035154204521791485,-3.7450711988802194e-05,0.0007110926761281539,0.5,0.00791705757889083,0.00011469359112503685,False,True,False,False,False
edge_shrink025,369,0.6125107290298786,0.2902786853496997,0.1921853831904082,0.8859277420240763,0.0,29.193842623305514,baseline,,edge_shrink025,,,,,,,,,,-0.0004910445466913549,0.007242129129787167,-1.5346514402466624,36.0,3.5161923087935385e-05,-0.00022955415111154714,0.0007096269842349179,0.4722222222222222,0.011819519893659924,0.004017155905894132,False,True,False,False,False
transition_raw_topology_basesubject_k4_a24_w0.35,369,0.6127004781650436,0.29046843448486465,0.19239359916790444,0.8868875668959495,0.0,29.723334732814134,transition_residual,raw_topology,subject,4.0,24.0,0.35,4.0,4.0,1.0478958236715337,1.0008553823107418,0.4914644124654422,0.37683586570419575,-0.00030129541152634776,0.007431878264952174,-1.0051593307380422,36.0,0.00036689830407897055,1.2434398884503371e-05,0.0007154137962092244,0.4722222222222222,0.0020348878186472463,-0.005767476169118546,False,True,False,False,False
transition_raw_residual_baseraw_k4_a24_w1.00,369,0.6127245646743805,0.29049252099420153,0.19636039546320014,0.9051735303059714,0.0,30.74951237807515,transition_residual,raw_residual,raw,4.0,24.0,1.0,4.0,4.0,0.6628873608602655,0.6163110897860833,0.2871643426003158,0.2970272006214259,-0.0002772089021894075,0.007455964774289114,0.02101831452297276,36.0,6.410723096278565e-05,-0.00011154806440130736,0.0007144712836006271,0.5,0.013149515017423785,0.005347151029657993,False,False,False,False,False
transition_raw_residual_basesubject_k16_a24_w0.35,369,0.6129585929053697,0.2907265492251908,0.19413295362713118,0.8949055667201903,0.0,29.65399102295217,transition_residual,raw_residual,subject,16.0,24.0,0.35,16.0,16.0,0.6561869398233995,0.5858583169185899,0.4990694767141798,0.5598105224090546,-4.318067120023805e-05,0.007689993005278284,-1.074503040600007,36.0,0.0003304276094668369,9.75304456427933e-05,0.0007779423773071999,0.3888888888888889,-0.0012744245403545351,-0.009076788528120328,False,True,True,False,False
transition_full_transition_basesubject_k4_a24_w0.35,369,0.6129683258024773,0.29073628212229846,0.1926617306080641,0.8881235874371736,0.0,29.752444271406034,transition_residual,full_transition,subject,4.0,24.0,0.35,4.0,4.0,1.0458259569187434,1.0023991815472786,0.3829299484842038,0.30311472164999625,-3.34477740926431e-05,0.007699725902385879,-0.9760497921461422,36.0,0.0003658014880427858,6.113180897190972e-05,0.0007201972137255862,0.5277777777777778,0.0025173439447455648,-0.005285020043020228,False,True,False,False,False
subject_mean,369,0.6130017735765699,0.2907697298963911,0.19332880935431287,0.8911986577552465,1.0,29.74589962312755,baseline,,subject_mean,,,,,,,,,,0.0,0.007733173676478522,-0.9825944404246272,36.0,0.00044515850591159774,0.0002532671273690718,0.0007625430577150217,0.4166666666666667,0.0,-0.007802363987765792,False,True,True,False,False
transition_raw_topology_basesubject_k8_a24_w0.35,369,0.613096408919373,0.29086436523919407,0.19223964870408444,0.8861778928066332,0.0,29.69439928869555,transition_residual,raw_topology,subject,8.0,24.0,0.35,8.0,8.0,1.0757965226678172,1.0264446853780913,0.7156337779647068,0.5864826690031175,9.463534280307329e-05,0.007827809019281595,-1.0340947748566265,36.0,0.00044499097791860697,2.8403008903425596e-05,0.0006854270099541838,0.3888888888888889,0.0023898227176534226,-0.00541254127011237,False,True,False,False,False
transition_full_transition_baseraw_k4_a12_w0.35,369,0.6134289503981935,0.2911969067180146,0.19446758065542927,0.8964481157042956,0.0,30.80306092327311,transition_residual,full_transition,raw,4.0,12.0,0.35,4.0,4.0,1.0276573084477332,0.9858103654897716,0.7907819044644119,0.513208248268924,0.00042717682162352055,0.008160350498102042,0.07456685972093524,36.0,0.0002353135033746372,-0.000264193392108223,0.0006461501083621971,0.5,0.021169930147482474,0.013367566159716682,False,False,False,False,False
transition_full_transition_basesubject_k8_a24_w0.35,369,0.6134462402940093,0.29121419661383036,0.1929403349757492,0.8894078856199167,0.0,29.722254780127642,transition_residual,full_transition,subject,8.0,24.0,0.35,8.0,8.0,1.0762484342518293,1.028576214194492,0.6031898754651128,0.5215030061409106,0.0004444667174393624,0.008177640393917884,-1.0062392834245344,36.0,0.00039820869554297174,-2.030438739198511e-05,0.0006935718462076841,0.4722222222222222,0.0031850200095324688,-0.004617343978233324,False,True,False,False,False
transition_raw_residual_basesubject_k4_a24_w0.35,369,0.6137489888252928,0.29151694514511395,0.19423027103815407,0.895354176249052,0.0,29.728192010898294,transition_residual,raw_residual,subject,4.0,24.0,0.35,4.0,4.0,0.590393460940331,0.48635300599592235,0.23372374618181352,0.259471894073595,0.0007472152487228989,0.00848038892520142,-1.0003020526538826,36.0,0.00037325748701023866,0.00016900447102631368,0.0007748701207326448,0.4444444444444444,0.00032841696405416787,-0.0074739470237116246,False,True,False,False,False
transition_raw_residual_baseedge_shrink025_k4_a24_w0.35,369,0.6138811847104418,0.2916491410302629,0.19312416235535765,0.8902552850039663,0.0,29.17430702620428,transition_residual,raw_residual,edge_shrink025,4.0,24.0,0.35,4.0,4.0,0.757642832540868,0.7598132807702529,0.409228888523359,0.38222539298257635,0.0008794111338719102,0.008612584810350432,-1.5541870373478979,36.0,-4.6360343448884136e-05,-0.00030891909058031614,0.0006732592553602194,0.4722222222222222,0.01543068586530183,0.007628321877536037,False,True,False,True,False
transition_full_transition_baseedge_shrink025_k4_a24_w0.35,369,0.6138986041188297,0.2916665604386507,0.19234587374667952,0.8866675643444495,0.0,29.193913200440306,transition_residual,full_transition,edge_shrink025,4.0,24.0,0.35,4.0,4.0,1.0275227770433089,1.0041096184973763,0.4543517824784837,0.3710631075721637,0.0008968305422597522,0.008630004218738274,-1.53458086311187,36.0,-3.309940001105409e-05,-0.00047181909065437035,0.0006712191750975375,0.5277777777777778,0.014707258776191612,0.006904894788425819,False,True,False,True,False
transition_topology_baseraw_k4_a12_w0.35,369,0.6139083476919671,0.29167630401178823,0.19331671037869497,0.8911428844286183,0.0,30.59388879453902,transition_residual,topology,raw,4.0,12.0,0.35,4.0,4.0,1.003983909504755,0.95468657847973,1.0561002792399172,0.8540750185501725,0.0009065741153971851,0.008639747791875707,-0.13460526901315717,36.0,0.0001320427268635492,-0.0004737245760567866,0.0006987680052335205,0.5833333333333334,0.024876119669737462,0.01707375568197167,False,True,False,False,False
transition_topology_baseedge_shrink025_k4_a24_w0.35,369,0.6139150934259023,0.29168304974572346,0.19195244495569647,0.884853953576259,0.0,29.10589905031252,transition_residual,topology,edge_shrink025,4.0,24.0,0.35,4.0,4.0,1.003983909504755,0.95468657847973,0.5871861580031117,0.47969821379942257,0.0009133198493324057,0.008646493525810928,-1.622595013239657,36.0,-6.222216593293916e-05,-0.0005062373562968323,0.0006972840335328566,0.5555555555555556,0.017040173950935933,0.00923780996317014,False,True,False,True,False
transition_raw_topology_baseedge_shrink025_k4_a24_w0.35,369,0.6142697776374094,0.29203773395723054,0.19263182439115917,0.8879857270714406,0.0,29.176755844082287,transition_residual,raw_topology,edge_shrink025,4.0,24.0,0.35,4.0,4.0,1.0244771390144631,0.9803198272969225,0.5097917769011987,0.42151094919560417,0.0012680040608394894,0.009001177737318011,-1.5517382194698897,36.0,-5.590246965420937e-05,-0.0004744522198023037,0.000671070665701426,0.5277777777777778,0.015126157575360177,0.007323793587594385,False,True,False,True,False
transition_raw_residual_basesubject_k8_a24_w0.35,369,0.6142703581508535,0.29203831447067463,0.19452940384301706,0.8967331055202494,0.0,29.7038643737827,transition_residual,raw_residual,subject,8.0,24.0,0.35,8.0,8.0,0.6191523017999272,0.5291272038142144,0.36505107778807194,0.3911433054315462,0.0012685845742835822,0.009001758250762104,-1.0246296897694762,36.0,0.00035836112141683353,0.00010639853006658944,0.0007826019005705067,0.4722222222222222,-0.0007721450838450439,-0.008574509071610836,False,True,True,False,False
transition_full_transition_baseraw_k4_a24_w0.65,369,0.6144025884997859,0.29217054481960714,0.19496184277196216,0.898726543509777,0.0,30.812332144580353,transition_residual,full_transition,raw,4.0,24.0,0.65,4.0,4.0,1.0276573084477332,0.9858103654897716,0.4518753739796639,0.29326185615367084,0.0014008149232159761,0.009133988599694498,0.08383808102817625,36.0,0.00023154329172785627,-0.00028016808838997906,0.0006419929013217379,0.5,0.02234214993410011,0.014539785946334316,False,False,False,False,False
calendar_count_strict,369,0.6144355034583305,0.29220345977815165,0.1982083810433096,0.9136922931020858,0.0,31.027815710324774,baseline,,calendar_count_strict,,,,,,,,,,0.0014337298817606037,0.009166903558239126,0.2993216467725972,36.0,-0.0001787942188531561,-0.00043353666822282163,0.0008406271661630442,0.5277777777777778,0.034293170560902864,0.02649080657313707,False,False,False,True,False
transition_raw_topology_basesubject_k16_a24_w0.35,369,0.6151611154724703,0.29292907179229144,0.19337957998159724,0.8914326979639486,0.0,29.630682489126315,transition_residual,raw_topology,subject,16.0,24.0,0.35,16.0,16.0,1.113050514793156,1.0701312345582465,0.9744006406849577,0.866681402418983,0.0021593418959003907,0.009892515572378913,-1.0978115744258616,36.0,0.0003436235871724745,-9.95430324560827e-05,0.0006612158428983276,0.4444444444444444,0.009871039419455108,0.0020686754316893152,False,True,False,False,False
transition_topology_baseraw_k4_a24_w0.65,369,0.6151795020383086,0.2929474583581297,0.19380841434977425,0.8934095198074958,0.0,30.59308536248579,transition_residual,topology,raw,4.0,24.0,0.65,4.0,4.0,1.003983909504755,0.95468657847973,0.6034858738513814,0.4880428677429557,0.0021777284617386927,0.009910902138217215,-0.13540870106638536,36.0,0.00012272314043676257,-0.000500322548458547,0.0006978728010381135,0.5555555555555556,0.026462680053918386,0.018660316066152594,False,True,False,False,False
transition_raw_residual_baseraw_k16_a24_w0.65,369,0.6152531993973711,0.29302115571719234,0.19824884204253448,0.9138788084399759,0.0,30.577535227760475,transition_residual,raw_residual,raw,16.0,24.0,0.65,16.0,16.0,0.7339085396278408,0.6875356841767861,0.5295060435897673,0.5401721524482113,0.0022514258208011784,0.0099845994972797,-0.15095883579170177,36.0,0.00043174834860724786,8.100183870222596e-05,0.0007031133571866873,0.3888888888888889,0.015446406986035832,0.00764404299827004,False,True,False,False,False
transition_raw_residual_basesubject_k16_a12_w0.35,369,0.6152733348469894,0.29304129116681055,0.19583612480167398,0.9027567704272287,0.0,29.638607560456474,transition_residual,raw_residual,subject,16.0,12.0,0.35,16.0,16.0,0.6561869398233995,0.5858583169185899,0.7129563953059712,0.799729317727221,0.0022715612704194976,0.01000473494689802,-1.089886503095702,36.0,0.0002921814301162377,4.124607429322651e-05,0.0007841310887164034,0.4722222222222222,-0.0006727695697062996,-0.008475133557472092,False,True,True,False,False
transition_full_transition_basesubject_k4_a12_w0.35,369,0.6153501733806455,0.29311812970046663,0.19327667317186317,0.8909583226702963,0.0,29.780645863668244,transition_residual,full_transition,subject,4.0,12.0,0.35,4.0,4.0,1.0458259569187434,1.0023991815472786,0.6701274098473565,0.5304507628874934,0.0023483998040755294,0.010081573480554051,-0.9478481998839321,36.0,0.00031095475210050563,-7.193570539439198e-05,0.0006893138190274995,0.5,0.00589226197115833,-0.0019101020166074623,False,True,False,False,False
transition_raw_residual_baseraw_k4_a12_w0.65,369,0.6153634372057979,0.293131393525619,0.19811788297373137,0.9132751190740303,0.0,30.769198411736983,transition_residual,raw_residual,raw,4.0,12.0,0.65,4.0,4.0,0.6628873608602655,0.6163110897860833,0.5025375995505527,0.5197976010874952,0.0023616636292279614,0.010094837305706483,0.04070434818480706,36.0,2.8253000209937247e-05,-0.0001295581657484962,0.0007150963806208666,0.5,0.015171060741629327,0.007368696753863535,False,False,False,False,False
transition_full_transition_baseraw_k16_a24_w0.35,369,0.6153810447560424,0.29314900107586345,0.19693420296656625,0.9078186429434395,0.0,30.761474598991427,transition_residual,full_transition,raw,16.0,24.0,0.35,16.0,16.0,1.0867368938493098,1.0514561665182682,0.9103830954552783,0.8170097925910412,0.002379271179472453,0.010112444855950975,0.0329805354392505,36.0,0.0002967077312337214,-0.00022664654982665653,0.000612619851036332,0.5,0.02376313234754801,0.015960768359782218,False,False,False,False,False
transition_full_transition_basesubject_k16_a24_w0.35,369,0.6154843717730799,0.2932523280929011,0.19442511555461614,0.896252361946889,0.0,29.72100996125363,transition_residual,full_transition,subject,16.0,24.0,0.35,16.0,16.0,1.1133081166509995,1.063900099970913,0.8831565370372474,0.7707880839982106,0.0024825981965099775,0.0102157718729885,-1.0074841022985481,36.0,0.0004215456289999609,-0.00012483746885908132,0.0006721931044608705,0.4166666666666667,0.009368313120012406,0.0015659491322466135,False,True,False,False,False
transition_topology_basesubject_k16_a24_w0.35,369,0.6156979851645757,0.293465941484397,0.19232029633844808,0.8865496587308948,0.0,29.40917630840473,transition_residual,topology,subject,16.0,24.0,0.35,16.0,16.0,1.0810207959473,1.055867493764832,1.1428943430705911,0.9694222924221114,0.0026962115880058146,0.010429385264484337,-1.3193177551474449,36.0,0.000202713026906368,-0.00023184421318258228,0.0006833273203646139,0.5277777777777778,0.012634393149691059,0.0048320291619252664,False,True,False,False,False
transition_topology_basesubject_k4_a12_w0.35,369,0.6157034210902589,0.29347137741008006,0.19211594409148733,0.8856076447144169,0.0,29.528801602295783,transition_residual,topology,subject,4.0,12.0,0.35,4.0,4.0,1.003983909504755,0.95468657847973,1.043403080267532,0.8424154188846927,0.002701647513688954,0.010434821190167476,-1.1996924612563937,36.0,0.0002665270545699803,-0.0002611276143373357,0.000740124985751666,0.5555555555555556,0.01132337895112645,0.003521014963360658,False,True,False,False,False
transition_raw_residual_basesubject_k4_a12_w0.35,369,0.6157459743666066,0.2935139306864276,0.19596483474593132,0.9033500918775856,0.0,29.729791997983437,transition_residual,raw_residual,subject,4.0,12.0,0.35,4.0,4.0,0.590393460940331,0.48635300599592235,0.40901655581817364,0.45407581462879126,0.002744200790036677,0.010477374466515199,-0.9987020655687395,36.0,0.0003209619375691977,0.0001082162945932153,0.0007846611858892199,0.4722222222222222,0.0013463873277206329,-0.00645597666004516,False,True,False,False,False
transition_raw_topology_basesubject_k4_a12_w0.35,369,0.6157963828775194,0.2935643391973405,0.19326167827632365,0.8908891998591509,0.0,29.73897278318246,transition_residual,raw_topology,subject,4.0,12.0,0.35,4.0,4.0,1.0478958236715337,1.0008553823107418,0.8600627218145237,0.6594627649823427,0.0027946093009494355,0.010527782977427957,-0.9895212803697149,36.0,0.00031281393484014697,-0.0001575105772226576,0.0006809603770973324,0.5,0.005675981559817633,-0.002126382427948159,False,True,False,False,False
transition_full_transition_basesubject_k4_a24_w0.65,369,0.6158537175032294,0.2936216738230505,0.19346749887928794,0.8918379826386692,0.0,29.786304500887276,transition_residual,full_transition,subject,4.0,24.0,0.65,4.0,4.0,1.0458259569187434,1.0023991815472786,0.3829299484842038,0.30311472164999625,0.0028519439266594393,0.010585117603137961,-0.9421895626649004,36.0,0.00030353105105237593,-9.000111609680308e-05,0.0006849877911004452,0.5,0.006478309172669783,-0.0013240548150960096,False,True,False,False,False
transition_raw_topology_baseraw_k4_a12_w0.35,369,0.6159081948829235,0.2936761512027446,0.1953475919726934,0.9005047532399765,0.0,30.769778739183906,transition_residual,raw_topology,raw,4.0,12.0,0.35,4.0,4.0,1.0017797184441535,0.948641397267046,0.9617845894876722,0.7407274108194625,0.002906421306353546,0.010639594982832068,0.04128467563172933,36.0,0.00020614464250269478,-0.00023007452577846534,0.0006225008440117748,0.5,0.021274532968792226,0.013472168981026433,False,False,False,False,False
transition_raw_topology_baseedge_shrink025_k8_a24_w0.35,369,0.615941708208111,0.293709664527932,0.1930987494174259,0.8901381375583781,0.0,29.15910836537236,transition_residual,raw_topology,edge_shrink025,8.0,24.0,0.35,8.0,8.0,1.0568040564134005,1.021158036968838,0.7312413030094075,0.6092090298233119,0.0029399346315410746,0.010673108308019597,-1.5693856981798149,36.0,6.330683934619619e-05,-0.00037030509812306645,0.0006517362423415621,0.4166666666666667,0.01646809485543288,0.008665730867667087,False,True,False,False,False
transition_raw_residual_basesubject_k4_a24_w0.65,369,0.6161300073359667,0.2938979636557877,0.19625975517562597,0.9047096031266659,0.0,29.73106178246549,transition_residual,raw_residual,subject,4.0,24.0,0.65,4.0,4.0,0.590393460940331,0.48635300599592235,0.23372374618181352,0.259471894073595,0.003128233759396748,0.01086140743587527,-0.997432281086688,36.0,0.00031376650915752955,9.979871887020998e-05,0.000786085064223439,0.4722222222222222,0.0015449375697422774,-0.006257426418023515,False,True,False,False,False
transition_full_transition_baseedge_shrink025_k8_a24_w0.35,369,0.6162510335072277,0.2940189898270487,0.1934530122301917,0.8917712027196641,0.0,29.229730106831344,transition_residual,full_transition,edge_shrink025,8.0,24.0,0.35,8.0,8.0,1.0643838921101245,1.0255988415210244,0.6422419260641437,0.5604915026312367,0.003249259930657722,0.010982433607136244,-1.4987639567208326,36.0,5.429052353758201e-05,-0.0004171637951461164,0.0006552551592099102,0.4166666666666667,0.015982548957700682,0.00818018496993489,False,True,False,False,False
transition_topology_baseedge_shrink025_k8_a24_w0.35,369,0.6163978124261246,0.2941657687459457,0.1924005516317854,0.8869196160587184,0.0,29.10171955337411,transition_residual,topology,edge_shrink025,8.0,24.0,0.35,8.0,8.0,1.0421498575026162,0.9895623153475519,0.8246831800126475,0.7146312868855739,0.003396038849554639,0.011129212526033161,-1.6267745101780662,36.0,-3.9679251100068524e-05,-0.0004639867957342878,0.000660520318798413,0.5,0.02042945761314896,0.012627093625383168,False,True,False,True,False
transition_raw_topology_basesubject_k4_a24_w0.65,369,0.6164636259134243,0.2942315822332454,0.1935201551174602,0.8920807150536582,0.0,29.743485161323953,transition_residual,raw_topology,subject,4.0,24.0,0.65,4.0,4.0,1.0478958236715337,1.0008553823107418,0.4914644124654422,0.37683586570419575,0.0034618523368543652,0.011195026013332887,-0.9850089022282233,36.0,0.0003055020381167614,-0.00018074719841347877,0.0006761343333691965,0.5,0.006342715655524023,-0.0014596483322417697,False,True,False,False,False
transition_topology_baseraw_k16_a24_w0.35,369,0.6164872442919157,0.2942552006117368,0.19503315914904848,0.8990552946139067,0.0,30.502628864386967,transition_residual,topology,raw,16.0,24.0,0.35,16.0,16.0,1.0810207959473,1.055867493764832,1.1682277442000897,0.9882139001803405,0.003485470715345773,0.011218644391824295,-0.22586519916520942,36.0,6.24909820797643e-05,-0.00044206149607348095,0.0006369293006201602,0.5277777777777778,0.029429808948055025,0.021627444960289233,False,True,False,False,False
transition_topology_basesubject_k4_a24_w0.65,369,0.6165748477116818,0.2943428040315029,0.19240421014976095,0.8869364809342639,0.0,29.522742550271982,transition_residual,topology,subject,4.0,24.0,0.65,4.0,4.0,1.003983909504755,0.95468657847973,0.5962303315814468,0.4813802393626816,0.0035730741351118755,0.011306247811590397,-1.2057515132801946,36.0,0.0002570561170758642,-0.0002888499201352739,0.0007388921816507329,0.5555555555555556,0.012449968729079885,0.004647604741314093,False,True,False,False,False
