candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,variant_id,keep_fraction,pruned_cells,pruned_q3,pruned_s4,prune_swing,prune_expected_focus,prune_adverse_delta,prune_support_prob_sw,rule_note,e222_tail_survival_score,e222_decision
all_risktop10_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_drop,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726597e-05,-8.820036757968126e-06,-7.047573884249067e-06,-3.6776674356962613e-05,-4.8300741848292806e-05,-0.00024541525891432295,0.00022564089182660542,0.00047105615074092834,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478449,0.002372458550467886,0.011776403768523222,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188767,3.5959327863382815,0.0284576347249541,0.1339580643370061,False,all_risktop10_drop,0.0,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,drop top 10 Q3/S4 low-support swing-risk cells,0.02252257255491804,expected_good_tail_unclear
all_risktop10_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_drop,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00018093261427738728,-0.00020834667834829652,-0.00016694293412999607,-0.00016750823035386911,8.581401226078329e-05,-0.0028294206131299865,0.0021458452705948364,0.004975265883724823,9.833848841696186e-05,0.00039624330812114774,0.0007003709354871057,0.0014180919474578915,0.4774058290457429,0.46766905312208945,0.00762109690607859,0.03482686118607376,0.17209235472968332,2.1562405060745946,1,1,3,0.543508912473897,2.1900048794611915,0.01976547398977177,0.07964263968632225,False,all_risktop10_drop,0.0,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,drop top 10 Q3/S4 low-support swing-risk cells,0.1805962466523272,expected_good_but_low_support
all_risktop10_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_drop,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,all_risktop10_drop,0.0,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,drop top 10 Q3/S4 low-support swing-risk cells,-0.14746135165950913,expected_bad_or_neutral
all_risktop10_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_drop,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,all_risktop10_drop,0.0,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,drop top 10 Q3/S4 low-support swing-risk cells,-0.04568403438454463,expected_bad_or_neutral
all_risktop10_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_drop,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005041813719689282,-0.0005430511615856871,-0.0004390820657654499,-0.000530410888555648,-0.0004793686992713256,-0.0022710623359700854,0.0012091823617566397,0.0034802446977267257,8.017909904952964e-05,0.0003720878642037306,0.0006818544249755594,0.0015012269601269476,0.48500364648023697,0.4923112834119758,0.009860616092997732,0.05118006908421653,0.14031342333667673,1.215040069933775,1,1,8,0.15902828527046597,0.738003990013859,0.023038351039483554,0.10691428233387615,False,all_risktop10_drop,0.0,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,drop top 10 Q3/S4 low-support swing-risk cells,0.5126436286513234,expected_good_but_low_support
all_risktop10_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_shrink50,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726597e-05,-8.820036757968126e-06,-7.047573884249067e-06,-3.6776674356962613e-05,-4.8300741848292806e-05,-0.00024541525891432295,0.00022564089182660542,0.00047105615074092834,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478449,0.002372458550467886,0.011776403768523222,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188767,3.5959327863382815,0.0284576347249541,0.1339580643370061,False,all_risktop10_shrink50,0.5,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,halve top 10 Q3/S4 low-support swing-risk cells,0.02252257255491804,expected_good_tail_unclear
all_risktop10_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_shrink50,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00014928501140813489,-0.00019822026037313978,-0.0001523694792509188,-9.726529460034597e-05,0.0001921268586813262,-0.002953724977254449,0.0022423092564469193,0.005196034233701368,9.833848841696186e-05,0.00039624330812114774,0.0007003709354871057,0.0014243325646787776,0.4761786181613892,0.46027300057863824,0.00799566758321333,0.03637223963590958,0.17209235472968332,2.253171797683523,1,1,2,0.6587298181470559,2.6542738911533856,0.01892568139354058,0.0762587947460242,False,all_risktop10_shrink50,0.5,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,halve top 10 Q3/S4 low-support swing-risk cells,0.1451650151609214,expected_good_but_low_support
all_risktop10_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_shrink50,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,all_risktop10_shrink50,0.5,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,halve top 10 Q3/S4 low-support swing-risk cells,-0.14746135165950913,expected_bad_or_neutral
all_risktop10_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_shrink50,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,all_risktop10_shrink50,0.5,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,halve top 10 Q3/S4 low-support swing-risk cells,-0.04568403438454463,expected_bad_or_neutral
all_risktop10_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,all_risktop10_shrink50,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005195938450286,-0.0005922968519354181,-0.00043767187654428127,-0.0005288128066061006,-0.00045916923721228605,-0.002363717542383181,0.001218227291557867,0.0035819448339410483,8.017909904952964e-05,0.0003720878642037306,0.0006818544249755594,0.001506727009669679,0.4814267005503499,0.48516133473625356,0.010065258331626714,0.05267565932266246,0.14031342333667673,1.224128816582596,1,1,8,0.15431110244409524,0.7161129173561511,0.022384236152881307,0.10387872551190007,False,all_risktop10_shrink50,0.5,10,7,3,0.0007289505436868256,3.7514723210750117e-05,0.00025806908055075355,0.30256422640759945,halve top 10 Q3/S4 low-support swing-risk cells,0.5266261119758506,expected_good_but_low_support
