candidate_id,source_index,family,source_candidate_id,source_file,coeff,term_score,h102_cum_bad_max_pos,h102_cum_bad_weighted_pos,h102_cum_h088_axis_cos,h102_cum_good_max_cos,h102_cum_good_mean_cos,h102_cum_good_bad_margin,route_pred,h098_pred,field_score
h109_strict_coeff_null_c60_t8_a_0b68b47b,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.22,1.5821817964567004,0.0,0.0,-0.007302479815227618,0.02528667340398045,0.023395556339071356,0.02528667340398045,-0.0005924060211062182,-5.737472850928351e-06,1.6635356820448226
h109_strict_coeff_null_c60_t8_a_0b68b47b,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.34,1.5821817964567004,0.0,0.0,-0.007302479815229929,0.025286673403990354,0.023395556339080484,0.025286673403990354,-0.001522918681128488,-1.1293877633994451e-05,1.8104469166608403
h109_strict_coeff_null_c60_t8_a_0b68b47b,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.46,1.5821817964567004,0.0,0.0,-0.007302479815230604,0.02528667340399324,0.023395556339083145,0.02528667340399324,-0.0027818107991267305,-1.880683775035651e-05,2.0003800952203936
h109_strict_coeff_null_c60_t8_a_0b68b47b,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.58,1.5821817964567004,0.0,0.0,-0.007342435268560329,0.024868476808710075,0.023015033414453708,0.024868476808710075,-0.003908464881555617,-2.591439783186894e-05,2.1730106059607914
h109_residual_coeff_transport_c96_t10_41c946c1,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.18,1.5821817964567004,0.0,0.0,-0.007302479815226779,0.025286673403976823,0.023395556339068018,0.025286673403976823,-0.0004829324244902609,-5.083591115246288e-06,1.6491929545896817
h109_residual_coeff_transport_c96_t10_41c946c1,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.3,1.5821817964567004,0.0,0.0,-0.007302479815229685,0.025286673403989282,0.0233955563390795,0.025286673403989282,-0.001303976604414564,-9.986744243713121e-06,1.781762234011682
h109_residual_coeff_transport_c96_t10_41c946c1,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.42,1.5821817964567004,0.0,0.0,-0.007302479815230502,0.02528667340399277,0.023395556339082718,0.02528667340399277,-0.0024534082368742023,-1.6847437207168536e-05,1.957354664035223
h109_residual_coeff_transport_c96_t10_41c946c1,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.54,1.5821817964567004,0.0,0.0,-0.007327123675733726,0.025057466509968852,0.023187107050036137,0.025057466509968852,-0.0036855500025766183,-2.4404155632981985e-05,2.143794494459423
h109_kernel_coeff_focus_c48_t7_54147083,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.3,1.5821817964567004,0.0,0.0,-0.007302479815228633,0.025286673403984796,0.023395556339075363,0.025286673403984796,-0.0008113522549910097,-7.045118182089885e-06,1.6922209921561435
h109_kernel_coeff_focus_c48_t7_54147083,7,h105,h105_discrete_plus_only_c90_s30_8f0e502e,submission_h105_discrete_plus_only_c90_s30_8f0e502e.csv,0.45,1.5821817964567004,0.0,0.0,-0.0073024798152303075,0.02528667340399197,0.023395556339081972,0.02528667340399197,-0.0020429009868128656,-1.4397688124202128e-05,1.8785722641831448
