route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,source_cells,h082_cells,h082_row,outside_h082_cells,route_source_action_sum,route_source_action_mean,route_source_posterior_sum,route_source_posterior_mean,route_source_count_mean,route_family_count_mean,route_source_consensus_mean,route_bad_same_mean,route_bad_opp_mean,route_h079_row,route_h080_score_mean,route_move_abs_mean,route_direction_consistency,route_h050_null_cells,route_action_score,candidate_id
r071_full_state,71,id03,2024-09-17,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.558615335555039,5.271065714285715,0.7530093877551022,0.7849478927601484,0.79296,0.2338755102040815,0.70604,0.7208971428571429,0.0015277923151396,0.0106945462059776,3,5,3,2,1111111,"0,1,2,3,4,5,6",0.990036231884058,0.8054800724637681,0.8464673913043478,0.9328260869565218,7,7,1,0,-9.028869112457447e-06,-1.289838444636778e-06,-0.010533048013486871,-0.0015047211447838387,14.571428571428571,2.142857142857143,1.0,0.3188979591836733,0.6665306122448981,0.0,0.7384155102040816,0.11051080375814441,0.7142857142857143,0,0.8622994306418217,h083_outside_h069_route_c760_ef73ae51
r169_nonq2_full,169,id07,2024-08-17,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.3533399377912443,4.379440000000001,0.7299066666666668,0.7252382558499159,0.7627504761904761,0.192297619047619,0.6422914285714285,0.5428571428571428,0.0010263839257043,0.0061583035542259,2,6,0,0,1011111,"0,2,3,4,5,6",0.96875,0.8054800724637681,0.9080615942028986,0.9144791666666666,6,6,1,0,-6.068025848873765e-06,-1.011337641478961e-06,-0.006121724319847029,-0.0010202873866411715,20.833333333333332,3.0,1.0,0.24252380952380945,0.7442857142857142,0.0,0.7613852380952381,0.09534073340238412,0.5,0,0.8578464673913043,h083_outside_h069_route_c760_ef73ae51
r062_nonq2_full,62,id03,2024-08-20,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.472216408047335,4.62706,0.7711766666666667,0.7725382558499159,0.8121504761904762,0.1790833333333333,0.74236,0.557017142857143,0.0017549472500423,0.0105296835002543,2,4,2,2,1011111,"0,2,3,4,5,6",0.9814311594202898,0.6632699275362319,0.9239130434782608,0.9166440217391304,6,6,1,0,-7.248860646044973e-06,-1.2081434410074955e-06,-0.010488334959820836,-0.001748055826636806,16.333333333333332,2.6666666666666665,1.0,0.28871428571428553,0.6662857142857144,0.0,0.7674290476190476,0.13831099410247044,0.5,0,0.8574184782608695,h083_outside_h069_route_c760_ef73ae51
r014_nonq2_full,14,id01,2024-09-02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.343669139806628,4.228680000000001,0.7047800000000001,0.7247982558499158,0.7403542857142859,0.2464928571428571,0.6621990476190477,0.605557142857143,0.001465590784039,0.0087935447042341,2,5,3,1,1011111,"0,2,3,4,5,6",0.9669384057971014,0.7373188405797102,0.8301630434782609,0.9003034420289855,6,6,1,0,-6.890380007262477e-06,-1.1483966678770795e-06,-0.0087266580323802,-0.0014544430053967,19.333333333333332,3.0,1.0,0.4186190476190475,0.6655238095238094,0.0,0.7446204761904762,0.11786225126996654,0.8333333333333334,0,0.857373188405797,h083_outside_h069_route_c760_ef73ae51
r124_q3_s_stage,124,id05,2024-11-17,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.405804874449501,3.986180000000001,0.7972360000000001,0.7876596283903888,0.8495497142857141,0.1164085714285713,0.7165382857142857,0.5087771428571428,0.0018624411039204,0.0093122055196022,1,4,1,1,11111,"2,3,4,5,6",0.9737318840579712,0.5849184782608695,0.970108695652174,0.9023641304347826,5,5,1,0,-5.5297185041560395e-06,-1.1059437008312078e-06,-0.0092658445649564,-0.0018531689129912799,19.6,3.0,1.0,0.1785714285714285,0.7955428571428571,0.0,0.8006005714285716,0.1378348194953969,0.6,0,0.8557314311594203,h083_outside_h069_route_c760_ef73ae51
r236_nonq2_full,236,id10,2024-08-19,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.6475930171335182,4.912411428571429,0.8187352380952381,0.8466925415642016,0.8380895238095238,0.2132904761904761,0.7395133333333334,0.8643771428571428,0.0016159951738218,0.0096959710429313,2,5,0,1,1011111,"0,2,3,4,5,6",0.9959239130434784,0.7373188405797102,0.8722826086956522,0.9285597826086958,6,6,1,0,-6.232910989645318e-06,-1.0388184982742196e-06,-0.00963495393147059,-0.0016058256552450984,17.666666666666668,2.6666666666666665,1.0,0.3312380952380951,0.7092380952380952,0.0,0.8006561904761905,0.1178531631806304,0.6666666666666666,0,0.854680706521739,h083_outside_h069_route_c760_ef73ae51
r145_full_state,145,id06,2024-08-15,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.555717879363445,5.327357142857143,0.7610510204081633,0.7968613621479033,0.7995020408163266,0.214538775510204,0.6762824489795918,0.7951771428571428,0.0011681877582889,0.0081773143080224,3,5,3,2,1111111,"0,1,2,3,4,5,6",0.9891304347826086,0.8054800724637681,0.8704710144927537,0.9288813405797102,7,7,1,0,-5.466061877007143e-06,-7.808659824295918e-07,-0.008144708214781365,-0.0011635297449687665,14.714285714285714,2.2857142857142856,1.0,0.3591836734693876,0.7660408163265305,0.0,0.7439048979591837,0.5953814878115329,0.5714285714285714,0,0.8535261387163561,h083_outside_h069_route_c760_ef73ae51
r040_q3_s_stage,40,id02,2024-09-08,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.1511654632421933,3.5189828571428574,0.7037965714285714,0.7094161998189603,0.6927291428571428,0.29928,0.7656617142857143,0.5563771428571428,0.001326544835091,0.0066327241754552,2,5,1,0,11111,"2,3,4,5,6",0.9284420289855072,0.7373188405797102,0.7549818840579711,0.8683740942028985,5,5,1,0,-1.5009305116965859e-05,-3.0018610233931717e-06,-0.006582841889433439,-0.0013165683778866878,16.4,2.8,1.0,0.4573714285714286,0.5348571428571429,0.0,0.7369834285714286,0.27284366485256983,0.6,0,0.8505321557971014,h083_outside_h069_route_c760_ef73ae51
r218_full_state,218,id09,2024-09-09,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.9597756187971405,3.9448657142857138,0.5635522448979591,0.55652340296423,0.6175608163265307,0.2581020408163265,0.5342840816326532,0.4294971428571429,0.0011134690958106,0.0077942836706743,5,6,3,1,1111111,"0,1,2,3,4,5,6",0.8722826086956522,0.9402173913043478,0.8170289855072463,0.8632019927536232,7,7,1,0,-8.928027165202023e-06,-1.2754324521717176e-06,-0.007716053347017115,-0.0011022933352881593,16.857142857142858,2.7142857142857144,1.0,0.29608163265306114,0.6074285714285715,0.0,0.6479200000000002,0.0838660184222173,0.5714285714285714,0,0.8488590191511386,h083_outside_h069_route_c760_ef73ae51
r205_s_stage,205,id09,2024-08-10,s_stage,"S1,S2,S3,S4",4,0,4,2.351947945147314,3.306782857142858,0.8266957142857145,0.8249923377161961,0.7997257142857144,0.1569142857142856,0.7014185714285714,0.8066571428571427,0.0033555351765755,0.0134221407063021,2,4,1,0,1111,"3,4,5,6",0.9682971014492754,0.6632699275362319,0.9442934782608696,0.9117164855072464,4,4,1,0,-5.1189053498728955e-06,-1.2797263374682239e-06,-0.013223726498712153,-0.0033059316246780383,18.0,3.0,1.0,0.3005714285714285,0.7021428571428572,0.0,0.7972614285714286,1.0361693287068174,0.75,0,0.8450158514492754,h083_outside_h069_route_c760_ef73ae51
r107_nonq2_full,107,id05,2024-09-29,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.3022832691636115,4.134488571428572,0.6890814285714287,0.7058287320403919,0.7430838095238096,0.2693952380952381,0.6638857142857143,0.582877142857143,0.0013273111081774,0.0079638666490646,2,4,2,2,1011111,"0,2,3,4,5,6",0.9578804347826086,0.6632699275362319,0.801177536231884,0.877685688405797,6,5,1,1,-8.48897034013094e-06,-1.4148283900218232e-06,-0.007919524101531098,-0.0013199206835885163,17.666666666666668,2.8333333333333335,1.0,0.39238095238095233,0.604,0.0,0.7079852380952381,0.11579656445938262,0.8333333333333334,0,0.8448324275362319,h083_outside_h069_route_c760_ef73ae51
r030_nonq2_full,30,id02,2024-08-29,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.2604995090540094,4.041517142857144,0.6735861904761906,0.6628277796594396,0.7484380952380952,0.2048785714285713,0.6071514285714287,0.4711771428571429,0.0013326081650982,0.0079956489905897,3,5,1,1,1011111,"0,2,3,4,5,6",0.9515398550724636,0.8054800724637681,0.8876811594202898,0.903677536231884,6,6,1,0,-4.750214307543237e-06,-7.917023845905396e-07,-0.007955574253271237,-0.0013259290422118729,17.333333333333332,2.6666666666666665,1.0,0.30595238095238086,0.7437142857142858,0.0,0.7060085714285714,0.12007172077575762,0.8333333333333334,0,0.8438971920289854,h083_outside_h069_route_c760_ef73ae51
r156_nonq2_full,156,id07,2024-07-18,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.953460346311245,3.4722342857142863,0.5787057142857144,0.5368925415642015,0.6274819047619048,0.2779190476190475,0.6431857142857144,0.2770971428571429,0.0015312049441951,0.0091872296651708,5,5,1,1,1011111,"0,2,3,4,5,6",0.8704710144927537,0.9026268115942028,0.7880434782608695,0.8651539855072464,6,6,1,0,-1.0736979865338905e-05,-1.7894966442231507e-06,-0.009130647163299173,-0.001521774527216529,17.166666666666668,2.6666666666666665,1.0,0.4117142857142857,0.5553333333333333,0.0,0.6539861904761906,0.11147932920849468,0.6666666666666666,0,0.8420629528985507,h083_outside_h069_route_c760_ef73ae51
r153_nonq2_full,153,id07,2024-07-15,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.326241388590955,4.261702857142858,0.7102838095238097,0.7183011129927729,0.7745466666666667,0.2106928571428571,0.6205923809523809,0.5406571428571428,0.0009890738700586,0.0059344432203518,2,6,2,0,1011111,"0,2,3,4,5,6",0.9637681159420288,0.8054800724637681,0.876358695652174,0.9047010869565216,6,6,1,0,-4.876038603053451e-06,-8.126731005089085e-07,-0.005909998246204201,-0.0009849997077007002,17.833333333333332,3.0,1.0,0.3034761904761904,0.6582857142857143,0.0,0.7346166666666666,0.08854593048698796,0.6666666666666666,0,0.8414560688405797,h083_outside_h069_route_c760_ef73ae51
r214_q3_s_stage,214,id09,2024-08-21,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.499423659884498,4.155417142857143,0.8310834285714286,0.8513201998189602,0.8674994285714288,0.1515485714285714,0.7528914285714285,0.7187171428571428,0.0020886704837356,0.0104433524186782,1,3,3,2,11111,"2,3,4,5,6",0.9846014492753624,0.46875,0.9470108695652174,0.8906521739130434,5,5,1,0,-6.958511868689227e-06,-1.3917023737378455e-06,-0.010390018080262799,-0.00207800361605256,18.2,2.8,1.0,0.26251428571428564,0.7134857142857143,0.0,0.8130280000000001,0.13300338581883317,0.6,0,0.8403985507246376,h083_outside_h069_route_c760_ef73ae51
r183_full_state,183,id08,2024-08-03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.064281857427559,4.139134285714286,0.5913048979591837,0.6242164641887197,0.6268979591836734,0.3266959183673469,0.5654669387755101,0.5767371428571427,0.0014236583056492,0.0099656081395446,3,7,2,0,1111111,"0,1,2,3,4,5,6",0.9030797101449276,0.9026268115942028,0.7028985507246377,0.8671784420289854,7,6,1,1,-7.677771490440278e-06,-1.0968244986343254e-06,-0.009875820888364046,-0.001410831555480578,15.428571428571429,2.7142857142857144,1.0,0.39138775510204077,0.5866938775510204,0.0,0.6598575510204082,0.0947143194515899,0.7142857142857143,0,0.8394303183229813,h083_outside_h069_route_c760_ef73ae51
r249_nonq2_full,249,id10,2024-09-27,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.211943227564604,4.030828571428572,0.6718047619047619,0.6759925415642015,0.7212476190476189,0.2909357142857142,0.6748771428571428,0.5179971428571428,0.002997304236704,0.017983825420224,3,5,2,1,1011111,"0,2,3,4,5,6",0.9451992753623188,0.8054800724637681,0.7658514492753623,0.8978623188405798,5,5,1,1,-1.1962830301077031e-05,-1.993805050179505e-06,-0.01710865401829,-0.0028514423363816665,14.833333333333334,2.5,0.8333333333333334,0.42280952380952375,0.6018095238095239,0.0,0.5245595238095239,0.1517510320880407,0.8,0,0.8388677536231884,h083_outside_h069_route_c760_ef73ae51
r162_q3_s_stage,162,id07,2024-07-24,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.261787860438155,3.7220371428571433,0.7444074285714286,0.7584024855332461,0.7626285714285717,0.2611685714285714,0.7370708571428571,0.6345771428571428,0.0024011753093292,0.0120058765466462,1,4,2,1,11111,"2,3,4,5,6",0.9519927536231884,0.5849184782608695,0.8129528985507246,0.8737092391304346,5,4,1,1,-2.1962219533090184e-05,-4.392443906618037e-06,-0.011935264673430599,-0.00238705293468612,15.4,2.6,1.0,0.38268571428571424,0.6388571428571428,0.0,0.73588,0.13840063956092236,0.6,0,0.8377626811594202,h083_outside_h069_route_c760_ef73ae51
r032_q3_s_stage,32,id02,2024-08-31,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.9699971161243683,3.123328571428571,0.6246657142857142,0.5804447712475318,0.672256,0.1858,0.663025142857143,0.3422571428571428,0.001051718016876,0.0052585900843804,2,2,3,3,11111,"2,3,4,5,6",0.8790760869565217,0.46875,0.9171195652173914,0.8067663043478259,5,5,1,0,-8.032620608188977e-06,-1.6065241216377954e-06,-0.005227386525791005,-0.001045477305158201,21.0,3.0,1.0,0.27794285714285705,0.7316571428571429,0.0,0.6979714285714287,0.884743962160757,0.6,0,0.8361096014492754,h083_outside_h069_route_c760_ef73ae51
r147_full_state,147,id06,2024-08-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.4155092362337296,4.9848485714285715,0.712121224489796,0.7561470764336178,0.7432783673469388,0.2878510204081633,0.6889346938775509,0.9203771428571432,0.0017827605322041,0.0124793237254287,3,5,5,2,1111111,"0,1,2,3,4,5,6",0.9750905797101448,0.8054800724637681,0.7708333333333334,0.914596920289855,6,5,1,2,-8.149171336075281e-06,-1.16416733372504e-06,-0.012445463382410996,-0.001777923340344428,11.571428571428571,2.0,0.8571428571428571,0.400938775510204,0.670122448979592,0.0,0.5729820408163265,0.8629447348033118,0.6666666666666666,0,0.8339288949275362,h083_outside_h069_route_c760_ef73ae51
r189_full_state,189,id08,2024-08-11,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.3042598180447693,4.673622857142858,0.6676604081632654,0.7069919743928014,0.6927771428571428,0.2976857142857143,0.5809036734693878,0.8004371428571427,0.0005904409449048,0.004133086614334,4,6,3,1,1111111,"0,1,2,3,4,5,6",0.9592391304347826,0.9026268115942028,0.7581521739130435,0.8899365942028986,7,7,1,0,-7.208615698080979e-06,-1.029802242582997e-06,-0.004115642659357861,-0.0005879489513368372,15.0,2.5714285714285716,1.0,0.3568163265306121,0.5146938775510204,0.0,0.6924951020408162,0.0615251936216934,0.7142857142857143,0,0.8333886516563147,h083_outside_h069_route_c760_ef73ae51
r222_nonq2_full,222,id09,2024-09-14,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.332690923320666,4.274117142857143,0.7123528571428572,0.7446753987070588,0.7489295238095238,0.329497619047619,0.624710476190476,0.816817142857143,0.000940340049323,0.0056420402959383,2,5,1,1,1011111,"0,2,3,4,5,6",0.9655797101449276,0.7373188405797102,0.6965579710144928,0.8707653985507247,6,5,1,1,-1.125027953198619e-05,-1.875046588664365e-06,-0.0056255061511608,-0.0009375843585267999,14.833333333333334,2.8333333333333335,1.0,0.4194761904761904,0.5260952380952381,0.0,0.7039409523809524,0.0912539996986562,0.6666666666666666,0,0.8281680253623188,h083_outside_h069_route_c760_ef73ae51
r229_full_state,229,id10,2024-08-06,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.9460494354550029,3.941731428571429,0.5631044897959184,0.5792719743928013,0.6571722448979591,0.3315755102040816,0.6260326530612245,0.4097171428571428,0.0017907517944469,0.0125352625611287,4,6,2,1,1111111,"0,1,2,3,4,5,6",0.8673007246376812,0.9026268115942028,0.6915760869565217,0.853143115942029,7,7,1,0,-1.2605017299141275e-05,-1.8007167570201821e-06,-0.012386759534873459,-0.001769537076410494,10.571428571428571,2.4285714285714284,1.0,0.4810612244897959,0.5274285714285714,0.0,0.6372293877551021,0.1146194319240028,0.5714285714285714,0,0.8280370082815735,h083_outside_h069_route_c760_ef73ae51
r057_q3_s_stage,57,id02,2024-10-15,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.032469218093601,3.284577142857143,0.6569154285714286,0.6563453426761032,0.7010697142857143,0.2727857142857143,0.634408,0.5128371428571429,0.000599982300609,0.002999911503045,2,5,3,0,11111,"2,3,4,5,6",0.8935688405797102,0.7373188405797102,0.7948369565217391,0.8272644927536231,5,5,1,0,-7.929310435318517e-06,-1.5858620870637034e-06,-0.0029772653091885855,-0.0005954530618377171,17.8,3.0,1.0,0.36565714285714285,0.5930285714285715,0.0,0.7127468571428571,0.1013562689999254,0.6,0,0.8277626811594202,h083_outside_h069_route_c760_ef73ae51
r206_full_state,206,id09,2024-08-11,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.1436798832887596,4.344768571428571,0.6206812244897959,0.634506260107087,0.6542220408163265,0.3236795918367346,0.5874440816326532,0.5541171428571429,0.0015356441082493,0.0107495087577451,5,7,2,0,1111111,"0,1,2,3,4,5,6",0.9252717391304348,0.9685235507246376,0.7096920289855072,0.8951268115942029,6,6,1,1,-7.08402761012218e-06,-1.0120039443031685e-06,-0.009992583589493446,-0.0014275119413562065,13.714285714285714,2.4285714285714284,0.8571428571428571,0.396938775510204,0.5869387755102041,0.0,0.513021224489796,0.12495680701490001,0.6666666666666666,0,0.8254800724637681,h083_outside_h069_route_c760_ef73ae51
r207_nonq2_full,207,id09,2024-08-12,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.1648433676965335,3.894122857142857,0.6490204761904762,0.6497125415642016,0.7313657142857143,0.2071214285714285,0.5810333333333334,0.4920571428571429,0.0016899947910189,0.0101399687461139,2,5,2,1,1011111,"0,2,3,4,5,6",0.9338768115942028,0.7373188405797102,0.8831521739130435,0.8839990942028986,5,5,1,1,-6.650170735980555e-06,-1.1083617893300924e-06,-0.010106369789292502,-0.0016843949648820836,15.166666666666666,2.3333333333333335,0.8333333333333334,0.27233333333333326,0.6621904761904762,0.0,0.5295161904761905,0.14703194580467321,0.6,0,0.8247984601449276,h083_outside_h069_route_c760_ef73ae51
r036_s_stage,36,id02,2024-09-04,s_stage,"S1,S2,S3,S4",4,0,4,1.987016488004457,2.6950142857142856,0.6737535714285714,0.6368509091447674,0.6723457142857143,0.1880428571428571,0.6591328571428572,0.4225371428571429,0.0019140044576099,0.0076560178304399,2,4,3,0,1111,"3,4,5,6",0.8831521739130435,0.6632699275362319,0.9144021739130436,0.8479121376811595,4,4,1,0,-5.5937507325120315e-06,-1.3984376831280079e-06,-0.0075471006025873396,-0.0018867751506468349,18.25,2.75,1.0,0.3184285714285714,0.8334285714285714,0.0,0.7239778571428572,0.33892378207023116,0.75,0,0.8205276268115941,h083_outside_h069_route_c760_ef73ae51
r131_full_state,131,id06,2024-07-10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.187158946912022,4.489965714285715,0.6414236734693878,0.6764327907193319,0.695286530612245,0.3205632653061224,0.6352138775510204,0.6308571428571428,0.0011563664598173,0.0080945652187212,3,6,2,1,1111111,"0,1,2,3,4,5,6",0.9402173913043478,0.8591485507246377,0.7160326086956522,0.8861730072463768,6,6,1,1,-8.323319760548284e-06,-1.1890456800783263e-06,-0.007554670884233553,-0.0010792386977476504,13.428571428571429,2.4285714285714284,0.8571428571428571,0.4066938775510204,0.5965714285714286,0.0,0.534910612244898,0.10916739457980451,0.5,0,0.8173052536231885,h083_outside_h069_route_c760_ef73ae51
r031_s_stage,31,id02,2024-08-30,s_stage,"S1,S2,S3,S4",4,0,4,1.8955185594330288,2.543557142857143,0.6358892857142857,0.5814466234304816,0.6526028571428573,0.1505392857142856,0.6113785714285714,0.2874571428571428,0.00213978230196,0.0085591292078402,2,4,1,0,1111,"3,4,5,6",0.8546195652173914,0.6632699275362319,0.9483695652173914,0.8342391304347826,4,4,1,0,-4.028621191325818e-06,-1.0071552978314545e-06,-0.008429638402533211,-0.002107409600633303,20.0,3.0,1.0,0.2589285714285714,0.8177142857142857,0.0,0.7060392857142856,1.0411746322215356,0.75,0,0.8149841485507247,h083_outside_h069_route_c760_ef73ae51
r200_full_state,200,id08,2024-09-20,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.654698305566079,3.1812199999999997,0.45446,0.4626866682703522,0.5009583673469387,0.3809612244897958,0.4205714285714285,0.5066371428571429,0.0002977658888215,0.002084361221751,6,6,1,1,1111111,"0,1,2,3,4,5,6",0.7590579710144928,0.9685235507246376,0.5729166666666666,0.731177536231884,7,7,1,0,-0.000165557533027482,-2.3651076146783145e-05,0.010685217400785142,0.0015264596286835917,10.714285714285714,2.857142857142857,1.0,0.4501632653061224,0.42987755102040814,1.0,0.5558244897959185,0.08458978484377895,0.7142857142857143,0,0.8149149197722567,h083_outside_h069_route_c760_ef73ae51
r074_recovery_route,74,id03,2024-09-21,recovery_route,"Q1,S2,S3,S4",4,0,3,2.017442152293972,2.95072,0.73768,0.74650979588109,0.7908200000000001,0.2120857142857142,0.7137128571428571,0.5048371428571429,0.0020616693529115,0.008246677411646,1,4,0,0,1000111,"0,4,5,6",0.8890398550724637,0.5849184782608695,0.8754528985507246,0.8383740942028985,4,4,1,0,-7.337228349730735e-06,-1.8343070874326838e-06,-0.0082118261088915,-0.002052956527222875,21.0,3.0,1.0,0.3604285714285713,0.7294285714285714,0.0,0.7744571428571428,0.13408617931268618,0.5,0,0.8134850543478261,h083_outside_h069_route_c760_ef73ae51
r154_recovery_route,154,id07,2024-07-16,recovery_route,"Q1,S2,S3,S4",4,0,3,2.1502894094368283,3.137802857142857,0.7844507142857142,0.7995240815953757,0.8260628571428572,0.1581821428571428,0.82045,0.5506171428571428,0.0019506462660873,0.0078025850643492,0,2,2,2,1000111,"0,4,5,6",0.927536231884058,0.1526268115942029,0.9433876811594204,0.8037907608695652,4,4,1,0,-9.467046274823301e-06,-2.3667615687058252e-06,-0.0077666189137493,-0.001941654728437325,21.0,3.0,1.0,0.2885,0.689857142857143,0.0,0.8053178571428572,0.1390619702839178,0.5,0,0.8085416666666667,h083_outside_h069_route_c760_ef73ae51
r028_nonq2_full,28,id02,2024-08-27,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.0496360677245793,3.594665714285714,0.5991109523809524,0.6125744463261062,0.6747104761904762,0.2782166666666666,0.5449047619047619,0.5051371428571428,0.001502534202789,0.009015205216734,2,6,0,0,1011111,"0,2,3,4,5,6",0.8985507246376812,0.8054800724637681,0.7866847826086957,0.856526268115942,5,4,1,2,-6.0388976988900874e-06,-1.0064829498150146e-06,-0.00895926747941096,-0.0014932112465684934,11.166666666666666,2.3333333333333335,0.8333333333333334,0.39385714285714274,0.621904761904762,0.0,0.4713104761904762,0.12461240707222483,1.0,0,0.8058016304347826,h083_outside_h069_route_c760_ef73ae51
r004_full_state,4,id01,2024-08-04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.6028324915805383,3.084211428571429,0.4406016326530612,0.4658589131683115,0.5086546938775511,0.4291755102040816,0.3961151020408163,0.5410571428571428,0.0008666969719831,0.0060668788038818,5,6,4,1,1111111,"0,1,2,3,4,5,6",0.7364130434782609,0.9402173913043478,0.4723731884057971,0.7216938405797101,7,6,1,1,-0.00034254302636107104,-4.8934718051581576e-05,0.00867724336426507,0.0012396061948950102,12.285714285714286,2.7142857142857144,1.0,0.5242448979591836,0.468734693877551,1.0,0.5380326530612245,0.10759062094789633,0.7142857142857143,0,0.8037011516563146,h083_outside_h069_route_c760_ef73ae51
r084_nonq2_full,84,id04,2024-09-15,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.1590009889859365,3.975680000000001,0.6626133333333334,0.7061877796594396,0.7060076190476191,0.322302380952381,0.5890152380952381,0.7246771428571428,0.0013205185063604,0.0079231110381628,2,6,2,0,1011111,"0,2,3,4,5,6",0.9307065217391304,0.8054800724637681,0.7128623188405797,0.8670153985507246,5,5,1,1,-1.2627739351556887e-05,-2.1046232252594814e-06,-0.0077679071619113065,-0.0012946511936518844,12.166666666666666,2.0,0.8333333333333334,0.41880952380952374,0.5512380952380952,0.0,0.5197428571428572,0.11000079472302826,0.6,0,0.802998188405797,h083_outside_h069_route_c760_ef73ae51
r063_full_state,63,id03,2024-08-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.0503808456328545,4.1230142857142855,0.5890020408163265,0.61267034173974,0.6305257142857144,0.3740918367346938,0.6658889795918367,0.5162771428571428,0.0013112958544977,0.0091790709814845,3,6,3,1,1111111,"0,1,2,3,4,5,6",0.8990036231884058,0.8591485507246377,0.5914855072463768,0.8504574275362318,6,6,1,1,-1.599881145082108e-05,-2.28554449297444e-06,-0.008564750330876567,-0.0012235357615537953,8.0,1.8571428571428572,0.8571428571428571,0.5084489795918367,0.47306122448979593,0.0,0.4903061224489796,0.14319580789575256,0.6666666666666666,0,0.8003125000000001,h083_outside_h069_route_c760_ef73ae51
r213_q3_s_stage,213,id09,2024-08-19,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.1437997122802273,3.4919914285714286,0.6983982857142857,0.7020104855332461,0.6983839999999999,0.2353799999999999,0.6170960000000001,0.610937142857143,0.0011073167607668,0.005536583803834,2,5,2,0,11111,"2,3,4,5,6",0.9257246376811594,0.7373188405797102,0.8432971014492754,0.8654800724637681,5,5,1,0,-4.537402873208636e-06,-9.074805746417271e-07,-0.005511821876549508,-0.0011023643753099016,14.8,2.6,1.0,0.3282857142857142,0.6017142857142856,0.0,0.7226217142857143,0.09925621330402058,0.6,0,0.7991779891304347,h083_outside_h069_route_c760_ef73ae51
r025_nonq2_full,25,id01,2024-09-14,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.7953423507094872,3.1347057142857144,0.5224509523809524,0.5152144463261062,0.5800247619047619,0.3429452380952381,0.5181304761904761,0.4345771428571429,0.0008529823590141,0.0051178941540848,5,5,3,1,1011111,"0,2,3,4,5,6",0.8174818840579711,0.9026268115942028,0.6594202898550725,0.7940398550724638,6,6,1,0,-1.2019740952009217e-05,-2.0032901586682027e-06,-0.005100637207328427,-0.0008501062012214044,12.5,2.6666666666666665,1.0,0.4954761904761904,0.43657142857142855,0.0,0.5971214285714286,0.08711048394606395,0.6666666666666666,0,0.7977966485507247,h083_outside_h069_route_c760_ef73ae51
