file,candidate_id,score_name,target_group,curve,k,alpha,y_margin,rollback_sum,over_sum,add_sum,n_rollback_cells,n_over_cells,n_add_cells,phase_lock_pred_margin,phase_lock_train_residual
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_uniform_f40f6bb2.csv,identity_phase_score_all_k120_a0.7_uniform,identity_phase_score,all,uniform,120,0.7,0.0098117989617297,447.05169677734375,8.047035260361213e-14,0.0,1080,0,0,0.010550101,0.0007383023259332835
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_consistency_aa371375.csv,identity_phase_score_all_k120_a0.7_consistency,identity_phase_score,all,consistency,120,0.7,0.0098328298374769,447.4149169921875,8.047035260361213e-14,0.0,1104,0,0,0.010610442,0.0007776118397954199
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.8_score_soft_06458470.csv,identity_phase_score_all_k120_a0.8_score_soft,identity_phase_score,all,score_soft,120,0.8,0.0100153630477727,466.2432556152344,2.645231246948242,0.0,1166,34,0,0.01038703,0.00037166738236541104
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_score_soft_7a9458d4.csv,identity_phase_score_all_k120_a0.7_score_soft,identity_phase_score,all,score_soft,120,0.7,0.0100823681243338,476.81317138671875,0.0,0.0,1199,0,0,0.010138525,5.615657189708863e-05
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_target_route_eda005e8.csv,identity_phase_score_all_k120_a0.7_target_route,identity_phase_score,all,target_route,120,0.7,0.0100970468459052,451.89453125,4.766236782073975,0.0,1132,68,0,0.010499566,0.00040251901621399765
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.6_uniform_412a9dd1.csv,identity_phase_score_all_k120_a0.6_uniform,identity_phase_score,all,uniform,120,0.6,0.0103595936819863,464.5185546875,0.0,0.0,1200,0,0,0.010330083,-2.9510833318200855e-05
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.6_target_route_75361376.csv,identity_phase_score_all_k120_a0.6_target_route,identity_phase_score,all,target_route,120,0.6,0.0103716417977741,464.58416748046875,0.0,0.0,1200,0,0,0.01038095,9.30802727434725e-06
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.6_consistency_d4c375d5.csv,identity_phase_score_all_k120_a0.6_consistency,identity_phase_score,all,consistency,120,0.6,0.0103766859162601,464.8298034667969,0.0,0.0,1200,0,0,0.010381805,5.118862911842811e-06
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.8_consistency_ce638dfe.csv,identity_phase_score_all_k120_a0.8_consistency,identity_phase_score,all,consistency,120,0.8,0.0104440327330411,447.05169677734375,17.05175018310547,0.0,1080,120,0,0.010887263,0.00044323060969705085
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.8_uniform_12af64f6.csv,identity_phase_score_all_k120_a0.8_uniform,identity_phase_score,all,uniform,120,0.8,0.010466882163017,447.05169677734375,17.46680450439453,0.0,1080,120,0,0.010923976,0.00045709391561249424
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.8_target_route_14b83676.csv,identity_phase_score_all_k120_a0.8_target_route,identity_phase_score,all,target_route,120,0.8,0.0104898249542261,448.3246765136719,18.6522274017334,0.0,1100,100,0,0.010754321,0.00026449581627599125
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.6_score_soft_921e500c.csv,identity_phase_score_all_k120_a0.6_score_soft,identity_phase_score,all,score_soft,120,0.6,0.0105496087861197,490.0283508300781,0.0,0.0,1200,0,0,0.009977303,-0.000572305340780498
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.95_score_soft_3ecebc26.csv,identity_phase_score_all_k120_a0.95_score_soft,identity_phase_score,all,score_soft,120,0.95,0.0106284761641349,456.2958068847656,12.520492553710938,0.0,1129,71,0,0.01116221,0.0005337340917263827
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.5_uniform_b6f099de.csv,identity_phase_score_all_k120_a0.5_uniform,identity_phase_score,all,uniform,120,0.5,0.0108676850225689,481.9853515625,0.0,0.0,1200,0,0,0.010110066,-0.0007576187502505369
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.5_target_route_ceb34433.csv,identity_phase_score_all_k120_a0.5_target_route,identity_phase_score,all,target_route,120,0.5,0.0108780849227013,482.0400390625,0.0,0.0,1200,0,0,0.010152455,-0.0007256295033993138
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.5_consistency_0f5eb9f9.csv,identity_phase_score_all_k120_a0.5_consistency,identity_phase_score,all,consistency,120,0.5,0.0108812623066207,482.2447509765625,0.0,0.0,1200,0,0,0.010153167,-0.0007280953568717073
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.5_score_soft_5f6d0ad1.csv,identity_phase_score_all_k120_a0.5_score_soft,identity_phase_score,all,score_soft,120,0.5,0.0109923099891688,503.2435607910156,0.0,0.0,1200,0,0,0.009816083,-0.0011762268633987074
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_Q3S_k120_a0.7_score_soft_6afddab6.csv,identity_phase_score_Q3S_k120_a0.7_score_soft,identity_phase_score,Q3S,score_soft,120,0.7,0.0110131898597588,461.259033203125,0.0,0.0,1199,0,0,0.010906131,-0.0001070588529815137
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_Q3S_k120_a0.8_score_soft_08ddad5b.csv,identity_phase_score_Q3S_k120_a0.8_score_soft,identity_phase_score,Q3S,score_soft,120,0.8,0.0110501741302696,448.34088134765625,2.5190348625183105,0.0,1166,34,0,0.011277365,0.00022719043665258773
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_Q3S_k120_a0.7_uniform_9634f8fe.csv,identity_phase_score_Q3S_k120_a0.7_uniform,identity_phase_score,Q3S,uniform,120,0.7,0.0112183648948107,422.5064697265625,7.913808497406194e-14,0.0,1080,0,0,0.011950103,0.0007317377399172556
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_Q3S_k120_a0.7_consistency_c357e051.csv,identity_phase_score_Q3S_k120_a0.7_consistency,identity_phase_score,Q3S,consistency,120,0.7,0.0112363559330149,422.7630920410156,7.913808497406194e-14,0.0,1099,0,0,0.012003002,0.0007666458239512144
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.95_consistency_7d20de39.csv,identity_phase_score_all_k120_a0.95_consistency,identity_phase_score,all,consistency,120,0.95,0.0113372028074181,447.05169677734375,43.17413330078125,0.0,1080,120,0,0.0114411935,0.00010399071360469615
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_Q3S_k120_a0.6_score_soft_e0b527e4.csv,identity_phase_score_Q3S_k120_a0.6_score_soft,identity_phase_score,Q3S,score_soft,120,0.6,0.0113525361198875,476.69622802734375,0.0,0.0,1200,0,0,0.010635252,-0.0007172840092274247
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.95_target_route_f74ae537.csv,identity_phase_score_all_k120_a0.95_target_route,identity_phase_score,all,target_route,120,0.95,0.0113595706890747,447.05169677734375,43.23934555053711,0.0,1080,120,0,0.011369009,9.437881834800654e-06
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.95_uniform_fb0143fe.csv,identity_phase_score_all_k120_a0.95_uniform,identity_phase_score,all,uniform,120,0.95,0.0113620672863135,447.05169677734375,43.66701126098633,0.0,1080,120,0,0.011484791,0.00012272330707219573
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_Q3S_k120_a0.7_target_route_7870fd81.csv,identity_phase_score_Q3S_k120_a0.7_target_route,identity_phase_score,Q3S,target_route,120,0.7,0.0114217799890772,423.7496337890625,7.395541667938232,0.0,1115,85,0,0.011914568,0.000492788032816301
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a1.1_score_soft_64690cb6.csv,identity_phase_score_all_k120_a1.1_score_soft,identity_phase_score,all,score_soft,120,1.1,0.0115038216262387,449.7064514160156,25.753902435302734,0.0,1103,97,0,0.012379845,0.0008760230467392237
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_Q3S_k120_a0.6_uniform_a46c48e6.csv,identity_phase_score_Q3S_k120_a0.6_uniform,identity_phase_score,Q3S,uniform,120,0.6,0.0115545659326761,443.479736328125,0.0,0.0,1200,0,0,0.011530086,-2.4479534551405738e-05
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.35_uniform_379c723f.csv,identity_phase_score_all_k120_a0.35_uniform,identity_phase_score,all,uniform,120,0.35,0.0115643336576511,508.185546875,0.0,0.0,1200,0,0,0.00978004,-0.0017842936468412014
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_Q3S_k120_a0.6_consistency_defba785.csv,identity_phase_score_Q3S_k120_a0.6_consistency,identity_phase_score,Q3S,consistency,120,0.6,0.011569183730043,443.69970703125,0.0,0.0,1200,0,0,0.011575427,6.243176304274525e-06
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.35_target_route_5322964b.csv,identity_phase_score_all_k120_a0.35_target_route,identity_phase_score,all,target_route,120,0.35,0.0115725194788059,508.2238464355469,0.0,0.0,1200,0,0,0.009809713,-0.0017628065994461772
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.35_consistency_68067b82.csv,identity_phase_score_all_k120_a0.35_consistency,identity_phase_score,all,consistency,120,0.35,0.0115733078980775,508.36712646484375,0.0,0.0,1200,0,0,0.009810211,-0.0017630967611403578
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.35_score_soft_265978c5.csv,identity_phase_score_all_k120_a0.35_score_soft,identity_phase_score,all,score_soft,120,0.35,0.0116144189567084,523.0662841796875,0.0,0.0,1200,0,0,0.009574252,-0.0020401667759532612
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_Q3S_k120_a0.6_target_route_a5ca1b60.csv,identity_phase_score_Q3S_k120_a0.6_target_route,identity_phase_score,Q3S,target_route,120,0.6,0.0116154595103541,438.206298828125,0.0,0.0,1200,0,0,0.011778819,0.0001633598643860229
