file,resolved_path,candidate_id,family,op,k,alpha,changed_cells_vs_h012,changed_rows_vs_h012,max_abs_prob_vs_h012,mean_abs_prob_vs_h012,rollback_cells,predicted_coeff_gain,pre_state_a100,pre_state_a10,pre_geometry_a100,pre_geometry_a10,full_state_a100,full_geometry_a100,pre_state_mean,pre_geometry_mean,full_state_mean,full_geometry_mean,pre_state_margin_vs_h012_pred,h033_action_score
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.1_fe1c04f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.1_fe1c04f5.csv,negative_combo_rollback_add_k25_a0.1,negative_combo,rollback_add,25,0.1,50,46,0.002247478726189911,2.5158731006999516e-05,50,-3.0773590349098745,0.5895158444787653,0.5935215182931532,0.5611688921636214,0.5487459757216098,0.5801526496471396,0.5692753265942052,0.5915186813859592,0.5549574339426155,0.5801526496471396,0.5692753265942052,0.02707818821200747,0.5882471690966131
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.25_47e6079e.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.25_47e6079e.csv,negative_combo_rollback_add_k25_a0.25,negative_combo,rollback_add,25,0.25,50,46,0.005603381952603348,6.288361984248708e-05,50,-3.0773590349098745,0.5895157906170585,0.5935217452913775,0.5611931267543797,0.5487790304586749,0.5801520895997493,0.5692972202856477,0.591518767954218,0.5549860786065273,0.5801520895997493,0.5692972202856477,0.027078274780266254,0.5882544168308498
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.4_9b8964bc.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.4_9b8964bc.csv,negative_combo_rollback_add_k25_a0.4,negative_combo,rollback_add,25,0.4,50,46,0.00894069008782783,0.00010059123506795578,50,-3.0773590349098745,0.5895157367047096,0.5935219725030338,0.5612139211752267,0.5488113335889314,0.5801515290257814,0.569312086472258,0.5915188546038717,0.555012627382079,0.5801515290257814,0.569312086472258,0.027078361429919928,0.5882611406743914
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k25_a0.1_153e04fc.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k25_a0.1_153e04fc.csv,negative_rollback_rollback_k25_a0.1,negative_rollback,rollback,25,0.1,25,24,0.002247478726189911,2.404718032790108e-05,25,-0.04717422646857346,0.5896402779469607,0.5937620637365021,0.5611589367138414,0.5487429440811662,0.5801599393387532,0.569255795933109,0.5917011708417315,0.5549509403975038,0.5801599393387532,0.569255795933109,0.02726067766777973,0.5884180351661074
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k25_a0.25_16a52e12.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k25_a0.25_16a52e12.csv,negative_rollback_rollback_k25_a0.25,negative_rollback,rollback,25,0.25,25,24,0.005603381952603348,6.0104857872534646e-05,25,-0.04717422646857346,0.5896402221022662,0.5937623035649244,0.5611766703167739,0.5487732712373299,0.5801593529677455,0.569262772953817,0.5917012628335954,0.5549749707770519,0.5801593529677455,0.569262772953817,0.027260769659643636,0.5884241347528583
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k25_a0.4_9f4e87a0.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k25_a0.4_9f4e87a0.csv,negative_rollback_rollback_k25_a0.4,negative_rollback,rollback,25,0.4,25,24,0.00894069008782783,9.61453997242131e-05,25,-0.04717422646857346,0.5896401662023647,0.5937625436304393,0.5611943826622606,0.5488035742786205,0.5801587660170576,0.5692697325889287,0.5917013549164021,0.5549989784704406,0.5801587660170576,0.5692697325889287,0.02726086174245035,0.5884302287590122
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k25_a0.6_d1892340.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k25_a0.6_d1892340.csv,negative_rollback_rollback_k25_a0.6,negative_rollback,rollback,25,0.6,25,24,0.01336109838687094,0.00014417003856818993,25,-0.04717422646857346,0.5896400915831423,0.5937628640872106,0.5612179655260174,0.5488439401250359,0.580157982512927,0.5692789846157954,0.5917014778351765,0.5550309528255266,0.580157982512927,0.5692789846157954,0.02726098466122473,0.588438345266558
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k50_a0.1_76a5f49e.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k50_a0.1_76a5f49e.csv,negative_add_add_k50_a0.1,negative_add,add,50,0.1,50,47,0.0009217181761472792,4.410911743971933e-06,50,-3.491871545441224,0.5905328889927495,0.5931991721934543,0.5611505378767484,0.5487226890953742,0.5826586960174991,0.5692680236201485,0.5918660305931018,0.5549366134860614,0.5826586960174991,0.5692680236201485,0.027425537419150103,0.5885893131896172
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k50_a0.25_4e9f6f86.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k50_a0.25_4e9f6f86.csv,negative_add_add_k50_a0.25,negative_add,add,50,0.25,50,47,0.002305610366163835,1.1027608532679382e-05,50,-3.491871545441224,0.5905328979870874,0.5931991145264246,0.5611612152675611,0.5487308452181897,0.5826588101947098,0.5692865215556796,0.591866006256756,0.5549460302428755,0.5826588101947098,0.5692865215556796,0.027425513082804276,0.5885916430424749
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k50_a0.4_49a9529c.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k50_a0.4_49a9529c.csv,negative_add_add_k50_a0.4,negative_add,add,50,0.4,50,47,0.0036910624352273214,1.7644686918130845e-05,50,-3.491871545441224,0.5905329069797254,0.5931990568702903,0.5611677385873625,0.5487382304760667,0.5826589243503464,0.5692951117963021,0.5918659819250078,0.5549529845317146,0.5826589243503464,0.5692951117963021,0.027425488751056104,0.5885933572829365
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k50_a0.7_a2ae4ac2.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k50_a0.7_a2ae4ac2.csv,negative_add_add_k50_a0.7,negative_add,add,50,0.7,50,47,0.006466564613135328,3.0879927883650394e-05,50,-3.491871545441224,0.5905329249599043,0.5931989415906977,0.5611777520911083,0.5487504290185843,0.5826591525969225,0.5693047850875359,0.591865933275301,0.5549640905548463,0.5826591525969225,0.5693047850875359,0.027425440101349285,0.5885960851390126
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.05_d4c4e63a.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.05_d4c4e63a.csv,negative_over_over_k50_a0.05,negative_over,over,50,0.05,50,47,0.0011333504039792164,2.076922993945142e-05,50,-0.30695362981135077,0.5905623586073583,0.5935775599647406,0.5611811864787044,0.548751137797971,0.5840290633576142,0.5693038079101165,0.5920699592860494,0.5549661621383377,0.5840290633576142,0.5693038079101165,0.02762946611209771,0.5888006290456339
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.1_c0877fc0.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.1_c0877fc0.csv,negative_over_over_k50_a0.1,negative_over,over,50,0.1,50,47,0.0022674270894303405,4.1540407367943874e-05,50,-0.30695362981135077,0.5905623907630076,0.5935773696143551,0.5611886645027968,0.5487645403690513,0.5840294476857832,0.5693066136603231,0.5920698801886815,0.5549766024359241,0.5840294476857832,0.5693066136603231,0.027629387014729723,0.5888031600226625
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.18_5560a52a.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.18_5560a52a.csv,negative_over_over_k50_a0.18,negative_over,over,50,0.18,50,47,0.00408343189802296,7.477811743722103e-05,50,-0.30695362981135077,0.5905624421719458,0.5935770652911277,0.5612006288504087,0.5487859850494493,0.5840300621315518,0.5693111015057457,0.5920697537315367,0.554993306949929,0.5840300621315518,0.5693111015057457,0.027629260557584967,0.588807209694019
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.28_eea3cb80.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.28_eea3cb80.csv,negative_over_over_k50_a0.28,negative_over,over,50,0.28,50,47,0.006355939726935267,0.00011633138021331581,50,-0.30695362981135077,0.5905625063638061,0.593576685297392,0.5612155833501208,0.548812791761559,0.5840308293603476,0.5693167088992472,0.592069595830599,0.5550141875558399,0.5840308293603476,0.5693167088992472,0.02762910265664731,0.588812271944559
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.05_b467ea56.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.05_b467ea56.csv,negative_over_over_k80_a0.05,negative_over,over,80,0.05,80,71,0.0015909777510750844,3.681137609428854e-05,80,-0.3951743037463591,0.5907046155433434,0.5936544420260759,0.5612173195952995,0.548775207391669,0.584025696934053,0.5693636897674913,0.5921795287847096,0.5549962634934842,0.584025696934053,0.5693636897674913,0.027739035610757856,0.5889297238830806
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.1_7649a8d5.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.1_7649a8d5.csv,negative_over_over_k80_a0.1,negative_over,over,80,0.1,80,71,0.003181712106521295,7.3626098220185e-05,80,-0.3951743037463591,0.5907046735056164,0.5936541289816947,0.5612279952424706,0.5487945867067023,0.5840263595671559,0.5693679253234909,0.5921794012436555,0.5550112909745865,0.5840263595671559,0.5693679253234909,0.027738908069703805,0.5889333532123022
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.18_36f83b3e.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.18_36f83b3e.csv,negative_over_over_k80_a0.18,negative_over,over,80,0.18,80,71,0.00572630049786127,0.0001325360727421716,80,-0.3951743037463591,0.5907047661194554,0.5936536287901004,0.5612450723049223,0.5488255908594956,0.5840274183419746,0.5693746973922537,0.5921791974547779,0.555035331582209,0.5840274183419746,0.5693746973922537,0.027738704280826143,0.5889391595753302
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.28_e53c337a.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.28_e53c337a.csv,negative_over_over_k80_a0.28,negative_over,over,80,0.28,80,71,0.008905843319743645,0.00020618345396593236,80,-0.3951743037463591,0.5907048816695477,0.5936530047236998,0.5612664115257636,0.5488643409794886,0.584028739327368,0.5693831539442767,0.5921789431966238,0.5550653762526261,0.584028739327368,0.5693831539442767,0.027738450022672057,0.5889464164847803
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.05_88feaff4.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.05_88feaff4.csv,negative_over_over_k10_a0.05,negative_over,over,10,0.05,10,10,0.0009146111791465961,3.805633035320856e-06,10,-0.10740053694859952,0.5916306773981587,0.5942286218347299,0.5611323537121278,0.5487190316190331,0.5849222575243396,0.5692197567603333,0.5929296496164442,0.5549256926655805,0.5849222575243396,0.5692197567603333,0.028489156442492503,0.5896342020078393
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.1_762e9799.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.1_762e9799.csv,negative_over_over_k10_a0.1,negative_over,over,10,0.1,10,10,0.0018291523162794476,7.612602425880149e-06,10,-0.10740053694859952,0.5916306849556177,0.5942285873699092,0.5611352105076106,0.5487238768216827,0.5849223328939092,0.5692207777263646,0.5929296361627634,0.5549295436646466,0.5849223328939092,0.5692207777263646,0.028489142988811667,0.5896351513039251
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.18_29400303.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.18_29400303.csv,negative_over_over_k10_a0.18,negative_over,over,10,0.18,10,10,0.003292257182694436,1.3706500729162605e-05,10,-0.10740053694859952,0.5916306970458958,0.5942285322337474,0.5611397811486104,0.548731629156192,0.5849224534687087,0.5692224109662951,0.5929296146398215,0.5549357051524012,0.5849224534687087,0.5692224109662951,0.028489121465869793,0.5896366701529218
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.28_e0efd156.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.28_e0efd156.csv,negative_over_over_k10_a0.28,negative_over,over,10,0.28,10,10,0.005120825949045171,2.132855686250904e-05,10,-0.10740053694859952,0.5916307121558785,0.594228463326608,0.5611454940134132,0.5487413195494716,0.584922604158638,0.5692244519594872,0.5929295877412433,0.5549434067814424,0.584922604158638,0.5692244519594872,0.02848909456729154,0.5896385686616038
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.05_d83d7ec2.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.05_d83d7ec2.csv,negative_over_over_k120_a0.05,negative_over,over,120,0.05,120,98,0.0020287844305916236,5.969907023363325e-05,120,-0.47904438021476703,0.5922820538404058,0.5958704350843498,0.561271126029732,0.548812264284886,0.5848166574529245,0.5694433805033331,0.5940762444623777,0.555041695157309,0.5848166574529245,0.5694433805033331,0.029635751288425993,0.590853797476705
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.1_12187be0.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.1_12187be0.csv,negative_over_over_k120_a0.1,negative_over,over,120,0.1,120,98,0.004055400854714453,0.00011940448569942893,120,-0.47904438021476703,0.5922821413207865,0.5958698428880536,0.5612871641233236,0.5488400086934696,0.5848177577107703,0.5694504704975772,0.5940759921044201,0.5550635864083966,0.5848177577107703,0.5694504704975772,0.02963549893046835,0.5908590179315193
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.18_adc798b2.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.18_adc798b2.csv,negative_over_over_k120_a0.18,negative_over,over,120,0.18,120,98,0.007293314619493785,0.00021494536498942496,120,-0.47904438021476703,0.5922822809749627,0.5958688975025228,0.561312813286213,0.5488843886169313,0.5848195141686446,0.5694618022272637,0.5940755892387428,0.5550986009515722,0.5848195141686446,0.5694618022272637,0.02963509606479109,0.5908673687016359
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.28_f4719d27.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.28_f4719d27.csv,negative_over_over_k120_a0.28,negative_over,over,120,0.28,120,98,0.011332261481686867,0.00033439042736865257,120,-0.47904438021476703,0.5922824550006327,0.5958677194400102,0.561344853848871,0.5489398436560715,0.5848217029235072,0.5694759452352512,0.5940750872203214,0.5551423487524713,0.5848217029235072,0.5694759452352512,0.0296345940463697,0.5908778036334392
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.1_1f92c1d7.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.1_1f92c1d7.csv,negative_add_add_k200_a0.1,negative_add,add,200,0.1,200,143,0.00178646526917281,7.235500288680202e-05,200,-3.8755146147751236,0.5932662481486812,0.597663037334987,0.5613161276165775,0.548819023892811,0.58502728773274,0.5695434881442961,0.5954646427418342,0.5550675757546942,0.58502728773274,0.5695434881442961,0.031024149567882464,0.5922806659055077
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.25_9dfae062.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.25_9dfae062.csv,negative_add_add_k200_a0.25,negative_add,add,200,0.25,200,143,0.004457661389663303,0.00018090058527321697,200,-3.8755146147751236,0.593266417465041,0.5976619998996708,0.5613527058811257,0.5488688938291196,0.5850293168030242,0.569573920907643,0.5954642086823559,0.5551107998551227,0.5850293168030242,0.569573920907643,0.031023715508404215,0.5922910378711366
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.4_0dc64dc4.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.4_0dc64dc4.csv,negative_add_add_k200_a0.4,negative_add,add,200,0.4,200,143,0.007118539322809925,0.00028946040232649884,200,-3.8755146147751236,0.5932665862422991,0.5976609657675357,0.5613830456794433,0.54891768738223,0.5850313394127716,0.5695925261633699,0.5954637760049174,0.5551503665308366,0.5850313394127716,0.5695925261633699,0.03102328283096567,0.5923004968626265
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.7_8a4f8164.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.7_8a4f8164.csv,negative_add_add_k200_a0.7,negative_add,add,200,0.7,200,143,0.012408829953479139,0.0005066161843510145,200,-3.8755146147751236,0.5932669221897774,0.5976589073499076,0.5614406421066428,0.5490126572516337,0.5850353653736883,0.5696258022835857,0.5954629147698425,0.5552266496791383,0.5850353653736883,0.5696258022835857,0.031022421595890748,0.592318706414627
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.05_3fece0ad.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.05_3fece0ad.csv,negative_over_over_k25_a0.05,negative_over,over,25,0.05,25,25,0.0009445383468867918,9.007734160264727e-06,25,-0.200682089044345,0.5944775312243292,0.598097569375504,0.5611489507665303,0.5487279214706698,0.5854586044172894,0.569251452289798,0.5962875502999165,0.5549384361186,0.5854586044172894,0.569251452289798,0.031847057125964806,0.5930012885545665
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.1_9b69a231.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.1_9b69a231.csv,negative_over_over_k25_a0.1,negative_over,over,25,0.1,25,25,0.0018879629600452308,1.8014802107095052e-05,25,-0.200682089044345,0.5944775504571926,0.5980974676502605,0.5611533957676017,0.5487358694951882,0.5854588057134836,0.5692528548923875,0.5962875090537265,0.5549446326313949,0.5854588057134836,0.5692528548923875,0.03184701587977479,0.5930027964365752
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.18_f1ed84b3.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.18_f1ed84b3.csv,negative_over_over_k25_a0.18,negative_over,over,25,0.18,25,25,0.0033951108066390123,3.2424658932468986e-05,25,-0.200682089044345,0.5944775812186609,0.5980973049486511,0.5611605047664804,0.54874858329971,0.585459127671077,0.5692550963850483,0.596287443083656,0.5549545440330952,0.585459127671077,0.5692550963850483,0.03184694990970427,0.5930052083169297
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.28_6d9741c3.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.28_6d9741c3.csv,negative_over_over_k25_a0.28,negative_over,over,25,0.28,25,25,0.005274977420520077,5.043432083033202e-05,25,-0.200682089044345,0.5944776196512731,0.59809710167331,0.5611693857836225,0.5487644702598802,0.5854595299168797,0.5692578936010019,0.5962873606622916,0.5549669280217513,0.5854595299168797,0.5692578936010019,0.03184686748833987,0.5930082218927294
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.1_e066b0b6.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.1_e066b0b6.csv,negative_add_add_k120_a0.1,negative_add,add,120,0.1,120,95,0.0015213512602497703,3.2438688415247046e-05,120,-3.781749272992855,0.5951884874332882,0.5997894185320264,0.5612351410482146,0.5487767676098292,0.5850938647317417,0.5694003388954635,0.5974889529826573,0.5550059543290219,0.5850938647317417,0.5694003388954635,0.03304845980870552,0.5942575707899127
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.25_8b2601c9.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.25_8b2601c9.csv,negative_add_add_k120_a0.25,negative_add,add,120,0.25,120,95,0.0038068187679480836,8.10921080166283e-05,120,-3.781749272992855,0.5951885704191485,0.5997889765342196,0.5612598955923136,0.5488057325896987,0.5850947821969336,0.569427705107133,0.597488773476684,0.5550328140910061,0.5850947821969336,0.569427705107133,0.033048280302732325,0.5942641062244356
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.4_d56deb25.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.4_d56deb25.csv,negative_add_add_k120_a0.4,negative_add,add,120,0.4,120,95,0.006096333448879165,0.00012973944780001408,120,-3.781749272992855,0.5951886532903017,0.5997885351473597,0.5612784270156969,0.5488336370838635,0.5850956983939659,0.5694396380520598,0.5974885942188307,0.5550560320497802,0.5850956983939659,0.5694396380520598,0.033048101044878986,0.5942697314562758
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.7_bb3fce26.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.7_bb3fce26.csv,negative_add_add_k120_a0.7,negative_add,add,120,0.7,120,95,0.010687134076363236,0.00022701343791047573,120,-3.781749272992855,0.5951888186894385,0.5997876542014253,0.5613124530886514,0.5488868770127342,0.5850975269940542,0.5694596071842567,0.5974882364454319,0.5550996650506927,0.5850975269940542,0.5694596071842567,0.03304774327148019,0.5942802819331051
