file,resolved_path,candidate_id,family,op,k,alpha,changed_cells_vs_h012,changed_rows_vs_h012,max_abs_prob_vs_h012,mean_abs_prob_vs_h012,rollback_cells,predicted_coeff_gain
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.1_e066b0b6.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.1_e066b0b6.csv,negative_add_add_k120_a0.1,negative_add,add,120,0.1,120,95,0.0015213512602497703,3.2438688415247046e-05,120,-3.781749272992855
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.25_8b2601c9.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.25_8b2601c9.csv,negative_add_add_k120_a0.25,negative_add,add,120,0.25,120,95,0.0038068187679480836,8.10921080166283e-05,120,-3.781749272992855
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.4_d56deb25.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.4_d56deb25.csv,negative_add_add_k120_a0.4,negative_add,add,120,0.4,120,95,0.006096333448879165,0.00012973944780001408,120,-3.781749272992855
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.7_bb3fce26.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k120_a0.7_bb3fce26.csv,negative_add_add_k120_a0.7,negative_add,add,120,0.7,120,95,0.010687134076363236,0.00022701343791047573,120,-3.781749272992855
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.1_1f92c1d7.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.1_1f92c1d7.csv,negative_add_add_k200_a0.1,negative_add,add,200,0.1,200,143,0.00178646526917281,7.235500288680202e-05,200,-3.8755146147751236
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.25_9dfae062.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.25_9dfae062.csv,negative_add_add_k200_a0.25,negative_add,add,200,0.25,200,143,0.004457661389663303,0.00018090058527321697,200,-3.8755146147751236
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.4_0dc64dc4.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.4_0dc64dc4.csv,negative_add_add_k200_a0.4,negative_add,add,200,0.4,200,143,0.007118539322809925,0.00028946040232649884,200,-3.8755146147751236
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.7_8a4f8164.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k200_a0.7_8a4f8164.csv,negative_add_add_k200_a0.7,negative_add,add,200,0.7,200,143,0.012408829953479139,0.0005066161843510145,200,-3.8755146147751236
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.05_88feaff4.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.05_88feaff4.csv,negative_over_over_k10_a0.05,negative_over,over,10,0.05,10,10,0.0009146111791465961,3.805633035320856e-06,10,-0.10740053694859952
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.1_762e9799.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.1_762e9799.csv,negative_over_over_k10_a0.1,negative_over,over,10,0.1,10,10,0.0018291523162794476,7.612602425880149e-06,10,-0.10740053694859952
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.18_29400303.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.18_29400303.csv,negative_over_over_k10_a0.18,negative_over,over,10,0.18,10,10,0.003292257182694436,1.3706500729162605e-05,10,-0.10740053694859952
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.28_e0efd156.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k10_a0.28_e0efd156.csv,negative_over_over_k10_a0.28,negative_over,over,10,0.28,10,10,0.005120825949045171,2.132855686250904e-05,10,-0.10740053694859952
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.05_3fece0ad.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.05_3fece0ad.csv,negative_over_over_k25_a0.05,negative_over,over,25,0.05,25,25,0.0009445383468867918,9.007734160264727e-06,25,-0.200682089044345
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.1_9b69a231.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.1_9b69a231.csv,negative_over_over_k25_a0.1,negative_over,over,25,0.1,25,25,0.0018879629600452308,1.8014802107095052e-05,25,-0.200682089044345
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.18_f1ed84b3.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.18_f1ed84b3.csv,negative_over_over_k25_a0.18,negative_over,over,25,0.18,25,25,0.0033951108066390123,3.2424658932468986e-05,25,-0.200682089044345
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.28_6d9741c3.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k25_a0.28_6d9741c3.csv,negative_over_over_k25_a0.28,negative_over,over,25,0.28,25,25,0.005274977420520077,5.043432083033202e-05,25,-0.200682089044345
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.05_d4c4e63a.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.05_d4c4e63a.csv,negative_over_over_k50_a0.05,negative_over,over,50,0.05,50,47,0.0011333504039792164,2.076922993945142e-05,50,-0.30695362981135077
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.1_c0877fc0.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.1_c0877fc0.csv,negative_over_over_k50_a0.1,negative_over,over,50,0.1,50,47,0.0022674270894303405,4.1540407367943874e-05,50,-0.30695362981135077
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.18_5560a52a.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.18_5560a52a.csv,negative_over_over_k50_a0.18,negative_over,over,50,0.18,50,47,0.00408343189802296,7.477811743722103e-05,50,-0.30695362981135077
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.28_eea3cb80.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k50_a0.28_eea3cb80.csv,negative_over_over_k50_a0.28,negative_over,over,50,0.28,50,47,0.006355939726935267,0.00011633138021331581,50,-0.30695362981135077
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.05_b467ea56.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.05_b467ea56.csv,negative_over_over_k80_a0.05,negative_over,over,80,0.05,80,71,0.0015909777510750844,3.681137609428854e-05,80,-0.3951743037463591
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.1_7649a8d5.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.1_7649a8d5.csv,negative_over_over_k80_a0.1,negative_over,over,80,0.1,80,71,0.003181712106521295,7.3626098220185e-05,80,-0.3951743037463591
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.18_36f83b3e.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.18_36f83b3e.csv,negative_over_over_k80_a0.18,negative_over,over,80,0.18,80,71,0.00572630049786127,0.0001325360727421716,80,-0.3951743037463591
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.28_e53c337a.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k80_a0.28_e53c337a.csv,negative_over_over_k80_a0.28,negative_over,over,80,0.28,80,71,0.008905843319743645,0.00020618345396593236,80,-0.3951743037463591
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.05_d83d7ec2.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.05_d83d7ec2.csv,negative_over_over_k120_a0.05,negative_over,over,120,0.05,120,98,0.0020287844305916236,5.969907023363325e-05,120,-0.47904438021476703
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.1_12187be0.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.1_12187be0.csv,negative_over_over_k120_a0.1,negative_over,over,120,0.1,120,98,0.004055400854714453,0.00011940448569942893,120,-0.47904438021476703
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.18_adc798b2.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.18_adc798b2.csv,negative_over_over_k120_a0.18,negative_over,over,120,0.18,120,98,0.007293314619493785,0.00021494536498942496,120,-0.47904438021476703
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.28_f4719d27.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_over_over_k120_a0.28_f4719d27.csv,negative_over_over_k120_a0.28,negative_over,over,120,0.28,120,98,0.011332261481686867,0.00033439042736865257,120,-0.47904438021476703
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.1_e17affa9.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.1_e17affa9.csv,negative_combo_rollback_add_k10_a0.1,negative_combo,rollback_add,10,0.1,20,20,0.0018985403156240865,9.299805286122716e-06,20,-2.3934596402055264
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.25_5db827be.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.25_5db827be.csv,negative_combo_rollback_add_k10_a0.25,negative_combo,rollback_add,10,0.25,20,20,0.004740808013187658,2.32293361755121e-05,20,-2.3934596402055264
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.4_0522dd16.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.4_0522dd16.csv,negative_combo_rollback_add_k10_a0.4,negative_combo,rollback_add,10,0.4,20,20,0.007576268576063194,3.713415607841286e-05,20,-2.3934596402055264
