cell_id,row,target,target_i,cell_score,identity_phase_score,memory_conflict_phase_score,route_translator_score,memory_disagrees_h012,memory_agrees_h012,memory_alignment_q,posterior_gain,score_identity_combo,score_joint_vector_cell,score_public_row_subset,h012_abs_logit_delta,q_abs_logit_delta,h012_changed,rollback_beta,over_beta,add_beta,support,h012_direction,lock_cost,negative_op_cost,lock_rank,relief_rank
11,1,S2,4,0.0939648530265389,0.3739457142857142,0.5245686857142856,0.5193747428571428,True,False,0.4870725604670559,0.0010003527419601,0.4544114285714286,0.0874285714285714,0.6062857142857143,0.0657753971185777,0.093964853026539,True,-0.00022326890432111828,-0.0055144009734651505,0.0,True,-1.0,-0.00022326890432111828,-0.0055144009734651505,0.2337142857142857,0.9514285714285714
12,1,S3,5,0.2761094265996793,0.6203585714285715,0.7281334857142857,0.6647125714285714,True,False,0.2143452877397831,0.0045275226265522,0.5249771428571429,0.3548571428571428,0.6062857142857143,0.1932765986197746,0.2761094265996793,True,0.00010210254171279785,8.580704653125354e-05,0.0,True,1.0,0.00010210254171279785,0.0,0.5628571428571428,0.18657142857142858
13,1,S4,6,0.2932574915211047,0.6387057142857143,0.7612425142857144,0.7206741714285714,True,False,0.2527105921601334,0.0091803700870478,0.6053371428571428,0.26,0.6062857142857143,0.2052802440647733,0.2932574915211047,True,0.00017670637462683183,-0.00034723423037872844,0.0,True,-1.0,0.00017670637462683183,-0.00034723423037872844,0.6325714285714286,0.6531428571428571
14,2,Q1,0,0.3075899006346607,0.6608828571428572,0.7560210285714286,0.7243984000000001,True,False,0.1392827356130108,0.004046663275402,0.5885600000000001,0.2451428571428571,0.8342857142857143,0.2153129304442633,0.3075899006346616,True,-0.000449119505631215,0.0006454114755837181,0.0,True,-1.0,-0.000449119505631215,-0.000449119505631215,0.15485714285714286,0.6834285714285714
15,2,Q2,1,0.0042987967999923,0.3372414285714286,0.2442665142857142,0.3776900825396825,False,False,0.0,-0.0,0.5147371428571429,0.7097142857142857,0.8342857142857143,0.0,0.0046427005439917,False,0.0,0.0,0.023000830263072168,False,0.0,0.023000830263072168,0.0,0.9914285714285714,0.18657142857142858
16,2,Q3,2,0.0962398922482774,0.44901,0.3019012571428571,0.536289726984127,False,True,0.6055045871559633,0.0011157273682508,0.48324,0.3514285714285714,0.8342857142857143,0.0699589985958632,0.0999414265655189,True,-0.0003667449623182137,0.0005986203977864986,0.0,True,1.0,-0.0003667449623182137,-0.0003667449623182137,0.18057142857142858,0.6594285714285715
17,2,S1,3,0.3241278850800814,0.7114657142857143,0.7964694857142857,0.7920957714285715,True,False,0.1759799833194328,0.0090847255451955,0.7127199999999999,0.316,0.8342857142857143,0.2268895195560568,0.3241278850800816,True,-0.00018978352297846477,-0.0001381655992947347,0.0,True,-1.0,-0.00018978352297846477,-0.00018978352297846477,0.25085714285714283,0.564
18,2,S2,4,0.2119282282297796,0.5965071428571429,0.7019977142857143,0.7238157714285713,True,False,0.3894912427022519,0.0050648902646841,0.6390571428571429,0.1245714285714285,0.8342857142857143,0.1483497597608457,0.2119282282297796,True,-0.00023815322824636087,-0.00090242187332198,0.0,True,-1.0,-0.00023815322824636087,-0.00090242187332198,0.22514285714285714,0.7702857142857142
19,2,S3,5,0.8360593687512934,0.9097157142857144,0.8952214857142857,0.8963664,True,False,0.097581317764804,0.0312737807018934,0.8826342857142857,0.8891428571428571,0.8342857142857143,0.5852415581259061,0.8360593687512934,True,0.00010055345467085176,2.754648837193176e-05,0.0,True,1.0,0.00010055345467085176,0.0,0.5617142857142857,0.18657142857142858
20,2,S4,6,0.2271551008280334,0.7560814285714286,0.7324909714285716,0.7292514285714287,True,False,0.3244370308590492,0.005651222681831,0.7242114285714286,0.9777142857142858,0.8342857142857143,0.1590085705796232,0.2271551008280334,True,-0.00027773712367234874,0.0005473058086526717,0.0,True,-1.0,-0.00027773712367234874,-0.00027773712367234874,0.20971428571428571,0.6217142857142857
21,3,Q1,0,0.125842670260608,0.3543614285714285,0.5583227428571429,0.4713195428571428,True,False,0.3794829024186822,0.0016254704366526,0.2974457142857142,0.1371428571428571,0.2062857142857143,0.0880898691824252,0.125842670260608,True,-0.0003311338894859252,4.1962600260780266e-05,0.0,True,1.0,-0.0003311338894859252,-0.0003311338894859252,0.18857142857142858,0.6485714285714286
22,3,Q2,1,0.2085431773676623,0.5432842857142858,0.6723236571428571,0.6294482285714286,True,False,0.4186822351959967,0.0045147454771596,0.5084514285714287,0.4365714285714285,0.2062857142857143,0.1459802241573634,0.2085431773676623,True,2.7601337637114975e-05,9.592010920962377e-05,0.0,True,1.0,2.7601337637114975e-05,0.0,0.47885714285714287,0.18657142857142858
23,3,Q3,2,0.0121417973641553,0.2393428571428571,0.2224479999999999,0.2587183492063492,False,False,0.0,-0.0,0.2982285714285714,0.7234285714285714,0.2062857142857143,0.0,0.0149012967650997,False,0.0,0.0,0.01521446430925609,False,0.0,0.01521446430925609,0.0,0.9805714285714285,0.18657142857142858
24,3,S1,3,0.1825388721127698,0.4814471428571428,0.6378633142857143,0.5532048,True,False,0.2051709758131776,0.0016587829863503,0.4075028571428571,0.3834285714285714,0.2062857142857143,0.1277772104789392,0.1825388721127698,True,8.008439675174131e-05,-0.00013107639091297502,0.0,True,1.0,8.008439675174131e-05,-0.00013107639091297502,0.5428571428571428,0.5165714285714286
25,3,S2,4,0.2568820416957963,0.6482385714285714,0.4764795428571429,0.6907828571428573,False,True,0.6438698915763136,0.0074062131001764,0.5964971428571428,0.7588571428571429,0.2062857142857143,0.1798174291870574,0.2568820416957963,True,-0.00017150631737620359,0.00011531662231069023,0.0,True,-1.0,-0.00017150631737620359,-0.00017150631737620359,0.2634285714285714,0.5468571428571428
26,3,S3,5,0.0684457005179572,0.3342828571428571,0.3043684571428571,0.3831556571428571,False,False,0.0,-0.0,0.3378742857142857,0.6234285714285714,0.2062857142857143,0.0,0.0684457005179572,False,0.0,0.0,0.0017056888620748836,False,0.0,0.0017056888620748836,0.0,0.9045714285714286,0.18657142857142858
27,3,S4,6,0.0973985659349813,0.4558071428571428,0.5270331428571429,0.5192251428571428,True,False,0.5871559633027523,0.0010434642440266,0.5028857142857143,0.7731428571428571,0.2062857142857143,0.0681789961544868,0.0973985659349813,True,-0.0001344239611878305,-0.0038969370315204677,0.0,True,1.0,-0.0001344239611878305,-0.0038969370315204677,0.288,0.9314285714285714
28,4,Q1,0,0.0306398637581686,0.2313799999999999,0.2487049142857142,0.3111451428571429,False,False,0.0,-0.0,0.2862628571428571,0.3937142857142857,0.2782857142857143,0.0,0.0306398637581686,False,0.0,0.0,0.00681823370443984,False,0.0,0.00681823370443984,0.0,0.9645714285714285,0.18657142857142858
29,4,Q2,1,0.1127059048975138,0.4079485714285714,0.3051419428571428,0.4668107428571428,False,True,0.609674728940784,0.0014349193582632,0.3475657142857143,0.4891428571428571,0.2782857142857143,0.0788941334282596,0.1127059048975138,True,-0.0005065635576815723,-0.002032772003591003,0.0,True,-1.0,-0.0005065635576815723,-0.002032772003591003,0.14057142857142857,0.876
30,4,Q3,2,0.0048433334984329,0.2085285714285714,0.205776,0.2130382730158729,False,False,0.0,-0.0,0.2644571428571428,0.6257142857142857,0.2782857142857143,0.0,0.0068826318135625,False,0.0,0.0,0.009556167132044017,False,0.0,0.009556167132044017,0.0,0.9691428571428572,0.18657142857142858
31,4,S1,3,0.0611443597151625,0.3734142857142857,0.3054811428571429,0.3890702984126983,False,False,0.0,-0.0,0.4104,0.808,0.2782857142857143,0.0,0.0634960658580534,False,0.0,0.0,-0.001294849663214717,False,0.0,-0.001294849663214717,-0.001294849663214717,0.088,0.8217142857142857
32,4,S2,4,0.3874244601928051,0.6802228571428571,0.7766226285714286,0.7226333714285714,True,False,0.3669724770642202,0.0147902160672266,0.5934628571428572,0.5531428571428572,0.2782857142857143,0.2711971221349631,0.3874244601928051,True,6.0884293814425394e-05,-3.470335860365658e-05,0.0,True,1.0,6.0884293814425394e-05,-3.470335860365658e-05,0.5182857142857142,0.4045714285714286
33,4,S3,5,0.338402852344172,0.6270185714285714,0.7573238857142857,0.6488989714285713,True,False,0.1559633027522936,0.0063720262449946,0.4724171428571428,0.4765714285714286,0.2782857142857143,0.2368819966409203,0.338402852344172,True,-7.384374495701188e-05,0.00012452713387918992,0.0,True,1.0,-7.384374495701188e-05,-7.384374495701188e-05,0.3417142857142857,0.46114285714285713
34,4,S4,6,0.1924077479743781,0.4910128571428572,0.6486482285714286,0.5942550857142858,True,False,0.4078398665554629,0.0036514910976019,0.4560514285714285,0.2371428571428571,0.2782857142857143,0.1346854235820643,0.1924077479743781,True,-0.0002228169819452217,0.0013306331638236594,0.0,True,1.0,-0.0002228169819452217,-0.0002228169819452217,0.2342857142857143,0.5891428571428572
35,5,Q1,0,0.292819211230223,0.6932399999999999,0.7591958857142858,0.6731206984126984,True,False,0.146788990825688,0.0046677540250871,0.6154742857142858,0.9565714285714284,0.0782857142857142,0.212857042009662,0.3040814885852316,True,0.0001816554265972149,0.00032450205922717986,0.0,True,-1.0,0.0001816554265972149,0.0,0.6354285714285715,0.18657142857142858
36,5,Q2,1,0.0129527590923688,0.0921299999999999,0.1989289142857143,0.2205235428571428,False,False,0.0,-0.0,0.1390914285714286,0.0754285714285714,0.0782857142857142,0.0,0.0129527590923688,False,0.0,0.0,-0.01299617835322987,False,0.0,-0.01299617835322987,-0.01299617835322987,0.026285714285714287,0.9731428571428572
37,5,Q3,2,0.0209596921164862,0.2207314285714285,0.2355744,0.2738425523809523,False,False,0.0,-0.0,0.2904114285714286,0.5708571428571428,0.0782857142857142,0.0,0.023579653631047,False,0.0,0.0,0.004642418216949275,False,0.0,0.004642418216949275,0.0,0.9514285714285714,0.18657142857142858
38,5,S1,3,0.0836880700159965,0.2367085714285714,0.4639209142857143,0.3844421714285715,True,False,0.5479566305254379,0.0007896548064899,0.2170057142857143,0.032,0.0782857142857142,0.0585816490111978,0.0836880700159965,True,-0.0003218102424942484,-0.0038862296595362413,0.0,True,-1.0,-0.0003218102424942484,-0.0038862296595362413,0.19371428571428573,0.9302857142857143
39,5,S2,4,0.0117658512072417,0.0876985714285714,0.1995716571428571,0.2223128253968253,False,False,0.0,-0.0,0.1601085714285714,0.0348571428571428,0.0782857142857142,0.0,0.012707119303821,False,0.0,0.0,0.009639221331887113,False,0.0,0.009639221331887113,0.0,0.9697142857142858,0.18657142857142858
40,5,S3,5,0.0225881649381301,0.27747,0.2505545142857143,0.3081464253968254,False,False,0.0,-0.0,0.3658228571428571,0.7977142857142857,0.0782857142857142,0.0,0.0243952181331805,False,0.0,0.0,-0.0011626899083836072,False,0.0,-0.0011626899083836072,-0.0011626899083836072,0.092,0.8051428571428572
41,5,S4,6,0.1389429541873064,0.4553628571428571,0.3456608,0.5104128126984127,False,True,0.6205170975813178,0.0023542934137948,0.4094514285714286,0.6222857142857143,0.0782857142857142,0.1010008397746186,0.1442869139637413,True,0.00010618553149309862,0.003181263558923449,0.0,True,1.0,0.00010618553149309862,0.0,0.5702857142857143,0.18657142857142858
42,6,Q1,0,0.0228689592573798,0.2650085714285714,0.2484397714285714,0.3211649523809523,False,False,0.0,-0.0,0.3477485714285714,0.4845714285714286,0.4582857142857143,0.0,0.0257275791645523,False,0.0,0.0,0.005361876695133039,False,0.0,0.005361876695133039,0.0,0.9588571428571429,0.18657142857142858
43,6,Q2,1,0.0592251626521786,0.2909642857142857,0.2964914285714286,0.3995118984126983,False,False,0.0,-0.0,0.3675714285714285,0.2285714285714285,0.4582857142857143,0.0,0.0615030535234162,False,0.0,0.0,0.0004146744024619928,False,0.0,0.0004146744024619928,0.0,0.7634285714285715,0.18657142857142858
44,6,Q3,2,0.1187680538931732,0.3997814285714285,0.5430326857142856,0.4928050285714285,True,False,0.5287739783152627,0.0015132061728484,0.3540971428571428,0.2394285714285714,0.4582857142857143,0.083137637725221,0.1187680538931732,True,0.0002811604461814767,-0.001136443662896016,0.0,True,1.0,0.0002811604461814767,-0.001136443662896016,0.7,0.8028571428571428
45,6,S1,3,0.0123548683298507,0.2047114285714286,0.2242107428571428,0.2769719619047619,False,False,0.0,-0.0,0.3043885714285714,0.3074285714285714,0.4582857142857143,0.0,0.015884830709808,False,0.0,0.0,0.029056831871208198,False,0.0,0.029056831871208198,0.0,0.9954285714285714,0.18657142857142858
46,6,S2,4,0.3429332280336064,0.7785457142857143,0.5285481142857142,0.7935526857142857,False,True,0.7714762301918265,0.0131706790267208,0.7420685714285715,0.904,0.4582857142857143,0.2400532596235247,0.3429332280336064,True,-3.8695082302049874e-05,8.272718508286007e-05,0.0,True,-1.0,-3.8695082302049874e-05,-3.8695082302049874e-05,0.4017142857142857,0.4085714285714286
47,6,S3,5,0.0237471344009919,0.2773342857142857,0.2532196571428571,0.3233576634920635,False,False,0.0,-0.0,0.3679085714285714,0.5194285714285715,0.4582857142857143,0.0,0.0291442104012173,False,0.0,0.0,-0.0019714063115402448,False,0.0,-0.0019714063115402448,-0.0019714063115402448,0.07028571428571428,0.8691428571428571
48,6,S4,6,0.1228964901268118,0.5188571428571429,0.5821782857142858,0.5848992000000001,True,False,0.5237698081734778,0.0015994561248156,0.5681142857142858,0.6474285714285715,0.4582857142857143,0.0860275430887684,0.1228964901268118,True,0.00024633544009827535,-0.0035156941491900837,0.0,True,1.0,0.00024633544009827535,-0.0035156941491900837,0.68,0.924
49,7,Q1,0,0.6938736232875387,0.8340399999999999,0.5478793142857143,0.8347136000000001,False,True,0.9924937447873228,0.026754895489015,0.7409600000000002,0.8097142857142857,0.6222857142857143,0.4857115363012765,0.6938736232875384,True,-9.938608484858836e-05,-0.00018191560780164844,0.0,True,1.0,-9.938608484858836e-05,-0.00018191560780164844,0.316,0.5594285714285714
50,7,Q2,1,0.0701370083679761,0.3764214285714286,0.3144502857142857,0.4078208,False,False,0.0,-0.0,0.3863142857142857,0.5257142857142857,0.6222857142857143,0.0,0.0701370083679761,False,0.0,0.0,0.0016961617659236768,False,0.0,0.0016961617659236768,0.0,0.9034285714285715,0.18657142857142858
51,7,Q3,2,0.4969883136490736,0.7625614285714285,0.5355318857142858,0.7567184,False,True,0.8023352793994996,0.0280014556838232,0.6097885714285715,0.6782857142857143,0.6222857142857143,0.3478918195543518,0.4969883136490736,True,-0.0001188149130668303,-2.9968429866625567e-05,0.0,True,-1.0,-0.0001188149130668303,-0.0001188149130668303,0.3,0.5074285714285715
52,7,S1,3,0.0113989177923186,0.1589242857142857,0.2122806857142857,0.2614482793650793,False,False,0.0,-0.0,0.2431828571428571,0.0137142857142857,0.6222857142857143,0.0,0.0133813382779396,False,0.0,0.0,0.01839843065660046,False,0.0,0.01839843065660046,0.0,0.9885714285714285,0.18657142857142858
53,7,S2,4,0.3015710898850863,0.6776342857142857,0.4944790857142857,0.694417726984127,False,True,0.6713928273561302,0.0109490616882312,0.5635657142857143,0.5497142857142857,0.6222857142857143,0.2192189845703126,0.3131699779575896,True,0.0002723391822386241,-0.0003199405718581817,0.0,True,1.0,0.0002723391822386241,-0.0003199405718581817,0.6948571428571428,0.6428571428571429
54,7,S3,5,0.4905180389746006,0.7745042857142858,0.8314358857142858,0.7728374857142857,True,False,0.1651376146788991,0.0180326547263136,0.6819028571428573,0.6491428571428571,0.6222857142857143,0.3433626272822208,0.4905180389746006,True,-8.275029003560962e-05,1.8341020293070634e-06,0.0,True,1.0,-8.275029003560962e-05,-8.275029003560962e-05,0.3325714285714286,0.4742857142857143
55,7,S4,6,0.0974968305937749,0.4100471428571428,0.5274244571428571,0.511536,True,False,0.5187656380316931,0.0010625764694516,0.4539028571428571,0.2685714285714285,0.6222857142857143,0.0682477814156424,0.0974968305937749,True,-0.00018259894955880972,0.004540429360983776,0.0,True,-1.0,-0.00018259894955880972,-0.00018259894955880972,0.2537142857142857,0.5605714285714286
56,8,Q1,0,0.0433924997279604,0.1584457142857143,0.2422784,0.2697217142857143,False,False,0.0,-0.0,0.1465257142857143,0.0531428571428571,0.1982857142857143,0.0,0.0433924997279604,False,0.0,0.0,0.0003789672391268336,False,0.0,0.0003789672391268336,0.0,0.7445714285714286,0.18657142857142858
57,8,Q2,1,0.0287395728865096,0.2403714285714285,0.2471794285714285,0.2972873269841269,False,False,0.0,-0.0,0.2925142857142856,0.5188571428571429,0.1982857142857143,0.0,0.0298449410744523,False,0.0,0.0,0.006180978065876318,False,0.0,0.006180978065876318,0.0,0.9634285714285714,0.18657142857142858
58,8,Q3,2,0.0580257785179904,0.2102828571428571,0.2668073142857143,0.2987881269841269,False,False,0.0,-0.0,0.1869028571428571,0.172,0.1982857142857143,0.0,0.0602575392302208,False,0.0,0.0,0.0009034985813379966,False,0.0,0.0009034985813379966,0.0,0.8548571428571429,0.18657142857142858
59,8,S1,3,0.0264440898886041,0.2615142857142857,0.2476228571428571,0.2940348825396826,False,False,0.0,-0.0,0.3122857142857143,0.6508571428571429,0.1982857142857143,0.0,0.0285596170796924,False,0.0,0.0,-0.0017350068334335065,False,0.0,-0.0017350068334335065,-0.0017350068334335065,0.07714285714285714,0.8548571428571429
60,8,S2,4,0.018576781039916,0.1381242857142857,0.2182326857142857,0.2621610285714285,False,False,0.0,-0.0,0.2075257142857142,0.1142857142857142,0.1982857142857143,0.0,0.018576781039916,False,0.0,0.0,0.0012503589399594603,False,0.0,0.0012503589399594603,0.0,0.8817142857142857,0.18657142857142858
61,8,S3,5,0.2518803377588925,0.6427085714285714,0.4238752,0.662282526984127,False,True,0.9291075896580484,0.0043107758227576,0.55872,0.8091428571428572,0.1982857142857143,0.1830976301401179,0.2615680430573115,True,0.0001698466988087389,0.00032132253317224347,0.0,True,-1.0,0.0001698466988087389,0.0,0.6251428571428571,0.18657142857142858
62,8,S4,6,0.2134528191302571,0.5068357142857143,0.6740205714285714,0.6048584,True,False,0.3628023352793995,0.0044862888983511,0.4553428571428571,0.2457142857142857,0.1982857142857143,0.1494169733911801,0.2134528191302571,True,0.0002986488939990155,-0.0006977146513724194,0.0,True,1.0,0.0002986488939990155,-0.0006977146513724194,0.7108571428571429,0.7382857142857143
63,9,Q1,0,0.492058365634743,0.8093614285714286,0.8419570285714286,0.7991866285714285,True,False,0.1000834028356964,0.0109807043435666,0.7425885714285715,0.9491428571428572,0.3662857142857142,0.3444408559443204,0.4920583656347435,True,-0.0004402334582022562,-0.0001530584543337192,0.0,True,-1.0,-0.0004402334582022562,-0.0004402334582022562,0.15885714285714286,0.6788571428571428
64,9,Q2,1,0.0427389746896024,0.3752714285714285,0.2878354285714286,0.3927269714285714,False,False,0.0,-0.0,0.4361142857142857,0.9108571428571428,0.3662857142857142,0.0,0.0427389746896024,False,0.0,0.0,0.0022987502474147393,False,0.0,0.0022987502474147393,0.0,0.9262857142857143,0.18657142857142858
65,9,Q3,2,0.2093566554568909,0.6604271428571428,0.6890185142857143,0.6491013714285714,True,False,0.3878231859883236,0.0044916206153355,0.5876514285714285,0.9708571428571428,0.3662857142857142,0.1465496588198236,0.2093566554568909,True,7.19605470633493e-05,-0.0013124141775190427,0.0,True,1.0,7.19605470633493e-05,-0.0013124141775190427,0.5325714285714286,0.8245714285714286
66,9,S1,3,0.0268594887141465,0.2476071428571428,0.2533782857142857,0.3388297523809523,False,False,0.0,-0.0,0.3434,0.3874285714285714,0.3662857142857142,0.0,0.0302169248034148,False,0.0,0.0,-0.0019898321480783204,False,0.0,-0.0019898321480783204,-0.0019898321480783204,0.06971428571428571,0.8708571428571429
67,9,S2,4,0.3134996970147999,0.6219614285714286,0.7294130285714286,0.7168197714285715,True,False,0.5537948290241869,0.0107878532878419,0.5550457142857143,0.3285714285714285,0.3662857142857142,0.2194497879103597,0.3134996970147999,True,-0.00010731046002581722,2.0910369915732867e-06,0.0,True,1.0,-0.00010731046002581722,-0.00010731046002581722,0.3097142857142857,0.49714285714285716
68,9,S3,5,0.4266706443098456,0.6801885714285715,0.8067972571428572,0.7453608,True,False,0.1309424520433694,0.0108263068077237,0.5975542857142857,0.4091428571428571,0.3662857142857142,0.2986694510168926,0.4266706443098456,True,-1.2262691263977585e-05,-0.000526015371605656,0.0,True,1.0,-1.2262691263977585e-05,-0.000526015371605656,0.43485714285714283,0.7045714285714286
69,9,S4,6,0.1052551223175644,0.3626157142857142,0.5289037714285715,0.5205232126984127,True,False,0.5863219349457881,0.0013587685134691,0.4094342857142857,0.092,0.3662857142857142,0.0765123773769991,0.1093033962528554,True,-0.0004699544530731218,0.0032170991760366694,0.0,True,-1.0,-0.0004699544530731218,-0.0004699544530731218,0.14857142857142858,0.6891428571428572
70,10,Q1,0,0.278553929813913,0.6551971428571428,0.7399753142857144,0.6952491428571429,True,False,0.1184320266889074,0.0025368019005103,0.6074171428571429,0.4942857142857143,0.5222857142857142,0.1949877508697395,0.2785539298139139,True,-0.0005371133507074554,0.0008328219076933898,0.0,True,-1.0,-0.0005371133507074554,-0.0005371133507074554,0.13714285714285715,0.7074285714285714
71,10,Q2,1,0.0789783376436662,0.3240928571428572,0.2464845714285714,0.4429492571428571,False,True,0.6255212677231026,0.0007059266946666,0.3417428571428571,0.1714285714285714,0.5222857142857142,0.0552848363505662,0.0789783376436662,True,0.0016088141388326798,-0.013330371065827669,0.0,True,-1.0,0.0016088141388326798,-0.013330371065827669,0.8988571428571429,0.9737142857142858
72,10,Q3,2,0.0243012075268388,0.1814942857142857,0.2355254857142857,0.3024803555555555,False,False,0.0,-0.0,0.2500342857142857,0.024,0.5222857142857142,0.0,0.0252358693547941,False,0.0,0.0,0.004714820777555179,False,0.0,0.004714820777555179,0.0,0.9525714285714286,0.18657142857142858
73,10,S1,3,0.1034996241623611,0.4593128571428572,0.5561385142857144,0.5408571428571428,True,False,0.4178482068390325,0.0010455629174851,0.5145085714285714,0.4811428571428571,0.5222857142857142,0.0724497369136528,0.1034996241623611,True,-0.00016014734752058942,-0.0007501457152570242,0.0,True,-1.0,-0.00016014734752058942,-0.0007501457152570242,0.27085714285714285,0.744
74,10,S2,4,0.2719384805332764,0.5759342857142856,0.4670230857142857,0.6514586412698412,False,True,0.6271893244370309,0.0089416799224664,0.4691085714285714,0.2234285714285714,0.5222857142857142,0.1976783570030355,0.2823976528614793,True,4.930885609775751e-05,0.0005924567978605379,0.0,True,1.0,4.930885609775751e-05,0.0,0.5051428571428571,0.18657142857142858
75,10,S3,5,0.5963939863984735,0.7707942857142857,0.8467506285714286,0.7782201142857144,True,False,0.1017514595496246,0.019462362610489,0.6719771428571428,0.6177142857142857,0.5222857142857142,0.4174757904789317,0.5963939863984735,True,-0.00018144028473554623,-0.0003171667968464681,0.0,True,1.0,-0.00018144028473554623,-0.0003171667968464681,0.25542857142857145,0.6411428571428571
76,10,S4,6,0.2912491639156185,0.7447542857142857,0.7514770285714286,0.7083017142857143,True,False,0.3869891576313595,0.0091790061818552,0.6464457142857143,0.9691428571428572,0.5222857142857142,0.2038744147409329,0.2912491639156185,True,-8.82323984232208e-05,0.0003587360510370216,0.0,True,-1.0,-8.82323984232208e-05,-8.82323984232208e-05,0.3274285714285714,0.4794285714285714
77,11,Q1,0,0.0170945251277774,0.2513271428571428,0.2312196571428571,0.2514559365079364,False,False,0.0,-0.0,0.3020514285714285,0.8022857142857143,0.0902857142857142,0.0,0.0200674860195648,False,0.0,0.0,0.002051706427493853,False,0.0,0.002051706427493853,0.0,0.9165714285714286,0.18657142857142858
