iter,task,kind,auc_h068_selected,auc_h071_selected,spearman_h068_health,pred_std
-1,story_to_h068_selected,real,0.8780938775510203,0.41194473029757306,-0.15413084365086768,0.09199483985039002
-1,story_to_h068_health,real,0.4668340136054422,0.768887075508104,0.6792987397488025,0.08749383713570077
-1,story_route_to_h068_selected,real,0.9296380952380953,0.36910427922133615,-0.23419987863368158,0.11270242783592693
0,story_to_h068_selected,subject_row_permutation,0.5327496598639455,0.5244484821198868,-0.01184836193962514,0.09199483985039002
0,story_to_h068_health,subject_row_permutation,0.4908918367346939,0.5465815538976073,0.2786606311735665,0.08749383713570077
0,story_route_to_h068_selected,subject_row_permutation,0.6635142857142856,0.35139433796415404,-0.3195527967675434,0.07482883760894625
1,story_to_h068_selected,subject_row_permutation,0.5188299319727891,0.4506769359403138,-0.09114354374803632,0.09199483985039
1,story_to_h068_health,subject_row_permutation,0.4975442176870748,0.570485351813738,0.331775976776747,0.08749383713570077
1,story_route_to_h068_selected,subject_row_permutation,0.6566761904761906,0.34915798387788355,-0.3107530398134257,0.07825913513341122
2,story_to_h068_selected,subject_row_permutation,0.5354340136054422,0.4635537260955321,-0.0762974114984233,0.09199483985039002
2,story_to_h068_health,subject_row_permutation,0.48734625850340135,0.5696492314124003,0.3314811643164903,0.08749383713570077
2,story_route_to_h068_selected,subject_row_permutation,0.6690748299319728,0.3542993203841866,-0.29970017611650773,0.07884370781012083
3,story_to_h068_selected,subject_row_permutation,0.5233251700680271,0.49453305891432986,-0.03340398508355655,0.09199483985039002
3,story_to_h068_health,subject_row_permutation,0.48747619047619045,0.5824235164222622,0.3356064933716442,0.08749383713570077
3,story_route_to_h068_selected,subject_row_permutation,0.6630979591836734,0.3677241445845125,-0.2892342750838827,0.07990291183377134
4,story_to_h068_selected,subject_row_permutation,0.5208421768707483,0.4647851277763485,-0.08417117286102689,0.09199483985039002
4,story_to_h068_health,subject_row_permutation,0.49073333333333335,0.5774711109681845,0.3335115062209966,0.08749383713570077
4,story_route_to_h068_selected,subject_row_permutation,0.6535428571428572,0.3386823600034302,-0.3389492655725831,0.07605326693631671
5,story_to_h068_selected,subject_row_permutation,0.5224394557823129,0.4363985721636223,-0.1091459264061218,0.09199483985039002
5,story_to_h068_health,subject_row_permutation,0.4871918367346939,0.5704726224166023,0.33567996166447234,0.08749383713570077
5,story_route_to_h068_selected,subject_row_permutation,0.6697931972789115,0.3245755081039362,-0.33756904149430295,0.0786555018669725
6,story_to_h068_selected,subject_row_permutation,0.5236748299319728,0.4935039876511449,-0.023002760643515228,0.09199483985039002
6,story_to_h068_health,subject_row_permutation,0.4883231292517007,0.5726567189777892,0.3516908056041975,0.08749383713570077
6,story_route_to_h068_selected,subject_row_permutation,0.6547904761904761,0.36432070577137465,-0.2790037045538881,0.07752609540050884
7,story_to_h068_selected,subject_row_permutation,0.5369836734693878,0.4381753280164652,-0.09929749197779655,0.09199483985039003
7,story_to_h068_health,subject_row_permutation,0.4743265306122449,0.5659717755767086,0.30831964686810803,0.08749383713570077
7,story_route_to_h068_selected,subject_row_permutation,0.6713333333333333,0.35536590987050853,-0.3122357852080386,0.07632508935323602
8,story_to_h068_selected,subject_row_permutation,0.5147918367346939,0.4990486450561702,-0.024736656674212786,0.09199483985039002
8,story_to_h068_health,subject_row_permutation,0.4931421768707483,0.5804966876768716,0.3574451773973819,0.08749383713570077
8,story_route_to_h068_selected,subject_row_permutation,0.6551714285714285,0.3628079174170311,-0.3094169623151832,0.07501892080377737
9,story_to_h068_selected,subject_row_permutation,0.5229632653061225,0.4500364462739045,-0.09542477906092364,0.09199483985039002
9,story_to_h068_health,subject_row_permutation,0.49782448979591837,0.5862296061658521,0.3363313087281072,0.08749383713570077
9,story_route_to_h068_selected,subject_row_permutation,0.6639496598639456,0.35177086013206416,-0.302054050985563,0.07804829159287463
10,story_to_h068_selected,subject_row_permutation,0.5333115646258504,0.4273714196895635,-0.146497006238461,0.09199483985039002
10,story_to_h068_health,subject_row_permutation,0.48224149659863946,0.5689444247920419,0.3395295103357147,0.08749383713570077
10,story_route_to_h068_selected,subject_row_permutation,0.6411006802721089,0.3434619136437698,-0.330817872592183,0.07601464022804404
11,story_to_h068_selected,subject_row_permutation,0.5140340136054421,0.4984831918360346,-0.05241146400042848,0.09199483985039002
11,story_to_h068_health,subject_row_permutation,0.4969,0.5541635848126233,0.2915742980059923,0.08749383713570077
11,story_route_to_h068_selected,subject_row_permutation,0.65618231292517,0.34231492796501156,-0.3324186661187026,0.0763746640345783
12,story_to_h068_selected,subject_row_permutation,0.5059088435374149,0.48506908712803365,-0.0613309965272512,0.09199483985039003
12,story_to_h068_health,subject_row_permutation,0.48897278911564623,0.5675502208215419,0.3222209877806038,0.08749383713570077
12,story_route_to_h068_selected,subject_row_permutation,0.6473632653061224,0.3517668403224423,-0.3195678052389248,0.07491468724622423
13,story_to_h068_selected,subject_row_permutation,0.5320680272108843,0.444146085241403,-0.0820865078292988,0.09199483985039002
13,story_to_h068_health,subject_row_permutation,0.5082857142857142,0.5448825143641196,0.29730263503827026,0.08749383713570077
13,story_route_to_h068_selected,subject_row_permutation,0.6728285714285714,0.3486421083097504,-0.299492893296521,0.0767171119702123
14,story_to_h068_selected,subject_row_permutation,0.48640544217687076,0.4789509368836292,-0.036090327933078925,0.09199483985039002
14,story_to_h068_health,subject_row_permutation,0.49559319727891155,0.5481084115856274,0.29299032031116035,0.08749383713570077
14,story_route_to_h068_selected,subject_row_permutation,0.6552897959183673,0.3343021074521911,-0.3158866636033719,0.07369850399300079
15,story_to_h068_selected,subject_row_permutation,0.5443836734693878,0.47039410213532284,-0.08555278963947106,0.09199483985039003
15,story_to_h068_health,subject_row_permutation,0.4906231292517007,0.5973624689134722,0.36887333917250503,0.08749383713570077
15,story_route_to_h068_selected,subject_row_permutation,0.6764843537414966,0.3427852456907641,-0.33094668728154736,0.07713793530388324
16,story_to_h068_selected,subject_row_permutation,0.518647619047619,0.4612182167052568,-0.05311968450030216,0.09199483985039003
16,story_to_h068_health,subject_row_permutation,0.49847142857142857,0.5456074200325872,0.30704869376604654,0.08749383713570077
16,story_route_to_h068_selected,subject_row_permutation,0.6428258503401361,0.34325556341651664,-0.31521721927944685,0.07297786864969681
17,story_to_h068_selected,subject_row_permutation,0.5074394557823129,0.4850288890318154,-0.07308065476112192,0.09199483985039002
17,story_to_h068_health,subject_row_permutation,0.4923312925170068,0.5617616949661265,0.3231882852241114,0.08749383713570077
17,story_route_to_h068_selected,subject_row_permutation,0.655491156462585,0.35049792041848904,-0.31868037423145346,0.07396881761810661
18,story_to_h068_selected,subject_row_permutation,0.504378231292517,0.48249238916044934,-0.03448029377379918,0.09199483985039003
18,story_to_h068_health,subject_row_permutation,0.47918843537414973,0.5515299395420633,0.30567457673438886,0.08749383713570077
18,story_route_to_h068_selected,subject_row_permutation,0.6480598639455781,0.34433421233170397,-0.3306383956355186,0.07405375818424077
19,story_to_h068_selected,subject_row_permutation,0.5331945578231293,0.5142220864419861,-0.03687060387343087,0.09199483985039003
19,story_to_h068_health,subject_row_permutation,0.4725857142857143,0.5771857044850357,0.3521143375944464,0.08749383713570077
19,story_route_to_h068_selected,subject_row_permutation,0.6770857142857144,0.35981047937569677,-0.30752732232683777,0.07570175834707635
20,story_to_h068_selected,subject_row_permutation,0.49965578231292523,0.49660192093302463,-0.059783782773359065,0.09199483985039003
20,story_to_h068_health,subject_row_permutation,0.5019843537414966,0.5572789372695309,0.3283045708327379,0.08749383713570077
20,story_route_to_h068_selected,subject_row_permutation,0.6414244897959183,0.37343897393019465,-0.3027105702906831,0.07310814148841666
21,story_to_h068_selected,subject_row_permutation,0.5047251700680273,0.48453713232141327,-0.05262531288670293,0.09199483985039002
21,story_to_h068_health,subject_row_permutation,0.5011163265306122,0.5722125300145785,0.3346070977716134,0.08749383713570077
21,story_route_to_h068_selected,subject_row_permutation,0.6532068027210884,0.34378617828659636,-0.3254558034330539,0.07691341470846604
22,story_to_h068_selected,subject_row_permutation,0.506482993197279,0.5299100634593945,-0.032921593602155776,0.09199483985039003
22,story_to_h068_health,subject_row_permutation,0.5019176870748299,0.5595025619586657,0.32263210973754164,0.08749383713570077
22,story_route_to_h068_selected,subject_row_permutation,0.6487156462585033,0.3727167481348084,-0.31875096756066634,0.07768385421877125
23,story_to_h068_selected,subject_row_permutation,0.5047891156462585,0.49266786724980705,-0.04050930733766825,0.09199483985039002
23,story_to_h068_health,subject_row_permutation,0.5053258503401361,0.5640020688620186,0.3092837670743999,0.08749383713570077
23,story_route_to_h068_selected,subject_row_permutation,0.6554816326530613,0.3608207915273133,-0.312454244334888,0.0710980976797761
24,story_to_h068_selected,subject_row_permutation,0.5126353741496599,0.4722311551324929,-0.04546416059683704,0.09199483985039003
24,story_to_h068_health,subject_row_permutation,0.5018659863945578,0.5701423280593432,0.32014663811791777,0.08749383713570077
24,story_route_to_h068_selected,subject_row_permutation,0.64163537414966,0.334930537689735,-0.31541898839500626,0.07857975589280543
25,story_to_h068_selected,subject_row_permutation,0.5015360544217687,0.4966622180773519,-0.05725183708221022,0.09199483985039002
25,story_to_h068_health,subject_row_permutation,0.5100367346938776,0.5615392655003859,0.3124830647056982,0.08749383713570077
25,story_route_to_h068_selected,subject_row_permutation,0.6498285714285715,0.36870229825915446,-0.31297411669152214,0.07702400497191877
26,story_to_h068_selected,subject_row_permutation,0.5442748299319727,0.48832379298516426,-0.052404350482066736,0.09199483985039002
26,story_to_h068_health,subject_row_permutation,0.48755986394557826,0.5794723061915787,0.3250117495782793,0.08749383713570077
26,story_route_to_h068_selected,subject_row_permutation,0.6600530612244898,0.35171190292427745,-0.30384802568314195,0.07689329825347628
27,story_to_h068_selected,subject_row_permutation,0.4984027210884354,0.5010531901209159,-0.0553271478462489,0.09199483985039003
27,story_to_h068_health,subject_row_permutation,0.4830727891156462,0.5455658819998285,0.2929167803681625,0.08749383713570077
27,story_route_to_h068_selected,subject_row_permutation,0.6537265306122448,0.3710431673955921,-0.30721326060312,0.07906487080689976
28,story_to_h068_selected,subject_row_permutation,0.5412272108843537,0.44717032201354945,-0.10180467805734823,0.09199483985039002
28,story_to_h068_health,subject_row_permutation,0.49873333333333336,0.5726801678672497,0.3203829571708284,0.08749383713570079
28,story_route_to_h068_selected,subject_row_permutation,0.6740870748299321,0.33757423248434953,-0.3371651931522955,0.07420078784088038
29,story_to_h068_selected,subject_row_permutation,0.5381278911564626,0.467649912100163,-0.10799834818819441,0.09199483985039002
29,story_to_h068_health,subject_row_permutation,0.4760673469387755,0.5654927482634422,0.33499429416951754,0.08749383713570077
29,story_route_to_h068_selected,subject_row_permutation,0.6579809523809524,0.3512389053254438,-0.30996852755681936,0.07653278776488451
30,story_to_h068_selected,subject_row_permutation,0.5236353741496599,0.44978319826773006,-0.08965511336031043,0.09199483985039002
30,story_to_h068_health,subject_row_permutation,0.49930680272108846,0.5942719052825658,0.3593472800519404,0.08749383713570077
30,story_route_to_h068_selected,subject_row_permutation,0.6601986394557822,0.3601360839550639,-0.29384656776453105,0.07674099390973024
31,story_to_h068_selected,subject_row_permutation,0.512308843537415,0.45299636609210187,-0.1035432582178578,0.09199483985039002
31,story_to_h068_health,subject_row_permutation,0.49891700680272105,0.5860158862876255,0.3417929806215091,0.08749383713570077
31,story_route_to_h068_selected,subject_row_permutation,0.6570639455782312,0.3279039104708001,-0.320894443946908,0.07974143556156099
32,story_to_h068_selected,subject_row_permutation,0.5251877551020407,0.4462899837063717,-0.10364393678140103,0.09199483985039003
32,story_to_h068_health,subject_row_permutation,0.48771632653061225,0.5674704945973759,0.3290745515454358,0.08749383713570077
32,story_route_to_h068_selected,subject_row_permutation,0.6709061224489795,0.33266202512649,-0.3319853494055403,0.07412903901359283
33,story_to_h068_selected,subject_row_permutation,0.5217768707482993,0.44282892762198783,-0.09119498185232479,0.09199483985039003
33,story_to_h068_health,subject_row_permutation,0.49195442176870746,0.5691447453048624,0.34275509238397966,0.08749383713570077
33,story_route_to_h068_selected,subject_row_permutation,0.6783020408163265,0.32451655089614956,-0.3556594620587358,0.0756520596950666
34,story_to_h068_selected,subject_row_permutation,0.497425850340136,0.5244940399622674,-0.017740272904713403,0.09199483985039003
34,story_to_h068_health,subject_row_permutation,0.4939700680272109,0.5453052643426808,0.28339742333730616,0.08749383713570077
34,story_route_to_h068_selected,subject_row_permutation,0.6580734693877551,0.3511799481176571,-0.3055224643882692,0.07250373615525911
35,story_to_h068_selected,subject_row_permutation,0.49181632653061225,0.47107612983449104,-0.08531180661021051,0.09199483985039002
35,story_to_h068_health,subject_row_permutation,0.4968476190476191,0.5667388892462053,0.30701604367930935,0.08749383713570077
35,story_route_to_h068_selected,subject_row_permutation,0.6439591836734694,0.3591016529457165,-0.3130551631087022,0.07780157031788698
36,story_to_h068_selected,subject_row_permutation,0.5270149659863945,0.49443658348340624,-0.027634919453110446,0.09199483985039002
36,story_to_h068_health,subject_row_permutation,0.48968299319727887,0.568415819826773,0.325833499777704,0.08749383713570077
36,story_route_to_h068_selected,subject_row_permutation,0.66938231292517,0.3592490459651831,-0.2930473381153556,0.0789943186751831
37,story_to_h068_selected,subject_row_permutation,0.5421496598639456,0.5083236857902409,-0.06954253246097902,0.09199483985039002
37,story_to_h068_health,subject_row_permutation,0.48334421768707486,0.550123676142698,0.3290488078633442,0.08749383713570077
37,story_route_to_h068_selected,subject_row_permutation,0.665995918367347,0.37820914801475,-0.30479696948041285,0.0815857515361072
38,story_to_h068_selected,subject_row_permutation,0.5239020408163265,0.5019522875396621,-0.04863042859459197,0.09199483985039002
38,story_to_h068_health,subject_row_permutation,0.4974503401360545,0.5399213993225281,0.301632112220108,0.08749383713570077
38,story_route_to_h068_selected,subject_row_permutation,0.6566408163265306,0.3622625632450047,-0.30641800417973386,0.07765695495162905
39,story_to_h068_selected,subject_row_permutation,0.5528544217687075,0.5163204270645743,-0.03901759335703158,0.09199483985039002
39,story_to_h068_health,subject_row_permutation,0.4795952380952381,0.5464408605608438,0.306562176798434,0.08749383713570077
39,story_route_to_h068_selected,subject_row_permutation,0.6780979591836734,0.3740526648657919,-0.28784524699106107,0.07474426919977721
40,story_to_h068_selected,subject_row_permutation,0.5280122448979592,0.48873783337621135,0.005284474264943839,0.09199483985039002
40,story_to_h068_health,subject_row_permutation,0.47969523809523806,0.5686871569762456,0.3051605505797203,0.08749383713570077
40,story_route_to_h068_selected,subject_row_permutation,0.662621768707483,0.35246360732355714,-0.2796698552090974,0.07444071178780792
41,story_to_h068_selected,subject_row_permutation,0.5079850340136054,0.5000040198096218,-0.04597988172179268,0.09199483985039002
41,story_to_h068_health,subject_row_permutation,0.5022666666666666,0.5664400833976503,0.335788087368325,0.08749383713570077
41,story_route_to_h068_selected,subject_row_permutation,0.6561727891156464,0.3569188963210702,-0.30907915191897445,0.0763971596868542
42,story_to_h068_selected,subject_row_permutation,0.5160721088435374,0.5088502808506989,-0.06430546038063618,0.09199483985039002
42,story_to_h068_health,subject_row_permutation,0.48607959183673466,0.5544322420890146,0.31200996647144297,0.08749383713570077
42,story_route_to_h068_selected,subject_row_permutation,0.6721673469387754,0.3454744983277592,-0.32269853699182,0.07451350665288087
43,story_to_h068_selected,subject_row_permutation,0.5267197278911564,0.5128593709801904,-0.03459108396747199,0.09199483985039003
43,story_to_h068_health,subject_row_permutation,0.4944877551020408,0.5412834448160535,0.28823341740016034,0.08749383713570077
43,story_route_to_h068_selected,subject_row_permutation,0.6730204081632652,0.3626310457936712,-0.3113217014571555,0.07756836808676718
44,story_to_h068_selected,subject_row_permutation,0.5011850340136055,0.4948559836206158,-0.0974079840944506,0.09199483985039003
44,story_to_h068_health,subject_row_permutation,0.5061823129251701,0.5516880520538547,0.29994974384322615,0.08749383713570077
44,story_route_to_h068_selected,subject_row_permutation,0.6377061224489796,0.3596014492753623,-0.3369196905647053,0.07650166201010201
45,story_to_h068_selected,subject_row_permutation,0.5406517006802721,0.4879888088500129,-0.050710851712396136,0.09199483985039002
45,story_to_h068_health,subject_row_permutation,0.49484217687074833,0.5939797991167138,0.34365680753146954,0.08749383713570077
45,story_route_to_h068_selected,subject_row_permutation,0.651065306122449,0.35637756195866566,-0.3074261332558389,0.07921730508686049
46,story_to_h068_selected,subject_row_permutation,0.513225850340136,0.5064303554583656,-0.012499386572394106,0.09199483985039002
46,story_to_h068_health,subject_row_permutation,0.4910156462585034,0.5859924373981649,0.34358401879572037,0.08749383713570077
46,story_route_to_h068_selected,subject_row_permutation,0.667174149659864,0.3502312730469085,-0.2944793428752957,0.07870967600229936
47,story_to_h068_selected,subject_row_permutation,0.514334693877551,0.5069783895034731,-0.01946319078604752,0.09199483985039002
47,story_to_h068_health,subject_row_permutation,0.4917680272108843,0.5733776048366349,0.33612963365181436,0.08749383713570077
47,story_route_to_h068_selected,subject_row_permutation,0.6581836734693878,0.36455787453906185,-0.2898912041384081,0.07377659020516808
48,story_to_h068_selected,subject_row_permutation,0.5313605442176872,0.4639222086441986,-0.08783353767411153,0.09199483985039003
48,story_to_h068_health,subject_row_permutation,0.4870897959183674,0.6051026123402795,0.34732413190844397,0.08749383713570076
48,story_route_to_h068_selected,subject_row_permutation,0.6450557823129252,0.347295472086442,-0.3433569354457764,0.07501747199425671
49,story_to_h068_selected,subject_row_permutation,0.5305795918367348,0.47201006560329306,-0.061282072896088405,0.09199483985039002
49,story_to_h068_health,subject_row_permutation,0.4962687074829932,0.5665037303833291,0.31529467782231074,0.08749383713570077
49,story_route_to_h068_selected,subject_row_permutation,0.6659278911564627,0.34033584169453734,-0.31686181792816637,0.07535922718535565
50,story_to_h068_selected,subject_row_permutation,0.5152136054421769,0.48746355372609557,-0.034437080885029094,0.09199483985039002
50,story_to_h068_health,subject_row_permutation,0.49445374149659865,0.5886381420975902,0.3410412124863396,0.08749383713570077
50,story_route_to_h068_selected,subject_row_permutation,0.6723102040816327,0.349068208129663,-0.3036145457700382,0.07811026149115521
51,story_to_h068_selected,subject_row_permutation,0.5266489795918368,0.4464990138067061,-0.12068329750350004,0.09199483985039002
51,story_to_h068_health,subject_row_permutation,0.5001557823129252,0.5605885805248263,0.3406643908091115,0.08749383713570077
51,story_route_to_h068_selected,subject_row_permutation,0.6702149659863945,0.3491070662893405,-0.31418198628777083,0.07778746675914805
52,story_to_h068_selected,subject_row_permutation,0.5157850340136054,0.45098512134465313,-0.07677257526900513,0.09199483985039002
52,story_to_h068_health,subject_row_permutation,0.5021659863945578,0.577241981819741,0.33371609432450416,0.08749383713570077
