fold,target,source,loss
1,Q1,moe_logreg_c0.03_b0.05,0.6645078422463755
1,Q1,moe_logreg_c0.03_b0.1,0.6643910793209048
1,Q1,moe_logreg_c0.03_b0.2,0.6642474291216455
1,Q1,moe_logreg_c0.03_b0.35,0.6642552778350941
1,Q1,moe_logreg_c0.1_b0.05,0.6643617773406147
1,Q1,moe_logreg_c0.1_b0.1,0.6641274458632329
1,Q1,moe_logreg_c0.1_b0.2,0.6638337220949919
1,Q1,moe_logreg_c0.1_b0.35,0.6638285433862691
1,Q1,moe_logreg_c0.3_b0.05,0.6642282027623926
1,Q1,moe_logreg_c0.3_b0.1,0.6638918085971148
1,Q1,moe_logreg_c0.3_b0.2,0.663487654540564
1,Q1,moe_logreg_c0.3_b0.35,0.6635498593934622
1,Q1,moe_ridge_a5_b0.05,0.664042127577838
1,Q1,moe_ridge_a5_b0.1,0.6635125793212718
1,Q1,moe_ridge_a5_b0.2,0.6627006687928201
1,Q1,moe_ridge_a5_b0.35,0.6620961663251287
1,Q1,moe_ridge_a20_b0.05,0.6641914806703231
1,Q1,moe_ridge_a20_b0.1,0.663779412258711
1,Q1,moe_ridge_a20_b0.2,0.6631079346818854
1,Q1,moe_ridge_a20_b0.35,0.6624802143939695
1,Q1,moe_ridge_a80_b0.05,0.6643745451875795
1,Q1,moe_ridge_a80_b0.1,0.6641139002947162
1,Q1,moe_ridge_a80_b0.2,0.6636509964247127
1,Q1,moe_ridge_a80_b0.35,0.6631020094701614
1,Q2,moe_logreg_c0.03_b0.05,0.7334864121895283
1,Q2,moe_logreg_c0.03_b0.1,0.7314621619108317
1,Q2,moe_logreg_c0.03_b0.2,0.7277432259750942
1,Q2,moe_logreg_c0.03_b0.35,0.7229329028327933
1,Q2,moe_logreg_c0.1_b0.05,0.7326773389039315
1,Q2,moe_logreg_c0.1_b0.1,0.7298706006323477
1,Q2,moe_logreg_c0.1_b0.2,0.724659779362157
1,Q2,moe_logreg_c0.1_b0.35,0.7177759170674747
1,Q2,moe_logreg_c0.3_b0.05,0.731719619982078
1,Q2,moe_logreg_c0.3_b0.1,0.7279838323765824
1,Q2,moe_logreg_c0.3_b0.2,0.7209929426380803
1,Q2,moe_logreg_c0.3_b0.35,0.7116119658196745
1,Q2,moe_ridge_a5_b0.05,0.731355267748957
1,Q2,moe_ridge_a5_b0.1,0.7271988186056996
1,Q2,moe_ridge_a5_b0.2,0.7192112800392982
1,Q2,moe_ridge_a5_b0.35,0.7079842625591954
1,Q2,moe_ridge_a20_b0.05,0.7325494164147454
1,Q2,moe_ridge_a20_b0.1,0.729553297117246
1,Q2,moe_ridge_a20_b0.2,0.7237910888417028
1,Q2,moe_ridge_a20_b0.35,0.7156828300142661
1,Q2,moe_ridge_a80_b0.05,0.7336414865991329
1,Q2,moe_ridge_a80_b0.1,0.7317074748554835
1,Q2,moe_ridge_a80_b0.2,0.7279858906659955
1,Q2,moe_ridge_a80_b0.35,0.7227484237371209
1,Q3,moe_logreg_c0.03_b0.05,0.6880067067192451
1,Q3,moe_logreg_c0.03_b0.1,0.686936471885415
1,Q3,moe_logreg_c0.03_b0.2,0.6849799021909935
1,Q3,moe_logreg_c0.03_b0.35,0.6824882587467616
1,Q3,moe_logreg_c0.1_b0.05,0.687792899826397
1,Q3,moe_logreg_c0.1_b0.1,0.6865266919563697
1,Q3,moe_logreg_c0.1_b0.2,0.684229197034646
1,Q3,moe_logreg_c0.1_b0.35,0.6813465339152198
1,Q3,moe_logreg_c0.3_b0.05,0.6877656864724756
1,Q3,moe_logreg_c0.3_b0.1,0.6864846153968726
1,Q3,moe_logreg_c0.3_b0.2,0.6841935804516437
