top_n,selected_cells,selected_rows,mean_true_opp_rank,mean_true_same_rank,mean_true_margin_rank,mean_h073_bridge,mean_h068_health,mean_public,mean_invariant,mean_shortcut_energy,mean_cell_gain,q2_cells,h050_null,iter,kind,overlap_with_real
700,700,174,0.610629387755102,0.3924983673469388,0.6083004081632652,0.5896053959183674,0.5456796293061225,0.6022468979591837,0.5629863142857143,0.3011886530612245,0.0018344536237214022,53,0,37,target_stratified_bad_axis_shuffle,0.8357142857142857
360,360,141,0.7225365079365079,0.29500238095238096,0.7212126984126984,0.6744808571428572,0.6159403417460318,0.6661303650793651,0.5768006984126984,0.21226190476190476,0.002147202568384283,9,0,38,target_stratified_bad_axis_shuffle,0.6861111111111111
520,520,160,0.6487109890109891,0.3590516483516483,0.6458164835164836,0.636731989010989,0.5813754748351649,0.6407574285714286,0.575486912087912,0.2450520879120879,0.002094189071368326,33,0,38,target_stratified_bad_axis_shuffle,0.7942307692307692
700,700,177,0.6112106122448979,0.3963832653061224,0.6094032653061224,0.5902631510204083,0.5470870999183673,0.6036422204081633,0.5627556,0.29727791836734685,0.0018088085114861812,53,0,38,target_stratified_bad_axis_shuffle,0.8357142857142857
360,360,143,0.701652380952381,0.30949603174603174,0.6983222222222223,0.6774849603174603,0.6176840780952382,0.6750865714285715,0.5813356428571428,0.20242392857142855,0.002219005276215664,12,0,39,target_stratified_bad_axis_shuffle,0.7194444444444444
520,520,166,0.6466659340659341,0.3594763736263736,0.6444263736263736,0.636844120879121,0.5831751551648352,0.641418087912088,0.5756047967032968,0.253829478021978,0.0021213001108138806,31,0,39,target_stratified_bad_axis_shuffle,0.7730769230769231
700,700,178,0.6083077551020408,0.3959465306122449,0.6067004081632652,0.5885719836734694,0.5474743008979592,0.6045876571428571,0.5673805142857142,0.3089096530612245,0.0018183427319355084,57,0,39,target_stratified_bad_axis_shuffle,0.8357142857142857
360,360,140,0.707784126984127,0.313665873015873,0.703468253968254,0.6766139047619049,0.6209918712698413,0.6761573968253968,0.5811865873015875,0.20615091269841268,0.001792537785443428,10,0,40,target_stratified_bad_axis_shuffle,0.6916666666666667
520,520,159,0.6517395604395605,0.36244780219780215,0.6497417582417583,0.635408945054945,0.5843543678021977,0.6422054395604395,0.5699864120879121,0.24915423076923074,0.0017585461383154712,29,0,40,target_stratified_bad_axis_shuffle,0.7846153846153846
700,700,177,0.6054514285714286,0.4030355102040817,0.603730612244898,0.5919257387755102,0.5471460330612246,0.6047262040816327,0.5614695142857143,0.29833730612244896,0.0018415024893461286,54,0,40,target_stratified_bad_axis_shuffle,0.8442857142857143
360,360,141,0.7034380952380952,0.30050079365079363,0.7018015873015873,0.6793134682539682,0.614074293968254,0.6710568888888889,0.5869418095238095,0.20173797619047618,0.002401688195796307,14,0,41,target_stratified_bad_axis_shuffle,0.7333333333333333
520,520,166,0.6448087912087912,0.36198791208791203,0.6422208791208791,0.6404742032967033,0.5824415849450549,0.6399458461538462,0.5719870274725274,0.2423854395604395,0.0021367291523454496,30,0,41,target_stratified_bad_axis_shuffle,0.7980769230769231
700,700,179,0.6030881632653061,0.3970538775510204,0.5992979591836735,0.5931970122448981,0.5480014967346939,0.6047348081632653,0.560689,0.2972647551020408,0.0018282146033545236,51,0,41,target_stratified_bad_axis_shuffle,0.8485714285714285
360,360,147,0.7145507936507935,0.3078238095238095,0.7085126984126984,0.6795700555555556,0.6212754406349207,0.6823574444444445,0.5795681984126985,0.20294226190476183,0.002229862301643336,13,0,42,target_stratified_bad_axis_shuffle,0.7138888888888889
520,520,161,0.658767032967033,0.35576318681318675,0.6526307692307692,0.6382217747252747,0.5874534716483516,0.6455686153846154,0.5682407582417582,0.24780228021978024,0.0019107641244095496,25,0,42,target_stratified_bad_axis_shuffle,0.7923076923076923
700,700,177,0.6220979591836734,0.38725183673469393,0.6193306122448979,0.5920690408163266,0.5480407702857143,0.6051370204081633,0.5636663714285715,0.3003095102040816,0.0018460212388054145,54,0,42,target_stratified_bad_axis_shuffle,0.8428571428571429
360,360,137,0.7026396825396826,0.31226190476190474,0.6994603174603173,0.6795252698412698,0.6220905776190476,0.6845732698412699,0.5867180873015874,0.20794309523809523,0.001963190723853419,13,0,43,target_stratified_bad_axis_shuffle,0.7055555555555556
520,520,159,0.6543428571428571,0.35793956043956043,0.6510901098901098,0.6355879615384616,0.5784596380219781,0.6372351098901099,0.5747470659340659,0.25180112637362634,0.002000531208572697,31,0,43,target_stratified_bad_axis_shuffle,0.7730769230769231
700,700,178,0.603810612244898,0.40602040816326523,0.6031763265306123,0.5909098040816327,0.5455475048979592,0.6068868326530612,0.5612762285714286,0.29690438775510203,0.0018614578902661383,60,0,43,target_stratified_bad_axis_shuffle,0.8414285714285714
360,360,140,0.7045523809523809,0.3157,0.7047190476190477,0.6730295714285716,0.6172824834920636,0.6746349523809525,0.5843404206349205,0.211623492063492,0.002313184057778266,11,0,44,target_stratified_bad_axis_shuffle,0.6833333333333333
520,520,162,0.6340780219780221,0.37660054945054944,0.6356087912087912,0.6366786263736265,0.5825726672527473,0.6403566263736266,0.5754643351648352,0.2535253571428571,0.0020526806741613755,28,0,44,target_stratified_bad_axis_shuffle,0.7942307692307692
700,700,178,0.5946979591836735,0.41356612244897956,0.59636,0.5891127673469388,0.5472730323265307,0.6066816571428572,0.5675718,0.30580842857142854,0.001791826807046597,56,0,44,target_stratified_bad_axis_shuffle,0.8371428571428572
360,360,140,0.7040095238095238,0.31934285714285715,0.6954031746031747,0.676559388888889,0.6206656804761905,0.6778970000000001,0.5827595873015873,0.20975869047619042,0.002270111041537536,9,0,45,target_stratified_bad_axis_shuffle,0.7027777777777777
520,520,161,0.6493802197802198,0.36598901098901093,0.643,0.6361989890109891,0.5827932808791209,0.6412739450549451,0.5687077197802197,0.25165189560439555,0.0019752032048699396,25,0,45,target_stratified_bad_axis_shuffle,0.7826923076923077
700,700,177,0.6053665306122449,0.40339387755102035,0.6020612244897959,0.5933596897959185,0.5479668824489796,0.6056689632653062,0.5611105714285713,0.300870693877551,0.0018157708722955621,51,0,45,target_stratified_bad_axis_shuffle,0.8442857142857143
360,360,143,0.7104619047619047,0.2966126984126984,0.7087428571428571,0.6782535952380953,0.6215359763492064,0.6782548730158731,0.583580253968254,0.20628448412698408,0.0018393551759756093,9,0,46,target_stratified_bad_axis_shuffle,0.7166666666666667
520,520,161,0.6561263736263736,0.3504824175824176,0.6563604395604395,0.6337344230769232,0.5853585947252746,0.644107010989011,0.5727201813186814,0.2576784065934065,0.001980683422908187,26,0,46,target_stratified_bad_axis_shuffle,0.7788461538461539
700,700,177,0.6088873469387754,0.3963297959183673,0.6077289795918367,0.5920279102040816,0.5486498304489795,0.6088828408163265,0.5637873714285714,0.301601081632653,0.0018684073795800366,57,0,46,target_stratified_bad_axis_shuffle,0.8442857142857143
360,360,140,0.6987555555555556,0.3156515873015872,0.6950142857142857,0.6819491904761905,0.6187543998412698,0.6815389523809524,0.5865759761904762,0.20277777777777775,0.0024437204104390438,14,0,47,target_stratified_bad_axis_shuffle,0.7055555555555556
520,520,157,0.6400439560439561,0.3715043956043956,0.638121978021978,0.6410130439560441,0.5864439623076924,0.6490662637362637,0.5750025274725276,0.24734824175824172,0.002147526100946036,31,0,47,target_stratified_bad_axis_shuffle,0.8057692307692308
700,700,176,0.6145624489795918,0.3943179591836734,0.6128318367346939,0.5871029836734694,0.5433771791836735,0.6013744653061224,0.5618093142857143,0.3054177142857143,0.0018476945946610242,57,0,47,target_stratified_bad_axis_shuffle,0.82
360,360,142,0.7034587301587302,0.3158896825396826,0.6989015873015874,0.6793382777777779,0.6186538215873015,0.6753598571428571,0.5900255873015874,0.20711531746031742,0.002066000562429585,13,0,48,target_stratified_bad_axis_shuffle,0.725
520,520,159,0.6531626373626374,0.3607093406593407,0.6495197802197802,0.634375065934066,0.5822752585714286,0.6425034395604394,0.5750084120879121,0.25416324175824173,0.0018818406285759995,30,0,48,target_stratified_bad_axis_shuffle,0.7788461538461539
700,700,179,0.6153836734693877,0.3982106122448979,0.6127314285714286,0.5898628734693878,0.5460123187755103,0.6039022775510203,0.5599796857142857,0.30193624489795917,0.0017804559297609033,52,0,48,target_stratified_bad_axis_shuffle,0.83
360,360,136,0.7051746031746031,0.30892142857142857,0.7021111111111111,0.6827692063492065,0.6222338287301586,0.6733808888888889,0.5864021428571429,0.2001236111111111,0.0019857052907161017,8,0,49,target_stratified_bad_axis_shuffle,0.7222222222222222
520,520,162,0.6482527472527472,0.3600747252747252,0.6453813186813188,0.6399959450549452,0.5847672776923077,0.6393650879120879,0.5733793351648352,0.24728302197802196,0.0018001070591243263,25,0,49,target_stratified_bad_axis_shuffle,0.7942307692307692
700,700,175,0.6144563265306122,0.3912489795918368,0.6124016326530612,0.5902975224489796,0.5455063787755102,0.6024248816326531,0.5607441142857144,0.299065775510204,0.0017914051501140204,57,0,49,target_stratified_bad_axis_shuffle,0.8357142857142857
360,360,147,0.7158936507936507,0.3006563492063492,0.7145444444444444,0.6742476031746032,0.6156560461904762,0.6772409206349206,0.5824789761904762,0.20629519841269842,0.002073557777568359,15,0,50,target_stratified_bad_axis_shuffle,0.7
520,520,169,0.6556296703296702,0.3535302197802198,0.6560637362637363,0.6378069615384616,0.5850553845054945,0.6484285604395604,0.5681018736263737,0.25311107142857137,0.002128656242476385,32,0,50,target_stratified_bad_axis_shuffle,0.7942307692307692
700,700,179,0.6195902040816327,0.3875734693877551,0.6201338775510205,0.590241787755102,0.5475715912653061,0.606561706122449,0.5598414285714286,0.30501777551020404,0.0018457609491595644,53,0,50,target_stratified_bad_axis_shuffle,0.8357142857142857
360,360,136,0.695047619047619,0.3145071428571429,0.6887285714285714,0.6844784761904763,0.6179880426984128,0.6747202380952382,0.5824693650793651,0.19892380952380948,0.001921740720773693,12,0,51,target_stratified_bad_axis_shuffle,0.7305555555555555
520,520,164,0.643078021978022,0.3672208791208791,0.6350571428571428,0.6390139835164835,0.5827570903296703,0.6419105604395605,0.5696339120879121,0.2466875549450549,0.00199377659727122,27,0,51,target_stratified_bad_axis_shuffle,0.7903846153846154
700,700,178,0.6068359183673468,0.4007534693877551,0.5998424489795918,0.5905773265306122,0.5445697227755102,0.600660342857143,0.5605700857142857,0.3005524081632653,0.0018150696863432154,52,0,51,target_stratified_bad_axis_shuffle,0.8385714285714285
360,360,143,0.7100746031746031,0.3050563492063492,0.7054984126984127,0.6762893968253969,0.608200960952381,0.662818253968254,0.593336253968254,0.2122351587301587,0.00185403141229691,13,0,52,target_stratified_bad_axis_shuffle,0.6916666666666667
520,520,165,0.6489428571428572,0.365076923076923,0.6425054945054945,0.6348637637362639,0.5804512138461538,0.6427399560439562,0.5793548736263736,0.2542613461538461,0.00202832002548882,31,0,52,target_stratified_bad_axis_shuffle,0.7711538461538462
700,700,179,0.6105036734693877,0.3977755102040816,0.6072555102040816,0.5906029795918368,0.5473284011428572,0.6057344326530613,0.5655891714285715,0.3021343673469387,0.0018685000948680316,54,0,52,target_stratified_bad_axis_shuffle,0.8414285714285714
360,360,142,0.712931746031746,0.307115873015873,0.7096634920634921,0.6766943571428572,0.6165509584126985,0.6764682698412698,0.5945481428571427,0.20726281746031744,0.001994206027953286,14,0,53,target_stratified_bad_axis_shuffle,0.7111111111111111
520,520,161,0.6615923076923077,0.35258461538461533,0.6573956043956044,0.6358279615384617,0.577885313076923,0.6352134835164835,0.5831732197802197,0.24950299450549446,0.0017559037428433585,31,0,53,target_stratified_bad_axis_shuffle,0.7711538461538462
700,700,179,0.6098032653061224,0.4032191836734694,0.604810612244898,0.5940872489795919,0.546582643510204,0.6064865387755102,0.5643387714285715,0.2943915306122449,0.0018467849651982375,58,0,53,target_stratified_bad_axis_shuffle,0.8514285714285714
360,360,139,0.6892603174603175,0.32450396825396827,0.684763492063492,0.6838281904761905,0.6234660525396826,0.6820106031746032,0.5866423095238095,0.19855408730158727,0.002268684676524045,11,0,54,target_stratified_bad_axis_shuffle,0.7305555555555555
520,520,161,0.6380626373626374,0.37329395604395604,0.6328274725274726,0.63988860989011,0.5845450954945055,0.6405154285714286,0.576147065934066,0.24992898351648346,0.002014789440343372,24,0,54,target_stratified_bad_axis_shuffle,0.775
700,700,179,0.6062881632653062,0.4003844897959184,0.6021395918367347,0.5881926734693878,0.5454232044081633,0.5990059020408163,0.5585201428571429,0.3047941224489795,0.0018329316116458176,47,0,54,target_stratified_bad_axis_shuffle,0.8271428571428572
360,360,137,0.7059269841269842,0.3215452380952381,0.6977015873015873,0.6848905873015874,0.6247550193650794,0.6817427777777778,0.5830012539682539,0.19308444444444436,0.0020984716993071952,6,0,55,target_stratified_bad_axis_shuffle,0.725
520,520,163,0.6659230769230768,0.3543065934065934,0.6603263736263736,0.634447076923077,0.582392087912088,0.6361772307692308,0.5702237967032967,0.25317576923076923,0.0019395318922456849,19,0,55,target_stratified_bad_axis_shuffle,0.7865384615384615
700,700,179,0.6223926530612245,0.39228122448979597,0.6174742857142856,0.5894409755102041,0.5463573203265306,0.6029584571428571,0.5625020857142857,0.30134246938775505,0.001810097273142354,51,0,55,target_stratified_bad_axis_shuffle,0.85
360,360,138,0.7141222222222222,0.2980222222222222,0.711947619047619,0.6759759523809525,0.6082410452380952,0.6674297619047619,0.5896405873015873,0.20423297619047617,0.00219003153768818,16,0,56,target_stratified_bad_axis_shuffle,0.6944444444444444
520,520,163,0.6542285714285715,0.35582527472527475,0.6498362637362638,0.6391582582417584,0.5799170887912088,0.637884032967033,0.5723417582417584,0.24420733516483514,0.0021032752412458236,30,0,56,target_stratified_bad_axis_shuffle,0.7903846153846154
700,700,178,0.6134930612244898,0.3949318367346939,0.6090563265306123,0.5933659877551022,0.545254096489796,0.6013234204081633,0.5589514857142857,0.29386471428571426,0.0018517379175129478,55,0,56,target_stratified_bad_axis_shuffle,0.8542857142857143
360,360,142,0.7002269841269841,0.31210317460317455,0.6949666666666667,0.6747237063492063,0.6153542931746033,0.6802951904761906,0.5822384761904762,0.20260984126984127,0.0021374213960647457,16,0,57,target_stratified_bad_axis_shuffle,0.7055555555555556
520,520,163,0.6417373626373627,0.36804395604395607,0.6378846153846155,0.6361995384615385,0.5813387058241759,0.6442722637362638,0.5758920274725275,0.24892101648351647,0.0019079509996324316,33,0,57,target_stratified_bad_axis_shuffle,0.7846153846153846
700,700,179,0.6019314285714286,0.4044840816326531,0.5986359183673469,0.5908155755102041,0.5473384648163265,0.606821518367347,0.5651180857142857,0.30257079591836733,0.0018758833067435024,57,0,57,target_stratified_bad_axis_shuffle,0.8414285714285714
360,360,136,0.6923809523809523,0.3093761904761904,0.6915428571428571,0.6835428095238095,0.61857192,0.6685564761904762,0.5829539761904762,0.19943249999999996,0.002301850980708904,10,0,58,target_stratified_bad_axis_shuffle,0.7138888888888889
520,520,160,0.6575153846153846,0.34431043956043955,0.655356043956044,0.6313999065934066,0.5748664373626374,0.6307020219780219,0.5728802582417581,0.2593736263736263,0.002045167919711615,32,0,58,target_stratified_bad_axis_shuffle,0.7692307692307693
700,700,175,0.6058342857142858,0.3957024489795918,0.6058334693877551,0.5898919877551021,0.5446283725714286,0.6021639836734693,0.5646245999999999,0.30494989795918365,0.0018232720510149914,56,0,58,target_stratified_bad_axis_shuffle,0.8385714285714285
360,360,137,0.710363492063492,0.3113579365079365,0.7066206349206349,0.6812301666666667,0.6224576003174603,0.6768873650793651,0.5734500873015873,0.20113432539682538,0.0019334732630210208,5,0,59,target_stratified_bad_axis_shuffle,0.7138888888888889
520,520,162,0.6559725274725274,0.35751593406593407,0.65119010989011,0.6380406868131869,0.5855326023076923,0.6438012307692309,0.5755839505494506,0.24906260989010987,0.0019538743955920495,28,0,59,target_stratified_bad_axis_shuffle,0.7961538461538461
700,700,178,0.6192383673469388,0.3899314285714286,0.6164065306122449,0.5916721755102042,0.546742549632653,0.6061344734693878,0.5655211428571428,0.29869593877551015,0.0018852556951616491,60,0,59,target_stratified_bad_axis_shuffle,0.8485714285714285
360,360,141,0.7067206349206349,0.30605158730158727,0.7029587301587301,0.678586380952381,0.6186688717460318,0.6696399682539682,0.5857259206349207,0.20889206349206343,0.0017799933499903745,8,0,60,target_stratified_bad_axis_shuffle,0.7194444444444444
520,520,159,0.6470274725274726,0.36185274725274724,0.644745054945055,0.6367437032967034,0.5816716553846154,0.6369164945054946,0.575955912087912,0.25103321428571423,0.0017537226212391932,26,0,60,target_stratified_bad_axis_shuffle,0.7826923076923077
700,700,177,0.6089657142857143,0.3983248979591837,0.6086269387755102,0.5899309224489796,0.5450944355918367,0.6043916,0.5657223714285715,0.3038788367346939,0.0018541899672894506,62,0,60,target_stratified_bad_axis_shuffle,0.8328571428571429
360,360,135,0.7199253968253967,0.3078984126984127,0.7145285714285715,0.679202134920635,0.6243518379365081,0.6799568888888889,0.5912257539682539,0.2083364682539682,0.0019713042355924645,11,0,61,target_stratified_bad_axis_shuffle,0.7138888888888889
520,520,162,0.6577395604395605,0.35887362637362635,0.65430989010989,0.6373137967032968,0.5867174358241759,0.6453157032967034,0.5827760274725274,0.25362939560439557,0.002132734788438555,32,0,61,target_stratified_bad_axis_shuffle,0.7903846153846154
700,700,178,0.6125216326530613,0.3975877551020408,0.6106155102040816,0.5923899102040817,0.5472426524081633,0.6062884734693877,0.5632824857142857,0.2988536530612244,0.0019190919633147807,61,0,61,target_stratified_bad_axis_shuffle,0.8428571428571429
360,360,138,0.6898825396825397,0.3190857142857142,0.6873841269841269,0.6758775238095238,0.6143521401587302,0.6705148571428571,0.5837720317460318,0.20889341269841266,0.0020343388605914,12,0,62,target_stratified_bad_axis_shuffle,0.6805555555555556
520,520,161,0.6293648351648351,0.3778346153846154,0.6266934065934067,0.635088098901099,0.5791796018681319,0.638890978021978,0.5749573351648353,0.24952483516483515,0.0021076530263186293,32,0,62,target_stratified_bad_axis_shuffle,0.7884615384615384
700,700,176,0.5965257142857142,0.4083371428571429,0.5947314285714286,0.5867551551020409,0.5437510883265306,0.5975257795918367,0.5608250285714286,0.30452638775510205,0.0018195795146229259,52,0,62,target_stratified_bad_axis_shuffle,0.8357142857142857
360,360,138,0.7114238095238095,0.3053539682539682,0.706736507936508,0.6776180793650795,0.6106357544444445,0.6691100634920635,0.5842114761904762,0.20753543650793646,0.0020066747573591398,11,0,63,target_stratified_bad_axis_shuffle,0.6916666666666667
520,520,158,0.6580901098901099,0.35352692307692307,0.6522637362637363,0.6350060604395605,0.5785239407692307,0.6394157802197802,0.5739952197802197,0.25266560439560437,0.0017839731286219977,30,0,63,target_stratified_bad_axis_shuffle,0.7788461538461539
700,700,177,0.6166628571428572,0.3915424489795918,0.6139910204081632,0.5914078285714286,0.5471067248163266,0.6083616244897959,0.5654056857142857,0.30117857142857135,0.0018100843803283786,57,0,63,target_stratified_bad_axis_shuffle,0.8542857142857143
360,360,140,0.7106365079365078,0.3083801587301587,0.7077825396825397,0.6853313650793652,0.6273949022222223,0.6831523492063492,0.5857498650793651,0.20221976190476185,0.0020317484730433652,11,0,64,target_stratified_bad_axis_shuffle,0.7305555555555555
520,520,160,0.6639120879120879,0.351189010989011,0.6575461538461538,0.6353806868131869,0.5827035191208791,0.639756934065934,0.5710033351648351,0.2543134615384615,0.002031713490468383,29,0,64,target_stratified_bad_axis_shuffle,0.7673076923076924
700,700,178,0.6084375510204081,0.4025787755102041,0.6030555102040817,0.592945918367347,0.5479580306122449,0.6036745469387756,0.5635084571428571,0.3017215306122448,0.0018400327504247112,51,0,64,target_stratified_bad_axis_shuffle,0.84
360,360,142,0.7103984126984128,0.31640793650793647,0.7057857142857143,0.6764461984126985,0.6151290777777777,0.6713492857142858,0.5832140873015873,0.20138067460317458,0.002314539566875133,11,0,65,target_stratified_bad_axis_shuffle,0.7305555555555555
520,520,163,0.6550637362637363,0.36130604395604393,0.6519571428571429,0.6377439670329671,0.5805246718681318,0.6360774725274725,0.5729751043956043,0.24694739010989006,0.002034673856856688,28,0,65,target_stratified_bad_axis_shuffle,0.7769230769230769
700,700,177,0.6089346938775511,0.40144489795918364,0.6056008163265306,0.594594412244898,0.5496296508571428,0.6072315428571429,0.5629272857142856,0.3003141632653061,0.0018286458719592865,57,0,65,target_stratified_bad_axis_shuffle,0.8528571428571429
360,360,135,0.6856190476190477,0.3187642857142857,0.6829746031746031,0.6758612063492064,0.6233535547619048,0.6884673174603174,0.5744183095238095,0.21743166666666663,0.002131917332398791,15,0,66,target_stratified_bad_axis_shuffle,0.6777777777777778
520,520,164,0.6340494505494506,0.3696703296703296,0.6322296703296704,0.6328519835164836,0.5830605726373627,0.6434586593406594,0.566084912087912,0.26052678571428567,0.002095779488508866,30,0,66,target_stratified_bad_axis_shuffle,0.7653846153846153
700,700,176,0.5955975510204082,0.40650571428571425,0.5947281632653061,0.5868010775510204,0.5459415955918367,0.6040491591836735,0.5603755142857143,0.30928975510204076,0.0018366374324549554,58,0,66,target_stratified_bad_axis_shuffle,0.8242857142857143
360,360,142,0.7091666666666667,0.29840873015873015,0.7085174603174603,0.6773303571428572,0.6146776717460318,0.6654820793650794,0.5786733095238096,0.21075103174603171,0.0018598349349792309,9,0,67,target_stratified_bad_axis_shuffle,0.6944444444444444
520,520,163,0.6466164835164836,0.3636934065934066,0.6419450549450549,0.6369578846153847,0.5838667774725275,0.6437395494505495,0.576944565934066,0.25120499999999996,0.0020365818497923398,30,0,67,target_stratified_bad_axis_shuffle,0.7942307692307692
700,700,180,0.6001648979591836,0.40468571428571426,0.5985028571428571,0.5921154326530613,0.5466387167346939,0.6058352081632654,0.5640363142857143,0.29793155102040814,0.0018411253995598426,58,0,67,target_stratified_bad_axis_shuffle,0.8471428571428572
360,360,139,0.7052380952380953,0.3048674603174603,0.702936507936508,0.6770490714285715,0.61796731,0.6776697777777778,0.5873409206349206,0.2123238888888889,0.0019475218412694764,13,0,68,target_stratified_bad_axis_shuffle,0.6805555555555556
520,520,165,0.6554417582417582,0.3495285714285714,0.6536879120879121,0.6327529340659341,0.5778071187912089,0.6355348241758243,0.573845565934066,0.25761711538461535,0.0019650375308975093,30,0,68,target_stratified_bad_axis_shuffle,0.7711538461538462
700,700,182,0.6174889795918368,0.3892930612244898,0.6173722448979592,0.5867516489795919,0.545491289877551,0.6030417224489796,0.5604507142857142,0.30905553061224483,0.0018363297631718261,55,0,68,target_stratified_bad_axis_shuffle,0.8285714285714286
360,360,138,0.7145825396825397,0.3081166666666667,0.710847619047619,0.6802424523809525,0.6164391873015873,0.6709454603174603,0.5821121984126985,0.20032206349206344,0.002015009610408125,12,0,69,target_stratified_bad_axis_shuffle,0.7166666666666667
520,520,162,0.6573824175824176,0.3657901098901099,0.6536065934065933,0.6384000164835166,0.5830116162637362,0.6400254945054945,0.5767483736263737,0.25239203296703294,0.0020434354847579305,28,0,69,target_stratified_bad_axis_shuffle,0.7846153846153846
700,700,177,0.6223567346938775,0.3985808163265306,0.6191338775510205,0.5883356285714286,0.5454164204081633,0.6040702530612245,0.5652138857142858,0.3042832244897959,0.001870404447370974,59,0,69,target_stratified_bad_axis_shuffle,0.8357142857142857
360,360,138,0.6971571428571429,0.3135095238095238,0.6961873015873016,0.6797095555555556,0.6204907871428571,0.6781322698412698,0.5913416984126983,0.20893357142857139,0.0020421012312214415,12,0,70,target_stratified_bad_axis_shuffle,0.7027777777777777
520,520,164,0.6467725274725274,0.3618532967032967,0.6467076923076922,0.6333064560439562,0.581058899010989,0.6388033626373627,0.5737812967032968,0.25652302197802196,0.0019776034584895897,28,0,70,target_stratified_bad_axis_shuffle,0.7769230769230769
700,700,179,0.6078302040816326,0.39721306122448985,0.6081020408163266,0.5878799224489797,0.5462442087346939,0.6030072408163265,0.5620939142857143,0.30673702040816325,0.0018643006543789362,52,0,70,target_stratified_bad_axis_shuffle,0.8257142857142857
360,360,139,0.707552380952381,0.30214682539682536,0.7049507936507936,0.6761160714285714,0.6158944473015874,0.6750584761904763,0.5819177539682541,0.204758373015873,0.0020235852870635995,14,0,71,target_stratified_bad_axis_shuffle,0.7055555555555556
520,520,160,0.646868131868132,0.3531593406593407,0.6443527472527473,0.6369138186813187,0.580730963846154,0.6419633626373626,0.5699841428571428,0.2476242307692307,0.002052615125843571,31,0,71,target_stratified_bad_axis_shuffle,0.7769230769230769
700,700,175,0.6095004081632653,0.3949212244897959,0.6076048979591837,0.592624812244898,0.5466011471020409,0.6059315102040816,0.5609571142857143,0.295797612244898,0.0018115801348767768,55,0,71,target_stratified_bad_axis_shuffle,0.8414285714285714
360,360,139,0.7042317460317461,0.30373015873015874,0.7021190476190476,0.6762735873015874,0.6183716934920636,0.6737770476190476,0.5696126428571429,0.20165515873015874,0.0019854045355842485,10,0,72,target_stratified_bad_axis_shuffle,0.7
520,520,165,0.6496175824175824,0.3598010989010989,0.6451780219780221,0.6364845054945055,0.5844644547252749,0.645582065934066,0.5664928351648352,0.24722670329670327,0.002142077675555925,29,0,72,target_stratified_bad_axis_shuffle,0.7923076923076923
700,700,179,0.6112734693877552,0.3964530612244898,0.609755918367347,0.5927694897959184,0.5472947875102041,0.6095591673469387,0.5606574571428572,0.2929595102040816,0.001859581753639261,61,0,72,target_stratified_bad_axis_shuffle,0.8471428571428572
360,360,141,0.7125746031746031,0.30606111111111106,0.7095206349206349,0.678792253968254,0.6197040182539683,0.6767806190476191,0.5772208095238095,0.2101374206349206,0.0020021187253273284,9,0,73,target_stratified_bad_axis_shuffle,0.7083333333333334
520,520,167,0.650523076923077,0.36293351648351646,0.6494824175824176,0.6374603351648354,0.5845466647252747,0.6394407692307692,0.5672323736263736,0.250383956043956,0.001897616987751334,23,0,73,target_stratified_bad_axis_shuffle,0.7788461538461539
700,700,178,0.6134783673469387,0.3968967346938776,0.6122408163265305,0.5905458326530613,0.5483273724081633,0.6068332244897958,0.5549280571428571,0.304978612244898,0.0018452693531218532,54,0,73,target_stratified_bad_axis_shuffle,0.8342857142857143
360,360,135,0.7087111111111112,0.30807142857142855,0.7048047619047618,0.68577176984127,0.6243821468253969,0.6838415555555556,0.5903444761904763,0.20242123015873012,0.002162508292668882,11,0,74,target_stratified_bad_axis_shuffle,0.7388888888888889
520,520,161,0.6641505494505495,0.3530186813186813,0.6601450549450549,0.6410309010989013,0.5856509082417583,0.6492137032967032,0.568410565934066,0.24468260989010987,0.0019616085597836245,32,0,74,target_stratified_bad_axis_shuffle,0.7903846153846154
700,700,182,0.6239224489795918,0.3901179591836735,0.622610612244898,0.594437155102041,0.5482171175510204,0.6072836979591836,0.5551990571428571,0.2966525714285714,0.0018795789383542808,52,0,74,target_stratified_bad_axis_shuffle,0.8471428571428572
360,360,142,0.7028825396825398,0.3016357142857143,0.6991301587301587,0.6831119206349207,0.6233437311111112,0.6828997142857143,0.5827266428571428,0.1973489682539682,0.002066712436897927,12,0,75,target_stratified_bad_axis_shuffle,0.7361111111111112
520,520,164,0.6547076923076922,0.34820109890109885,0.6539824175824175,0.6332643956043957,0.5801798008791208,0.6354492967032968,0.578791142857143,0.25488019230769227,0.0018262531862901592,29,0,75,target_stratified_bad_axis_shuffle,0.7692307692307693
700,700,176,0.6122938775510204,0.3899265306122449,0.6100097959183673,0.5908954816326532,0.5453103755918368,0.6015312163265306,0.5631740285714286,0.3004682857142857,0.0018673515479210817,53,0,75,target_stratified_bad_axis_shuffle,0.8385714285714285
360,360,140,0.7052492063492064,0.30958412698412696,0.7031952380952381,0.6780507698412699,0.6169916942857143,0.6747864603174604,0.583409142857143,0.2094919841269841,0.0021428137955022673,9,0,76,target_stratified_bad_axis_shuffle,0.7111111111111111
520,520,160,0.6473648351648351,0.3670340659340659,0.6450945054945055,0.6351910054945056,0.5822442007692307,0.6427892527472528,0.5761739120879121,0.2512868681318681,0.0020935384922337445,29,0,76,target_stratified_bad_axis_shuffle,0.7730769230769231
