top_n,selected_cells,selected_rows,mean_true_opp_rank,mean_true_same_rank,mean_true_margin_rank,mean_h073_bridge,mean_h068_health,mean_public,mean_invariant,mean_shortcut_energy,mean_cell_gain,q2_cells,h050_null,iter,kind,overlap_with_real
520,520,167,0.6492813186813187,0.3630906593406593,0.6478120879120879,0.6324552472527473,0.5765243731868132,0.6341472197802198,0.5768549120879121,0.25560912087912085,0.0019050994205790446,31,0,8,target_stratified_bad_axis_shuffle,0.775
700,700,175,0.610130612244898,0.4011828571428571,0.6095338775510204,0.5907018857142857,0.5473461382857143,0.6006483918367347,0.5671828,0.3086675918367347,0.0018625858428719456,52,0,8,target_stratified_bad_axis_shuffle,0.8314285714285714
360,360,140,0.715815873015873,0.29297380952380947,0.7160920634920636,0.6783530634920635,0.6170515631746032,0.6764228253968254,0.5838605317460317,0.20288253968253964,0.0021789788624072223,12,0,9,target_stratified_bad_axis_shuffle,0.7083333333333334
520,520,164,0.6573758241758242,0.3602467032967033,0.6555263736263737,0.6423678956043957,0.5859615520879122,0.6468239340659341,0.5780566043956044,0.24639714285714284,0.0020953383359899012,28,0,9,target_stratified_bad_axis_shuffle,0.7980769230769231
700,700,175,0.6216195918367347,0.3891269387755102,0.6195885714285714,0.5916252000000001,0.5451850215510204,0.5999363999999999,0.5631361428571429,0.3020555306122449,0.0017971698142309688,50,0,9,target_stratified_bad_axis_shuffle,0.8371428571428572
360,360,150,0.7027714285714285,0.2987952380952381,0.7002936507936508,0.6731136904761905,0.6161001079365079,0.6800913015873016,0.5813576428571429,0.20932063492063488,0.0021065861967220676,14,0,10,target_stratified_bad_axis_shuffle,0.6944444444444444
520,520,163,0.6427098901098901,0.35803186813186816,0.641454945054945,0.6376003296703298,0.5831381572527473,0.6415568461538461,0.5709338736263736,0.2469427472527472,0.0018521998442894547,26,0,10,target_stratified_bad_axis_shuffle,0.7942307692307692
700,700,179,0.6008522448979592,0.39696448979591836,0.6006244897959183,0.5920228081632655,0.5464759595102041,0.6054443510204082,0.5661233714285714,0.2983028571428571,0.0018450047580153063,57,0,10,target_stratified_bad_axis_shuffle,0.8428571428571429
360,360,140,0.6970444444444446,0.3221150793650794,0.6969174603174603,0.6808528174603174,0.6238273298412699,0.6802330793650794,0.5922960873015872,0.20938301587301583,0.0023300289930053486,12,0,11,target_stratified_bad_axis_shuffle,0.7055555555555556
520,520,165,0.6521428571428572,0.365489010989011,0.6484153846153846,0.6348100384615385,0.5797334997802199,0.6402321538461537,0.5757102967032968,0.2507678846153846,0.0020779424743089707,34,0,11,target_stratified_bad_axis_shuffle,0.7903846153846154
700,700,177,0.6163657142857143,0.39940612244897955,0.6142848979591836,0.5885457795918367,0.5455081219591837,0.6022492081632653,0.5630791714285714,0.3035891428571428,0.0018400511657549808,52,0,11,target_stratified_bad_axis_shuffle,0.8285714285714286
360,360,143,0.693536507936508,0.3216928571428571,0.6879380952380952,0.6748680793650794,0.6162345968253968,0.6775766190476191,0.5774640317460318,0.20258801587301584,0.0019934442973668,14,0,12,target_stratified_bad_axis_shuffle,0.7
520,520,164,0.6338571428571428,0.37753461538461536,0.6277802197802198,0.6412666758241758,0.5854971943956043,0.6454690000000001,0.5670237967032967,0.24053749999999996,0.0019917944296672205,27,0,12,target_stratified_bad_axis_shuffle,0.8038461538461539
700,700,177,0.6047608163265307,0.40404163265306126,0.6011763265306121,0.5921258163265307,0.544746782857143,0.6033925795918368,0.5575417714285714,0.2927575510204081,0.0017840249394621313,55,0,12,target_stratified_bad_axis_shuffle,0.85
360,360,138,0.7004984126984126,0.30228253968253965,0.6979349206349206,0.6789678888888889,0.6172682093650793,0.6760165396825398,0.5700971984126985,0.20769765873015872,0.0018568802658710847,10,0,13,target_stratified_bad_axis_shuffle,0.6944444444444444
520,520,162,0.6475197802197803,0.3542175824175824,0.6474285714285715,0.6405481923076923,0.5836835351648351,0.643441967032967,0.5671986043956043,0.24821483516483514,0.00211785527766559,31,0,13,target_stratified_bad_axis_shuffle,0.7769230769230769
700,700,177,0.60624,0.3968885714285714,0.605835918367347,0.5972425020408164,0.5478803651428572,0.604319469387755,0.5622054857142857,0.2950679795918368,0.001824432947966171,53,0,13,target_stratified_bad_axis_shuffle,0.8514285714285714
360,360,142,0.7086777777777777,0.30551666666666666,0.7068650793650794,0.6756565555555557,0.6177716844444444,0.6811861428571429,0.5903275317460318,0.20672130952380946,0.0024518924189033385,16,0,14,target_stratified_bad_axis_shuffle,0.6888888888888889
520,520,164,0.6511131868131869,0.36546098901098906,0.6509967032967032,0.637441153846154,0.585239603076923,0.6452851978021978,0.5798152582417582,0.2496789010989011,0.0021452351778585878,30,0,14,target_stratified_bad_axis_shuffle,0.7884615384615384
700,700,178,0.6108334693877552,0.3995257142857143,0.6094620408163265,0.5944219020408164,0.5472414252244898,0.6020195755102041,0.5637738571428572,0.2988659591836734,0.001862423328334692,50,0,14,target_stratified_bad_axis_shuffle,0.8414285714285714
360,360,141,0.6947746031746032,0.3155365079365079,0.6944571428571428,0.6821208333333334,0.618673070952381,0.6682728888888889,0.5842343650793651,0.20237944444444442,0.0018848820127844688,7,0,15,target_stratified_bad_axis_shuffle,0.7166666666666667
520,520,165,0.6553769230769231,0.35638516483516486,0.6524956043956044,0.6339464065934066,0.5776621735164834,0.6349113186813187,0.5717806043956044,0.25113648351648354,0.0020439981523337624,30,0,15,target_stratified_bad_axis_shuffle,0.7884615384615384
700,700,177,0.6132310204081634,0.39484816326530614,0.6115510204081632,0.5908761020408164,0.5461716638367348,0.5991723510204082,0.5620612,0.30663059183673463,0.0018523518067434378,46,0,15,target_stratified_bad_axis_shuffle,0.8328571428571429
360,360,143,0.7061936507936508,0.3132865079365079,0.7035650793650793,0.6820097063492063,0.6191357515873016,0.6748314126984127,0.585672253968254,0.20696412698412697,0.0020656742706335325,11,0,16,target_stratified_bad_axis_shuffle,0.7083333333333334
520,520,162,0.6572758241758241,0.3592741758241758,0.6530274725274725,0.6349477692307693,0.5809511792307693,0.639097010989011,0.5753139505494506,0.2558275,0.0019041846326169458,31,0,16,target_stratified_bad_axis_shuffle,0.7923076923076923
700,700,177,0.6075502040816326,0.4056828571428572,0.6054530612244897,0.5930163346938776,0.5484838048979592,0.6077117959183673,0.5645328571428572,0.2999501020408163,0.0018438657407333706,57,0,16,target_stratified_bad_axis_shuffle,0.8471428571428572
360,360,144,0.7101031746031746,0.30694047619047615,0.7081079365079365,0.674647253968254,0.6135411374603176,0.6676779047619048,0.5804639761904762,0.2132567857142857,0.0017941016523661357,10,0,17,target_stratified_bad_axis_shuffle,0.6944444444444444
520,520,164,0.6396549450549451,0.36954615384615375,0.637634065934066,0.638606543956044,0.5836976156043957,0.6420173846153846,0.5711740274725273,0.25200370879120876,0.0018086965812070764,26,0,17,target_stratified_bad_axis_shuffle,0.7730769230769231
700,700,176,0.6034702040816327,0.40570816326530607,0.6026971428571428,0.5931938979591838,0.5483238314285714,0.6077313224489795,0.5611858285714286,0.29802695918367345,0.0018504774291939422,56,0,17,target_stratified_bad_axis_shuffle,0.85
360,360,138,0.7052730158730159,0.3103984126984127,0.7013571428571428,0.6791449047619047,0.6238021787301588,0.6755096031746032,0.5788746428571429,0.20936968253968252,0.0019224217540704971,6,0,18,target_stratified_bad_axis_shuffle,0.7166666666666667
520,520,156,0.6461516483516484,0.3673005494505494,0.6439362637362638,0.6384947472527474,0.5870858223076924,0.645834010989011,0.5717915274725275,0.2500868131868132,0.001964728703554762,26,0,18,target_stratified_bad_axis_shuffle,0.7826923076923077
700,700,178,0.6055044897959184,0.40659183673469385,0.6020726530612245,0.5917900979591838,0.5471552870204083,0.6051852408163265,0.5623065428571429,0.2977782653061224,0.0018755987568747979,54,0,18,target_stratified_bad_axis_shuffle,0.8414285714285714
360,360,142,0.7154333333333335,0.30169444444444443,0.7115904761904761,0.6700527063492063,0.6148686984126984,0.6707969841269841,0.5868641428571428,0.2133692063492063,0.002196211713924479,11,0,19,target_stratified_bad_axis_shuffle,0.6833333333333333
520,520,166,0.6530483516483516,0.3594142857142857,0.6486692307692308,0.6330631703296704,0.5794092359340659,0.6395188681318682,0.5808830274725275,0.25153494505494506,0.0020424519105682777,32,0,19,target_stratified_bad_axis_shuffle,0.7807692307692308
700,700,183,0.6123200000000001,0.39910408163265304,0.6084677551020408,0.587042224489796,0.5465646591836735,0.6028799836734694,0.5664494857142857,0.30509738775510203,0.0018300127371588286,51,0,19,target_stratified_bad_axis_shuffle,0.8357142857142857
360,360,134,0.7082936507936507,0.30965238095238096,0.7047825396825397,0.6820110158730159,0.6237484723809524,0.6789324285714287,0.5887692539682539,0.2071488492063492,0.002192204623758021,12,0,20,target_stratified_bad_axis_shuffle,0.6972222222222222
520,520,167,0.6496197802197803,0.36770109890109887,0.6459879120879121,0.6369201098901098,0.5860756148351648,0.6462344945054945,0.5770329890109891,0.2506714835164835,0.0021116045041258713,31,0,20,target_stratified_bad_axis_shuffle,0.7846153846153846
700,700,179,0.6098440816326531,0.40174612244897956,0.6084155102040817,0.5902737020408164,0.5479657587755102,0.6053302857142857,0.5623831428571429,0.3011022040816327,0.0018372381838497615,53,0,20,target_stratified_bad_axis_shuffle,0.8428571428571429
360,360,142,0.6979142857142856,0.31995793650793647,0.6943015873015872,0.6741060396825398,0.6161108982539683,0.6740705555555556,0.585377753968254,0.2148669047619047,0.0019232355170986518,11,0,21,target_stratified_bad_axis_shuffle,0.6777777777777778
520,520,165,0.6466956043956044,0.3680505494505494,0.643856043956044,0.6305141703296704,0.579874696043956,0.6403794065934066,0.5736871428571427,0.2579763186813186,0.0018218445969292861,31,0,21,target_stratified_bad_axis_shuffle,0.7730769230769231
700,700,180,0.6060661224489796,0.40874285714285713,0.6048195918367346,0.5889126367346939,0.5455980333877551,0.604528481632653,0.5636995714285714,0.3044456734693877,0.0018089590059416222,57,0,21,target_stratified_bad_axis_shuffle,0.8357142857142857
360,360,137,0.6975507936507936,0.3235968253968253,0.6941920634920635,0.6722123809523809,0.6135150001587302,0.6711069206349206,0.5857094206349207,0.21798999999999996,0.0021360115882567182,11,0,22,target_stratified_bad_axis_shuffle,0.6833333333333333
520,520,164,0.6411351648351649,0.37533406593406593,0.6374219780219781,0.6361504450549451,0.5835912831868132,0.6428461098901099,0.5810643736263736,0.25749307692307694,0.0019362182907774266,29,0,22,target_stratified_bad_axis_shuffle,0.7634615384615384
700,700,177,0.6101551020408162,0.40081918367346936,0.6070236734693877,0.5875711020408164,0.5446173594285715,0.6013302367346939,0.5666618285714285,0.3051908775510204,0.00183263532159288,56,0,22,target_stratified_bad_axis_shuffle,0.8342857142857143
360,360,140,0.6984444444444444,0.3191468253968254,0.6942619047619047,0.6816483571428572,0.6239454684126985,0.6860972857142857,0.5803636428571429,0.2012060714285714,0.0023199969421773357,13,0,23,target_stratified_bad_axis_shuffle,0.7083333333333334
520,520,165,0.6450604395604396,0.3673379120879121,0.6416175824175825,0.6385525384615386,0.5868165068131869,0.6502015164835164,0.5692328736263736,0.24931162087912082,0.002147902041123443,31,0,23,target_stratified_bad_axis_shuffle,0.7903846153846154
700,700,178,0.6113697959183674,0.39905428571428564,0.6079869387755102,0.5880031061224491,0.546700144,0.6063262040816326,0.5651622857142857,0.30626924489795915,0.0018990830244625188,57,0,23,target_stratified_bad_axis_shuffle,0.8314285714285714
360,360,143,0.7264015873015874,0.28898968253968255,0.725973015873016,0.680796492063492,0.6168346112698413,0.6750497301587302,0.5765876428571429,0.1977401984126984,0.0021285684654480954,11,0,24,target_stratified_bad_axis_shuffle,0.7222222222222222
520,520,160,0.6575131868131868,0.35638461538461536,0.6551384615384616,0.6425584340659342,0.5853901154945056,0.6461125384615385,0.5681823351648352,0.2383036813186813,0.0019511118266690112,27,0,24,target_stratified_bad_axis_shuffle,0.8115384615384615
700,700,178,0.6137126530612245,0.39369346938775507,0.6127265306122449,0.5943304326530613,0.5466442605714286,0.6044444979591836,0.5614407142857143,0.2919353877551021,0.0018507658002400668,52,0,24,target_stratified_bad_axis_shuffle,0.8485714285714285
360,360,140,0.6969555555555556,0.32213571428571425,0.6916412698412698,0.6835115793650794,0.6199469231746032,0.6757751587301587,0.5878291428571428,0.20097162698412696,0.0020101562110512094,11,0,25,target_stratified_bad_axis_shuffle,0.7166666666666667
520,520,162,0.6416736263736263,0.37194725274725277,0.6380296703296704,0.6388497307692308,0.5827425215384615,0.6403307582417582,0.5780891813186813,0.24872920329670326,0.0019388271103845632,31,0,25,target_stratified_bad_axis_shuffle,0.7923076923076923
700,700,177,0.6065975510204081,0.4037334693877551,0.6022302040816326,0.5869937020408164,0.5446644438367347,0.5990977714285715,0.5697441428571429,0.3065387959183673,0.0017823681552610856,55,0,25,target_stratified_bad_axis_shuffle,0.8342857142857143
360,360,136,0.709415873015873,0.30418809523809526,0.7090793650793651,0.6774240158730158,0.6169557112698414,0.6800671428571429,0.5798415873015873,0.20300686507936508,0.0020107378368333243,16,0,26,target_stratified_bad_axis_shuffle,0.7138888888888889
520,520,161,0.65369010989011,0.34937252747252745,0.6549461538461538,0.6324933736263737,0.5809847318681318,0.6422906593406593,0.572995412087912,0.2573273626373626,0.001841967740720806,30,0,26,target_stratified_bad_axis_shuffle,0.7634615384615384
700,700,178,0.613109387755102,0.39128775510204084,0.6144865306122449,0.5879434897959185,0.5480879398367347,0.6058876163265307,0.5661764857142857,0.3112627142857143,0.0017590281307828706,52,0,26,target_stratified_bad_axis_shuffle,0.8185714285714286
360,360,137,0.6945111111111111,0.31669047619047624,0.6929460317460318,0.6794830000000002,0.6204468025396825,0.6744317777777779,0.5854179761904762,0.20367384920634918,0.0021984138932753436,7,0,27,target_stratified_bad_axis_shuffle,0.7083333333333334
520,520,163,0.6324615384615384,0.37385989010989007,0.6287153846153847,0.6401936208791209,0.5851533965934066,0.6442205604395603,0.5740365659340659,0.24956673076923075,0.002101920287801703,24,0,27,target_stratified_bad_axis_shuffle,0.7923076923076923
700,700,181,0.6036073469387755,0.40105469387755094,0.6002644897959183,0.5906109632653062,0.5470913058775511,0.6024795428571429,0.5663344,0.3025608979591836,0.0018381580950412224,50,0,27,target_stratified_bad_axis_shuffle,0.8428571428571429
360,360,144,0.6956412698412698,0.3227555555555555,0.6944698412698412,0.679700373015873,0.626531077936508,0.6890084761904762,0.5883916984126984,0.20604781746031747,0.0023998922875743257,13,0,28,target_stratified_bad_axis_shuffle,0.7416666666666667
520,520,160,0.6350747252747253,0.37766648351648346,0.633412087912088,0.6404144945054946,0.5873845064835165,0.6444555934065934,0.5782516043956044,0.2487050274725275,0.0020694997790105317,26,0,28,target_stratified_bad_axis_shuffle,0.7942307692307692
700,700,178,0.6035240816326531,0.41020653061224494,0.6023902040816328,0.5910811795918368,0.5470903794285714,0.6039459755102041,0.5638533714285714,0.2997685918367347,0.0018687825833634682,53,0,28,target_stratified_bad_axis_shuffle,0.8371428571428572
360,360,142,0.7252841269841269,0.2919150793650793,0.7248634920634921,0.6766794761904762,0.6207533493650794,0.673913492063492,0.5845900317460317,0.21296436507936506,0.002232987036111785,9,0,29,target_stratified_bad_axis_shuffle,0.7055555555555556
520,520,159,0.6608450549450549,0.3570510989010989,0.6580230769230769,0.6374194230769232,0.582488426923077,0.6413402307692309,0.5743044120879122,0.24942054945054945,0.0020067790938551725,28,0,29,target_stratified_bad_axis_shuffle,0.7769230769230769
700,700,178,0.6189951020408163,0.3963175510204082,0.6171363265306122,0.5894925428571429,0.5452374281632654,0.6011487020408163,0.5647163142857143,0.30364240816326526,0.0018324693657576156,54,0,29,target_stratified_bad_axis_shuffle,0.8342857142857143
360,360,139,0.71244126984127,0.30251666666666666,0.7092714285714286,0.6744379444444445,0.6139910063492064,0.6713279841269841,0.5797991984126984,0.20944746031746028,0.002307637840833851,13,0,30,target_stratified_bad_axis_shuffle,0.6861111111111111
520,520,162,0.6613802197802198,0.35442637362637364,0.6573637362637363,0.630963543956044,0.5752152891208792,0.6309575934065935,0.5744029505494507,0.25512450549450544,0.0020621897026019314,28,0,30,target_stratified_bad_axis_shuffle,0.7673076923076924
700,700,176,0.6128048979591836,0.3972820408163265,0.6103746938775511,0.5918318408163266,0.5472320719183673,0.6018438612244899,0.5622563142857143,0.3011579183673469,0.001826402473013988,48,0,30,target_stratified_bad_axis_shuffle,0.8485714285714285
360,360,143,0.7216301587301588,0.2952539682539682,0.72065873015873,0.6776173809523809,0.6179222738095239,0.6735105396825397,0.5888050873015872,0.21183670634920632,0.0021255581659348865,13,0,31,target_stratified_bad_axis_shuffle,0.7111111111111111
520,520,163,0.6657054945054944,0.3478901098901099,0.66430989010989,0.6352299285714286,0.58029734,0.6359342307692307,0.5730146428571428,0.2511565659340659,0.0020603431440015933,29,0,31,target_stratified_bad_axis_shuffle,0.7807692307692308
700,700,177,0.6246563265306122,0.38521061224489794,0.6219183673469388,0.5909401551020408,0.5455362570612245,0.6000437142857143,0.5609932857142857,0.30192222448979594,0.0018535556194042642,52,0,31,target_stratified_bad_axis_shuffle,0.84
360,360,137,0.6969507936507936,0.3142230158730159,0.6917412698412698,0.6782211111111113,0.6145533542857143,0.675532238095238,0.5884320317460318,0.20187797619047615,0.002383598168384381,15,0,32,target_stratified_bad_axis_shuffle,0.7111111111111111
520,520,160,0.6481912087912088,0.3583043956043956,0.6464362637362637,0.6353699670329671,0.5798437249450549,0.638647945054945,0.575538489010989,0.2505177472527472,0.0021575949546938245,31,0,32,target_stratified_bad_axis_shuffle,0.7788461538461539
700,700,177,0.6068432653061225,0.39538367346938774,0.6065795918367347,0.5895658081632653,0.5456778299591837,0.6018199346938775,0.5596444285714285,0.3045970204081632,0.0018804568494255412,55,0,32,target_stratified_bad_axis_shuffle,0.8314285714285714
360,360,145,0.7075523809523809,0.30061190476190475,0.7061333333333333,0.6808640317460318,0.6249707812698413,0.6859721111111111,0.5860920317460317,0.20732051587301584,0.0020724628140998346,11,0,33,target_stratified_bad_axis_shuffle,0.7166666666666667
520,520,165,0.6547670329670331,0.3530730769230769,0.6535076923076923,0.6372668516483517,0.5858591447252748,0.6460159450549451,0.5724651043956044,0.25554994505494505,0.0021691991077638904,29,0,33,target_stratified_bad_axis_shuffle,0.7769230769230769
700,700,177,0.6116742857142857,0.3937726530612245,0.6090514285714286,0.5925372040816327,0.549257144734694,0.6096248326530612,0.5564777142857142,0.30123848979591833,0.0018905286549802474,56,0,33,target_stratified_bad_axis_shuffle,0.84
360,360,144,0.7156761904761905,0.29510079365079367,0.7168174603174603,0.6785874603174603,0.6192399771428572,0.6753144761904762,0.5675816428571429,0.20664571428571424,0.002090672355866302,6,0,34,target_stratified_bad_axis_shuffle,0.6861111111111111
520,520,165,0.661443956043956,0.3506203296703297,0.659889010989011,0.6404298626373628,0.5833321407692308,0.6443824945054946,0.5642872967032967,0.24574670329670328,0.001962664159215079,29,0,34,target_stratified_bad_axis_shuffle,0.7846153846153846
700,700,178,0.620804081632653,0.39080653061224485,0.6209371428571427,0.5948783102040817,0.5480402123265307,0.605850187755102,0.5585116571428572,0.2985468367346939,0.0018231997161667656,54,0,34,target_stratified_bad_axis_shuffle,0.8414285714285714
360,360,140,0.7091555555555555,0.3045555555555556,0.7063222222222223,0.6797604285714287,0.6211488031746032,0.6836940317460318,0.5862971984126985,0.20874309523809523,0.0023792764321301993,15,0,35,target_stratified_bad_axis_shuffle,0.7083333333333334
520,520,160,0.6608109890109891,0.35251758241758235,0.6577637362637363,0.6368521428571429,0.5821886524175824,0.6400913846153847,0.5721663351648352,0.25585510989010984,0.0020162635984654954,29,0,35,target_stratified_bad_axis_shuffle,0.7730769230769231
700,700,178,0.6109151020408163,0.3972677551020408,0.611254693877551,0.5912583877551021,0.5475150469387755,0.6044081795918368,0.564624,0.3047329795918367,0.001853971137071346,51,0,35,target_stratified_bad_axis_shuffle,0.8385714285714285
360,360,139,0.7081714285714286,0.3023896825396825,0.7055301587301588,0.6773803730158731,0.6245277061904763,0.681434380952381,0.5830061428571429,0.2057401587301587,0.0022414914984264836,9,0,36,target_stratified_bad_axis_shuffle,0.7055555555555556
520,520,160,0.6486362637362637,0.3634054945054945,0.6456956043956045,0.6378460164835166,0.5851976952747252,0.6477707582417583,0.5701066813186813,0.245078956043956,0.0020143510361675934,30,0,36,target_stratified_bad_axis_shuffle,0.7980769230769231
700,700,177,0.6039697959183673,0.4005408163265306,0.6025371428571428,0.5916621551020409,0.5482387746938775,0.6048832489795919,0.5613375714285714,0.29903918367346943,0.0018533464493548754,50,0,36,target_stratified_bad_axis_shuffle,0.8442857142857143
360,360,141,0.695936507936508,0.3095015873015873,0.6937809523809524,0.6838493571428572,0.6238621842857144,0.6827328095238097,0.5873086428571429,0.20251857142857138,0.002024585972385344,13,0,37,target_stratified_bad_axis_shuffle,0.7333333333333333
520,520,163,0.6479164835164835,0.35660824175824174,0.6439725274725274,0.6369263846153846,0.5827436009890109,0.6437612307692309,0.5731356428571428,0.24861623626373625,0.001849651367123505,31,0,37,target_stratified_bad_axis_shuffle,0.7846153846153846
