file,resolved_path,candidate_id,family,equation_set,prior_name,support_name,ridge_mult,floor,gain,power,k,alpha,posterior_delta_vs_base,changed_cells_vs_h012,changed_rows_vs_h012,changed_cells_vs_e247,mean_abs_prob_vs_h012,max_abs_prob_vs_h012,mean_abs_logit_vs_h012,max_abs_logit_vs_h012,cos_e247_to_h012,proj_e247_to_h012,selected_support_mean,selected_support_min
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a0.55_e4c44a94.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a0.55_e4c44a94.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a0.55,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,800,0.55,-0.008018275994047136,1203,250,800,0.009257811754491273,0.10131978036156875,0.16287492799043476,6.578639878032165,0.8436230970905116,0.8114852489292382,0.6475149142857143,0.35174857142857147
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a0.7_b7589673.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a0.7_b7589673.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a0.7,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,800,0.7,-0.008665017574427766,1165,250,800,0.0088315984530955,0.11481008476210963,0.14946018432605707,7.739814002744943,0.8436230970905573,1.0327994077281797,0.6475149142857143,0.35174857142857147
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a0.85_ff27f015.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a0.85_ff27f015.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a0.85,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,800,0.85,-0.009037252282464055,1203,250,800,0.01006068702223594,0.13092890193254092,0.21839614441890523,9.60817613891996,0.8436230970906587,1.2541135665272105,0.6475149142857143,0.35174857142857147
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a1_c08f62c8.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a1_c08f62c8.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a1,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,800,1.0,-0.009157539358390815,1203,250,800,0.01212891183340574,0.18927009609894357,0.2932283710904116,11.47653827512384,0.8436230970905116,1.4754277253258785,0.6475149142857143,0.35174857142857147
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a1.15_9e1bed56.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a1.15_9e1bed56.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k800_a1.15,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,800,1.15,-0.009042008906922638,1203,250,800,0.014656383412399403,0.24636978884530752,0.3126124787783055,11.47653827512384,0.8452520151210643,1.4866284841329218,0.6475149142857143,0.35174857142857147
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a0.55_8d9ebc81.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a0.55_8d9ebc81.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a0.55,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,1000,0.55,-0.008074693240574787,1226,250,1000,0.008455485023629902,0.10131978036156875,0.15903706797248512,6.578639878032165,0.8438745164507668,0.8117875462301632,0.6129116171428571,0.28261714285714284
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a0.7_df9ca621.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a0.7_df9ca621.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a0.7,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,1000,0.7,-0.00872939241719797,1188,250,1000,0.00781121122770655,0.11481008476210963,0.14457857191443743,7.739814002744943,0.8438745164508122,1.0331841497475385,0.6129116171428571,0.28261714285714284
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a0.85_f3cd16a9.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a0.85_f3cd16a9.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a0.85,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,1000,0.85,-0.009106401325299983,1225,250,1000,0.008833794305567778,0.13092890193254092,0.212528390109693,9.60817613891996,0.8438745164509139,1.254580753265004,0.6129116171428571,0.28261714285714284
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a1_62bfeb87.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a1_62bfeb87.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a1,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,1000,1.0,-0.009228279673153693,1226,250,1000,0.010741337891839581,0.18927009609894357,0.2865888511061395,11.47653827512384,0.8438745164507668,1.4759773567821057,0.6129116171428571,0.28261714285714284
hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a1.15_ea7749da.csv,/Users/kbsoo/Downloads/cl2/hitl/h030_rowtarget_identity_equation_jepa/submission_h030_e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a1.15_ea7749da.csv,e247_pre_h012_identity_combo_pre_h012_good_soft_k1000_a1.15,e247_identity_equation,e247_pre_h012,pre_h012_good_soft,identity_combo,1e-05,0.05,16.0,1.6,1000,1.15,-0.009111158178022242,1226,250,1000,0.013185858259143686,0.24636978884530752,0.3055593516728001,11.47653827512384,0.8455290464545684,1.4872605603075828,0.6129116171428571,0.28261714285714284
