file,public_lb,anchor_file,actual_delta_vs_anchor,d0_mean,rhs_label_term,d1_abs_mean,changed_cells_vs_anchor
submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,0.5761589494,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.00803546629999996,-0.21371908233257175,0.2217545486325717,0.3253253485869852,1200
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.5762805676,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.008157084499999967,-0.21382482824586097,0.22198191274586093,0.32586814478070003,1200
submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,0.576290429,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.0081669459,-0.21432980311853733,0.22249674901853733,0.32655718299521974,1297
submission_e95_hardtail_541e3973.csv,0.5762913298,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.008167846699999926,-0.21253008400891862,0.22069793070891855,0.3282977100512389,1375
submission_e101_q2s3tail_177569bc.csv,0.576300366,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.00817688289999996,-0.21244539651199668,0.22062227941199664,0.328569406188429,1389
submission_mixmin_0c916bb4.csv,0.5763066405,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.008183157399999974,-0.21252140667093375,0.22070456407093372,0.3297313315264407,1477
submission_e176_abl_q2_to0p75_91e49725.csv,0.576311831,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.008188347900000004,-0.212681787870177,0.220870135770177,0.3287900352724524,1601
submission_e267_humansocial_tail_balanced_2936100f.csv,0.5763294974,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.008206014299999898,-0.2138813352970767,0.2220873495970766,0.32713941786651246,1212
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.008284294099999978,-0.2135528080893132,0.22183710218931318,0.3317710744615358,1538
submission_e323_5508f966_uploadsafe.csv,0.5770355016,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.008912018499999896,-0.21218311688450836,0.22109513538450826,0.3405181001195707,1743
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,0.5772865088,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.009163025699999938,-0.21409078108584728,0.22325380678584722,0.3417582676900144,1370
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.009402824099999929,-0.21319760978266225,0.22260043388266218,0.35605373290209,1750
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.009821492599999981,-0.2127678729614009,0.22258936556140088,0.36412023238390806,1750
submission_h010_objective_s1s4_v2_uploadsafe.csv,0.5781718175,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.01004833439999997,-0.21517925303927826,0.22522758743927823,0.3533658552618937,1743
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.010179882099999982,-0.2023274427867027,0.21250732488670268,0.37093214810037445,1750
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.010303869699999968,-0.21066731117421592,0.22097118087421588,0.386405805452428,1750
submission_jepa_latent_q2_w0p45.csv,0.5798012862,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.011677803099999995,-0.20630111622256825,0.21797891932256824,0.38733281280651044,1750
submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.012123336099999937,-0.24361772163948295,0.25574105773948286,0.4067757782349574,1750
submission_jepa_latent_residual_probe.csv,0.5812273278,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.013103844699999923,-0.2100811566425823,0.22318500134258223,0.4139143738295783,1750
