equation_set,anchor_file,include_h012,prior_name,support_name,ridge_mult,floor,gain,power,n_equations,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,loo_pearson,known_fit_mae,h012_loo_pred_delta,h012_loo_err,h012_external_pred_delta,h012_external_err,q_mean,q_std,q_l1_from_prior,q_l1_from_anchor,q_extreme_rate,allowance_top200_mass,allowance_ess,h030_config_score
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,public_row_subset,0.001,0.25,4.0,0.7,18,0.00010134924697450656,0.00017789633363101407,0.0003128522063498163,0.9731682146542827,0.993446349835924,2.443722228962268e-05,,,-0.0073277753183251864,0.000707690981674774,0.5989056886037262,0.2246878927000657,0.008831213944361708,0.03191399169854563,0.030857142857142857,0.17943345215443215,1500.1656906968565,0.0006361002770900804
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,joint_vector_row,1e-05,0.25,4.0,0.7,18,0.0001493158117854271,0.0002581237745648952,0.00042550123708102203,0.9731682146542827,0.9864458612112388,2.500804613948123e-05,,,-0.007496275745527811,0.0005391905544721498,0.5989222790638697,0.22553680088138212,0.013643574628238545,0.03257769263157474,0.030857142857142857,0.17943345215443215,1500.1656906968565,0.0006364985311214583
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,h012_posterior,0.001,0.05,16.0,1.6,18,0.00010189875650536166,0.00018600931077561637,0.00034045160298234545,0.9731682146542827,0.9931006981852212,2.9488023681006808e-05,,,-0.007350881100662946,0.0006845851993370145,0.598971412477997,0.22470766007280277,0.011320575591503547,0.03024359335537913,0.030857142857142857,0.26923363373214243,1094.3097843976714,0.0006368106962492829
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_posterior,0.003,0.25,4.0,0.7,18,9.02451718936621e-05,0.00015885693090439578,0.00028213704686049044,0.9731682146542827,0.9948127627696919,2.3307999334158975e-05,,,-0.007283303893879889,0.0007521624061200714,0.5988368288229913,0.22458826208563412,0.008449533573399986,0.03150386912505179,0.03142857142857143,0.17943841397280993,1500.145312217748,0.00063700929017955
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,exact_support_plus_identity,3e-05,0.25,4.0,0.7,19,0.00013004370148453405,0.00022716634476463383,0.0005052777968336794,0.9771929824561404,0.9964321068940689,8.177612246203054e-05,-0.007532290831378069,0.0005031754686218911,-0.006632553365190213,0.001402912934809747,0.5986387084831215,0.226284314050335,0.01082937895789881,0.03366924845625468,0.017714285714285714,0.1590052357405368,1497.822114034175,0.000637291246101673
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_support,0.003,0.25,4.0,0.7,18,9.117315981661673e-05,0.00016026404093184827,0.0002843028546318494,0.9731682146542827,0.994716309824767,2.3287776925374918e-05,,,-0.007285801192125347,0.0007496651078746138,0.598838560250784,0.22458961923821802,0.008436268215398966,0.03148697479565775,0.03142857142857143,0.1783959946502579,1523.4817361870164,0.0006375052285172046
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,h012_support,0.001,0.05,16.0,1.6,19,0.00011452225432381912,0.0002126737810292594,0.00040563117859684233,0.9842105263157893,0.9973092897874327,0.00010236032905299688,-0.007422675870540134,0.0006127904294598264,-0.006263054834141741,0.0017724114658582198,0.5988169733862138,0.22544088687340147,0.009040153314088827,0.03173355974824927,0.02,0.2711183987962484,1083.7376812472796,0.0006375121290693907
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,h012_support,3e-05,0.05,16.0,1.6,19,0.00013908001351421346,0.00024137647613038692,0.000503133883147829,0.9771929824561404,0.9959737014634392,0.00011052201505584222,-0.0075431506382211315,0.0004923156617788289,-0.006122104043765698,0.0019133622562342622,0.5987829216619533,0.22643201269963498,0.01318397535292168,0.0319138989502223,0.021142857142857144,0.2711183987962484,1083.7376812472796,0.0006380895311561441
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,h012_posterior,3e-05,0.25,4.0,0.7,19,0.0001258890400177425,0.00022050279988657464,0.0005069680551996628,0.9771929824561404,0.9967011007500193,8.882260171551987e-05,-0.007525826956616348,0.0005096393433836124,-0.006510561229704728,0.0015249050702952323,0.598655600379815,0.226343453216243,0.010523084561020869,0.03332747735292744,0.017714285714285714,0.17943841397280993,1500.145312217748,0.0006382677453312911
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,no_h012_combo,0.0001,0.25,4.0,0.7,18,0.00014687667196232958,0.00025248539802455255,0.0004252235237729639,0.9731682146542827,0.9869551269340421,2.2216901594057908e-05,,,-0.00748876322120169,0.0005467030787982708,0.598812322696765,0.22538760534712576,0.013519476357328662,0.032447639774318776,0.030857142857142857,0.15879210910517078,1652.54730689382,0.0006387897897909074
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,h012_posterior,0.001,0.05,16.0,1.6,19,0.00011439556512683285,0.0002128989945148227,0.0004038092341322524,0.9842105263157893,0.9973134401274104,0.00010294694591622615,-0.007418892752775615,0.0006165735472243453,-0.006252769737993737,0.001782696562006223,0.5988045903766355,0.225434179342292,0.009060931699746939,0.031758796967771834,0.02,0.26923363373214243,1094.3097843976714,0.0006388423969638173
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,memory_public_combo,1e-05,0.25,4.0,0.7,19,0.00013683598623759246,0.00023856339098600308,0.0005032537491890821,0.9771929824561404,0.9959781872915384,7.586548308367336e-05,-0.007538446091547472,0.0004970202084524887,-0.006726894012778575,0.0013085722872213856,0.5985558656036584,0.2261155521521161,0.011102696074403411,0.033965772070239056,0.01657142857142857,0.15696782276810625,1650.9099563735922,0.0006389693855400913
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,identity_combo,0.0001,0.25,4.0,0.7,18,0.00014188298037160637,0.0002445255884198612,0.0004225727806441381,0.9731682146542827,0.9877794200092639,2.3455217440863575e-05,,,-0.007478269534446864,0.000557196765553096,0.5988099402319883,0.2253693961963102,0.013376160499800074,0.03230562611214895,0.030857142857142857,0.1597554294984586,1654.027045848316,0.0006391590858699664
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_row,1e-05,0.1,9.0,1.0,19,0.00013759129833343874,0.00024124032318164091,0.0005030230826720628,0.9771929824561404,0.9958568886788863,7.998839733507505e-05,-0.007538711300260758,0.0004967549997392023,-0.006641887379607671,0.0013935789203922896,0.5989298343680172,0.22629955644762376,0.010815944028726513,0.03366199298254352,0.02,0.2132259008804156,1327.1692907550791,0.0006394254453879408
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,joint_vector_row,3e-05,0.1,9.0,1.0,18,0.00014464617203515694,0.00025179615913521085,0.0004208735331998709,0.9731682146542827,0.9871035911962942,2.5081593759953876e-05,,,-0.0074799905128092765,0.0005554757871906839,0.5990272858654356,0.22542915460978938,0.013250702280425847,0.03219076319294556,0.030857142857142857,0.2132259008804156,1327.1692907550791,0.0006398690555036023
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,memory_public_combo,0.0001,0.1,9.0,1.0,18,0.0001379960237526657,0.00024177658470995339,0.00042116082493039695,0.9731682146542827,0.9879885881070093,2.192834848479944e-05,,,-0.007468953340469728,0.0005665129595302321,0.598616478528014,0.224838728571504,0.013446412020937697,0.03238545771390163,0.030857142857142857,0.18148164029846142,1548.5083099795793,0.0006405510796936066
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,public_cell_weight,1e-05,0.1,9.0,1.0,19,0.00016684069474534447,0.0002777064138994746,0.0005011354769037542,0.9771929824561404,0.9943364494643722,9.633077220120702e-05,-0.0075790395756727405,0.00045642672432721996,-0.006347142998805716,0.0016883233011942443,0.5987237654068965,0.22693080687069717,0.013925668786261943,0.032584313499440735,0.01657142857142857,0.21323289447757351,1327.1590448439867,0.0006414232796094882
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,public_cell_weight,0.003,0.25,4.0,0.7,18,0.00010453188091109726,0.00017752054150574912,0.00030682287682576233,0.9731682146542827,0.9934068434424098,2.1404736776331284e-05,,,-0.007318888563832787,0.0007165777361671736,0.5989022037950722,0.2249207262837874,0.008650566441256951,0.03162966382583282,0.029714285714285714,0.17943841395714177,1500.1453126366164,0.0006417431702085011
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,memory_public_combo,1e-05,0.05,16.0,1.6,19,0.00015642309226761582,0.0002730716052875921,0.0005059065806912508,0.9771929824561404,0.9945668102579241,7.766968318297916e-05,-0.007565901912245475,0.0004695643877544852,-0.006667910808178842,0.001367555491821118,0.5984150282358873,0.22549958724286867,0.014389487173138945,0.033228658234507415,0.017714285714285714,0.22698786932023213,1351.0602181704842,0.0006421692654426051
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,no_h012_combo,0.001,0.05,16.0,1.6,18,0.00013206920740817246,0.00023057701878855265,0.0004106957761740687,0.9731682146542827,0.9890267394474188,1.900234575223029e-05,,,-0.007448257702067269,0.0005872085979326917,0.5990176486952314,0.22484884683812556,0.012304596002363851,0.031154967344592506,0.032,0.23385433239287567,1343.5065715049454,0.0006423206514947317
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,no_h012_combo,3e-05,0.1,9.0,1.0,19,0.00016854541105981288,0.00028519636339460454,0.0004996057895285425,0.9771929824561404,0.9939690024637519,7.989278266045771e-05,-0.0075787713837442905,0.00045669491625566997,-0.0066387566412392796,0.0013967096587606809,0.5987466958401392,0.22623649942168977,0.014432035574273928,0.03323247403859721,0.018285714285714287,0.18478239111340247,1549.0509168097662,0.0006424609926210826
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,exact_support_plus_identity,0.0001,0.25,4.0,0.7,18,0.00013429675694104864,0.00023339338430640328,0.00042021432641052917,0.9731682146542827,0.9888854770491842,2.3762974552602202e-05,,,-0.00745762295390093,0.0005778433460990303,0.598765999483772,0.22534539652205657,0.013464096837539217,0.03240622719494007,0.03142857142857143,0.1590052357405368,1497.822114034175,0.0006436959899657811
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,h012_posterior,3e-05,0.05,16.0,1.6,19,0.0001389315733421716,0.00024124902846004478,0.0005070968116500483,0.9771929824561404,0.995990209967407,0.00011096738950795028,-0.007537361160143304,0.0004981051398566562,-0.00611505479386368,0.0019204115061362808,0.5987588199962868,0.22642217105992238,0.01322035406680066,0.031960400248295336,0.021142857142857144,0.26923363373214243,1094.3097843976714,0.0006438838624109107
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,public_row_subset,1e-05,0.1,9.0,1.0,18,0.00013598790017100976,0.00024073284284644987,0.0004140998060565477,0.9731682146542827,0.9881783006886555,2.967376136958352e-05,,,-0.007452483875649735,0.0005829824243502252,0.5988887931762369,0.22540576013586763,0.012887508005175878,0.03183518101973244,0.030285714285714287,0.2132259008804156,1327.1692907550791,0.0006453645478643291
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,exact_support_plus_identity,0.0001,0.1,9.0,1.0,19,0.0001249149953785383,0.00022100028821006527,0.0005080190548101667,0.9771929824561404,0.9967137325634896,8.173150170452362e-05,-0.007513739321338239,0.0005217269786617212,-0.006630599110698042,0.0014048671893019185,0.5986964010906327,0.2260362904832242,0.010426010875579728,0.03327271038655068,0.018285714285714287,0.17685926393385004,1360.2374997232816,0.0006457287134086348
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,identity_combo,0.0003,0.1,9.0,1.0,18,0.00013390415695926428,0.00023172814533237477,0.0004150654266634775,0.9731682146542827,0.989003772303205,2.267328316895196e-05,,,-0.007449268503826093,0.0005861977961738674,0.5989077371832066,0.2250658240254873,0.012790722948906767,0.031695948646450575,0.03142857142857143,0.18656043801405775,1549.1547322979866,0.0006459018876717624
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,no_h012_combo,0.0003,0.1,9.0,1.0,18,0.0001407812343138466,0.00024263901006690348,0.0004209809678978387,0.9731682146542827,0.9879099239210619,2.0895966171107907e-05,,,-0.007463480612710193,0.0005719856872897673,0.5989115772432563,0.22509163932223128,0.01299361270099414,0.03189463354902697,0.03142857142857143,0.18478239111340247,1549.0509168097662,0.0006467946419305784
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,public_row_subset,1e-05,0.25,4.0,0.7,18,0.00014265910828946355,0.0002495024791142128,0.00042073651753863316,0.9731682146542827,0.9873167362050549,2.815562088598418e-05,,,-0.007466126737301902,0.0005693395626980586,0.5988218637630964,0.22548461734977693,0.013339475662863098,0.03227748490193964,0.030857142857142857,0.17943345215443215,1500.1656906968565,0.0006468180872240216
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,memory_state,0.0001,0.05,16.0,1.6,19,0.00012738845912491393,0.0002190658995089597,0.0005030000807163157,0.9771929824561404,0.9969178193996028,3.550445299037152e-05,-0.007510050703149968,0.0005254155968499926,-0.007427835924401354,0.0006076303755986065,0.5975989424150175,0.22402332614094678,0.010913913429174377,0.03399418604442008,0.02057142857142857,0.26923363373214243,1094.3097843976716,0.0006478393432257689
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,memory_state,0.0001,0.25,4.0,0.7,19,0.0001312412257620155,0.0002292917488202257,0.0005122714850911435,0.9771929824561404,0.9964002191713566,5.2979855315318966e-05,-0.007523512375846276,0.000511953924153684,-0.007132465439585437,0.0009030008604145236,0.5982005781837472,0.22511490871771878,0.011073994792648627,0.03408331800546794,0.018857142857142857,0.17943841397280993,1500.1453122177477,0.0006480412950164252
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,exact_support_plus_identity,3e-05,0.05,16.0,1.6,19,0.00015117029218296118,0.0002598889570619355,0.0005128133958626473,0.9771929824561404,0.9951506303144251,8.895526473859791e-05,-0.007553941130814753,0.0004815251691852075,-0.006497434923066669,0.0015380313769332915,0.5986673519675538,0.22620408862787178,0.014208785802287799,0.03305216024975927,0.017142857142857144,0.2005349406811787,1234.555926168802,0.0006484897216321882
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,joint_vector_row,3e-05,0.25,4.0,0.7,18,0.0001493019692267099,0.0002577991126319203,0.0004260323879495005,0.9731682146542827,0.9864804779585736,2.4877004661697775e-05,,,-0.007478243975173439,0.0005572223248265212,0.5989321540631383,0.22543491531957346,0.013578364199651605,0.03251335028322865,0.030857142857142857,0.17943345215443215,1500.1656906968565,0.0006484974722707456
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,exact_support_plus_identity,0.0003,0.05,16.0,1.6,19,0.00012068782244134206,0.0002166027367630139,0.0004897138283650504,0.9771929824561404,0.9969613876802962,8.220613340749132e-05,-0.00748393065575251,0.0005515356442474502,-0.006617422532994348,0.0014180437670056126,0.5987668778320645,0.22568880319591847,0.009942335513824507,0.032778277325562016,0.017714285714285714,0.2005349406811787,1234.555926168802,0.0006508092985573484
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,memory_public_combo,0.0003,0.05,16.0,1.6,18,0.00012736134954743265,0.0002273354842355552,0.00041188245116994214,0.9731682146542827,0.989345667443938,2.037799808110535e-05,,,-0.007427952969891007,0.0006075133301089537,0.5986209914344324,0.2242265520279007,0.012877909977014485,0.03181030233985295,0.030857142857142857,0.22698786932023213,1351.0602181704842,0.0006514635407962924
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,public_cell_weight,0.0001,0.25,4.0,0.7,19,0.00013633349698082236,0.0002329433772674786,0.0005133694839830202,0.9771929824561404,0.9962314848742572,8.521642144321948e-05,-0.007526533450732388,0.0005089328492675722,-0.006556235813933991,0.0014792304860659694,0.5987531622733784,0.22639928209333993,0.010369331231182609,0.03317805490867012,0.018857142857142857,0.17943841395714177,1500.1453126366164,0.0006517737669497915
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,memory_state,0.0001,0.25,4.0,0.7,18,0.00014227517816942342,0.00025297544489914005,0.0004364728497268329,0.9690402476780186,0.9867719425093092,1.4445480445607279e-05,,,-0.007470773269871029,0.0005646930301289313,0.5980283148166932,0.22442018367412275,0.014810472968107564,0.03376959834155619,0.027428571428571427,0.17943841397280993,1500.1453122177477,0.000652481690335185
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,public_cell_weight,0.0001,0.05,16.0,1.6,19,0.00015899994948305758,0.0002659964877498567,0.00051352632456994,0.9771929824561404,0.9949378828009209,0.0001033127051470331,-0.007558940930671639,0.0004765253693283216,-0.006213592933242209,0.0018218733667577517,0.5988266110213675,0.22682717221118492,0.012983383130420021,0.03144718357527332,0.017714285714285714,0.2692336337855199,1094.309784260434,0.0006534616198143196
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,identity_combo,3e-05,0.1,9.0,1.0,19,0.00016328508320750186,0.0002779768800049362,0.0005107253753912056,0.9771929824561404,0.9943256422665561,8.57453627559979e-05,-0.007562966838791931,0.0004724994612080296,-0.006542780287570701,0.001492686012429259,0.5987329548268681,0.22624580295653623,0.014307487952953165,0.03309044790376198,0.017714285714285714,0.18656043801405775,1549.1547322979866,0.0006535893912122703
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,exact_support_plus_identity,0.003,0.25,4.0,0.7,18,9.609551474006265e-05,0.00016741434687529211,0.000295892397836182,0.9731682146542827,0.9942006068827564,2.1195451643918194e-05,,,-0.007277767705170126,0.000757698594829834,0.598818308834143,0.22455182808471916,0.008801021807762441,0.03183693327135527,0.03142857142857143,0.1590052357405368,1497.822114034175,0.0006540235987239266
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,memory_public_combo,3e-05,0.25,4.0,0.7,19,0.0001373696875246135,0.000239315677644576,0.0005141394681744486,0.9771929824561404,0.9959774834233741,7.609624193975508e-05,-0.007524959387864042,0.0005105069121359189,-0.0067229434171891,0.00131252288281086,0.5985719723729714,0.22599746038692647,0.011007822294191389,0.03387538629853546,0.017142857142857144,0.15696782276810625,1650.9099563735922,0.0006542565896632934
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_row,3e-05,0.1,9.0,1.0,19,0.00013815192258623144,0.0002420674381463298,0.0005139349350097897,0.9771929824561404,0.9958516793352186,8.051547258819928e-05,-0.00752528593505718,0.0005101803649427807,-0.006632365613520106,0.0014031006864798547,0.5989386390896568,0.22618382818588478,0.010730225199945412,0.03357945946019924,0.019428571428571427,0.2132259008804156,1327.1692907550791,0.0006547140758088094
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_row,1e-05,0.25,4.0,0.7,19,0.00014145954724324898,0.00024563559818243947,0.0005126376448457123,0.9771929824561404,0.9957013795446104,8.054663881699419e-05,-0.007528077319693482,0.0005073889803064785,-0.006638483992123121,0.0013969823078768392,0.5988355024469917,0.22629928721810114,0.01103559740954142,0.03388061915628955,0.017714285714285714,0.17943345215443215,1500.1656906968565,0.0006554937908619877
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,h012_posterior,0.0003,0.1,9.0,1.0,19,0.00012012528718895161,0.00021751832311210314,0.00046766053832247086,0.9771929824561404,0.9970051931143277,9.455820410342673e-05,-0.007457101053449283,0.0005783652465506774,-0.00640581966727849,0.00162964663272147,0.5987523758727976,0.22574547340048154,0.009745013903159678,0.03253023822369066,0.018285714285714287,0.21323289447757354,1327.1590444849228,0.0006555566952786368
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,public_cell_weight,0.001,0.05,16.0,1.6,18,0.0001341410639041693,0.000227314732287872,0.0003910768901668895,0.9752321981424149,0.9892387154176906,2.3630822989561183e-05,,,-0.007413085633948583,0.0006223806660513777,0.599032972910085,0.2255922944546221,0.011687788440523456,0.030151314603106067,0.032,0.2692336337855199,1094.309784260434,0.0006562575666151125
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,h012_support,0.0003,0.1,9.0,1.0,19,0.00012071882652211887,0.00021796334574211444,0.00047317932616283844,0.9771929824561404,0.9969756970793513,9.416919370660016e-05,-0.007461417808242905,0.0005740484917570558,-0.0064124876866659564,0.001622978613334004,0.5987651842661074,0.22575429880803138,0.00971816758023676,0.032502222622076034,0.018285714285714287,0.21323289447757351,1337.1908054168284,0.0006563796773081524
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,public_cell_weight,3e-05,0.1,9.0,1.0,19,0.0001672771193239141,0.0002785932849526082,0.0005120293122123592,0.9771929824561404,0.9943178159399898,9.680122684105512e-05,-0.00756584347072976,0.0004696228292702005,-0.006338639022534652,0.0016968272774653083,0.5987361000880321,0.22683546551377584,0.013864848998437332,0.03252172277349066,0.016,0.21323289447757351,1327.1590448439867,0.0006564287818207281
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,public_row_subset,3e-05,0.1,9.0,1.0,18,0.00013593085338867937,0.00024046328797103247,0.00041468634734156306,0.9731682146542827,0.9882066843876466,2.954446434970717e-05,,,-0.007435178812771745,0.0006002874872282158,0.5988989148347605,0.2253124720028302,0.012832124875394807,0.03178022264469222,0.030285714285714287,0.2132259008804156,1327.1692907550791,0.000656878389659451
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_support,0.01,0.05,16.0,1.6,18,7.488493474701935e-05,0.00013947165931347836,0.0002468943131106541,0.9752321981424149,0.9960700388415016,2.5287894040941144e-05,,,-0.007198751611324434,0.000836714688675526,0.5988327633626451,0.22437904757365865,0.007261667607407826,0.030298008020264465,0.030857142857142857,0.2711183987962484,1083.7376812472796,0.0006570181347827296
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,memory_public_combo,0.003,0.1,9.0,1.0,18,9.823817827279723e-05,0.00017214657871695695,0.00030369401541856516,0.9731682146542827,0.9938211987976812,2.0069629024651262e-05,,,-0.0072826603664467564,0.000752805933553204,0.5987151395816943,0.2241429237057477,0.008812342597071152,0.03186138474352902,0.030857142857142857,0.18148164029846142,1548.5083099795793,0.0006572769220971624
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,identity_combo,0.003,0.25,4.0,0.7,18,0.00010150064238292512,0.0001752569754657033,0.0003068141052847931,0.9731682146542827,0.9936158572930492,2.106903785819277e-05,,,-0.007289944512808899,0.0007455217871910613,0.5988466048158652,0.22455597794392554,0.008778934907947785,0.03182530648190345,0.030857142857142857,0.1597554294984586,1654.027045848316,0.0006575207404983229
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_row,0.003,0.05,16.0,1.6,18,9.897850909005573e-05,0.00017515804238721163,0.0003100416143354624,0.9752321981424149,0.9936535292652806,2.266904521323115e-05,,,-0.007287626423249983,0.0007478398767499774,0.5990569032558889,0.2244295609729908,0.008391842438086463,0.0314459651261681,0.030857142857142857,0.26922047954393025,1094.324547231666,0.000658074097047804
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,public_row_subset,3e-05,0.25,4.0,0.7,18,0.00014261415227431723,0.00024919067743228084,0.00042123739032224185,0.9731682146542827,0.9873494132612273,2.802182870567428e-05,,,-0.007448516654851413,0.0005869496451485472,0.5988333020757077,0.22538679343954185,0.013279780302473948,0.03221770985683303,0.030857142857142857,0.17943345215443215,1500.1656906968565,0.0006584951648326777
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_posterior,0.01,0.05,16.0,1.6,18,7.474263626725535e-05,0.0001391901009066163,0.00024643748062102276,0.9752321981424149,0.9960861348563229,2.531326203807625e-05,,,-0.007195736797404615,0.0008397295025953455,0.5988278763139006,0.22438018092948994,0.007276184623844718,0.030318105722939557,0.030857142857142857,0.26923363373214243,1094.3097843976714,0.000658584207481551
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,identity_combo,0.001,0.05,16.0,1.6,19,0.00012168832369605007,0.00021792139725023115,0.0004940419574168224,0.9771929824561404,0.996950264382836,8.02980944881423e-05,-0.007476281184230984,0.0005591851157689762,-0.006635762476653148,0.0013997038233468121,0.5989105200583663,0.22539039495345325,0.009344319339807146,0.03213318214573729,0.02,0.23755778223743185,1335.9064018581596,0.000659162427279523
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,exact_support_plus_identity,0.0003,0.1,9.0,1.0,18,0.0001274652279911101,0.00022223264068979486,0.0004027685363022948,0.9731682146542827,0.989935481092022,2.340320970670942e-05,,,-0.007408415906677076,0.0006270503933228843,0.5988362153485697,0.2249943596380767,0.013011881521687281,0.031951349727459936,0.030857142857142857,0.17685926393385004,1360.2374997232816,0.0006592538571518188
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,no_h012_combo,0.0001,0.25,4.0,0.7,19,0.00013845787960512575,0.00023846272212761294,0.0005177748090281271,0.9771929824561404,0.9960179352628071,7.713624598848906e-05,-0.0075204243914362544,0.000515041908563706,-0.006702045850524706,0.0013334204494752549,0.5987453370378191,0.22601520893869445,0.01065100564676006,0.03351716905318395,0.018285714285714287,0.15879210910517078,1652.54730689382,0.0006602919668913904
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,memory_state,0.003,0.1,9.0,1.0,18,9.589601759738438e-05,0.00017132853618241633,0.0003013447602872595,0.9731682146542827,0.993836147865594,1.2040125136439827e-05,,,-0.007272020513942969,0.0007634457860569918,0.5981158367478122,0.22330843196114206,0.009700879270903092,0.03274644477425397,0.027428571428571427,0.21323289447757354,1327.1590444849228,0.0006605585752269935
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,identity_combo,0.01,0.05,16.0,1.6,18,8.796262235603e-05,0.00015797170611486948,0.000279774579649269,0.9752321981424149,0.9948094836571162,2.0517908456395085e-05,,,-0.007240811899146337,0.0007946544008536234,0.5988579388010029,0.22443113598752223,0.007749786318862706,0.030773911895325915,0.029714285714285714,0.23755778223743185,1335.9064018581596,0.0006608407819037417
