equation_set,anchor_file,include_h012,prior_name,support_name,ridge_mult,floor,gain,power,n_equations,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,loo_pearson,known_fit_mae,h012_loo_pred_delta,h012_loo_err,h012_external_pred_delta,h012_external_err,q_mean,q_std,q_l1_from_prior,q_l1_from_anchor,q_extreme_rate,allowance_top200_mass,allowance_ess,h030_config_score
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,1e-05,0.05,16.0,1.6,18,0.00010196165943125419,0.0001807904588707965,0.00029569809748249186,0.981424148606811,0.9931049382481693,9.427544681556712e-06,,,-0.007853778993745395,0.00018168730625456493,0.5989707937326388,0.2266404793652602,0.009696906101255523,0.03284396163163184,0.03428571428571429,0.2692336338189745,1094.3097849218514,0.0002845499472514108
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,3e-05,0.05,16.0,1.6,18,0.0001020527404468223,0.0001807779878924148,0.00029656182624179485,0.981424148606811,0.9931074347149583,9.437971153595955e-06,,,-0.007840811184813942,0.00019465511518601888,0.5989811033394166,0.22656967985527543,0.009646784700132296,0.03279384023050862,0.03428571428571429,0.2692336338189745,1094.3097849218514,0.00029354515489004066
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_cell,1e-05,0.05,16.0,1.6,19,0.00011407108108758088,0.00019673978354611978,0.0002907578427971873,0.9771929824561404,0.9970845622274334,3.1150188311309923e-05,-0.007853778993745395,0.00018168730625456493,-0.007509762751214977,0.0005257035487849834,0.5989208374673212,0.22688540938374205,0.010315815902421612,0.03334846774139363,0.018285714285714287,0.2692336338189745,1094.3097849218514,0.00029436534544588706
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_cell,3e-05,0.05,16.0,1.6,19,0.00011473217107962526,0.00019703831081784942,0.00029100132129493644,0.9771929824561404,0.9970804052666682,3.138731121747746e-05,-0.007840811184813942,0.00019465511518601888,-0.007506111095388068,0.0005293552046118921,0.5989360134964877,0.2267866800708398,0.010239429652011278,0.033275847276301,0.018285714285714287,0.2692336338189745,1094.3097849218514,0.0003035894244171386
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,0.0001,0.05,16.0,1.6,18,0.00010230278525672958,0.00018074545469910165,0.00029886662571443183,0.981424148606811,0.9931137903446815,9.471972455200639e-06,,,-0.0078059563667878425,0.00022950993321211796,0.5990070802984867,0.22638130615333202,0.00952945097539781,0.03267649065809148,0.03314285714285714,0.2692336338189745,1094.3097849218514,0.0003177184711268627
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_cell,0.0001,0.05,16.0,1.6,19,0.00011653752725311629,0.0001981173514340758,0.0002916026530304182,0.9771929824561404,0.9970654355668402,3.242542437334714e-05,-0.0078059563667878425,0.00022950993321211796,-0.007489316797479501,0.0005461495025204594,0.5989698388753615,0.22653186018216415,0.010062696514783047,0.03310769921902158,0.019428571428571427,0.2692336338189745,1094.3097849218514,0.00032838114476210897
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,1e-05,0.1,9.0,1.0,18,0.00010312039641414424,0.00018240629212031836,0.0003016496060645568,0.981424148606811,0.9930154494682005,1.3286536662712787e-05,,,-0.007754691147746526,0.0002807751522534343,0.5988947414024395,0.22636109996763762,0.009744224265220595,0.032891279795596924,0.03314285714285714,0.21323289447757354,1327.15904520305,0.0003533891138537016
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,0.0003,0.05,16.0,1.6,18,0.00010278240888438054,0.00018074327659713344,0.0003024812672617394,0.981424148606811,0.9931190195380847,9.546314576457798e-06,,,-0.0077501677677104365,0.0002852985322895239,0.5990412568711524,0.22608712023713304,0.00937694136267586,0.03251698450098161,0.03314285714285714,0.2692336338189745,1094.3097849218514,0.00035644873700584664
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,3e-05,0.1,9.0,1.0,18,0.00010318603656655118,0.00018232499548352456,0.00030233665489858957,0.981424148606811,0.9930226896377503,1.3238031026373534e-05,,,-0.007741817887617467,0.00029364841238249326,0.5989056087443506,0.22628977667263042,0.009692814488466895,0.03283987001884322,0.03314285714285714,0.21323289447757354,1327.15904520305,0.00036220024994871496
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_cell,1e-05,0.1,9.0,1.0,19,0.00012212496185213699,0.00020874318605862774,0.0003237788670785234,0.9771929824561404,0.9967573573637776,4.436626929051753e-05,-0.007754691147746526,0.0002807751522534343,-0.007269435931183953,0.0007660303688160073,0.5988283222520178,0.22671190525628948,0.01061330070437866,0.03359266014859022,0.018285714285714287,0.21323289447757354,1327.15904520305,0.00038498788946444306
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_cell,0.0003,0.05,16.0,1.6,19,0.0001194123705935567,0.00020050899207592107,0.00032554649139711366,0.9771929824561404,0.9970350815090329,3.4416727102847844e-05,-0.0077501677677104365,0.0002852985322895239,-0.007455312320724698,0.0005801539792752624,0.5990075902520128,0.22615802304659663,0.009848354974257222,0.03288853332020427,0.019428571428571427,0.2692336338189745,1094.3097849218514,0.0003861876886045457
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,0.0001,0.1,9.0,1.0,18,0.00010340116844767303,0.000182114814380618,0.0003041681967449097,0.981424148606811,0.9930414227769578,1.3107844710073377e-05,,,-0.007706337144631679,0.00032912915536828166,0.598932337773935,0.22609846591459756,0.009569773591076143,0.03271682657503484,0.03257142857142857,0.21323289447757354,1327.15904520305,0.0003864852127860753
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,joint_vector_cell,1e-05,0.05,16.0,1.6,19,0.00014785941888265813,0.00025067198695936254,0.00037334646476422926,0.9771929824561404,0.9952492847605482,3.86403801644833e-05,-0.007831867706183555,0.00020359859381640505,-0.007386189085182994,0.0006492772148169665,0.5989357160927026,0.22694338841452608,0.014115127501551557,0.0330517990750114,0.019428571428571427,0.2692336338189745,1094.3097849218514,0.00038781976223803346
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_cell,3e-05,0.1,9.0,1.0,19,0.00012276618628398995,0.00020924584178539515,0.0003343234043846347,0.9771929824561404,0.9967523799713468,4.4628185589787015e-05,-0.007741817887617467,0.00029364841238249326,-0.007265040730257603,0.0007704255697423574,0.5988438900395702,0.22660798039053948,0.010531464240846368,0.033514879459397594,0.018285714285714287,0.21323289447757354,1327.15904520305,0.00039979622849854567
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,joint_vector_cell,3e-05,0.05,16.0,1.6,19,0.00014883722275238866,0.00025113225220402003,0.00037364095777369744,0.9771929824561404,0.9952346425122507,3.8689720086003454e-05,-0.007812616298767684,0.00022285000123227656,-0.007385729383203678,0.0006497369167962827,0.5989551832285213,0.22682668001275982,0.014035417697657834,0.03297177946133525,0.018857142857142857,0.2692336338189745,1094.3097849218514,0.00040147295208328796
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,no_h012_combo,1e-05,0.05,16.0,1.6,18,9.279177468154256e-05,0.0001662594579069446,0.000292848373846274,0.981424148606811,0.9942191995510213,2.024827457933782e-05,,,-0.007650503523755316,0.00038496277624464406,0.5989176323336858,0.22595288154747478,0.008841726776185537,0.03198866879395797,0.032,0.23385433239287567,1343.5065715049454,0.0004059417699953308
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,joint_vector_cell,1e-05,0.05,16.0,1.6,18,0.00014421435241423987,0.00025212481330656126,0.00041256838090004164,0.9731682146542827,0.9867809485715919,6.125900453925258e-06,,,-0.007831867706183555,0.00020359859381640505,0.5989861030294361,0.22690237283861817,0.013933831068722058,0.03287126938968742,0.030857142857142857,0.2692336338189745,1094.3097849218514,0.0004061492264244978
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,1e-05,0.25,4.0,0.7,18,0.00010511215864091454,0.00018531464539679794,0.0003067523305024002,0.981424148606811,0.9928181269713223,1.6277843863640048e-05,,,-0.007680002137045877,0.00035546416295408317,0.5988357471303791,0.22617085658586564,0.009813529441262415,0.03296058497163874,0.032,0.17943841395567442,1500.1453127443742,0.00040673523147670757
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,identity_combo,1e-05,0.05,16.0,1.6,18,8.705815336178144e-05,0.00015574556041892494,0.00028485448278702604,0.981424148606811,0.9949617403829462,2.212549469013181e-05,,,-0.007633377821157799,0.00040208847884216133,0.5989229815551033,0.22590543798295057,0.008629722918354376,0.03177671415321634,0.032,0.23755778223743185,1335.9064018581596,0.00040694321528136955
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,0.001,0.05,16.0,1.6,18,0.00010344815910499313,0.00018072897442743648,0.00030633698949845674,0.981424148606811,0.993122748693812,9.506553112036802e-06,,,-0.007673269940355308,0.0003621963596446521,0.5990587670453469,0.22572597182198406,0.009227024759950086,0.032328817528917836,0.03257142857142857,0.2692336338189745,1094.3097849218514,0.0004092187222374871
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,no_h012_combo,3e-05,0.05,16.0,1.6,18,9.266444459473369e-05,0.00016618741242931215,0.00029349301634066724,0.981424148606811,0.9942257878989781,2.0155012578744987e-05,,,-0.007638844362471175,0.0003966219375287853,0.5989258829253552,0.22589191488798616,0.008804001369351938,0.03195077893167284,0.032,0.23385433239287567,1343.5065715049454,0.00041374744811512997
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,identity_combo,3e-05,0.05,16.0,1.6,18,8.693430405877976e-05,0.0001557181330633736,0.00028443442296049776,0.981424148606811,0.9949654992725634,2.2048450501894842e-05,,,-0.0076218367385695205,0.0004136295614304399,0.5989307685915642,0.2258456132871421,0.008593389598533816,0.031740267551945145,0.032,0.23755778223743185,1335.9064018581596,0.0004140900367561583
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_support,1e-05,0.05,16.0,1.6,18,7.471907512095824e-05,0.0001354751455723909,0.0002506792763946814,0.9876160990712075,0.9962975954895466,2.816724960417087e-05,,,-0.0075729896226429385,0.0004624766773570219,0.5989414383364383,0.22579110917061151,0.008099787568529105,0.031246611757111683,0.032,0.2711183987962484,1083.7376812472796,0.0004144409075129765
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,3e-05,0.25,4.0,0.7,18,0.00010516760954746096,0.00018517156583608413,0.0003072997814791199,0.981424148606811,0.9928300207510068,1.6211315342010714e-05,,,-0.007666623595338738,0.00036884270466122204,0.5988466461316593,0.226097176109231,0.009760321988157395,0.03290737751853372,0.032,0.17943841395567442,1500.1453127443742,0.00041578783253009004
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_posterior,1e-05,0.05,16.0,1.6,18,7.450181115692763e-05,0.00013501722428856873,0.0002499975311471173,0.9876160990712075,0.9963236523802353,2.815640238892575e-05,,,-0.007568875790292052,0.00046659050970790806,0.5989263133915804,0.22578795276516994,0.008123719620461625,0.03127062807986731,0.032,0.26923363373214243,1094.3097843976714,0.00041652267469086167
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,joint_vector_cell,3e-05,0.05,16.0,1.6,18,0.0001443611936040618,0.0002521818537531647,0.00041379606635549604,0.9731682146542827,0.9867775315914535,6.135486401895192e-06,,,-0.007812616298767684,0.00022285000123227656,0.5989996547857136,0.2268083858884226,0.013873749562458602,0.03281069874169563,0.030285714285714287,0.2692336338189745,1094.3097849218514,0.0004194847094351361
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,joint_vector_cell,1e-05,0.1,9.0,1.0,19,0.00015545203625724722,0.0002640662386150581,0.0003953103405438867,0.9771929824561404,0.9947218974387291,4.802133146668573e-05,-0.007810557106399933,0.0002249091936000272,-0.0072015196938365915,0.000833946606163369,0.5988280183104071,0.2267171771251513,0.014519538057695972,0.03343339012248361,0.018285714285714287,0.21323289447757354,1327.15904520305,0.00042134440115078857
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_support,3e-05,0.05,16.0,1.6,18,7.458207837602787e-05,0.00013552387249044285,0.0002502903890614552,0.9876160990712075,0.9962973720414916,2.806629827278324e-05,,,-0.007561540127762551,0.0004739261722374096,0.5989465745542173,0.22573272079960202,0.008067953490133575,0.03121477769393111,0.032,0.2711183987962484,1083.7376812472796,0.00042153219440702375
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_posterior,3e-05,0.05,16.0,1.6,18,7.436212459985992e-05,0.00013507538878931727,0.0002496257798926827,0.9876160990712075,0.9963228424621915,2.8057722353814103e-05,,,-0.007557424604770833,0.0004780416952291271,0.5989321043665425,0.22572909916128683,0.008092178102948936,0.031239093642867182,0.032,0.26923363373214243,1094.3097843976714,0.00042362179553264735
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,joint_vector_cell,1e-05,0.1,9.0,1.0,18,0.00014564178534135833,0.0002534678008444933,0.0004175613057482027,0.9731682146542827,0.9867184097632922,1.069671687029914e-05,,,-0.007810557106399933,0.0002249091936000272,0.5989000900011208,0.22651313717432411,0.014022254865550013,0.03295348368822779,0.03314285714285714,0.21323289447757354,1327.15904520305,0.00042417465787745925
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,public_cell_weight,1e-05,0.05,16.0,1.6,18,9.369425221272228e-05,0.00016146026862577342,0.0002833550588334672,0.981424148606811,0.9945276688681082,2.359360841323246e-05,,,-0.007615460313560352,0.00042000598643960815,0.5989532962305569,0.2263243813303269,0.008232870293826064,0.03116994878063903,0.03257142857142857,0.2692336337855199,1094.309784260434,0.0004244010108961934
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,0.0003,0.1,9.0,1.0,18,0.00010383910781467596,0.00018184291570456825,0.00030710402903801114,0.981424148606811,0.9930656210975455,1.3103848883104444e-05,,,-0.007649117117988157,0.00038634918201180344,0.5989671572856997,0.2257985461253567,0.009415018266703655,0.03255470835732226,0.03257142857142857,0.21323289447757354,1327.15904520305,0.0004257308772325732
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,public_cell_weight,3e-05,0.05,16.0,1.6,18,9.369207193361519e-05,0.0001615484458261199,0.0002830764944419181,0.981424148606811,0.9945232048043467,2.3503800817817185e-05,,,-0.007606011450686349,0.00042945484931361175,0.5989604894391126,0.2262784315411088,0.008209958658504744,0.03114364173704047,0.03257142857142857,0.2692336337855199,1094.309784260434,0.0004303873810698368
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,identity_combo,0.0001,0.05,16.0,1.6,18,8.659759249997429e-05,0.00015567120695396261,0.00028332668682107666,0.981424148606811,0.9949736367824141,2.184171962831781e-05,,,-0.007590960637237424,0.00044450566276253625,0.5989503710759064,0.22568582116653654,0.008505491726241274,0.03164902826863134,0.032,0.23755778223743185,1335.9064018581596,0.00043321353618653387
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,joint_vector_cell,3e-05,0.1,9.0,1.0,19,0.00015634134697267642,0.00026435600304097404,0.00039539869943057534,0.9771929824561404,0.9947127797210044,4.8057886189559924e-05,-0.007793410479924761,0.0002420558200751993,-0.007201653336969869,0.0008338129630300912,0.5988478710184233,0.22658993172411676,0.01443078198228923,0.03334487761335565,0.018857142857142857,0.21323289447757354,1327.15904520305,0.0004334276164627584
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,no_h012_combo,0.0001,0.05,16.0,1.6,18,9.261806713971744e-05,0.00016601773476795036,0.00029524391463639943,0.981424148606811,0.9942416636397918,1.990347822847994e-05,,,-0.00760743264734828,0.0004280336526516805,0.5989468731232328,0.22572798246915046,0.008713044972641215,0.031856066745829,0.032,0.23385433239287567,1343.5065715049454,0.00043508167955264834
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,joint_vector_cell,3e-05,0.1,9.0,1.0,18,0.00014578210501619974,0.00025344980282622633,0.0004185949926458834,0.9731682146542827,0.9867220691217727,1.073712132472744e-05,,,-0.007793410479924761,0.0002420558200751993,0.5989141724816099,0.2264180444388552,0.013958180697842071,0.03288886366932623,0.03314285714285714,0.21323289447757354,1327.15904520305,0.00043602881255488685
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,exact_support_plus_identity,1e-05,0.05,16.0,1.6,18,8.593587757861364e-05,0.00015528004693482933,0.0002847718603639147,0.981424148606811,0.995019336393437,2.2931287769724148e-05,,,-0.007581073107056484,0.0004543931929434763,0.5988311248681039,0.22583241975198992,0.009059814292761275,0.0322068698231376,0.03142857142857143,0.2005349406811787,1234.555926168802,0.0004397735613313452
