fold,heldout_subjects,positive_rate,auc,ap,feature_family,label_task
2,"id01,id07",0.40714285714285714,0.6440250932254032,0.48357196481839004,masked_tail_representation,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.6581516252776095,0.5002174270792222,masked_tail_representation,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.7081002476591862,0.5391329923169181,masked_tail_representation,toxic_tail_action
0,"id03,id04",0.01746031746031746,0.5634270818034954,0.021631169774557736,world_episode_minimal_listener,strict_jury_released
1,"id08,id10",0.02086677367576244,0.6075977301387138,0.03709108759084828,world_episode_minimal_listener,strict_jury_released
2,"id01,id07",0.03650793650793651,0.6962968268748657,0.14149269421097882,world_episode_minimal_listener,strict_jury_released
3,"id05,id06",0.030279503105590064,0.6534971566997188,0.17400584053095353,world_episode_minimal_listener,strict_jury_released
4,"id02,id09",0.03290529695024077,0.8158485983200081,0.19630476445340106,world_episode_minimal_listener,strict_jury_released
0,"id03,id04",0.009523809523809525,0.6317441239316239,0.016863165007671158,world_episode_minimal_listener,strict_positive_release
1,"id08,id10",0.01043338683788122,0.6370328779087904,0.02951664926072818,world_episode_minimal_listener,strict_positive_release
2,"id01,id07",0.022222222222222223,0.6883696660482375,0.05282467421103208,world_episode_minimal_listener,strict_positive_release
3,"id05,id06",0.011645962732919254,0.6847342236187484,0.05611935036058577,world_episode_minimal_listener,strict_positive_release
4,"id02,id09",0.019261637239165328,0.8354984997272232,0.14372995472575403,world_episode_minimal_listener,strict_positive_release
0,"id03,id04",0.5,0.5110040312421266,0.5038644090540569,world_episode_minimal_listener,healthy_action
1,"id08,id10",0.5,0.5054208781101129,0.5114360798389378,world_episode_minimal_listener,healthy_action
2,"id01,id07",0.5,0.5264663643235072,0.5307590325007058,world_episode_minimal_listener,healthy_action
3,"id05,id06",0.5,0.5294657324177308,0.5228362426679952,world_episode_minimal_listener,healthy_action
4,"id02,id09",0.5,0.4779970061500171,0.48006027906499493,world_episode_minimal_listener,healthy_action
0,"id03,id04",0.4166666666666667,0.6195957240038872,0.48119256873404326,world_episode_minimal_listener,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6381715240047975,0.503424396393008,world_episode_minimal_listener,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.6482603578707291,0.5081408558147507,world_episode_minimal_listener,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.6567534827377347,0.4930256136986532,world_episode_minimal_listener,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.6469132215246248,0.4666182190019028,world_episode_minimal_listener,toxic_tail_action
0,"id03,id04",0.01746031746031746,0.8743023938904391,0.1758462917658769,hsjepa_listener_manifold,strict_jury_released
1,"id08,id10",0.02086677367576244,0.866078184110971,0.18012148849240486,hsjepa_listener_manifold,strict_jury_released
2,"id01,id07",0.03650793650793651,0.9113512642360863,0.27033800043654793,hsjepa_listener_manifold,strict_jury_released
3,"id05,id06",0.030279503105590064,0.935497115641231,0.4316586079591801,hsjepa_listener_manifold,strict_jury_released
4,"id02,id09",0.03290529695024077,0.9692136423438924,0.4573774975671628,hsjepa_listener_manifold,strict_jury_released
0,"id03,id04",0.009523809523809525,0.8914262820512822,0.08104165882741236,hsjepa_listener_manifold,strict_positive_release
1,"id08,id10",0.01043338683788122,0.8678021086780211,0.14055710982730904,hsjepa_listener_manifold,strict_positive_release
2,"id01,id07",0.022222222222222223,0.8757826994434138,0.13250979907950594,hsjepa_listener_manifold,strict_positive_release
3,"id05,id06",0.011645962732919254,0.9046347211311863,0.13634107817940877,hsjepa_listener_manifold,strict_positive_release
4,"id02,id09",0.019261637239165328,0.9623908892525913,0.36291726728406837,hsjepa_listener_manifold,strict_positive_release
0,"id03,id04",0.5,0.5180221718316956,0.5246923791861857,hsjepa_listener_manifold,healthy_action
1,"id08,id10",0.5,0.5386301976920045,0.5236129172278143,hsjepa_listener_manifold,healthy_action
2,"id01,id07",0.5,0.47804358780549255,0.47779054286105804,hsjepa_listener_manifold,healthy_action
3,"id05,id06",0.5,0.5006196713089772,0.5237860693174056,hsjepa_listener_manifold,healthy_action
4,"id02,id09",0.5,0.5119071236624936,0.5080636070974509,hsjepa_listener_manifold,healthy_action
0,"id03,id04",0.4166666666666667,0.6561865889212828,0.5171771078608666,hsjepa_listener_manifold,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6608665820987212,0.5133268305936872,hsjepa_listener_manifold,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.6352544681650578,0.4762162642573023,hsjepa_listener_manifold,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.6522738744195437,0.48930633529834294,hsjepa_listener_manifold,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.6901015076796073,0.5085185418842348,hsjepa_listener_manifold,toxic_tail_action
0,"id03,id04",0.01746031746031746,0.8695843736231459,0.12437593275033886,full_decoder_context,strict_jury_released
1,"id08,id10",0.02086677367576244,0.8799810844892811,0.1828914468893688,full_decoder_context,strict_jury_released
2,"id01,id07",0.03650793650793651,0.9005175130721296,0.22552338078914655,full_decoder_context,strict_jury_released
3,"id05,id06",0.030279503105590064,0.9392539672763852,0.4629893157405727,full_decoder_context,strict_jury_released
4,"id02,id09",0.03290529695024077,0.9719259184293088,0.45295445586162947,full_decoder_context,strict_jury_released
0,"id03,id04",0.009523809523809525,0.8929620726495727,0.07093786935778111,full_decoder_context,strict_positive_release
1,"id08,id10",0.01043338683788122,0.8799051718759748,0.0842837046421975,full_decoder_context,strict_positive_release
2,"id01,id07",0.022222222222222223,0.87917439703154,0.18440361923389892,full_decoder_context,strict_positive_release
3,"id05,id06",0.011645962732919254,0.9197172034564022,0.1631091245910287,full_decoder_context,strict_positive_release
4,"id02,id09",0.019261637239165328,0.959322149481724,0.3610020851854167,full_decoder_context,strict_positive_release
0,"id03,id04",0.5,0.5800806248425296,0.5730347068542094,full_decoder_context,healthy_action
1,"id08,id10",0.5,0.5670807901496667,0.554070719904795,full_decoder_context,healthy_action
2,"id01,id07",0.5,0.5771075837742504,0.5659520335892549,full_decoder_context,healthy_action
3,"id05,id06",0.5,0.5680601635739362,0.5718155745300328,full_decoder_context,healthy_action
4,"id02,id09",0.5,0.565372595193866,0.5777617116578546,full_decoder_context,healthy_action
0,"id03,id04",0.4166666666666667,0.6895497246517654,0.5638835174131839,full_decoder_context,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6952256341931076,0.5589811318833566,full_decoder_context,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.6912366816192645,0.5303828796287537,full_decoder_context,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.7072216333535232,0.5693020543859537,full_decoder_context,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.7200229193369686,0.5746821362321749,full_decoder_context,toxic_tail_action
