fold,heldout_subjects,positive_rate,auc,ap,feature_family,label_task
0,"id03,id04",0.01746031746031746,0.6265053605522104,0.02729328893407032,action_geometry_only,strict_jury_released
1,"id08,id10",0.02086677367576244,0.7629255989911727,0.07807714816080502,action_geometry_only,strict_jury_released
2,"id01,id07",0.03650793650793651,0.6583697442876584,0.0632765224567578,action_geometry_only,strict_jury_released
3,"id05,id06",0.030279503105590064,0.803319578739915,0.17029773625842673,action_geometry_only,strict_jury_released
4,"id02,id09",0.03290529695024077,0.8333468272442062,0.10349011149573019,action_geometry_only,strict_jury_released
0,"id03,id04",0.009523809523809525,0.6788528311965811,0.01506703411298449,action_geometry_only,strict_positive_release
1,"id08,id10",0.01043338683788122,0.7416557489550191,0.035374243283150496,action_geometry_only,strict_positive_release
2,"id01,id07",0.022222222222222223,0.6674976808905381,0.0588650195008504,action_geometry_only,strict_positive_release
3,"id05,id06",0.011645962732919254,0.7964388583398796,0.09189045075913257,action_geometry_only,strict_positive_release
4,"id02,id09",0.019261637239165328,0.8078798417894163,0.06465396933222647,action_geometry_only,strict_positive_release
0,"id03,id04",0.5,0.5970231796422272,0.5861196962841542,action_geometry_only,healthy_action
1,"id08,id10",0.5,0.5732063308848347,0.5531177241571794,action_geometry_only,healthy_action
2,"id01,id07",0.5,0.5937477954144621,0.5759005593524058,action_geometry_only,healthy_action
3,"id05,id06",0.5,0.566230083715906,0.5666083565870661,action_geometry_only,healthy_action
4,"id02,id09",0.5,0.5825009210855154,0.5855051633877929,action_geometry_only,healthy_action
0,"id03,id04",0.4166666666666667,0.711980563654033,0.5825692758795125,action_geometry_only,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6940807756848542,0.5472430237630529,action_geometry_only,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.7212880110435244,0.5876459495768693,action_geometry_only,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.7001110438118313,0.5340117604974166,action_geometry_only,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.7082916947274662,0.5412316496376094,action_geometry_only,toxic_tail_action
0,"id03,id04",0.01746031746031746,0.8526949625495667,0.13261345045417453,masked_tail_representation,strict_jury_released
1,"id08,id10",0.02086677367576244,0.8703972257250946,0.19270011289579148,masked_tail_representation,strict_jury_released
2,"id01,id07",0.03650793650793651,0.8903194613566365,0.26707086541041725,masked_tail_representation,strict_jury_released
3,"id05,id06",0.030279503105590064,0.9082548089753855,0.20385933567512163,masked_tail_representation,strict_jury_released
4,"id02,id09",0.03290529695024077,0.9560671996761462,0.37912184205468613,masked_tail_representation,strict_jury_released
0,"id03,id04",0.009523809523809525,0.8467548076923077,0.11718764337128765,masked_tail_representation,strict_positive_release
1,"id08,id10",0.01043338683788122,0.8674901740595171,0.23294123049487603,masked_tail_representation,strict_positive_release
2,"id01,id07",0.022222222222222223,0.848967996289425,0.14988740283864585,masked_tail_representation,strict_positive_release
3,"id05,id06",0.011645962732919254,0.9125425504058654,0.16960797131619887,masked_tail_representation,strict_positive_release
4,"id02,id09",0.019261637239165328,0.9139559465357336,0.1398981873316267,masked_tail_representation,strict_positive_release
0,"id03,id04",0.5,0.5141181657848324,0.5319701347534964,masked_tail_representation,healthy_action
1,"id08,id10",0.5,0.5426481917094574,0.5298553079612917,masked_tail_representation,healthy_action
2,"id01,id07",0.5,0.5002658100277148,0.5183653330722222,masked_tail_representation,healthy_action
3,"id05,id06",0.5,0.5064101018479226,0.5199635422640883,masked_tail_representation,healthy_action
4,"id02,id09",0.5,0.5404517570189292,0.5494901545241484,masked_tail_representation,healthy_action
0,"id03,id04",0.4166666666666667,0.6503505021056042,0.5134590657101663,masked_tail_representation,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6612349047546864,0.5296862398878535,masked_tail_representation,toxic_tail_action
