candidate_id,family,alpha,row_mode,cell_mode,k_rows,k_cells,target_subset,require_route_agree,min_consistency,file,basename,mean_row_health_changed,min_row_health_q_changed,mean_bad_alignment_changed,mean_anti_bad_alignment_changed,route_agree_rate_changed,mean_cell_score_changed,mean_consistency_changed,changed_rows,changed_cells,mean_abs_logit_delta,l1_logit_delta,max_abs_logit_delta,max_abs_prob_delta,posterior_delta,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4
health_top_all_r40_c160_a0.35,h012_raw_gate,0.35,health_top,h012_top,40,160,all,False,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_all_r40_c160_a0.35_a7f4db01.csv,submission_h013_health_top_all_r40_c160_a0.35_a7f4db01.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,0.44375,0.5953611653994566,0.993287037037037,40,160,0.01910071073121514,33.426243779626496,4.07717694385275,0.1482650772390166,-0.0007836730068263443,26,10,17,23,30,30,24
health_top_route_r40_c160_a0.35,route_agree_gate,0.35,health_top,h012_top,40,160,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r40_c160_a0.35_7add954d.csv,submission_h013_health_top_route_r40_c160_a0.35_7add954d.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,1.0,0.18636658219495583,0.966096866096866,40,130,0.004900426299145276,8.575746023504232,0.6065796905815338,0.1482650772390166,-0.00031419018017686377,14,21,23,11,21,26,14
health_top_all_r40_c160_a0.55,h012_raw_gate,0.55,health_top,h012_top,40,160,all,False,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_all_r40_c160_a0.55_ee8884e0.csv,submission_h013_health_top_all_r40_c160_a0.55_ee8884e0.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,0.44375,0.5953611653994566,0.993287037037037,40,160,0.03001540257762386,52.526954510841755,6.406992340340365,0.23358571179063958,-0.001002621919587319,26,10,17,23,30,30,24
health_top_route_r40_c160_a0.55,route_agree_gate,0.55,health_top,h012_top,40,160,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r40_c160_a0.55_7cdb9d9c.csv,submission_h013_health_top_route_r40_c160_a0.55_7cdb9d9c.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,1.0,0.18636658219495583,0.966096866096866,40,130,0.0077006698986568645,13.476172322649512,0.9531966566281254,0.23358571179063958,-0.00043199776207501626,14,21,23,11,21,26,14
health_top_all_r40_c160_a0.75,h012_raw_gate,0.75,health_top,h012_top,40,160,all,False,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_all_r40_c160_a0.75_3a85b2e0.csv,submission_h013_health_top_all_r40_c160_a0.75_3a85b2e0.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,0.44375,0.5953611653994566,0.993287037037037,40,160,0.04093009442402587,71.62766524204527,8.736807736827242,0.3132828785926365,-0.0011356123584490923,26,10,17,23,30,30,24
health_top_route_r40_c160_a0.75,route_agree_gate,0.75,health_top,h012_top,40,160,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r40_c160_a0.75_dc53efb2.csv,submission_h013_health_top_route_r40_c160_a0.75_dc53efb2.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,1.0,0.18636658219495583,0.966096866096866,40,130,0.01050091349816846,18.376598621794805,1.2998136226747161,0.3132828785926365,-0.0005055474611027883,14,21,23,11,21,26,14
health_top_all_r40_c160_a1,h012_raw_gate,1.0,health_top,h012_top,40,160,all,False,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_all_r40_c160_a1_415cc33a.csv,submission_h013_health_top_all_r40_c160_a1_415cc33a.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,0.44375,0.5953611653994566,0.993287037037037,40,160,0.05457345923204312,95.50355365607545,11.649076982436323,0.3996719412127818,-0.0011929315345164575,26,10,17,23,30,30,24
health_top_route_r40_c160_a1,route_agree_gate,1.0,health_top,h012_top,40,160,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r40_c160_a1_7455e2bf.csv,submission_h013_health_top_route_r40_c160_a1_7455e2bf.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,1.0,0.18636658219495583,0.966096866096866,40,130,0.014001217997557939,24.502131495726392,1.7330848302329542,0.3996719412127818,-0.00053762205297082,14,21,23,11,21,26,14
health_top_all_r40_c260_a0.35,h012_raw_gate,0.35,health_top,h012_top,40,260,all,False,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_all_r40_c260_a0.35_ecf72416.csv,submission_h013_health_top_all_r40_c260_a0.35_ecf72416.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,0.45,0.39098256819905597,0.9839031339031338,40,260,0.020411150748789006,35.71951381038076,4.07717694385275,0.1482650772390166,-0.000802315614482127,37,34,37,37,39,40,36
health_top_route_r40_c260_a0.35,route_agree_gate,0.35,health_top,h012_top,40,260,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r40_c260_a0.35_7add954d.csv,submission_h013_health_top_route_r40_c260_a0.35_7add954d.csv,36.137001784709256,0.8433734939759037,3.614207346033859,48.948042809067196,1.0,0.18636658219495583,0.966096866096866,40,130,0.004900426299145276,8.575746023504232,0.6065796905815338,0.1482650772390166,-0.00031419018017686377,14,21,23,11,21,26,14
