file,delta_vs_e247,row_cos_mean,row_cos_p90,same_sign_cell_rate
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.0022684034000000075,0.14474213320416526,0.6346199201185365,0.5897142857142857
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.001786026300000021,-0.23419363587650485,0.2895197656500388,0.3822857142857143
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.0021444158000000213,0.10037140339778906,0.5365778130103322,0.5525714285714286
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.0013673577999999686,-0.29204197750837285,0.2432098064171062,0.3668571428571429
submission_jepa_latent_q2_w0p45.csv,0.0036423368000000345,-0.1853867125057031,0.2668288302485881,0.38857142857142857
submission_jepa_latent_residual_probe.csv,0.005068378399999962,-0.19451501596620233,0.3515224381671675,0.3965714285714286
submission_lejepa_targetwise_strict_best_scale0p5.csv,0.004087869799999977,-0.09561311146631825,0.4181593205629191,0.4622857142857143
submission_mixmin_0c916bb4.csv,0.00014769110000001362,0.02072267562446875,0.5249239792081977,0.35085714285714287
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.0002488278000000177,-0.11150496950855153,0.3447382446454171,0.3365714285714286
submission_e95_hardtail_541e3973.csv,0.0001323803999999651,0.0274069771124828,0.4432564648132217,0.15885714285714286
submission_e101_q2s3tail_177569bc.csv,0.00014141659999999945,0.01124914631837744,0.4190358359767658,0.16742857142857143
submission_e176_abl_q2_to0p75_91e49725.csv,0.00015288160000004325,-0.012153309457107032,0.40776636008897116,0.2914285714285714
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,0.0011275593999999778,-0.3170655959541369,0.13908826312077383,0.10114285714285715
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.00012161820000000656,-0.04290913402788476,0.0,0.0
submission_e267_humansocial_tail_balanced_2936100f.csv,0.00017054799999993708,-0.07502037110383356,0.0,0.004571428571428572
submission_e323_5508f966_uploadsafe.csv,0.0008765521999999359,-0.14199148896248956,0.46443832384052613,0.46285714285714286
submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,0.00013147960000003955,-0.10926201301105187,0.38599402664337995,0.08057142857142857
submission_h010_objective_s1s4_v2_uploadsafe.csv,0.0020128681000000093,-0.4065317844167424,-0.002374489694966663,0.424
submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.001280371599999941,-0.3145142109301805,0.21588957046564847,0.28685714285714287
