candidate_id,family,alpha,row_mode,cell_mode,k_rows,k_cells,target_subset,require_route_agree,min_consistency,file,basename,mean_row_health_changed,min_row_health_q_changed,mean_bad_alignment_changed,mean_anti_bad_alignment_changed,route_agree_rate_changed,mean_cell_score_changed,mean_consistency_changed,changed_rows,changed_cells,mean_abs_logit_delta,l1_logit_delta,max_abs_logit_delta,max_abs_prob_delta,posterior_delta,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4,min_prob,max_prob,mean_prob,prob_span,mean_abs_move_vs_stage2,mean_abs_move_vs_raw05,mean_abs_move_vs_a2c8,rms_move_vs_a2c8,max_abs_move_vs_a2c8,move_abs_a2c8_Q1,mean_prob_Q1,move_abs_a2c8_Q2,mean_prob_Q2,move_abs_a2c8_Q3,mean_prob_Q3,move_abs_a2c8_S1,mean_prob_S1,move_abs_a2c8_S2,mean_prob_S2,move_abs_a2c8_S3,mean_prob_S3,move_abs_a2c8_S4,mean_prob_S4,proj_a2c8,cos_a2c8,proj_raw05,cos_raw05,proj_final9,cos_final9,proj_ordinal,cos_ordinal,proj_q2_bad,cos_q2_bad,proj_resid_bad,cos_resid_bad,proj_lejepa_bad,cos_lejepa_bad,bad_axis_abs_load,bad_axis_positive_load,good_axis_load,good_span_residual_ratio,bad_to_good_load_ratio,raw05_a2c8_compat_energy,basename_selector,source_path,current_anchor,scenario_count,pred_delta_vs_current_mean,pred_delta_vs_current_median,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_delta_vs_current_min,pred_delta_vs_current_max,pred_delta_vs_current_spread,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,below_resolution_gate,block_gate,promotion_decision,raw_gate_strength,h013_big_bet_gate,public_bad_cos_pos_sum,h013_selector_survival_gate,h013_score,h013_decision,decision_rank
health_top_route_r140_c260_a0.75,route_agree_gate,0.75,health_top,h012_top,140,260,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r140_c260_a0.75_4a91266c.csv,submission_h013_health_top_route_r140_c260_a0.75_4a91266c.csv,27.357815741114987,0.44176706827309237,5.43801116025559,37.507163376653516,1.0,0.24499636808171854,0.9914529914529915,126,260,0.027522186907669843,48.163827088422224,1.2998136226747161,0.3132828785926365,-0.001233533568304112,36,16,37,27,46,59,39,0.0731876856073641,0.9797766514642752,0.5956605285037427,0.9065889658569111,0.08948977052697286,0.07341459129592529,0.0702411518644888,0.1169157853083126,1.4788355557697204,0.07586990699989964,0.4952143575760397,0.03528603587061944,0.5500484209897714,0.09449285547169642,0.6067750150982868,0.05444325868795981,0.6591621916460665,0.06554009989396815,0.6374498695920059,0.10176766117563155,0.6542547770120518,0.06428824495164656,0.5667190676119772,1.2274845033576394,0.5241293953627989,1.2186900363427189,0.47016023841237725,0.2620290172866107,0.44912038657432085,0.2289492943872356,0.31371476783371044,-0.0173175631573081,-0.015234299035326733,-0.15812227332028703,-0.16533793880796568,0.01907792135930689,0.021736960650899306,0.30899240503051983,0.1335525685529247,2.4461745397003583,0.8190425702470558,0.12631658121257897,0.11082430622642471,submission_h013_health_top_route_r140_c260_a0.75_4a91266c.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r140_c260_a0.75_4a91266c.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.0004865331856534759,0.0004317343331414759,-0.00043835383509356136,0.001506254768700807,-0.0009646789311182913,0.002383380306149351,0.0033480592372676426,0.25625,0.10943214020809505,False,False,True,True,below_selector_resolution,25.45451183502553,True,0.10943214020809505,False,-0.0010580179086815977,raw_hs_jepa_high_risk,0
health_top_route_r140_c260_a1,route_agree_gate,1.0,health_top,h012_top,140,260,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r140_c260_a1_f8400e31.csv,submission_h013_health_top_route_r140_c260_a1_f8400e31.csv,27.357815741114987,0.44176706827309237,5.43801116025559,37.507163376653516,1.0,0.24499636808171854,0.9914529914529915,126,260,0.03669624921022646,64.2184361178963,1.7330848302329542,0.3996719412127818,-0.0013148413511543417,36,16,37,27,46,59,39,0.0731876856073641,0.9797766514642752,0.5960485607089323,0.9065889658569111,0.09858917834818745,0.08258865359848191,0.0794152141670454,0.14364590036315042,1.9121067633279583,0.08412182522073496,0.495282173791092,0.03846754329511775,0.5504717329093602,0.10420094268176903,0.60614970542866,0.061367496345239504,0.6587616351407184,0.0774361321578719,0.6383223247093365,0.11770927118732238,0.6562676607503539,0.07260328828126232,0.5670846922330052,1.282308699787039,0.46369135172919757,1.2552902259670888,0.410119758107403,0.2940381467616538,0.4268064418584867,0.2482288740187303,0.2880460067649385,-0.0188735440995783,-0.014060574439337017,-0.18190208033559027,-0.16107607681541783,0.02057972365535126,0.01985734638171787,0.345469785099885,0.1446941606647164,2.5375989257541276,0.8536897878725643,0.13614042055959547,0.12410292321217173,submission_h013_health_top_route_r140_c260_a1_f8400e31.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r140_c260_a1_f8400e31.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.0007276481009720543,0.0007139767546265524,-0.0005770839001178607,0.002150760718243968,-0.0013164062726704212,0.0033192019403998196,0.0046356082130702405,0.25,0.14590952027746024,False,False,True,True,below_selector_resolution,25.45451183502553,True,0.14590952027746024,False,-0.001010424501623195,raw_hs_jepa_high_risk,1
health_top_route_r140_c260_a0.55,route_agree_gate,0.55,health_top,h012_top,140,260,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r140_c260_a0.55_2e3ec96f.csv,submission_h013_health_top_route_r140_c260_a0.55_2e3ec96f.csv,27.357815741114987,0.44176706827309237,5.43801116025559,37.507163376653516,1.0,0.24499636808171854,0.9914529914529915,126,260,0.02018293706562456,35.32013986484298,0.9531966566281254,0.23358571179063958,-0.0010499778219913594,36,16,37,27,46,59,39,0.0731876856073641,0.9797766514642752,0.5953294479656533,0.9065889658569111,0.08229647301478102,0.06609081983718347,0.0629092631578373,0.09667558120500863,1.1322185897231296,0.0692683724232314,0.49517717448577253,0.03274082993102077,0.5496943682465723,0.08677791365139496,0.6072193278705281,0.0489038685621361,0.6594527695418134,0.05602327408284515,0.6367260726191956,0.08901437316627883,0.6526252211530605,0.05763621028795397,0.5664112018426313,1.18362514621412,0.5829510550992358,1.1894098846432226,0.5292728185928336,0.23642171370657625,0.46740801150774497,0.21352563068203972,0.33747458902078753,-0.016072778403492007,-0.016308802110885985,-0.1390984277080445,-0.16776335418657853,0.01787647952247147,0.023493362005511404,0.2798105009750278,0.12463929486349133,2.3730350308573427,0.7803897540831263,0.1179125032789861,0.1001101169978832,submission_h013_health_top_route_r140_c260_a0.55_2e3ec96f.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_top_route_r140_c260_a0.55_2e3ec96f.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.0003114675711561232,0.0002591087865482578,-0.0003249720597470104,0.0011114781907294853,-0.000699794478583854,0.0016700533746691283,0.002369847853252982,0.3,0.08025023615260302,False,False,True,True,below_selector_resolution,25.45451183502553,True,0.08025023615260302,False,-0.0009534174779631093,raw_hs_jepa_high_risk,2
health_anti_bad_route_r100_c260_a0.75,route_agree_gate,0.75,health_anti_bad,h012_top,100,260,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c260_a0.75_2a498572.csv,submission_h013_health_anti_bad_route_r100_c260_a0.75_2a498572.csv,30.1495977547069,0.4899598393574297,4.767536592511858,41.44945266572132,1.0,0.1986035915169457,0.9834757834757833,97,260,0.02236463586792544,39.13811276886952,1.2998136226747161,0.3132828785926365,-0.001011041381491379,36,27,43,30,42,45,37,0.0731876856073641,0.9797766514642752,0.5953457644830547,0.9065889658569111,0.08434529035166465,0.06823850270155446,0.06507822639914618,0.10909250453558726,1.4788355557697204,0.07196573258619843,0.49507900520049936,0.0356485676238424,0.5503038440639583,0.09018359412148345,0.6077113675195406,0.051347777708221895,0.6595257102396983,0.059640853612022725,0.6365223744470888,0.08698971111121943,0.6525047178656037,0.05977134803103497,0.5657733320449937,1.2148764600879396,0.546694999798403,1.2157985334999437,0.49431607962384105,0.24338289937651814,0.4396366872549247,0.22344229041284205,0.32266474306889326,-0.013674407120591809,-0.012677531167873434,-0.15313190283193037,-0.16874683421638406,0.003978939159957549,0.004777773406154279,0.2825063943189008,0.11570008436637857,2.4306749935878833,0.8071359574058075,0.11622549084016855,0.10332483743009721,submission_h013_health_anti_bad_route_r100_c260_a0.75_2a498572.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c260_a0.75_2a498572.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.00041265493758522716,0.00031840135812481377,-0.0004409083485958875,0.0014860115251961322,-0.0009025996315890198,0.0022563789178901314,0.003158978549479151,0.2916666666666667,0.082946129496476,False,False,True,True,below_selector_resolution,28.48095994732775,True,0.082946129496476,False,-0.0008920953789731609,raw_hs_jepa_high_risk,3
health_anti_bad_route_r100_c420_a0.75,route_agree_gate,0.75,health_anti_bad,h012_top,100,420,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c420_a0.75_0f36ae18.csv,submission_h013_health_anti_bad_route_r100_c420_a0.75_0f36ae18.csv,30.099578971822943,0.4899598393574297,4.734955804393409,41.24619060937506,1.0,0.17161618734523426,0.9600389863547758,99,304,0.0226310466798905,39.604331689808376,1.2998136226747161,0.3132828785926365,-0.0010117100046406757,46,41,52,33,43,50,39,0.0731876856073641,0.9797766514642752,0.5953648714853376,0.9065889658569111,0.08441478499682688,0.06832523512880713,0.06518046715063862,0.1091065917953613,1.4788355557697204,0.07196220966634567,0.49504410237185026,0.036295157553544524,0.5504284194411827,0.09006029600019369,0.6077533879818254,0.05150359523129906,0.6595274383858755,0.05965106491701592,0.6365240192400209,0.08705942418095995,0.6524793990993342,0.059731522505111455,0.565797333877274,1.214527210699209,0.5465263455662475,1.2151615746787947,0.4940467182839205,0.24375706135196193,0.4403032995143915,0.2231378639487823,0.3222183567759775,-0.012281834438271405,-0.011386238803898465,-0.15263025032175698,-0.16819049141644696,0.0040920526348876855,0.0049134928634204855,0.2805730693693072,0.11566098460927883,2.429688785378004,0.8070993748470711,0.11547695776608669,0.10341798842054097,submission_h013_health_anti_bad_route_r100_c420_a0.75_0f36ae18.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c420_a0.75_0f36ae18.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.00041141300303742406,0.00031376440814034196,-0.0004324395512291426,0.0014837336743424433,-0.0008905174077534252,0.002259798470232614,0.0031503158779860392,0.2916666666666667,0.08101280454688242,False,False,True,True,below_selector_resolution,28.44234444028525,True,0.08101280454688242,False,-0.0008906985638898342,raw_hs_jepa_high_risk,4
health_anti_bad_route_r100_c650_a0.75,route_agree_gate,0.75,health_anti_bad,h012_top,100,650,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c650_a0.75_0f36ae18.csv,submission_h013_health_anti_bad_route_r100_c650_a0.75_0f36ae18.csv,30.099578971822943,0.4899598393574297,4.734955804393409,41.24619060937506,1.0,0.17161618734523426,0.9600389863547758,99,304,0.0226310466798905,39.604331689808376,1.2998136226747161,0.3132828785926365,-0.0010117100046406757,46,41,52,33,43,50,39,0.0731876856073641,0.9797766514642752,0.5953648714853376,0.9065889658569111,0.08441478499682688,0.06832523512880713,0.06518046715063862,0.1091065917953613,1.4788355557697204,0.07196220966634567,0.49504410237185026,0.036295157553544524,0.5504284194411827,0.09006029600019369,0.6077533879818254,0.05150359523129906,0.6595274383858755,0.05965106491701592,0.6365240192400209,0.08705942418095995,0.6524793990993342,0.059731522505111455,0.565797333877274,1.214527210699209,0.5465263455662475,1.2151615746787947,0.4940467182839205,0.24375706135196193,0.4403032995143915,0.2231378639487823,0.3222183567759775,-0.012281834438271405,-0.011386238803898465,-0.15263025032175698,-0.16819049141644696,0.0040920526348876855,0.0049134928634204855,0.2805730693693072,0.11566098460927883,2.429688785378004,0.8070993748470711,0.11547695776608669,0.10341798842054097,submission_h013_health_anti_bad_route_r100_c650_a0.75_0f36ae18.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c650_a0.75_0f36ae18.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.00041141300303742406,0.00031376440814034196,-0.0004324395512291426,0.0014837336743424433,-0.0008905174077534252,0.002259798470232614,0.0031503158779860392,0.2916666666666667,0.08101280454688242,False,False,True,True,below_selector_resolution,28.44234444028525,True,0.08101280454688242,False,-0.0008906985638898342,raw_hs_jepa_high_risk,5
health_anti_bad_route_r100_c900_a0.75,route_agree_gate,0.75,health_anti_bad,h012_top,100,900,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c900_a0.75_0f36ae18.csv,submission_h013_health_anti_bad_route_r100_c900_a0.75_0f36ae18.csv,30.099578971822943,0.4899598393574297,4.734955804393409,41.24619060937506,1.0,0.17161618734523426,0.9600389863547758,99,304,0.0226310466798905,39.604331689808376,1.2998136226747161,0.3132828785926365,-0.0010117100046406757,46,41,52,33,43,50,39,0.0731876856073641,0.9797766514642752,0.5953648714853376,0.9065889658569111,0.08441478499682688,0.06832523512880713,0.06518046715063862,0.1091065917953613,1.4788355557697204,0.07196220966634567,0.49504410237185026,0.036295157553544524,0.5504284194411827,0.09006029600019369,0.6077533879818254,0.05150359523129906,0.6595274383858755,0.05965106491701592,0.6365240192400209,0.08705942418095995,0.6524793990993342,0.059731522505111455,0.565797333877274,1.214527210699209,0.5465263455662475,1.2151615746787947,0.4940467182839205,0.24375706135196193,0.4403032995143915,0.2231378639487823,0.3222183567759775,-0.012281834438271405,-0.011386238803898465,-0.15263025032175698,-0.16819049141644696,0.0040920526348876855,0.0049134928634204855,0.2805730693693072,0.11566098460927883,2.429688785378004,0.8070993748470711,0.11547695776608669,0.10341798842054097,submission_h013_health_anti_bad_route_r100_c900_a0.75_0f36ae18.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c900_a0.75_0f36ae18.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.00041141300303742406,0.00031376440814034196,-0.0004324395512291426,0.0014837336743424433,-0.0008905174077534252,0.002259798470232614,0.0031503158779860392,0.2916666666666667,0.08101280454688242,False,False,True,True,below_selector_resolution,28.44234444028525,True,0.08101280454688242,False,-0.0008906985638898342,raw_hs_jepa_high_risk,6
health_anti_bad_route_r100_c260_a1,route_agree_gate,1.0,health_anti_bad,h012_top,100,260,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c260_a1_ee035eb4.csv,submission_h013_health_anti_bad_route_r100_c260_a1_ee035eb4.csv,30.1495977547069,0.4899598393574297,4.767536592511858,41.44945266572132,1.0,0.1986035915169457,0.9834757834757833,97,260,0.02981951449056725,52.18415035849269,1.7330848302329542,0.3996719412127818,-0.001077264685682062,36,27,43,30,42,45,37,0.0731876856073641,0.9797766514642752,0.5956369869007899,0.9065889658569111,0.09161684539515394,0.07564006526663605,0.07247991134827596,0.1329465422295512,1.9121067633279583,0.0785184915514118,0.4951037963736402,0.039003555020873604,0.550814610536422,0.09846339755095503,0.6074158785392475,0.05731651282068247,0.6592631447190368,0.06940993436043148,0.6370952861486169,0.09800154128594066,0.6539444395435221,0.06664594684763668,0.5658217524450448,1.265497975427439,0.48739433910431634,1.2514348888433884,0.4354691789862551,0.2691766562148638,0.41614751105796327,0.24088620205287228,0.2977173226253331,-0.014016002717289908,-0.011121321495953886,-0.17524825301778135,-0.16528357335867444,0.0004477473895521255,0.0004601478042881272,0.31015510415105957,0.12089084841598827,2.516932864270827,0.8433892923246185,0.12322740444556364,0.11409425372404472,submission_h013_health_anti_bad_route_r100_c260_a1_ee035eb4.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c260_a1_ee035eb4.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.0006235492843200969,0.0005161257428257468,-0.0005810477168777936,0.0020348089273644772,-0.0012252230298915652,0.0031311255196219477,0.004356348549513513,0.25416666666666665,0.11059483932863479,False,False,True,True,below_selector_resolution,28.48095994732775,True,0.11059483932863479,False,-0.0008485592027301749,raw_hs_jepa_high_risk,7
health_anti_bad_route_r100_c420_a1,route_agree_gate,1.0,health_anti_bad,h012_top,100,420,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c420_a1_69c9363d.csv,submission_h013_health_anti_bad_route_r100_c420_a1_69c9363d.csv,30.099578971822943,0.4899598393574297,4.734955804393409,41.24619060937506,1.0,0.17161618734523426,0.9600389863547758,99,304,0.030174728906520662,52.80577558641116,1.7330848302329542,0.3996719412127818,-0.0010779779115657733,46,41,52,33,43,50,39,0.0731876856073641,0.9797766514642752,0.5956624558445434,0.9065889658569111,0.0917160595134511,0.07575684095245253,0.07261623235026586,0.13296792621675224,1.9121067633279583,0.07851379432494146,0.4950572473284401,0.0398656749271431,0.5509807313427654,0.09829900005590204,0.6074718833518727,0.05752426951811872,0.6592654348734885,0.06942354943375574,0.637097479762375,0.09809449204559469,0.6539106552510153,0.06659284614640532,0.5658537590018464,1.2650323095757983,0.48718807354372584,1.2505856104151898,0.4351496070211336,0.2696755388487888,0.41689574940042967,0.2404803001007925,0.29719923688222794,-0.01215923914086272,-0.009647496437943508,-0.17457938300421683,-0.1646436383999977,0.0005985653561256325,0.0006151087046385405,0.30757733755160144,0.12083871540652188,2.515617919990988,0.8433432371024264,0.12226711178398514,0.11421961470934386,submission_h013_health_anti_bad_route_r100_c420_a1_69c9363d.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c420_a1_69c9363d.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.0006218989854721343,0.0005085934498377267,-0.0005694818540195736,0.0020264221250938814,-0.0012091092922183427,0.0031373039131874806,0.004346413205405823,0.25416666666666665,0.10801707272917666,False,False,True,True,below_selector_resolution,28.44234444028525,True,0.10801707272917666,False,-0.0008484287806646441,raw_hs_jepa_high_risk,8
health_anti_bad_route_r100_c650_a1,route_agree_gate,1.0,health_anti_bad,h012_top,100,650,all,True,0.0,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c650_a1_69c9363d.csv,submission_h013_health_anti_bad_route_r100_c650_a1_69c9363d.csv,30.099578971822943,0.4899598393574297,4.734955804393409,41.24619060937506,1.0,0.17161618734523426,0.9600389863547758,99,304,0.030174728906520662,52.80577558641116,1.7330848302329542,0.3996719412127818,-0.0010779779115657733,46,41,52,33,43,50,39,0.0731876856073641,0.9797766514642752,0.5956624558445434,0.9065889658569111,0.0917160595134511,0.07575684095245253,0.07261623235026586,0.13296792621675224,1.9121067633279583,0.07851379432494146,0.4950572473284401,0.0398656749271431,0.5509807313427654,0.09829900005590204,0.6074718833518727,0.05752426951811872,0.6592654348734885,0.06942354943375574,0.637097479762375,0.09809449204559469,0.6539106552510153,0.06659284614640532,0.5658537590018464,1.2650323095757983,0.48718807354372584,1.2505856104151898,0.4351496070211336,0.2696755388487888,0.41689574940042967,0.2404803001007925,0.29719923688222794,-0.01215923914086272,-0.009647496437943508,-0.17457938300421683,-0.1646436383999977,0.0005985653561256325,0.0006151087046385405,0.30757733755160144,0.12083871540652188,2.515617919990988,0.8433432371024264,0.12226711178398514,0.11421961470934386,submission_h013_health_anti_bad_route_r100_c650_a1_69c9363d.csv,hitl/h013_raw_human_state_jepa_gate/submission_h013_health_anti_bad_route_r100_c650_a1_69c9363d.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,480,0.0006218989854721343,0.0005085934498377267,-0.0005694818540195736,0.0020264221250938814,-0.0012091092922183427,0.0031373039131874806,0.004346413205405823,0.25416666666666665,0.10801707272917666,False,False,True,True,below_selector_resolution,28.44234444028525,True,0.10801707272917666,False,-0.0008484287806646441,raw_hs_jepa_high_risk,9
