candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012
h047_support_top35_a0.42_c35_be754194,submission_h047_support_top35_a0.42_c35_be754194.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top35_a0.42_c35_be754194.csv,support_top35_a0.42,support_top35_a0.42,1,35,35,0.0019926713938277075,0.031825780911449275,0.00913245004944559,0.18802547752660437,-8.57417022603096e-05,0.00040197058119904964,-2.4408307130085533e-06,-1.3398784587238585e-05
h047_support_top35_a0.5_c35_306c1bb5,submission_h047_support_top35_a0.5_c35_306c1bb5.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top35_a0.5_c35_306c1bb5.csv,support_top35_a0.5,support_top35_a0.5,1,35,35,0.002369543015281189,0.03750264228826794,0.010871964344578069,0.22383985419833818,-9.900899471003676e-05,0.0004772552161514619,-1.7205684679077e-06,-1.4287854005120768e-05
h047_support_top35_a0.58_c35_7ae9db24,submission_h047_support_top35_a0.58_c35_7ae9db24.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top35_a0.58_c35_7ae9db24.csv,support_top35_a0.58,support_top35_a0.58,1,35,35,0.002745489514974098,0.04305671614590323,0.012611478639710563,0.25965423087007267,-0.00011130576975187138,0.00055231030689987,-6.290895445996944e-07,-1.4654916449008e-05
h047_support_top35_a0.66_c35_4afb2405,submission_h047_support_top35_a0.66_c35_4afb2405.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top35_a0.66_c35_4afb2405.csv,support_top35_a0.66,support_top35_a0.66,1,35,35,0.0031204850694227762,0.048488496918805524,0.014350992934843052,0.2954686075418076,-0.00012263635416090364,0.0006278770252718534,8.302529673328903e-07,-1.4504231478140724e-05
h047_support_top35_a0.78_c35_d9e4a769,submission_h047_support_top35_a0.78_c35_d9e4a769.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top35_a0.78_c35_d9e4a769.csv,support_top35_a0.78,support_top35_a0.78,1,35,35,0.003681140570729099,0.05640827282238181,0.01696026437754177,0.3491901725494082,-0.0001378302400373236,0.0007422849540549231,3.7016621174607433e-06,-1.331678047345904e-05
h047_support_top35_a0.92_c35_4fa161f2,submission_h047_support_top35_a0.92_c35_4fa161f2.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top35_a0.92_c35_4fa161f2.csv,support_top35_a0.92,support_top35_a0.92,1,35,35,0.004332353836871968,0.06530560317851364,0.020004414394023635,0.411865331724943,-0.000152841433489699,0.0008751226529757003,8.073062342049988e-06,-1.0490534628701386e-05
h047_support_top45_a0.42_c45_24fb8fab,submission_h047_support_top45_a0.42_c45_24fb8fab.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top45_a0.42_c45_24fb8fab.csv,support_top45_a0.42,support_top45_a0.42,1,45,45,0.0025653463232628844,0.031825780911449275,0.011667321083894218,0.18802547752660437,-0.00010975902165482629,0.0004539620730129778,-3.5040713138400746e-06,-1.4610010156250504e-05
h047_support_top45_a0.5_c45_cf8ea064,submission_h047_support_top45_a0.5_c45_cf8ea064.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top45_a0.5_c45_cf8ea064.csv,support_top45_a0.5,support_top45_a0.5,1,45,45,0.0030504126744009584,0.03750264228826794,0.013889667957016908,0.22383985419833818,-0.00012677941316006062,0.0005407833582432094,-2.6915983617777364e-06,-1.5546114549116672e-05
h047_support_top45_a0.58_c45_04d34551,submission_h047_support_top45_a0.58_c45_04d34551.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top45_a0.58_c45_04d34551.csv,support_top45_a0.58,support_top45_a0.58,1,45,45,0.0035342460591767065,0.04305671614590323,0.01611201483013962,0.25965423087007267,-0.00014256870584458355,0.0006271053553742932,-1.4146015963959594e-06,-1.590197813761268e-05
h047_support_top45_a0.66_c45_5872949b,submission_h047_support_top45_a0.66_c45_5872949b.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top45_a0.66_c45_5872949b.csv,support_top45_a0.66,support_top45_a0.66,1,45,45,0.004016810949730218,0.048488496918805524,0.018334361703262324,0.2954686075418076,-0.0001571322555537946,0.0007130364367592447,3.231274111417846e-07,-1.5682093957539408e-05
