candidate_id,family,support_source,k,alpha,core_alpha,tail_alpha,changed_cells,changed_rows,h042_overlap_cells,h043_overlap_cells,h045_overlap_cells,h042_jaccard,h043_jaccard,h045_jaccard,support_score_mean,support_score_min,support_score_sum,contrast_mean,route_public_mean,route_private_mean,route_q2regime_mean,mean_abs_logit_move,max_abs_logit_move,mean_abs_prob_move,max_abs_prob_move,tangent_expected_delta,resolved_path
h047_h042core_support_tail8_a0.58_0.22_c53_2b5c1442,h042core_support_tail8_a0.58_0.22,h042_core_plus_posterior_tail,53,0.0,0.58,0.22,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.017736305601677906,0.25965423087007267,0.0039305705187811495,0.04305671614590323,-0.00024726280592629634,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.58_0.22_c53_2b5c1442.csv
h047_h042core_support_tail8_a0.58_0.32_c53_f9621971,h042core_support_tail8_a0.58_0.32,h042_core_plus_posterior_tail,53,0.0,0.58,0.32,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.017950661985079185,0.25965423087007267,0.0039776917979023815,0.04305671614590323,-0.0002443834409512324,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.58_0.32_c53_f9621971.csv
h047_h042core_support_tail8_a0.58_0.44_c53_32f47fb7,h042core_support_tail8_a0.58_0.44,h042_core_plus_posterior_tail,53,0.0,0.58,0.44,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.018207889645160718,0.25965423087007267,0.004034122218048472,0.04305671614590323,-0.00024095921540364984,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.58_0.44_c53_32f47fb7.csv
h047_h042core_support_tail8_a0.66_0.06_c53_5e1de45c,h042core_support_tail8_a0.66_0.06,h042_core_plus_posterior_tail,53,0.0,0.66,0.06,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.019774676292814482,0.2954686075418076,0.00437811894627184,0.048488496918805524,-0.00028709672518082525,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.66_0.06_c53_5e1de45c.csv
h047_h042core_support_tail8_a0.66_0.1_c53_a99e675b,h042core_support_tail8_a0.66_0.1,h042_core_plus_posterior_tail,53,0.0,0.66,0.1,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.019860418846175003,0.2954686075418076,0.004397032635292695,0.048488496918805524,-0.0002860757707301163,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.66_0.1_c53_a99e675b.csv
h047_h042core_support_tail8_a0.66_0.14_c53_39e01fd9,h042core_support_tail8_a0.66_0.14,h042_core_plus_posterior_tail,53,0.0,0.66,0.14,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.019946161399535513,0.2954686075418076,0.004415932722885801,0.048488496918805524,-0.0002850556145469979,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.66_0.14_c53_39e01fd9.csv
h047_h042core_support_tail8_a0.66_0.22_c53_2cd9d55a,h042core_support_tail8_a0.66_0.22,h042_core_plus_posterior_tail,53,0.0,0.66,0.22,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.020117646506256533,0.2954686075418076,0.004453691842786261,0.048488496918805524,-0.00028301896548815514,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.66_0.22_c53_2cd9d55a.csv
h047_h042core_support_tail8_a0.66_0.32_c53_6cfe6ee5,h042core_support_tail8_a0.66_0.32,h042_core_plus_posterior_tail,53,0.0,0.66,0.32,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.020332002889657814,0.2954686075418076,0.004500813121907493,0.048488496918805524,-0.0002804832584184719,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.66_0.32_c53_6cfe6ee5.csv
h047_h042core_support_tail8_a0.66_0.44_c53_692895e7,h042core_support_tail8_a0.66_0.44,h042_core_plus_posterior_tail,53,0.0,0.66,0.44,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.020589230549739348,0.2954686075418076,0.004557243542053583,0.048488496918805524,-0.00027746157010769863,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.66_0.44_c53_692895e7.csv
h047_h042core_support_tail8_a0.78_0.06_c53_e38708ed,h042core_support_tail8_a0.78_0.06,h042_core_plus_posterior_tail,53,0.0,0.78,0.06,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.023346687649682424,0.3491901725494082,0.005160391561869418,0.05640827282238181,-0.0003362779941904157,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.06_c53_e38708ed.csv
h047_h042core_support_tail8_a0.78_0.1_c53_52107f60,h042core_support_tail8_a0.78_0.1,h042_core_plus_posterior_tail,53,0.0,0.78,0.1,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.02343243020304294,0.3491901725494082,0.0051793052508902725,0.05640827282238181,-0.00033540611128375495,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.1_c53_52107f60.csv
h047_h042core_support_tail8_a0.78_0.14_c53_247f9767,h042core_support_tail8_a0.78_0.14,h042_core_plus_posterior_tail,53,0.0,0.78,0.14,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.02351817275640345,0.3491901725494082,0.005198205338483379,0.05640827282238181,-0.00033453077734159987,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.14_c53_247f9767.csv
h047_h042core_support_tail8_a0.78_0.22_c53_8145722e,h042core_support_tail8_a0.78_0.22,h042_core_plus_posterior_tail,53,0.0,0.78,0.22,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.023689657863124474,0.3491901725494082,0.005235964458383839,0.05640827282238181,-0.0003327704535102333,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.22_c53_8145722e.csv
h047_h042core_support_tail8_a0.78_0.32_c53_85d7dc0a,h042core_support_tail8_a0.78_0.32,h042_core_plus_posterior_tail,53,0.0,0.78,0.32,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.023904014246525752,0.3491901725494082,0.00528308573750507,0.05640827282238181,-0.0003305536324184688,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.32_c53_85d7dc0a.csv
h047_h042core_support_tail8_a0.78_0.44_c53_f0427ecb,h042core_support_tail8_a0.78_0.44,h042_core_plus_posterior_tail,53,0.0,0.78,0.44,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.024161241906607286,0.3491901725494082,0.00533951615765116,0.05640827282238181,-0.0003278724479774448,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.44_c53_f0427ecb.csv
h047_h042core_support_tail8_a0.92_0.06_c53_daccbba0,h042core_support_tail8_a0.92_0.06,h042_core_plus_posterior_tail,53,0.0,0.92,0.06,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.02751403423269503,0.411865331724943,0.006069213698951209,0.06530560317851364,-0.0003820152825886875,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.92_0.06_c53_daccbba0.csv
h047_h042core_support_tail8_a0.92_0.1_c53_a693a147,h042core_support_tail8_a0.92_0.1,h042_core_plus_posterior_tail,53,0.0,0.92,0.1,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.02759977678605555,0.411865331724943,0.006088127387972064,0.06530560317851364,-0.00038126712981250473,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.92_0.1_c53_a693a147.csv
h047_h042core_support_tail8_a0.92_0.14_c53_af93979b,h042core_support_tail8_a0.92_0.14,h042_core_plus_posterior_tail,53,0.0,0.92,0.14,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.027685519339416056,0.411865331724943,0.00610702747556517,0.06530560317851364,-0.00038051151254770105,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.92_0.14_c53_af93979b.csv
h047_h042core_support_tail8_a0.92_0.22_c53_370e8fa4,h042core_support_tail8_a0.92_0.22,h042_core_plus_posterior_tail,53,0.0,0.92,0.22,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.02785700444613708,0.411865331724943,0.006144786595465629,0.06530560317851364,-0.0003789783102057597,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.92_0.22_c53_370e8fa4.csv
h047_h042core_support_tail8_a0.92_0.32_c53_5aa7f58d,h042core_support_tail8_a0.92_0.32,h042_core_plus_posterior_tail,53,0.0,0.92,0.32,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.028071360829538358,0.411865331724943,0.006191907874586861,0.06530560317851364,-0.0003770216511465927,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.92_0.32_c53_5aa7f58d.csv
h047_h042core_support_tail8_a0.92_0.44_c53_d38e4802,h042core_support_tail8_a0.92_0.44,h042_core_plus_posterior_tail,53,0.0,0.92,0.44,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.02832858848961989,0.411865331724943,0.006248338294732952,0.06530560317851364,-0.00037461665811543105,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.92_0.44_c53_d38e4802.csv
h047_h042core_support_tail14_a0.5_0.06_c59_0d1aa089,h042core_support_tail14_a0.5_0.06,h042_core_plus_posterior_tail,59,0.0,0.5,0.06,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.01507391156215227,0.22383985419833818,0.0033447344266081345,0.03750264228826794,-0.00021626392506435372,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.5_0.06_c59_0d1aa089.csv
h047_h042core_support_tail14_a0.5_0.1_c59_bbbfb85e,h042core_support_tail14_a0.5_0.1,h042_core_plus_posterior_tail,59,0.0,0.5,0.1,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.015200932167842823,0.22383985419833818,0.003373035557634817,0.03750264228826794,-0.00021466970718800205,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.5_0.1_c59_bbbfb85e.csv
h047_h042core_support_tail14_a0.5_0.14_c59_ee01a53b,h042core_support_tail14_a0.5_0.14,h042_core_plus_posterior_tail,59,0.0,0.5,0.14,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.015327952773533368,0.22383985419833818,0.0034013177212781124,0.03750264228826794,-0.00021307852929517058,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.5_0.14_c59_ee01a53b.csv
h047_h042core_support_tail14_a0.5_0.22_c59_844ddfa1,h042core_support_tail14_a0.5_0.22,h042_core_plus_posterior_tail,59,0.0,0.5,0.22,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.015581993984914468,0.22383985419833818,0.0034578247827242786,0.03750264228826794,-0.0002099100766073938,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.5_0.22_c59_844ddfa1.csv
h047_h042core_support_tail14_a0.5_0.32_c59_b311f378,h042core_support_tail14_a0.5_0.32,h042_core_plus_posterior_tail,59,0.0,0.5,0.32,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.015899545499140837,0.22383985419833818,0.0035283503054304006,0.03750264228826794,-0.00020598759168145,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.5_0.32_c59_b311f378.csv
h047_h042core_support_tail14_a0.5_0.44_c59_f3981780,h042core_support_tail14_a0.5_0.44,h042_core_plus_posterior_tail,59,0.0,0.5,0.44,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.016280607316212486,0.22383985419833818,0.0036128202436875208,0.03750264228826794,-0.00020135931363218424,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.5_0.44_c59_f3981780.csv
h047_h042core_support_tail14_a0.58_0.06_c59_78c94b73,h042core_support_tail14_a0.58_0.06,h042_core_plus_posterior_tail,59,0.0,0.58,0.06,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.01745525246673091,0.25965423087007267,0.0038690887844648083,0.04305671614590323,-0.0002515793596932758,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.58_0.06_c59_78c94b73.csv
h047_h042core_support_tail14_a0.58_0.1_c59_c272e104,h042core_support_tail14_a0.58_0.1,h042_core_plus_posterior_tail,59,0.0,0.58,0.1,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.01758227307242146,0.25965423087007267,0.003897389915491491,0.04305671614590323,-0.00025020448323340123,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.58_0.1_c59_c272e104.csv
h047_h042core_support_tail14_a0.58_0.14_c59_ec46587a,h042core_support_tail14_a0.58_0.14,h042_core_plus_posterior_tail,59,0.0,0.58,0.14,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.01770929367811201,0.25965423087007267,0.003925672079134786,0.04305671614590323,-0.00024883155651124586,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.58_0.14_c59_ec46587a.csv
h047_h042core_support_tail14_a0.58_0.22_c59_34b2fc86,h042core_support_tail14_a0.58_0.22,h042_core_plus_posterior_tail,59,0.0,0.58,0.22,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.017963334889493105,0.25965423087007267,0.003982179140580953,0.04305671614590323,-0.0002460946332682374,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.58_0.22_c59_34b2fc86.csv
h047_h042core_support_tail14_a0.58_0.32_c59_c5b4467d,h042core_support_tail14_a0.58_0.32,h042_core_plus_posterior_tail,59,0.0,0.58,0.32,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.018280886403719474,0.25965423087007267,0.004052704663287074,0.04305671614590323,-0.00024269801349079167,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.58_0.32_c59_c5b4467d.csv
h047_h042core_support_tail14_a0.58_0.44_c59_1a537766,h042core_support_tail14_a0.58_0.44,h042_core_plus_posterior_tail,59,0.0,0.58,0.44,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.018661948220791123,0.25965423087007267,0.004137174601544195,0.04305671614590323,-0.0002386730660477364,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.58_0.44_c59_1a537766.csv
h047_h042core_support_tail14_a0.66_0.06_c59_da30b973,h042core_support_tail14_a0.66_0.06,h042_core_plus_posterior_tail,59,0.0,0.66,0.06,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.019836593371309538,0.2954686075418076,0.0043922101084699185,0.048488496918805524,-0.0002868148140079307,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.66_0.06_c59_da30b973.csv
h047_h042core_support_tail14_a0.66_0.1_c59_09bc5dae,h042core_support_tail14_a0.66_0.1,h042_core_plus_posterior_tail,59,0.0,0.66,0.1,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.019963613977000094,0.2954686075418076,0.004420511239496602,0.048488496918805524,-0.0002856062701506576,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.66_0.1_c59_09bc5dae.csv
h047_h042core_support_tail14_a0.66_0.14_c59_56fe7b2c,h042core_support_tail14_a0.66_0.14,h042_core_plus_posterior_tail,59,0.0,0.66,0.14,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.02009063458269064,0.2954686075418076,0.004448793403139896,0.048488496918805524,-0.0002843990504645028,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.66_0.14_c59_56fe7b2c.csv
h047_h042core_support_tail14_a0.66_0.22_c59_0f459641,h042core_support_tail14_a0.66_0.22,h042_core_plus_posterior_tail,59,0.0,0.66,0.22,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.02034467579407174,0.2954686075418076,0.004505300464586063,0.048488496918805524,-0.00028199068201484193,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.66_0.22_c59_0f459641.csv
h047_h042core_support_tail14_a0.66_0.32_c59_67b48af5,h042core_support_tail14_a0.66_0.32,h042_core_plus_posterior_tail,59,0.0,0.66,0.32,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.020662227308298104,0.2954686075418076,0.004575825987292185,0.048488496918805524,-0.00027899693378293536,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.66_0.32_c59_67b48af5.csv
h047_h042core_support_tail14_a0.66_0.44_c59_98737e9b,h042core_support_tail14_a0.66_0.44,h042_core_plus_posterior_tail,59,0.0,0.66,0.44,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.021043289125369753,0.2954686075418076,0.0046602959255493065,0.048488496918805524,-0.0002754393053973245,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.66_0.44_c59_98737e9b.csv
h047_h042core_support_tail14_a0.78_0.06_c59_c9eff006,h042core_support_tail14_a0.78_0.06,h042_core_plus_posterior_tail,59,0.0,0.78,0.06,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.023408604728177476,0.3491901725494082,0.005174482724067497,0.05640827282238181,-0.0003360376531110838,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.78_0.06_c59_c9eff006.csv
h047_h042core_support_tail14_a0.78_0.1_c59_63c1595c,h042core_support_tail14_a0.78_0.1,h042_core_plus_posterior_tail,59,0.0,0.78,0.1,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.023535625333868028,0.3491901725494082,0.0052027838550941785,0.05640827282238181,-0.0003350037808367104,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.78_0.1_c59_63c1595c.csv
h047_h042core_support_tail14_a0.78_0.14_c59_0414d146,h042core_support_tail14_a0.78_0.14,h042_core_plus_posterior_tail,59,0.0,0.78,0.14,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.023662645939558573,0.3491901725494082,0.005231066018737474,0.05640827282238181,-0.0003339651846023276,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.78_0.14_c59_0414d146.csv
h047_h042core_support_tail14_a0.78_0.22_c59_72277ea9,h042core_support_tail14_a0.78_0.22,h042_core_plus_posterior_tail,59,0.0,0.78,0.22,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.023916687150939676,0.3491901725494082,0.005287573080183641,0.05640827282238181,-0.00033187495211673887,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.78_0.22_c59_72277ea9.csv
h047_h042core_support_tail14_a0.78_0.32_c59_243b5529,h042core_support_tail14_a0.78_0.32,h042_core_plus_posterior_tail,59,0.0,0.78,0.32,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.02423423866516604,0.3491901725494082,0.005358098602889763,0.05640827282238181,-0.0003292404111962429,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.78_0.32_c59_243b5529.csv
h047_h042core_support_tail14_a0.78_0.44_c59_30499909,h042core_support_tail14_a0.78_0.44,h042_core_plus_posterior_tail,59,0.0,0.78,0.44,59,59,45,59,57,0.7627118644067796,0.5619047619047619,0.7402597402597403,0.6347735593220339,0.37492000000000003,37.451640000000005,-0.20253219173207002,0.5880945762711863,0.40257084745762717,0.4899934711864406,0.02461530048223769,0.3491901725494082,0.0054425685411468834,0.05640827282238181,-0.00032605185771741055,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.78_0.44_c59_30499909.csv
