candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,full_known_action_pred_delta_median,full_known_action_pred_delta_p10,full_known_action_pred_delta_p90,full_known_action_margin_vs_h012_median,full_known_action_margin_vs_h012_p10,full_known_action_margin_vs_h012_p90,full_known_action_support_better_than_h012,full_known_action_model_count,pre_h012_action_pred_delta_median,pre_h012_action_pred_delta_p10,pre_h012_action_pred_delta_p90,pre_h012_action_margin_vs_h012_median,pre_h012_action_margin_vs_h012_p10,pre_h012_action_margin_vs_h012_p90,pre_h012_action_support_better_than_h012,pre_h012_action_model_count,h042_pre_h024_score,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h042_score,full_known_cond_pred_delta_median,full_known_cond_pred_delta_p10,full_known_cond_pred_delta_p90,full_known_cond_margin_vs_h012_median,full_known_cond_margin_vs_h012_p10,full_known_cond_margin_vs_h012_p90,full_known_cond_support_better_than_h012,full_known_cond_model_count,pre_h042_cond_pred_delta_median,pre_h042_cond_pred_delta_p10,pre_h042_cond_pred_delta_p90,pre_h042_cond_margin_vs_h012_median,pre_h042_cond_margin_vs_h012_p10,pre_h042_cond_margin_vs_h012_p90,pre_h042_cond_support_better_than_h012,pre_h042_cond_model_count,h045_conditional_score,is_current_h043,h045_promotable
h047_h042core_support_tail22_a0.78_0.14_c67_4e7061b6,submission_h047_h042core_support_tail22_a0.78_0.14_c67_4e7061b6.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail22_a0.78_0.14_c67_4e7061b6.csv,h042core_support_tail22_a0.78_0.14,h042core_support_tail22_a0.78_0.14,2,67,67,0.005282846353596167,0.05640827282238181,0.02388761970937988,0.3491901725494082,-0.00019838576172280192,0.0009085801217721388,6.297246690797311e-06,-1.4339591052594603e-05,-0.00025086052322361666,-0.0004305879721712464,0.00012780666988999534,-0.0002698073081267346,-0.0006510460886888398,0.0002796243262134178,0.75,12,-0.00021021736197377773,-0.00038009819843575903,0.00010737638388334933,2.4758663793233646e-06,-0.0005960739507016232,0.0003115535812617901,0.5,12,1.2225190839694657,0.5742852776118613,0.5682135063263825,0.5986402560781426,0.0059802588767275955,8.917481925668769e-05,0.03050381488471975,0.0,12,0.5812142880888309,0.5375629749584966,0.5974527140372027,0.0006425196933034227,-0.1280126117987346,0.035234605596956355,0.25,12,-1.438992381098908,1.438992381098908,0.02147749822535684,0.8059701492537313,0.0,1.0005025445292621,-7.157862752663578e-05,-0.0006902435578564738,0.0022290478489388936,-0.00015766187435890464,-0.0006894538868573031,0.000840276218934537,0.5833333333333334,12,-0.00019815553412943273,-0.003786934420467789,0.0070201869008249505,-0.0002566494431771463,-0.00573836763334473,0.0068964422047562805,0.5833333333333334,12,1.7095833333333332,False,True
h047_h045_support_sieve_q0.35_a0.66_c49_85abd3ec,submission_h047_h045_support_sieve_q0.35_a0.66_c49_85abd3ec.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h045_support_sieve_q0.35_a0.66_c49_85abd3ec.csv,h045_support_sieve_q0.35_a0.66,h045_support_sieve_q0.35_a0.66,1,49,49,0.00428320130843117,0.048488496918805524,0.019513403292057255,0.2954686075418076,-0.00016462065483728344,0.0007684997780051585,2.2824699305032034e-07,-1.9394055744461894e-05,-0.00020346191642858606,-0.00032035319720948377,0.00017329127913797899,-0.00021415191363791542,-0.0005109299215719488,0.00021953886517977645,0.75,12,-0.00020160681809492688,-0.00027498597872003416,0.00021983055521600199,6.350831687981957e-06,-0.0004662270442485577,0.0002470151301503276,0.4166666666666667,12,1.2471692111959285,0.5743654363231206,0.5681899194762986,0.599157711095451,0.0060604175879869215,6.558796917279786e-05,0.03102126990202817,0.0,12,0.5811929627993222,0.537439053412401,0.5986623136624795,0.0005215437813576029,-0.12798228879435297,0.03649594248568381,0.25,12,-0.9191827938424937,0.9191827938424937,0.018758832527397826,0.7551020408163265,0.0,1.3763104325699747,-0.0001635194143702716,-0.0004559597867118103,0.0018909389303472344,-0.00017471843838673222,-0.0004607047452536976,0.0006167927920500177,0.5833333333333334,12,-0.0003999633752577213,-0.0036632200668725635,0.006797183519764765,-0.0004584572843054349,-0.005614653279749505,0.006673438823696095,0.5833333333333334,12,1.7125,False,True
h047_h045_support_sieve_q0.35_a0.92_c49_cf541aa2,submission_h047_h045_support_sieve_q0.35_a0.92_c49_cf541aa2.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h045_support_sieve_q0.35_a0.92_c49_cf541aa2.csv,h045_support_sieve_q0.35_a0.92,h045_support_sieve_q0.35_a0.92,1,49,49,0.005946931294773917,0.06530560317851364,0.027200501558625256,0.411865331724943,-0.0002050871209870608,0.0010729608496567104,9.480398738376397e-06,-1.5833477681395814e-05,-0.00017437281398121132,-0.00044862245817889665,0.00012862569425821114,-0.0002015357311057767,-0.000709999998545085,0.00027367791466903404,0.75,12,-0.00013972096865758152,-0.0003912233356607479,5.8932959145218596e-05,5.3114339024887096e-05,-0.0006473546539175493,0.0003237103317299107,0.4166666666666667,12,1.5025127226463104,0.574399905763548,0.5682288443853658,0.5991533468197939,0.006094887028414264,0.00010451287824004841,0.031016905626370984,0.0,12,0.5811950912160335,0.5376524396700118,0.5986675578881454,0.0007266533576869016,-0.12798219484477896,0.03649423930149782,0.25,12,-0.9158034854505517,0.9158034854505517,0.018689867050011258,0.7346938775510204,0.0,1.8189153944020355,-0.00011235299877168994,-0.000551313391080324,0.00240358814957615,-0.00014448110667158315,-0.0005755255925648158,0.0009218094344132897,0.5833333333333334,12,-0.0005493872726520495,-0.003443406024151722,0.00679742726946894,-0.0006078811816997631,-0.005394585648132071,0.00667368257340027,0.5833333333333334,12,1.7172916666666662,False,True
h047_h042core_support_tail8_a0.78_0.22_c53_8145722e,submission_h047_h042core_support_tail8_a0.78_0.22_c53_8145722e.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.22_c53_8145722e.csv,h042core_support_tail8_a0.78_0.22,h042core_support_tail8_a0.78_0.22,2,53,53,0.005235964458383839,0.05640827282238181,0.023689657863124474,0.3491901725494082,-0.0001974201708996853,0.0009167079065944463,6.199234698330606e-06,-1.4445132502009986e-05,-0.00020420929097534919,-0.000425564375776292,0.00011210973066631115,-0.00022235585976694734,-0.0006490424493894166,0.0002562045290987721,0.75,12,-0.00017521632476808456,-0.0003751526985170376,0.00010754996032015179,2.8381592791144362e-05,-0.0005939535274099899,0.00029492559702825986,0.4166666666666667,12,1.4244592875318065,0.5742831297320776,0.5682242057726302,0.5986929769175668,0.005978110996943842,9.987426550448487e-05,0.030556535724143942,0.0,12,0.5812491090117311,0.5375660310472695,0.5974491509555807,0.0006439079725592545,-0.12799332847187586,0.03522994471959143,0.25,12,-0.9673793637329258,0.9673793637329258,0.018252440825149548,0.7735849056603774,0.0,1.1088772264631044,-0.0001505569761449414,-0.0005302098029424286,0.002018640534563545,-0.00018516195310440495,-0.0005293317887145238,0.0007401343094487918,0.5833333333333334,12,-0.00028865039425802954,-0.00384389690959956,0.0071016160315876525,-0.0003471443033057431,-0.005795330122476502,0.0069778713355189825,0.5833333333333334,12,1.7441666666666666,False,True
h047_h042core_support_tail8_a0.78_0.06_c53_e38708ed,submission_h047_h042core_support_tail8_a0.78_0.06_c53_e38708ed.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.06_c53_e38708ed.csv,h042core_support_tail8_a0.78_0.06,h042core_support_tail8_a0.78_0.06,2,53,53,0.005160391561869418,0.05640827282238181,0.023346687649682424,0.3491901725494082,-0.00019669544005018795,0.0009075630798605738,6.5967421412209445e-06,-1.3213802584368399e-05,-0.00020753003984892368,-0.00042501024690199275,0.00010908542499442292,-0.00022496628044104804,-0.0006471821325023683,0.0002540821288300107,0.75,12,-0.00017885686063289549,-0.0003752416349965731,0.00010868326793431584,2.8070517234297758e-05,-0.0005924728474232755,0.000291445407127325,0.4166666666666667,12,1.44602417302799,0.5742787279181261,0.5682210801863208,0.5987196525213421,0.005973709182992393,9.674867919505781e-05,0.0305832113279192,0.0,12,0.5814196120420536,0.5375625312564745,0.5974625673023254,0.0006404565143190988,-0.12783802925920879,0.0352456541397717,0.25,12,-0.9731549668672572,0.9731549668672572,0.018361414469193534,0.7735849056603774,0.0,1.1378625954198474,-0.00015490220129757773,-0.0005230275120289892,0.0019842598276001355,-0.0001895071782570413,-0.0005221494978010844,0.0007269928711144244,0.5833333333333334,12,-0.00023429781822655992,-0.00384169374859911,0.007125129138628963,-0.0002927917272742735,-0.0057931269614760516,0.007001384442560293,0.5833333333333334,12,1.7460416666666667,False,True
h047_h042core_support_tail14_a0.92_0.14_c59_4f558796,submission_h047_h042core_support_tail14_a0.92_0.14_c59_4f558796.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail14_a0.92_0.14_c59_4f558796.csv,h042core_support_tail14_a0.92_0.14,h042core_support_tail14_a0.92_0.14,2,59,59,0.006139888155819265,0.06530560317851364,0.027829992522571182,0.411865331724943,-0.00021942186218826447,0.0010782411583876695,1.2671191528602229e-05,-1.0187678097405469e-05,-0.00021714565401788864,-0.0005021577136630569,0.0001472336710152163,-0.00023605666937653175,-0.0007636231758969581,0.00029526284414421646,0.75,12,-0.00016166427716549688,-0.0004453261674242197,1.5199179130680746e-05,4.555208660456198e-05,-0.000698619107673973,0.00034300663585360716,0.4166666666666667,12,1.5156806615776082,0.5742987985719086,0.5682413232762311,0.5986462304850605,0.0059937798367748485,0.00011699176910535681,0.030509789291637557,0.0,12,0.5812293086636033,0.5376822423662688,0.5974542848324365,0.000756226569466445,-0.12800399727113349,0.03523278380953931,0.25,12,-1.1284072168533223,1.1284072168533223,0.01912554604836139,0.7627118644067796,0.0,1.5746008269720102,-0.00012363236778275243,-0.0006437276684432636,0.0023591068989405714,-0.00015823734474221599,-0.0006428496542153588,0.0009376278209157621,0.5833333333333334,12,-0.0003044878807433966,-0.0036928859197080475,0.007079317166403432,-0.0003629817897911102,-0.005644319132584989,0.006955572470334762,0.5833333333333334,12,1.7610416666666668,False,True
h047_h042core_support_tail22_a0.92_0.14_c67_02f501ab,submission_h047_h042core_support_tail22_a0.92_0.14_c67_02f501ab.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail22_a0.92_0.14_c67_02f501ab.csv,h042core_support_tail22_a0.92_0.14,h042core_support_tail22_a0.92_0.14,2,67,67,0.006191668490677957,0.06530560317851364,0.028054966292392486,0.411865331724943,-0.0002201275207204913,0.001067735774968583,1.2546602715742417e-05,-1.0559514194979352e-05,-0.00024173823407667994,-0.0005086323328186981,0.00015507482305382415,-0.0002631616695571255,-0.0007662515348482885,0.00030893984957036197,0.75,12,-0.00018338757782943374,-0.0004516936904370928,1.3927721704268285e-05,2.9305650523667355e-05,-0.0007013948256000265,0.00035245438047220093,0.4166666666666667,12,1.4460241730279897,0.5743058149698039,0.5682371419494797,0.5986513103562437,0.006000796234670147,0.0001128104423539722,0.030514869162820903,0.0,12,0.5812557217163874,0.5376821817550287,0.5974579950296645,0.0007570210094956509,-0.12797774406654916,0.035236238608190244,0.25,12,-1.4229887117123083,1.4229887117123083,0.021238637488243402,0.7910447761194029,0.0,1.4828673664122136,-9.257446496531343e-05,-0.0007319497161473616,0.002492440740137052,-0.0001553917644644626,-0.0007310717019194569,0.0010008958815685954,0.5833333333333334,12,-0.00026497009855667303,-0.003657252355255363,0.007030407083846719,-0.0003234640076043866,-0.005608685568132304,0.006906662387778049,0.5833333333333334,12,1.7652083333333333,False,True
h047_h042core_support_tail8_a0.78_0.1_c53_52107f60,submission_h047_h042core_support_tail8_a0.78_0.1_c53_52107f60.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.1_c53_52107f60.csv,h042core_support_tail8_a0.78_0.1,h042core_support_tail8_a0.78_0.1,2,53,53,0.0051793052508902725,0.05640827282238181,0.02343243020304294,0.3491901725494082,-0.0001968917966405509,0.0009143418803363734,6.493108758892881e-06,-1.352881043643156e-05,-0.0002060165953303621,-0.00042344631101657226,0.0001102172283411746,-0.00022370202994635106,-0.0006472179354708496,0.00025486626823486723,0.75,12,-0.0001770820304273944,-0.00037344130678696564,0.00010880255201542463,2.9031796872099232e-05,-0.0005923109955464542,0.0002927952397721452,0.4166666666666667,12,1.4591921119592872,0.5742798347481259,0.5682218621933924,0.5987129111580896,0.005974816012992157,9.753068626664474e-05,0.0305764699646667,0.0,12,0.5813765181113213,0.537563352795094,0.5974591787407305,0.0006412694736780966,-0.12787728024294687,0.03524168392580584,0.25,12,-0.9714868179682083,0.9714868179682083,0.01832993996166431,0.7735849056603774,0.0,1.3712531806615778,-0.00015315645493156355,-0.0005231779901247111,0.001992729222801033,-0.0001877614318910271,-0.0005222999758968062,0.0007302376078157156,0.5833333333333334,12,-0.0002477528680272772,-0.003842867874443609,0.007120471639009088,-0.00030624677707499076,-0.00579430108732055,0.006996726942940418,0.5833333333333334,12,1.773541666666667,False,True
h047_h042core_support_tail8_a0.78_0.14_c53_247f9767,submission_h047_h042core_support_tail8_a0.78_0.14_c53_247f9767.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.78_0.14_c53_247f9767.csv,h042core_support_tail8_a0.78_0.14,h042core_support_tail8_a0.78_0.14,2,53,53,0.005198205338483379,0.05640827282238181,0.02351817275640345,0.3491901725494082,-0.00019707803105731294,0.0009154294214653372,6.392314704525463e-06,-1.3839031061491357e-05,-0.00020537116421736733,-0.0004240425005966301,0.00011087238217027555,-0.0002232198797836359,-0.0006477983075106107,0.00025532877886943903,0.75,12,-0.00017640513339767586,-0.00037389696263178133,0.00010841118678084097,2.8868988108335207e-05,-0.0005928239807440396,0.0002935365059313041,0.4166666666666667,12,1.44545165394402,0.5742809372899441,0.5682226437939247,0.5987062184552586,0.005975918554810389,9.831228679892946e-05,0.030569777261835684,0.0,12,0.581333738571854,0.5375642099577584,0.5974558133990917,0.0006421157200155458,-0.12791624503461263,0.03523774249278409,0.25,12,-0.9676843473879579,0.9676843473879579,0.018258195233735057,0.7735849056603774,0.0,1.1752131043257,-0.0001522553304699999,-0.0005254070491226394,0.0020012740029118274,-0.00018686030742946346,-0.0005245290348947346,0.0007334799604936655,0.5833333333333334,12,-0.00026146891464290476,-0.003843730016197821,0.007114651914539429,-0.00031996282369061834,-0.0057951632290747625,0.006990907218470759,0.5833333333333334,12,1.7747916666666668,False,True
h047_h042core_support_tail22_a0.78_0.1_c67_61100578,submission_h047_h042core_support_tail22_a0.78_0.1_c67_61100578.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail22_a0.78_0.1_c67_61100578.csv,h042core_support_tail22_a0.78_0.1,h042core_support_tail22_a0.78_0.1,2,67,67,0.005239782227424629,0.05640827282238181,0.023696320883740386,0.3491901725494082,-0.00019783969307736297,0.0009061555485360477,6.4217486914882065e-06,-1.38926344664113e-05,-0.0002515830088073989,-0.00042937926530829895,0.00012660438682203688,-0.0002703747640237786,-0.0006498545973215301,0.0002787478679269661,0.75,12,-0.00020962171689792915,-0.000379183975679517,0.00010819024531965514,3.071511455171941e-06,-0.0005950248517320993,0.00031066793858551686,0.5,12,1.2431297709923663,0.5742855311860098,0.5682124291940361,0.5986653402529919,0.005980512450875997,8.809768691036002e-05,0.030528899059569025,0.0,12,0.5812900293740463,0.537561624136368,0.5974569208412868,0.0006411659870514952,-0.12794710429018935,0.035239381575315705,0.25,12,-1.4427948516791582,1.4427948516791582,0.021534251517599384,0.8059701492537313,0.0,0.8866746183206106,-6.970674910749229e-05,-0.0006809787267083072,0.0022117392868085425,-0.00015578999593976114,-0.0006801890557091365,0.0008337934841569581,0.5833333333333334,12,-0.0001711464008193218,-0.0037842568119226564,0.007035471443815229,-0.00022964030986703538,-0.005735690024799597,0.006911726747746559,0.5833333333333334,12,1.7766666666666668,False,True
h047_h042core_support_tail22_a0.92_0.1_c67_d6590517,submission_h047_h042core_support_tail22_a0.92_0.1_c67_d6590517.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail22_a0.92_0.1_c67_d6590517.csv,h042core_support_tail22_a0.92_0.1,h042core_support_tail22_a0.92_0.1,2,67,67,0.006148604364506418,0.06530560317851364,0.027863667466752996,0.411865331724943,-0.00021958145207505238,0.0010697564008815945,1.2671104716433314e-05,-1.0112557608796052e-05,-0.00024178921173855297,-0.0005057334704516362,0.00015401307924363958,-0.0002631293516091376,-0.000764634045395301,0.0003083149866117868,0.75,12,-0.00018190974263859305,-0.0004490143934421915,1.5140966404689924e-05,3.078348571450805e-05,-0.0006998178871699558,0.00035151991785704347,0.4166666666666667,12,1.4689249363867685,0.5743059048585287,0.5682360650598961,0.5986727384068663,0.0060008861233949995,0.00011173355277028786,0.03053629721344342,0.0,12,0.5813203967966026,0.5376808653488012,0.5974615794204691,0.000755699497143214,-0.1279218026834381,0.03524032109368054,0.25,12,-1.4267911822925587,1.4267911822925587,0.021295390780485948,0.7910447761194029,0.0,1.6368050254452924,-9.061946723967762e-05,-0.0007222091573749777,0.002477014558638877,-0.00015565847281553621,-0.0007213311431470728,0.0009950034692525053,0.5833333333333334,12,-0.00024139258557430345,-0.003654739682972938,0.007043707993983926,-0.00029988649462201703,-0.005606172895849879,0.006919963297915256,0.5833333333333334,12,1.7912500000000002,False,True
h047_h042core_support_tail22_a0.58_0.22_c67_a00a422f,submission_h047_h042core_support_tail22_a0.58_0.22_c67_a00a422f.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail22_a0.58_0.22_c67_a00a422f.csv,h042core_support_tail22_a0.58_0.22,h042core_support_tail22_a0.58_0.22,2,67,67,0.004063493258303013,0.04305671614590323,0.018316865099212296,0.25965423087007267,-0.00016129246216001458,0.0006788910506143897,-2.518978566519028e-07,-1.745962792645179e-05,-0.0002426121759864716,-0.0003326560770534729,0.00019656789320554715,-0.0002479938072021456,-0.0004889419359959715,0.00022936202447620342,0.8333333333333334,12,-0.00022977798278498232,-0.00028218229657534703,0.00023907681183051534,-3.4725358530076494e-05,-0.00044788474573228263,0.0002676232593987594,0.5833333333333334,12,0.8362277353689568,0.5742540244087131,0.5681813611274295,0.5985493115063221,0.005949005673579422,5.702962030372794e-05,0.03041287031289921,0.08333333333333333,12,0.5809286401078455,0.5373954623983325,0.5974323476856436,0.0004815838903884928,-0.12825835033487756,0.03521793364219166,0.25,12,-1.434000735275932,1.434000735275932,0.021402996048894507,0.8208955223880597,0.0,1.6258062977099232,-4.61516712735241e-05,-0.0006391315480569322,0.001901798193773985,-0.00013223491810579295,-0.0006437941798020603,0.0006280451793563623,0.5833333333333334,12,-0.00018188511262948962,-0.003973199896120172,0.00695100774152752,-0.0002403790216772032,-0.005924633108997114,0.00682726304545885,0.5833333333333334,12,1.7929166666666667,False,True
h047_h042core_support_tail22_a0.92_0.06_c67_b71a9534,submission_h047_h042core_support_tail22_a0.92_0.06_c67_b71a9534.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail22_a0.92_0.06_c67_b71a9534.csv,h042core_support_tail22_a0.92_0.06,h042core_support_tail22_a0.92_0.06,2,67,67,0.006105511305093625,0.06530560317851364,0.027672368641113495,0.411865331724943,-0.0002190142232349215,0.0010674426476645635,1.2801208299436642e-05,-9.65579136049918e-06,-0.00024249916139925005,-0.0005044746769228777,0.00015256023437369278,-0.00026368534755418643,-0.000763430174538482,0.0003074458266923789,0.75,12,-0.00018128083619854424,-0.00044804809034329815,1.5966218514507628e-05,3.141239215455685e-05,-0.0006987536170375086,0.0003501231134100752,0.4166666666666667,12,1.4904898218829516,0.5743053320293432,0.5682358514932823,0.5986944623202085,0.0060003132942094695,0.00011151998615649417,0.030558021126785597,0.0,12,0.5813859674161701,0.5376798254100434,0.5974652073751875,0.000754503742441015,-0.1278650871601719,0.03524445969618585,0.25,12,-1.4268757741990474,1.4268757741990474,0.02129665334625444,0.7910447761194029,0.0,1.4876001908396945,-8.884501653627554e-05,-0.0007139942839189051,0.0024616272696436287,-0.00015657240555492884,-0.0007131162696910003,0.00098912664397635,0.5833333333333334,12,-0.00021777688245758816,-0.0036516144237821457,0.007055919408176547,-0.00027627079150530174,-0.0056030476366590865,0.006932174712107877,0.5833333333333334,12,1.816875,False,True
h047_h042core_support_tail22_a0.66_0.14_c67_4fd3014c,submission_h047_h042core_support_tail22_a0.66_0.14_c67_4fd3014c.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail22_a0.66_0.14_c67_4fd3014c.csv,h042core_support_tail22_a0.66_0.14,h042core_support_tail22_a0.66_0.14,2,67,67,0.004500573737998588,0.048488496918805524,0.020315608352511946,0.2954686075418076,-0.0001765140972556032,0.0007725367065235884,2.1354224649586034e-06,-1.6140527473773144e-05,-0.0002563977737246913,-0.0003666555188240987,0.00013980018902922336,-0.00026201208274403455,-0.0005519922174188863,0.0002494415365532473,0.75,12,-0.00022163086474813552,-0.00031734270250627936,0.00018772441778163552,-1.8747665659595535e-05,-0.0005054451733255648,0.00028444491613616055,0.5,12,1.0379770992366413,0.5742673510417249,0.5681930082570985,0.5986263480755982,0.0059623323065912115,6.867674997277363e-05,0.030489906882175368,0.08333333333333333,12,0.5811656951654037,0.5374606252251116,0.5974473669880375,0.000544148179203674,-0.12805385449852003,0.0352323403249604,0.25,12,-1.4371994533030723,1.4371994533030723,0.021450738109001083,0.8208955223880597,0.0,0.850965330788804,-5.360106093140783e-05,-0.0006549152055316948,0.0020054725516243338,-0.00013968430776367668,-0.0006557305455297038,0.0007032115432237343,0.5833333333333334,12,-0.0001450921842283074,-0.0038983911632784183,0.007008882326671101,-0.00020358609327602098,-0.0058498243761553595,0.006885137630602431,0.5833333333333334,12,1.8506250000000004,False,True
h047_h042core_support_tail22_a0.78_0.06_c67_11b89d6f,submission_h047_h042core_support_tail22_a0.78_0.06_c67_11b89d6f.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail22_a0.78_0.06_c67_11b89d6f.csv,h042core_support_tail22_a0.78_0.06,h042core_support_tail22_a0.78_0.06,2,67,67,0.0051966891680118345,0.05640827282238181,0.023505022058100886,0.3491901725494082,-0.00019727246423723214,0.0009054512904164466,6.551852274491537e-06,-1.3435868218114432e-05,-0.0002520226751341146,-0.0004275085088715798,0.00012554797508355524,-0.0002706864497445281,-0.0006484964832446858,0.0002779698043641349,0.75,12,-0.00020867339154829675,-0.00037757858347833,0.00010916010409028628,4.01983680480434e-06,-0.0005937694641726272,0.00030989473576546484,0.5,12,1.271564885496183,0.5742851272051105,0.5682122154654182,0.5986908322547156,0.005980108469976764,8.788395829247842e-05,0.030554391061292763,0.0,12,0.5813670051065798,0.5375605612306823,0.5974611896271286,0.0006399487482408039,-0.1278805296770289,0.035244234906567355,0.25,12,-1.4428794435856476,1.4428794435856476,0.021535514083367874,0.8059701492537313,0.0,0.7512786259541986,-6.7690197535465e-05,-0.0006709759626821009,0.002194492247828012,-0.00015377344436773386,-0.0006701862916829302,0.0008274065873219687,0.5833333333333334,12,-0.00014359171983327652,-0.003780437827485753,0.0070502372569318465,-0.0002020856288809901,-0.005731871040362694,0.0069264925608631765,0.5833333333333334,12,1.8564583333333333,False,True
h047_h043_support_sieve_q0.55_a0.92_c47_0254e43d,submission_h047_h043_support_sieve_q0.55_a0.92_c47_0254e43d.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h043_support_sieve_q0.55_a0.92_c47_0254e43d.csv,h043_support_sieve_q0.55_a0.92,h043_support_sieve_q0.55_a0.92,1,47,47,0.005829786894828443,0.06530560317851364,0.026579955147079636,0.411865331724943,-0.00020539336637538812,0.0010467490030721816,9.653785151403917e-06,-1.161616519690211e-05,-0.0001708959870933861,-0.0004491497053343554,0.00011976054151776472,-0.0002012109905494162,-0.0007062492500860917,0.00026596258623264745,0.75,12,-0.0001417600046036277,-0.0003938254928350208,6.09923406827652e-05,5.427694492017923e-05,-0.0006445918718533916,0.0003140686528665039,0.4166666666666667,12,1.5103371501272265,0.5743918714548741,0.5682254185538552,0.5992032645283984,0.006086852719740354,0.00010108704672949776,0.03106682333497557,0.0,12,0.5811345901523008,0.5376447170075067,0.5987033905841006,0.0007189135201932095,-0.12805944769102162,0.036535938817855544,0.25,12,-0.8676927578279862,0.8676927578279862,0.018461548038893327,0.7446808510638298,0.0,1.5337643129770993,-0.00011841317727191106,-0.0004852562831242543,0.0023497863925798436,-0.0001219739116275105,-0.0005743720135361197,0.0008954010487002332,0.5833333333333334,12,-0.00048461615945208196,-0.0034438407856869383,0.006892654719397718,-0.0005431100684997955,-0.0053950204096672874,0.006768910023329048,0.5833333333333334,12,1.8641666666666667,False,True
h047_h043_support_sieve_q0.55_a0.78_c47_aa67a376,submission_h047_h043_support_sieve_q0.55_a0.78_c47_aa67a376.csv,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h043_support_sieve_q0.55_a0.78_c47_aa67a376.csv,h043_support_sieve_q0.55_a0.78,h043_support_sieve_q0.55_a0.78,1,47,47,0.004953315980804038,0.05640827282238181,0.022535179363828383,0.3491901725494082,-0.0001851328465190668,0.0008863139854802858,4.048961872076944e-06,-1.4847963433264405e-05,-0.0001903078052830163,-0.0003808108398642847,9.614539712508394e-05,-0.00020743753252659876,-0.0005998062568784943,0.0002374552702733566,0.75,12,-0.00017426268694045125,-0.0003316347037949871,0.00014713595843874217,2.8489069648881746e-05,-0.000547689794673745,0.00027373640863380297,0.4166666666666667,12,1.4007951653944022,0.5743739052926166,0.5682053370196312,0.599205544012492,0.006068886557482833,8.100551250536104e-05,0.03106910281906917,0.0,12,0.5811333730384052,0.537531154831442,0.5987006325815805,0.0006098017377246245,-0.1280595569901221,0.036536849635470964,0.25,12,-0.8859505150314737,0.8859505150314737,0.018850010958116458,0.7659574468085106,0.0,1.4062945292620865,-0.00013877033354372896,-0.0004303768418199695,0.0020769147972416174,-0.0001386562986992945,-0.0005016401375493989,0.0007331177347772182,0.5833333333333334,12,-0.0004041241796654072,-0.00356654265016014,0.00689344855182133,-0.00046261808871312076,-0.0055179758630370815,0.00676970385575266,0.5833333333333334,12,1.8791666666666669,False,True
