q_source,row_prior,subset_size,label_mode,particles,best_mae,median_mae,best_spearman,lofo_mae,lofo_max_abs
posterior_vector_mid,h041_transition_exception_sharp,230,sample,18,0.00041673272999572425,0.002134379946760601,0.9428571428558442,0.00023788263993181004,0.0008963597870175512
h012posterior,h041_memory_disagree_public,75,sample,18,0.0005410793216941024,0.002776032366742282,0.8962406015025249,0.00023905925063710513,0.0014143785577801962
h041_route_private_tempered_q,h041_transition_exception,190,sample,18,0.0005766362948596824,0.0017075992109640875,0.9563909774422916,0.0002412831726749471,0.0017776946515950867
h041_route_transition_q,h041_transition_exception_sharp,75,temperature_sample,12,0.0007706553683362349,0.0017646192521439824,0.9518796992468093,0.000243157075397123,0.002030209806155302
h041_route_public_hardmix,h041_reliable_transition,55,sample,18,0.0009611838113430861,0.0026570120270474618,0.9593984962392802,0.00024335279886466884,0.0009040851577406233
h012,h041_uncertain_public,95,sample,18,0.0008498005769275802,0.0025410808195657983,0.9413533834573499,0.0002440057182747265,0.0010945590706564357
h041_route_transition_q,h041_memory_disagree_public,230,sample,18,0.00043104415297162994,0.0015404099217144144,0.9729323308257276,0.0002440205684876206,0.0006039742313633991
h012posterior,h041_public_route,190,sample,18,0.0005619233110284247,0.002169375712817048,0.9744360902242218,0.00024524935655406075,0.0010992014444314475
posterior_vector_mid,h041_public_x_transition,230,sample,18,0.000514573681743549,0.0011516831379263777,0.9578947368407859,0.0002466091894245881,0.0005853772689832521
h041_route_private_tempered_q,h041_uncertain_public,125,sample,18,0.00045880127311212217,0.0029408044098800205,0.948872180449821,0.00024809805583979517,0.0008564998904565749
h041_route_transition_q,h041_transition_exception_sharp,230,temperature_sample,12,0.00047697725777637036,0.0021894183286437557,0.9142857142844552,0.0002483353363303206,0.001295867985879877
h012posterior,h041_public_route_sharp,155,sample,18,0.00048780819334363283,0.0016128958715161312,0.9503759398483151,0.0002490222401478915,0.0017127018961854736
h041_route_public_hardmix,uniform,125,sample,18,0.0005393528291088094,0.0021143231985708316,0.9714285714272336,0.0002500359738752592,0.001464261171602265
h041_route_public_hardmix,h041_reliable_transition,155,sample,18,0.0006378448639074879,0.0017825392354516522,0.9278195488709026,0.00025156443601461864,0.0006814669821363032
h041_route_public_hardmix,h041_public_route,190,sample,18,0.0003896468816271535,0.0012037259024777962,0.9548872180437976,0.00025174201878234656,0.0016362321970165346
h041_e247_phase_q,h041_private_inverse,155,sample,18,0.0007492161448952055,0.0013796443694895925,0.9428571428558442,0.000251799350491648,0.0015316714332102854
posterior_vector_mid,h041_private_inverse,95,temperature_sample,12,0.001192863044941502,0.002211207472170952,0.9563909774422918,0.00025204757218964216,0.0012569737149695434
h012posterior,h041_public_route_sharp,230,sample,18,0.00045252788271261626,0.0011321868490969363,0.9774436090212103,0.00025389362344494366,0.0007904633084923549
h041_route_public_q,h041_public_route_sharp,75,temperature_sample,12,0.0009493437108641495,0.0033371753913941406,0.9082706766904783,0.00025523696000425355,0.0010636304284023755
h041_route_transition_q,h041_reliable_transition,155,sample,18,0.00047771023866786103,0.0014652220743636062,0.9172932330814436,0.00025554868160417943,0.0017146628533297858
h012posterior,h041_support_public,75,sample,18,0.0008109878498286747,0.0026122305848273906,0.947368421051327,0.00025604457523235364,0.0014847292703523123
h041_route_public_q,h041_memory_disagree_public,125,sample,18,0.0006631578631722347,0.0020365980665678256,0.94135338345735,0.0002564306653182288,0.001100792309303926
h012posterior,h041_support_public,95,sample,18,0.0006913766538536563,0.0021987319348991804,0.9293233082693968,0.0002581203146360428,0.0006151652643471249
h041_route_public_q,h041_private_inverse,125,sample,18,0.0008745407952427528,0.0021013156569858592,0.9398496240588562,0.0002584487949440264,0.0011474671369059494
h012posterior,h041_private_inverse,155,sample,18,0.0005599931373024475,0.0019374189014447914,0.8751879699236065,0.0002585082072370907,0.0013325547309601463
h041_route_public_hardmix,h041_private_inverse,55,sample,18,0.0006742344240640426,0.0029795235583766886,0.8827067669160775,0.00025860266260606884,0.0010779073188607116
posterior_vector_mid,h041_world_public_prior,190,sample,18,0.0008645409289517111,0.001665108437426766,0.9263157894724086,0.0002590115319323385,0.0012644949553234034
h041_route_transition_q,h041_public_x_transition,230,sample,18,0.000528413154359305,0.0011628592828194758,0.9263157894724086,0.00025931862514847446,0.0013796798361461748
h041_route_public_hardmix,h041_support_public,230,sample,18,0.0006519717405394584,0.0017436116208552975,0.966917293231751,0.000260761359254321,0.0010976911375165863
h041_e247_phase_q,h041_public_x_transition,125,temperature_sample,12,0.0007016877213311134,0.0031038991898338936,0.9428571428558443,0.00026287886395790514,0.0010597360555541276
posterior_vector_mid,h041_reliable_transition,125,sample,18,0.0007701727625107067,0.0012529099033797924,0.9398496240588559,0.00026288407235710047,0.0007894904055860321
h041_route_transition_q,h041_transition_exception_sharp,190,sample,18,0.0007703725975455285,0.001410206295969739,0.9518796992468093,0.00026318479083489905,0.001012202199376198
h041_route_transition_q,h041_memory_disagree_public,75,temperature_sample,12,0.0007434819712419804,0.0029414723790839757,0.8872180451115599,0.00026354548314368815,0.0013602950318544436
h041_route_public_hardmix,h041_public_x_transition,155,sample,18,0.0004994792266418372,0.002578009987876254,0.9368421052618674,0.00026388114146012827,0.0009737171321349998
h041_route_public_q,h041_reliable_transition,155,sample,18,0.0005709237258344018,0.0019375434925182227,0.9879699248106695,0.00026392404773567903,0.002244180134380446
h012posterior,h041_memory_disagree_public,55,sample,18,0.0008813906152053961,0.0031565874523483955,0.9082706766904783,0.0002648784327013161,0.0008421549633556742
posterior_vector_mid,h041_reliable_transition,230,sample,18,0.0004921188565515115,0.0014944205815185317,0.9654135338332569,0.0002673959802591337,0.0022696116675130548
h041_route_transition_q,h041_public_x_transition,155,sample,18,0.0006366767460919305,0.0015183445796588906,0.9518796992468095,0.00026816225267954543,0.0012099823018340648
h041_e247_phase_q,h041_reliable_transition,190,sample,18,0.0006606691143429069,0.002288278622201263,0.968421052630245,0.0002689986202062733,0.0007951314853381075
h041_route_transition_q,uniform,125,sample,18,0.0007550399828848896,0.0016062605625099674,0.938345864660362,0.0002690451632066742,0.001265646443877902
h012posterior,uniform,155,sample,18,0.0005683561919491589,0.0014265973049094895,0.9624060150362688,0.00026905998098557856,0.0018191589409140303
h041_route_public_hardmix,h041_public_not_private,125,sample,18,0.0004701791270011062,0.0013748047011632029,0.9127819548859609,0.00027053228259650607,0.0007390710086394754
posterior_vector_mid,h041_support_public,155,sample,18,0.0008047267844275609,0.0018091636813546631,0.966917293231751,0.0002708566620809763,0.001067568659559327
h041_route_public_hardmix,h041_public_route,125,sample,18,0.0006400236556208728,0.0016140490299278913,0.9774436090212103,0.00027118843643753326,0.0011479840985785406
h012posterior,h041_uncertain_public,155,sample,18,0.00048495995269486785,0.0013989967053623098,0.957894736840786,0.0002725605913706424,0.0005950177768854863
h041_route_transition_q,h041_uncertain_public,125,sample,18,0.0006409164105349554,0.002135003219997907,0.8977443609010193,0.00027264715115787235,0.00140713223133275
h012posterior,h041_world_public_prior,55,sample,18,0.0009657551787600459,0.0036862624152451855,0.932330827066385,0.00027411531381334766,0.0011100311868055303
h012,h041_public_route,75,sample,18,0.0007259575207216685,0.0036982215628803307,0.9172932330814433,0.00027459622945058304,0.002046470698819962
h041_e247_phase_q,h041_public_not_private,190,sample,18,0.0006029765307661411,0.0015152304246234835,0.9789473684197043,0.0002762774838148593,0.001743125699557051
h041_route_public_q,h041_memory_disagree_public,75,sample,18,0.0006794430460407684,0.00344390127920335,0.9443609022543382,0.0002780944484111404,0.0016051416558965134
posterior_vector_mid,h041_private_inverse,155,temperature_sample,12,0.00048340832808197647,0.001270436705209845,0.9398496240588559,0.00027927969825944203,0.0013174699763883746
h012posterior,h041_private_inverse,230,sample,18,0.0005343099062271873,0.001709270394164842,0.9338345864648792,0.0002803185840853665,0.0006336322930390846
h041_route_public_hardmix,h041_private_inverse,155,sample,18,0.0006134256017512345,0.001768067000418187,0.9684210526302451,0.00028044780525066906,0.0012202539829829773
h012,h041_public_route_sharp,95,sample,18,0.0006366395555769545,0.003071774372617125,0.9684210526302452,0.00028212026677650363,0.0010217996017454715
h041_e247_phase_q,h041_public_route,190,sample,18,0.0008911360204839544,0.0028279551936043514,0.9654135338332569,0.0002821910517054351,0.001032319072020272
h012posterior,h041_support_public,155,sample,18,0.00042302829138188687,0.0015540670764729995,0.9654135338332569,0.0002822806004518924,0.0008064726140529152
posterior_vector_mid,h041_public_route,55,sample,18,0.0008209947112353927,0.003907396290259177,0.9022556390965016,0.00028272385329275354,0.0017100453093322806
h012posterior,h041_public_route,125,temperature_sample,12,0.0009205958907162672,0.0026118458841340787,0.9278195488709026,0.0002839062510992782,0.0008736795407279403
h041_route_public_hardmix,uniform,55,sample,18,0.0008990259279196948,0.0031231709770891203,0.9443609022543384,0.0002853015035924135,0.0008330796200521403
posterior_vector_mid,h041_world_public_prior,95,sample,18,0.0006753553628575213,0.0023231990390425446,0.9338345864648795,0.0002857400130221319,0.000872600811800817
h012,h041_public_route_sharp,75,sample,18,0.0006981185077586953,0.0027842319267205456,0.9187969924799375,0.00028582408259408745,0.0008582109941856712
h041_route_public_q,h041_public_route,155,sample,18,0.0005404965614716194,0.002256725318014811,0.9503759398483151,0.0002861462088818127,0.0011328569592337148
h041_route_public_hardmix,h041_transition_exception_sharp,95,sample,18,0.0010977162009803108,0.0022088939311756734,0.9233082706754201,0.00028642171421881915,0.000980998102856805
h041_route_public_hardmix,h041_world_public_prior,230,sample,18,0.0004346629539013672,0.0011729280179860362,0.9323308270663851,0.00028660695361604866,0.0006442530048678223
posterior_vector_mid,h041_memory_disagree_public,155,temperature_sample,12,0.0004391664657400941,0.0024542055542419576,0.9503759398483151,0.000287104841533476,0.0016795480636155012
h012posterior,h041_reliable_transition,230,sample,18,0.0006692427768789797,0.001264729752127609,0.9909774436076577,0.0002871781600594955,0.0011702795847408614
h012posterior,h041_public_x_transition,230,sample,18,0.0004921857404730152,0.0017650272054087,0.9338345864648794,0.0002872919580828996,0.0011044496629636878
posterior_vector_mid,h041_world_public_prior,125,sample,18,0.0006487908377348281,0.0021062940965924522,0.9443609022543386,0.00028801954919474977,0.0006219342093945722
h041_route_public_q,h041_transition_exception,190,sample,18,0.0005445671207503649,0.001509694071585395,0.9187969924799375,0.0002881268019249767,0.001002742365475779
h012posterior,h041_transition_exception_sharp,95,sample,18,0.00066031309909695,0.001833267334048563,0.9067669172919841,0.00028866505044801633,0.0011903974638097312
h041_route_transition_q,h041_reliable_transition,95,sample,18,0.0007098983430859345,0.002287483877819683,0.9142857142844552,0.00028881073468242316,0.0019412525026186265
h041_route_public_hardmix,h041_uncertain_public,230,sample,18,0.0004667987808836541,0.001607396753077423,0.9654135338332567,0.000289022964720052,0.0010903141296394886
h041_route_private_tempered_q,h041_world_public_prior,55,sample,18,0.0014587373558948478,0.004347365806812208,0.9067669172919843,0.00028918706164302716,0.0012399887692542914
h041_route_transition_q,h041_private_inverse,125,sample,18,0.0006792593727689223,0.0025886347109363994,0.9413533834573502,0.0002894056588048454,0.0008561793614681734
h041_route_public_hardmix,h041_transition_exception,155,sample,18,0.0008571797219917111,0.00196673191139102,0.9383458646603617,0.0002897718846444455,0.0012043203336828921
posterior_vector_mid,h041_transition_exception,95,temperature_sample,12,0.0004821299807444716,0.0028602581677023226,0.8827067669160777,0.00029007832996282544,0.0011508726230782043
h012,h041_uncertain_public,155,sample,18,0.0005975869303913639,0.0017867658173055135,0.9654135338332568,0.00029025634753497055,0.000651421815291247
h041_route_transition_q,h041_public_x_transition,125,sample,18,0.0006100975196499353,0.0017876769755293283,0.9609022556377743,0.00029051251552635775,0.0012518644867586023
h012posterior,h041_reliable_transition,125,sample,18,0.0006384619721695455,0.0023745817272097583,0.9533834586453034,0.0002915786952569002,0.001088846384234489
h041_route_public_q,h041_transition_exception_sharp,125,sample,18,0.0006160996280979191,0.0018705379252885383,0.9383458646603617,0.0002925912387260563,0.0010743811599109605
h041_route_public_hardmix,h041_public_route,95,sample,18,0.0006931482263758566,0.0020630211958823862,0.9699248120287393,0.00029267893667549156,0.0018892877809313698
h041_route_public_hardmix,h041_private_inverse,190,sample,18,0.0005624700629352976,0.0012682238292968551,0.950375939848315,0.0002942835466365418,0.00138255286542595
posterior_vector_mid,h041_reliable_transition,190,sample,18,0.000374443461007784,0.0014735686989705388,0.966917293231751,0.00029439925386210065,0.0020418832129312694
h012posterior,h041_world_public_prior,125,sample,18,0.0007656786199038004,0.00233823804894923,0.8977443609010193,0.0002944346271879352,0.0006768915541979191
h041_e247_phase_q,h041_public_route,125,sample,18,0.00044224176051417107,0.0016884653286204287,0.9714285714272336,0.00029444627449976853,0.0011505107306321646
h041_route_public_q,h041_support_public,75,sample,18,0.0008419144235669293,0.0026193874798100883,0.8902255639085481,0.0002951483447262824,0.0010262401444467405
posterior_vector_mid,h041_private_inverse,230,sample,18,0.0003098403362170817,0.0014313541906488547,0.9684210526302451,0.0002955146394927121,0.0012532608876732812
h041_route_transition_q,h041_uncertain_public,230,sample,18,0.0007086415477184825,0.002121756354447505,0.9804511278181987,0.0002958504854211646,0.0007017689112981916
h041_route_transition_q,h041_transition_exception,75,temperature_sample,12,0.0006790632678487947,0.003897541340997003,0.8526315789461942,0.00029620952516419866,0.0022623336042784693
h041_e247_phase_q,uniform,75,sample,18,0.0009190406980361644,0.0019374043474618366,0.9368421052618676,0.00029629199302024856,0.0019042382947330565
h041_route_transition_q,h041_public_route,155,sample,18,0.0005703665186098658,0.001862531422130425,0.9278195488709027,0.0002986416235795342,0.0007079454730415762
posterior_vector_mid,h041_support_public,95,sample,18,0.0008275991599290932,0.0022678582561501516,0.9157894736829492,0.0002987058904532434,0.000793606623249031
h041_route_public_q,h041_support_public,230,sample,18,0.00042189169644709463,0.0013922503487112776,0.9624060150362684,0.00029897310231646266,0.0011258808209665318
h041_route_transition_q,h041_private_inverse,95,sample,18,0.0006888052888456553,0.0016344435285125265,0.9067669172919842,0.0002994899157630288,0.0018384005989984537
h041_e247_phase_q,uniform,155,sample,18,0.0005733701671640486,0.0017408115453424046,0.9368421052618676,0.00029957887871138767,0.0007457140311572935
h012posterior,h041_transition_exception,230,sample,18,0.0005961856313676244,0.0017818482013543958,0.9729323308257277,0.00029979388383204674,0.0009106662605613929
posterior_vector_mid,h041_transition_exception_sharp,95,sample,18,0.0012706965862126847,0.0025702377152613323,0.9488721804498207,0.0003001691239787497,0.0011635398803769032
h041_route_public_hardmix,h041_public_not_private,155,sample,18,0.0008639699996292379,0.0016736289117102766,0.9699248120287395,0.0003033219019327609,0.0010186918221591814
h041_route_public_hardmix,h041_transition_exception_sharp,155,sample,18,0.0006108600588910205,0.0019058898553999592,0.9248120300739145,0.0003033720530917695,0.001581575275048529
h041_route_transition_q,h041_public_route,190,sample,18,0.0005227006068032204,0.001702220945475218,0.9413533834573502,0.0003074745562621298,0.000921494438805898
h041_e247_phase_q,h041_transition_exception,230,sample,18,0.0005565139179615289,0.0017980497722951696,0.9518796992468094,0.00030757666479209946,0.0011324726198183865
h041_e247_phase_q,h041_transition_exception_sharp,155,temperature_sample,12,0.0005624219028640868,0.0031406717192852896,0.9458646616528328,0.00030797229501822035,0.0015600325714007369
h012posterior,h041_public_not_private,230,sample,18,0.0005280299944511754,0.0012807520565082946,0.947368421051327,0.0003095585295872255,0.0012448957872152975
h041_route_public_q,uniform,190,sample,18,0.0004778370656142678,0.001516297002342665,0.9593984962392801,0.00030957489855390735,0.0009088220127051183
h012posterior,h041_reliable_transition,190,sample,18,0.0009273006655145261,0.0023053770862649127,0.9458646616528326,0.0003098373373013281,0.0011307212923766553
h012posterior,h041_uncertain_public,75,sample,18,0.0009464928916581537,0.0025457059943596355,0.9834586466151868,0.0003103578127637483,0.0011660371532164326
h041_route_public_q,h041_public_route_sharp,95,sample,18,0.000583661815555102,0.0033977723834441396,0.9203007518784319,0.0003107291132635675,0.0011858723779789356
h041_route_public_q,h041_uncertain_public,155,sample,18,0.000703512470654552,0.0014813354853780115,0.9699248120287393,0.0003111790992553965,0.0007568786588372685
h041_route_public_hardmix,h041_memory_disagree_public,125,temperature_sample,12,0.0008637771267816028,0.0031817623650626887,0.9142857142844552,0.0003112864732638127,0.0008541314612684342
h041_route_public_q,h041_private_inverse,95,temperature_sample,12,0.0007314052537757382,0.003760681022963267,0.9172932330814434,0.0003122312515557712,0.0017399163055840852
h012,h041_public_route_sharp,125,sample,18,0.0005926905202009149,0.0019301768103820558,0.9127819548859609,0.0003123946616731592,0.0014259065632844133
h041_route_transition_q,h041_world_public_prior,125,sample,18,0.0006842881872911159,0.0020863345080319763,0.9142857142844552,0.0003124009780911422,0.0015671833728034441
h041_route_public_q,h041_reliable_transition,125,sample,18,0.00040646615424353317,0.0016555458399866822,0.9518796992468093,0.00031404302354379925,0.0012417050954793753
h041_e247_phase_q,h041_transition_exception_sharp,125,sample,18,0.0009351688730748736,0.002660386884351938,0.939849624058856,0.00031430210281919047,0.0019470281234008641
h041_route_public_q,h041_transition_exception_sharp,190,sample,18,0.0004401703967362253,0.0017163518234933673,0.9593984962392802,0.00031462929960019104,0.0008353056527213056
h012posterior,h041_support_public,190,sample,18,0.0006746618210145105,0.00137870705418457,0.9368421052618676,0.0003149638138148941,0.0008805063598810951
h041_route_public_q,h041_uncertain_public,95,sample,18,0.0005631634028158244,0.0019770417680027913,0.9353383458633736,0.00031537274966167054,0.002079568476218851
posterior_vector_mid,h041_transition_exception,75,sample,18,0.0007428961061091614,0.002159494733441549,0.9172932330814434,0.00031616975051949967,0.0010988854903640783
h041_route_public_hardmix,h041_public_route,155,sample,18,0.0006178407793045891,0.002514705647429953,0.9548872180437976,0.00031649767913564757,0.0005838305182311668
h041_route_public_hardmix,h041_public_route,155,temperature_sample,12,0.0006676702208073938,0.0011146916113874221,0.9278195488709023,0.00031663764491770055,0.0018663813627036539
h041_route_private_tempered_q,h041_public_route,155,sample,18,0.0006380273837486561,0.002340650820606532,0.9172932330814433,0.0003172871406317523,0.0029337746036409845
