decision,promote,selected_candidate_id,selected_file,selected_resolved_path,root_uploadsafe_path,reason,expected_relation,source,target_group,k,alpha,agree_only,changed_cells_vs_h012,changed_cells_vs_h042,non_q2_changed_cells_vs_h042,route_equation_delta_vs_h012,route_delta_gain_vs_h042,h036world_delta_vs_h012,full_known_action_margin_vs_h012_median,full_known_action_support_better_than_h012,pre_h012_action_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_support_better_than_h012,h025_score,h050_target_route_score,h050_worldview_promotable
promote,True,h050_target_phase_route_world_mid_Q_k96_a0.3_agree_b140216b,submission_h050_target_phase_route_world_mid_Q_k96_a0.3_agree_b140216b.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_Q_k96_a0.3_agree_b140216b.csv,/Users/kbsoo/Downloads/cl2/submission_h050_target_route_phase_b140216b_uploadsafe.csv,target-route residual gate passed,beats H042 only if non-Q2 target-route phase exists after Q2 is frozen,route_world_mid,Q,96,0.3,True,141,96,96,-0.00044420537720287525,-0.00030353758344275623,-0.00016650633125692423,-5.0858742278819986e-05,0.5833333333333334,3.6495224712678256e-05,0.001857507365972233,0.25,0.3779682326937198,1.0340000000000003,True
