candidate_id,file,resolved_path,family,components,component_count,source,target_group,k,alpha,agree_only,changed_cells_vs_h012,changed_rows_vs_h012,changed_cells_vs_h042,changed_rows_vs_h042,q2_changed_cells_vs_h042,non_q2_changed_cells_vs_h042,h042_overlap_cells,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,mean_abs_prob_move_h042,max_abs_prob_move_h042,route_equation_delta_vs_h012,route_delta_gain_vs_h042,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,pre_score
h050_target_phase_route_world_mid_ALL_NON_Q2_k220_a0.19_agree_a8ac68b0,submission_h050_target_phase_route_world_mid_ALL_NON_Q2_k220_a0.19_agree_a8ac68b0.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_ALL_NON_Q2_k220_a0.19_agree_a8ac68b0.csv,target_phase,route_world_mid:ALL_NON_Q2:k220:a0.19:agree,1,route_world_mid,ALL_NON_Q2,220,0.19,True,265,149,220,137,0,220,45,0.0015648365818217442,0.03750264228826794,0.030818820321009646,1.3499999999999845,0.0010930869580547942,0.026502876373356188,-0.0006922355195303289,-0.00055156772577021,0.0010817762144780083,-0.00021657131224466644,-0.00048538240862548395,0.25981561822125815
h050_target_phase_route_phase_ALL_NON_Q2_k150_a0.3_agree_2e17e9bf,submission_h050_target_phase_route_phase_ALL_NON_Q2_k150_a0.3_agree_2e17e9bf.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_phase_ALL_NON_Q2_k150_a0.3_agree_2e17e9bf.csv,target_phase,route_phase:ALL_NON_Q2:k150:a0.3:agree,1,route_phase,ALL_NON_Q2,150,0.3,True,195,115,150,100,0,150,45,0.0012600908657530818,0.039245254402584195,0.039179293859253,1.3500000000003016,0.0007883412419861318,0.039245254402584195,-0.0005946369100771476,-0.0004539691163170286,0.0011190569905952007,-0.00022844285439491583,-0.0005018729502331839,0.26168655097613885
h050_target_phase_route_world_mid_S_k150_a0.3_agree_a6e4563e,submission_h050_target_phase_route_world_mid_S_k150_a0.3_agree_a6e4563e.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_S_k150_a0.3_agree_a6e4563e.csv,target_phase,route_world_mid:S:k150:a0.3:agree,1,route_world_mid,S,150,0.3,True,195,117,150,99,0,150,45,0.0014312617548951155,0.03750264228826794,0.03764349552794448,1.3500000000003016,0.0009595121311281654,0.03594137475137249,-0.0006392665034896124,-0.0004985987097294933,0.001247038670175689,-0.0001562876192993594,-0.000463026048478572,0.2621203904555315
h050_target_phase_posterior_mid_Q3S_k220_a0.3_agree_34c18475,submission_h050_target_phase_posterior_mid_Q3S_k220_a0.3_agree_34c18475.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_posterior_mid_Q3S_k220_a0.3_agree_34c18475.csv,target_phase,posterior_mid:Q3S:k220:a0.3:agree,1,posterior_mid,Q3S,220,0.3,True,265,144,220,129,0,220,45,0.001511917259543518,0.037963583998941175,0.036035578694692094,1.3500000000003016,0.0010401676357765682,0.037963583998941175,-0.0006286269334037724,-0.0004879591396436534,0.0010700118254889752,-0.00022771390944572364,-0.000511933802857612,0.26268980477223425
h050_target_phase_world_phase_ALL_NON_Q2_k220_a0.3_agree_61616af5,submission_h050_target_phase_world_phase_ALL_NON_Q2_k220_a0.3_agree_61616af5.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_world_phase_ALL_NON_Q2_k220_a0.3_agree_61616af5.csv,target_phase,world_phase:ALL_NON_Q2:k220:a0.3:agree,1,world_phase,ALL_NON_Q2,220,0.3,True,265,140,220,129,0,220,45,0.0014347759677872,0.03750264228826794,0.03325797259268089,1.3500000000003016,0.0009630263440202502,0.034533882696093476,-0.0005907307852267049,-0.00045006299146658585,0.0010103075780372656,-0.0002446977750563759,-0.0006035795236077521,0.2633947939262473
h050_target_phase_route_world_mid_Q3S_k220_a0.19_free_22448277,submission_h050_target_phase_route_world_mid_Q3S_k220_a0.19_free_22448277.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_Q3S_k220_a0.19_free_22448277.csv,target_phase,route_world_mid:Q3S:k220:a0.19:free,1,route_world_mid,Q3S,220,0.19,False,265,148,220,134,0,220,45,0.0015417553420344378,0.03750264228826794,0.028507640476063745,1.3478559705191593,0.001070005718267488,0.026057856953237812,-0.0006733582344875582,-0.0005326904407274391,0.0010459437502367353,-0.00017157061940464927,-0.00043523067889820967,0.2635303687635575
h050_target_phase_route_world_mid_Q3S_k220_a0.19_agree_bd4058ff,submission_h050_target_phase_route_world_mid_Q3S_k220_a0.19_agree_bd4058ff.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_Q3S_k220_a0.19_agree_bd4058ff.csv,target_phase,route_world_mid:Q3S:k220:a0.19:agree,1,route_world_mid,Q3S,220,0.19,True,265,147,220,133,0,220,45,0.0015491462545324693,0.03750264228826794,0.028223591953768144,1.3478559705191593,0.0010773966307655195,0.026057856953237812,-0.0006540270638335265,-0.0005133592700734076,0.0010486544266907524,-0.00018757120431154396,-0.0004481796672389919,0.26475054229934925
h050_target_phase_route_phase_Q3S_k150_a0.3_agree_c4cd28f1,submission_h050_target_phase_route_phase_Q3S_k150_a0.3_agree_c4cd28f1.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_phase_Q3S_k150_a0.3_agree_c4cd28f1.csv,target_phase,route_phase:Q3S:k150:a0.3:agree,1,route_phase,Q3S,150,0.3,True,195,116,150,99,0,150,45,0.0012886658263815366,0.039245254402584195,0.0359215527420747,1.3500000000003016,0.0008169162026145865,0.039245254402584195,-0.0005878699228681509,-0.0004472021291080319,0.0011467092600694058,-0.00019536431271107216,-0.0004664568956078124,0.26591648590021694
h050_target_phase_route_phase_ALL_NON_Q2_k220_a0.19_free_bf6f7b78,submission_h050_target_phase_route_phase_ALL_NON_Q2_k220_a0.19_free_bf6f7b78.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_phase_ALL_NON_Q2_k220_a0.19_free_bf6f7b78.csv,target_phase,route_phase:ALL_NON_Q2:k220:a0.19:free,1,route_phase,ALL_NON_Q2,220,0.19,False,265,142,220,130,0,220,45,0.0013063929566375738,0.03750264228826794,0.028028176736435966,1.0990866761307023,0.0008346433328706238,0.025152603464514978,-0.0005845608009471054,-0.0004438930071869864,0.0009146962401966159,-0.00020098072455671494,-0.00044067041283083445,0.26838394793926246
h050_target_phase_route_world_mid_S_k220_a0.19_free_7e48026f,submission_h050_target_phase_route_world_mid_S_k220_a0.19_free_7e48026f.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_S_k220_a0.19_free_7e48026f.csv,target_phase,route_world_mid:S:k220:a0.19:free,1,route_world_mid,S,220,0.19,False,265,149,220,134,0,220,45,0.001457963670632338,0.03750264228826794,0.02789084806696515,1.3478559705191593,0.0009862140468653879,0.026057856953237812,-0.0006170125833405929,-0.00047634478958047383,0.0010441316679464824,-0.00013990796881927547,-0.000412616602481322,0.26843817787418656
h050_target_phase_world_phase_Q3S_k220_a0.3_agree_34920cab,submission_h050_target_phase_world_phase_Q3S_k220_a0.3_agree_34920cab.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_world_phase_Q3S_k220_a0.3_agree_34920cab.csv,target_phase,world_phase:Q3S:k220:a0.3:agree,1,world_phase,Q3S,220,0.3,True,265,145,220,131,0,220,45,0.0014333287397487828,0.03750264228826794,0.03064326220361498,1.3500000000003016,0.0009615791159818328,0.034533882696093476,-0.0005620999117850301,-0.0004214321180249111,0.0009934513791330884,-0.00021632864463728865,-0.0005661152600617562,0.2690347071583514
h050_target_phase_route_phase_ALL_NON_Q2_k220_a0.19_agree_08b6be67,submission_h050_target_phase_route_phase_ALL_NON_Q2_k220_a0.19_agree_08b6be67.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_phase_ALL_NON_Q2_k220_a0.19_agree_08b6be67.csv,target_phase,route_phase:ALL_NON_Q2:k220:a0.19:agree,1,route_phase,ALL_NON_Q2,220,0.19,True,265,145,220,134,0,220,45,0.0013194587015556267,0.03750264228826794,0.027906186730455886,1.0990866761307023,0.0008477090777886767,0.025152603464514978,-0.0005773996103416711,-0.0004367318165815521,0.0008973966731498028,-0.0002083258374289092,-0.00044045041638740963,0.27058026030368765
h050_target_phase_posterior_mid_S_k220_a0.3_agree_776fa095,submission_h050_target_phase_posterior_mid_S_k220_a0.3_agree_776fa095.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_posterior_mid_S_k220_a0.3_agree_776fa095.csv,target_phase,posterior_mid:S:k220:a0.3:agree,1,posterior_mid,S,220,0.3,True,265,145,220,130,0,220,45,0.0014565708110263413,0.03750264228826794,0.03519865460472367,1.3500000000003016,0.0009848211872593912,0.021426855087062213,-0.000581146230227825,-0.000440478436467706,0.001026653323780892,-0.00018439789446282997,-0.0004688869007809272,0.27087852494577
h050_target_phase_route_world_mid_S_k220_a0.19_agree_11cc0aba,submission_h050_target_phase_route_world_mid_S_k220_a0.19_agree_11cc0aba.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_S_k220_a0.19_agree_11cc0aba.csv,target_phase,route_world_mid:S:k220:a0.19:agree,1,route_world_mid,S,220,0.19,True,265,150,220,136,0,220,45,0.0014901889675644148,0.03750264228826794,0.02763307674106948,1.3478559705191593,0.0010184393437974648,0.026057856953237812,-0.000603925966318996,-0.000463258172558877,0.001042924636296793,-0.00015582692890785203,-0.00041322269599197915,0.2708785249457701
h050_target_phase_route_world_mid_ALL_NON_Q2_k150_a0.19_free_32a83e9a,submission_h050_target_phase_route_world_mid_ALL_NON_Q2_k150_a0.19_free_32a83e9a.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_ALL_NON_Q2_k150_a0.19_free_32a83e9a.csv,target_phase,route_world_mid:ALL_NON_Q2:k150:a0.19:free,1,route_world_mid,ALL_NON_Q2,150,0.19,False,195,115,150,98,0,150,45,0.0011041262789852054,0.03750264228826794,0.028283574766683944,1.3499999999999845,0.0006323766552182554,0.026502876373356188,-0.0005252436008377292,-0.00038457580707761016,0.0009358696228416494,-0.00018977989966623585,-0.0004176383230485657,0.2719902386117137
h050_target_phase_route_phase_S_k150_a0.3_agree_b4462260,submission_h050_target_phase_route_phase_S_k150_a0.3_agree_b4462260.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_phase_S_k150_a0.3_agree_b4462260.csv,target_phase,route_phase:S:k150:a0.3:agree,1,route_phase,S,150,0.3,True,195,117,150,99,0,150,45,0.001232406681566346,0.03750264228826794,0.03515297851693157,1.3500000000003016,0.0007606570577993959,0.026106823999497708,-0.000547291416117633,-0.00040662362235751394,0.0010921710242530454,-0.00015675818345163998,-0.0004281855260647458,0.27364425162689804
h050_large_route_phase_route_world_mid_ALL_NON_Q2_k340_a0.12_agree_2490c233,submission_h050_large_route_phase_route_world_mid_ALL_NON_Q2_k340_a0.12_agree_2490c233.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_large_route_phase_route_world_mid_ALL_NON_Q2_k340_a0.12_agree_2490c233.csv,large_route_phase,route_world_mid:ALL_NON_Q2:k340:a0.12:agree,1,route_world_mid,ALL_NON_Q2,340,0.12,True,385,184,340,175,0,340,45,0.0015470152523742963,0.03750264228826794,0.022337170349650444,0.9345576951176673,0.0010752656286073465,0.016666822600222453,-0.0006054988828732049,-0.00046483108911308586,0.0008714984515092701,-0.00018908759542532157,-0.0003914447091592052,0.2739425162689805
h050_target_phase_route_world_mid_ALL_NON_Q2_k150_a0.19_agree_75c1f64b,submission_h050_target_phase_route_world_mid_ALL_NON_Q2_k150_a0.19_agree_75c1f64b.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_ALL_NON_Q2_k150_a0.19_agree_75c1f64b.csv,target_phase,route_world_mid:ALL_NON_Q2:k150:a0.19:agree,1,route_world_mid,ALL_NON_Q2,150,0.19,True,195,117,150,100,0,150,45,0.0011132236996450942,0.03750264228826794,0.028207955762405885,1.3499999999999845,0.0006414740758781443,0.026502876373356188,-0.0005220369925960461,-0.00038136919883592705,0.0009555552038200071,-0.0001942564328820335,-0.0004105661123424409,0.27421366594360086
h050_target_phase_route_phase_Q3S_k220_a0.19_free_da34d5ae,submission_h050_target_phase_route_phase_Q3S_k220_a0.19_free_da34d5ae.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_phase_Q3S_k220_a0.19_free_da34d5ae.csv,target_phase,route_phase:Q3S:k220:a0.19:free,1,route_phase,Q3S,220,0.19,False,265,146,220,131,0,220,45,0.0012973495482604166,0.03750264228826794,0.025667717450158202,1.0990866761307023,0.0008255999244934667,0.025152603464514978,-0.0005528061085115932,-0.0004121383147514742,0.0008936511694660991,-0.00017607862318603213,-0.00040640124557122826,0.27670824295010843
h050_target_phase_posterior_mid_ALL_NON_Q2_k150_a0.3_agree_3a19cc4d,submission_h050_target_phase_posterior_mid_ALL_NON_Q2_k150_a0.3_agree_3a19cc4d.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_posterior_mid_ALL_NON_Q2_k150_a0.3_agree_3a19cc4d.csv,target_phase,posterior_mid:ALL_NON_Q2:k150:a0.3:agree,1,posterior_mid,ALL_NON_Q2,150,0.3,True,195,116,150,101,0,150,45,0.0011041003473288992,0.037963583998941175,0.0367949542571359,1.3500000000003016,0.000632350723561949,0.037963583998941175,-0.000508440743295288,-0.000367772949535169,0.0009708240239760049,-0.00023134801690594613,-0.0004641370585716535,0.27817245119305856
h050_target_phase_world_phase_S_k220_a0.3_agree_97824985,submission_h050_target_phase_world_phase_S_k220_a0.3_agree_97824985.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_world_phase_S_k220_a0.3_agree_97824985.csv,target_phase,world_phase:S:k220:a0.3:agree,1,world_phase,S,220,0.3,True,265,146,220,132,0,220,45,0.0013784254324700608,0.03750264228826794,0.029940661906040857,1.3500000000003016,0.0009066758087031107,0.024827889055868968,-0.0005176426899242163,-0.0003769748961640973,0.0009452600873738063,-0.0001738613284190835,-0.0005265731129410312,0.27844360086767894
h050_target_phase_route_phase_Q3S_k220_a0.19_agree_d8c30231,submission_h050_target_phase_route_phase_Q3S_k220_a0.19_agree_d8c30231.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_phase_Q3S_k220_a0.19_agree_d8c30231.csv,target_phase,route_phase:Q3S:k220:a0.19:agree,1,route_phase,Q3S,220,0.19,True,265,147,220,133,0,220,45,0.0013233013895423997,0.03750264228826794,0.025637157185067448,1.0990866761307023,0.0008515517657754495,0.025152603464514978,-0.0005518557047737124,-0.0004111879110135934,0.0008941666973787854,-0.0001806956288440592,-0.00040352977872875885,0.2786062906724512
h050_target_phase_route_world_mid_S24_k220_a0.3_agree_c9866ab5,submission_h050_target_phase_route_world_mid_S24_k220_a0.3_agree_c9866ab5.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_S24_k220_a0.3_agree_c9866ab5.csv,target_phase,route_world_mid:S24:k220:a0.3:agree,1,route_world_mid,S24,220,0.3,True,265,175,220,162,0,220,45,0.0019962195038834172,0.039649586753281674,0.023359722993748236,1.3500000000003016,0.0015244698801164676,0.039649586753281674,-0.0006140725935774868,-0.00047340479981736774,0.0012331234926459336,-0.00011889551127077072,-0.0003491121846832335,0.28120932754880695
h050_target_phase_route_world_mid_Q3S_k150_a0.19_free_1a943ccd,submission_h050_target_phase_route_world_mid_Q3S_k150_a0.19_free_1a943ccd.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_Q3S_k150_a0.19_free_1a943ccd.csv,target_phase,route_world_mid:Q3S:k150:a0.19:free,1,route_world_mid,Q3S,150,0.19,False,195,115,150,97,0,150,45,0.0011134160612697444,0.03750264228826794,0.0259323971555706,1.3478559705191593,0.0006416664375027943,0.025981488155820354,-0.0005131458656510567,-0.0003724780718909377,0.0009520434853974122,-0.00015492036245476576,-0.00037899897232343094,0.2817245119305857
h050_target_phase_route_world_mid_Q3S_k150_a0.19_agree_d521dd78,submission_h050_target_phase_route_world_mid_Q3S_k150_a0.19_agree_d521dd78.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_route_world_mid_Q3S_k150_a0.19_agree_d521dd78.csv,target_phase,route_world_mid:Q3S:k150:a0.19:agree,1,route_world_mid,Q3S,150,0.19,True,195,116,150,99,0,150,45,0.0011314092282239114,0.03750264228826794,0.025856841138440043,1.3478559705191593,0.0006596596044569612,0.025981488155820354,-0.0005124282905018232,-0.0003717604967417042,0.0009785742416861612,-0.00016365099523432905,-0.0003828160370477628,0.28316160520607375
h050_target_phase_posterior_mid_Q3S_k150_a0.3_agree_e41ac246,submission_h050_target_phase_posterior_mid_Q3S_k150_a0.3_agree_e41ac246.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_posterior_mid_Q3S_k150_a0.3_agree_e41ac246.csv,target_phase,posterior_mid:Q3S:k150:a0.3:agree,1,posterior_mid,Q3S,150,0.3,True,195,115,150,98,0,150,45,0.001118818974538928,0.037963583998941175,0.03356799122429525,1.3500000000003016,0.0006470693507719779,0.037963583998941175,-0.0004955396778322588,-0.00035487188407213975,0.0009835037564927917,-0.0001964109773463902,-0.0004263262510271841,0.28394793926247286
h050_large_route_phase_route_world_mid_ALL_NON_Q2_k260_a0.12_agree_3443462a,submission_h050_large_route_phase_route_world_mid_ALL_NON_Q2_k260_a0.12_agree_3443462a.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_large_route_phase_route_world_mid_ALL_NON_Q2_k260_a0.12_agree_3443462a.csv,large_route_phase,route_world_mid:ALL_NON_Q2:k260:a0.12:agree,1,route_world_mid,ALL_NON_Q2,260,0.12,True,305,157,260,147,0,260,45,0.0012963617532950208,0.03750264228826794,0.02101593641830852,0.9345576951176673,0.000824612129528071,0.016666822600222453,-0.0005443598794010332,-0.0004036920856409142,0.0008409117691491497,-0.00017742898388221865,-0.00036819277201025964,0.28421908893709324
h050_target_phase_world_phase_ALL_NON_Q2_k150_a0.3_agree_5ab1b634,submission_h050_target_phase_world_phase_ALL_NON_Q2_k150_a0.3_agree_5ab1b634.csv,/Users/kbsoo/Downloads/cl2/hitl/h050_target_route_phase_jepa/submission_h050_target_phase_world_phase_ALL_NON_Q2_k150_a0.3_agree_5ab1b634.csv,target_phase,world_phase:ALL_NON_Q2:k150:a0.3:agree,1,world_phase,ALL_NON_Q2,150,0.3,True,195,111,150,95,0,150,45,0.001076192422358592,0.03750264228826794,0.030832412409223586,1.3500000000003016,0.0006044427985916422,0.034533882696093476,-0.00047007888534549144,-0.0003294110915853724,0.0009037518955821906,-0.00021005152867695342,-0.0005195645448932509,0.2849240780911063
