spec_name,action_id,route_id,row,subject_id,sleep_date,route_name,route_targets,mode,route_group,route_n_cells,action_cells,action_q2_cells,changed_cells,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_conflict_rate,selected_toxic_mean,selected_safe_cell_mean,mean_bad_same_rank,mean_h098_frontier_cell_score,max_h098_frontier_cell_score,assignment_route_score,h071_route_score,h071_route_rank,h071_novelty_rank,h071_shortcut_avoid_rank,Q1_cells,Q2_cells,Q3_cells,S1_cells,S2_cells,S3_cells,S4_cells,h099_route_score
route_tail_hybrid_c120_r42_a044,r237_q2_s3_tail_hybrid_route,r237_q2_s3_tail,237,id10,2024-08-20,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-8.751599856099022e-06,5.707805480088496e-06,5.78988250046624e-06,1.0,0.0,0.0,0.5253428571428571,0.2509358857142857,0.4937142857142857,0.40071816000000005,0.40071816000000005,0.4814266304347825,1.1724367019204158,0.4882246376811594,0.46875,0.603713768115942,0,1,0,0,0,0,0,0.3570304443656527
route_tail_hybrid_c120_r42_a044,r113_q2_hardtail_hybrid_route,r113_q2_hardtail,113,id05,2024-10-07,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-6.779286763111572e-06,6.956910035601751e-06,3.7358410645799315e-06,1.0,0.0,0.0,0.5631428571428572,0.4501837714285714,0.3891428571428571,0.4287326628571429,0.4287326628571429,0.3639356884057971,0.9727867427074102,0.3482789855072464,0.0337409420289855,0.6571557971014492,0,1,0,0,0,0,0,0.35698618933387954
route_tail_hybrid_c120_r42_a044,r124_q2_hardtail_hybrid_route,r124_q2_hardtail,124,id05,2024-11-17,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-6.1696584982846425e-06,8.310623570423457e-06,4.613063072656061e-06,1.0,0.0,0.0,0.6366,0.4584106285714285,0.4,0.4405090628571429,0.4405090628571429,0.3924003623188405,0.9553349141359816,0.3369565217391304,0.1526268115942029,0.7006340579710145,0,1,0,0,0,0,0,0.35691686946192475
route_tail_hybrid_c120_r42_a044,r249_s14_edge_hybrid_route,r249_s14_edge,249,id10,2024-09-27,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-2.3369413513611454e-06,6.445787872410134e-06,3.345628620053626e-06,1.0,0.0,0.0,0.6845142857142857,0.5828673142857143,0.1785714285714285,0.4493535885714286,0.4493535885714286,0.5798007246376812,1.3655956228723638,0.6100543478260869,0.3154438405797101,0.5045289855072463,0,0,0,1,0,0,0,0.34884139936725894
route_tail_hybrid_c120_r42_a044,r145_q2_hardtail_hybrid_route,r145_q2_hardtail,145,id06,2024-08-15,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-6.4253002530080105e-06,5.838497577127504e-06,6.210687542114846e-06,1.0,0.0,0.0,0.6321428571428571,0.4371571428571428,0.4491428571428571,0.43245,0.43245,0.4185371376811594,1.063515714135982,0.4198369565217391,0.0337409420289855,0.7350543478260869,0,1,0,0,0,0,0,0.34761729120888313
route_tail_hybrid_c120_r42_a044,r036_q2_s3_tail_hybrid_route,r036_q2_s3_tail,36,id02,2024-09-04,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-7.461911953152481e-06,7.180093462114861e-06,5.911220348010504e-06,1.0,0.0,0.0,0.6167142857142858,0.3658526857142857,0.5674285714285714,0.42799955428571435,0.42799955428571435,0.4295878623188405,1.0405511956988531,0.3944746376811594,0.46875,0.5190217391304348,0,1,0,0,0,0,0,0.3471227008391737
route_tail_hybrid_c120_r42_a044,r004_q2_hardtail_hybrid_route,r004_q2_hardtail,4,id01,2024-08-04,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-7.3120971109875e-05,6.50475713312067e-06,4.0604969089757935e-06,1.0,0.0,0.0,0.5208857142857143,0.2123591999999999,0.7811428571428571,0.38734391999999995,0.38734391999999995,0.0815489130434782,0.2570651427074101,0.0126811594202898,0.1526268115942029,0.2146739130434782,0,1,0,0,0,0,0,0.3452444095473975
route_tail_hybrid_c120_r42_a044,r003_q2_s3_tail_hybrid_route,r003_q2_s3_tail,3,id01,2024-08-03,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,2,1,2,3.789173150744638e-06,1.0032190088669568e-05,8.644224482296435e-06,1.0,0.5,0.5,0.7576142857142858,0.32769114285714274,0.4475714285714285,0.4216354,0.4785825714285714,0.4735597826086956,1.170034355232764,0.4864130434782608,0.3154438405797101,0.4180253623188406,0,1,0,0,0,1,0,0.34411821909023593
route_tail_hybrid_c120_r42_a044,r143_q2_hardtail_hybrid_route,r143_q2_hardtail,143,id06,2024-08-13,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-4.192841525101532e-06,6.951530865139928e-06,3.656030012818176e-06,1.0,0.0,0.0,0.6689142857142857,0.4817869714285714,0.1785714285714285,0.4206775542857143,0.4206775542857143,0.5182155797101449,1.1876633712788385,0.5027173913043478,0.0337409420289855,0.9329710144927535,0,1,0,0,0,0,0,0.34257850291709313
route_tail_hybrid_c120_r42_a044,r143_q2_s3_tail_hybrid_route,r143_q2_s3_tail,143,id06,2024-08-13,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-4.192841525101532e-06,6.951530865139928e-06,3.656030012818176e-06,1.0,0.0,0.0,0.6689142857142857,0.4817869714285714,0.1785714285714285,0.4206775542857143,0.4206775542857143,0.4718568840579709,1.1980585838348567,0.5140398550724637,0.1526268115942029,0.4846014492753623,0,1,0,0,0,0,0,0.33840622030839745
route_tail_hybrid_c120_r42_a044,r036_q2_hardtail_hybrid_route,r036_q2_hardtail,36,id02,2024-09-04,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-7.461911953152481e-06,7.180093462114861e-06,5.911220348010504e-06,1.0,0.0,0.0,0.6167142857142858,0.3658526857142857,0.5674285714285714,0.42799955428571435,0.42799955428571435,0.3099728260869565,0.799910571278839,0.2509057971014493,0.1526268115942029,0.5163043478260869,0,1,0,0,0,0,0,0.3363573475783041
route_tail_hybrid_c120_r42_a044,r164_s14_edge_hybrid_route,r164_s14_edge,164,id07,2024-07-26,s14_edge,"S1,S4",hybrid_route,tail,2,2,0,2,1.8095574482605565e-05,5.550837976966103e-06,4.469994149582569e-06,1.0,1.0,1.0,0.47674285714285713,0.0625157714285713,0.966,0.3922026628571429,0.3923701142857143,0.1131793478260869,0.3593673432974166,0.0398550724637681,0.46875,0.0108695652173913,0,0,0,1,0,0,1,0.3361887369770122
route_tail_hybrid_c120_r42_a044,r069_q2_s3_tail_hybrid_route,r069_q2_s3_tail,69,id03,2024-08-29,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-9.081152796908782e-06,3.641907951057543e-06,3.202801171752202e-06,1.0,0.0,0.0,0.4561714285714286,0.1107193142857142,0.4108571428571428,0.3818742171428572,0.3818742171428572,0.3526403985507246,0.903070523721962,0.3052536231884058,0.46875,0.6163949275362319,0,1,0,0,0,0,0,0.3350509054064812
route_tail_hybrid_c120_r42_a044,r010_q_subjective_hybrid_route,r010_q_subjective,10,id01,2024-08-13,q_subjective,"Q1,Q2,Q3",hybrid_route,tail,3,2,1,2,-1.83782138879051e-06,-2.188779723358822e-06,9.944239343688059e-06,0.5,0.5,0.5,0.22975714285714285,0.4933442857142857,0.1785714285714285,0.3857887142857143,0.3913596228571429,0.5594112318840578,1.250064720066573,0.5439311594202898,0.5849184782608695,0.5153985507246377,1,1,0,0,0,0,0,0.33379330520819134
route_tail_hybrid_c120_r42_a044,r237_q2_hardtail_hybrid_route,r237_q2_hardtail,237,id10,2024-08-20,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-8.751599856099022e-06,5.707805480088496e-06,5.78988250046624e-06,1.0,0.0,0.0,0.5253428571428571,0.2509358857142857,0.4937142857142857,0.40071816000000005,0.40071816000000005,0.2228985507246376,0.685641371278839,0.182518115942029,0.1526268115942029,0.4633152173913043,0,1,0,0,0,0,0,0.3337629171917396
route_tail_hybrid_c120_r42_a044,r099_s14_edge_hybrid_route,r099_s14_edge,99,id04,2024-10-20,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-1.5010308323809172e-06,2.484556839454533e-06,1.7314954655016972e-06,1.0,0.0,0.0,0.6895714285714285,0.6262330285714286,0.1785714285714285,0.43332044571428574,0.43332044571428574,0.7642164855072464,1.900578250653906,0.8559782608695652,0.1526268115942029,0.9605978260869564,0,0,0,1,0,0,0,0.3328283123660234
route_tail_hybrid_c120_r42_a044,r016_q2_s3_tail_hybrid_route,r016_q2_s3_tail,16,id01,2024-09-04,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-7.718785749594387e-06,6.717117132090295e-06,4.186100485396726e-06,1.0,0.0,0.0,0.5726571428571429,0.3575513142857142,0.6405714285714286,0.3866677028571428,0.3866677028571428,0.5790172101449275,1.3899271015955703,0.6272644927536232,0.3154438405797101,0.7291666666666666,0,1,0,0,0,0,0,0.33259992220128065
route_tail_hybrid_c120_r42_a044,r010_full_state_hybrid_route,r010_full_state,10,id01,2024-08-13,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hybrid_route,tail,7,2,1,2,-1.83782138879051e-06,-2.188779723358822e-06,9.944239343688059e-06,0.5,0.5,0.5,0.22975714285714285,0.4933442857142857,0.1785714285714285,0.3857887142857143,0.3913596228571429,0.4804483695652174,1.0207285898456713,0.3817934782608695,0.9891304347826086,0.1766304347826087,1,1,0,0,0,0,0,0.32668664759949567
route_tail_hybrid_c120_r42_a044,r101_q2_s3_tail_hybrid_route,r101_q2_s3_tail,101,id04,2024-10-24,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,0,1,2.5607013490288504e-05,4.901097349155377e-06,9.026041835363564e-06,1.0,1.0,1.0,0.8879428571428571,-0.0109716571428571,0.8731428571428571,0.3539314057142858,0.3539314057142858,0.4034873188405797,0.9943466657226492,0.363677536231884,0.3154438405797101,0.3509963768115942,0,0,0,0,0,1,0,0.32617060036865564
route_tail_hybrid_c120_r42_a044,r217_s14_edge_hybrid_route,r217_s14_edge,217,id09,2024-09-08,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-2.2131968059345463e-06,3.7975663312418506e-06,1.1866007501631129e-06,1.0,0.0,0.0,0.5780571428571428,0.5827969142857142,0.1785714285714285,0.40042426285714283,0.40042426285714283,0.7187454710144927,1.7195541152376834,0.7880434782608695,0.1526268115942029,0.9528985507246376,0,0,0,1,0,0,0,0.31880557250914154
route_tail_hybrid_c120_r42_a044,r040_q2_s3_tail_hybrid_route,r040_q2_s3_tail,40,id02,2024-09-08,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,0,1,-2.6923708896240198e-06,1.4419276369476242e-06,1.0118936182317939e-06,1.0,0.0,0.0,0.6285428571428572,0.4716227428571429,0.1785714285714285,0.4143942742857143,0.4143942742857143,0.5166961050724638,1.2599883683994997,0.5529891304347826,0.3154438405797101,0.6143568840579711,0,0,0,0,0,1,0,0.3145273378944733
route_tail_hybrid_c120_r42_a044,r022_s14_edge_hybrid_route,r022_s14_edge,22,id01,2024-09-11,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-1.1292396620902014e-05,2.549455024043207e-06,3.5566434705387145e-06,1.0,0.0,0.0,0.8782285714285714,-0.1757469714285714,0.4028571428571428,0.35095787428571423,0.35095787428571423,0.3739130434782608,0.9956922690384056,0.3645833333333333,0.3154438405797101,0.4764492753623188,0,0,0,1,0,0,0,0.31359794275581343
route_tail_hybrid_c120_r42_a044,r069_q2_hardtail_hybrid_route,r069_q2_hardtail,69,id03,2024-08-29,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-9.081152796908782e-06,3.641907951057543e-06,3.202801171752202e-06,1.0,0.0,0.0,0.4561714285714286,0.1107193142857142,0.4108571428571428,0.3818742171428572,0.3818742171428572,0.092445652173913,0.3327626855645531,0.0330615942028985,0.1526268115942029,0.3618659420289855,0,1,0,0,0,0,0,0.31163337823256815
route_tail_hybrid_c120_r42_a044,r153_q2_s3_tail_hybrid_route,r153_q2_s3_tail,153,id07,2024-07-15,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,0,1,-2.1485222639935474e-06,3.026239883187439e-06,2.136754336818069e-06,1.0,0.0,0.0,0.6725142857142856,0.5293378285714285,0.1785714285714285,0.4357606399999999,0.4357606399999999,0.4113994565217391,1.0183273366025298,0.3790760869565217,0.3154438405797101,0.4696557971014493,0,0,0,0,0,1,0,0.31099666531805736
route_tail_hybrid_c120_r42_a044,r183_q2_s3_tail_hybrid_route,r183_q2_s3_tail,183,id08,2024-08-03,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-4.227756687565781e-06,8.901277528654765e-06,4.988193409589384e-06,1.0,0.0,0.0,0.654942857142857,0.4658305142857143,0.5325714285714286,0.41890705142857143,0.41890705142857143,0.6051630434782608,1.39263833904866,0.6286231884057971,0.3154438405797101,0.7807971014492754,0,1,0,0,0,0,0,0.3085542795778277
route_tail_hybrid_c120_r42_a044,r142_q2_s3_tail_hybrid_route,r142_q2_s3_tail,142,id06,2024-08-12,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-7.188073701165708e-06,1.132669009138344e-05,6.3404705724007415e-06,1.0,0.0,0.0,0.6737142857142857,0.4310153142857142,0.7434285714285714,0.3866158171428572,0.3866158171428572,0.4977309782608695,1.2700961879025878,0.5620471014492754,0.1526268115942029,0.302536231884058,0,1,0,0,0,0,0,0.3075842655052008
route_tail_hybrid_c120_r42_a044,r129_q2_s3_tail_hybrid_route,r129_q2_s3_tail,129,id06,2024-07-08,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,2,1,2,-6.908876500529514e-06,-4.954211563744878e-07,3.58205676169903e-06,0.5,0.0,0.0,0.5763,0.44107914285714284,0.1785714285714285,0.37299220000000005,0.3861787771428572,0.6959873188405798,1.6578805112879709,0.7617753623188406,0.3154438405797101,0.8541666666666666,0,1,0,0,0,1,0,0.30550380291172663
route_tail_hybrid_c120_r42_a044,r214_s14_edge_hybrid_route,r214_s14_edge,214,id09,2024-08-21,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-2.0758582530424566e-06,2.1794050305379532e-06,1.4171426595669873e-06,1.0,0.0,0.0,0.6620571428571428,0.5201587428571427,0.1785714285714285,0.38672044571428565,0.38672044571428565,0.73513134057971,1.934479327511832,0.8659420289855072,0.0011322463768115,0.9932065217391304,0,0,0,1,0,0,0,0.3053170885268669
route_tail_hybrid_c120_r42_a044,r016_q2_hardtail_hybrid_route,r016_q2_hardtail,16,id01,2024-09-04,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-7.718785749594387e-06,6.717117132090295e-06,4.186100485396726e-06,1.0,0.0,0.0,0.5726571428571429,0.3575513142857142,0.6405714285714286,0.3866677028571428,0.3866677028571428,0.266177536231884,0.7687202284216961,0.228713768115942,0.1526268115942029,0.3836050724637681,0,1,0,0,0,0,0,0.30444435154910665
route_tail_hybrid_c120_r42_a044,r147_s14_edge_hybrid_route,r147_s14_edge,147,id06,2024-08-21,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-2.028104601718185e-06,1.0768559575611538e-06,1.0136269214049743e-06,1.0,0.0,0.0,0.6596571428571428,0.5534274285714285,0.1785714285714285,0.37569531428571423,0.37569531428571423,0.7895153985507247,1.9952197925739048,0.8840579710144928,0.1526268115942029,0.9981884057971014,0,0,0,1,0,0,0,0.29882198123577863
route_tail_hybrid_c120_r42_a044,r142_q2_hardtail_hybrid_route,r142_q2_hardtail,142,id06,2024-08-12,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-7.188073701165708e-06,1.132669009138344e-05,6.3404705724007415e-06,1.0,0.0,0.0,0.6737142857142857,0.4310153142857142,0.7434285714285714,0.3866158171428572,0.3866158171428572,0.3705615942028985,0.9949731141359816,0.3641304347826087,0.0337409420289855,0.3405797101449275,0,1,0,0,0,0,0,0.2961390209399834
route_tail_hybrid_c120_r42_a044,r092_s14_edge_hybrid_route,r092_s14_edge,92,id04,2024-09-26,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,6.242292969843317e-06,5.053430611469877e-06,2.2831237519321022e-06,1.0,0.0,0.0,0.6829714285714286,0.5110583999999998,0.1785714285714285,0.44237498285714283,0.44237498285714283,0.5471240942028985,1.3402675730415785,0.59375,0.1526268115942029,0.6526268115942029,0,0,0,0,0,0,1,0.2911362482671949
route_tail_hybrid_c120_r42_a044,r132_s14_edge_hybrid_route,r132_s14_edge,132,id06,2024-07-11,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-2.1199842426669396e-06,6.987915968905936e-07,4.0241869138062764e-07,1.0,0.0,0.0,0.6666,0.5556593142857141,0.1785714285714285,0.3682082171428571,0.3682082171428571,0.7540896739130434,1.8946591370746169,0.853713768115942,0.3154438405797101,0.936141304347826,0,0,0,1,0,0,0,0.2904531625621224
route_tail_hybrid_c120_r42_a044,r183_q2_hardtail_hybrid_route,r183_q2_hardtail,183,id08,2024-08-03,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-4.227756687565781e-06,8.901277528654765e-06,4.988193409589384e-06,1.0,0.0,0.0,0.654942857142857,0.4658305142857143,0.5325714285714286,0.41890705142857143,0.41890705142857143,0.3584692028985507,0.888413828421696,0.2984601449275362,0.1526268115942029,0.5620471014492754,0,1,0,0,0,0,0,0.28635183392565383
route_tail_hybrid_c120_r42_a044,r083_s14_edge_hybrid_route,r083_s14_edge,83,id04,2024-09-14,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-2.2231950402339454e-06,1.0248258955624813e-06,9.201247076588354e-07,1.0,0.0,0.0,0.6518571428571429,0.4687564571428572,0.1785714285714285,0.3672642171428572,0.3672642171428572,0.6848822463768116,1.5849512762383802,0.7278079710144928,0.3154438405797101,0.8428442028985508,0,0,0,1,0,0,0,0.2791157119169859
route_tail_hybrid_c120_r42_a044,r030_s14_edge_hybrid_route,r030_s14_edge,30,id02,2024-08-29,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-1.9245162305188803e-06,1.0182765376025828e-06,9.614674193161316e-07,1.0,0.0,0.0,0.6703714285714286,0.4592149714285714,0.1785714285714285,0.36452264,0.36452264,0.6575090579710143,1.6205862612001722,0.7445652173913043,0.1526268115942029,0.9338768115942028,0,0,0,1,0,0,0,0.2660184336864161
route_tail_hybrid_c120_r42_a044,r019_s14_edge_hybrid_route,r019_s14_edge,19,id01,2024-09-08,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-8.780165306434455e-07,1.7497348931723416e-06,2.6321556544622405e-06,1.0,0.0,0.0,0.7988857142857142,0.0971802285714285,0.1785714285714285,0.4285717371428571,0.4285717371428571,0.6056702898550724,1.449885512701754,0.654891304347826,0.3154438405797101,0.9139492753623188,0,0,0,0,0,0,1,0.2629376344571515
route_tail_hybrid_c120_r42_a044,r085_s14_edge_hybrid_route,r085_s14_edge,85,id04,2024-09-16,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-2.024950826784596e-06,1.6281081685917539e-06,7.414404072528333e-07,1.0,0.0,0.0,0.6529714285714286,0.5089079999999999,0.1785714285714285,0.3637999428571429,0.3637999428571429,0.5489583333333333,1.3161991647751352,0.5855978260869565,0.3154438405797101,0.6589673913043478,0,0,0,1,0,0,0,0.26158903143728013
route_tail_hybrid_c120_r42_a044,r094_s14_edge_hybrid_route,r094_s14_edge,94,id04,2024-10-15,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-2.092133917744386e-06,1.5159638120425784e-06,1.6419785931449352e-06,1.0,0.0,0.0,0.6601714285714286,0.4703227428571427,0.1785714285714285,0.37451741714285713,0.37451741714285713,0.4195991847826086,1.075391545743693,0.426177536231884,0.1526268115942029,0.673233695652174,0,0,0,1,0,0,0,0.26101440464871073
route_tail_hybrid_c120_r42_a044,r129_q2_hardtail_hybrid_route,r129_q2_hardtail,129,id06,2024-07-08,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-7.2157706999725684e-06,-8.0009532879852e-07,3.3158669116760537e-06,0.0,0.0,0.0,0.6335999999999999,0.5496449142857142,0.1785714285714285,0.3861787771428572,0.3861787771428572,0.5187409420289855,1.227161428421696,0.5303442028985508,0.0337409420289855,0.84375,0,1,0,0,0,0,0,0.25688989059932466
route_tail_hybrid_c120_r42_a044,r133_s14_edge_hybrid_route,r133_s14_edge,133,id06,2024-07-12,s14_edge,"S1,S4",hybrid_route,tail,2,2,0,2,-3.777480551889461e-07,9.005596060571171e-07,6.524585418068447e-07,1.0,0.0,0.0,0.6543000000000001,0.5097877142857141,0.1785714285714285,0.3517270571428571,0.3573916914285714,0.736435688405797,1.863537993683048,0.842391304347826,0.1526268115942029,0.977355072463768,0,0,0,1,0,0,1,0.24346126956823178
route_tail_hybrid_c120_r42_a044,r162_s14_edge_hybrid_route,r162_s14_edge,162,id07,2024-07-24,s14_edge,"S1,S4",hybrid_route,tail,2,1,0,1,-1.1656886607594062e-06,1.158456131310105e-06,8.593398886503115e-07,1.0,0.0,0.0,0.6759428571428572,0.5630797714285715,0.1785714285714285,0.35047197714285716,0.35047197714285716,0.5964764492753624,1.4767211300716745,0.6689311594202898,0.3154438405797101,0.5389492753623188,0,0,0,0,0,0,1,0.2433299530507496
route_tail_hybrid_c120_r42_a044,r130_q2_s3_tail_hybrid_route,r130_q2_s3_tail,130,id06,2024-07-09,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-1.1613613119618605e-06,3.839876184315306e-06,3.3649675946915e-06,1.0,0.0,0.0,0.6879428571428572,0.4856642285714284,0.1785714285714285,0.3625704228571429,0.3625704228571429,0.5599682971014492,1.3153885134655503,0.5842391304347826,0.3154438405797101,0.5516304347826086,0,1,0,0,0,0,0,0.24066294840151342
route_tail_hybrid_c120_r42_a044,r130_q2_hardtail_hybrid_route,r130_q2_hardtail,130,id06,2024-07-09,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-1.1613613119618605e-06,3.839876184315306e-06,3.3649675946915e-06,1.0,0.0,0.0,0.6879428571428572,0.4856642285714284,0.1785714285714285,0.3625704228571429,0.3625704228571429,0.521141304347826,1.1803437141359816,0.4941123188405797,0.0337409420289855,0.8885869565217391,0,1,0,0,0,0,0,0.2371685190536873
route_tail_hybrid_c120_r42_a044,r187_q2_s3_tail_hybrid_route,r187_q2_s3_tail,187,id08,2024-08-09,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-7.633565769284557e-06,1.1675040891266058e-06,2.405643375021282e-06,0.0,0.0,0.0,0.5971714285714286,0.4397210285714286,0.1785714285714285,0.3635063885714286,0.3635063885714286,0.558365036231884,1.3288906608647215,0.5887681159420289,0.3154438405797101,0.7110507246376812,0,1,0,0,0,0,0,0.23676224206473975
route_tail_hybrid_c120_r42_a044,r177_q2_s3_tail_hybrid_route,r177_q2_s3_tail,177,id07,2024-08-28,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-6.176243711784467e-06,9.05783680222436e-06,5.458887078684598e-06,1.0,0.0,0.0,0.6576,0.3346575999999999,0.8554285714285714,0.3717594742857143,0.3717594742857143,0.3762364130434782,0.933249219632988,0.3211050724637681,0.3154438405797101,0.327445652173913,0,1,0,0,0,0,0,0.2367494439615196
route_tail_hybrid_c120_r42_a044,r144_q2_hardtail_hybrid_route,r144_q2_hardtail,144,id06,2024-08-14,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-6.576709368367323e-07,2.8014319965798245e-06,3.604270476671769e-07,1.0,0.0,0.0,0.5892857142857143,0.6122330285714285,0.1785714285714285,0.3469890171428571,0.3469890171428571,0.5662635869565218,1.2360755998502675,0.5353260869565217,0.0337409420289855,0.9415760869565216,0,1,0,0,0,0,0,0.23344111552251062
route_tail_hybrid_c120_r42_a044,r136_q2_hardtail_hybrid_route,r136_q2_hardtail,136,id06,2024-07-16,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-5.0154828350603775e-06,1.0801650410413899e-05,1.6945625561638644e-06,0.0,0.0,0.0,0.0,0.7153151999999999,0.1785714285714285,0.40050580571428573,0.40050580571428573,0.5070561594202898,1.1616309141359815,0.4846014492753623,0.0337409420289855,0.9216485507246376,0,1,0,0,0,0,0,0.22985463887756957
route_tail_hybrid_c120_r42_a044,r031_q2_s3_tail_hybrid_route,r031_q2_s3_tail,31,id02,2024-08-30,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,0,1,-7.053579148760011e-06,-2.5126145304426733e-06,-1.7931862013899378e-06,0.0,0.0,0.0,0.6923142857142857,0.539584342857143,0.1785714285714285,0.36261272,0.36261272,0.4896014492753623,1.0836104924633116,0.432518115942029,0.3154438405797101,0.6702898550724637,0,0,0,0,0,1,0,0.22713781132077612
route_tail_hybrid_c120_r42_a044,r187_q2_hardtail_hybrid_route,r187_q2_hardtail,187,id08,2024-08-09,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-7.633565769284557e-06,1.1675040891266058e-06,2.405643375021282e-06,0.0,0.0,0.0,0.5971714285714286,0.4397210285714286,0.1785714285714285,0.3635063885714286,0.3635063885714286,0.399098731884058,1.0234411998502673,0.3836050724637681,0.0337409420289855,0.7930253623188406,0,1,0,0,0,0,0,0.22242827467343543
route_tail_hybrid_c120_r42_a044,r144_q2_s3_tail_hybrid_route,r144_q2_s3_tail,144,id06,2024-08-14,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-6.576709368367323e-07,2.8014319965798245e-06,3.604270476671769e-07,1.0,0.0,0.0,0.5892857142857143,0.6122330285714285,0.1785714285714285,0.3469890171428571,0.3469890171428571,0.4436367753623188,1.0513354835582749,0.4085144927536231,0.3154438405797101,0.2952898550724637,0,1,0,0,0,0,0,0.22240470247903232
route_tail_hybrid_c120_r42_a044,r050_q2_hardtail_hybrid_route,r050_q2_hardtail,50,id02,2024-10-07,q2_hardtail,Q2,hybrid_route,tail,1,1,1,1,-5.322630792076763e-06,-2.223191099359414e-06,4.435364852600449e-06,0.0,0.0,0.0,0.0,0.6865775999999999,0.1785714285714285,0.3849920457142857,0.3849920457142857,0.4785280797101449,1.0520155998502676,0.4103260869565217,0.1526268115942029,0.886322463768116,0,1,0,0,0,0,0,0.22145275388809252
route_tail_hybrid_c120_r42_a044,r053_q2_s3_tail_hybrid_route,r053_q2_s3_tail,53,id02,2024-10-10,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-8.092613426935132e-06,2.954321387365979e-06,2.333443079267544e-06,0.0,0.0,0.0,0.4931142857142858,0.2717667428571428,0.1785714285714285,0.34239096,0.34239096,0.6422327898550725,1.5068929523300203,0.6870471014492754,0.3154438405797101,0.8958333333333334,0,1,0,0,0,0,0,0.22108186786074452
route_tail_hybrid_c120_r42_a044,r247_q2_s3_tail_hybrid_route,r247_q2_s3_tail,247,id10,2024-09-25,q2_s3_tail,"Q2,S3",hybrid_route,tail,2,1,1,1,-6.978099797658676e-06,6.330344964396131e-07,7.042634171238983e-07,0.0,0.0,0.0,0.6242571428571428,0.4061518857142858,0.1785714285714285,0.3550294742857143,0.3550294742857143,0.6298596014492753,1.4165254534155811,0.6358695652173914,0.3154438405797101,0.9234601449275364,0,1,0,0,0,0,0,0.22002708734165147
