candidate_id,spec_name,action_id,route_id,row,subject_id,sleep_date,route_name,route_targets,mode,route_group,route_n_cells,action_cells,action_q2_cells,changed_cells,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_conflict_rate,selected_toxic_mean,selected_safe_cell_mean,mean_bad_same_rank,mean_h098_frontier_cell_score,max_h098_frontier_cell_score,assignment_route_score,h071_route_score,h071_route_rank,h071_novelty_rank,h071_shortcut_avoid_rank,Q1_cells,Q2_cells,Q3_cells,S1_cells,S2_cells,S3_cells,S4_cells,h099_route_score
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r144_full_state_conflict_invert,r144_full_state,144,id06,2024-08-14,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,3,0,3,-2.87468261431893e-05,2.0997162980226887e-06,3.379681850744377e-06,1.0,1.0,1.0,0.8162095238095239,0.2318801523809524,0.3772380952380952,0.61750552,0.7918176,0.7390353260869565,1.6436715135152145,0.7531702898550725,0.9685235507246376,0.3727355072463768,0,0,1,1,0,0,1,0.7862896344021314
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r164_q2_s3_tail_conflict_invert,r164_q2_s3_tail,164,id07,2024-07-26,q2_s3_tail,"Q2,S3",conflict_invert,conflict,2,1,0,1,-8.211885793847748e-05,2.771913937358183e-06,4.745939585863874e-06,1.0,1.0,1.0,0.8542571428571428,0.1178602285714285,0.4314285714285714,0.7967975657142858,0.7967975657142858,0.435516304347826,1.0232121366372524,0.3831521739130434,0.3154438405797101,0.6000905797101449,0,0,0,0,0,1,0,0.7667351672257963
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r151_full_state_conflict_invert,r151_full_state,151,id06,2024-08-25,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,2,0,2,-1.8581616147178462e-05,4.9180910352975256e-06,7.646105603926661e-06,1.0,1.0,1.0,0.4635,0.11866702857142855,0.6911428571428572,0.48481501714285724,0.5168146514285716,0.6649864130434783,1.446434171771772,0.6526268115942029,0.9891304347826086,0.192481884057971,1,0,1,0,0,0,0,0.6773373818672547
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r135_full_state_conflict_invert,r135_full_state,135,id06,2024-07-14,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,5,0,5,-4.1930598626033645e-05,1.7803830105635186e-05,2.2883232130047613e-05,1.0,1.0,1.0,0.59212,0.029631428571428604,0.7391428571428571,0.4623843428571429,0.5573068457142858,0.5489356884057971,1.145620945802836,0.473731884057971,0.9402173913043478,0.243659420289855,1,0,1,0,1,1,1,0.6541617166648397
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r070_q1q3_subjective_conflict_invert,r070_q1q3_subjective,70,id03,2024-09-16,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,1,0,1,-1.740247122245409e-05,4.653989809826557e-06,5.098061791965369e-06,1.0,1.0,1.0,0.4838571428571429,0.0667148571428571,0.7742857142857142,0.5586044000000001,0.5586044000000001,0.2835597826086957,0.9165001228805216,0.3120471014492754,0.3154438405797101,0.2798913043478261,0,0,1,0,0,0,0,0.6429569606245329
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r226_full_state_conflict_invert,r226_full_state,226,id09,2024-09-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,1,0,1,-3.169715983272043e-06,1.2360478262749488e-07,4.736805842829403e-07,1.0,1.0,1.0,0.7840857142857143,0.1520126857142857,0.1785714285714285,0.7385512114285714,0.7385512114285714,0.4939809782608695,1.0191925882758732,0.3804347826086957,0.9685235507246376,0.1422101449275362,0,0,0,0,0,0,1,0.6322452380931732
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r139_full_state_conflict_invert,r139_full_state,139,id06,2024-07-19,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,3,0,3,-1.8193686615472276e-05,1.0381952018499603e-05,1.272732727928965e-05,1.0,1.0,1.0,0.7264952380952381,0.04281074285714287,0.6983809523809524,0.4467804457142858,0.4912916914285715,0.5524230072463768,1.193928528086869,0.5104166666666666,0.9685235507246376,0.2595108695652174,0,0,1,0,0,1,1,0.6106609598346205
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r003_q_subjective_conflict_invert,r003_q_subjective,3,id01,2024-08-03,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-1.0745257141657732e-05,7.045254046696656e-06,1.0908862408036964e-05,1.0,1.0,1.0,0.8040571428571429,0.0526738285714285,0.8485714285714285,0.5840420685714287,0.5840420685714287,0.3319021739130434,0.9096486407258156,0.3093297101449275,0.3154438405797101,0.2332427536231884,0,0,1,0,0,0,0,0.6019111118083796
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r101_q_subjective_conflict_invert,r101_q_subjective,101,id04,2024-10-24,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-1.1592620540117602e-05,3.475989029403247e-06,4.944697747058635e-06,1.0,1.0,1.0,0.8043142857142858,-0.0305217142857143,0.832,0.5417878857142857,0.5417878857142857,0.3524728260869564,0.8070136711631845,0.2554347826086957,0.5849184782608695,0.2015398550724637,0,0,1,0,0,0,0,0.5924713910997497
h099_route_conflict_c72_r28_a052_1cbff4af,route_conflict_c72_r28_a052,r098_full_state_conflict_invert,r098_full_state,98,id04,2024-10-19,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,2,0,2,-1.0445456889792912e-05,7.683167793644887e-06,9.116965978938773e-06,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.4241440217391304,0.8326246859747435,0.2694746376811594,0.9685235507246376,0.1381340579710145,0,0,0,1,0,0,1,0.586149727974732
