decision,selected_candidate_id,selected_file,selected_pred_public_median,selected_support_better_than_h012,promoted_path
diagnostic_only_memory_conflict_core_not_action_safe,conflict_swap_S124_core120_a0.28_rb60_r0.35_h012,hitl/h031_memory_conflict_public_core_jepa/submission_h031_conflict_swap_S124_core120_a0.28_rb60_r0.35_h012_07347231.csv,0.569809629698343,0.15,
