source_spec,bundle_id,targets,q2_rescue_marginal,full_curv_marginal,h088_cos,bad_weighted_pos,weight
q2_conservation_balanced_b12_a032,r002_combo2_4,"Q2,S3,S2",6.551941434119069e-06,-5.468238091149236e-06,0.03041427473385047,0.001836790598987601,1.2694561692547204
q2_conservation_balanced_b12_a032,r036_combo2_6,"Q2,S2,Q1",6.499559615883235e-06,-7.793963240269744e-06,0.03995600067755989,0.0024130381888081568,1.2948869977300514
q2_conservation_balanced_b12_a032,r002_top_companions_0,"Q2,S3,S1,Q1,S2",6.405128205860984e-06,-5.321424862891151e-06,0.031007287379638468,0.0018726040471922975,1.2674047711912013
q2_conservation_balanced_b12_a032,r002_combo3_9,"Q2,S3,Q1,S2",6.403879491400375e-06,-5.3201761484305415e-06,0.030692738911767565,0.0018536077149184853,1.2653289093863196
q2_conservation_balanced_b12_a032,r132_minimum_companions_1,"Q2,S2,S3",6.159092171287468e-06,-6.437795986871447e-06,0.04374432095113906,0.002641823886489774,1.2923177500333292
q2_conservation_balanced_b12_a032,r132_q_stage_balanced_2,"Q2,Q1,S2,S3",6.008846118727871e-06,-6.28754993431185e-06,0.04444444374218621,0.0026841059718587567,1.283386616349526
q2_conservation_antidote_b10_a030,r132_combo2_3,"Q2,S3,S4",5.980565400097015e-06,-6.266757016851546e-06,0.03228103284994624,0.0019495285744360927,1.2676691080091682
q2_conservation_antidote_b10_a030,r132_q_stage_balanced_2,"Q2,Q1,S3,S4",5.884426688518556e-06,-6.170618305273087e-06,0.03321714216349348,0.0020060624488024807,1.2653373154196945
q2_conservation_strict_b8_a035,r132_minimum_companions_1,"Q2,S3,Q1",5.8794424964041855e-06,-6.1469124531382795e-06,0.03292521233955307,0.001988432110388359,1.2733890139797719
q2_conservation_balanced_b12_a032,r132_combo2_5,"Q2,S3,Q1",5.874245017092883e-06,-6.152948832676862e-06,0.032925212339550675,0.0019884321103882147,1.2733316627196118
q2_conservation_antidote_b10_a030,r132_minimum_companions_1,"Q2,S3,Q1",5.870652945061351e-06,-6.156844561815882e-06,0.03292521233954881,0.001988432110388102,1.2732886970223518
q2_conservation_strict_b8_a035,r137_minimum_companions_1,"Q2,S1,S3",5.607959831455556e-06,-4.581691389119813e-06,0.026329449822311394,0.0015900982789608248,1.2463444302125857
q2_conservation_balanced_b12_a032,r038_top_companions_0,"Q2,S3,S1,S2,Q1",5.5998692811076115e-06,-6.708883433078879e-06,0.04057880376592756,0.00245065075290001,1.253521450620891
q2_conservation_balanced_b12_a032,r137_combo2_3,"Q2,S1,S3",5.578270924781314e-06,-4.595997823221001e-06,0.02632944982230944,0.0015900982789607068,1.2457735868876876
q2_conservation_antidote_b10_a030,r137_minimum_companions_1,"Q2,S1,S3",5.5584204925373994e-06,-4.605459034202333e-06,0.026329449822307924,0.0015900982789606153,1.2453906555111824
q2_conservation_antidote_b10_a030,r137_combo3_8,"Q2,S1,S3,S4",5.446231616231716e-06,-4.4932701578966495e-06,0.0262761400157511,0.001586878772581644,1.2344659042726458
q2_conservation_strict_b8_a035,r137_top_companions_0,"Q2,S1,S3,Q3",5.435755965620213e-06,-4.40948752328447e-06,0.027124020663567172,0.0016380843073708312,1.2352929560012602
q2_conservation_balanced_b12_a032,r137_combo3_9,"Q2,S1,S3,Q3",5.426956527411313e-06,-4.444683425851e-06,0.027124020663565215,0.001638084307370713,1.2354969970643497
q2_conservation_antidote_b10_a030,r137_q_stage_balanced_2,"Q2,Q3,S1,S3",5.420655648406781e-06,-4.467694190071715e-06,0.027124020663563703,0.0016380843073706217,1.2356166795904828
q2_conservation_balanced_b12_a032,r132_combo3_8,"Q2,S2,S3,S1",5.419211216661996e-06,-5.6979150322459746e-06,0.042145631762553815,0.0025452752330041043,1.2498332223881106
q2_conservation_balanced_b12_a032,r137_combo3_8,"Q2,S1,S2,S3",5.3277691161074565e-06,-4.345496014547144e-06,0.03364531588600654,0.0020319208812368465,1.2418140592956557
q2_conservation_antidote_b10_a030,r137_top_companions_0,"Q2,S1,S3,Q3,S4",5.310868533003887e-06,-4.357907074668821e-06,0.02707221702059782,0.0016349557618035907,1.2270627900461644
q2_conservation_balanced_b12_a032,r132_top_companions_0,"Q2,S2,S3,Q1,S1",5.27486381576717e-06,-5.553567631351149e-06,0.042871417919192,0.002589107190236496,1.2448039624486193
q2_conservation_antidote_b10_a030,r032_top_companions_0,"Q2,S1,S4,Q3,S3",5.2212813413986606e-06,-6.624070832280792e-06,0.050143407779932876,0.003028280003957278,1.244492196008845
q2_conservation_balanced_b12_a032,r032_combo2_4,"Q2,S2,S3",5.191085579751495e-06,-6.545820408132433e-06,0.035973664112825585,0.002172535384512534,1.2496279473191252
q2_conservation_balanced_b12_a032,r137_top_companions_0,"Q2,S1,S2,S3,Q3",5.172749720937361e-06,-4.190476619377048e-06,0.034270542478284635,0.002069679806510685,1.231231357828309
q2_conservation_antidote_b10_a030,r032_combo3_9,"Q2,S1,Q3,S3",5.137288479425571e-06,-6.540077970307702e-06,0.04978057569418173,0.003006367708827747,1.2392054439328823
q2_conservation_antidote_b10_a030,r132_combo3_9,"Q2,S3,S4,S1",5.091563774435809e-06,-5.37775539119034e-06,0.029947142899634915,0.0018085793932599166,1.224268588461341
q2_conservation_antidote_b10_a030,r132_combo2_4,"Q2,S3,S1",5.072257273090481e-06,-5.358448889845012e-06,0.029627289528101064,0.0017892626852000011,1.2281032874835778
q2_conservation_balanced_b12_a032,r132_combo2_6,"Q2,S3,S1",5.071793891664369e-06,-5.350497707248348e-06,0.02962728952810278,0.0017892626852001048,1.2279958181625532
q2_conservation_strict_b8_a035,r132_combo2_2,"Q2,S3,S1",5.071003571827668e-06,-5.338473528561762e-06,0.02962728952810499,0.001789262685200238,1.2278310550072176
q2_conservation_antidote_b10_a030,r132_top_companions_0,"Q2,S3,Q1,S4,S1",5.012166745635947e-06,-5.298358362390478e-06,0.03096099839360417,0.0018698085449115926,1.224400468441937
q2_conservation_antidote_b10_a030,r132_combo3_8,"Q2,S3,Q1,S1",4.994457858538762e-06,-5.280649475293293e-06,0.030651723881257288,0.0018511307193919534,1.2279337307837295
q2_conservation_strict_b8_a035,r132_top_companions_0,"Q2,S3,Q1,S1",4.965605753278488e-06,-5.233075710012582e-06,0.03065172388126123,0.0018511307193921915,1.2266377493102858
q2_conservation_antidote_b10_a030,r128_combo2_2,"Q2,S3,S4",4.838942951087069e-06,-4.5441575093165595e-06,0.03042027436882664,0.0018371529312548678,1.2265874795349998
q2_conservation_antidote_b10_a030,r032_q_stage_balanced_2,"Q2,Q3,S1,S4",4.827174315526423e-06,-6.229963806408554e-06,0.04896349987737691,0.0029570225512627417,1.23237013477366
q2_conservation_antidote_b10_a030,r032_combo2_3,"Q2,S1,Q3",4.691749769907862e-06,-6.094539260789993e-06,0.0485926172607402,0.0029346240653699306,1.2252720890610551
q2_conservation_strict_b8_a035,r032_top_companions_0,"Q2,S1,Q3,S3",4.6889367970590675e-06,-5.971495094704397e-06,0.04978057569418604,0.0030063677088280074,1.2211244349544819
q2_conservation_balanced_b12_a032,r031_combo2_3,"Q2,S2,S1",4.611374442362601e-06,-3.891591131931823e-06,0.02387866801005242,0.0014420897194170092,1.2177911983086795
q2_conservation_balanced_b12_a032,r032_combo2_5,"Q2,S1,Q3",4.499084689093451e-06,-5.853819517474389e-06,0.04880400442943927,0.002947390240713935,1.2175408058629593
q2_conservation_balanced_b12_a032,r031_combo3_9,"Q2,S2,S1,Q1",4.431103183927818e-06,-3.7113198734970397e-06,0.023857546140630615,0.001440814119340186,1.2013614721632926
q2_conservation_strict_b8_a035,r032_minimum_companions_1,"Q2,S1,Q3",4.194366291175025e-06,-5.476924588820355e-06,0.04859261726074456,0.0029346240653701943,1.2053722701123437
q2_conservation_balanced_b12_a032,r137_combo2_5,"Q2,S2,S3",4.118180755663262e-06,-3.135907654102949e-06,0.027030433376469154,0.0016324323478672542,1.1893535786212432
q2_conservation_balanced_b12_a032,r137_combo2_7,"Q2,S3,Q3",3.848001962505551e-06,-2.8657288609452384e-06,0.01883508945133773,0.0011374959797020214,1.1659909453056503
q2_conservation_antidote_b10_a030,r137_combo2_5,"Q2,S3,Q3",3.834557448278812e-06,-2.8815959899437457e-06,0.01883508945133668,0.0011374959797019579,1.1658456382550335
q2_conservation_balanced_b12_a032,r206_minimum_companions_1,"Q2,S1,S2",3.810076619331247e-06,-4.881282783588412e-06,0.037279764817429395,0.0022514139215330893,1.2035709131538956
q2_conservation_antidote_b10_a030,r137_combo2_6,"Q2,S3,S4",3.807334814527434e-06,-2.8543733561923676e-06,0.017756468395148717,0.0010723554812612343,1.1620352455835363
q2_conservation_balanced_b12_a032,r247_combo3_8,"Q2,S2,S3,S1",3.6954251814013284e-06,-5.171258141284385e-06,0.026975353810072385,0.0016291059614701026,1.2180653632799914
q2_conservation_balanced_b12_a032,r206_stage_anchor_2,"Q2,S1,S2,Q1",3.627256737926028e-06,-4.698462902183193e-06,0.03741256283441331,0.002259433910544656,1.1999204542100768
q2_conservation_balanced_b12_a032,r247_top_companions_0,"Q2,S2,S3,S1,Q1",3.6188477355915145e-06,-5.094680695474571e-06,0.028344523411624432,0.0017117933796169309,1.2083377311783858
q2_conservation_antidote_b10_a030,r053_combo2_5,"Q2,S3,S4",3.589996606367333e-06,-3.9183129469293285e-06,0.02929659579116799,0.0017692913016158739,1.1971075613674291
q2_conservation_antidote_b10_a030,r137_combo2_4,"Q2,S1,S4",3.5723145347975934e-06,-2.619353076462527e-06,0.01887411157976879,0.0011398526191182784,1.157270347800896
q2_conservation_antidote_b10_a030,r053_combo2_6,"Q2,S3,Q1",3.541882101297739e-06,-3.870198441859735e-06,0.022688045414678195,0.0013701851808651958,1.178317268801633
q2_conservation_antidote_b10_a030,r053_minimum_companions_1,"Q2,S1,S3",3.5350185939632146e-06,-3.86333493452521e-06,0.023971459830301592,0.0014476936387801407,1.1984051546315342
q2_conservation_balanced_b12_a032,r053_combo2_7,"Q2,S1,S3",3.514592697185853e-06,-3.839513675716385e-06,0.02397145983030341,0.0014476936387802504,1.197606528323513
q2_conservation_balanced_b12_a032,r137_minimum_companions_1,"Q2,S1,S2",3.5104100029057297e-06,-2.528136901345417e-06,0.026719757249182397,0.001613669875478094,1.1707959680803635
q2_conservation_balanced_b12_a032,r137_q_stage_balanced_2,"Q2,Q3,S1,S2",3.410366305481088e-06,-2.4280932039207753e-06,0.027488967887592843,0.0016601243407460445,1.1619873439966582
q2_conservation_antidote_b10_a030,r137_combo2_3,"Q2,S1,Q3",3.381825571747033e-06,-2.4288641134119666e-06,0.019369757673589196,0.0011697858689991639,1.1530188290439207
q2_conservation_balanced_b12_a032,r137_combo2_4,"Q2,S1,Q3",3.359668188538875e-06,-2.3773950869785624e-06,0.01936975767359186,0.0011697858689993248,1.151843501510139
q2_conservation_antidote_b10_a030,r053_q_stage_balanced_2,"Q2,Q1,S1,S3",3.358149597814785e-06,-3.6864659383767807e-06,0.02458368157579717,0.001484667170336048,1.1795799297790945
q2_conservation_antidote_b10_a030,r138_combo2_5,"Q2,S4,S1",3.3423744635278224e-06,-5.656244897367293e-06,0.030039149542479954,0.0018141358938867126,1.2158059401422265
q2_conservation_antidote_b10_a030,r053_combo3_8,"Q2,S1,S3,S4",3.312140521741485e-06,-3.6404568623034806e-06,0.030746524636949497,0.001856855963158446,1.1905984235731217
q2_conservation_antidote_b10_a030,r137_combo3_9,"Q2,S1,Q3,S4",3.2504663227204533e-06,-2.2975048643853867e-06,0.019156076879527754,0.001156881176148493,1.1443366010155822
q2_conservation_balanced_b12_a032,r247_combo2_3,"Q2,S2,S1",3.189595660122802e-06,-4.665428620005858e-06,0.025217812954566158,0.0015229638769068466,1.200841928814743
q2_conservation_antidote_b10_a030,r053_top_companions_0,"Q2,S1,S3,S4,Q1",3.1282532527892107e-06,-3.4565695933512063e-06,0.031312834833181785,0.0018910567867405574,1.173839209958531
q2_conservation_balanced_b12_a032,r247_combo3_9,"Q2,S2,S1,Q1",3.1209014648156744e-06,-4.596734424698731e-06,0.026625323265831988,0.0016079667819681926,1.1893178876456405
q2_conservation_antidote_b10_a030,r028_minimum_companions_1,"Q2,S1,S4",2.8428664999786187e-06,-2.8180047756418223e-06,0.016324000318173718,0.000985845317196427,1.149831801236816
q2_conservation_balanced_b12_a032,r206_combo2_5,"Q2,S2,Q1",2.81504074771074e-06,-3.886246911967905e-06,0.02271072213522515,0.0013715546821102857,1.163923937436982
q2_conservation_antidote_b10_a030,r028_stage_anchor_2,"Q2,S1,S4,Q1",2.8105603022705178e-06,-2.7856985779337214e-06,0.017453835528007656,0.001054078760538031,1.1461193199909492
q2_conservation_balanced_b12_a032,r132_combo2_3,"Q2,S2,Q1",2.7496156125726614e-06,-3.02831942815664e-06,0.031100196607811114,0.001878215057099983,1.1580694322872775
q2_conservation_antidote_b10_a030,r155_top_companions_0,"Q2,S1,S4",2.6824250661235203e-06,-3.1901824152423368e-06,0.030076999002057073,0.0018164217130336884,1.1535278233008277
q2_conservation_antidote_b10_a030,r154_combo3_8,"Q2,S3,S4,Q1",2.6200819751086117e-06,-3.1731460408165706e-06,0.02129224379602323,0.001440311197745503,1.1535011009910279
q2_conservation_antidote_b10_a030,r002_combo2_5,"Q2,S4,S1",2.4697166267672113e-06,-1.4125095100135047e-06,0.011351552859465163,0.0006855473542813215,1.120744568550471
q2_conservation_balanced_b12_a032,r247_minimum_companions_1,"Q2,S2,S3",2.436358398960007e-06,-3.9121913588430635e-06,0.021820155763340236,0.0013203588390676602,1.1716861411699122
q2_conservation_balanced_b12_a032,r247_q_stage_balanced_2,"Q2,Q1,S2,S3",2.427014144612289e-06,-3.902847104495346e-06,0.023533971388216054,0.001421272668212196,1.1626804182971358
q2_conservation_antidote_b10_a030,r140_combo2_5,"Q2,S4,Q3",2.4055816256422086e-06,-5.013700807785177e-06,0.0303126316232405,0.0018306521290864116,1.1858542028419707
q2_conservation_antidote_b10_a030,r140_combo2_6,"Q2,S4,S1",2.3593124638561763e-06,-4.967431645999144e-06,0.03295861835925838,0.0019904495796024455,1.1824865254799741
q2_conservation_antidote_b10_a030,r002_combo2_6,"Q2,S4,Q1",2.3220253952713037e-06,-1.264818278517597e-06,0.011275643402052463,0.0006809630010797403,1.1132444141141862
q2_conservation_balanced_b12_a032,r031_combo2_4,"Q2,S2,Q1",2.3204418523764016e-06,-1.6006585419456234e-06,0.015564829001748269,0.000939997150530157,1.1156673067753127
q2_conservation_antidote_b10_a030,r154_minimum_companions_1,"Q2,S3,S4",2.3093757008996792e-06,-2.862439766607638e-06,0.016946690441345887,0.0010234510590506657,1.1474551855217918
q2_conservation_balanced_b12_a032,r057_combo2_3,"Q2,S1,S3",2.2874461747936312e-06,-1.9164204328062182e-06,0.012735706373169103,0.0010577908527620032,1.1180265016084525
q2_conservation_antidote_b10_a030,r154_combo2_4,"Q2,S3,Q1",2.22294845659784e-06,-2.776012522305799e-06,0.019898254320186107,0.001391603904945029,1.1372729363401168
q2_conservation_balanced_b12_a032,r206_combo3_8,"Q2,S1,S2,Q3",2.215911341468292e-06,-3.287117505725457e-06,0.03297501099707507,0.0019914395701019,1.137595050339536
q2_conservation_antidote_b10_a030,r124_combo3_9,"Q2,S1,S3,S4",2.207714430735872e-06,-3.504085848311843e-06,0.028906554229583957,0.001745735761337459,1.1548742430658587
q2_conservation_balanced_b12_a032,r057_combo3_8,"Q2,S1,S2,S3",2.201656748652492e-06,-1.8306310066650792e-06,0.014214755386242145,0.001052617813501297,1.1206803488663883
q2_conservation_balanced_b12_a032,r154_combo2_3,"Q2,S3,Q1",2.19385799434175e-06,-2.738405625908472e-06,0.019898254320187516,0.0013916039049451166,1.1360911575415173
q2_conservation_balanced_b12_a032,r246_combo3_8,"Q2,S2,Q1,S3",2.1821074995913552e-06,-2.068642365018634e-06,0.014337570332834592,0.000865880072108498,1.1128370375969863
q2_conservation_balanced_b12_a032,r247_combo2_5,"Q2,S3,S1",2.1751194364768613e-06,-3.650952396359918e-06,0.02069222448094831,0.0012496527940035215,1.1567402973297707
q2_conservation_antidote_b10_a030,r169_combo2_6,"Q2,S3,Q3",2.1749367050591904e-06,-2.7834890901795063e-06,0.018804864457811814,0.0012013855746038178,1.1215319943720659
q2_conservation_balanced_b12_a032,r246_combo2_4,"Q2,S2,S3",2.171681575477511e-06,-2.05821644090479e-06,0.013115736591244535,0.0007920906179881056,1.1088474703034294
q2_conservation_balanced_b12_a032,r169_combo2_6,"Q2,S3,Q3",2.1679413480879886e-06,-2.7651908914895235e-06,0.01880486445781343,0.0012013855746039167,1.121136226740294
q2_conservation_antidote_b10_a030,r247_top_companions_0,"Q2,S3,S1,Q1",2.1618890467718383e-06,-3.6616806299047226e-06,0.02245355066684348,0.0013560234836981944,1.1491988675540252
q2_conservation_antidote_b10_a030,r206_combo2_4,"Q2,S1,S4",2.151898866225091e-06,-3.2402360502605584e-06,0.030567319672547364,0.0018460333478968235,1.12423445404625
q2_conservation_antidote_b10_a030,r247_minimum_companions_1,"Q2,S3,S1",2.1413325860468024e-06,-3.6411241691796867e-06,0.020692224480946646,0.0012496527940034211,1.1557759965235495
q2_conservation_antidote_b10_a030,r162_minimum_companions_1,"Q2,Q3,S4",2.111185951082827e-06,-3.505250583898901e-06,0.02456886525248324,0.0014837723772294317,1.1447282005596473
q2_conservation_antidote_b10_a030,r206_minimum_companions_1,"Q2,S1,Q1",2.1065295564462027e-06,-3.19486674048167e-06,0.030713492190984265,0.0018548610549536163,1.137819948697812
q2_conservation_balanced_b12_a032,r155_top_companions_0,"Q2,S1,S2",2.070655045318401e-06,-2.547281531101479e-06,0.030847332263212533,0.0018629439761670256,1.1317036382169512
q2_conservation_antidote_b10_a030,r133_combo3_8,"Q2,Q1,S1,Q3",2.06949526978281e-06,-1.457194349629336e-06,0.018483305216545565,0.001116250890644575,1.1081624892489956
q2_conservation_antidote_b10_a030,r169_combo2_4,"Q2,S3,Q1",2.0466860068681873e-06,-2.655238391988503e-06,0.01787375157832216,0.0010794384924511266,1.12831549424451
q2_conservation_balanced_b12_a032,r246_top_companions_0,"Q2,S2,Q1,S1,S3",2.0456232642169277e-06,-1.9321581296442066e-06,0.01433371003647703,0.0008656469396034185,1.1072313211180675
q2_conservation_balanced_b12_a032,r169_minimum_companions_1,"Q2,S3,Q1",2.0436132104528684e-06,-2.6408627538544033e-06,0.017873751578323896,0.0010794384924512315,1.1280652320352786
q2_conservation_balanced_b12_a032,r206_top_companions_0,"Q2,S1,S2,Q1,Q3",2.0427979141300102e-06,-3.1140040783871753e-06,0.03311805990457262,0.00200007863484325,1.135066415976128
q2_conservation_antidote_b10_a030,r244_combo2_3,"Q2,S4,S3",2.0372004271361314e-06,-2.556764379773365e-06,0.02558985361776256,0.0015454322999937102,1.124719099717838
q2_conservation_antidote_b10_a030,r054_combo2_2,"Q2,S3,S4",2.0357386332212676e-06,-1.331646138681003e-06,0.020959614182869086,0.0012658010959128072,1.1245459137185236
q2_conservation_balanced_b12_a032,r246_combo3_9,"Q2,S2,S1,S3",2.0351347135856134e-06,-1.9216695790128923e-06,0.01311185442494672,0.0007918561647051675,1.104011719301132
q2_conservation_balanced_b12_a032,r031_combo2_7,"Q2,S1,Q1",2.027788921740367e-06,-1.308005611309589e-06,0.012490027513602703,0.0007543025542722685,1.1012076346434327
q2_conservation_antidote_b10_a030,r189_minimum_companions_1,"Q2,Q1,S4",2.024134549272541e-06,-2.0382025416191066e-06,0.01530559838157076,0.0009243415950293766,1.1247722708038295
q2_conservation_antidote_b10_a030,r169_q_stage_balanced_2,"Q2,Q1,Q3,S3,S4",2.014554233522193e-06,-2.623106618642509e-06,0.02244544224675609,0.0013555337968679316,1.1249554792117613
q2_conservation_balanced_b12_a032,r246_minimum_companions_1,"Q2,S2,Q1",2.013005165800441e-06,-1.89954003122772e-06,0.01366842138745762,0.0008254685711621037,1.1079613476006076
q2_conservation_antidote_b10_a030,r031_combo2_3,"Q2,S1,Q1",2.0035282681117508e-06,-1.3311714360099512e-06,0.01249002751360183,0.0007543025542722157,1.1008795188766185
q2_conservation_balanced_b12_a032,r169_q_stage_balanced_2,"Q2,Q1,Q3,S3,S2",2.0030635279630424e-06,-2.6003130713645774e-06,0.022276776371314352,0.0013453476623277384,1.1233190079062354
