target,selected_feature_set,selected_logloss,selected_auc,multi_target_logloss,delta_vs_multi_target
Q1,multi_target_predicted,0.7021605265673931,0.4264238162027617,0.7021605265673931,0.0
Q2,sleep_pressure_route,0.6908178521600173,0.4641560161312975,0.692762689814161,-0.0019448376541436607
Q3,sleep_cohort_pair,0.6778410475554336,0.46835390946502065,0.6788997961598647,-0.0010587486044311145
S1,sleep_pressure_route,0.6415244999091957,0.40887451310904077,0.6439103585517116,-0.002385858642515948
S2,routine_cohort_pair,0.6598291502634837,0.4098171778874372,0.6624019492902135,-0.0025727990267297995
S3,cohort_relative_route,0.6500038845704729,0.430898975626987,0.6533563122925644,-0.0033524277220915444
S4,routine_break_route,0.7001024684255083,0.3976070226070225,0.7010178326680502,-0.0009153642425419051
