feature_set,k_basis,alpha,n_x_features,loo_mae,loo_rmse,weighted_loo_mae,weighted_loo_rmse,loo_spearman,loo_pair_acc,h088_loo_pred,h088_loo_error,h088_loo_abs_error,h088_sign_ok,base_loo_abs_error,full_fit_weighted_mae,route_basis_rank_score
signed_abs,180,3.0,220,0.00040615826844601514,0.0005342613399313114,0.0004263602094612293,0.0005511767533997328,0.8610567718228918,0.84,8.442213407485486e-05,-0.0006621858659251826,0.0006621858659251826,1.0,0.0008941656280609708,2.0195388893119495e-05,0.0017386122742516223
signed_abs,180,0.03,220,0.0006915393585825972,0.0010655044534112611,0.0006703792555908769,0.001005942433177651,0.7275494844745949,0.7818181818181819,0.0006404060501184905,-0.000106201949881547,0.000106201949881547,1.0,0.0018023443933295473,2.555074832155377e-06,0.0017615912138018246
signed_abs,180,0.3,220,0.00045257737600860594,0.0006862000352897447,0.0005026847479075393,0.0006875676891803273,0.8397477911060626,0.8218181818181818,0.0002635480549161636,-0.0004830599450838739,0.0004830599450838739,1.0,0.001241896070662671,7.319790271727486e-06,0.0017676642211663473
signed_meta,70,0.1,75,0.0005292613476800647,0.0008004808645078746,0.0004020531501322828,0.0005535830752814489,0.7627745342309858,0.8,2.7388800370833346e-05,-0.0007192191996292041,0.0007192191996292041,1.0,0.0008378152007523882,1.614077585411626e-05,0.0017956145710539165
signed_abs,140,10.0,220,0.0004144411042549814,0.0005620544989863598,0.00028486279943951636,0.000415385233626201,0.9145466621937078,0.8909090909090909,-7.840916338531503e-05,-0.0008250171633853525,0.0008250171633853525,0.0,0.00030674428778438645,3.427875396783253e-05,0.0018273155030868674
signed_abs,180,1.0,220,0.0004220179245542201,0.0005382328580144714,0.00045625041927610744,0.0005977933300443467,0.8410524225785214,0.8218181818181818,9.928620372516323e-05,-0.0006473217962748742,0.0006473217962748742,1.0,0.0010174311835482533,1.2260242662470251e-05,0.0018365165195176982
signed_abs,180,0.01,220,0.0007664847670211203,0.0011695672933008739,0.0007469304479758355,0.001137024469432787,0.6892802946157998,0.7672727272727272,0.0007255994626950067,-2.100853730503075e-05,2.100853730503075e-05,1.0,0.002013976639484141,1.3700188853165381e-06,0.0018740870644225194
signed_abs,100,30.0,200,0.0004332052509522211,0.0005837386485896572,0.00031885766726965866,0.00043853621814239407,0.9093281363038719,0.8836363636363637,-0.00011828562207235336,-0.0008648936220723908,0.0008648936220723908,0.0,0.0003124669133597886,6.755492379598885e-05,0.0019442468562185563
signed_abs,70,30.0,140,0.000421849015496035,0.00056926860073134,0.0003450344053299949,0.00045589328487205414,0.8880191555870429,0.8618181818181818,-6.80512923137745e-05,-0.000814659292313812,0.000814659292313812,0.0,0.00048566609642849935,8.177952373098507e-05,0.001993291091953702
signed_abs,100,10.0,200,0.00042737393321137535,0.0005790478173703917,0.0002921398867079156,0.0004494592997716671,0.9071537505164405,0.88,-0.00019407590502814394,-0.0009406839050281814,0.0009406839050281814,0.0,0.00021621556938162243,4.2185787595715266e-05,0.0019991054732716516
signed_abs,40,3.0,80,0.0006368780997750607,0.0009159453027641589,0.0003309720992869635,0.0004939515974727015,0.8814959982247482,0.850909090909091,-0.00018519352593674029,-0.0009318015259367777,0.0009318015259367777,0.0,0.0001507911152981154,7.198431489775004e-05,0.0020135828912527303
signed_abs,70,10.0,140,0.0003998854428337649,0.0005271445146819291,0.00032946026775407104,0.0004479938401850709,0.8862796469570976,0.8581818181818182,-0.00011622374506319272,-0.0008628317450632302,0.0008628317450632302,0.0,0.00040841301102316875,5.001875161859609e-05,0.0020142871558419284
signed_abs,70,3.0,140,0.0004598626955721108,0.000582378914156018,0.0003288136440198489,0.0004600968284680986,0.8888889099020154,0.8618181818181818,-0.00019569650044427898,-0.0009423045004443164,0.0009423045004443164,0.0,0.00026005791221371446,3.3880033192351056e-05,0.002071804697420304
signed_abs,40,1.0,80,0.0006894661288811143,0.000992353604265565,0.0003532496881894536,0.0005130607080585825,0.8349641423737132,0.8145454545454546,-0.00020062137053508103,-0.0009472293705351185,0.0009472293705351185,0.0,0.00015954499952570175,6.1850194190043e-05,0.002085042282347483
signed_abs,70,1.0,140,0.000548897384963474,0.0007501308418945552,0.00032224810221263,0.0005052088214654829,0.8767123494923988,0.850909090909091,-0.0002899795086532092,-0.0010365875086532465,0.0010365875086532465,0.0,6.166011944962776e-05,2.743336087957924e-05,0.002139421459775065
signed_abs,100,3.0,200,0.0004859117302173311,0.000642549389893546,0.00028295307480559744,0.0004985960251752896,0.8954120672643101,0.8690909090909091,-0.0003329814850839735,-0.0010795894850840109,0.0010795894850840109,0.0,2.116891805396771e-05,3.008282913744314e-05,0.0021435788048712883
signed_abs,40,10.0,80,0.0006015417178072296,0.000868984164767273,0.00038530482702970155,0.0005138825080122438,0.8741030865474809,0.8363636363636363,-0.0001457350081978142,-0.0008923430081978517,0.0008923430081978517,0.0,0.0004470385839712354,9.464029948049877e-05,0.002175659862013758
signed_abs,40,30.0,80,0.0006038588935078354,0.000871970907169961,0.0004241172782336521,0.0005393292785885126,0.8836703840121798,0.8545454545454545,-9.694477578946886e-05,-0.0008435527757895063,0.0008435527757895063,0.0,0.0006007838686196583,0.00013419396473631116,0.0022238653967332086
signed_abs,240,30.0,220,0.0005440939613450006,0.0008063754617996642,0.0006274237089067359,0.0009650614605208823,0.9332463799656189,0.9054545454545454,0.0011616194671443501,0.00041501146714431267,0.00041501146714431267,1.0,0.0019271035523320379,6.950758801402996e-05,0.0022575953763991083
signed_abs,140,3.0,220,0.000437178653655181,0.0005637727527439637,0.00037203265258703325,0.0005072201691324088,0.9119373992487899,0.8872727272727273,-0.00018711246623791548,-0.000933720466237953,0.000933720466237953,0.0,0.0005562789869825336,2.3254888600502172e-05,0.002278641335837991
signed_abs,240,1.0,220,0.0004383017118360111,0.0007190665903305814,0.0005964166848191796,0.0010428152014873766,0.8814959982247482,0.8727272727272727,0.0011163021019245977,0.0003696941019245602,0.0003696941019245602,1.0,0.0021325839056479576,1.2277321119151883e-05,0.002306928603372284
signed_abs,240,0.3,220,0.00046823291516081216,0.0007326687707129227,0.0006373401270170241,0.0011350071666551688,0.857142877405515,0.8654545454545455,0.0009986497524047022,0.00025204175240466477,0.00025204175240466477,1.0,0.0023418521340078493,8.023573988787418e-06,0.0023075388473389287
signed_abs,240,10.0,220,0.0004827539455935389,0.0007361963713932947,0.0006163786116627749,0.0009809653362490129,0.9371602743829959,0.9127272727272727,0.0012183160022214375,0.0004717080022214001,0.0004717080022214001,1.0,0.0019724351553142214,3.708589267540033e-05,0.0023735467665870298
signed_abs,240,3.0,220,0.0004531169391905093,0.0007193139836998095,0.0006005632301899596,0.0010035311662131485,0.8971515758942554,0.8872727272727273,0.001200981878094216,0.00045437387809417864,0.00045437387809417864,1.0,0.0020320702469486945,1.965194332732058e-05,0.0023784907211325855
signed_abs,240,0.1,220,0.0005276068345217126,0.0007969001479847361,0.0007225464172376703,0.0012581110902068148,0.8610567718228918,0.8545454545454545,0.000899843314922434,0.00015323531492239658,0.00015323531492239658,1.0,0.002586340244471499,5.189316542853362e-06,0.0024160717631850318
signed_meta,40,0.03,45,0.0006583822545746806,0.001026153815869938,0.0006291000271487905,0.0007498221047982844,0.8271363535389596,0.8472727272727273,0.0016448347577039037,0.0008982267577038662,0.0008982267577038662,1.0,0.0009849184514372303,3.6641986775523716e-05,0.002483476066048315
signed_abs,240,0.03,220,0.0006813860107146224,0.0009931444502469689,0.0008238422307553067,0.001377209289699622,0.7727767088531711,0.8109090909090909,0.000803177983125464,5.6569983125426574e-05,5.6569983125426574e-05,1.0,0.0027599611318253866,2.7537029482668307e-06,0.002516166413683616
signed_abs,240,0.01,220,0.0007800393413235431,0.0012046311296296409,0.0008920167609988322,0.0014528157137906274,0.7458143250890199,0.7927272727272727,0.000741721222619397,-4.886777380640498e-06,4.886777380640498e-06,1.0,0.0028255021404166632,1.393095214493494e-06,0.002571616021337383
signed_abs,40,0.3,80,0.0008094291143892265,0.0011731630635262332,0.0004938914086195448,0.0006287378642605482,0.7323331332069443,0.7709090909090909,-0.00019737247355973528,-0.0009439804735597727,0.0009439804735597727,0.0,0.000681506933064843,5.6527286443946636e-05,0.002574486960572059
signed_abs,100,1.0,200,0.0005539667649878459,0.000756522061937697,0.00038091622204979123,0.0005794766937977251,0.8693194378151315,0.8472727272727273,-0.00046727687622207957,-0.0012138848762221171,0.0012138848762221171,0.0,0.00026131948892723494,2.3461500982689765e-05,0.002643901551357499
signed_abs,140,1.0,220,0.00048119561286860327,0.0006104386201750682,0.0004763230495525948,0.0006333763470591903,0.8901935413744744,0.8727272727272727,-0.0002149289943587249,-0.0009615369943587624,0.0009615369943587624,0.0,0.0009331287681925559,1.615522928651087e-05,0.0026983242716987106
signed_abs,70,0.3,140,0.0007234704186675072,0.0010706342688842228,0.00044031750640601935,0.0006264078867995493,0.6962383291355806,0.76,-0.0004257470354306558,-0.0011723550354306932,0.0011723550354306932,0.0,0.0003360362754223224,2.2394368583574553e-05,0.002722725500849426
signed_meta,100,0.1,105,0.0006352300561322195,0.0009500775362427113,0.0005469675452831133,0.0007023815936237031,0.7462492022465061,0.7927272727272727,-0.0001860781726608277,-0.0009326861726608652,0.0009326861726608652,0.0,0.0009871501888405103,1.3859569498720713e-05,0.002805002059983447
signed_abs,140,0.01,220,0.0007549552178537288,0.0012495235437412003,0.0007940627130181017,0.0012841739175209299,0.6944988205056354,0.7818181818181819,0.00032826293875834033,-0.00041834506124169713,0.00041834506124169713,1.0,0.0025611681111393433,1.7412716558537719e-06,0.002961119226408684
signed_abs,140,0.1,220,0.0006415271573557098,0.0010171844544359936,0.0007205127402481269,0.0010921256917944256,0.7201565727973276,0.7854545454545454,8.903920146869e-05,-0.0006575687985313475,0.0006575687985313475,1.0,0.002126321900441196,6.380910002888134e-06,0.0029660280512050535
signed_abs,140,0.3,220,0.0005801115833104693,0.0008073959015823292,0.0006069183289287504,0.0008472199965333275,0.860187017507919,0.850909090909091,-9.819295376318853e-05,-0.000844800953763226,0.000844800953763226,0.0,0.0015265426011769542,1.0141019806149142e-05,0.0030589669634674688
signed_abs,140,0.03,220,0.0007328236062943628,0.0011627428861811437,0.0008038213531024396,0.0012852640572862306,0.6823222600960187,0.7672727272727272,0.0002510100726778432,-0.0004955979273221943,0.0004955979273221943,1.0,0.002567802430674837,3.3538484217220064e-06,0.0031096485750288162
signed_meta,40,1.0,45,0.0005367043482432782,0.000711702236907908,0.0006203165695422341,0.0007982938844985047,0.9236790825009201,0.8836363636363637,-0.00023285129074537,-0.0009794592907454076,0.0009794592907454076,0.0,0.0013392996435113889,5.754260384916088e-05,0.003165968270983126
signed_abs,100,0.3,200,0.000696960515639481,0.0009741745530225537,0.0005136677565182043,0.0007069634355008404,0.7075451352302247,0.7709090909090909,-0.0005572837762622473,-0.0013038917762622847,0.0013038917762622847,0.0,0.000678721249433752,1.767540944429103e-05,0.0032417649439641576
signed_meta,70,0.3,75,0.00047500952626385707,0.0006262084092428097,0.0006225145455650602,0.0008647093804017503,0.8971515758942554,0.8727272727272727,-0.0003538939275008528,-0.0011005019275008902,0.0011005019275008902,0.0,0.0014745436218427171,2.1365470279561176e-05,0.003482077545802952
signed_abs,40,0.1,80,0.0010422232119273065,0.0015738078616513284,0.0007358040556853019,0.0009787109957722108,0.7305936245769991,0.7709090909090909,-0.00020934254680273856,-0.000955950546802776,0.000955950546802776,0.0,0.0015925535636190718,5.375320993871246e-05,0.003495451448826391
signed_abs,70,0.1,140,0.0009076597400005928,0.001450436696960866,0.0006248478351639778,0.0008408572300264477,0.6310067555126343,0.730909090909091,-0.0005863376167081224,-0.00133294561670816,0.00133294561670816,0.0,0.0008829460437879929,1.792938854078663e-05,0.003587435466176682
signed_abs,100,0.1,200,0.0007866945379629112,0.0011488525868515325,0.0006254508385067819,0.000847869893131076,0.5962165829137296,0.7163636363636363,-0.000585731760199493,-0.0013323397601995306,0.0013323397601995306,0.0,0.001112808106839998,1.397999666626504e-05,0.0037216988330656866
signed_meta,100,0.3,105,0.0005404864158633213,0.0007581433591488849,0.000703696621069584,0.0009289432288977472,0.8510545972007065,0.8436363636363636,-0.0005233846508055025,-0.0012699926508055398,0.0012699926508055398,0.0,0.0014721771234433869,1.8912378680449758e-05,0.003887339812378976
signed_meta,40,3.0,45,0.000542116719283233,0.0007405048833467372,0.0007384965379439101,0.0009769338946426652,0.9210698195560023,0.8836363636363637,-0.0004390043129586423,-0.0011856123129586798,0.0011856123129586798,0.0,0.0016775448423832255,8.010414894723702e-05,0.003901239982127341
signed_abs,100,0.03,200,0.000820353304555785,0.0012370806507592009,0.0007141162413873141,0.0009850377884008314,0.6083931433233463,0.7236363636363636,-0.0006165015880758144,-0.0013631095880758518,0.0013631095880758518,0.0,0.001491778278101671,1.133239583817042e-05,0.004130694329204871
signed_meta,40,10.0,45,0.000510570913223277,0.0007866220762172117,0.000806556677839887,0.00110814164576545,0.9202000652410297,0.8836363636363637,-0.0005151644434314166,-0.001261772443431454,0.001261772443431454,0.0,0.0019627114911395455,0.0001350417643246172,0.00431472706899346
signed_abs,100,0.01,200,0.0008128073807340503,0.0012600462181445572,0.0007408072027263839,0.001034991004672227,0.6162209321580997,0.7272727272727273,-0.0006696525015887313,-0.0014162605015887687,0.0014162605015887687,0.0,0.001595547443756277,9.580780660992931e-06,0.004326085790659461
signed_meta,40,30.0,45,0.0006154965083866683,0.0009413415411704206,0.000828218045958384,0.0011577509533073585,0.921939573870975,0.8872727272727273,-0.000489051793636482,-0.0012356597936365194,0.0012356597936365194,0.0,0.00207680124418621,0.00024108513621853717,0.004376349506157879
signed_abs,70,0.03,140,0.0011332093920958539,0.0018920184233456275,0.0008337580107837441,0.0011241942985680748,0.6605784022217033,0.7454545454545455,-0.000820255888276143,-0.0015668638882761804,0.0015668638882761804,0.0,0.0014384957300928396,1.4025066483832319e-05,0.004622367707309482
signed_meta,70,1.0,75,0.00045950958606875476,0.0006571199158903701,0.0008431494408676726,0.0011590611793242489,0.9232442053434339,0.8981818181818182,-0.0006574818974210706,-0.0014040898974211082,0.0014040898974211082,0.0,0.0020253892109351646,3.464890030433051e-05,0.004648075235857244
signed_meta,240,0.1,220,0.000765391499590851,0.0013306589113930207,0.0008906232021586229,0.0012020464349241243,0.819308564704206,0.8290909090909091,-0.0006073422416480993,-0.0013539502416481369,0.0013539502416481369,0.0,0.0020371294229982913,4.870190484268267e-06,0.004655481460694489
signed_meta,240,0.03,220,0.0008754171568208531,0.0016113671818629473,0.0009254813389604741,0.0012373373968635332,0.8297456164838776,0.8327272727272728,-0.0005776521057417521,-0.0013242601057417895,0.0013242601057417895,0.0,0.00205117572307992,2.221888932938878e-06,0.004662055982048989
signed_meta,240,0.01,220,0.0009564326846822321,0.0017683635938474025,0.0009685028321281735,0.001293503526199174,0.8367036510036583,0.8436363636363636,-0.0006120641517945814,-0.001358672151794619,0.001358672151794619,0.0,0.0021273528558751484,1.0646973197582254e-06,0.004828448037437875
signed_meta,240,0.3,220,0.0006707097591421492,0.0010628798439852362,0.0008954441744611946,0.0012323509133098157,0.8236573362790691,0.8363636363636363,-0.000746946827849467,-0.0014935548278495045,0.0014935548278495045,0.0,0.002112857876773736,9.309584727231793e-06,0.004951406356299816
signed_meta,100,1.0,105,0.0005126175218672919,0.0007538766698102352,0.0008967594177506679,0.0012145522666340651,0.8762774723349125,0.8581818181818182,-0.0007879944717147873,-0.0015346024717148247,0.0015346024717148247,0.0,0.0020635752531373954,3.032100594710674e-05,0.004979687240180884
signed,70,0.01,70,0.0008620204281093183,0.0013493018714935657,0.0009822026738757626,0.0012821199959981056,0.7336377646794031,0.7854545454545454,-0.0007131676203864349,-0.0014597756203864724,0.0014597756203864724,0.0,0.0020892465853237212,1.6888084278319703e-05,0.00500549710021288
signed_abs,40,0.03,80,0.0014981770979568315,0.0024273860182692218,0.001144783042455232,0.0016665621991192668,0.6388345443473878,0.7236363636363636,-0.00030030047964767627,-0.0010469084796477137,0.0010469084796477137,0.0,0.0030335637683706783,5.079596181456554e-05,0.005176051938334279
signed,100,0.01,100,0.0008097477285398108,0.0013138392688234774,0.0011259175491445358,0.001422007109458581,0.7871276550502192,0.8181818181818182,-0.0007263985188869738,-0.0014730065188870113,0.0014730065188870113,0.0,0.00209190702172732,1.2318285504424674e-05,0.005226601389145733
signed,100,0.03,100,0.0007408380846654389,0.001111979406067825,0.0010808797512893524,0.0013604666681617636,0.7836486377903286,0.8145454545454546,-0.0008049141669591677,-0.0015515221669592052,0.0015515221669592052,0.0,0.0020672882662113464,1.5560222979938872e-05,0.005274666818458536
signed_meta,70,3.0,75,0.0005166440958294074,0.0007499228187730435,0.00097781254899981,0.0013252858667025507,0.9280278540757833,0.8981818181818182,-0.0008059351906077119,-0.0015525431906077494,0.0015525431906077494,0.0,0.002332060629511474,6.464705193048379e-05,0.00527819664004529
signed_meta,140,0.1,145,0.0005784861938983257,0.000897100157366278,0.0009589873909839962,0.0012737173091041396,0.7488584651914238,0.7818181818181819,-0.0009400861747435339,-0.0016866941747435715,0.0016866941747435715,0.0,0.0020898540902549194,1.0469769935493544e-05,0.005363960440478913
signed_meta,70,30.0,75,0.0006963695056665804,0.001019805788273687,0.0010108964259109828,0.0013728023391296358,0.9115025220913036,0.8836363636363637,-0.0008130812460971293,-0.001559689246097167,0.001559689246097167,0.0,0.0024242554629493973,0.00023440262665097168,0.005399167681557549
signed_meta,140,0.3,145,0.000571052499151067,0.0008446334262338706,0.0009453700336566465,0.0012708310817135385,0.8458360713108709,0.8363636363636363,-0.0010006303509964994,-0.0017472383509965369,0.0017472383509965369,0.0,0.002069957416508681,1.7669353619759102e-05,0.005424540728678575
signed_abs,70,0.01,140,0.0013123214159472187,0.002217274171321693,0.0009848273366895768,0.0013295076516482666,0.6744944712612652,0.7527272727272727,-0.0010790771462596237,-0.0018256851462596611,0.0018256851462596611,0.0,0.0017221019921306016,1.128978777512661e-05,0.005459530702907286
signed_meta,70,10.0,75,0.0006163282856657539,0.0008820175972206378,0.0010271649824794477,0.0013917294374849196,0.9088932591463856,0.88,-0.0008480801627681761,-0.0015946881627682135,0.0015946881627682135,0.0,0.0024599396994269863,0.00012980073531203677,0.005503868480006756
signed_meta,240,1.0,220,0.0006286501622581695,0.0009491000945082958,0.0009472311821959782,0.001334297588458965,0.9019352246266048,0.8690909090909091,-0.0009793511955109428,-0.0017259591955109802,0.0017259591955109802,0.0,0.0022682752553153077,1.8652737303042337e-05,0.005518137756369923
signed_meta,40,0.01,45,0.0009036634632943481,0.001407840276586986,0.0012260838045964153,0.0015884681167480778,0.7566862540261774,0.8109090909090909,0.0023236595719228,0.0015770515719227625,0.0015770515719227625,1.0,0.0027420455342259263,3.029948133861468e-05,0.005589726818358458
signed,70,0.03,70,0.0009017866946200502,0.0014401462019278978,0.001046912694037317,0.001410716135404672,0.834529265216227,0.8290909090909091,-0.0009145497726463873,-0.0016611577726464246,0.0016611577726464246,0.0,0.002358775682463065,2.279005536932155e-05,0.005603612907151184
signed_meta,100,3.0,105,0.0005584828362686574,0.0008369423802158559,0.0010182435954885563,0.001384370176111809,0.8832355068546934,0.8618181818181818,-0.0009427726425809935,-0.001689380642581031,0.001689380642581031,0.0,0.002396124540822564,5.524015946032506e-05,0.0056224760149397495
signed,100,0.1,100,0.0007050188023818479,0.0011053189891396407,0.0011147937529562607,0.0014202147634555836,0.8619265261378644,0.8363636363636363,-0.0009746689545755355,-0.001721276954575573,0.001721276954575573,0.0,0.0022233043968746475,2.1406662749346734e-05,0.005700106333661592
signed,240,0.03,220,0.0010692455686699685,0.001927435692359717,0.001109223659660165,0.0014825514042149897,0.8236573362790691,0.8327272727272728,-0.0009153933786288646,-0.001662001378628902,0.001662001378628902,0.0,0.0024357487001903824,2.671008559349906e-06,0.005742306969792064
signed,240,0.1,220,0.000977461593362812,0.0016846789716483265,0.0010814545232264855,0.0014581198514452744,0.8132202844993976,0.8218181818181818,-0.0009458917152307614,-0.0016924997152307987,0.0016924997152307987,0.0,0.002435294527964829,6.05868349405722e-06,0.005757721430799012
signed_meta,140,0.03,145,0.0007378375780522772,0.0011461561027783609,0.001094070831662408,0.0014214252823464071,0.7184170641673823,0.7636363636363637,-0.0009741479394693446,-0.001720755939469382,0.001720755939469382,0.0,0.002353236361704301,5.726993523889804e-06,0.0057736221214383975
signed,240,0.01,220,0.0011181645232481456,0.0020479869959902906,0.00113655338599467,0.0015169794042412348,0.8297456164838776,0.84,-0.0009264145241277671,-0.0016730225241278047,0.0016730225241278047,0.0,0.0024793710151714654,1.2169964015304344e-06,0.00582620681794609
signed_meta,180,0.1,185,0.0006778807386607172,0.0010284652103003135,0.001090852019168542,0.0014536202452669826,0.7749510946406025,0.8036363636363636,-0.0009644966831840976,-0.001711104683184135,0.001711104683184135,0.0,0.0025109896302735408,7.573941182748999e-06,0.005844325481849095
signed_meta,140,1.0,145,0.0005904846746348074,0.000885175768410794,0.0010189035604520195,0.001380276723065073,0.8697543149726179,0.8472727272727273,-0.0011121364945820367,-0.0018587444945820741,0.0018587444945820741,0.0,0.0022864876215789934,3.115059703191511e-05,0.005852317936927829
signed_meta,100,30.0,105,0.0007166447410553355,0.0010682295352784051,0.0010711235061663406,0.0014471339227959165,0.8819308753822346,0.8618181818181818,-0.0010240851159897784,-0.001770693115989816,0.001770693115989816,0.0,0.0024887974311168922,0.0002175095156181635,0.005892905276599992
signed_meta,180,0.3,185,0.0006115958496010454,0.0009241860794564952,0.0010636619695350848,0.0014387347037183422,0.7888671636801644,0.8072727272727273,-0.0010357657488233119,-0.0017823737488233493,0.0017823737488233493,0.0,0.0024703221499687324,1.3243986686991441e-05,0.0059075321322327855
signed_meta,100,10.0,105,0.0006254348818408288,0.0009451440479077153,0.001067099898960429,0.0014531917444813706,0.878451858122344,0.8581818181818182,-0.0010271887790923103,-0.0017737967790923477,0.0017737967790923477,0.0,0.0025129143699018234,0.00011362132731217492,0.005911008372321162
signed,240,0.3,220,0.0008921519241538718,0.0014361262966612433,0.0010757305990290885,0.0014723563994556272,0.7949554438849727,0.8109090909090909,-0.0010394640765917262,-0.0017860720765917636,0.0017860720765917636,0.0,0.0024916617921485,1.2182250817407906e-05,0.005951685604615542
signed_meta,180,0.03,185,0.0009065015484172528,0.0013932581889375647,0.0011778017019072292,0.0015336419825312435,0.7218960814272728,0.7709090909090909,-0.0009361438810240009,-0.0016827518810240384,0.0016827518810240384,0.0,0.002615723405789754,4.0744419178835585e-06,0.005986169523911882
signed_meta,240,3.0,220,0.0006506777157318501,0.0009851692073225508,0.0010059523669450233,0.0014285008233024393,0.9202000652410297,0.8836363636363637,-0.001155840931270209,-0.0019024489312702464,0.0019024489312702464,0.0,0.0024012846867009574,3.649849377306796e-05,0.005988649674874966
signed,40,0.1,40,0.0009922983088604456,0.0015806730760686226,0.0012071772073559783,0.0015756810054969382,0.8723635779175358,0.8363636363636363,-0.0009856000967865043,-0.0017322080967865417,0.0017322080967865417,0.0,0.0026872736905909503,7.421833670399674e-05,0.006135380686140159
signed,40,0.03,40,0.001096000893191407,0.0017233449427086708,0.0013075610745043194,0.0016308951079958077,0.857142877405515,0.8290909090909091,-0.0009422723430631821,-0.0016888803430632196,0.0016888803430632196,0.0,0.002617970646066169,6.231688876435128e-05,0.0061512183359993125
signed,40,30.0,40,0.0010005074853480318,0.0012764292642187367,0.0011758019847492001,0.0015764870183278456,0.862796280452837,0.8472727272727273,-0.0009869330687012415,-0.001733541068701279,0.001733541068701279,0.0,0.0027900413108222517,0.00046356288458882926,0.00616217634194128
signed_meta,180,1.0,185,0.0006560397713123103,0.0009765488806277484,0.0010917627160145678,0.0014866663804277203,0.8619265261378644,0.8436363636363636,-0.0011523587101853526,-0.00189896671018539,0.00189896671018539,0.0,0.002527466227745148,2.5745205962093746e-05,0.0061751764795091885
signed_meta,240,30.0,220,0.0007014360544094327,0.0010476086983875093,0.001030001128945382,0.0014547038795960647,0.8949771901068239,0.8545454545454545,-0.0012486211033888995,-0.001995229103388937,0.001995229103388937,0.0,0.0023929493143025633,0.0001489578438358845,0.006184304025455396
signed_meta,140,3.0,145,0.0006620559762591068,0.0009770543796651467,0.001092797556262682,0.0014810567427922532,0.8793216124373165,0.8618181818181818,-0.001189084453445872,-0.0019356924534459094,0.0019356924534459094,0.0,0.0024908504705363215,5.596074333086158e-05,0.0062116813820863245
signed_meta,240,10.0,220,0.0006819249554010009,0.0010332793268164769,0.0010410641648967258,0.0014723950049403602,0.9175908022961118,0.88,-0.001243541508403809,-0.0019901495084038465,0.0019901495084038465,0.0,0.0024510648136938725,7.828326393387658e-05,0.006220774464754368
