bundles,rows,cells,mean_route_energy_delta,median_route_energy_delta,negative_energy_rate,s2_any_rate,s2_bridge_rate,same_direction_rate,mean_public_utility,mean_solver_score,max_driver_h088_alignment,iteration
34,34,67,-0.013402680832051919,-0.01081511707010295,0.8823529411764706,0.7058823529411765,0.35294117647058826,0.6764705882352942,0.0006056454542690089,0.0012671697215794059,0.6188571428571429,0
34,34,67,-0.008918553918284246,-0.004887175623631701,0.7352941176470589,0.5588235294117647,0.2647058823529412,0.5882352941176471,0.0007269167726543076,0.0011836880232531718,0.6137142857142858,1
34,34,68,-0.008417062861414235,-0.0046104360344039995,0.7058823529411765,0.5882352941176471,0.3235294117647059,0.5588235294117647,0.0006230740389058292,0.0010618556333779631,0.6188571428571429,2
34,34,66,-0.008379735642999925,-0.00436927704127775,0.7941176470588235,0.7058823529411765,0.38235294117647056,0.5294117647058824,0.0006390380812270473,0.0010709843442900516,0.6188571428571429,3
34,34,66,-0.00975013961068707,-0.0072795529039641,0.7941176470588235,0.7352941176470589,0.4411764705882353,0.5294117647058824,0.000659446109688405,0.001158161653469078,0.6177142857142857,4
34,34,67,-0.01148163742345513,-0.00546546380062585,0.7647058823529411,0.5588235294117647,0.23529411764705882,0.5294117647058824,0.0007023249166484835,0.0012723682159342328,0.6188571428571429,5
34,34,66,-0.01169768400057915,-0.0076017355770152005,0.8235294117647058,0.5882352941176471,0.2647058823529412,0.5588235294117647,0.0007221504237286001,0.0013064939144371384,0.6188571428571429,6
34,34,67,-0.009248961790603048,-0.0069087804868237,0.7352941176470589,0.6764705882352942,0.35294117647058826,0.6470588235294118,0.0006788626849183676,0.0011747014712922676,0.6188571428571429,7
34,34,67,-0.010973424800552935,-0.008253350385213,0.7941176470588235,0.5294117647058824,0.20588235294117646,0.5,0.0006870498855664477,0.0012268999005950385,0.6188571428571429,8
34,34,68,-0.008141183971553912,-0.0077135719470987005,0.7352941176470589,0.6470588235294118,0.3235294117647059,0.5588235294117647,0.0006230847220264442,0.0010475617231036315,0.6188571428571429,9
34,34,68,-0.011026818711534717,-0.0062195540777029,0.8235294117647058,0.6764705882352942,0.35294117647058826,0.5882352941176471,0.0005052005868563853,0.0010245899258883979,0.6188571428571429,10
34,34,67,-0.010642163269806423,-0.00601818715464755,0.7941176470588235,0.5882352941176471,0.29411764705882354,0.47058823529411764,0.000616687684594836,0.0011254304257881306,0.6188571428571429,11
