bundles,rows,cells,mean_route_energy_delta,median_route_energy_delta,negative_energy_rate,s2_any_rate,s2_bridge_rate,same_direction_rate,mean_public_utility,mean_solver_score,max_driver_h088_alignment,iteration
41,41,82,-0.009992441510109593,-0.0062361355738226,0.7560975609756098,0.6097560975609756,0.34146341463414637,0.5365853658536586,0.0006492285483004071,0.0011556321244476544,0.6188571428571429,0
41,41,81,-0.010731357071288389,-0.009930603250156,0.7560975609756098,0.6097560975609756,0.3170731707317073,0.5609756097560976,0.0006792218360839757,0.0012195765152886954,0.6188571428571429,1
41,41,81,-0.010431998816637224,-0.0083569270665367,0.7804878048780488,0.5853658536585366,0.2926829268292683,0.6341463414634146,0.0006640124981948321,0.0011916876078548616,0.6188571428571429,2
41,41,82,-0.012680122429463524,-0.009188023448104,0.8048780487804879,0.6097560975609756,0.3170731707317073,0.6097560975609756,0.0006423098515544657,0.0012750532543166645,0.6188571428571429,3
41,41,81,-0.013282724020899616,-0.0111522970860378,0.8048780487804879,0.6097560975609756,0.2926829268292683,0.5121951219512195,0.0006502162588442414,0.0012813995694666933,0.6188571428571429,4
41,41,80,-0.012108331754917153,-0.0104704431677765,0.8292682926829268,0.6097560975609756,0.2926829268292683,0.4634146341463415,0.0006634050185864584,0.0012404261960710507,0.6188571428571429,5
41,41,80,-0.010454003572105911,-0.0062361355738226,0.7560975609756098,0.6829268292682927,0.36585365853658536,0.5853658536585366,0.0006635775328013462,0.00120803735423867,0.6188571428571429,6
41,41,80,-0.01180971272484913,-0.010083024667728,0.8048780487804879,0.6341463414634146,0.34146341463414637,0.5609756097560976,0.0006579282425809588,0.0012303842862417176,0.6188571428571429,7
41,41,79,-0.008249880794583542,-0.0035315798492093,0.7073170731707317,0.5853658536585366,0.2682926829268293,0.4878048780487805,0.0006683218851700755,0.0010987682794158802,0.6188571428571429,8
41,41,81,-0.011991513006272143,-0.0099397967904421,0.8536585365853658,0.6341463414634146,0.3170731707317073,0.6829268292682927,0.0006481683710588902,0.0012506568216057584,0.6188571428571429,9
41,41,82,-0.010924962477753625,-0.0063228955315994,0.6829268292682927,0.6829268292682927,0.36585365853658536,0.4634146341463415,0.0006432530278357096,0.001173154574098356,0.6188571428571429,10
41,41,82,-0.009041382608740472,-0.0077372996537921,0.8292682926829268,0.6585365853658537,0.36585365853658536,0.5853658536585366,0.000623752856196034,0.00108235018112518,0.6188571428571429,11
41,41,80,-0.013410262061015312,-0.009930603250156,0.8536585365853658,0.5609756097560976,0.24390243902439024,0.6829268292682927,0.0006664874930701901,0.0013234863045542976,0.6188571428571429,12
41,41,82,-0.01107861255733572,-0.0063385149871426,0.7804878048780488,0.5365853658536586,0.24390243902439024,0.43902439024390244,0.0006239773808692828,0.0011483784743568158,0.6188571428571429,13
41,41,82,-0.011072009928595897,-0.009188023448104,0.8048780487804879,0.7073170731707317,0.3902439024390244,0.5609756097560976,0.000645793139962839,0.0011858757520231801,0.6188571428571429,14
41,41,79,-0.013777944413463604,-0.009930603250156,0.7560975609756098,0.6341463414634146,0.3170731707317073,0.4878048780487805,0.000667276162788678,0.0013326098141884881,0.6188571428571429,15
41,41,80,-0.012181347229672334,-0.0087103767394013,0.8048780487804879,0.5853658536585366,0.2682926829268293,0.5121951219512195,0.0006673581965517855,0.0012456175660529962,0.6188571428571429,16
41,41,82,-0.010662255921444293,-0.0069106071397819,0.8048780487804879,0.6585365853658537,0.34146341463414637,0.6097560975609756,0.0006841412852207806,0.0012355801625703801,0.6188571428571429,17
41,41,81,-0.010762954408885741,-0.0052895087900846,0.7317073170731707,0.6341463414634146,0.3170731707317073,0.6341463414634146,0.0006590012382052169,0.0012052536882920112,0.6188571428571429,18
41,41,81,-0.01101428791046604,-0.0052913239876333,0.8048780487804879,0.6341463414634146,0.3170731707317073,0.4634146341463415,0.0006819864494586614,0.0012184584150291297,0.6188571428571429,19
41,41,82,-0.011231913823160506,-0.0096608342436088,0.8048780487804879,0.6585365853658537,0.36585365853658536,0.6097560975609756,0.0005959196306252339,0.0011507638824030258,0.6188571428571429,20
41,41,81,-0.013291907142925264,-0.0111597909724294,0.8780487804878049,0.6341463414634146,0.3170731707317073,0.6097560975609756,0.0006680597980746681,0.0013170437930597422,0.6188571428571429,21
41,41,80,-0.010849928134567616,-0.0068492553975464,0.8048780487804879,0.6585365853658537,0.34146341463414637,0.4634146341463415,0.0006204577560603975,0.0011373093267082225,0.6188571428571429,22
41,41,82,-0.009977464919505288,-0.0059005250093031,0.8048780487804879,0.6097560975609756,0.2926829268292683,0.5609756097560976,0.0006366810539116828,0.0011279695713796542,0.6188571428571429,23
41,41,80,-0.010868546785790925,-0.0072633097205383,0.7560975609756098,0.5609756097560976,0.24390243902439024,0.4878048780487805,0.000661905711024673,0.0012068544542359555,0.6188571428571429,24
41,41,82,-0.010672627612214478,-0.0083712752879615,0.8292682926829268,0.7317073170731707,0.4146341463414634,0.6585365853658537,0.0006266347142303926,0.001167478088496315,0.6188571428571429,25
41,41,81,-0.011407021294490461,-0.0050728167954793,0.8292682926829268,0.5853658536585366,0.2926829268292683,0.5121951219512195,0.0006540351985911194,0.0012097544054743938,0.6188571428571429,26
41,41,80,-0.012657732099901118,-0.0102475120842765,0.8292682926829268,0.6341463414634146,0.3170731707317073,0.5609756097560976,0.0006585995923724171,0.0012716554526301907,0.6188571428571429,27
41,41,81,-0.014607372110137564,-0.0093431294471761,0.8292682926829268,0.6829268292682927,0.36585365853658536,0.6097560975609756,0.0006591483255771438,0.0013620876282306271,0.6188571428571429,28
41,41,80,-0.010023755216534995,-0.0069822773050165,0.8048780487804879,0.5853658536585366,0.2926829268292683,0.5609756097560976,0.0006478432889185415,0.0011479696204460459,0.6188571428571429,29
41,41,82,-0.012805172724421344,-0.0101155762238311,0.8292682926829268,0.5853658536585366,0.2682926829268293,0.5853658536585366,0.0006477199070279057,0.0012742981171719556,0.6188571428571429,30
41,41,81,-0.01549749072636363,-0.0112786652254555,0.8048780487804879,0.6829268292682927,0.3902439024390244,0.5853658536585366,0.0006283705944728535,0.0013389837281692382,0.6188571428571429,31
41,41,82,-0.008656351524095425,-0.0049867247302607,0.7317073170731707,0.6585365853658537,0.34146341463414637,0.5853658536585366,0.0006416576106080828,0.0011062226561884443,0.6188571428571429,32
41,41,80,-0.013390756349196967,-0.0096608342436088,0.8292682926829268,0.5609756097560976,0.24390243902439024,0.5609756097560976,0.0006770719856601321,0.00131298974715073,0.6188571428571429,33
