prior_name,ridge_mult,loo_mae,loo_p90_abs,known_fit_mae,h042_fit_delta,h050_fit_delta,h050_minus_h042_fit_delta,h042_actual_delta,h050_actual_delta,q_mean,q_std,post_sensor_abs_error,selection_score
h020_joint_vector,0.0001,0.0005712416896806225,0.0006632999948504861,0.0005597485093660848,-0.00012728856736185919,-0.0001899719611217148,-6.268339375985562e-05,-0.00021865830000000752,-0.00021865830000000752,0.5985202784070922,0.22675736902475258,0.00018273946527629667,0.06602564102564103
h012_posterior,0.0001,0.000636651629672756,0.0007571454016572993,0.0006212729057907957,-0.0001262839680396652,-0.00017902810414937702,-5.274413610971182e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984426467593044,0.22559615988462117,0.00018474866392068464,0.09743589743589742
h020_joint_vector,0.0003,0.0006566588806272932,0.0007574178575476588,0.000650095030365202,-7.020654055394413e-05,-0.00013966843498645508,-6.946189443251094e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984370853522972,0.22652098986424427,0.0002969035188921268,0.175
h012_posterior,0.0003,0.0007225831997765253,0.0008507875574794291,0.0007109690550016656,-6.859371119300345e-05,-0.00012884375894646352,-6.025004775346007e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983613897557103,0.22534812440967603,0.00030012917761400814,0.24038461538461536
h020_joint_vector,0.001,0.0007020757941398689,0.000800479955572224,0.0006998034321433886,-2.7754134489153584e-05,-9.933571468881468e-05,-7.158158019966109e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984150200098425,0.22637945565434073,0.00038180833102170785,0.27564102564102566
h012_posterior,0.001,0.0007636176321652651,0.0008899619152241647,0.0007557032621458977,-2.561467245063799e-05,-8.838378291775013e-05,-6.276911046711214e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983419528944538,0.22517579811010194,0.0003860872550987391,0.4403846153846154
h020_joint_vector,0.003,0.0007232378275772365,0.0008130098325191307,0.0007223241649934591,-9.383817844034105e-06,-7.779505890042652e-05,-6.841124105639242e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984386550755706,0.22632194630721464,0.00041854896431194684,0.4467948717948718
h012_posterior,0.003,0.0007603247014146737,0.0008582216797580384,0.0007551716087711262,-6.884139336132626e-06,-6.65590811835521e-05,-5.967494184741948e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983740002071849,0.22507804520305338,0.00042354832132774977,0.5038461538461538
h020_joint_vector,0.01,0.0007606325883207962,0.0008494258910911011,0.0007619494991196248,-9.022016277571165e-07,-6.46705363903369e-05,-6.376833476257977e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984497449965024,0.22629457478550502,0.00043551219674450083,0.5371794871794872
h020_joint_vector,0.03,0.0007745147170820717,0.0008615546242246697,0.0007758792428605218,2.0170402820550382e-06,-5.924421449408682e-05,-6.126125477614186e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984376165511408,0.22630017920553053,0.0004413506805641251,0.6185897435897436
h020_joint_vector,0.1,0.0007796773156821796,0.0008643309244051207,0.0007802793104275677,3.1114764660246886e-06,-5.704862802056713e-05,-6.0160104486591817e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984221341902584,0.2263147716829721,0.0004435395529320644,0.65
h020_joint_vector,0.3,0.0007815504878236352,0.0008650689971395811,0.0007816293992669262,3.429548816858968e-06,-5.633255266931507e-05,-5.976210148617404e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984148865159024,0.22632241173647902,0.000444175697633733,0.6814102564102564
h012_posterior,0.01,0.0007819498653272503,0.0009044056844644433,0.0007789600520782266,1.8581256601069847e-06,-5.3270172760381335e-05,-5.512829842048832e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983956603357442,0.22498826148863119,0.000441032851320229,0.7256410256410256
h020_joint_vector,1.0,0.0007837507606128079,0.0008670343871219863,0.000783556750514276,3.544470533508661e-06,-5.577140981614286e-05,-5.931588034965152e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984112187505226,0.2263238845418492,0.00044440554106703236,0.7256410256410256
post_h042_good_soft,0.0001,0.0016327411748634875,0.001875812767478498,0.0015721325353366602,-0.00013813646838631982,-0.00017264451212907,-3.450804374275019e-05,-0.00021865830000000752,-0.00021865830000000752,0.5981762222552058,0.22361401297740852,0.0001610436632273754,0.7897435897435897
h020_joint_vector,3.0,0.000787157467408708,0.0008707581305342063,0.0007867831756499355,3.5862464109878383e-06,-5.544814774687831e-05,-5.903439415786615e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984087652436179,0.2263203092934145,0.0004444890928219907,0.7955128205128206
h042_anchor,0.0001,0.0017015016165869057,0.0019529488282966287,0.001640355097767529,-0.00014225359855210345,-0.0001468675175572854,-4.61391900518195e-06,-0.00021865830000000752,-0.00021865830000000752,0.59820090522162,0.22352986142831285,0.00015280940289580814,0.7980769230769231
h020_joint_vector,10.0,0.0007948191750037505,0.0008794536093936779,0.0007942637170880757,3.6221018709645272e-06,-5.495198971045658e-05,-5.85740915814211e-05,-0.00021865830000000752,-0.00021865830000000752,0.5984046778501123,0.2263093968275654,0.0004445608037419441,0.8525641025641026
h012_posterior,0.3,0.0007854828635285406,0.0008941661970522651,0.0007851146306756277,6.238169627518889e-06,-4.2636237118744314e-05,-4.88744067462632e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983816868631716,0.22486900206981447,0.0004497929392550528,0.8615384615384616
h042_world_cond,0.001,0.0015674618063619744,0.0017457042134290826,0.0015556553212311833,-0.00013566724741203526,-0.0002857852723131937,-0.00015011802490115842,-0.00021865830000000752,-0.00021865830000000752,0.5975413082424769,0.23025535057712357,0.00030023604980231684,0.8737179487179487
h012,0.0001,0.001729651891242904,0.001978893095633878,0.0016670688985927823,-0.00012337636633670912,-0.00013078697006586618,-7.4106037291570654e-06,-0.00021865830000000752,-0.00021865830000000752,0.5981927556912181,0.22345073463116702,0.0001905638673265968,0.8756410256410256
h012_posterior,1.0,0.0007855655311717374,0.0008927595750493879,0.0007852280351346455,6.341200347989466e-06,-4.222885019896941e-05,-4.8570050546958875e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983807548779186,0.2248603373201867,0.00044999900069599396,0.8788461538461538
h042_world_cond,0.0003,0.001833388707186869,0.0020312135036975663,0.0018164452816519024,-0.00015252322516427018,-0.00024588411681661495,-9.336089165234477e-05,-0.00021865830000000752,-0.00021865830000000752,0.5976238261525237,0.2302714883472619,0.00018672178330468955,0.8967948717948717
h020_joint_vector,30.0,0.0008045564855805141,0.0008905636370011154,0.0008040265488878598,3.657841822559954e-06,-5.4350568072202844e-05,-5.8008409894762796e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983996393803112,0.22629467486501242,0.000444632283645135,0.903846153846154
h042_world_cond,0.0001,0.0019860230980027305,0.00219186191174381,0.001961686125891915,-0.00017766157922765425,-0.00022995942845382023,-5.229784922616598e-05,-0.00021865830000000752,-0.00021865830000000752,0.5977341688107976,0.23037146195682562,0.00010459569845233197,0.9057692307692307
h012_posterior,0.03,0.0007869894182064694,0.0009051763007646694,0.0007855147403419113,4.857732250985459e-06,-4.765484161025099e-05,-5.2512573861236445e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983916342814919,0.22492845141065326,0.000447032064501986,0.9064102564102563
h012_posterior,0.1,0.0007871942575614573,0.0008994402916649085,0.0007865783937715153,5.941624626199238e-06,-4.370213341146604e-05,-4.964375803766528e-05,-0.00021865830000000752,-0.00021865830000000752,0.598383720910489,0.22488642874420958,0.0004491998492524135,0.9153846153846154
post_h042_good_soft,0.0003,0.0018000249701553902,0.0020511510674486423,0.0017500149952763492,-8.697112816593207e-05,-0.00012085652540573141,-3.388539723979934e-05,-0.00021865830000000752,-0.00021865830000000752,0.5981181648520565,0.223020116111159,0.00026337434366815093,0.9256410256410256
h042_anchor,0.0003,0.0018682772772895299,0.002127033813206094,0.0018184612308802946,-9.356549355883947e-05,-9.619134690710116e-05,-2.625853348261692e-06,-0.00021865830000000752,-0.00021865830000000752,0.598152504799043,0.22292502673920922,0.0002501856128823361,0.9467948717948719
h012_posterior,3.0,0.0007884373018886386,0.0008956015854778739,0.0007880063292773205,6.379047488960731e-06,-4.195445385243703e-05,-4.833350134139776e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983791216157637,0.22485353031784314,0.0004500746949779365,0.9557692307692307
h020_joint_vector,100.0,0.0008129693850115295,0.0009001611464536252,0.0008126680434457173,3.6874635764816084e-06,-5.3831553568715146e-05,-5.751901714519675e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983952270387733,0.22628164654639576,0.00044469152715297827,0.9762820512820513
h012_posterior,10.0,0.000796356525171324,0.0009045727636724692,0.0007957398529622542,6.413554507798133e-06,-4.147436711461415e-05,-4.788792162241228e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983751416108007,0.2248410418869865,0.0004501437090156113,1.021153846153846
h012,0.0003,0.0019133279921248725,0.0021714690546946747,0.0018636977314540428,-6.287411205540637e-05,-6.963324133776928e-05,-6.7591292823629125e-06,-0.00021865830000000752,-0.00021865830000000752,0.5981310770796184,0.22281632226939563,0.00031156837588920233,1.0243589743589743
h012_posterior,30.0,0.0008071385247782364,0.000916940072808958,0.0008065532564519925,6.449015409916282e-06,-4.087556769152631e-05,-4.7324583101442595e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983697170603244,0.2248250243400346,0.0004502146308198476,1.0724358974358976
post_h042_good_soft,0.001,0.0019972213910416058,0.0022861322618537194,0.001964816832232655,-4.798238535627809e-05,-7.770849027607555e-05,-2.972610491979746e-05,-0.00021865830000000752,-0.00021865830000000752,0.5981749249934463,0.22257801141754308,0.00034135182928745884,1.0871794871794873
h042_anchor,0.001,0.002056741653400077,0.0023451930191318053,0.002024236041783357,-5.6183666667338e-05,-5.32431637341889e-05,2.940502933149102e-06,-0.00021865830000000752,-0.00021865830000000752,0.5982238754388131,0.22247802982081394,0.0003308302725316373,1.0955128205128206
h042_world_cond,0.003,0.0012404411748006584,0.0013859459659411437,0.0012326861135245816,-0.00013126227278094493,-0.00034669831168691715,-0.00021543603890597222,-0.00021865830000000752,-0.00021865830000000752,0.597453825650311,0.23033538842875836,0.00043087207781194445,1.0961538461538463
h012_posterior,100.0,0.0008163626989800406,0.0009275410366738736,0.0008160420991622798,6.478614552100441e-06,-4.0356112025039084e-05,-4.6834726577139524e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983649682824407,0.22481111761629577,0.00045027382910421595,1.1237179487179487
post_h042_good_soft,0.003,0.0022389973011631725,0.0026149773890581985,0.0022262441521147674,-3.033773675350669e-05,-5.2827824021210615e-05,-2.2490087267703924e-05,-0.00021865830000000752,-0.00021865830000000752,0.5982682591811196,0.22230055556126502,0.00037664112649300166,1.1583333333333334
h042_anchor,0.003,0.0022996590678052587,0.002678778544169449,0.002287279929359694,-3.8884499415211215e-05,-2.733086285578908e-05,1.1553636559422133e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983312543686076,0.22219879521050903,0.00038265487428843685,1.2012820512820515
h012,0.001,0.00209022217850019,0.0023794277050376055,0.0020579393115865564,-1.6630390454733116e-05,-1.802924136728693e-05,-1.398850912553813e-06,-0.00021865830000000752,-0.00021865830000000752,0.59820477450762,0.2223668233599877,0.0004040558190905488,1.2192307692307693
post_h042_good_soft,0.01,0.0024488418320564365,0.0028485006137484226,0.0024471489738099044,-2.1766082047160086e-05,-3.683421401910397e-05,-1.5068131971943887e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983103818192648,0.22214298473845107,0.00039378443590569484,1.264102564102564
post_h042_good_soft,0.03,0.0025834311263577634,0.00297928842729203,0.0025830426653526157,-1.8426470346903995e-05,-2.8521254606102433e-05,-1.0094784259198438e-05,-0.00021865830000000752,-0.00021865830000000752,0.5982627622975026,0.22211655484259302,0.000400463659306207,1.3352564102564104
h042_world_cond,0.03,0.0008188826549519935,0.0009194435714761347,0.0008181461576047488,-0.00013239518822652694,-0.0004360681626903756,-0.00030367297446384865,-0.00021865830000000752,-0.00021865830000000752,0.5971079690974359,0.2305464585287791,0.0006073459489276973,1.3487179487179488
h042_anchor,0.01,0.0025133201823242697,0.002919615147895306,0.0025119728523198106,-3.0173913133212558e-05,-9.847320862119083e-06,2.0326592271093475e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983841069372043,0.22204539132259285,0.0004176219582757769,1.3762820512820513
post_h042_good_soft,0.1,0.0026888145659380866,0.0030894033322680847,0.00268791214844932,-1.6743367618884504e-05,-2.0090364984035405e-05,-3.3469973651509014e-06,-0.00021865830000000752,-0.00021865830000000752,0.598168878039397,0.22214300939969,0.00040382986476224605,1.3865384615384615
h042_world_cond,0.01,0.0009261741220884027,0.0010396642474765198,0.0009227116119054292,-0.0001316203995006933,-0.0004102839138799055,-0.0002786635143792122,-0.00021865830000000752,-0.00021865830000000752,0.5972950782983809,0.2304608593451158,0.0005573270287584244,1.4339743589743592
post_h042_good_soft,0.3,0.002739951626196818,0.0031731082939385593,0.0027389037779872796,-1.6073555983757396e-05,-1.5800568942198635e-05,2.729870415587602e-07,-0.00021865830000000752,-0.00021865830000000752,0.5981096326819307,0.22216647920781918,0.00040571546211561776,1.4493589743589745
h042_world_cond,0.1,0.0008369385003725856,0.0009365507300515954,0.0008365835382004231,-0.00013270242048653373,-0.00043824312328396734,-0.0003055407027974336,-0.00021865830000000752,-0.00021865830000000752,0.5969473945152812,0.2305938089515556,0.0006110814055948672,1.4564102564102566
h042_world_cond,0.3,0.0008496557559485323,0.000949968388801109,0.0008493116975475331,-0.00013275118297513858,-0.0004382720348215146,-0.00030552085184637603,-0.00021865830000000752,-0.00021865830000000752,0.5968758900740299,0.23061476974223616,0.0006110417036927521,1.4647435897435899
h042_world_cond,1.0,0.0008566054344488461,0.0009617636667336855,0.0008562585808128069,-0.00013275275680070162,-0.0004381730941213764,-0.0003054203373206748,-0.00021865830000000752,-0.00021865830000000752,0.5968455979511829,0.23062219883983537,0.0006108406746413496,1.4730769230769232
h042_world_cond,3.0,0.0008612673756194654,0.000968387965524323,0.000860843350796275,-0.00013274179987178322,-0.00043805432548140735,-0.00030531252560962415,-0.00021865830000000752,-0.00021865830000000752,0.5968351478962327,0.23062061993050398,0.0006106250512192483,1.4814102564102565
post_h042_good_soft,1.0,0.002766266170034695,0.0032169669236839287,0.0027650905240385747,-1.5784998363648998e-05,-1.3715464506393997e-05,2.0695338572550015e-06,-0.00021865830000000752,-0.00021865830000000752,0.5980795703953272,0.22217344240988654,0.00040988567098722707,1.487820512820513
h042_world_cond,10.0,0.0008687150754883848,0.0009775284829166924,0.0008681682585305842,-0.00013271453379530345,-0.0004378212541146111,-0.00030510672031930765,-0.00021865830000000752,-0.00021865830000000752,0.5968285314939901,0.23061083304592134,0.0006102134406386153,1.4897435897435898
h042_world_cond,30.0,0.0008777573204664542,0.0009882172165855065,0.0008772436286563438,-0.00013267882509758724,-0.00043752608803258067,-0.00030484726293499346,-0.00021865830000000752,-0.00021865830000000752,0.5968230722162192,0.2305967733949087,0.0006096945258699869,1.498076923076923
h042_world_cond,100.0,0.0008854727214041086,0.0009972646461854312,0.00088519490790234,-0.0001326475990184071,-0.00043726942851645654,-0.00030462182949804944,-0.00021865830000000752,-0.00021865830000000752,0.5968187128421548,0.23058419625494628,0.0006092436589960989,1.5064102564102564
h042_anchor,0.03,0.0026560798759395665,0.0030589532151979342,0.0026557922530534633,-2.6676439245860414e-05,1.9113428215022173e-06,2.858778206736263e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983359634452058,0.22202455303866855,0.0004411392856430195,1.5282051282051283
post_h042_good_soft,3.0,0.0027848105048526414,0.0032425796515356017,0.002783248542092781,-1.56648312311759e-05,-1.2490019149559443e-05,3.174812081616456e-06,-0.00021865830000000752,-0.00021865830000000752,0.5980649102058673,0.2221621198272895,0.00041233656170089615,1.5391025641025642
post_h042_good_soft,10.0,0.0028157959339925316,0.0032799170202532147,0.002813655913426903,-1.554530832872099e-05,-1.0670472775996e-05,4.874835552724992e-06,-0.00021865830000000752,-0.00021865830000000752,0.5980475197782463,0.22212537576753805,0.000415975654448023,1.5903846153846153
h012,0.003,0.002329540134157228,0.0027098950903936495,0.0023169964919438403,4.647012597297037e-06,1.2960407260329908e-05,8.31339466303287e-06,-0.00021865830000000752,-0.00021865830000000752,0.5983262871170336,0.22208777903761687,0.00046323741452067486,1.6365384615384615
post_h042_good_soft,30.0,0.002855462555957877,0.0033261785929073365,0.0028533411642111765,-1.541884544145663e-05,-8.486926997134781e-06,6.931918444321849e-06,-0.00021865830000000752,-0.00021865830000000752,0.5980270950131006,0.22207396683701128,0.0004203427460057455,1.6775641025641026
post_h042_good_soft,100.0,0.002888991453981912,0.003365037447908695,0.0028878309982776867,-1.531265734047845e-05,-6.606323537231508e-06,8.706333803246943e-06,-0.00021865830000000752,-0.00021865830000000752,0.5980096576419944,0.22202872101730206,0.00042410395292555205,1.7602564102564104
h012,0.01,0.0025469773566329785,0.002950389582958586,0.002545537699152103,1.5347649676379027e-05,3.3968004656305226e-05,1.86203549799262e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983979851678393,0.22193322255131412,0.0005052526093126255,1.7769230769230768
h042_anchor,0.1,0.0027676774323882438,0.003189730782925626,0.0027668253546389516,-2.4892429183899643e-05,1.2278412803157454e-05,3.71708419870571e-05,-0.00021865830000000752,-0.00021865830000000752,0.5982373098320413,0.22205873039057586,0.0004618734256063299,1.8166666666666669
h012,0.03,0.002690585821606477,0.0030901775785930276,0.002690094006573688,1.9606197617139197e-05,4.63648143962587e-05,2.6758616779119504e-05,-0.00021865830000000752,-0.00021865830000000752,0.5983625562436818,0.22191436085295504,0.0005300462287925324,1.867948717948718
h042_anchor,0.3,0.0028213701533340413,0.003275129500478809,0.002820338478082225,-2.4180858865808885e-05,1.6992790753427096e-05,4.117364961923598e-05,-0.00021865830000000752,-0.00021865830000000752,0.5981749564441343,0.2220868279954964,0.00047130218150686926,1.9192307692307695
h042_anchor,1.0,0.00284877493599932,0.0033209092684371353,0.002847582542954075,-2.387467329291262e-05,1.925630230793533e-05,4.313097560084795e-05,-0.00021865830000000752,-0.00021865830000000752,0.5981434057184446,0.22209591258165132,0.0004758292046158857,1.9576923076923078
h012,0.1,0.002806119291840913,0.003237721171713278,0.002805156752334211,2.1711686737887496e-05,5.817294963593819e-05,3.646126289805069e-05,-0.00021865830000000752,-0.00021865830000000752,0.5982683615750026,0.22194900967622833,0.0005536624992718914,1.971794871794872
h042_anchor,3.0,0.0028679732100411,0.0033475161873015736,0.0028663675438935134,-2.3748178647570966e-05,2.0552910386425197e-05,4.430108903399617e-05,-0.00021865830000000752,-0.00021865830000000752,0.5981281160560858,0.22208491423763627,0.00047842242077286544,2.0288461538461537
h042_anchor,10.0,0.0028999263137141225,0.0033860406819412837,0.00289772401479048,-2.3624126070793466e-05,2.2438740267899105e-05,4.606286633869257e-05,-0.00021865830000000752,-0.00021865830000000752,0.5981101317663103,0.22204745304354542,0.00048219408053581323,2.1000000000000005
h012,0.3,0.0028616390605166173,0.0033350032912562336,0.0028605449059942514,2.252721210058036e-05,6.338355977313325e-05,4.0856347672552894e-05,-0.00021865830000000752,-0.00021865830000000752,0.598206842679219,0.2219778481774819,0.0005640837195462816,2.1012820512820514
h042_anchor,30.0,0.0029406143962666903,0.0034335017705388166,0.002938430280015326,-2.3493632128151483e-05,2.4690529853116954e-05,4.818416198126844e-05,-0.00021865830000000752,-0.00021865830000000752,0.5980891452906809,0.22199492713131988,0.000486697659706249,2.1512820512820516
