region,cells,cell_score_sum,cell_score_mean,targets
support,1200,265.5249540091799,0.22127079500764993,"{'Q1': 167, 'Q2': 105, 'Q3': 141, 'S1': 194, 'S2': 207, 'S3': 194, 'S4': 192}"
aligned_support,903,244.59542519548825,0.2708697953438408,"{'Q1': 119, 'Q2': 79, 'Q3': 106, 'S1': 148, 'S2': 165, 'S3': 139, 'S4': 147}"
conflict_support,297,20.92952881369166,0.07046979398549381,"{'Q1': 48, 'Q2': 26, 'Q3': 35, 'S1': 46, 'S2': 42, 'S3': 55, 'S4': 45}"
outside_support_high_world,0,0.0,0.0,"{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 0, 'S2': 0, 'S3': 0, 'S4': 0}"
