source,avg_log_loss,Q1,Q2,Q3,S1,S2,S3,S4
best__absolute_plus_deviation__c0.3_b0.2,0.6229613176952576,0.6689861051722832,0.7020978592408005,0.6741574430886071,0.5709585946396454,0.5775006583045229,0.5239268911855993,0.6431016722353451
best__absolute_plus_deviation__c0.1_b0.2,0.6237927803338889,0.6700346459207199,0.7010001209828194,0.6736543305290845,0.570926638022677,0.5773858608726387,0.530509557959145,0.6430383080501377
causal_chain__deviation__c0.1_b0.2,0.6238740609551288,0.6644699492281164,0.7000227304874137,0.6803679971352309,0.5678338018263472,0.573457053554216,0.54142425268196,0.639542641772617
best__deviation__c0.3_b0.2,0.6240101458125175,0.6684858700909789,0.7005359830135,0.6709453564867801,0.5722806991144583,0.5788038606570198,0.5319263483329497,0.6450929029919353
causal_chain__deviation__c0.3_b0.2,0.6240762926789998,0.6622347323461983,0.7033335135819412,0.6802242309476646,0.5660610571512911,0.5730040337559672,0.5439355315463593,0.6397409494235767
causal_chain__absolute_plus_deviation__c0.1_b0.2,0.6240812249560111,0.6609707284139302,0.7055059098775182,0.6829363478991601,0.5660489455264411,0.5728588038271724,0.5434175534926539,0.6368302856552019
best__absolute__c0.3_b0.2,0.6241173933055804,0.6684824693681113,0.6960139424354125,0.6715958320010429,0.5767896497254626,0.57712377584321,0.5353697319901312,0.6434463517756924
causal_chain__absolute_plus_deviation__c0.03_b0.2,0.6244379409679002,0.6650243397283176,0.7018716793309151,0.6821251033786917,0.5688007524335894,0.5735032102250155,0.541404007076976,0.6383364946017956
causal_chain__deviation__c0.3_b0.1,0.6244566605365472,0.6663534788681431,0.7028788712123201,0.6778018410017168,0.5694311780617927,0.5745095883864756,0.5380573396785975,0.6421643265467849
best__absolute_plus_deviation__c0.3_b0.1,0.6246402437204839,0.6703870520810266,0.7028804579912902,0.6753899056246451,0.5725652829206151,0.5782982172544664,0.5283124809539718,0.644648309217372
causal_chain__deviation__c0.1_b0.1,0.624655665283447,0.6677485603210794,0.7016027526549803,0.678226290165113,0.5706078065762376,0.5749863104514316,0.5370177115257122,0.6424002252895744
causal_chain__absolute_plus_deviation__c0.3_b0.1,0.6246681984166405,0.6647621728289793,0.7056134157433371,0.6783701224039371,0.5687397798682732,0.5749865680208487,0.5395698477993349,0.6406354822517737
