target,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,action_health_score,accepted,accept_reason,heldout_accept_rate,heldout_gain_sum,heldout_positive_subjects,heldout_negative_subjects,heldout_positive_gain_rate
Q1,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,False,failed_subject_heldout_action_toxicity,0.3,-0.8140942604559935,0,3,0.25
Q2,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,False,failed_subject_heldout_action_toxicity,0.3,-2.3607116886749773,0,3,0.2222222222222222
Q3,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,False,failed_subject_heldout_action_toxicity,0.1,-0.40851247813651437,0,1,0.0
S1,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,False,failed_subject_heldout_action_toxicity,0.9,-2.717411442930678,4,5,0.5263157894736842
S2,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,False,failed_subject_heldout_action_toxicity,0.0,0.0,0,0,0.0
S3,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,False,failed_subject_heldout_action_toxicity,0.0,0.0,0,0,0.0
S4,hold,0.0,0,1.190090625751663,0.02087878290792391,0.631578947368421,8,6,2,17,40,-1.6127186128936977,1.544954401147772,2.8028092386453607,1.8141695551422796,2.5012653229097133,False,failed_subject_heldout_action_toxicity,0.9,0.7626860689187339,4,4,0.6129032258064516
