decision,selected_candidate_id,selected_file,selected_resolved_path,root_uploadsafe_path,worldview,h042_q2_support_rows,h050_q13_route_rows,h042_h050_row_overlap,selected_rows_in_h042_q2_support,selected_cells_overlap_h055,candidate_id,file,resolved_path,family,k,alpha,mode,changed_cells_vs_h042,changed_rows_vs_h042,s_changed_vs_h042,q13_changed_vs_h042,q2_changed_vs_h042,h050_null_overlap_cells,row_overlap_with_h050_qnull,pred_delta_vs_h042,pred_delta_vs_h012,mean_gain_selected,mean_aux_selected,mean_row_strength_selected,Q1_changed_vs_h042,Q2_changed_vs_h042,Q3_changed_vs_h042,S1_changed_vs_h042,S2_changed_vs_h042,S3_changed_vs_h042,S4_changed_vs_h042,h056_score
promote_q2row_objective_state_sensor,h056_q2row_s_all_k180_a1p15_logit_a4620b89,submission_h056_q2row_s_all_k180_a1p15_logit_a4620b89.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k180_a1p15_logit_a4620b89.csv,/Users/kbsoo/Downloads/cl2/submission_h056_q2row_objective_state_a4620b89_uploadsafe.csv,"H042 Q2 support is a public-visible row-state marker, not merely a Q2 target correction",45,86,20,45,92,h056_q2row_s_all_k180_a1p15_logit_a4620b89,submission_h056_q2row_s_all_k180_a1p15_logit_a4620b89.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k180_a1p15_logit_a4620b89.csv,q2row_s_all,180,1.15,logit,180,45,180,0,0,0,20,-0.00013579631213585832,-0.0002630848794977176,0.0013202419235430669,0.5851309523809524,0.912,0,0,0,45,45,45,45,0.5835937499999999
